,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_elalfa,hash_foryou,hash_foryoupage,hash_fyp,hash_fypシ,hash_greenscreen,hash_parati,hash_rd,hash_tiktok,hash_viral
3,JM,7085122323027676422,1649633592, ,6907795941394088965,𝑀𝒪𝒪𝒩𝒞𝐻𝐼𝐿𝒟 🌝🤍..,"Follow my IG🖤
🇩🇲",0,False,https://m.tiktok.com/v/7085122323027676422.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085122323027676422&source=h5_m,1291322,1634,2052,2425,235028,7073876545902775046,7073876545902775046,10036,7073876545902775046,Whap Whap (feat. F.S.),Skillibeng,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/16c8c26b1d7144b184b1b942fc6d0eb4,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/a76529d24f6f4094a8ae2c40b7ac3db6,False,True,,,,,[],0,0,Dominican Republic,,0,0,0,0,0,0,0,0,0,0
4,US,7102928794914180394,1653779484,Reply to @jocsan.....1 No hare mas videos con mi hijo 😡 #mamirosetv #viral #fyp #hijos @mamirosetv,6879120064793986053,Mami Rose,Viste mi ultimo video en YouTube ?,0,False,https://m.tiktok.com/v/7102928794914180394.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102928794914180394&source=h5_m,1209688,1209,367,946,133950,7102928759627451179,7102928759627451179,72,7102928759627451179,original sound - mamirosetv,Mami Rose,6.879120064793986e+18,Mami Rose,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7102928794477988651.mp3,,False,False,,,,,[],0,0,Dominican Republic,#mamirosetv #viral #fyp #hijos,0,0,0,1,0,0,0,0,0,1
5,DO,7103259431525158149,1653856467,Si o que??? Mírenle el flow 😂😂😂😂 #carecantinas,6759652676394894341,Stevens Brito,"Team @kitosunshine
Link de mi canción nena 🔥🔥",0,False,https://m.tiktok.com/v/7103259431525158149.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103259431525158149&source=h5_m,626972,417,211,1174,66681,6990766058684664581,6990766058684664581,10036,6990766058684664581,Armadilha,Guélcio Smith,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/35440ce1dd0a4ab4a203a68152c5fe9d,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/81545c4a0de84d91b3886b25cdf4aa2b,False,True,,,,,[],0,0,Dominican Republic,#carecantinas,0,0,0,0,0,0,0,0,0,0
6,US,7099880344777690414,1653069712,Mi amor una pregunta #foryou #dominican #fyp #parati,6808641651918685190,rahh,"IG/Youtube: rahhfrias
🇩🇴
Miami 
business: theraulfrias@hotmail.com",0,False,https://m.tiktok.com/v/7099880344777690414.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099880344777690414&source=h5_m,1166609,412,948,5021,126227,7096665786319768363,7096665786319768363,72,7096665786319768363,original sound - pecomassina (Contains music from: Bate Que Bate - Nfasis),"Contains music from: ""Bate Que Bate""",8613190.0,Peco Massina,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7096665809480829742.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/68fa5b022377f301c883cd72c3f88b4b.json,False,False,Nfasis,Bate Que Bate,original sound - pecomassina (Contains music from: Bate Que Bate - Nfasis),"Contains music from: ""Bate Que Bate""",[],0,0,Dominican Republic,#foryou #dominican #fyp #parati,0,1,0,1,0,0,1,0,0,0
7,ES,7103301854984981765,1653866345,#fyp #xyzbca #parati,6570960316192063494,kerlytaaaaa💍,"📍Barcelona-spain📍
 🇪🇨Ecuadorian🇪🇨
   3m!💘",0,False,https://m.tiktok.com/v/7103301854984981765.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103301854984981765&source=h5_m,472933,126,81,790,82616,7079644620723931909,7079644620723931909,72,7079644620723931909,original sound - _spedsong,Speedupsong:],7.046421031129269e+18,Speedupsong:],False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7079644594778032902.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ef9a92cbc0a1070452dba960103881b5.json,False,False,,,,,[],0,0,Dominican Republic,#fyp #xyzbca #parati,0,0,0,1,0,0,1,0,0,0
0,DO,7100009606130289925,1653099811,#parati #virall #fypシ #xyzbca la mujell miaa 🤣🥰🫶🏻,6680868392108901381,Limy❤️,"Dios cuida de mi ✅
Ayúdame a llegar 
  A los 20K? 🥹",0,False,https://www.tiktok.com/@limyzaza/video/7100009606130289925?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100009606130289925&source=h5_m,690661,753,123,778,30228,7056428700320975622,7056428700320975622,72,7056428700320975622,original sound - wilsongraph_,wilsongraph,6.98937606702801e+18,wilsongraph,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7056428726648621830.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/55d1d3145d0d725b9afc326ca9f43dca.json,False,False,,,,,[],0,0,Dominican Republic,#parati #virall #fypシ #xyzbca,0,0,0,0,1,0,1,0,0,0
1,DO,7099844080733097222,1653061269,- Sígueme En Instagram 🙏🥺😉#foryou #fyp #viral #queenmvp00 @queen_mvp0,7076927102926636038,Queen Mvp,"- 𝐏𝐫𝐢𝐦𝐞𝐫𝐨 𝐃𝐢𝐨𝐬 🙏❣️
- 𝐍𝐞𝐰 𝐂𝐮𝐞𝐧𝐭𝐚 (𝟗𝟎) 💔🥺",0,False,https://www.tiktok.com/@queen_mvp00/video/7099844080733097222?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099844080733097222&source=h5_m,2829724,2593,4410,10426,69998,7074231256631986950,7074231256631986950,72,7074231256631986950,original sound - federico_412 (Contains music from: La Cripta (Remix) - Cutty Ranks & El Chombo),"Contains music from: ""La Cripta (Remix)""",6.914292857407636e+18,Hola 👀💖,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7074231265691552517.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c27d539b828a80f74008c315a214c09b.json,False,False,Cutty Ranks & El Chombo,La Cripta (Remix),original sound - federico_412 (Contains music from: La Cripta (Remix) - Cutty Ranks & El Chombo),"Contains music from: ""La Cripta (Remix)""",[],0,0,Dominican Republic,#foryou #fyp #viral #queenmvp00,0,1,0,1,0,0,0,0,0,1
2,GE,7096167149223415042,1652205166,Style❤️‍🔥#rihanna #foryou #viral,6990346965934982150,🖤,🇬🇪,0,False,https://www.tiktok.com/@iamgio45/video/7096167149223415042?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096167149223415042&source=h5_m,7432984,1561,2198,9047,982098,7040195392604326661,7040195392604326661,72,7040195392604326661,Loveee songs,❦,6.935634313594013e+18,❦,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7040195412480871174.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/9eaeb18230199449edf4578f475d6c6c.json,False,False,,,,,[],0,0,Dominican Republic,#rihanna #foryou #viral,0,1,0,0,0,0,0,0,0,1
3,US,7100259086561856810,1653157894,@Tee,7012350,KingBach,Tour Dates,0,False,https://www.tiktok.com/@kingbach/video/7100259086561856810?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100259086561856810&source=h5_m,1657558,560,120,628,200470,7100259045734632238,7100259045734632238,72,7100259045734632238,original sound - kingbach (Contains music from: SWAMP SKONSTER - Skest),"Contains music from: ""SWAMP SKONSTER""",7012350.0,KingBach,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7100259083516939054.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/156105400b739a7b35694609702faac0.json,False,False,Skest,SWAMP SKONSTER,original sound - kingbach (Contains music from: SWAMP SKONSTER - Skest),"Contains music from: ""SWAMP SKONSTER""",[],0,0,Dominican Republic,,0,0,0,0,0,0,0,0,0,0
4,US,7098870517469547822,1652834592,FAMILY KILLED IT🔥🔥 #foryou #twins,1384760,SplashTwinz,"New Jersey
Sponsorship Available!
Follow us on Instagram @Splash.Twinz",0,False,https://www.tiktok.com/@splashtwinz/video/7098870517469547822?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098870517469547822&source=h5_m,1008892,253,138,1242,110530,7076062511933901573,7076062511933901573,72,7076062511933901573,Sweet Giirrrrllll face beat x Father Philis (Contains music from: Face Beat - Father Philis),"Contains music from: ""Face Beat""",6.808628320147654e+18,Phil,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7076062516677364486.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/502e849a96f04fa9417d1c14e78c983d.json,False,False,Father Philis,Face Beat,Sweet Giirrrrllll face beat x Father Philis (Contains music from: Face Beat - Father Philis),"Contains music from: ""Face Beat""",[],0,0,Dominican Republic,#foryou #twins,0,1,0,0,0,0,0,0,0,0
5,US,7089158393255988485,1650573313, ,6781919165658956805,ELALFAELJEFERD,LA LEYENDA DEL #DEMBOW ♥️EL ALFA♥️,0,False,https://www.tiktok.com/@elalfaeljeferd/video/7089158393255988485?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089158393255988485&source=h5_m,3564600,1394,1484,5013,253782,7087744357444471557,7087744357444471557,10036,7087744357444471557,Gogo Dance,El Alfa & Chael Produciendo,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6877039427674a0699970fc9520959ab,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/81ec85a194e74eb28259e0335a98b13f,False,True,,,,,[],0,0,Dominican Republic,,0,0,0,0,0,0,0,0,0,0
6,DO,7102197999341735173,1653609335, ,6811988058125353989,Jhonatan Hernandez,,0,False,https://www.tiktok.com/@jhonatanhernande4/video/7102197999341735173?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102197999341735173&source=h5_m,2505233,646,302,1164,120471,7102197982170581766,7102197982170581766,72,7102197982170581766,original sound - jhonatanhernande4 (Contains music from: Te Vas - Zion),"Contains music from: ""Te Vas""",6.811988058125354e+18,Jhonatan Hernandez,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102197991771048710.mp3,,False,False,Zion,Te Vas,original sound - jhonatanhernande4 (Contains music from: Te Vas - Zion),"Contains music from: ""Te Vas""",[],0,0,Dominican Republic,,0,0,0,0,0,0,0,0,0,0
7,ZA,7097229787134987526,1652452582,Pls im obsessed w this sound 😭😭😭😭 #jessicamashaba20,6696736251507033093,Jessica Mashaba,🤎 Email: businessabove20@gmail.com,0,False,https://www.tiktok.com/@jessicamashaba20/video/7097229787134987526?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097229787134987526&source=h5_m,11526719,12365,30676,27432,2270915,7073573619531516678,7073573619531516678,72,7073573619531516678,original sound - iconikfa (Contains music from: Hold - Echover),"Contains music from: ""Hold""",7.046776083106366e+18,flopera💨,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7073573640876411654.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/928dd395974028dab54b3e34334dc0e2.json,False,False,Echover,Hold,original sound - iconikfa (Contains music from: Hold - Echover),"Contains music from: ""Hold""",[],0,0,Dominican Republic,#jessicamashaba20,0,0,0,0,0,0,0,0,0,0
0,DO,7083513705673051397,1649259057,🤣🤣🤣🤣🤣🤣🤣🤣,7060491202998977541,tineo1222,,0,False,https://www.tiktok.com/@ivan_rd23/video/7083513705673051397?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7083513705673051397&source=h5_m,19587026,4962,68355,11560,602676,7083513689387027206,7083513689387027206,72,7083513689387027206,original sound - ivan_rd23,tineo1222,7.060491202998978e+18,tineo1222,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7083513686996110086.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/1efb328f006c48f1f5dc5a76fd06ba8b.json,False,False,,,,,[],0,0,Dominican Republic,,0,0,0,0,0,0,0,0,0,0
1,DO,7082121856584617222,1648934991,Haciendo la diligencia😂 #alofokeradioshowtiktok #viral #dominican #republicadominicana #foryoupage,6963744507536442373,Sofoke,"👑Tú muñeca favorita👑
Sígueme en Instagram para más videos @imvu_sofoke",0,False,https://www.tiktok.com/@imvusofoke/video/7082121856584617222?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7082121856584617222&source=h5_m,852815,1112,3769,2666,68172,7073906039069936390,7073906039069936390,72,7073906039069936390,original sound - stivenpreciado5,Stiven P'reciado,6.888369483992712e+18,Stiven P'reciado,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7073906023450413830.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ed85d438e1dcb3fc7b77d3896adbd46b.json,False,False,,,,,[],0,0,Dominican Republic,#alofokeradioshowtiktok #viral #dominican #republicadominicana #foryoupage,0,0,1,0,0,0,0,0,0,1
2,PE,7075725698039581957,1647445770,Himno🔥 #fyp #fypシ #viral #parati #foryou #badbunny,6794116770280539142,Santî V🎦,"‼️ECUADOR ACTIVO ‼️
      🔥2M❤️
Pedidos y Publicidad al DM
Sigueme en insta👇",0,False,https://www.tiktok.com/@stories_whatsapp_/video/7075725698039581957?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075725698039581957&source=h5_m,18219833,3425,46701,408752,1614768,7075725668297886469,7075725668297886469,72,7075725668297886469,original sound - stories_whatsapp_ (Contains music from: Si Veo a Tu Mamá - Bad Bunny),"Contains music from: ""Si Veo a Tu Mamá""",6.794116770280539e+18,Santî V🎦,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7075725690129222405.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/aeca7dce0404ddbc89d8acc444b0a627.json,False,False,Bad Bunny,Si Veo a Tu Mamá,original sound - stories_whatsapp_ (Contains music from: Si Veo a Tu Mamá - Bad Bunny),"Contains music from: ""Si Veo a Tu Mamá""",[],0,0,Dominican Republic,#fyp #fypシ #viral #parati #foryou #badbunny,0,1,0,1,1,0,1,0,0,1
3,DO,7102151548548959494,1653598518, ,6641241111393501190,cuty barber,,0,False,https://www.tiktok.com/@cutybarber/video/7102151548548959494?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102151548548959494&source=h5_m,758129,91,44,320,19186,6870184399946648322,6870184399946648322,72,6870184399946648322,original sound - omarjunior__,O M A R J U N I O R 👹,6.786050434081146e+18,O M A R J U N I O R 👹,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6870184290446068481.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/bb204d91c9628345b02c89c6da34f52d.json,False,False,,,,,[],0,0,Dominican Republic,,0,0,0,0,0,0,0,0,0,0
4,CL,7102995893690895622,1653795110, ,7077769291927667717,🔥JADE REYES🔥,"Síganme en insta 🤪
19 años, chilena 🇨🇱",0,False,https://www.tiktok.com/@jade_reyesss1/video/7102995893690895622?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102995893690895622&source=h5_m,3607238,2169,6844,23397,474388,7098845188965812997,7098845188965812997,72,7098845188965812997,original sound - alesa.kinky (Contains music from: No no no Asi no Ponente En 4 Aca China - WZ Beat),"Contains music from: ""No no no Asi no Ponente En 4 Aca China""",6.897725213951116e+18,Alesa Kinky,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099098200459676422.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/240e338bd0b2891b88421570b13c4bc5.json,False,False,WZ Beat,No no no Asi no Ponente En 4 Aca China,original sound - alesa.kinky (Contains music from: No no no Asi no Ponente En 4 Aca China - WZ Beat),"Contains music from: ""No no no Asi no Ponente En 4 Aca China""",[],0,0,Dominican Republic,,0,0,0,0,0,0,0,0,0,0
5,TR,7091247550480665858,1651059733,hhhhhhhhhh🤣🤣🤣🤣🤣🤣🤣🤣🤣,7086051407652160513,𝐌𝐫_𝐯𝐢𝐨🖤,"my☺💫
dream💭
1m🎉♥️🎊",0,False,https://www.tiktok.com/@khaludi_0/video/7091247550480665858?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091247550480665858&source=h5_m,34443588,4610,18721,163802,1653273,7084951997350251266,7084951997350251266,72,7084951997350251266,original sound - orici4 (Contains music from: Paul Aussaresses - K3t Savage),"Contains music from: ""Paul Aussaresses""",7.084321733624808e+18,orici4,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7084951974914902786.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/efcdf9d32fde9c3062dc4c6a641e0b58.json,False,False,K3t Savage,Paul Aussaresses,original sound - orici4 (Contains music from: Paul Aussaresses - K3t Savage),"Contains music from: ""Paul Aussaresses""",[],0,0,Dominican Republic,,0,0,0,0,0,0,0,0,0,0
6,DO,7088803435541302534,1650490668,Responder a @maximilianoreye51 #hora #reloj #trabajo,122577644465881089,Yureisy Basora,"IG: Yureisy N. Basora17. 🤍👆🏼

🤍✨amantes de los Memes ✨🤍",0,False,https://www.tiktok.com/@yureisyb/video/7088803435541302534?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7088803435541302534&source=h5_m,1680149,567,13706,12474,27828,7088803424095062790,7088803424095062790,72,7088803424095062790,original sound - yureisyb,Yureisy Basora,1.2257764446588109e+17,Yureisy Basora,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7088803432232307461.mp3,,False,False,,,,,[],0,0,Dominican Republic,#hora #reloj #trabajo,0,0,0,0,0,0,0,0,0,0
7,DO,7077722473864760581,1647910681, ,6773385332567196677,Nallely Santos,Instagram:(soynalyy),0,False,https://www.tiktok.com/@nalysantoss/video/7077722473864760581?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077722473864760581&source=h5_m,4183503,759,5630,19374,305249,7073242018722319110,7073242018722319110,72,7073242018722319110,original sound - la_realorqui,La real Orqui,6.532664575173596e+18,La real Orqui,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7073242024002358021.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/782d4c767d2248fce4466e66496de10b.json,False,False,,,,,[],0,0,Dominican Republic,,0,0,0,0,0,0,0,0,0,0
0,DO,7086088630233468165,1649858578,😂😂😂😂😂😂,7065844491227972613,Banesabenitez🦀🥴❤️,La vuelta es papá Dios 🙏🏾❤️😼suscríbete a mi Instagram y yustu🔥🧿🔑,0,False,https://www.tiktok.com/@la_benitezz222/video/7086088630233468165?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086088630233468165&source=h5_m,4851772,3398,3332,4222,765890,7086088628056771333,7086088628056771333,72,7086088628056771333,original sound - la_benitezz222,Banesabenitez🦀🥴❤️,7.065844491227973e+18,Banesabenitez🦀🥴❤️,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7086088603205438213.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a4f90ea183f547497d1fd511a7516dbe.json,False,False,,,,,[],0,0,Dominican Republic,,0,0,0,0,0,0,0,0,0,0
1,DO,7102922281428520198,1653777968,Porque quedarnos con las ganas 🥺😅 no me juzguen 🥴😅😅♥️#noquenomore #noquenomoree #vecinacuenteee #profeash #ashmontero,109919731062542336,Ash♥️ 🇩🇴🇩🇴,"Primero Dios🌻
Sonríe🇩🇴 
💗Bienvenidos🦋a mi🌍
📥ashmontero3@gmail.com",0,False,https://www.tiktok.com/@ashlymontero/video/7102922281428520198?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102922281428520198&source=h5_m,492361,216,35,354,63046,7083178067576752130,7083178067576752130,10033,7083178067576752130,Parra Sin Doncon,El Alfa,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/3ddaaffcd0014f2eada6ea5d6b2e289b,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/19da2529dfad4d259867be56846f0a21,False,True,,,,,[],0,0,Dominican Republic,#noquenomore #noquenomoree #vecinacuenteee #profeash #ashmontero,0,0,0,0,0,0,0,0,0,0
2,US,7102509344541003054,1653681823,This dance was definitely a gem💎 dc:@oh.its.phoebe #dance #foryoupage #princessuwe #viral #fyp,83505197343252480,Uwe Westmeier,"Burn Survivor 🙌🏾 
✨Confidence breeds beauty✨
Snap:princessuwe",0,False,https://www.tiktok.com/@princessuwe/video/7102509344541003054?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102509344541003054&source=h5_m,1276790,467,160,634,187918,7102509303214476075,7102509303214476075,72,7102509303214476075,original sound - princessuwe (Contains music from: Doja Cat (Boom) - 4Roe),"Contains music from: ""Doja Cat (Boom)""",8.350519734325248e+16,Uwe Westmeier,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7102509337309924139.mp3,,False,False,4Roe,Doja Cat (Boom),original sound - princessuwe (Contains music from: Doja Cat (Boom) - 4Roe),"Contains music from: ""Doja Cat (Boom)""",[],0,0,Dominican Republic,#dance #foryoupage #princessuwe #viral #fyp,0,0,1,1,0,0,0,0,0,1
3,DO,7102225113520573702,1653615648,#viral #humor #parati #sweatcoinapp,6814093737308816389,Juan Carlos Vanderho,"SÍGUEME Si quieres detalles de la app💵💰háblame por Instagram 
  Jc.chiquit",0,False,https://www.tiktok.com/@juancarlosvanderhort/video/7102225113520573702?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102225113520573702&source=h5_m,3858614,4934,3710,3971,184514,7102225055191026437,7102225055191026437,72,7102225055191026437,original sound - juancarlosvanderhort,Juan Carlos Vanderho,6.814093737308816e+18,Juan Carlos Vanderho,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102225102640515845.mp3,,False,False,,,,,[],0,0,Dominican Republic,#viral #humor #parati #sweatcoinapp,0,0,0,0,0,0,1,0,0,1
4,US,7079223140018179371,1648260081,I cant get enough of this baby filter on her 🥹😂😂😂😂 #Fyp #Babiesoftiktok #Momsoftiktok,6991963717127242757,Tae & Jo ✨💗,"Jonah & Mom 💕 
A Cancer / Capricorn love story
 Louisiana 💫",0,False,https://www.tiktok.com/@boobooo.kitty_/video/7079223140018179371?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079223140018179371&source=h5_m,8104949,8979,24801,1266,837995,6846805512063814406,6846805512063814406,72,6846805512063814406,original sound - mikaylamatthews,Mikayla Matthews,1.1863462289620173e+17,Mikayla Matthews,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6846805495907502854.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/1d8d5953621ff0be52946cf5889e7332.json,False,False,,,,,[],0,0,Dominican Republic,#Fyp #Babiesoftiktok #Momsoftiktok,0,0,0,1,0,0,0,0,0,0
5,EC,7100314088495992070,1653170701,Me muero 🤢🤮😅/ Ig: Jabeltranz 🥰 #fly,6982316007679575046,soyJabeltranz,Perdí mi cuenta de Instagram 🥺 síganme en la nueva 🙏🏽,0,False,https://www.tiktok.com/@soyjabeltranz/video/7100314088495992070?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100314088495992070&source=h5_m,1901632,303,567,1472,93762,7091056913370106629,7091056913370106629,72,7091056913370106629,Deep Coughing (Contains music from: Reggae & Calypso (Russ Millions x Buni x YV x CH (GMD) x SwitchOTR x Gazo x RoseReal) - Remix - Russ Millions & YV & SwitchOTR),"Contains music from: ""Reggae & Calypso (Russ Millions x Buni x YV x CH (GMD) x SwitchOTR x Gazo x RoseReal) - Remix""",6.958172207894922e+18,user3488332569599,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7091056937957214982.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/5964cbbb8ce89588d22b2e8cf3b4bdb8.json,False,False,Russ Millions & YV & SwitchOTR,Reggae & Calypso (Russ Millions x Buni x YV x CH (GMD) x SwitchOTR x Gazo x RoseReal) - Remix,Deep Coughing (Contains music from: Reggae & Calypso (Russ Millions x Buni x YV x CH (GMD) x SwitchOTR x Gazo x RoseReal) - Remix - Russ Millions & YV & SwitchOTR),"Contains music from: ""Reggae & Calypso (Russ Millions x Buni x YV x CH (GMD) x SwitchOTR x Gazo x RoseReal) - Remix""",[],0,0,Dominican Republic,#fly,0,0,0,0,0,0,0,0,0,0
6,FR,7082828898429422853,1649099612,C’est quoi vos origines ? Dites moi en commentaire 👇🏿,6612638554596769798,Jimseuh 🇭🇹,"Instagram : Jimseuh
📩 : Jimseuh@soeuretteproductions.com",0,False,https://www.tiktok.com/@jimseuh/video/7082828898429422853?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7082828898429422853&source=h5_m,1073930,9091,691,128,116194,6863965406365813509,6863965406365813509,72,6863965406365813509,Barkin,ᴊᴏʀᴅᴀɴᴀᴜᴅɪᴏᴢᴢ 🦋,27585682.0,ᴊᴏʀᴅᴀɴᴀᴜᴅɪᴏᴢᴢ 🦋,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6863965346458602246.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/165e79d640c1e26d78738d674a9d78b7.json,False,False,,,,,[],0,0,Dominican Republic,,0,0,0,0,0,0,0,0,0,0
