,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_angola,hash_foryou,hash_foryoupage,hash_fy,hash_fyp,hash_fypシ,hash_tiktok,hash_tiktokangola,hash_truthbetold,hash_viral
4,AO,7096614621833972997,1652309353, ,6863176041105900549,Kessia Dantas,Instagram: Kessia_Duarte,0,False,https://www.tiktok.com/@kessiaduarte0/video/7096614621833972997?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096614621833972997&source=h5_m,167128,56,145,61,16031,7091961750219688709,7091961750219688709,72,7091961750219688709,original sound - sonya_massicame,Sonya Massicame,6.811458387478791e+18,Sonya Massicame,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7091961723241941765.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/5bbcbcb69171ea31ac8d2b22a6d8ad1d.json,False,False,,,,,[],0,0,Angola,,0,0,0,0,0,0,0,0,0,0
5,AO,7080196742104321285,1648486766,#foryou,6892373638193660934,Yola_caramelo 🦋,"🏳️‍🌈 Não Padronizada
Rumo aos 40k

Instagram yola_Caramelo",0,False,https://www.tiktok.com/@yolacaramelo/video/7080196742104321285?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080196742104321285&source=h5_m,190147,91,413,2648,3812,7063351934480026374,7063351934480026374,72,7063351934480026374,original sound - princesasuely,Susu005,7.015932455551354e+18,Susu005,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7063351937277627141.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/5d8214d550a335b424b99888835752f6.json,False,False,,,,,[],0,0,Angola,#foryou,0,1,0,0,0,0,0,0,0,0
6,AO,7098974174416342278,1652858733,Avança 😌 Música de @Olívio Stuart Revelação #viral #fyrou #fyp #tiktok #edgardesousa7 #aporque #music,6735479681333609478,Edgar de Sousa,"E-mail: edgardesousa854@gmail.com 📧 
ElephantBet👇",0,False,https://www.tiktok.com/@edgardesousa7/video/7098974174416342278?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098974174416342278&source=h5_m,121016,82,487,2080,7459,7098974134998158086,7098974134998158086,72,7098974134998158086,original sound - edgardesousa7,Edgar de Sousa,6.735479681333609e+18,Edgar de Sousa,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7098974107597556485.mp3,,False,False,,,,,[],0,0,Angola,#viral #fyrou #fyp #tiktok #edgardesousa7 #aporque #music,0,0,0,0,1,0,1,0,0,1
7,BW,7071374122550316293,1646432590,gao teeth 🤣 #fyp #viral #motsetserepa,6805435283918078982,William Last KRM,Funniest Guy On The Planet,0,False,https://www.tiktok.com/@williamlast_krm/video/7071374122550316293?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7071374122550316293&source=h5_m,14382476,8004,37135,76264,777129,7040091215798242094,7040091215798242094,72,7040091215798242094,original sound - diamondbrooks66 (Contains music from: No More (Baby I'ma Do Right) - 3LW),"Contains music from: ""No More (Baby I'ma Do Right)""",6.751572719580579e+18,Diamond Brooks,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7040091282307451695.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/8e5549926a9bf9a31001dea0402cec7e.json,False,False,3LW,No More (Baby I'ma Do Right),original sound - diamondbrooks66 (Contains music from: No More (Baby I'ma Do Right) - 3LW),"Contains music from: ""No More (Baby I'ma Do Right)""",[],0,0,Angola,#fyp #viral #motsetserepa,0,0,0,0,1,0,0,0,0,1
0,AO,7089820669151628549,1650727512,TikTok é só um biquíni #fy #fly,6918082899627754501,deo roque,Insta:deolindaroque,0,False,https://www.tiktok.com/@deoroque8/video/7089820669151628549?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089820669151628549&source=h5_m,557141,539,1085,5720,31130,7083670023591480069,7083670023591480069,72,7083670023591480069,original sound - moonpwy (Contains music from: Deixa Eu Sarrar - Medellin & BR DA TIJUCA & MC Kevin O Chris),"Contains music from: ""Deixa Eu Sarrar""",7.012678543201224e+18,🌙,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7083670036170296069.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/f8586908ff1a2c314fb9e22f522a1075.json,False,False,Medellin & BR DA TIJUCA & MC Kevin O Chris,Deixa Eu Sarrar,original sound - moonpwy (Contains music from: Deixa Eu Sarrar - Medellin & BR DA TIJUCA & MC Kevin O Chris),"Contains music from: ""Deixa Eu Sarrar""",[],0,0,Angola,#fy #fly,0,0,0,1,0,0,0,0,0,0
1,AO,7083158176090098949,1649176278, ,6594801331881132038,jussara_d_oliveira,"Instagram 📷
Jussara_d_oliveira 
Facebook ♥️
Jussara de Oliveira",0,False,https://www.tiktok.com/@jussara_d_oliveira/video/7083158176090098949?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7083158176090098949&source=h5_m,142997,32,153,1767,9611,7072790689456638726,7072790689456638726,72,7072790689456638726,original sound - ____bell______,Isabel Valéria🦋🔥🤡🗣,6.845715247312864e+18,Isabel Valéria🦋🔥🤡🗣,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7072790698541452037.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e6edad3ff81a3fc35b618be5cd9dc22d.json,False,False,,,,,[],0,0,Angola,,0,0,0,0,0,0,0,0,0,0
2,NG,7086761683900796165,1650015287,Done deal @blaqboi__vic 🥳 #fyp #tiktok #tiktoknaija,6677047720345748482,Stonia,"Singer | Actress
IG: @Officialstonia
stoniamusic@gmail.com
Stream “CALIENTE” ⬇️",0,False,https://www.tiktok.com/@officialstonia/video/7086761683900796165?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086761683900796165&source=h5_m,7231071,6163,22333,56660,780397,6833972887548971781,6833972887548971781,10036,6833972887548971781,Marry Me (feat. Toya Wright),Rasheeda,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6451d37d7406466694e79d004d0fd20e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/d318fd9f56e84133a521c965d9628b59,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '536632335', 'external_song_key': 'apple_song_id'}]",0,0,Angola,#fyp #tiktok #tiktoknaija,0,0,0,0,1,0,1,0,0,0
3,AO,7098752625348300038,1652807145,#fyp #foryou #pravoce #porti #fypシ #😂😂😂😂😂,6617853342604820485,Londrina_kelly,"Sigam o meu/ Follow my Insta
 ✨iamlondrinakelly✨
🇦🇴🇵🇹🇨🇻🇨🇺",0,False,https://www.tiktok.com/@londrina_kelly/video/7098752625348300038?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098752625348300038&source=h5_m,85202,219,105,986,10061,7098752622898907909,7098752622898907909,72,7098752622898907909,original sound - londrina_kelly,Londrina_kelly,6.61785334260482e+18,Londrina_kelly,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7098752631849388806.mp3,,False,False,,,,,[],0,0,Angola,#fyp #foryou #pravoce #porti #fypシ #😂😂😂😂😂,0,1,0,0,1,1,0,0,0,0
4,AO,7079783067900054789,1648390450,Responder @tambo796,7005662317875282949,marinelamota512,"Brilhar….. 💡
Perfeita aos olhos de Cristo. 😇
⚠️Não curta mais de 3 vídeos ⚠️",0,False,https://www.tiktok.com/@marinelamota512/video/7079783067900054789?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079783067900054789&source=h5_m,97405,86,26,141,4846,7079783037445229317,7079783037445229317,72,7079783037445229317,original sound - marinelamota512,marinelamota512,7.005662317875283e+18,marinelamota512,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7079783040121162501.mp3,,False,False,,,,,[],0,0,Angola,,0,0,0,0,0,0,0,0,0,0
5,AO,7089257388410277126,1650596364,"#pergunta de @supergostoso19  Bons soldados o tempo levou , Maluquice ao mesmo tempo um sonho levado de alguém que sonhou bastante   E acabou por fugir da realidade",136261005197668352,Nerikson Fernandes,"VIVA INTENSAMENTE 🙌🏾🚀 
LIVE YOUR LIFE 🙏",0,False,https://www.tiktok.com/@supergostoso19/video/7089257388410277126?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089257388410277126&source=h5_m,105136,60,92,943,3248,7089257344579750662,7089257344579750662,72,7089257344579750662,original sound - supergostoso19,Nerikson Fernandes,1.3626100519766835e+17,Nerikson Fernandes,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7089257344130992902.mp3,,False,False,,,,,[],0,0,Angola,#pergunta,0,0,0,0,0,0,0,0,0,0
6,AO,7099839676554497285,1653060244,#Ficonoshow#angola🇦🇴 #brasil🇧🇷 #portugal🇵🇹 #tudoqueeucomoem1dia,6798498419755451398,Paulo Gomes,Tudo passa✍🏽✌🏽💕,0,False,https://www.tiktok.com/@vadilsongomes1/video/7099839676554497285?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099839676554497285&source=h5_m,78588,105,267,1677,2827,6790057289765095426,6790057289765095426,10033,6790057289765095426,Dior - Bonus,Pop Smoke,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/3573d48a4e90431e9bd3d20e31b2bc24,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/ebfeaaa2514741eaab4ea3c82aee094f,False,True,,,,,[],0,0,Angola,#Ficonoshow#angola🇦🇴 #brasil🇧🇷 #portugal🇵🇹 #tudoqueeucomoem1dia,1,0,0,0,0,0,0,0,0,0
7,NG,7079903778534739205,1648418555,🥺🤦‍♀️😞,6638885147166932998,Vivian Gold Kaitetsi,Loving Tyra. Snapchat: @goldaey CEO: #moon gold walk. Cash app: $goldviv1.,0,False,https://www.tiktok.com/@goldviv1/video/7079903778534739205?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079903778534739205&source=h5_m,8136001,1118,835,8688,533003,7014868732271004417,7014868732271004417,72,7014868732271004417,Kingdanzz and FingerDanceMusic Remix Bow Bow Bow,FingerDanceMusic,6.958351653893309e+18,FingerDanceMusic,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7014868738247805697.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/11f042a39eba9a0bee69019cf10979bc.json,False,False,,,,,[],0,0,Angola,,0,0,0,0,0,0,0,0,0,0
0,AO,7071383531838033157,1647208800,@iammiketodd #truthbetold #wrongpartner #insecurities #usa #baby #uk #miketood #hardtruth #deeptalk #LifeAdvice #motivation #inspiration #lifetips,7028210671867560966,Truth Be Told,"Road To 1 Million
Just One More Step.",0,False,https://m.tiktok.com/v/7071383531838033157.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7071383531838033157&source=h5_m,873783,560,6701,13164,141050,7074707894301625093,7074707894301625093,72,7074707894301625093,original sound - truth.be.told0,Truth Be Told,7.028210671867561e+18,Truth Be Told,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7074707904473942789.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/39681dcbb3b6e0232d613b5cba43bd24.json,False,False,,,,,[],0,0,Angola,#truthbetold #wrongpartner #insecurities #usa #baby #uk #miketood #hardtruth #deeptalk #LifeAdvice #motivation #inspiration #lifetips,0,0,0,0,0,0,0,0,1,0
1,AO,7101608170614770950,1653472005,Répondre à @gazmawete,7029043101578904581,Wendy Intenational yaba Djogo,,0,False,https://m.tiktok.com/v/7101608170614770950.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101608170614770950&source=h5_m,177535,187,551,3142,7846,7101608134258477829,7101608134258477829,72,7101608134258477829,original sound - wendyboutique2,Wendy Intenational yaba Djogo,7.029043101578905e+18,Wendy Intenational yaba Djogo,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7101608122464193285.mp3,,False,False,,,,,[],0,0,Angola,,0,0,0,0,0,0,0,0,0,0
2,NZ,7102280819724668162,1653628618,I’ll never stop doing this 🪒 #faceshaving #satisfying #skin,6754971970490614789,Nikita Chaithoo,"hello my beautiful friends 🧿
PR/BUSINESS 💌 daisy@bornbredtalent.com",0,False,https://m.tiktok.com/v/7102280819724668162.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102280819724668162&source=h5_m,3540922,958,1092,1485,169099,7074929544960019206,7074929544960019206,72,7074929544960019206,Unforgettable x Peru,switchdisco,6.820680881180935e+18,switchdisco,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7074929590041578246.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/bd396eeff6f0bef2147dbe2110f93985.json,False,False,,,,,[],0,0,Angola,#faceshaving #satisfying #skin,0,0,0,0,0,0,0,0,0,0
3,AO,7085065337145658629,1649620324,meu lovee <3 #angola🇦🇴 #foryoupage #fypシ @luejyyy,6664984931738075142,_Judith de carvalho_🦋,"🇦🇴/..
Ig: judith_de_carvalho
Apenas por diversãooo",0,False,https://m.tiktok.com/v/7085065337145658629.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085065337145658629&source=h5_m,87142,67,74,930,7259,7070228655653686022,7070228655653686022,72,7070228655653686022,original sound - __henryzinho,Henry,6.811340227699099e+18,Henry,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7070461957882596101.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/11f9f7ccfb9dce3e5c5682850f396ff1.json,False,False,,,,,[],0,0,Angola,#angola🇦🇴 #foryoupage #fypシ,1,0,1,0,0,1,0,0,0,0
4,AO,7097954727404506373,1652621370,+1 vez porque sim 🥰,143741034517307392,Nelma Valdez,"Angola 🇦🇴
Instagram: nelmavaldez_
Twitter: @nelmavaldez_
500K 😭🍾",0,False,https://m.tiktok.com/v/7097954727404506373.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097954727404506373&source=h5_m,90451,80,39,502,7343,7072524347214203653,7072524347214203653,72,7072524347214203653,original sound - liluxaitofficiel,LILUX AIT OFFICIEL,6.938424196411639e+18,LILUX AIT OFFICIEL,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7072524335596358406.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/8f1abbf41cc8f962a6c7f03ef4a29d09.json,False,False,,,,,[],0,0,Angola,,0,0,0,0,0,0,0,0,0,0
5,BR,7077602939207994629,1647882848,Incrível essa receita com salsichas! 😱 fica uma delícia 😋 #receita #receitafacil #nordeste,6771214707568411653,Adi Ensina,contato: adiensina@jukebox.ag,0,False,https://m.tiktok.com/v/7077602939207994629.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077602939207994629&source=h5_m,28956874,9770,226443,476909,1665325,7077602954412329734,7077602954412329734,72,7077602954412329734,original sound - adiensina,Adi Ensina,6.771214707568412e+18,Adi Ensina,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7077602941368093445.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/b33afb25766b1466a6e94e9f4cd54016.json,False,False,,,,,[],0,0,Angola,#receita #receitafacil #nordeste,0,0,0,0,0,0,0,0,0,0
6,AO,7092846475561946374,1651432012, ,6832746042086245382,Mircia Dos Santos,,0,False,https://m.tiktok.com/v/7092846475561946374.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092846475561946374&source=h5_m,53784,5,33,419,1087,7021953870012156677,7021953870012156677,72,7021953870012156677,original sound - aranyaktantuxa,Aranyak Tantuxa,6.799739002641139e+18,Aranyak Tantuxa,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7021953899070327558.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/150bc947b501f617a5d5fddb6aea1bcb.json,False,False,,,,,[],0,0,Angola,,0,0,0,0,0,0,0,0,0,0
7,CM,7088253853338012933,1650362710,I fucked up. Mentenn madam ne veux plus#answer,6823470299054605317,Laphash ( fotso brandon),500k obj. Booking 679987450,0,False,https://m.tiktok.com/v/7088253853338012933.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7088253853338012933&source=h5_m,5065950,705,1103,27102,213537,7081205964560501510,7081205964560501510,10036,7081205964560501510,Kwaku the Traveller,Black Sherif,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/0a5dd74d2a6b484fa2bc480d6312f92d,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/c59526bb39c941fab5656a50a2f49593,False,True,,,,,[],0,0,Angola,#answer,0,0,0,0,0,0,0,0,0,0
0,AO,7092773934906526982,1651415122,Tudo depende de ti meu Deus❤️🙏,6810492368636019717,Pandora Dos Santos,"NÃO CURTAM TODOS OS VÍDEOS DE UMA SÓ VEZ,POR FAVOR!!!!!!!",0,False,https://m.tiktok.com/v/7092773934906526982.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092773934906526982&source=h5_m,276537,623,219,1813,25383,7066462140634303238,7066462140634303238,72,7066462140634303238,Kumama papa (Acapella) (Contains music from: Hope - Cj fresh),"Contains music from: ""Hope""",6.902175856540042e+18,Roy The Songster,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7066462163841403653.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/b2a49336e0bc5cb20ea69154881bf2e7.json,False,False,Cj fresh,Hope,Kumama papa (Acapella) (Contains music from: Hope - Cj fresh),"Contains music from: ""Hope""",[],0,0,Angola,,0,0,0,0,0,0,0,0,0,0
1,AO,7091036506801884422,1651010596,#fyp #foryou #Angola #tiktok,6822160424642987013,JUDAICE,No bio yet,0,False,https://m.tiktok.com/v/7091036506801884422.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091036506801884422&source=h5_m,136203,145,508,3769,8726,7091036485345495814,7091036485345495814,72,7091036485345495814,original sound - judce30,JUDAICE,6.822160424642987e+18,JUDAICE,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7091036470651276037.mp3,,False,False,,,,,[],0,0,Angola,#fyp #foryou #Angola #tiktok,1,1,0,0,1,0,1,0,0,0
2,PT,7102386255861697797,1653653166,# faleitoleve 💃🏾,98861322733322240,·  🪚 | 𝐧𝐮 🏳️‍🌈🧿,"✉️✨PR, Digital & Brands: virginiatanguay@centralmodels.pt 📍🇵🇹",0,False,https://m.tiktok.com/v/7102386255861697797.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102386255861697797&source=h5_m,142697,196,118,420,22821,7102386278645304070,7102386278645304070,72,7102386278645304070,nuriaserrote,·  🪚 | 𝐧𝐮 🏳️‍🌈🧿,9.886132273332224e+16,·  🪚 | 𝐧𝐮 🏳️‍🌈🧿,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102386259489770246.mp3,,False,False,,,,,[],0,0,Angola,#,0,0,0,0,0,0,0,0,0,0
3,AO,7102402794686090502,1653657017, ,6822553924215948293,jose  domingos,,0,False,https://m.tiktok.com/v/7102402794686090502.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102402794686090502&source=h5_m,60083,197,41,161,4947,7102402774171798278,7102402774171798278,72,7102402774171798278,original sound - josedomingoshq,jose  domingos,6.822553924215948e+18,jose  domingos,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102402788151347974.mp3,,False,False,,,,,[],0,0,Angola,,0,0,0,0,0,0,0,0,0,0
4,AO,7097943428801006853,1652618739,Essas moças de agora 🥵#moça #filmeangolano,6921331238172181509,manchanegra.ent,Filme MOÇA já disponível no YouTube,0,False,https://m.tiktok.com/v/7097943428801006853.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097943428801006853&source=h5_m,353165,257,1720,7511,24410,7097943411319245573,7097943411319245573,72,7097943411319245573,original sound - manchanegra.ent,manchanegra.ent,6.921331238172182e+18,manchanegra.ent,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7097943426427407109.mp3,,False,False,,,,,[],0,0,Angola,#moça #filmeangolano,0,0,0,0,0,0,0,0,0,0
5,AO,7098835686983224582,1652826484, ,6811125798440879110,Elisabeth Ventura,🤍LIRA🤍,0,False,https://m.tiktok.com/v/7098835686983224582.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098835686983224582&source=h5_m,290499,70,143,1833,21017,7097353009151101702,7097353009151101702,72,7097353009151101702,original sound - bseven.ayam,Bseven🇯🇲,6.886938131368035e+18,Bseven🇯🇲,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7097352485136108294.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/1b1cde3a55376b61346e61ffc83e1e0b.json,False,False,,,,,[],0,0,Angola,,0,0,0,0,0,0,0,0,0,0
6,AO,7096167087978204421,1652205152,Ajudar o outro não te diminuiu em nada 😊🔥✅#tiktokangola🇦🇴 #mocanbique♥️♥️ #tiktokagola #foryou #fypシ,6814514136912561157,Ednardo soares,"Nem Melhor nem Pior Apenas, diferente😊👌
TAMOS A RIR MAS ESTAMOS APRENDER🤗",0,False,https://m.tiktok.com/v/7096167087978204421.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096167087978204421&source=h5_m,498609,1986,1589,13621,45860,7096167076020112133,7096167076020112133,72,7096167076020112133,original sound - ednardosoares0 (Contains music from: Unstoppable - Sia),"Contains music from: ""Unstoppable""",6.814514136912561e+18,Ednardo soares,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7096167091488803589.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/2857191bce10464abcf7c06b47f1c972.json,False,False,Sia,Unstoppable,original sound - ednardosoares0 (Contains music from: Unstoppable - Sia),"Contains music from: ""Unstoppable""",[],0,0,Angola,#tiktokangola🇦🇴 #mocanbique♥️♥️ #tiktokagola #foryou #fypシ,0,1,0,0,0,1,0,1,0,0
7,GH,7099704185574247686,1653028703,#buga w/ @Nature🤍 (Dc) and @BLOW🤍 #friday #weekend #mood #vibes #energy #dance #challenge #bugachallenge #africa #nigeria #nigeriantiktok #ghana #ghanatiktok #fy #fyp #trend #viral,6922060187861271557,Kacy Rondeau,"🇨🇦 | 📍🇬🇭
Thank you for +500K 🥺💛
Inquiries ⬇️",0,False,https://m.tiktok.com/v/7099704185574247686.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099704185574247686&source=h5_m,5192528,8311,17499,3597,485646,7093949567481285381,7093949567481285381,10036,7093949567481285381,Buga (Lo Lo Lo),Kizz Daniel & Tekno,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/1e5583a1ea154f6ba01499ffe3936b4a,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/53a160ccc5714d6c986cc822daeb6ddd,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1621384034', 'external_song_key': 'apple_song_id'}]",0,0,Angola,#buga #friday #weekend #mood #vibes #energy #dance #challenge #bugachallenge #africa #nigeria #nigeriantiktok #ghana #ghanatiktok #fy #fyp #trend #viral,0,0,0,1,1,0,0,0,0,1
0,AO,7101728407582543110,1653499998,Depois do visto sair#TiktokAngola🇦🇴🇵🇹#viral#foryou#🙏💪,6839673384118305798,Man Borro,Seja forte,0,False,https://www.tiktok.com/@gelsonmanborro/video/7101728407582543110?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101728407582543110&source=h5_m,144929,945,803,2199,10656,7101728408450648838,7101728408450648838,72,7101728408450648838,original sound - gelsonmanborro,Man Borro,6.839673384118306e+18,Man Borro,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7101728397772737286.mp3,,False,False,,,,,[],0,0,Angola,#TiktokAngola🇦🇴🇵🇹#viral#foryou#🙏💪,0,1,0,0,0,0,0,1,0,1
1,AO,7088743473678912774,1650476707,😝😝😝,6656679887301246981,Karina Menezes,"Divertimento😜
Não curte mais de 3 itens🥺🙏🏽
instagram👉 @Karina_Menezes_offic",0,False,https://www.tiktok.com/@karinamenezes90/video/7088743473678912774?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7088743473678912774&source=h5_m,70884,37,18,224,2448,7087491798943386374,7087491798943386374,72,7087491798943386374,original sound - deoroque8,deo roque,6.918082899627754e+18,deo roque,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7087491815427410694.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/b37d7ab768e5e3bab75799861ca30b60.json,False,False,,,,,[],0,0,Angola,,0,0,0,0,0,0,0,0,0,0
2,NG,7095704247836216582,1652097390,What you asked for 🤷🏾‍♀️. #fyp,6765628801705231366,Alex...Unusual,"Vibes on a different level
Let’s have fun",0,False,https://www.tiktok.com/@alex_unusual/video/7095704247836216582?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095704247836216582&source=h5_m,1273625,2079,8820,7817,159208,7082776673581550341,7082776673581550341,72,7082776673581550341,original sound - uc_royal,Uc Royal,6.810370215240435e+18,Uc Royal,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7082776682054159109.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/598a916e4d44657186be68d87ead1880.json,False,False,,,,,[],0,0,Angola,#fyp,0,0,0,0,1,0,0,0,0,0
