,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_belize,hash_belizean,hash_belizeantiktokers,hash_foryou,hash_foryoupage,hash_funny,hash_fyp,hash_fypシ,hash_trending,hash_viral
2,JP,7101667828654198018,1653485893,#longhair #longhairmen #ロン毛男子 #ロングヘア,6905362417062183937,Dali / だり,"Japan🇯🇵
man/男
↓お手紙等はこちらを参照↓",0,False,https://www.tiktok.com/@whiteday_314/video/7101667828654198018?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101667828654198018&source=h5_m,10017425,15782,11089,9666,1205209,7088073793247398702,7088073793247398702,72,7088073793247398702,original sound - hahammmmmmz (Contains music from: Legacy - Caribbean Snake),"Contains music from: ""Legacy""",7.059849949481485e+18,Tik Toker,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7088073813442726698.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/ad2e570552781ef255f483e427f4a0da.json,False,False,Caribbean Snake,Legacy,original sound - hahammmmmmz (Contains music from: Legacy - Caribbean Snake),"Contains music from: ""Legacy""",[],0,0,Belize,#longhair #longhairmen #ロン毛男子 #ロングヘア,0,0,0,0,0,0,0,0,0,0
3,US,7100964572739390766,1653322154,Preparing my daughter for Kindergarten 🍎 @Rockit™ Apple USA @Easylunchboxes  ! #lunch #packedlunch #thermos #easylunch #lunchbox #kidslunch #kidslunchideas #snack #kindergarten #forkids #food #foryou #fyp #mom #MomsofTikTok #youngmom #school #schoollunch #viral #viralvideo,6867537050163086342,Alexys Tuberosa,"🥕Easy meal ideas
3yo🧒🏼5yo👧🏽8yo👦🏽
Venmo: @feeding_kae
🇵🇷🇮🇹",0,False,https://www.tiktok.com/@feeding_kae/video/7100964572739390766?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100964572739390766&source=h5_m,4491980,888,1073,168,356472,7091835624172292098,7091835624172292098,10033,7091835624172292098,Honest,Justin Bieber,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/e3e22af1a4d74fa3b3ec58ffe7985169,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/6d7b89291c404ef58c5b4026d1fce7db,True,True,,,,,[],0,0,Belize,#lunch #packedlunch #thermos #easylunch #lunchbox #kidslunch #kidslunchideas #snack #kindergarten #forkids #food #foryou #fyp #mom #MomsofTikTok #youngmom #school #schoollunch #viral #viralvideo,0,0,0,1,0,0,1,0,0,1
4,MX,7095990204669922565,1652163972,La hija llegando bien peda…🍻🤣,6787258240713442309,Laureliss,,0,False,https://www.tiktok.com/@lauyaneisd/video/7095990204669922565?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095990204669922565&source=h5_m,19606079,10283,130290,99961,1925672,7095990179781757702,7095990179781757702,72,7095990179781757702,original sound - lauyaneisd,Laureliss,6.787258240713442e+18,Laureliss,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7095990134235024133.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e9733715bd1dd26c6c1fc71edd99304d.json,False,False,,,,,[],0,0,Belize,,0,0,0,0,0,0,0,0,0,0
5,IT,7102004795514391813,1653564352,Super gel -1° #tattoo #tattolovers #madeinitaly,6758897039154856966,gabrielepellerone,Tattoo Artist 🇮🇹 ROAD to 1M ✨,0,False,https://www.tiktok.com/@gabrielepelleronereal/video/7102004795514391813?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102004795514391813&source=h5_m,9129050,1499,13842,21682,345625,6740248251825391617,6740248251825391617,10033,6740248251825391617,Forever,Labrinth,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/76620b22fa6148fc8a0f236baff8f4b8,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/304fcf7798304e4b80402c83784c0348,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1481092680', 'external_song_key': 'apple_song_id'}]",0,0,Belize,#tattoo #tattolovers #madeinitaly,0,0,0,0,0,0,0,0,0,0
6,US,7092398380621630763,1651327681, ,6771173415007585285,"Tejas Patel, DDS","Cosmetic Dentist 
Veneers & Smile Makeovers
Follow IG and YT
Link⬇️Contact Us",0,False,https://www.tiktok.com/@drtejaspatel/video/7092398380621630763?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092398380621630763&source=h5_m,4497772,554,1980,3142,82456,7083589250779777798,7083589250779777798,72,7083589250779777798,original sound - edit_sonnng (Contains music from: Rover (feat. DTG) - S1mba),"Contains music from: ""Rover (feat. DTG)""",7.006581600691701e+18,edit_sonnng,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7083589237739653894.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/6e27d027539dfe5dbb8eda3975282631.json,False,False,S1mba,Rover (feat. DTG),original sound - edit_sonnng (Contains music from: Rover (feat. DTG) - S1mba),"Contains music from: ""Rover (feat. DTG)""",[],0,0,Belize,,0,0,0,0,0,0,0,0,0,0
7,ZA,7094395424986926342,1651792656,EXPERIENCE! #jobs #college #relate #studentlife,6756611176875082758,Ryan Lombard,"Living for God, not for man
Email: Ryan@carter-agency.com
Twitter @Ryanhdlombard",0,False,https://www.tiktok.com/@ryanhdlombard/video/7094395424986926342?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094395424986926342&source=h5_m,4929290,4717,14037,41826,694574,7094397777207823109,7094397777207823109,72,7094397777207823109,original sound - ryanhdlombard,Ryan Lombard,6.756611176875083e+18,Ryan Lombard,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7094397768554367749.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4f74b95512a4df819865437d48a1004c.json,False,False,,,,,[],0,0,Belize,#jobs #college #relate #studentlife,0,0,0,0,0,0,0,0,0,0
0,BZ,7078919362882587909,1648189354, ,7037250460302099462,Sweet_syrupjames,"New account
Real sweet syrup",0,False,https://www.tiktok.com/@sweet_syrupjames/video/7078919362882587909?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078919362882587909&source=h5_m,75080,86,62,3,3196,7078919284331793158,7078919284331793158,72,7078919284331793158,original sound - sweet_syrupjames (Contains music from: What's Luv? (feat. Ashanti) - Fat Joe),"Contains music from: ""What's Luv? (feat. Ashanti)""",7.037250460302099e+18,Sweet_syrupjames,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7078919277272763142.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/35e79a737435d616b93cbf2cd13b401b.json,False,False,Fat Joe,What's Luv? (feat. Ashanti),original sound - sweet_syrupjames (Contains music from: What's Luv? (feat. Ashanti) - Fat Joe),"Contains music from: ""What's Luv? (feat. Ashanti)""",[],0,0,Belize,,0,0,0,0,0,0,0,0,0,0
1,BZ,7081439004809317638,1648776003,😜 watch me like magazine #mosthated #fypシ゚viral #fypviral #foryoupage #foryoupage,6826771988197278726,Kari ❤️,I am always hungry,0,False,https://www.tiktok.com/@kari_bze/video/7081439004809317638?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081439004809317638&source=h5_m,79704,14,19,2,3964,6937002899125963525,6937002899125963525,72,6937002899125963525,original sound - betches,betches,6.735563724822873e+18,betches,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6937002954071231238.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/a6711f4c205a97297d7908dd1fbe5b6c.json,False,False,,,,,[],0,0,Belize,#mosthated #fypシ゚viral #fypviral #foryoupage #foryoupage,0,0,0,0,2,0,0,1,0,1
2,US,7077399554672348458,1647835494,We took the Legendary #ctsv to a whole new level 🚀✨‼️ #houston #houstontx #carwrap #carwrapping #vinylwrap @wrapleaders 🏆,6792750260454425601,Jay The Wrap Specialist,"👆My Instagram👆
📍Houston, TX 🇺🇸🇸🇻
⬇️ WRAP PRICES - LEARN HOW TO WRAP ⬇️",0,False,https://www.tiktok.com/@jaythewrapspecialist/video/7077399554672348458?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077399554672348458&source=h5_m,6053455,7932,26909,9433,939530,6971439136944752641,6971439136944752641,10033,6971439136944752641,Gangsta's Paradise,Lofi Fruits Music & Chill Fruits Music,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/ed25a071abaf436d834a90f8f0e566c3,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/393c9d0a846b4b6b82dfcf26ea32ef0d,False,True,,,,,[],0,0,Belize,#ctsv #houston #houstontx #carwrap #carwrapping #vinylwrap,0,0,0,0,0,0,0,0,0,0
3,US,7102094968059202822,1653585345,Who knew that sugar is was made like this (except the water part)? #LearnOnTikTok #sugar,6718992235998741510,Scott 🔥,"Sub to my NEW YouTube travel channel ✈️ ➡️ 
📧 : Email: Scott@grail-talent.com",0,False,https://www.tiktok.com/@scottsreality/video/7102094968059202822?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102094968059202822&source=h5_m,2429876,478,96,419,106727,6981869640796342274,6981869640796342274,10033,6981869640796342274,STAY,The Kid LAROI & Justin Bieber,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/a8aeeef70d1f4748bb055f3b32a10dd8,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/f5cd82bcc61e4abb8592d336dc65321c,True,True,,,,,[],0,0,Belize,#LearnOnTikTok #sugar,0,0,0,0,0,0,0,0,0,0
4,GB,7098720995476819205,1652799780,#movie #movieclips #film,7053380620030526469,meiju2348,"Come, come, come,🥰
I'll show you a good movie🎥
VX:YGLDY2348",0,False,https://www.tiktok.com/@lovetv729/video/7098720995476819205?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098720995476819205&source=h5_m,1054251,133,25,206,49059,6864845034152265736,6864845034152265736,25,6864845034152265736,她的微笑(original Mix),阳山伟伟,,,True,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6b36b0a546d843c7a74408ab978668d2,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/f6c02b332f9c4c6b8800306de9736f02,True,True,,,,,[],0,0,Belize,#movie #movieclips #film,0,0,0,0,0,0,0,0,0,0
5,US,7099652086459288878,1653016566,Who wants a part two? 📸😬 #TopGunMode￼ #camera #surveillance #viral #foryoupage,7086715212768412718,The Protector Cam™,"The Portable Protector Cam™
🌎 Worldwide Shipping 🌎
👇 Get Yours Here 👇",0,False,https://www.tiktok.com/@theprotectorcam/video/7099652086459288878?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099652086459288878&source=h5_m,5528947,724,1354,3433,169393,6728562975734515713,6728562975734515713,10036,6728562975734515713,Love You So,The King Khan & BBQ Show,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,Belize,#TopGunMode￼ #camera #surveillance #viral #foryoupage,0,0,0,0,1,0,0,0,0,1
6,US,7097323847610813739,1652474480,#coastercreation #LENOVOJUSTBEYOU #10MillionAdoptions #rollercoaster,7008998574592410629,coastercreation,"I design and ride coasters 🎢 
If you like coasters, then drop a follow 💪
25k?",0,False,https://www.tiktok.com/@coastercreation/video/7097323847610813739?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097323847610813739&source=h5_m,7063890,11304,4826,16870,973152,6826417065641970438,6826417065641970438,72,6826417065641970438,habits,favsoundds,6.5569037141369e+18,favsoundds,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/167100214a71f6f2da3d80af3c363cd8.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/f934c432968d3bc4addbd176180f4f34.json,False,False,,,,,[],0,0,Belize,#coastercreation #LENOVOJUSTBEYOU #10MillionAdoptions #rollercoaster,0,0,0,0,0,0,0,0,0,0
7,US,7077328730456345902,1647819004,How Long it Takes the Zodiac Signs to Forgive you Pt.2 #zodiac #signs #forgive #astro,6808670179946808326,Bella,"✨Actress & Astrologer✨
Business- astrobellaluna@gmail.com
Book a Reading ⬇️",0,False,https://www.tiktok.com/@astrobellaluna/video/7077328730456345902?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077328730456345902&source=h5_m,11213572,18706,26870,41833,780934,6780713163168942082,6780713163168942082,10033,6780713163168942082,Art song,MAMA & Gianni Cazzola,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/c98c874fac33427298b64233a14d88a8,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/5614fcbb91cc4feeabefbe84bddd856b,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '315345864', 'external_song_key': 'apple_song_id'}]",0,0,Belize,#zodiac #signs #forgive #astro,0,0,0,0,0,0,0,0,0,0
0,BZ,7078403125299760390,1648069157,#duet with @belizeanpride,6938904032418628613,Paris🥰,Ig: lil_.brownie🥰,0,False,https://www.tiktok.com/@itsmar147/video/7078403125299760390?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078403125299760390&source=h5_m,59531,29,21,2,3321,7070333523051186950,7070333523051186950,72,7070333523051186950,original sound - belizeanpride,🇧🇿BelizeanPride🇧🇿,7.189302732511232e+16,🇧🇿BelizeanPride🇧🇿,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7070333516931746565.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/efcb5074d7dea9d94ea2082b2600c6c8.json,False,False,,,,,[],0,0,Belize,#duet,0,0,0,0,0,0,0,0,0,0
1,BZ,7083178337094405377,1649180973,I think I found paradise on Earth 🏝️ what do you think? #belizeantiktokers #caribbeantiktokeurs #mavic3,6736926937192088582,Youri,"Island Hopper 🚁 🇭🇹
Travel Filmmaker 
IG @hola",0,False,https://www.tiktok.com/@bandanayouri/video/7083178337094405377?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7083178337094405377&source=h5_m,46979,61,42,93,5247,7070359283547817985,7070359283547817985,10033,7070359283547817985,Finesse,Pheelz & BNXN,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/a382f117f1e844eb807712a2e88d9db2,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/58385a4393bd4d6a85511c4893cd93e5,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1614660789', 'external_song_key': 'apple_song_id'}]",0,0,Belize,#belizeantiktokers #caribbeantiktokeurs #mavic3,0,0,1,0,0,0,0,0,0,0
2,GB,7101675687806782725,1653487724,#fyp #viral #marriage #funnyclips17382 #foryou #imback #violationmeme #foryoupage,6979913237367456773,funnyclips17382,"U have finally found the funniest page 
Now its ur turn to follow
🔝 lander",0,False,https://www.tiktok.com/@funnyclips17382/video/7101675687806782725?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101675687806782725&source=h5_m,1344760,358,1761,8283,140860,7101675656416660229,7101675656416660229,72,7101675656416660229,original sound - funnyclips17382 (Contains music from: Jock Me (feat. Cute Mike) - Bolas & Various Artists),"Contains music from: ""Jock Me (feat. Cute Mike)""",6.979913237367457e+18,funnyclips17382,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7101675674657753862.mp3,,False,False,Bolas & Various Artists,Jock Me (feat. Cute Mike),original sound - funnyclips17382 (Contains music from: Jock Me (feat. Cute Mike) - Bolas & Various Artists),"Contains music from: ""Jock Me (feat. Cute Mike)""",[],0,0,Belize,#fyp #viral #marriage #funnyclips17382 #foryou #imback #violationmeme #foryoupage,0,0,0,1,1,0,1,0,0,1
3,US,7099555393625525509,1652994054,What’s the best way to treat Lice?#WhatIfShow #LearnOnTikTok #TikTokPartner #Headlice #Biology #Science,6812191996213429253,WHAT IF,An epic exploration of possibilities.,0,False,https://www.tiktok.com/@whatifshow/video/7099555393625525509?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099555393625525509&source=h5_m,5096909,5446,4550,76,335335,7099555391710317318,7099555391710317318,72,7099555391710317318,original sound - whatifshow,WHAT IF,6.812191996213429e+18,WHAT IF,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099555412382354182.mp3,,False,False,,,,,[],0,0,Belize,#WhatIfShow #LearnOnTikTok #TikTokPartner #Headlice #Biology #Science,0,0,0,0,0,0,0,0,0,0
4,FR,7074887649688816901,1647250647, ,6816032957377479685,Deborah yowa,☝️☝️ my content offers asmr videos following emojis,0,False,https://www.tiktok.com/@deborahyowa/video/7074887649688816901?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7074887649688816901&source=h5_m,46543443,76771,41280,2874,2458025,7074887567539309317,7074887567539309317,72,7074887567539309317,original sound - deborahyowa,Deborah yowa,6.81603295737748e+18,Deborah yowa,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7074887619938634502.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/24fc88f16008eb8e88b8b5828696baf6.json,False,False,,,,,[],0,0,Belize,,0,0,0,0,0,0,0,0,0,0
5,US,7099466703297465642,1652973404,Here’s a easy way to control edge @FAVHAIR  #favhair #favwig #blackgirl #blackwomen #tiktokgirl #tiktokwomen #edge #edgecontrol #beauty #hairline,6803213891625190406,Hairbeautyshow,Hair Wigs & Beauty Tips & Hair styles. clip in the bio link to check more!,0,False,https://www.tiktok.com/@gzfavhair/video/7099466703297465642?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099466703297465642&source=h5_m,3201735,900,433,1309,172256,7026867006620338990,7026867006620338990,72,7026867006620338990,original sound - gzfavhair (Contains music from: You - Jazmin Sisters),"Contains music from: ""You""",6.80321389162519e+18,Hairbeautyshow,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7026867072177277742.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/1e6588ccfe59da805b0cff04ea6ae306.json,False,False,Jazmin Sisters,You,original sound - gzfavhair (Contains music from: You - Jazmin Sisters),"Contains music from: ""You""",[],0,0,Belize,#favhair #favwig #blackgirl #blackwomen #tiktokgirl #tiktokwomen #edge #edgecontrol #beauty #hairline,0,0,0,0,0,0,0,0,0,0
6,US,7099217072625814827,1652915281,“…And my Social Security Card.” #fyp #fypシ #foryou #relatable #parents #TikTokDeportes #spotlightapi,7037012290537096198,King Ronny,"Life keeps actin up today
🙄
🇮🇳👌GA",0,False,https://www.tiktok.com/@ronny.pxp/video/7099217072625814827?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099217072625814827&source=h5_m,11227378,18799,81207,39638,1923710,7086264752310684421,7086264752310684421,72,7086264752310684421,"original sound - otp_control (Contains music from: Bwoii Affi"" Watch Eh Style - 1Biggs Don)","Contains music from: ""Bwoii Affi"" Watch Eh Style""",6.893700174443906e+18,OTP Control,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7086264749293619974.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/614543879cadfc6e569b382661515aca.json,False,False,1Biggs Don,"Bwoii Affi"" Watch Eh Style","original sound - otp_control (Contains music from: Bwoii Affi"" Watch Eh Style - 1Biggs Don)","Contains music from: ""Bwoii Affi"" Watch Eh Style""",[],0,0,Belize,#fyp #fypシ #foryou #relatable #parents #TikTokDeportes #spotlightapi,0,0,0,1,0,0,1,1,0,0
7,US,7081331622913510662,1648751000,Reply to @certified.cordell3 What number should I do next? #woodburning #satisfying #pyrography #asmrtiktoks #asmr #3,6863614104370037765,Alpine Woodburning,"🔥burn baby burn🔥
 
⬇️ new YouTube video ⬇️",0,False,https://www.tiktok.com/@alpinewoodburning/video/7081331622913510662?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081331622913510662&source=h5_m,47347620,14891,2911,1116,4317243,7081331601036151558,7081331601036151558,72,7081331601036151558,original sound - alpinewoodburning,Alpine Woodburning,6.863614104370038e+18,Alpine Woodburning,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7081331612566293254.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/de765285723960c9ff575742f3a5c590.json,False,False,,,,,[],0,0,Belize,#woodburning #satisfying #pyrography #asmrtiktoks #asmr #3,0,0,0,0,0,0,0,0,0,0
0,BZ,7088057691779632389,1650317036,petition for @sab to move to Belize to live w me #caribbeantiktokeurs #TurboTaxAndRelax,6904080004780147718,theseaitself,"wellness + literature + travel + lifestyle vlogs 
🕯🥑🧈☕️📓🧴🐚🇧🇿✨",0,False,https://www.tiktok.com/@theseaitself/video/7088057691779632389?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7088057691779632389&source=h5_m,14655,19,1,6,750,7080604120293608238,7080604120293608238,72,7080604120293608238,hit arms ladies,blackberry bubly.2,6.91968570844165e+18,blackberry bubly.2,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7080604146008705838.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/a3a1c86a807c9ec6c62e8ec765b1855b.json,False,False,,,,,[],0,0,Belize,#caribbeantiktokeurs #TurboTaxAndRelax,0,0,0,0,0,0,0,0,0,0
1,BZ,7072797142330510598,1646763912,Training at #tulumjunglegym #tulum #Fitness #fitnessroutine #chickswholift #girlswithmuscles #belizean #belizeantiktokers #fypシ,6790200389863293957,Coach Cricel Castillo,"FOUNDER: RISE ABOVE FITNESS LTD. 
PRO ATHLETE :55KG -||—||- BELIZE🇧🇿
💍DR.CZAR",0,False,https://www.tiktok.com/@coachcricelcastillo/video/7072797142330510598?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072797142330510598&source=h5_m,114516,48,89,145,7233,6785465106298832898,6785465106298832898,10033,6785465106298832898,Baddie,DI$play,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/705d89b7a23f448ea452fcc17fb14d6f,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e979f3b47ea7443ea47dde6aecc1813e,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1496610617', 'external_song_key': 'apple_song_id'}]",0,0,Belize,#tulumjunglegym #tulum #Fitness #fitnessroutine #chickswholift #girlswithmuscles #belizean #belizeantiktokers #fypシ,0,1,1,0,0,0,0,1,0,0
2,US,7076478028309597483,1647620936,"Q&A time. Chapter 4 of my book is called, I Love Jesus But I Will Punch a…. A) HoB) Hole in the wallC) Holy CowD) ______________#WhoDoIThinkIAmTour #anjelahjohnson #standupcomedy #funnyvideos",6589439189732933638,Anjelah Johnson-Reyes,,0,False,https://www.tiktok.com/@anjelahjohnson/video/7076478028309597483?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7076478028309597483&source=h5_m,15566763,14549,54468,5533,1740493,7076478016125225770,7076478016125225770,72,7076478016125225770,"original sound - anjelahjohnson (Contains music from: I Love Jesus, But I Will Punch a Ho - Anjelah Johnson)","Contains music from: ""I Love Jesus, But I Will Punch a Ho""",6.589439189732934e+18,Anjelah Johnson-Reyes,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7076478038455618346.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/8c2c1577271e49d9ae115f3852f0534c.json,False,False,Anjelah Johnson,"I Love Jesus, But I Will Punch a Ho","original sound - anjelahjohnson (Contains music from: I Love Jesus, But I Will Punch a Ho - Anjelah Johnson)","Contains music from: ""I Love Jesus, But I Will Punch a Ho""",[],0,0,Belize,#WhoDoIThinkIAmTour #anjelahjohnson #standupcomedy #funnyvideos,0,0,0,0,0,0,0,0,0,0
3,US,7084374300198718766,1649459429, ,6705477230526546949,EU Drip,YOUTUBE - EuDrip,0,False,https://www.tiktok.com/@eudrip/video/7084374300198718766?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7084374300198718766&source=h5_m,7252866,34982,25724,60317,1297413,7084374305848445739,7084374305848445739,72,7084374305848445739,original sound - eudrip,EU Drip,6.705477230526547e+18,EU Drip,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7084374316967611178.mp3,,False,False,,,,,[],0,0,Belize,,0,0,0,0,0,0,0,0,0,0
4,US,7075924014719307050,1647491943,Prayer for your Thursday. #fyp #fy #fypage #viral #trending #blessed #pray #prayer #AerieREAL #god #jesus #bible #success #faith #holyspirit #thursday,6846178654377214981,Matt Cogley,"Worship Pastor
Leadership
Song Writter 
Follow on IG: @iammatthewmichael",0,False,https://www.tiktok.com/@iammatthewmichael/video/7075924014719307050?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075924014719307050&source=h5_m,4596856,192221,161522,45934,1044301,7013057542829934594,7013057542829934594,10033,7013057542829934594,It Is Well - Instrumental,Worship Portal,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/9f27cfa342084ec8bf83e8e37a69e2be,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/a6526b34f15642029e1a17cd29bb66ee,False,True,,,,,[],0,0,Belize,#fyp #fy #fypage #viral #trending #blessed #pray #prayer #AerieREAL #god #jesus #bible #success #faith #holyspirit #thursday,0,0,0,0,0,0,1,0,1,1
