,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.external_song_info,music.binded_challenge_id,bodydance_score,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,fyp_location,hashtags,hash_duet,hash_foryou,hash_foryoupage,hash_funny,hash_fyp,hash_fypシ,hash_parati,hash_tiktok,hash_trending,hash_viral
5,US,7103260116257901870,1653856626,Like why you gotta be on bs 🤦🏾‍♂️ just let me chill. #foryou,6662430535409287174,Jerry,"Business: Simmuelcurry@icloud.com
Mhmm 👨🏾‍🦳
📍Clarksville,Tennessee",0,False,https://www.tiktok.com/@gosimmie/video/7103260116257901870?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103260116257901870&source=h5_m,82571,82,385,164,12096,7085545072829172526,7085545072829172526,72,7085545072829172526,original sound - chillspedupsongs,coolmanjames,6.856463887571764e+18,coolmanjames,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7085545096803978030.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/0bf29fca026f7711fc82769c7a3bc2fb.json,False,False,[],0,0,,,,,Anguilla,#foryou,0,1,0,0,0,0,0,0,0,0
6,GB,7102061521022291206,1653577557,"The most depressing time of my life ,I still can’t believe this is the same person 😱 #hyperpigmentationtreatment #hyperpigmentation #eczema  #fyp #foryou #nailtok",7045489512856552454,SOSGIRLSPACE,"🦋 A girls space 
❣️No gatekeeping here
💌 sosgirlspace@gmail.com",0,False,https://www.tiktok.com/@sosgirlspace/video/7102061521022291206?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102061521022291206&source=h5_m,5076871,3015,1377,2026,527124,6944143160956242694,6944143160956242694,10036,6944143160956242694,Malibu,Miley Cyrus,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/4e6dd23ccdb843f79956eeeab0c8999f,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/137e668cbf094e0c9a3e0f3c0c41d5fa,False,True,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1462327577', 'external_song_key': 'apple_song_id'}]",0,0,,,,,Anguilla,#hyperpigmentationtreatment #hyperpigmentation #eczema #fyp #foryou #nailtok,0,1,0,0,1,0,0,0,0,0
7,US,7096869213666659627,1652368629,#military,7094534606435845166,armystrongs246,,0,False,https://www.tiktok.com/@armystrongs246/video/7096869213666659627?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096869213666659627&source=h5_m,181702,15,21,216,7891,7096869160596196142,7096869160596196142,72,7096869160596196142,original sound - armystrongs246,armystrongs246,7.094534606435845e+18,armystrongs246,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7096869174194047787.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/1f1cec3811b3d7f888b5e1a9a3dff195.json,False,False,[],0,0,,,,,Anguilla,#military,0,0,0,0,0,0,0,0,0,0
0,AI,7085844690372693253,1649801781,#music,6963791979478713350,YOUVID,,0,False,https://www.tiktok.com/@youv.id/video/7085844690372693253?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085844690372693253&source=h5_m,162467,37,114,263,5671,7085844673264093957,7085844673264093957,72,7085844673264093957,original sound - youv.id,YOUVID,6.963791979478713e+18,YOUVID,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7085844667921025797.mp3,,False,False,[],0,0,,,,,Anguilla,#music,0,0,0,0,0,0,0,0,0,0
1,AI,7080533120348409094,1648565085,#mantengance bajo perfil con migo🤣🤣🤣🤣🌏🇩🇴🇨🇼🇻🇪🇭🇹🇵🇷🇨🇺🇦🇼🇧🇷🇵🇦🇺🇸🇨🇴🇵🇪🇭🇳🇦🇷🇸🇻🇺🇾🇬🇹🇪🇨#parati #foryou #viral,6812389567015420934,Junior Polanco,,0,False,https://www.tiktok.com/@juniorpolanco44/video/7080533120348409094?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080533120348409094&source=h5_m,85484,254,1422,1698,7041,7080533089058933509,7080533089058933509,72,7080533089058933509,original sound - juniorpolanco44,Junior Polanco,6.812389567015421e+18,Junior Polanco,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7080533106968972037.mp3,,False,False,[],0,0,,,,,Anguilla,#mantengance #parati #foryou #viral,0,1,0,0,0,0,1,0,0,1
2,US,7073150549947977002,1646846197,"Peep the crewnecks, apparel is coming SOON 💗",6641678215331086342,Farmer Lacie 🤠,"Educate, Entertain, AGvocate🤠
25, they are pets💗
All the links👇🏼",0,False,https://www.tiktok.com/@laciemevans_/video/7073150549947977002?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7073150549947977002&source=h5_m,33355275,49955,416180,198,7170434,7073150497045121835,7073150497045121835,72,7073150497045121835,original sound - laciemevans_,Farmer Lacie 🤠,6.641678215331086e+18,Farmer Lacie 🤠,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7073150545296378667.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/6de2d497c1eb9ff3a0e24016aa6645f5.json,False,False,[],0,0,,,,,Anguilla,,0,0,0,0,0,0,0,0,0,0
3,US,7075779493767630126,1647458295,Hispanic Wedding Traditions! @monicavera14 #AerieREAL #SmoothLikeNitroPepsi #weddingtiktok #hispanicweddingsbelike #hispanicwedding #weddingcontent,7062902993574036526,riseupmanagement01,Let us help you market your business or capture your special day! ✨ 956 ✨,0,False,https://www.tiktok.com/@riseupmanagement01/video/7075779493767630126?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075779493767630126&source=h5_m,6655529,6593,25070,825,1090247,6716031638268053505,6716031638268053505,10033,6716031638268053505,La Chona,Los Tucanes De Tijuana,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/4a6a8ddea4a143e99ed91876bf008c3d,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/7cb44478444147d4a3622fbf8bd28e02,True,True,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1301513530', 'external_song_key': 'apple_song_id'}]",0,0,,,,,Anguilla,#AerieREAL #SmoothLikeNitroPepsi #weddingtiktok #hispanicweddingsbelike #hispanicwedding #weddingcontent,0,0,0,0,0,0,0,0,0,0
4,US,7098836899724365098,1652826765,"now, they’re just memories 🤍 #classof2022 #senioryear #foryoupage #foryou #foryou",7093274986592519214,chiquitagabbyy,hi,0,False,https://www.tiktok.com/@chiquitagabbyy/video/7098836899724365098?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098836899724365098&source=h5_m,3559912,12548,5391,7876,926244,7073333185711212545,7073333185711212545,10033,7073333185711212545,Until I Found You - Piano Version,Stephen Sanchez,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/32d60c201c9244eb93b66f87bcf794fc,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/4f65b7eac8434954aa671f95f28e458a,False,True,[],0,0,,,,,Anguilla,#classof2022 #senioryear #foryoupage #foryou #foryou,0,2,1,0,0,0,0,0,0,0
5,US,7081187036199226666,1648717346,#fyp #fypシ,7053075538475598894,day4oof,,0,False,https://www.tiktok.com/@day4oof/video/7081187036199226666?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081187036199226666&source=h5_m,8227118,6913,34888,50814,380504,7019863080695843590,7019863080695843590,72,7019863080695843590,Send to Someone u dont wanna Lose,Smile 😊,7.002743707217741e+18,Smile 😊,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7019861662240934661.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/2132640002ee1b7f289b8f2dbaabc70c.json,False,False,[],0,0,,,,,Anguilla,#fyp #fypシ,0,0,0,0,1,1,0,0,0,0
6,US,7087989658558139690,1650301195,What to do when police show up at your door 🚔👮‍♂️ #viral #lawyer #lawtok #police #tiptok #law #themoreyouknow #LearnOnTikTok #foryoupage #fyp,7017945398942958597,Attorney Clay Payne,"TX Injury Attorney
NOT legal advice
DM on IG
HURT? Hire Me
Text (210) 802-9302",0,False,https://www.tiktok.com/@thepaynelawyer/video/7087989658558139690?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087989658558139690&source=h5_m,6548624,4946,8407,17828,308747,6852276372593723394,6852276372593723394,10033,6852276372593723394,Lawyer,Elvis Beatz,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/66a9583996234139b21335c9e6b11b84,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/db7614cc1bad44e7a3f8783e06d67176,False,True,[],0,0,,,,,Anguilla,#viral #lawyer #lawtok #police #tiptok #law #themoreyouknow #LearnOnTikTok #foryoupage #fyp,0,0,1,0,1,0,0,0,0,1
7,US,7102635786440543534,1653711265,My poor baby..:)) #dadsbelike #dadsoftiktok #dadanddaughter #vaskodabully #vasko #maya #abusedad #dogfamily #happydog #xlamericanbully #bullypuppy #puppy #gamedog #bulldog #xlpitbull #dogsoftiktok #bff,6838642309157684230,Remzy,Insta: Vasko_da_bully,0,False,https://www.tiktok.com/@4remzy/video/7102635786440543534?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102635786440543534&source=h5_m,2319487,1538,4047,2966,352873,7102635748307159854,7102635748307159854,72,7102635748307159854,original sound - 4remzy,Remzy,6.838642309157684e+18,Remzy,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7102635776957041451.mp3,,False,False,[],0,0,,,,,Anguilla,#dadsbelike #dadsoftiktok #dadanddaughter #vaskodabully #vasko #maya #abusedad #dogfamily #happydog #xlamericanbully #bullypuppy #puppy #gamedog #bulldog #xlpitbull #dogsoftiktok #bff,0,0,0,0,0,0,0,0,0,0
0,AI,7096642045414083846,1652315739,#amor#porsiempre,6808236906591323141,user743538099047,,0,False,https://www.tiktok.com/@alianob/video/7096642045414083846?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096642045414083846&source=h5_m,71011,8,2605,3482,1422,7085802153142455045,7085802153142455045,72,7085802153142455045,original sound - marialuisabenavides (Contains music from: Hasta Que Amanezca - En Vivo - Luis Alfonso),"Contains music from: ""Hasta Que Amanezca - En Vivo""",6.81629354920829e+18,Pascualito,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7085802154111372037.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/47be0756d34c1392144ca54c7f369766.json,False,False,[],0,0,Luis Alfonso,Hasta Que Amanezca - En Vivo,original sound - marialuisabenavides (Contains music from: Hasta Que Amanezca - En Vivo - Luis Alfonso),"Contains music from: ""Hasta Que Amanezca - En Vivo""",Anguilla,#amor#porsiempre,0,0,0,0,0,0,0,0,0,0
1,AI,7090058486733753601,1650782886,лайлатул кодир кечаси#uzbekistan #toshkent #abdulazizdomla #abdullohdomla #umarqori #shukurullohdomla #solihondomla #rustamjondomla #imomi_azam #ramazon,6752736175410283526,Abdulloh_7755,АЛЛОХ акилди инсонга яхшилаб фикирлаш учун берган.,0,False,https://www.tiktok.com/@abdulloh_77_55/video/7090058486733753601?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090058486733753601&source=h5_m,107879,75,3175,7813,6004,7090058546858969857,7090058546858969857,72,7090058546858969857,original sound - abdulloh_77_55,Abdulloh_7755,6.752736175410284e+18,Abdulloh_7755,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7090058539162471169.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e62bd54beae58be5b2b4180c14f67114.json,False,False,[],0,0,,,,,Anguilla,#uzbekistan #toshkent #abdulazizdomla #abdullohdomla #umarqori #shukurullohdomla #solihondomla #rustamjondomla #imomi_azam #ramazon,0,0,0,0,0,0,0,0,0,0
2,CA,7070963084889787653,1646336887,#PepsiApplePieChallenge #fypシ #comdey,6879977357320029186,Ricky Julian bubbles,Hope you enjoy all of the memes I have uploaded for you guys,0,False,https://www.tiktok.com/@allofthememes420/video/7070963084889787653?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7070963084889787653&source=h5_m,8508066,3958,40185,180,594788,6769046027488987137,6769046027488987137,10036,6769046027488987137,FEEL THE GROOVE,"Queens Road, Fabian Graetz",,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/728c6089a88144adac2e7a4bfb8c9e05,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/524d6c6ad91744c8918cdb7ea04e3adc,False,True,[],1683439005981702,0,,,,,Anguilla,#PepsiApplePieChallenge #fypシ #comdey,0,0,0,0,0,1,0,0,0,0
3,US,7077653073933389102,1647894521,@shannon84sharpe describing granny's wishes in a heartwarming story #quote #quotes #shannonsharpe #nfl #halloffame #fyp #foryou,7077439604579632170,Valinezz Motivation,"Motivation and Edits 🇺🇸
Sports Edits, Speeches, Movie Quotes & More 🔥",0,False,https://www.tiktok.com/@vz.motivation/video/7077653073933389102?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077653073933389102&source=h5_m,16108217,3031,4864,21092,2724795,6749405407854200834,6749405407854200834,10033,6749405407854200834,Einaudi: Experience,Ludovico Einaudi & Daniel Hope & I Virtuosi Italiani,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/09323e1cd5444c56b456313fb085f376,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/bc1cf33a3869429185c3d7e718dc4511,True,True,[],0,0,,,,,Anguilla,#quote #quotes #shannonsharpe #nfl #halloffame #fyp #foryou,0,1,0,0,1,0,0,0,0,0
4,GB,7101586034210753798,1653466852,#art #acrylicpainting #oilpainting,7078677444223796230,ArtBearGallery,"Follow me for more 👆🏿
Live everyday (9pm to 1am)
Welcome to my art world 🎨⬇️",0,False,https://www.tiktok.com/@artbeargallery/video/7101586034210753798?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101586034210753798&source=h5_m,4427253,810,6200,23968,154885,6955864197792369414,6955864197792369414,72,6955864197792369414,original sound - dantheartist47,DanTheArtMan🎨,6.69404147660982e+18,DanTheArtMan🎨,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6955864236702665477.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/8e9e593eeb2d7fb891f9b071238af668.json,False,False,[],0,0,,,,,Anguilla,#art #acrylicpainting #oilpainting,0,0,0,0,0,0,0,0,0,0
5,US,7092609377106005291,1651376807,is this what y’all wanted ?!,6702002060646990854,traci hutchins,"📍las vegas, nevada 
📧email, tracihutchins.social@gmail.com",0,False,https://www.tiktok.com/@tracihutchins_/video/7092609377106005291?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092609377106005291&source=h5_m,925809,2124,983,2131,177685,7079579515147651883,7079579515147651883,72,7079579515147651883,Bring It Back Dulu (Contains music from: Bring It Back - Dulu),"Contains music from: ""Bring It Back""",7.032062853931189e+18,__dulu,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7079593374734388011.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/4a135dba902fdb689ce8d242165b61bc.json,False,False,[],0,0,Dulu,Bring It Back,Bring It Back Dulu (Contains music from: Bring It Back - Dulu),"Contains music from: ""Bring It Back""",Anguilla,,0,0,0,0,0,0,0,0,0,0
6,DE,7102510962187570437,1653682201,#meme #foryou #funnyvideos,7012570170225869829,Meme Fanpage,"👑 Memes👾
Dawgmeme@icloud.com
Mail for Credit's/Removal
Checkout my Meme Comp",0,False,https://www.tiktok.com/@dawgmemes/video/7102510962187570437?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102510962187570437&source=h5_m,1234674,403,1388,9,201413,7102510937348885253,7102510937348885253,72,7102510937348885253,original sound - dawgmemes,Meme Fanpage,7.01257017022587e+18,Meme Fanpage,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102510960568486662.mp3,,False,False,[],0,0,,,,,Anguilla,#meme #foryou #funnyvideos,0,1,0,0,0,0,0,0,0,0
7,NG,7096596115578981637,1652305043,she have gift but she  don't like it 🥰🥰,6997892140064031750,gift gold 💞💞👸👸👸🎉,thank you guys for following me 💞💞 I love you guys 👸👸 🎉🎉,0,False,https://www.tiktok.com/@giftgold224/video/7096596115578981637?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096596115578981637&source=h5_m,2569978,1300,153,1639,208608,7087687131858062085,7087687131858062085,72,7087687131858062085,Love of My Life (Marry Me),d_puzzles,6.777888538614875e+18,d_puzzles,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7087687136060656389.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/fbeaa35201b2294f27917a14f16eebeb.json,False,False,[],0,0,,,,,Anguilla,,0,0,0,0,0,0,0,0,0,0
0,US,7078415235119353131,1648071976,Could u do this? 😂😂 #foryou #fyp #FamilyFun #competition #trending,6765324686991475717,Kee & The Coley fam,"God first ❤️
Coley fam content

Biz: Coley@sunandskyentertainment.com
Tour‼️ ⬇️",0,False,https://www.tiktok.com/@keecoley/video/7078415235119353131?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078415235119353131&source=h5_m,3022020,2093,1920,338,340281,6728562975734515713,6728562975734515713,10036,6728562975734515713,Love You So,The King Khan & BBQ Show,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,,,,,Anguilla,#foryou #fyp #FamilyFun #competition #trending,0,1,0,0,1,0,0,0,1,0
1,US,7080338256038022442,1648519714,You would’ve thought I just fought fr the way I’m out of breath 😭😭 #fyp #foryou  #viral,6592299171381788673,Dyme Galoré,"My life a joke, laugh with me.
Posting first YT VIDEO at 500 Subscribers
STL.",0,False,https://www.tiktok.com/@diamondsgalore_/video/7080338256038022442?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080338256038022442&source=h5_m,7475747,35080,37679,22439,2118411,7080338275248507690,7080338275248507690,72,7080338275248507690,original sound - diamondsgalore_,Dyme Galoré,6.592299171381789e+18,Dyme Galoré,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7080338280914619182.mp3,,False,False,[],0,0,,,,,Anguilla,#fyp #foryou #viral,0,1,0,0,1,0,0,0,0,1
2,US,7080685433998282026,1648600547,#doggrooming #bigdogs,7014266948037116934,dogsbylogan,"IL 18
Dog groomer for 1.5 years
📧dogsbylogan@gmail.com
Business inquiries ⬇️+mo",0,False,https://www.tiktok.com/@dogsbylogan/video/7080685433998282026?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080685433998282026&source=h5_m,6562436,3060,1878,2001,1019034,6792987346162681858,6792987346162681858,10033,6792987346162681858,Say So (Instrumental Version) [Originally Performed by Doja Cat],Elliot Van Coup,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/2ee3e88d1e164df2b260533977dae98a,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/f18e1621c4084320bddc8508843ac070,False,True,[],0,0,,,,,Anguilla,#doggrooming #bigdogs,0,0,0,0,0,0,0,0,0,0
3,US,7081281602512244010,1648739355, ,7020178687325176837,ashXsteve,"Banned at 200k AGAIN 🥺
Spease2021@gmail.com",0,False,https://www.tiktok.com/@ashxsteve/video/7081281602512244010?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081281602512244010&source=h5_m,8010463,6666,2297,2018,648542,7081281522904501038,7081281522904501038,72,7081281522904501038,original sound - ashxsteve,ashXsteve,7.020178687325177e+18,ashXsteve,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7081281582929021738.mp3,,False,False,[],0,0,,,,,Anguilla,,0,0,0,0,0,0,0,0,0,0
4,NG,7100524252083916037,1653219634,#drviva #fypシ #viral #tiktok #healthtips #fyp #tiktoker #foryou #foryourpage,6913959946875945990,Dr. viva,"Medical Doctor & investor
HealthEducation,Entertainer,cruise&Lifestyle
goal=150k",0,False,https://www.tiktok.com/@dr.viva/video/7100524252083916037?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100524252083916037&source=h5_m,1665905,390,1201,13072,43767,7100524210157636357,7100524210157636357,72,7100524210157636357,original sound - dr.viva (Contains music from: Sugarcane - Remix - Camidoh & Mayorkun & Darkoo),"Contains music from: ""Sugarcane - Remix""",6.913959946875946e+18,Dr. viva,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7100524237630245637.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/5a614cc6e3816733f71187a82b6a27ab.json,False,False,[],0,0,Camidoh & Mayorkun & Darkoo,Sugarcane - Remix,original sound - dr.viva (Contains music from: Sugarcane - Remix - Camidoh & Mayorkun & Darkoo),"Contains music from: ""Sugarcane - Remix""",Anguilla,#drviva #fypシ #viral #tiktok #healthtips #fyp #tiktoker #foryou #foryourpage,0,1,0,0,1,1,0,1,0,1
5,US,7098117104766881067,1652659175,I always catch her slipping  🤣🤣🤣   #Fail #ForYouPage #ForYou #Viral #DontLetThisFlop #WaitFotIt #fyp #prank #husbandwife #couplegoal #prankwar,6751904850458510342,Snacks and Lex,"IG: @snacks215 | @_alexisjayy
💌 snacksnlex@gmail.com",0,False,https://www.tiktok.com/@snacksandlex/video/7098117104766881067?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098117104766881067&source=h5_m,185583,241,805,502,19134,7098117084873313066,7098117084873313066,72,7098117084873313066,original sound - snacksandlex,Snacks and Lex,6.75190485045851e+18,Snacks and Lex,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7098117094134287147.mp3,,False,False,[],0,0,,,,,Anguilla,#Fail #ForYouPage #ForYou #Viral #DontLetThisFlop #WaitFotIt #fyp #prank #husbandwife #couplegoal #prankwar,0,1,1,0,1,0,0,0,0,1
6,US,7081072397058706734,1648690644,If you want my Twix just say that @oliver6060 #SmellLikeIrishSpring #viral #fyp  #agegap #couplegoals,6984097241485067270,King quran 🤴🏾,If you have a small business and want a s/o P.O. Box 3091 Rome ga 30164,0,False,https://www.tiktok.com/@kingqurannewpage/video/7081072397058706734?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081072397058706734&source=h5_m,2670648,5999,3938,1991,136911,7075928127360240430,7075928127360240430,72,7075928127360240430,original sound - danae_jones (Contains music from: A&d - Alas),"Contains music from: ""A&d""",6.797925175755458e+18,Thereal_danae,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7075928161380272939.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/1f87a312876f12713dcbbdb03b8e7597.json,False,False,[],0,0,Alas,A&d,original sound - danae_jones (Contains music from: A&d - Alas),"Contains music from: ""A&d""",Anguilla,#SmellLikeIrishSpring #viral #fyp #agegap #couplegoals,0,0,0,0,1,0,0,0,0,1
7,NG,7095962483059395845,1652157518,Good morning my people 💖#prayer #adaezeagu15,6980685762916500486,Adaeze Agu,"Here, we pray and worship God
For the love of Christ Jesus...",0,False,https://www.tiktok.com/@adaezeagu15/video/7095962483059395845?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095962483059395845&source=h5_m,1698880,9179,62274,144754,120705,7077436888067394309,7077436888067394309,72,7077436888067394309,original sound - powerofgod38,@ESTHER20,6.811031526366447e+18,@ESTHER20,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7077436881893362437.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/57223b2218c208a5e867ebf35bbae66f.json,False,False,[],0,0,,,,,Anguilla,#prayer #adaezeagu15,0,0,0,0,0,0,0,0,0,0
0,US,7075394324539641134,1647368615,Then started crying when she got caught she didn’t even get in trouble ion know why she was crying😂😂😂 #fyp,6532074043770667010,Kayla,30k?,0,False,https://www.tiktok.com/@jaayglobal/video/7075394324539641134?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075394324539641134&source=h5_m,2694666,5337,4531,949,445297,7075394276770941742,7075394276770941742,72,7075394276770941742,original sound - jaayglobal,Kayla,6.532074043770667e+18,Kayla,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7075394314104326958.mp3,,False,False,[],0,0,,,,,Anguilla,#fyp,0,0,0,0,1,0,0,0,0,0
1,DE,7097429944493493510,1652499187,What aPowerhouse! ❤️ for more… #africa #thevoice #history #viral #fyp #❤️,7050660920397906950,Content and Music🙌🏼,"We are just getting started y‘all ✨
Bless your hearts for Support❤️🙏🏼",0,False,https://www.tiktok.com/@musicalartistart/video/7097429944493493510?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097429944493493510&source=h5_m,1468703,272,824,843,87296,7097429854974511877,7097429854974511877,72,7097429854974511877,original sound - musicalartistart,Content and Music🙌🏼,7.050660920397907e+18,Content and Music🙌🏼,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7097429893784341253.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/2ab459568e357ee84fbae9b36dcd61db.json,False,False,[],0,0,,,,,Anguilla,#africa #thevoice #history #viral #fyp #❤️,0,0,0,0,1,0,0,0,0,1
