,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_comedia,hash_foryou,hash_foryoupage,hash_funny,hash_fyp,hash_fypシ,hash_guatemala,hash_humor,hash_parati,hash_viral
0,MX,7089593804642209029,1650674691,JAJAJJAJA estan locas y feas😂,6763844545269564421,💘,,0,False,https://www.tiktok.com/@nolose092/video/7089593804642209029?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089593804642209029&source=h5_m,32250930,27075,162414,262419,3117304,7089593782705982213,7089593782705982213,72,7089593782705982213,original sound - nolose092,💘,6.763844545269564e+18,💘,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7089593799965756166.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/5bd8303ff811c027fbe7e41844899acd.json,False,False,,,,,[],0,0,Guatemala,,0,0,0,0,0,0,0,0,0,0
1,US,7085895644195376427,1649813645,Se tomó la canción muy personal #parati  @Frankely MC,6680860150209135621,Miketoks,"🇩🇴
Bang Energy elite ⭐️
Miketoks.contact@gmail.com",0,False,https://www.tiktok.com/@miketoks/video/7085895644195376427?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085895644195376427&source=h5_m,31600263,9744,8028,34104,3185370,7079475982117210885,7079475982117210885,72,7079475982117210885,MI TOXICA FRANKELY MC (Contains music from: Mi Toxica - Frankely MC),"Contains music from: ""Mi Toxica""",6.772548337977378e+18,Frankely MC,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7079475982591183622.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/841c35217c30e954fac1a91e40e944db.json,False,False,Frankely MC,Mi Toxica,MI TOXICA FRANKELY MC (Contains music from: Mi Toxica - Frankely MC),"Contains music from: ""Mi Toxica""",[],0,0,Guatemala,#parati,0,0,0,0,0,0,0,0,1,0
2,CO,7103332316960902406,1653873439,#drama #historia #viral #parati,6962310569517171717,ÄlLëxändrÄ_04,"❤️ Sígu3me & Te S!g0 ❤️
   🇨🇴Vamos por más 🇨🇴",0,False,https://www.tiktok.com/@alexadiids3/video/7103332316960902406?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103332316960902406&source=h5_m,4745687,145,439,2362,91159,6728562975734515713,6728562975734515713,10036,6728562975734515713,Love You So,The King Khan & BBQ Show,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,Guatemala,#drama #historia #viral #parati,0,0,0,0,0,0,0,0,1,1
3,CO,7093076676552166662,1651485610,Dios mío #talasofobia #fyp #fypシ #parati #foryou #ocean,6983450803077235717,Gaby Londoño🦋✨,"Ig: Gabylondono17 

 🦋✨🦋",0,False,https://www.tiktok.com/@gabylondonom/video/7093076676552166662?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093076676552166662&source=h5_m,12538864,2832,1641,6723,472931,6933570822430837510,6933570822430837510,10036,6933570822430837510,Hoist the Colours,Colm R. McGuinness,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/cdc19d90ac5740378bc517b4fab03dd3,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/532c7d3a6b904a2fb943ec23fe1a6d37,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1576307072', 'external_song_key': 'apple_song_id'}]",0,0,Guatemala,#talasofobia #fyp #fypシ #parati #foryou #ocean,0,1,0,0,1,1,0,0,1,0
4,GB,7085819682615315718,1649795958,Omg #foryou #uk #tiktoker #blackhead #skincareroutine #viral #princess #barber #fyp #qasimmuhammad167 #muhammadqasim7033 #foryoupage,6796770323046319109,Qasim Muhammad,Professional hairdresser Birmingham 🇬🇧,0,False,https://www.tiktok.com/@qasimmuhammad167/video/7085819682615315718?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085819682615315718&source=h5_m,79719294,5139,4892,11414,1240581,7085819658560932614,7085819658560932614,72,7085819658560932614,original sound - qasimmuhammad167,Qasim Muhammad,6.796770323046319e+18,Qasim Muhammad,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7085819662340016902.mp3,,False,False,,,,,[],0,0,Guatemala,#foryou #uk #tiktoker #blackhead #skincareroutine #viral #princess #barber #fyp #qasimmuhammad167 #muhammadqasim7033 #foryoupage,0,1,1,0,1,0,0,0,0,1
5,GT,7099246504195394822,1652922136,🤫😉🇺🇸🫶🇬🇹 @deanna_melillo #hello🇺🇸mucha🇬🇹 #josydeanna #guatemala #usa,6610293488385638405,Josy Esteban Chigua Canales,"🇬🇹IG: @josyesteban
🇺🇸IG: @deanna_melillo 
😲 “750K” 😲❓",0,False,https://www.tiktok.com/@josyestebanchigua/video/7099246504195394822?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099246504195394822&source=h5_m,727579,180,445,915,42574,7010044802624441093,7010044802624441093,72,7010044802624441093,Que gran onda chiqui,Mero Genesis,2.0853586765565133e+17,Mero Genesis,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7010044896383879941.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/426fb4ae9ef4082097427d09fbe4fe8c.json,False,False,,,,,[],0,0,Guatemala,#hello🇺🇸mucha🇬🇹 #josydeanna #guatemala #usa,0,0,0,0,0,0,1,0,0,0
6,GT,7100951811787328774,1653319183,"feliz cumpleaños mi amor te amo , eres lo más lindo que tengo en mi vida que cumplas muchos muchos más 🤩🥰 @frankgonzalezz #parati #fyp #paratipage #fyppp #gaylove #couplegay",6825802310955762693,Gerard 👑,,0,False,https://www.tiktok.com/@gerard.delrey/video/7100951811787328774?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100951811787328774&source=h5_m,1034581,125,840,1149,47260,222453230176251905,222453230176251905,71,222453230176251905,Hasta la Raíz,Natalia Lafourcade,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6136a745a84544b18680c096d6be8de0,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/7b34489e7d3041b8bc23bdd919346a82,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1055384375', 'external_song_key': 'apple_song_id'}]",0,0,Guatemala,#parati #fyp #paratipage #fyppp #gaylove #couplegay,0,0,0,0,1,0,0,0,1,0
7,IT,7102009059133361414,1653565344,Watermelon should be held and eaten to be happy!#catsoftiktok #catlover #foodtiktok #kittygod_cn,6974381582473249797,KittyGod,"😺I’m Lego,a cat chef🐱
我叫长安，我是料理猫王
🤝📩501303671@qq.com",0,False,https://www.tiktok.com/@kittygod_cn/video/7102009059133361414?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102009059133361414&source=h5_m,3393830,537,2812,588,163709,7102009052946762501,7102009052946762501,72,7102009052946762501,original sound - kittygod_cn,KittyGod,6.97438158247325e+18,KittyGod,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102009079505160965.mp3,,False,False,,,,,[],0,0,Guatemala,#catsoftiktok #catlover #foodtiktok #kittygod_cn,0,0,0,0,0,0,0,0,0,0
0,CO,7102085378235960582,1653583112,Mami no me regañes 😣🙏🏻,6818271099635680261,HaryR,"instagram: @ruedahary 
sigueme para ver mas de mi contenido😘",0,False,https://m.tiktok.com/v/7102085378235960582.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102085378235960582&source=h5_m,14994925,11882,41707,1092,2299026,7083178067576752130,7083178067576752130,10033,7083178067576752130,Parra Sin Doncon,El Alfa,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/3ddaaffcd0014f2eada6ea5d6b2e289b,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/19da2529dfad4d259867be56846f0a21,False,True,,,,,[],0,0,Guatemala,,0,0,0,0,0,0,0,0,0,0
1,CO,7102873082154470661,1653766513,Ten cuidado con romper tu Matrimonio #lacentraloficial #hombres #toxico #viral #parati #vidareal #esposos #familia #consejodevida #palabradevida #infidelidad #moto,7082839560254178310,La Central,"¡Somos una Comunidad que Restaura Vidas y Familias!
Calle 6 # 14-07 Cali, COL",0,False,https://m.tiktok.com/v/7102873082154470661.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102873082154470661&source=h5_m,13243575,6589,177911,378013,807518,7102873086680156933,7102873086680156933,72,7102873086680156933,original sound - lacentraloficial,La Central,7.082839560254178e+18,La Central,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102873089926548230.mp3,,False,False,,,,,[],0,0,Guatemala,#lacentraloficial #hombres #toxico #viral #parati #vidareal #esposos #familia #consejodevida #palabradevida #infidelidad #moto,0,0,0,0,0,0,0,0,1,1
2,US,7085471022668991786,1649714780,Transformación #fyp #parati #spanishtiktok #fit,6810516415528567814,Da_Panch,"La Vida Hay Que Vivirla, California Life, just for fun, cars",0,False,https://m.tiktok.com/v/7085471022668991786.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085471022668991786&source=h5_m,26311445,29469,15793,16219,3382957,6740509762317715458,6740509762317715458,10033,6740509762317715458,Si Te Pudiera Mentir,Calibre 50,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/754128a294044d338a8d669426eb2c47,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/18d5fc3503d44576921499a3b876a6ac,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1469479726', 'external_song_key': 'apple_song_id'}]",0,0,Guatemala,#fyp #parati #spanishtiktok #fit,0,0,0,0,1,0,0,0,1,0
3,AE,7094435056869018881,1651801884,Family Gathering🤍,6763954526334780422,Hamdan🇦🇪,Follow me on instagram @Hmdanns👆🏻,0,False,https://m.tiktok.com/v/7094435056869018881.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094435056869018881&source=h5_m,24663834,42003,22893,30351,3287021,6823036879944878854,6823036879944878854,72,6823036879944878854,autos al piso (Contains music from: Blunted 4 - Bruno LC & Blunted Vato),"Contains music from: ""Blunted 4""",6.811291891561432e+18,Autos al piso,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/e6a8ffeb5871ae5decad806708a81e1d.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/8d6f6a3ceff444d6c014e403537938e8.json,False,False,Bruno LC & Blunted Vato,Blunted 4,autos al piso (Contains music from: Blunted 4 - Bruno LC & Blunted Vato),"Contains music from: ""Blunted 4""",[],0,0,Guatemala,,0,0,0,0,0,0,0,0,0,0
4,US,7083636536939400494,1649287655,#closecombatfight #personalprotection #closecombat #firearmtraining #lawenforcement #defensivetactics #privateprotection #executiveprotection #bodyguards #ops #agent #guntraining #protection #femaleprotection #femalebodyguard,6942477745235903493,Florida defensive training,MIAMI.Trainingfacility.CloseCombat.DefensiveTactics.Selfdefense.firearmstraining,0,False,https://m.tiktok.com/v/7083636536939400494.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7083636536939400494&source=h5_m,57297995,15249,87942,165471,3630409,6542955494212897537,6542955494212897537,10009,6542955494212897537,BOOM,Tiesto,,,True,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/b716814d95c444ed9edb4397a5ea8e8d,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/5fa758b04a69431495950f55e5244199,True,True,,,,,[],0,0,Guatemala,#closecombatfight #personalprotection #closecombat #firearmtraining #lawenforcement #defensivetactics #privateprotection #executiveprotection #bodyguards #ops #agent #guntraining #protection #femaleprotection #femalebodyguard,0,0,0,0,0,0,0,0,0,0
5,GT,7094383599994162438,1651789902,No me digas 🙃 #viral #humor #triste,6585680175182528518,MANU,Aún sigo buscando y queriendo saber cual es el sentido de la vida 👀 M A N U 🌺,0,False,https://m.tiktok.com/v/7094383599994162438.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094383599994162438&source=h5_m,7489599,8046,35503,45863,539905,7046099925674773253,7046099925674773253,72,7046099925674773253,original sound - draculaurailuvv,vale,7.046082715607303e+18,vale,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7046099941265066758.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/614e87e6e533b8c38a90b8e33e77d472.json,False,False,,,,,[],0,0,Guatemala,#viral #humor #triste,0,0,0,0,0,0,0,1,0,1
6,GT,7098818050597735686,1652822378,#viral #😁😎 #🇬🇹 #fotos #502 #fypシ #guate,6887201309276029958,Gaby Martínez🇬🇹,Sígueme en instagram⬆️🥰,0,False,https://m.tiktok.com/v/7098818050597735686.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098818050597735686&source=h5_m,237174,386,17,220,25378,7087306924735122182,7087306924735122182,10036,7087306924735122182,"Cnv Sound, Vol. 14",Pure Negga,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/68f2409e6a074a929731da89384e8d9c,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e87d54b7ddf34f3c97102e1d9e55554d,False,True,,,,,[],0,0,Guatemala,#viral #😁😎 #🇬🇹 #fotos #502 #fypシ #guate,0,0,0,0,0,1,0,0,0,1
7,AR,7093645654995586309,1651618086,@Shakira  #tefelicitochallenge @rauwalejandro ups,6599841936495493126,Juli Savioli,"20 años ♒️♒️♒️
Bs As
@Trendsetters.ok
contrataciones@hellosaturday.club",0,False,https://m.tiktok.com/v/7093645654995586309.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093645654995586309&source=h5_m,25539868,8452,3227,10261,2566155,7088052475416169262,7088052475416169262,10036,7088052475416169262,Te Felicito,Shakira & Rauw Alejandro,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a8f2b2f07194ba8ae6cc6cb1481c023,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/0f99e34b243b4c5890f8242361413e55,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1619007597', 'external_song_key': 'apple_song_id'}]",0,0,Guatemala,#tefelicitochallenge,0,0,0,0,0,0,0,0,0,0
0,PE,7101902810525994246,1653540609, ,6971487738853049349,ZONA SECRET,TELEGRAM 👍 DEGA PACK,0,False,https://www.tiktok.com/@zonasecret/video/7101902810525994246?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101902810525994246&source=h5_m,6971027,359,6681,10820,394533,7094499898527058694,7094499898527058694,10036,7094499898527058694,Me Porto Bonito,Bad Bunny & Chencho Corleone,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/faa40630f7eb42f8a238ea4f260d8f4d,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/0501c6cb793f42319fb31ee1206d1b4f,True,True,,,,,[],0,0,Guatemala,,0,0,0,0,0,0,0,0,0,0
1,US,7084350441546337578,1649453874,Reply to @thisiscris03 😂😂😂 #comotoyperro @marleneb3129 ig:10viagra‼️,6815489540082893829,Edgarmendez,No bio yet,0,False,https://www.tiktok.com/@edgar3104/video/7084350441546337578?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7084350441546337578&source=h5_m,12348613,3807,29595,1051,891183,7084350408285686574,7084350408285686574,72,7084350408285686574,original sound - edgar3104,Edgarmendez,6.815489540082894e+18,Edgarmendez,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7084350435028470570.mp3,,False,False,,,,,[],0,0,Guatemala,#comotoyperro,0,0,0,0,0,0,0,0,0,0
2,MX,7090650936334437637,1650920824,Parte 1 preventiva en el perfil #Fitness #fit #defensapersonal #feminismo #foryou #viral #acoso #agresor #trends #trendingsong #acosado #secuestrador #secuestrofallido #foryoupage #acosocallegero #auto #secuestrochallenge #mujeres #mujer #onlyinmycalvins #pv #pvp,6989648427244143621,SenseiFranciscoLopez,"Coach de defensa personal🎖
Judo Black belt Sho Dan🥋
México 🇲🇽",0,False,https://www.tiktok.com/@senseifranciscolopez/video/7090650936334437637?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090650936334437637&source=h5_m,62168826,31336,87830,149217,6281526,7090650919435586310,7090650919435586310,72,7090650919435586310,original sound - senseifranciscolopez,SenseiFranciscoLopez,6.989648427244144e+18,SenseiFranciscoLopez,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7090650909738322694.mp3,,False,False,,,,,[],0,0,Guatemala,#Fitness #fit #defensapersonal #feminismo #foryou #viral #acoso #agresor #trends #trendingsong #acosado #secuestrador #secuestrofallido #foryoupage #acosocallegero #auto #secuestrochallenge #mujeres #mujer #onlyinmycalvins #pv #pvp,0,1,1,0,0,0,0,0,0,1
3,MX,7096238483982863622,1652221776,#lovolveriaahacer #sofianiñoderivera #standup #comedia,6763265131663508485,sofia niño de rivera,Comedian,0,False,https://www.tiktok.com/@sofianinoderivera/video/7096238483982863622?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096238483982863622&source=h5_m,24446914,9251,145754,174221,2591542,7096238460293401350,7096238460293401350,72,7096238460293401350,original sound - sofianinoderivera,sofia niño de rivera,6.763265131663508e+18,sofia niño de rivera,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7096238483315936005.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/0e27fad9f3814c130e8a528885725c3c.json,False,False,,,,,[],0,0,Guatemala,#lovolveriaahacer #sofianiñoderivera #standup #comedia,1,0,0,0,0,0,0,0,0,0
4,US,7098885175425223979,1652838005,"voy a seguir tratando de darles contenido mano, pero se me hace difícil",7047450743465477126,Bad Bunny,.,0,False,https://www.tiktok.com/@badbunny/video/7098885175425223979?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098885175425223979&source=h5_m,37054768,98538,54165,59130,6943705,7098886661353802538,7098886661353802538,72,7098886661353802538,original sound - badbunny,Bad Bunny,7.047450743465477e+18,Bad Bunny,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7098886709672315694.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/9e4346d0caa144acb4f9091d0ca3d709.json,False,False,,,,,[],0,0,Guatemala,,0,0,0,0,0,0,0,0,0,0
5,GT,7098558420982254854,1652761931,limpieza profunda #viral #fyp,7073331639094395909,Un Tipo Generoso,"Soy alguien generoso xd
Mi Twitter, hay más videos 👇",0,False,https://www.tiktok.com/@untipogenerosox/video/7098558420982254854?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098558420982254854&source=h5_m,7352198,225,2717,5815,244192,6728562975734515713,6728562975734515713,10036,6728562975734515713,Love You So,The King Khan & BBQ Show,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,Guatemala,#viral #fyp,0,0,0,0,1,0,0,0,0,1
6,GT,7088874400526667014,1650507191,No todo es como parece 😏#greenscreen #fyp #parati #doctorsoftiktok #medicine,6634668956744728581,Danielavaldez,"Sígueme en Instagram 💕➡️
@danielavaldez12",0,False,https://www.tiktok.com/@danielavaldez_2020/video/7088874400526667014?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7088874400526667014&source=h5_m,123985,72,77,118,10477,7075493119579540229,7075493119579540229,72,7075493119579540229,original sound - espinosamm (Contains music from: Potato Rock - Wolfpinkie),"Contains music from: ""Potato Rock""",6.653563270916309e+18,Anto Espinosa 🦦,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7075493140437732102.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d05a9762b201db50b9c35c53b6595e9c.json,False,False,Wolfpinkie,Potato Rock,original sound - espinosamm (Contains music from: Potato Rock - Wolfpinkie),"Contains music from: ""Potato Rock""",[],0,0,Guatemala,#greenscreen #fyp #parati #doctorsoftiktok #medicine,0,0,0,0,1,0,0,0,1,0
7,MX,7094493348144172294,1651815457,#chavaluna #playaazulmichoacan #hubboards #profesional #seguridad #treading,6936655685833835526,Salvador.🏄🌴⚽,EL PROPIETARIO DE ESTA CUENTA ES MAYOR DE EDAD.,0,False,https://www.tiktok.com/@.salvadorluna/video/7094493348144172294?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094493348144172294&source=h5_m,19847179,11755,50206,2593,2349839,6717198407313688578,6717198407313688578,10033,6717198407313688578,El Troquero Locochon,Jorge El Real,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/118021f4a32d4b2cb1f2ece924226904,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/49bfde79c138462a82627dfe4ba7184c,False,True,,,,,[],0,0,Guatemala,#chavaluna #playaazulmichoacan #hubboards #profesional #seguridad #treading,0,0,0,0,0,0,0,0,0,0
0,US,7097573539016117550,1652532618,#fyp #LENOVOJUSTBEYOU,7089200799452103723,Mysticbeing,,0,False,https://www.tiktok.com/@officialmysticbeing/video/7097573539016117550?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097573539016117550&source=h5_m,22583552,19280,24091,30976,3348084,6703248683669981958,6703248683669981958,74,6703248683669981958,Haus of Holbein (Sing-A-Long),SIX,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/c7302828c174448381a8147d66657825,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/a24abdfd29f2485dac859fe891ce558e,False,True,,,,,[],0,0,Guatemala,#fyp #LENOVOJUSTBEYOU,0,0,0,0,1,0,0,0,0,0
1,US,7078775908768910638,1648155952, ,6841275981141050373,user3742877262604,Todos ante los ojos de Dios todos somos iguales bendiciones a todos ❤️❤️🇬🇹👈🏻,0,False,https://www.tiktok.com/@jose502agui/video/7078775908768910638?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078775908768910638&source=h5_m,13001368,8536,46734,972,592595,7078775879589202734,7078775879589202734,72,7078775879589202734,original sound - jose502agui,user3742877262604,6.84127598114105e+18,user3742877262604,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7078771309890784046.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/aaf6de067a5e8c7bd2a58c1f96e45492.json,False,False,,,,,[],0,0,Guatemala,,0,0,0,0,0,0,0,0,0,0
2,US,7077877781299875074,1647946841,POV: he paid attention to you🤍,6806648197319820294,XO Team,"XO TEAM FAMILY 
INST: @the_xo_team 
✉️ xoteam@xoagency.co
OUR REALITY 👇🏼",0,False,https://www.tiktok.com/@xoteam/video/7077877781299875074?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077877781299875074&source=h5_m,23591783,5221,8781,91864,1157782,6704951430974801921,6704951430974801921,10033,6704951430974801921,Copines,Aya Nakamura,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/86570c8da069410e96c0ffa79d11eea9,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/5532ab7ad1df4364b27b7643996047f9,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1439806292', 'external_song_key': 'apple_song_id'}]",0,0,Guatemala,,0,0,0,0,0,0,0,0,0,0
3,DE,7097902745197300998,1652609267,Behind the scenes #yzfamily,6717651461067604997,YZ,"Spreading good vibes, love and happiness since 1998 ✨💝
📧younes@totallymgmt.com",0,False,https://www.tiktok.com/@youneszarou/video/7097902745197300998?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097902745197300998&source=h5_m,44911512,2722,1360,3742,1472623,7097902723845327622,7097902723845327622,72,7097902723845327622,original sound - youneszarou,YZ,6.717651461067605e+18,YZ,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7097902720258018053.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/390555bd7f595a9435817f221026676e.json,False,False,,,,,[],0,0,Guatemala,#yzfamily,0,0,0,0,0,0,0,0,0,0
4,GT,7080930559945460998,1648657621,😢😢 #greenscreen #depressing #foryou #fyp #parati #viral #trend #depresion #tiktokindia #guatemala #accidentedeauto #sad,121541139173654528,Marii Sánchez,Instagram: Sancheez__Marii 📷,0,False,https://www.tiktok.com/@marii__sancheez/video/7080930559945460998?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080930559945460998&source=h5_m,1677889,356,259,413,94905,7064629729743162118,7064629729743162118,72,7064629729743162118,original sound - edits_de_domelipa4572 (Contains music from: Arcade - Duncan Laurence ft. FLETCHER),"Contains music from: ""Arcade""",6.876880190879909e+18,𖥔 ࣪˖ ꒰ [M]ish,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7064629726098377477.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d812685785b85379abcce9b7a6a3e430.json,False,False,Duncan Laurence ft. FLETCHER,Arcade,original sound - edits_de_domelipa4572 (Contains music from: Arcade - Duncan Laurence ft. FLETCHER),"Contains music from: ""Arcade""",[],0,0,Guatemala,#greenscreen #depressing #foryou #fyp #parati #viral #trend #depresion #tiktokindia #guatemala #accidentedeauto #sad,0,1,0,0,1,0,1,0,1,1
