,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_foryou,hash_foryoupage,hash_fyp,hash_fypシ,hash_honduras,hash_humor,hash_parati,hash_tiktok,hash_viral,hash_xyzbca
7,HN,7101459133605367045,1653437304,#foryou #randomvideo,7064740629259092997,Eduardito,Fue mora 🍇,0,False,https://www.tiktok.com/@eduardito.mj1/video/7101459133605367045?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101459133605367045&source=h5_m,184298,229,899,1975,14648,7.037890404985261e+18,7.037890404985261e+18,72.0,7.037890404985261e+18,original sound - doncasacasv,Don casaca 🇸🇻,7.037630037743617e+18,Don casaca 🇸🇻,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7037890449889053446.mp3,,False,False,,,,,[],0.0,0,Honduras,#foryou #randomvideo,1,0,0,0,0,0,0,0,0,0
0,BR,7099580248609656069,1652999841,#thermasdoslaranjais #parqueaquatico #sp #fyp,6825727139280602118,Larissa Dos Santos J,"🇧🇷 - SP
27 anos 
Apenas me divertindo !
Instagram: @larissajacintho",0,False,https://www.tiktok.com/@larissaasj/video/7099580248609656069?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099580248609656069&source=h5_m,9263882,590,1517,2845,211953,7.099580234445442e+18,7.099580234445442e+18,72.0,7.099580234445442e+18,original sound - larissaasj,Larissa Dos Santos J,6.825727139280602e+18,Larissa Dos Santos J,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099580226200111878.mp3,,False,False,,,,,[],0.0,0,Honduras,#thermasdoslaranjais #parqueaquatico #sp #fyp,0,0,1,0,0,0,0,0,0,0
1,HN,7102209678133710086,1653612054,Una catrachaaaa que es uva bombón  #hn #badbunny,6823617330762187781,La Minchy,"Holi me gustan los gatos 🐈
Meta :400k ayudan?🧑🏻‍🦲✨
Gracias por el apoyo❤️",0,False,https://www.tiktok.com/@laminchy/video/7102209678133710086?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102209678133710086&source=h5_m,249053,264,78,92,24768,7.095019005370453e+18,7.095019005370453e+18,72.0,7.095019005370453e+18,Tití me preguntó (Contains music from: Titi me preguntó - Aomak),"Contains music from: ""Titi me preguntó""",7.024650886308431e+18,ur/gf,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7095019029886274347.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/9a2fe9bb843dac6dca05b56ec529a95a.json,False,False,Aomak,Titi me preguntó,Tití me preguntó (Contains music from: Titi me preguntó - Aomak),"Contains music from: ""Titi me preguntó""",[],0.0,0,Honduras,#hn #badbunny,0,0,0,0,0,0,0,0,0,0
2,HN,7103614958906133766,1653939245,#viralvideotiktok,7062482060262982661,Ram. hn,bendecido.,0,False,https://www.tiktok.com/@ramm1990hn/video/7103614958906133766?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103614958906133766&source=h5_m,87420,35,46,191,974,6.750990329060542e+18,6.750990329060542e+18,10033.0,6.750990329060542e+18,Yo Te Extrañare,tercer cielo,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/728536c1ca7c46cc8dea578d1e320c57,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/449cfabf4fc54f94b209940abd084e7c,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1038541876', 'external_song_key': 'apple_song_id'}]",0.0,0,Honduras,#viralvideotiktok,0,0,0,0,0,0,0,0,0,0
3,US,7099513895999507758,1652984391,Buscándole un sugar 👴🏻 a mi novia en Miami #🇨🇺 #🇩🇴 @shoot4greatnesss,6680860150209135621,Miketoks,"🇩🇴
Bang Energy elite ⭐️
Miketoks.contact@gmail.com",0,False,https://www.tiktok.com/@miketoks/video/7099513895999507758?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099513895999507758&source=h5_m,12781887,1821,3270,5437,1431996,7.087744357444472e+18,7.087744357444472e+18,10036.0,7.087744357444472e+18,Gogo Dance,El Alfa & Chael Produciendo,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6877039427674a0699970fc9520959ab,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/81ec85a194e74eb28259e0335a98b13f,False,True,,,,,[],0.0,0,Honduras,#🇨🇺 #🇩🇴,0,0,0,0,0,0,0,0,0,0
4,HN,7078814480821488901,1648164933,Jajaja hasta el tacón se me callo de la emoción 😂 #comedia #humor #viral #fyp #lakaterin,189287480087605248,La Bicha catracha ✨,"HABLAMOS NUNCA🤪
Hondureño adoptado por los salvadoreños🇭🇳🇸🇻Dios Guarde Niña",0,False,https://www.tiktok.com/@fredyjrodriguez/video/7078814480821488901?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078814480821488901&source=h5_m,2950242,800,2151,11018,201794,7.076281174691973e+18,7.076281174691973e+18,10033.0,7.076281174691973e+18,BIZCOCHITO,ROSALÍA,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/bae7dea2c515436e81eaacec174994c6,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/aae9ba96670143a992b7769d0a2c42af,False,True,,,,,[],0.0,0,Honduras,#comedia #humor #viral #fyp #lakaterin,0,0,1,0,0,1,0,0,1,0
5,US,7100336373915340074,1653175889,#parati,6897108958298047494,Prox,📿🧿🍀,0,False,https://www.tiktok.com/@eddymoneyy/video/7100336373915340074?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100336373915340074&source=h5_m,2540679,2800,2669,9604,327968,7.097003201525861e+18,7.097003201525861e+18,72.0,7.097003201525861e+18,original sound - avilarecordss (Contains music from: En El Radio Un Cochinero - Victor Cibrian),"Contains music from: ""En El Radio Un Cochinero""",6.96090211872329e+18,avilarecordss,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7097003194336758534.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/fa6003109152aad1e6666ff6fd159738.json,False,False,Victor Cibrian,En El Radio Un Cochinero,original sound - avilarecordss (Contains music from: En El Radio Un Cochinero - Victor Cibrian),"Contains music from: ""En El Radio Un Cochinero""",[],0.0,0,Honduras,#parati,0,0,0,0,0,0,1,0,0,0
6,SV,7099591627055910150,1653002491,Nos captaron en Metapán 👊🏼⚽️🦅🧡🖤 @sunshine_21_43  insta:@ElRicky_22 página de fb:@GioCruz 🫶🔥,6803238122920805382,Giovanni Cruz,❤️ 🇸🇻 Instagram: @ElRicky_22 sígueme en mi pag. de fb Gio Cruz 😇👇🏼👇🏼,0,False,https://www.tiktok.com/@giovanni_cruz22/video/7099591627055910150?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099591627055910150&source=h5_m,4541006,669,610,2507,137871,7.019473135548386e+18,7.019473135548386e+18,72.0,7.019473135548386e+18,original sound - rolitasconletras30s (Contains music from: Inventame - En Vivo en Puerto Rico - Teatro Bellas Artes /2000 - Marco Antonio Solís),"Contains music from: ""Inventame - En Vivo en Puerto Rico - Teatro Bellas Artes /2000""",6.839019251279021e+18,Rolitas Con Letras 30s,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7019473192502774534.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d3c4b6a7d0800515b3b99c3fda8d4fa2.json,False,False,Marco Antonio Solís,Inventame - En Vivo en Puerto Rico - Teatro Bellas Artes /2000,original sound - rolitasconletras30s (Contains music from: Inventame - En Vivo en Puerto Rico - Teatro Bellas Artes /2000 - Marco Antonio Solís),"Contains music from: ""Inventame - En Vivo en Puerto Rico - Teatro Bellas Artes /2000""",[],0.0,0,Honduras,,0,0,0,0,0,0,0,0,0,0
7,HN,7100765857827114245,1653275891,Uno por amor si cambia🤍🥺 #paratihn #loves #viral,6916695636255851526,Majoramireztok2,Me segunda cuenta🥰,0,False,https://www.tiktok.com/@majoramirezztok2/video/7100765857827114245?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100765857827114245&source=h5_m,528455,118,45,393,45904,7.099224186647891e+18,7.099224186647891e+18,72.0,7.099224186647891e+18,Party x Me Rehuso,Midnight Mood,6.863511103490704e+18,Midnight Mood,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099224229815569157.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/955e39c382e783ba2a3cd54d256100d9.json,False,False,,,,,[],0.0,0,Honduras,#paratihn #loves #viral,0,0,0,0,0,0,0,0,1,0
0,MX,7102673648380595462,1653720085,JAJAJAJAJA #deprontoundiadesuerte  #viral  #jajajaja,6802758055542178821,✨Gladys Rodriguez✨,"●ARRIBA JALISCO❤
●ING.AGR👩🏻‍🌾
●sigueme en IG🙃
☆vibra & fluye☆✨🥀
♡15K?♡",0,False,https://www.tiktok.com/@gladysrodriguezc50/video/7102673648380595462?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102673648380595462&source=h5_m,4312740,4853,18424,13264,191142,5.000000001468538e+18,5.000000001468538e+18,71.0,5.000000001468538e+18,Día De Suerte - En Vivo Desde Arena Ciudad De México,Alejandra Guzmán,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/c657fab8e4274d9e856dd1487357b174,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/d4abccaf0c614e21a25cdcf459ee60c3,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1468538250', 'external_song_key': 'apple_song_id'}]",0.0,0,Honduras,#deprontoundiadesuerte #viral #jajajaja,0,0,0,0,0,0,0,0,1,0
1,HN,7093147183158955269,1651502026,#iphone13promaxcase #viral,6898006022083412998,Eli🌙,.,0,False,https://www.tiktok.com/@n.elizabeth.castillo/video/7093147183158955269?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093147183158955269&source=h5_m,114468,15,15,7,6077,7.084693064115113e+18,7.084693064115113e+18,72.0,7.084693064115113e+18,original sound - edimilstorres (Contains music from: MIDDLE OF THE NIGHT - Elley Duhé),"Contains music from: ""MIDDLE OF THE NIGHT""",2.5513609247420826e+17,Edimil S Torres,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7084693073770367750.mp3,,False,False,Elley Duhé,MIDDLE OF THE NIGHT,original sound - edimilstorres (Contains music from: MIDDLE OF THE NIGHT - Elley Duhé),"Contains music from: ""MIDDLE OF THE NIGHT""",[],0.0,0,Honduras,#iphone13promaxcase #viral,0,0,0,0,0,0,0,0,1,0
2,AR,7096678408234585349,1652324206,Ritual milenario para llamar peces más grandes.,6982599534934311941,Powercarp_oficial,"somos Powercarp, una empresa dedicada a la pesca de carpas (carpfishing)",0,False,https://www.tiktok.com/@powercarp_oficial/video/7096678408234585349?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096678408234585349&source=h5_m,20480989,23205,160185,174718,1254079,7.097134571464019e+18,7.097134571464019e+18,72.0,7.097134571464019e+18,original sound - powercarp_oficial,Powercarp_oficial,6.982599534934312e+18,Powercarp_oficial,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7097134573330451205.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ab0654ce02fb8a53c374ed69f1873da3.json,False,False,,,,,[],0.0,0,Honduras,,0,0,0,0,0,0,0,0,0,0
3,HN,7079832947179736326,1648402063,#viral #parati #mesigues,6865010548633109505,🧸🌙LEO✨❤️‍🩹,"👑🌸Holis Bebes🔥
No le den Like A Todos mis Videos por favor 🙏☹️",0,False,https://www.tiktok.com/@rixa02/video/7079832947179736326?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079832947179736326&source=h5_m,5900768,39,12532,1081,387959,7.079832927361601e+18,7.079832927361601e+18,72.0,7.079832927361601e+18,original sound - rixa02 (Contains music from: Ojala Me Lleve El Diablo - Kingpuntocom beats),"Contains music from: ""Ojala Me Lleve El Diablo""",6.86501054863311e+18,🧸🌙LEO✨❤️‍🩹,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7079832944411413253.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/26f1170a743bfd7cf099fc3a9f10786f.json,False,False,Kingpuntocom beats,Ojala Me Lleve El Diablo,original sound - rixa02 (Contains music from: Ojala Me Lleve El Diablo - Kingpuntocom beats),"Contains music from: ""Ojala Me Lleve El Diablo""",[],0.0,0,Honduras,#viral #parati #mesigues,0,0,0,0,0,0,1,0,1,0
4,HN,7085395526220336389,1649697202,Responder a @yeym9n #sesteosbar #disco #parati @hectorsixxyt,6921454078497981445,NOSOYSIXX😈,"🇭🇳ALV🤣
Se sube de todo aqui🤪",0,False,https://www.tiktok.com/@hectorsixxyt/video/7085395526220336389?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085395526220336389&source=h5_m,5075056,685,1290,3436,79298,7.085395527696666e+18,7.085395527696666e+18,72.0,7.085395527696666e+18,original sound - hectorsixxyt,NOSOYSIXX😈,6.921454078497981e+18,NOSOYSIXX😈,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7085395517638839046.mp3,,False,False,,,,,[],0.0,0,Honduras,#sesteosbar #disco #parati,0,0,0,0,0,0,1,0,0,0
5,HN,7092676393179286790,1651392414, ,6761803316444988422,Alejandra,,0,False,https://www.tiktok.com/@erickaespino5/video/7092676393179286790?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092676393179286790&source=h5_m,1971654,633,118,1002,42939,6.93775570474484e+18,6.93775570474484e+18,72.0,6.93775570474484e+18,original sound - 3l.yuma,3l.Yuma,6.607758588319482e+18,3l.Yuma,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6937755738735495942.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/0305d2eb4c4084e44be317af8de6a223.json,False,False,,,,,[],0.0,0,Honduras,,0,0,0,0,0,0,0,0,0,0
6,CO,7095429961254849798,1652033526,#VioletMyers,6958594734357758981,Your Favorite Girl,Register on link to earn money,0,False,https://www.tiktok.com/@yourfavoritegirl0521/video/7095429961254849798?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095429961254849798&source=h5_m,14196331,5401,8318,21801,925501,7.091056264012122e+18,7.091056264012122e+18,10033.0,7.091056264012122e+18,Yo Quiero,Nio Garcia & Pailita,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/53c4fd9566d04bdba25d0e505a709836,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/48e53b7c73d244d8a181225a4bd4a4e9,False,True,,,,,[],0.0,0,Honduras,#VioletMyers,0,0,0,0,0,0,0,0,0,0
7,HN,7090021113727651078,1650774185,Still my favorite sound #fyp #foryoupage #fypシ゚viral,6907046802547508229,🌸Bria Wood🌸,🤫 Twitter:briwoods4,0,False,https://www.tiktok.com/@briawoodoficial/video/7090021113727651078?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090021113727651078&source=h5_m,1356914,322,616,2336,115988,6.67164799451908e+18,6.67164799451908e+18,72.0,6.67164799451908e+18,original sound - kurmitsam (Contains music from: Man Areas - Jonny McGovern),"Contains music from: ""Man Areas""",6.58178057520708e+18,KurmitSam,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1628947876016150.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/fc9dc64b554b3afb0a025b4e0d3c0d98.json,False,False,Jonny McGovern,Man Areas,original sound - kurmitsam (Contains music from: Man Areas - Jonny McGovern),"Contains music from: ""Man Areas""",[],0.0,0,Honduras,#fyp #foryoupage #fypシ゚viral,0,1,1,1,0,0,0,0,1,0
0,AR,7095161231815871750,1651970959, ,6855340129516487685,santosluna265,,0,False,https://www.tiktok.com/@santosluna265/video/7095161231815871750?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095161231815871750&source=h5_m,17555746,67009,106611,76296,823768,7.075891693362712e+18,7.075891693362712e+18,10036.0,7.075891693362712e+18,Fuera del mercado,Danny Ocean,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/ba21cd3d548a421394d72ae14442fa09,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/d552449b69734e6c8c45ff2263da554c,False,True,,,,,[],0.0,0,Honduras,,0,0,0,0,0,0,0,0,0,0
1,HN,7103416222959668485,1653892977,#fypシ,7102972595062440966,Angie Flores💜,✨IG: angiefloresvip✨,0,False,https://www.tiktok.com/@angieflorespremiun/video/7103416222959668485?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103416222959668485&source=h5_m,83208,26,53,302,10516,6.793361897589689e+18,6.793361897589689e+18,72.0,6.793361897589689e+18,original sound - alliwoodss (Contains music from: Status Busted - Herobust),"Contains music from: ""Status Busted""",6.721340077941851e+18,Alli Woods,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1658535908391973.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/251013c92a4114d3b4169f466cb8c9cd.json,False,False,Herobust,Status Busted,original sound - alliwoodss (Contains music from: Status Busted - Herobust),"Contains music from: ""Status Busted""",[],0.0,0,Honduras,#fypシ,0,0,0,1,0,0,0,0,0,0
2,HN,7097410026360327429,1652494548,No me deja de salir esta canción hahahahha #fyp #gym #Fitness #gymtok #parati,6796880189744120838,Andrea Chahin,"🏋🏻‍♀️🐀
📩andreachahin@hotmail.com
Links y descuentos ⬇️",0,False,https://www.tiktok.com/@andreachahin1/video/7097410026360327429?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097410026360327429&source=h5_m,723460,186,251,551,110184,7.087744357444472e+18,7.087744357444472e+18,10036.0,7.087744357444472e+18,Gogo Dance,El Alfa & Chael Produciendo,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6877039427674a0699970fc9520959ab,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/81ec85a194e74eb28259e0335a98b13f,False,True,,,,,[],0.0,0,Honduras,#fyp #gym #Fitness #gymtok #parati,0,0,1,0,0,0,1,0,0,0
3,UA,7093530050577943814,1651591169,#sports,7025182951148405765,💚💚💚VOVA💚💚💚,👋👋👋💙💙💙дружим 💙💙💙👋👋👋,0,False,https://www.tiktok.com/@s.p.o.r.t.xxx/video/7093530050577943814?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093530050577943814&source=h5_m,10579358,2333,2144,3823,369304,7.09353004192498e+18,7.09353004192498e+18,72.0,7.09353004192498e+18,original sound - s.p.o.r.t.xxx,💚💚💚VOVA💚💚💚,7.025182951148406e+18,💚💚💚VOVA💚💚💚,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7093530049244121861.mp3,,False,False,,,,,[],0.0,0,Honduras,#sports,0,0,0,0,0,0,0,0,0,0
4,CR,7088829192455916805,1650496665, ,6897018851587245058,Deiner Mejias349,,0,False,https://www.tiktok.com/@deinermejias349/video/7088829192455916805?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7088829192455916805&source=h5_m,18306008,0,93930,157532,443317,7.088829172117704e+18,7.088829172117704e+18,72.0,7.088829172117704e+18,original sound - deinermejias349,Deiner Mejias349,6.897018851587245e+18,Deiner Mejias349,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7088829166505790214.mp3,,False,False,,,,,[],0.0,0,Honduras,,0,0,0,0,0,0,0,0,0,0
5,HN,7073919651159330053,1647025266,🥲😅,6986310098562925574,Carias😌,Criticar mis defectos no van ah disminuir los tuyos 🍹,0,False,https://www.tiktok.com/@cindyflorestok/video/7073919651159330053?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7073919651159330053&source=h5_m,484887,116,119,34,54636,6.849480866440236e+18,6.849480866440236e+18,72.0,6.849480866440236e+18,original sound - rubecalixreina,Yacuni 🥵❣️,6.716691479090103e+18,Yacuni 🥵❣️,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6849480874543549190.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/8792768701ba6eb3172608db4459b995.json,False,False,,,,,[],0.0,0,Honduras,,0,0,0,0,0,0,0,0,0,0
6,HN,7103327062345239813,1653872215,#lluvia #fiel😎 #fouryou,6873894016720798726,Esterling🐼🐾,"🇭🇳
Bambino🐶
Hakuna Matata
   🌙🌞",0,False,https://www.tiktok.com/@esterling22ch/video/7103327062345239813?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103327062345239813&source=h5_m,117912,35,231,1669,6769,7.089588187948994e+18,7.089588187948994e+18,72.0,7.089588187948994e+18,original sound - maurygutie (Contains music from: Hell Admires - Scarlet Harlot & Her Handsome Devils),"Contains music from: ""Hell Admires""",6.813386515252299e+18,Maury Gutiérrez,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7089588191509957381.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/3b8dece1fbd05182f2d1253b5b2bb2ee.json,False,False,Scarlet Harlot & Her Handsome Devils,Hell Admires,original sound - maurygutie (Contains music from: Hell Admires - Scarlet Harlot & Her Handsome Devils),"Contains music from: ""Hell Admires""",[],0.0,0,Honduras,#lluvia #fiel😎 #fouryou,0,0,0,0,0,0,0,0,0,0
7,DE,7103565358157614338,1653927696,juicy girl,6831762817746994182,Alice Williams,"founder @ovira.com 🩸
ig @alicejwilliams",0,False,https://www.tiktok.com/@alicewillliams/video/7103565358157614338?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103565358157614338&source=h5_m,284340,125,189,72,6843,7.021216392556973e+18,7.021216392556973e+18,72.0,7.021216392556973e+18,Tiptoe x2,Sterling Fournier,6.768024946489705e+18,Sterling Fournier,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7021216786028759855.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/52f1ed05730b0acecd7db3b573b26d79.json,False,False,,,,,[],0.0,0,Honduras,,0,0,0,0,0,0,0,0,0,0
0,US,7073542471346588974,1646937447,😱👍😥🥺🙏😱👍😥👍😱🙏🥺🥺,6926308139298440198,Juan Alvarado2870,PAZ AL MUNDO ENTERO Y NO A LA GUERRA 😥👍,0,False,https://www.tiktok.com/@juanalvarado2870/video/7073542471346588974?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7073542471346588974&source=h5_m,22944329,21990,38106,1403,1373699,7.049730646125759e+18,7.049730646125759e+18,72.0,7.049730646125759e+18,original sound - bereadyb4rapture,Mathew 25:5-24,6.923711665687627e+18,Mathew 25:5-24,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7049730733564513071.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d8e6b590a04b459ce71e0e5eccae34ff.json,False,False,,,,,[],0.0,0,Honduras,,0,0,0,0,0,0,0,0,0,0
1,HN,7098743902546447622,1652805113,#Lasasenack🖤 #504Hondurasmiscompitas🥰😍 #viral😉✌️❤️ 🙈🙈🙈,6807972415165219845,Wendy Garcia,"Amo mis seguidores ✨🥰
           Vamos por 100k 😍😘",0,False,https://www.tiktok.com/@sasenackwm1985/video/7098743902546447622?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098743902546447622&source=h5_m,1211838,677,1683,248,157713,7.052070999055224e+18,7.052070999055224e+18,72.0,7.052070999055224e+18,original sound - jaritzadiaz2002,La BebesoTa JD💫,7.008586886307825e+18,La BebesoTa JD💫,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7052071019959372549.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a1915427e136901e4714616acf85d8e9.json,False,False,,,,,[],0.0,0,Honduras,#Lasasenack🖤 #504Hondurasmiscompitas🥰😍 #viral😉✌️❤️,0,0,0,0,0,0,0,0,1,0
2,US,7099286838401076523,1652931525,#parati #viral #anuelaa,6833576735347442694,Enriiquetv,No bio yet,0,False,https://www.tiktok.com/@enriitv_/video/7099286838401076523?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099286838401076523&source=h5_m,7138958,713,122,2023,114015,7.099286771309121e+18,7.099286771309121e+18,72.0,7.099286771309121e+18,original sound - enriitv_,Enriiquetv,6.833576735347443e+18,Enriiquetv,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7099286828091591466.mp3,,False,False,,,,,[],0.0,0,Honduras,#parati #viral #anuelaa,0,0,0,0,0,0,1,0,1,0
3,US,7102980824231939374,1653791598,calm and relaxed friday staying in #dayinmylife #dailyvlog #fridayroutine #minivlog #fyp,6792818620047426566,Matthew Campos,"boston, ma • 🇧🇷
mattdouglascampos@gmail.com",0,False,https://www.tiktok.com/@matthew.campos/video/7102980824231939374?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102980824231939374&source=h5_m,2111191,1297,3250,8647,260869,7.094303914732603e+18,7.094303914732603e+18,10033.0,7.094303914732603e+18,Me Fui de Vacaciones,Bad Bunny,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/5606136c01ff42e2b878ed91afc6ec1d,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/9fb6d76be97e48f2b7d5d3f4e2d18d35,True,True,,,,,[],0.0,0,Honduras,#dayinmylife #dailyvlog #fridayroutine #minivlog #fyp,0,0,1,0,0,0,0,0,0,0
