,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_0324mytest,hash_bhutanesemuser,hash_foryou,hash_foryoupage,hash_funny,hash_fyp,hash_fypシ,hash_tiktok,hash_viral,hash_xyzbca
1,BT,7079321270835252481,1648282930,Pls ignore my bare foot🥲 btw I was really controlling my laugh #fyp  #mephamleledolma #runaway #viral,6882398909453927429,Mepham Lele Dolma,New✨,0,False,https://www.tiktok.com/@mephamleledolma0/video/7079321270835252481?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079321270835252481&source=h5_m,133037,102,15,9,7638,6941986827163142913,6941986827163142913,24,6941986827163142913,Touch X Dougie Remix Challenge (Contains music from: Touch - Little Mix),"Contains music from: ""Touch""",6.794102846188275e+18,Joshua Mijares,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6941986782519053057.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/1763110b2a1677ed11ccb7bd59f773b5.json,False,False,Little Mix,Touch,Touch X Dougie Remix Challenge (Contains music from: Touch - Little Mix),"Contains music from: ""Touch""",[],0,0,Bhutan,#fyp #mephamleledolma #runaway #viral,0,0,0,0,0,1,0,0,1,0
2,JP,7072627466900131074,1646724407,#Karate,6612921473182433282,kuro-obi world ,Let's find a new star from KARATE & Martial Arts!,0,False,https://www.tiktok.com/@kuroobi_world/video/7072627466900131074?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072627466900131074&source=h5_m,67256389,0,34726,4323,2495662,7072627455718116097,7072627455718116097,24,7072627455718116097,original sound - kuroobi_world,kuro-obi world ,6.612921473182433e+18,kuro-obi world ,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7072627466992454402.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/b3d27f75b3aaa72ccfd2c6073e4620fb.json,False,False,,,,,[],0,0,Bhutan,#Karate,0,0,0,0,0,0,0,0,0,0
3,JP,7094088869561371906,1651721280,ミートスパイクの練習！#長崎jpic#jpic  #バレーボール #バレー#volleyball#ハイキュー#volleyballplayer#スパイク#spike#volleyballworld #おすすめ #いいね #フォロー#よろしくお願いします,7059366743446668290,ジェイピー君,"長崎JPICのﾏｽｺｯﾄであるジェイピー君の公式アカウントです。｢JPICの日常を載せるｯﾋﾟ🦅｣
フォローよろしくお願いします。
#長崎JPICバレーボール",0,False,https://www.tiktok.com/@jpic_mascot/video/7094088869561371906?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094088869561371906&source=h5_m,1354338,246,370,709,58669,7094088830017440513,7094088830017440513,24,7094088830017440513,original sound - jpic_mascot,ジェイピー君,7.059366743446668e+18,ジェイピー君,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7094088656100641537.mp3,,False,False,,,,,[],0,0,Bhutan,#長崎jpic#jpic #バレーボール #バレー#volleyball#ハイキュー#volleyballplayer#スパイク#spike#volleyballworld #おすすめ #いいね #フォロー#よろしくお願いします,0,0,0,0,0,0,0,0,0,0
4,PH,7103044751238237467,1653806482,scarssss,6890491812856005633,larra francesca,"yep, i have a podcast.
IG & Twitter: @frntsc
Youtube: larra francesca",0,False,https://www.tiktok.com/@frntsc/video/7103044751238237467?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103044751238237467&source=h5_m,278042,166,13,5,11221,7063574438654200622,7063574438654200622,72,7063574438654200622,original sound - hyram,Hyram,6.756108693149206e+18,Hyram,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7063574453338278703.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c3d7df55152cc7e06ef21c8289afb445.json,False,False,,,,,[],0,0,Bhutan,,0,0,0,0,0,0,0,0,0,0
5,US,7100232894987390254,1653151796,fake body,7100227171270198318,Ċ🅗𝕖c𝕜 𝕞🅨 𝕣𝕖ⓒ𝕀𝕡𝕖🆂💝,😏𝕞𝕪 𝕡 𝕣𝕚𝕧 𝕒𝕥𝕖 𝕧𝕚𝕕𝕖🅞𝕊 🅘🅽 𝕞𝕪 𝕣𝕖 ⓒ𝕀𝕡𝕖🆂💋,0,False,https://www.tiktok.com/@lanianne25hub/video/7100232894987390254?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100232894987390254&source=h5_m,97634,0,3,20,387,7096094883814837035,7096094883814837035,24,7096094883814837035,original sound - amanda25ksg,Ċ🅗𝕖c𝕜 𝕞🅨 𝕣𝕖ⓒ𝕀𝕡𝕖🆂💝,7.096091865305695e+18,Ċ🅗𝕖c𝕜 𝕞🅨 𝕣𝕖ⓒ𝕀𝕡𝕖🆂💝,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7096094946180090666.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/8c8dc9415b56e7fec8d1252c1dc1aa17.json,False,False,,,,,[],0,0,Bhutan,,0,0,0,0,0,0,0,0,0,0
6,US,7101463310838549802,1653438274, ,7026163214410351663,Food tiktok,Help me get 500k follow pls 🥺🙏,0,False,https://www.tiktok.com/@daily.life97/video/7101463310838549802?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101463310838549802&source=h5_m,30246262,6633,6544,12992,1845078,7067047232037702426,7067047232037702426,24,7067047232037702426,original sound - nianaguerrero (Contains music from: Wait a Minute! - WILLOW),"Contains music from: ""Wait a Minute!""",10542006.0,Niana Guerrero,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7067052920260348698.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/64217ffb019396fed1d7e93272e5fc95.json,False,False,WILLOW,Wait a Minute!,original sound - nianaguerrero (Contains music from: Wait a Minute! - WILLOW),"Contains music from: ""Wait a Minute!""",[],0,0,Bhutan,,0,0,0,0,0,0,0,0,0,0
7,VN,7100162745756175617,1653135463,Oppang~ Cái này nhiều phiên bản quá kkk~~ #kimsejeong #abusinessproposal #theofficeblinddate #businessproposal #saranghae,7073153336815993858,Love Battery,"Kênh YT: tinyurl.com/umee-bach-tuoc
Nếu yêu thích hãy đăng ký ủng hộ mình nhé.",0,False,https://www.tiktok.com/@lovebattery_clean/video/7100162745756175617?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100162745756175617&source=h5_m,9238709,3630,4383,20751,1324387,7100162745005329153,7100162745005329153,24,7100162745005329153,original sound - lovebattery_clean,Love Battery,7.073153336815994e+18,Love Battery,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7100162731294165762.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e4bd6a253e550d0032916cc2b0a62784.json,False,False,,,,,[],0,0,Bhutan,#kimsejeong #abusinessproposal #theofficeblinddate #businessproposal #saranghae,0,0,0,0,0,0,0,0,0,0
0,BT,7091945238717058305,1651222177,#DariNgaChallenge DC: @dzombafitness #bhutanesemuser #fyp #foryoupage #0324mytest @jurmeycr we challenge @_ika_26 @pzt_464 @leygman,6618722037564456966,MStudioBhutan,"🇧🇹
Promoting creativity since 11.11.11. 
Home of #BPop",0,False,https://m.tiktok.com/v/7091945238717058305.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091945238717058305&source=h5_m,117798,34,22,281,7387,7091945213056404226,7091945213056404226,72,7091945213056404226,original sound - mstudiobhutan,MStudioBhutan,6.618722037564457e+18,MStudioBhutan,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7091945196363041538.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/5745fd6f324d7471bf94c34217900d83.json,False,False,,,,,[],0,0,Bhutan,#DariNgaChallenge #bhutanesemuser #fyp #foryoupage #0324mytest,1,1,0,1,0,1,0,0,0,0
1,BT,7086858073083546882,1650037728,#just made it 😅🤷🏼‍♀️ #fyp #Idc #gymtok #bhutan,6545375010523976719,Sonam Max Choki,"✨Bhutan🇧🇹✨ 
Proud Bhutanese 😉",0,False,https://m.tiktok.com/v/7086858073083546882.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086858073083546882&source=h5_m,96326,15,3,52,4162,6836317388368120581,6836317388368120581,10036,6836317388368120581,My Life,Billy Joel,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/a552ef564ac44a1495303adf90f08e99,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/25c41245025d4d56abce3fac28319839,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '259573453', 'external_song_key': 'apple_song_id'}]",0,0,Bhutan,#just #fyp #Idc #gymtok #bhutan,0,0,0,0,0,1,0,0,0,0
2,US,7081673966485818670,1648830709,No need to take the wire out!🤩 #orthotricks #satisfying #braces #ortodoncia #orthodontist #fyp @drsonrisas,6832354472930722822,Dr. Enrique Cruz,"Dr.Enrique Cruz
Orthodontist I Periodontist
@Sonrisasorthodontics
Austin, Texas",0,False,https://m.tiktok.com/v/7081673966485818670.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081673966485818670&source=h5_m,1525042,210,220,344,49007,7067574132983991045,7067574132983991045,10036,7067574132983991045,Cool for the Summer - Sped Up (Nightcore),Demi Lovato & Speed Radio,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/9fd45eb00fcc4d52a71f19b0d80ce3e1,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/8b503827983743d08ea6b85113beaa34,False,True,,,,,[],0,0,Bhutan,#orthotricks #satisfying #braces #ortodoncia #orthodontist #fyp,0,0,0,0,0,1,0,0,0,0
3,US,7094794910582279466,1651885666,Happy sharing #🤣 #🤣🤣🤣 #popular #intune #fyp #froyou,7092316894174594094,Jackie Chan🤔,"Thank you for your attention, we can bring you more joy every day.😁",0,False,https://m.tiktok.com/v/7094794910582279466.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094794910582279466&source=h5_m,1986387,1419,2622,13440,84343,7094794878776855338,7094794878776855338,24,7094794878776855338,original sound - anne_5566,Jackie Chan🤔,7.092316894174594e+18,Jackie Chan🤔,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7094794911244946219.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/235dd4315ea21c0b3d5e16fa385e609f.json,False,False,,,,,[],0,0,Bhutan,#🤣 #🤣🤣🤣 #popular #intune #fyp #froyou,0,0,0,0,0,1,0,0,0,0
4,CA,7095498832284290310,1652049562, ,7085116978588140549,letters909,"Main acc
@kkara_69",0,False,https://m.tiktok.com/v/7095498832284290310.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095498832284290310&source=h5_m,5649193,46781,25124,791,438373,7075729123557100294,7075729123557100294,10036,7075729123557100294,Jiggle Jiggle,Duke & Jones & Louis Theroux,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/84fc699b425e4f8f8468af75e7906d7f,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/53d5df68e49f406d83b5031f70853539,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1623742151', 'external_song_key': 'apple_song_id'}]",0,0,Bhutan,,0,0,0,0,0,0,0,0,0,0
5,KR,7074921271720414465,1647258474,생얼바이부 바ㅜ부,6956510399600985089,이현,19살ㅇㅣ에요,0,False,https://m.tiktok.com/v/7074921271720414465.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7074921271720414465&source=h5_m,460401,532,701,1770,54155,7064884950239070977,7064884950239070977,72,7064884950239070977,Love Yourself (Drill Remix) (Contains music from: Love Yourself - Justin Bieber),"Contains music from: ""Love Yourself""",7.042141458783487e+18,❤️‍🔥,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7064887206300666626.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/8b0b64d91ba02c2dcb7c2850cc3026c2.json,False,False,Justin Bieber,Love Yourself,Love Yourself (Drill Remix) (Contains music from: Love Yourself - Justin Bieber),"Contains music from: ""Love Yourself""",[],0,0,Bhutan,,0,0,0,0,0,0,0,0,0,0
6,TH,7096327660212735259,1652242537,โอปป้าา#❤️ #oppa #GreenScreenScan,78702554863,JoopJeab,"ใช้ชีวิตให้มีความสุขค่ะ ยินดีที่ได้รู้จักทุกคนนะคะ☺️
IG : lingnoizaaaa",0,False,https://m.tiktok.com/v/7096327660212735259.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096327660212735259&source=h5_m,565185,90,124,59,29388,6911961766889032449,6911961766889032449,72,6911961766889032449,No One (Contains music from: NO ONE - LEE HI),"Contains music from: ""NO ONE""",6.708422051130689e+18,Valle Kientot,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6911961725151906561.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a5e3276492120b40752395b3f1539172.json,False,False,LEE HI,NO ONE,No One (Contains music from: NO ONE - LEE HI),"Contains music from: ""NO ONE""",[],0,0,Bhutan,#❤️ #oppa #GreenScreenScan,0,0,0,0,0,0,0,0,0,0
7,NG,7086479600351497477,1649949607, ,6839206260584317958,user6264583802120,,0,False,https://m.tiktok.com/v/7086479600351497477.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086479600351497477&source=h5_m,9968576,3005,11430,82872,224367,6728562975734515713,6728562975734515713,10036,6728562975734515713,Love You So,The King Khan & BBQ Show,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,Bhutan,,0,0,0,0,0,0,0,0,0,0
0,BT,7090030084538518785,1650776270,#0324mytest #abcxyz #fypシ #tigernest💞 #blessed ##tiktokbhutan🇧🇹🇧🇹🇧🇹✌️❤️ @changa_lha @kuenleey @Sönam Eüden,6598125186196275205,@seday23,"Follow my insta @ it’s me sedray✌️

             Snap- pem_seday21😜",0,False,https://www.tiktok.com/@sedray23/video/7090030084538518785?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090030084538518785&source=h5_m,21107,22,278,21,963,7077051959647161089,7077051959647161089,72,7077051959647161089,original sound - tsawang96,Tshewang,6.970519919792997e+18,Tshewang,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7077051954999970562.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d2b480559b34c4064b8447ab8ee4853d.json,False,False,,,,,[],0,0,Bhutan,#0324mytest #abcxyz #fypシ #tigernest💞 #blessed ##tiktokbhutan🇧🇹🇧🇹🇧🇹✌️❤️,1,0,0,0,0,0,1,0,0,0
1,BT,7081206905326128386,1648721963,Reply to @sangngagyaltshen  bye lonely people 🤣,6171987,lhadorje,"Artist from Bhutan 🇧🇹 🧿 
I hope my videos make you smile✨
Active on Instagram",0,False,https://www.tiktok.com/@lhadorje/video/7081206905326128386?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081206905326128386&source=h5_m,173376,84,14,92,9298,7066835039278877445,7066835039278877445,72,7066835039278877445,original sound - favour_eyen,Zibaby❤️,6.768358872429954e+18,Zibaby❤️,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7066835041275480838.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/cde7aa7dada4bda49ac07c85e22aacb0.json,False,False,,,,,[],0,0,Bhutan,,0,0,0,0,0,0,0,0,0,0
2,JP,7076033824559254786,1647517511,Easy👬👬🔥.#japan#tricking#illusion#tumbling#theforce#parkour#backflip #backflipchallenge#男子新体操#タンブリング#lol #일본,6532596666830274561,石川裕平,"NHK「テレビ体操」
体操のお兄さん🤸‍♀️",0,False,https://www.tiktok.com/@namiherg/video/7076033824559254786?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7076033824559254786&source=h5_m,2011114,351,723,3719,132607,6373163214225541890,6373163214225541890,10033,6373163214225541890,Shape of You,Ed Sheeran,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/16d2aa08b6794e6790e574e6e1ef56b4,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/db30adc1b831402e8d3e3d3206b9b918,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1193701392', 'external_song_key': 'apple_song_id'}]",0,0,Bhutan,#japan#tricking#illusion#tumbling#theforce#parkour#backflip #backflipchallenge#男子新体操#タンブリング#lol #일본,0,0,0,0,0,0,0,0,0,0
3,US,7103241651253939502,1653852327,Transforming a Nerd to a K-pop star 🤓😍#animation #asmr #satisfying #makeup #transformation #fyp #foryou,7088588848561357866,ItsAsmrAva,"Daily Animated ASMR 😌👂
👇THE APP👇",0,False,https://www.tiktok.com/@itsasmrava/video/7103241651253939502?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103241651253939502&source=h5_m,208652,326,93,82,25920,7103241621214448426,7103241621214448426,72,7103241621214448426,original sound - itsasmrava,ItsAsmrAva,7.088588848561358e+18,ItsAsmrAva,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7103241646875134763.mp3,,False,False,,,,,[],0,0,Bhutan,#animation #asmr #satisfying #makeup #transformation #fyp #foryou,0,0,1,0,0,1,0,0,0,0
4,GB,7098314518157135110,1652705141,He didnt even bother checking her!,6711721368502830086,MomentsGang™,"The Videos You Want To See!
TikTok@MomentsTEAM.com
Shop the products below! 👇",0,False,https://www.tiktok.com/@momentsgang/video/7098314518157135110?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098314518157135110&source=h5_m,1720739,158,62,500,66642,6662299805999500037,6662299805999500037,10036,6662299805999500037,Into Your Arms (feat. Ava Max),Witt Lowry,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/b5d3abfa345541429fc9233724ffd7d1,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/cd6bc16b4a674899b260f4f1c87cb8c6,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1390134105', 'external_song_key': 'apple_song_id'}]",0,0,Bhutan,,0,0,0,0,0,0,0,0,0,0
5,US,7098376481302154497,1652719566,Wonderful as you are,6705245568698254342,Wonderlife,"support@wonderlifestore.com📩📩
Fast Global Shipping ✈️
This is our only account",2,False,https://www.tiktok.com/@wonderlife.foryou/video/7098376481302154497?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098376481302154497&source=h5_m,7846561,3097,15290,863,464224,7077300555776920325,7077300555776920325,72,7077300555776920325,original sound - .00h.02m (Contains music from: Cool for the Summer - Demi Lovato),"Contains music from: ""Cool for the Summer""",6.993856931593995e+18,⠀,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7077300567269198598.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/b1ae302af7fa9b42655aa0d251dde0e9.json,False,False,Demi Lovato,Cool for the Summer,original sound - .00h.02m (Contains music from: Cool for the Summer - Demi Lovato),"Contains music from: ""Cool for the Summer""",[],0,0,Bhutan,,0,0,0,0,0,0,0,0,0,0
6,TH,7103069153703087387,1653812164,อย่างซนบอกตามตรง🤣🤣 #เข้มหัสวีร์ #เบื้องหลังการถ่ายทํา #กองถ่ายละคร #หนุ่มกองถ่าย #tiktok,6530223681842790401,วชิระ คำประเสริฐ,Facebook : wachira khamprasert (โบ๊ต),0,False,https://www.tiktok.com/@wachira_boat/video/7103069153703087387?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103069153703087387&source=h5_m,2254228,219,96,216,89634,7103069153338215195,7103069153338215195,24,7103069153338215195,original sound - wachira_boat,วชิระ คำประเสริฐ,6.53022368184279e+18,วชิระ คำประเสริฐ,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7103069169511451419.mp3,,False,False,,,,,[],0,0,Bhutan,#เข้มหัสวีร์ #เบื้องหลังการถ่ายทํา #กองถ่ายละคร #หนุ่มกองถ่าย #tiktok,0,0,0,0,0,0,0,1,0,0
7,CA,7076977721464622338,1647737281,Any other questions? #9MonthsPregnant #FullTerm #39Weeks #NewBaby #MomsOfTikTok,6612309441142734853,Ong Squad,"Welcome to #MomTok
🇨🇦 Mom x 5
Ongsquad@ttpmtalent.com",0,False,https://www.tiktok.com/@ongsquad/video/7076977721464622338?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7076977721464622338&source=h5_m,7318064,3278,594,1448,600311,6714094512249064198,6714094512249064198,72,6714094512249064198,original sound - jjustindanehower,jjustindanehower,6.714119329645102e+18,jjustindanehower,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1639183847056389.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/9202d458227eb3d2439ce2a294dbcedc.json,False,False,,,,,[],0,0,Bhutan,#9MonthsPregnant #FullTerm #39Weeks #NewBaby #MomsOfTikTok,0,0,0,0,0,0,0,0,0,0
0,BT,7076782109196635393,1647691735,felt cute but will probs delete l8r sk8r (or at least make pvt) 🤫 #fypシ #0324mytest,6785949890562065410,Dechen,"virtual life diary  

♥︎
mainly music X vlogs",0,False,https://www.tiktok.com/@lifeofdechen/video/7076782109196635393?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7076782109196635393&source=h5_m,54469,6,2,35,1376,7071399735059335941,7071399735059335941,72,7071399735059335941,Cool For The Summer (Contains music from: Cool for the Summer - Demi Lovato),"Contains music from: ""Cool for the Summer""",6.90350637288766e+18,"Bre, a hibryda",False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7071397571624749830.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/bacb209ca531cf5632e145e302fceb4c.json,False,False,Demi Lovato,Cool for the Summer,Cool For The Summer (Contains music from: Cool for the Summer - Demi Lovato),"Contains music from: ""Cool for the Summer""",[],0,0,Bhutan,#fypシ #0324mytest,1,0,0,0,0,0,1,0,0,0
1,BT,7087168609369214251,1650110034,Nyingthuenma let’s goo 💯 #fyp #foryoupage #krd #kinleyrigzindorji #tiktokbhutan #bhutanesesong #official_krd #yeshilhendupfilms #lipsync #summer,8441200,Kinley Rigzin Dorji,"KRD here 〽️
Insta: official_krd",0,False,https://www.tiktok.com/@official__krd/video/7087168609369214251?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087168609369214251&source=h5_m,172857,114,34,457,13007,7086391852412865282,7086391852412865282,72,7086391852412865282,original sound - yeshilhendupfilms,yeshilhendupfilms,6.613291614608703e+18,yeshilhendupfilms,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7086391825237740290.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/f6e589e961d7cc2f998ee6bd09f761c6.json,False,False,,,,,[],0,0,Bhutan,#fyp #foryoupage #krd #kinleyrigzindorji #tiktokbhutan #bhutanesesong #official_krd #yeshilhendupfilms #lipsync #summer,0,0,0,1,0,1,0,0,0,0
2,JP,7093862764795448578,1651668634, ,6971777008489464834,Mr.ENIKI/エニキ,"Recommended material site here
↓↓↓↓↓↓↓↓↓↓↓",0,False,https://www.tiktok.com/@eniki1gou/video/7093862764795448578?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093862764795448578&source=h5_m,38642172,20563,11184,24774,1473526,6839151901200615427,6839151901200615427,25,6839151901200615427,Mask Off - AOQER x Dogii x LonTonCosMoS,AOQER x Dogii x LonTonCosMoS,,,True,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/a0a61936c4144df993a36e05e03f4b2f,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/f1dc4b4a91454ede863a9296d86ea55a,True,True,,,,,[],0,0,Bhutan,,0,0,0,0,0,0,0,0,0,0
3,US,7084324169613184298,1649447757,#fyp #blowthisup,6916171976025441286,I’m funny,"Taken
13
Snap: it won’t let me in",0,False,https://www.tiktok.com/@suffi.rexx/video/7084324169613184298?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7084324169613184298&source=h5_m,24851404,75088,123422,167406,2673988,7084324135740050222,7084324135740050222,72,7084324135740050222,original sound - suffi.rexx,I’m funny,6.916171976025441e+18,I’m funny,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7084324158687005486.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/8b1ca1bd9e1121b287b3eeecc201d06b.json,False,False,,,,,[],0,0,Bhutan,#fyp #blowthisup,0,0,0,0,0,1,0,0,0,0
4,US,7078850238911384833,1648173261,Never rolling my eyes again.. 👀🤷🏻‍♂️ #eyerollchallenge,246455008890875905,Akshay 🐼,"Lets follow each other on insta☝🏻😃
VFX Artist
📩: Lostintimemedia@gmail.com",0,False,https://www.tiktok.com/@oyemox/video/7078850238911384833?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078850238911384833&source=h5_m,71981854,20981,30959,129939,2202727,7078850185069218562,7078850185069218562,72,7078850185069218562,original sound - oyemox (Contains music from: Аса хоса - Окси Авдалян),"Contains music from: ""Аса хоса""",2.464550088908759e+17,Akshay 🐼,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7078850125979814658.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/19e3934f0553e0ab15418c5118d9cf25.json,False,False,Окси Авдалян,Аса хоса,original sound - oyemox (Contains music from: Аса хоса - Окси Авдалян),"Contains music from: ""Аса хоса""",[],0,0,Bhutan,#eyerollchallenge,0,0,0,0,0,0,0,0,0,0
