,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_duet,hash_foryou,hash_foryoupage,hash_funny,hash_fyp,hash_fypシ,hash_movie,hash_trending,hash_viral,hash_xyzbca
2,AU,7075505170054008065,1647394429,‘This is what dreams are made of’,6532066880583122946,holly,23 year old Mama to my darling Hayze 🫶🏽,0,False,https://www.tiktok.com/@hollychisholmm/video/7075505170054008065?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075505170054008065&source=h5_m,81763,30,29,1,9945,7070678030062013226,7070678030062013226,72,7070678030062013226,BRENT MORGAN What Dreams Are Made Of (Contains music from: What Dreams Are Made Of - Hilary Duff),"Contains music from: ""What Dreams Are Made Of""",2.4316612346107085e+17,Brent Morgan,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7070678059686578990.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/a168c4384903af1e48f3f1e30065a863.json,False,False,Hilary Duff,What Dreams Are Made Of,BRENT MORGAN What Dreams Are Made Of (Contains music from: What Dreams Are Made Of - Hilary Duff),"Contains music from: ""What Dreams Are Made Of""",[],0,0,Cook Islands,,0,0,0,0,0,0,0,0,0,0
3,JP,7094088869561371906,1651721280,ミートスパイクの練習！#長崎jpic#jpic  #バレーボール #バレー#volleyball#ハイキュー#volleyballplayer#スパイク#spike#volleyballworld #おすすめ #いいね #フォロー#よろしくお願いします,7059366743446668290,ジェイピー君,"長崎JPICのﾏｽｺｯﾄであるジェイピー君の公式アカウントです。｢JPICの日常を載せるｯﾋﾟ🦅｣
フォローよろしくお願いします。
#長崎JPICバレーボール",0,False,https://www.tiktok.com/@jpic_mascot/video/7094088869561371906?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094088869561371906&source=h5_m,1377954,245,374,734,59315,7094088830017440513,7094088830017440513,24,7094088830017440513,original sound - jpic_mascot,ジェイピー君,7.059366743446668e+18,ジェイピー君,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7094088656100641537.mp3,,False,False,,,,,[],0,0,Cook Islands,#長崎jpic#jpic #バレーボール #バレー#volleyball#ハイキュー#volleyballplayer#スパイク#spike#volleyballworld #おすすめ #いいね #フォロー#よろしくお願いします,0,0,0,0,0,0,0,0,0,0
4,US,7103315567846755630,1653869536,Who tf chose the bg song 💀,6848859994415727621,Hanbit,"hello
biz: hanbity@rightclick.gg",0,False,https://www.tiktok.com/@hanbity/video/7103315567846755630?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103315567846755630&source=h5_m,601624,179,66,155,77087,7090598716322728710,7090598716322728710,72,7090598716322728710,original sound - hubbystef (Contains music from: Bundles (feat. Taylor Girlz) - Kayla Nicole),"Contains music from: ""Bundles (feat. Taylor Girlz)""",6.909585328454698e+18,𝖊𝖗𝖎𝖈𝖆 𝖘𝖆𝖑𝖛𝖆𝖙𝖔𝖗𝖊,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7090598722349910789.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/1dec6420a5b4940dd50e9190b12bcf47.json,False,False,Kayla Nicole,Bundles (feat. Taylor Girlz),original sound - hubbystef (Contains music from: Bundles (feat. Taylor Girlz) - Kayla Nicole),"Contains music from: ""Bundles (feat. Taylor Girlz)""",[],0,0,Cook Islands,,0,0,0,0,0,0,0,0,0,0
5,US,7070953667905522990,1646334695,shaved ice in a pineapple we are ready for summer! #ShavedIce #SnowCone #Snowball #Raspa #Satisfying #Pineapple #summer2022countdown,6826516069970363397,Granny’s Shaved Ice,"all pink, sister ran 💗 
📍TEXAS 
follow along on insta",0,False,https://www.tiktok.com/@grannys_shaved_ice/video/7070953667905522990?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7070953667905522990&source=h5_m,8573914,2089,13195,258,433499,7057869803842997038,7057869803842997038,10036,7057869803842997038,Cmonnn (Hit It One Time),5Star,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/502bd1a34d004577ba1d7186a4b13c08,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/8eca65bc83bf45fea4afa493e0efc849,False,True,,,,,[],0,0,Cook Islands,#ShavedIce #SnowCone #Snowball #Raspa #Satisfying #Pineapple #summer2022countdown,0,0,0,0,0,0,0,0,0,0
6,US,7103336964543368490,1653874518,Don’t wanna cross them all love tho 💕 #samoan #polynesian #tongan #hawaiian #alllove #aapifamily,6847942038005105669,Phoenix,18,0,False,https://www.tiktok.com/@palagigirl/video/7103336964543368490?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103336964543368490&source=h5_m,106049,357,167,277,25790,7042812289392626478,7042812289392626478,72,7042812289392626478,the boy is mine sped up,j<3,7.040259351460644e+18,j<3,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7042812317516122926.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/94f4ce890d0ad70f37e5dbbfba4b8d78.json,False,False,,,,,[],0,0,Cook Islands,#samoan #polynesian #tongan #hawaiian #alllove #aapifamily,0,0,0,0,0,0,0,0,0,0
7,US,7092480101744692526,1651346708,Asking for a friend 😏 #fyp #foryou #foryour #parati #foryoupage #foryourpage #disabilityawareness,6772349051909473285,Anthony Sanchez,"FT WORTH, TEXAS 📍Paralyzed, But Still Enjoying Life ♿️❤️😁",0,False,https://www.tiktok.com/@wheelchairpapi/video/7092480101744692526?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092480101744692526&source=h5_m,2723373,9353,489,440,175442,6720099877960928006,6720099877960928006,72,6720099877960928006,Show you what you missin,Merrickbeaumont,6.653845923947217e+18,Merrickbeaumont,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1640692628415509.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/506de2bf565f37ad5854c1ec40072be0.json,False,False,,,,,[],0,0,Cook Islands,#fyp #foryou #foryour #parati #foryoupage #foryourpage #disabilityawareness,0,1,1,0,1,0,0,0,0,0
0,CA,7103286295866133766,1653862723,You are fortunate Amanda for thy 🐈 have avert from catching thy STI you shall continue practicing safe love making. Behold we shall meet again on your next Rendezvous. Keep the 🐱 purr-ing. #nurse #nursesoftiktok #nurselife #nurses #nursehumor #nursing #nursingstudent #nursingschool #nursetiktok #nurseproblems #medicalhumor #medicaltiktok #hospitallife #hospitaltiktoks #healthcareworker #healthcarehumor #cna #travelnurse #ernurse #cnalife #fyp #fypシ #foryou,1311438,Jc Dela Cruz,"No real patient/work scenario
Ads/Collab DM me
📩: nurse.johnnbiz@outlook.com",0,False,https://www.tiktok.com/@nurse.johnn/video/7103286295866133766?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103286295866133766&source=h5_m,5353787,3899,9970,6835,948055,7101428421607197486,7101428421607197486,72,7101428421607197486,original sound - ranvision_official (Contains music from: Until I Found You - Stephen Sanchez),"Contains music from: ""Until I Found You""",7.019492714535388e+18,Ranvision Official,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7101428459322526510.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/62deb023b84afa0c4272eb7c1d7cd52d.json,False,False,Stephen Sanchez,Until I Found You,original sound - ranvision_official (Contains music from: Until I Found You - Stephen Sanchez),"Contains music from: ""Until I Found You""",[],0,0,Cook Islands,#nurse #nursesoftiktok #nurselife #nurses #nursehumor #nursing #nursingstudent #nursingschool #nursetiktok #nurseproblems #medicalhumor #medicaltiktok #hospitallife #hospitaltiktoks #healthcareworker #healthcarehumor #cna #travelnurse #ernurse #cnalife #fyp #fypシ #foryou,0,1,0,0,1,1,0,0,0,0
1,AU,7102712390776605954,1653729099,Home 🏡🤍 @notkingsapphire,6880111432239924226,Siosifa Latu,"🇹🇴
20
Am I a simp for my gf? Yes... yes tf I am🙃
wallpapers on ig highlight🤝",0,False,https://www.tiktok.com/@sifa_latu/video/7102712390776605954?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102712390776605954&source=h5_m,72675,105,75,249,14386,7100895875358149422,7100895875358149422,72,7100895875358149422,original sound - trin10.xx,𝕭,6.857785402431374e+18,𝕭,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7100895937777666859.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/26c896eb9876f4df85c3c328f2614b4a.json,False,False,,,,,[],0,0,Cook Islands,,0,0,0,0,0,0,0,0,0,0
2,GB,7101705605710236934,1653494689,#pov you accidently k!led your brothers wife on their wedding day … so you’re trying to cover it up TW FAKE BLOOD ⚠️,6693123383091659782,Car🧚‍♀️🪐,"your sister of POV’s💗
and some other random stuff <3",0,False,https://www.tiktok.com/@carastewartx/video/7101705605710236934?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101705605710236934&source=h5_m,6348929,612,413,3240,839252,6697727385443240710,6697727385443240710,72,6697727385443240710,Wait For Me from Hadestown (Contains music from: Wait for Me (Live) - Original Cast of Hadestown),"Contains music from: ""Wait for Me (Live)""",7.548482665231974e+16,TikTok Mary Poppins,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1635189798469686.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/e1acb97fc343bd6edeaac7f85a9d5410.json,False,False,Original Cast of Hadestown,Wait for Me (Live),Wait For Me from Hadestown (Contains music from: Wait for Me (Live) - Original Cast of Hadestown),"Contains music from: ""Wait for Me (Live)""",[],0,0,Cook Islands,#pov,0,0,0,0,0,0,0,0,0,0
3,US,7102289780024544558,1653630703,#question from @otakoyakisoba I think my Mom doesn’t care…,6763517179218330630,otakoyakisoba,"Your favorite Family of EEDJIOTS.
⬇️ TRY EXPRESS VPN 7 DAYS FREE TRIAL NOW!",0,False,https://www.tiktok.com/@otakoyakisoba/video/7102289780024544558?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102289780024544558&source=h5_m,1218587,2137,880,722,145606,7102289699544271658,7102289699544271658,72,7102289699544271658,original sound - otakoyakisoba,otakoyakisoba,6.763517179218331e+18,otakoyakisoba,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7102289760353356590.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/0391b9b6f8e4f17a9a3be6ccc2e71699.json,False,False,,,,,[],0,0,Cook Islands,#question,0,0,0,0,0,0,0,0,0,0
4,US,7102230994073161002,1653617014,#ad This sound is so funny to me #fyp #foryou #maiyarissa #ad #coldest (Use promo code: MAIYA) @The Coldest Water,6980580535584572422,mai,"20
just a fan page for my family at this point 

📧: maiya.arissa@gmail.com",0,False,https://www.tiktok.com/@maiya.arissa/video/7102230994073161002?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102230994073161002&source=h5_m,68968,25,14,25,10005,7092093144585620267,7092093144585620267,72,7092093144585620267,original sound - lucynthiaent,,6.871838024137852e+18,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7092096165965024046.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/5f3afee2bafb566e628add67b33dfc67.json,False,False,,,,,[],0,0,Cook Islands,#ad #fyp #foryou #maiyarissa #ad #coldest,0,1,0,0,1,0,0,0,0,0
5,AU,7101431165596241153,1653430792,#fyp #fypシ #foryoupage #nrl #nrlbryn #viral #nrl_clipzz29 #cobboszn,7100382559818253317,Byron,Follow my main @cobbo.szn,0,False,https://www.tiktok.com/@nrlbryn/video/7101431165596241153?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101431165596241153&source=h5_m,527626,462,132,1514,42927,7101431128703175426,7101431128703175426,72,7101431128703175426,original sound - nrlbryn (Contains music from: Drip or Drown Remix (feat. Lil Yachty) - Gunna),"Contains music from: ""Drip or Drown Remix (feat. Lil Yachty)""",7.100382559818253e+18,Byron,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7101431126610512641.mp3,,False,False,Gunna,Drip or Drown Remix (feat. Lil Yachty),original sound - nrlbryn (Contains music from: Drip or Drown Remix (feat. Lil Yachty) - Gunna),"Contains music from: ""Drip or Drown Remix (feat. Lil Yachty)""",[],0,0,Cook Islands,#fyp #fypシ #foryoupage #nrl #nrlbryn #viral #nrl_clipzz29 #cobboszn,0,0,1,0,1,1,0,0,1,0
6,DE,7093465555755076869,1651576154,ROVER🛻💨Dancetutorial‼️Slowversion🐌! Dc: @jeffxtingz #rover #roverchallenge #dancetutorial #roverdance #fyp,6915455219325584386,BlackfootSenpai,"‼️DANCETUTORIALS‼️
👟HIPHOP-BASICS👟",0,False,https://www.tiktok.com/@senpaiblackfoot/video/7093465555755076869?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093465555755076869&source=h5_m,483017,70,411,37,21644,7084242536273103618,7084242536273103618,72,7084242536273103618,Leoauf (Contains music from: Rover (feat. DTG) - S1mba),"Contains music from: ""Rover (feat. DTG)""",6.765520916803945e+18,𝑳𝑬𝑶𝑨𝑼𝑭,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7084242464118606593.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/f416540eb48884ce22770de2926b425d.json,False,False,S1mba,Rover (feat. DTG),Leoauf (Contains music from: Rover (feat. DTG) - S1mba),"Contains music from: ""Rover (feat. DTG)""",[],0,0,Cook Islands,#rover #roverchallenge #dancetutorial #roverdance #fyp,0,0,0,0,1,0,0,0,0,0
7,US,7071059228328267051,1646359272,"there was just too much going on,, especially in the end🤣💀🌚@linaaa.makaafi @mitchellzoiey #CorollaCrossStep #fypシ #polytiktok🇹🇴#cokesponserme",6642426235237351430,rubynay,just for memories,0,False,https://www.tiktok.com/@raunchyranda/video/7071059228328267051?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7071059228328267051&source=h5_m,189944,129,213,29,16525,7063028548142975746,7063028548142975746,72,7063028548142975746,original sound - veesiliveliaa,😹,6.835273577446049e+18,😹,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7063036437444168450.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c288026497dc8cf8872d51d32e982cdd.json,False,False,,,,,[],0,0,Cook Islands,#CorollaCrossStep #fypシ #polytiktok🇹🇴#cokesponserme,0,0,0,0,0,1,0,0,0,0
0,GB,7100640108356914438,1653246608,She ate | #roblox_b4ddie #fyp #foryoupage #foryou #fypシ #justiceforjohnnydepp #johnnydepptrial #amberheardjohnnydepp #amberturd #camillevasquez #gobadbihgobadbihgo #viral #trending #xyzbca,6979688647408059397,roblox_b4ddie,"As your here, you might as well follow 
Roblox user: helloitsmefh",0,False,https://www.tiktok.com/@roblox_b4ddie/video/7100640108356914438?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100640108356914438&source=h5_m,1489621,1421,733,2326,275526,6958229703131924482,6958229703131924482,10033,6958229703131924482,Bundles (feat. Taylor Girlz),Kayla Nicole,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/9b9db544d0f74dde8e7ad0c8b57ac89c,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/1aedb388a65b40ccb531ae79d861db66,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1565949847', 'external_song_key': 'apple_song_id'}]",0,0,Cook Islands,#roblox_b4ddie #fyp #foryoupage #foryou #fypシ #justiceforjohnnydepp #johnnydepptrial #amberheardjohnnydepp #amberturd #camillevasquez #gobadbihgobadbihgo #viral #trending #xyzbca,0,1,1,0,1,1,0,1,1,1
1,GB,7102928916133809414,1653779514,@thaaqib_h #bengali  #fyp #siblings,4419893,Tasnim,Cringe central x (pls dnt repost my videos),0,False,https://www.tiktok.com/@tasnim__h/video/7102928916133809414?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102928916133809414&source=h5_m,709017,1333,3525,14,100540,7102928900677896966,7102928900677896966,72,7102928900677896966,original sound - tasnim__h,Tasnim,4419893.0,Tasnim,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102928188556528389.mp3,,False,False,,,,,[],0,0,Cook Islands,#bengali #fyp #siblings,0,0,0,0,1,0,0,0,0,0
2,AU,7101977202962484481,1653557925,Just following Heards tutorial....this took me fucking hours so it better to viral 🤣 #amberheard #amberturd #bruisekit #amberheardbruisekit,6729739652188783622,Courtney Leigh Holli,Makeup Enthusiast. Aussie,0,False,https://www.tiktok.com/@courtneyleighholl/video/7101977202962484481?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101977202962484481&source=h5_m,4621140,1896,2530,2346,523880,7098383331942763307,7098383331942763307,72,7098383331942763307,original sound - thevintageblonde_,Kelsey Adrienne,6.903295887658763e+18,Kelsey Adrienne,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7098382727506021166.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/84ec3ad13360189dfb0a30e757c46b51.json,False,False,,,,,[],0,0,Cook Islands,#amberheard #amberturd #bruisekit #amberheardbruisekit,0,0,0,0,0,0,0,0,0,0
3,ID,7103318607978908954,1653870245,wajib bgt cobain nonton Top Gun: Maverick tapi 4DX!!! SERU BGT kaya naik wahana 2 jam🤩🥰 #topgun #4DX #CGV #maverick,6719489580587156481,sye,,0,False,https://www.tiktok.com/@syekaaar/video/7103318607978908954?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103318607978908954&source=h5_m,291197,333,1750,0,13276,7089828122854197249,7089828122854197249,10033,7089828122854197249,About Damn Time,Lizzo,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/62d497a35bcf407598da8ac1d741359b,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/38418ae73d084e45a86fb6cbbd0149fe,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1619162353', 'external_song_key': 'apple_song_id'}]",0,0,Cook Islands,#topgun #4DX #CGV #maverick,0,0,0,0,0,0,0,0,0,0
4,AU,7101203604744178945,1653377807,#stitch with @farin_wixon3  hoooyeah 🧐,6829505038408287238,JunzJane,My sister throws up Gvng signs in family pics 🤣🇹🇴,0,False,https://www.tiktok.com/@junzjane/video/7101203604744178945?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101203604744178945&source=h5_m,384492,2370,1471,3058,65808,7101203593847507713,7101203593847507713,72,7101203593847507713,original sound - junzjane,JunzJane,6.829505038408287e+18,JunzJane,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7101203564865211138.mp3,,False,False,,,,,[],0,0,Cook Islands,#stitch,0,0,0,0,0,0,0,0,0,0
5,AU,7103139485327592705,1653828540,Here we go again,6798324500859569158,Brodie Moss,Youtuber / Creator at YBS Youngbloods,0,False,https://www.tiktok.com/@ybsbrodie/video/7103139485327592705?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103139485327592705&source=h5_m,1115885,332,420,213,79284,7103139466855942913,7103139466855942913,72,7103139466855942913,original sound - ybsbrodie,Brodie Moss,6.798324500859569e+18,Brodie Moss,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7103139471318977282.mp3,,False,False,,,,,[],0,0,Cook Islands,,0,0,0,0,0,0,0,0,0,0
6,DE,7093193846074395910,1651512890,#CapCut #basketball #slamdunk #crossover #basketballtraining #basketballchallenge #kobebryant,6952977992335787014,Basketball411,"For more basketball dribbling training videos, 
contact caijing0824@gmail.com",0,False,https://www.tiktok.com/@basketball0411/video/7093193846074395910?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093193846074395910&source=h5_m,1307311,107,198,175,51545,6709399994480232449,6709399994480232449,10033,6709399994480232449,Danza Kuduro - Original Mix,Don Lore V,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/98fcdb9389fe43079b16c4ad3a7ff1fa,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/3a354906d681439da1b6da85a53f6d04,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1021379997', 'external_song_key': 'apple_song_id'}]",0,0,Cook Islands,#CapCut #basketball #slamdunk #crossover #basketballtraining #basketballchallenge #kobebryant,0,0,0,0,0,0,0,0,0,0
7,GB,7086876157622111494,1650041938,baby names meaning light ⚡️,6931843894717318150,𝐧𝗼𝐭 𝗺𝐲 𝐩𝐢𝐜𝐬 🛼,here to help you find your perfect baby name list 🤍,0,False,https://www.tiktok.com/@officialbabyynamezz/video/7086876157622111494?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086876157622111494&source=h5_m,354134,78,204,2578,29175,6991259633860070171,6991259633860070171,24,6991259633860070171,double take,chillytunees,6.81661423556672e+18,chillytunees,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/6991259565102779162.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7b0ca0afc5e87cb34fefb5ab288977f4.json,False,False,,,,,[],0,0,Cook Islands,,0,0,0,0,0,0,0,0,0,0
0,US,7102162957697649963,1653601174,And still to this day 😏 #couplescomedy #marriagehumor #couplegoals #husbandsreaction #couplestiktok,6941498276986520581,Amariz Karina,"Millennial parents raising Gen Alpha’s.
NEW VIDEO IS UP NOW👇🏼",0,False,https://www.tiktok.com/@thelearyfam/video/7102162957697649963?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102162957697649963&source=h5_m,264926,42,710,522,11528,7066848062240606982,7066848062240606982,72,7066848062240606982,original sound - oceaane.alvesdj,Tiktokeuse,6.544313443346814e+18,Tiktokeuse,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7066848066694941446.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e57d0a38204e35df1e661c3ea7b33104.json,False,False,,,,,[],0,0,Cook Islands,#couplescomedy #marriagehumor #couplegoals #husbandsreaction #couplestiktok,0,0,0,0,0,0,0,0,0,0
1,GB,7103430507328851206,1653896305,#leeminho #kdrama #movie #thekingeternalmonarch,7094815725487555590,kimcidramas,"Share good Korean dramas
Thanks for your attention",0,False,https://www.tiktok.com/@kimcidramas/video/7103430507328851206?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103430507328851206&source=h5_m,143736,24,13,68,6593,6752822830724811524,6752822830724811524,25,6752822830724811524,Fade灵魂电音绝美吟唱 (69 Remix),Alan Walker,,,True,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/7852b9e4f22f4cb4b5fddb9255164f42,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/2a04b52856c5493e9052b8e139ce94fc,True,True,,,,,[],0,0,Cook Islands,#leeminho #kdrama #movie #thekingeternalmonarch,0,0,0,0,0,0,1,0,0,0
2,US,7103220760256220458,1653847462,"The Faze Rug Drink, let’s get @FaZe Rug to try it!🔥 #fyp #viral #trend #starbucks #indian #barista #brown",6723934943640699910,Josiah,"1 follow = 1 pump of syrup in my next drink
Starbucks Drink Hack at 300K👀🤫",0,False,https://www.tiktok.com/@itsjoboi/video/7103220760256220458?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103220760256220458&source=h5_m,1517749,2607,507,2538,123896,7081465141954644782,7081465141954644782,72,7081465141954644782,as it was bridge (Contains music from: As It Was - Harry Styles),"Contains music from: ""As It Was""",6.922997395350423e+18,niall horans bff,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7081464729197169450.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/439d927b9a9035f560bbeca03e25ef5d.json,False,False,Harry Styles,As It Was,as it was bridge (Contains music from: As It Was - Harry Styles),"Contains music from: ""As It Was""",[],0,0,Cook Islands,#fyp #viral #trend #starbucks #indian #barista #brown,0,0,0,0,1,0,0,0,1,0
3,GB,7076207748458810629,1647558006,#fyp #funny #beyondscaredstright,7019692265686909958,Please follow me!!!,"1 million followers 🙏
I have more followers than Connor👨‍🦰😎",0,False,https://www.tiktok.com/@tvwatchmoments/video/7076207748458810629?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7076207748458810629&source=h5_m,31065417,16264,8174,344,3583814,7076207739789118214,7076207739789118214,72,7076207739789118214,original sound - tvwatchmoments,Please follow me!!!,7.01969226568691e+18,Please follow me!!!,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7076207742453172998.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/070bdd13f351c1d6167fd070217afd74.json,False,False,,,,,[],0,0,Cook Islands,#fyp #funny #beyondscaredstright,0,0,0,1,1,0,0,0,0,0
4,CA,7095429260311072006,1652033362,"“Spread kindness, because everybody needs help” — 🥺❤️ (Donation L1NK Live) #mother #mothersday #child #money #stranger #fyp",6740960667346404357,Zachery Dereniowski,"📧 zachery@onefluent.com
Everything You Need ⬇️",0,False,https://www.tiktok.com/@mdmotivator/video/7095429260311072006?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095429260311072006&source=h5_m,9803231,9017,3958,3527,1479707,7095429278012033797,7095429278012033797,72,7095429278012033797,original sound - mdmotivator,Zachery Dereniowski,6.740960667346404e+18,Zachery Dereniowski,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7095429271996451589.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/5800e69472760b389cff4a145332e515.json,False,False,,,,,[],0,0,Cook Islands,#mother #mothersday #child #money #stranger #fyp,0,0,0,0,1,0,0,0,0,0
