,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_bajantiktok,hash_barbados,hash_foryou,hash_foryoupage,hash_funny,hash_fyp,hash_fypシ,hash_trending,hash_viral,hash_xyzbca
6,GB,7092034176060280069,1651242884,Pettiest Reasons Part 2,6800785036063327238,ShxtsNGigs Podcast,"ShxtsNGigs 
Top 3 Podcast On Spotify 
Full vids on YT
Extra Episodes on Patreon",0,False,https://m.tiktok.com/v/7092034176060280069.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092034176060280069&source=h5_m,6754363,3678,14332,8704,1205092,6746993352891189249,6746993352891189249,10033,6746993352891189249,Monkeys Spinning Monkeys,Kevin MacLeod & Kevin The Monkey,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/ea8ca7768b2142be9cafe3284d9b97fa,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/bd04654513374431956fb38fa9f8db1b,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1581990211', 'external_song_key': 'apple_song_id'}]",0,0,Barbados,,0,0,0,0,0,0,0,0,0,0
7,US,7100653795406859563,1653249794,The world is backwards asl ngl 🤣😭,669732,Damaury Mikula,"Road to 5 mil 🥷
IG: @d.getzbucks 📸
Offers below ⬇️🔥",0,False,https://m.tiktok.com/v/7100653795406859563.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100653795406859563&source=h5_m,212284,153,170,61,24057,7089521179014384430,7089521179014384430,72,7089521179014384430,original sound - pttccer,s,7.031349318041355e+18,s,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7089521197871794986.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/656f49ce3ee6e07516cef06eef11bb53.json,False,False,,,,,[],0,0,Barbados,,0,0,0,0,0,0,0,0,0,0
0,BB,7096965326696451334,1652391007,We needs to tlk about this😭#fyp #foryou #foryoupage #viral #fypchallenge #xyzbca #greenscreensticker #rightfootcreep #FindYourEdge,6810509624812471302,Jay:)🥀🖤,"Barbados 📍
Support me as much on Instagram too🤪",0,False,https://m.tiktok.com/v/7096965326696451334.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096965326696451334&source=h5_m,5523,10,27,102,754,6871082689080854530,6871082689080854530,10033,6871082689080854530,Right Foot Creep,YoungBoy Never Broke Again,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/0e455f18f81448308122529cc075d55c,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/bace5fe60c96459ebe0c40be91add124,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1530122792', 'external_song_key': 'apple_song_id'}]",0,0,Barbados,#fyp #foryou #foryoupage #viral #fypchallenge #xyzbca #greenscreensticker #rightfootcreep #FindYourEdge,0,0,1,1,0,1,0,0,1,1
1,BB,7103202631224495365,1653843242,On The Lips? #bajantiktok #sommerray #pullup #LenovoJustBeyou #viral #fyp #xyzbca,7098284894892540933,JavsHuncho,"If You Love To Laugh You've Come To The Right Place🤪
Follow My Ig Too😎",0,False,https://m.tiktok.com/v/7103202631224495365.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103202631224495365&source=h5_m,1836,10,2,15,238,7080650830436780846,7080650830436780846,72,7080650830436780846,original sound - javywz (Contains music from: Off Tha Lot - Yeat & YEAT),"Contains music from: ""Off Tha Lot""",6.958262416711157e+18,Jay,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7080650850456193834.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/1dadd3e27192d677edd0154678f92b6d.json,False,False,Yeat & YEAT,Off Tha Lot,original sound - javywz (Contains music from: Off Tha Lot - Yeat & YEAT),"Contains music from: ""Off Tha Lot""",[],0,0,Barbados,#bajantiktok #sommerray #pullup #LenovoJustBeyou #viral #fyp #xyzbca,1,0,0,0,0,1,0,0,1,1
2,US,7081829424869494059,1648866904,"Happy 3 great years to my sound, #MaaaanGuessWhatIWant 😩🙌🏽 Thank y’all so much for still using it to this day! ❤️ God, I thank YOU!",5058536,TyG 🤣✨,"GOD 🤍 • ↗️
I THINK THE THINK NOT
Don’t box me in, I’m allergic 🎨 
#TeamTYtans",0,False,https://m.tiktok.com/v/7081829424869494059.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081829424869494059&source=h5_m,681496,425,239,863,117514,6674586526275390213,6674586526275390213,72,6674586526275390213,Maaaan Guess What I Want Food Rap (Contains music from: Son Goku - Miracle),"Contains music from: ""Son Goku""",5058536.0,TyG 🤣✨,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1629620180436997.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/c0162e388ca9dcea96194943ccce0aad.json,False,False,Miracle,Son Goku,Maaaan Guess What I Want Food Rap (Contains music from: Son Goku - Miracle),"Contains music from: ""Son Goku""",[],0,0,Barbados,#MaaaanGuessWhatIWant,0,0,0,0,0,0,0,0,0,0
3,AU,7099724938331950337,1653033529,parallels 💕 #fakebodies #dancemoms #dancemomsedit #maddieziegler #fyp #viral #xyzbca,6883636292514300929,annie<3,"vsp | aldc edits.
goal: 160k 💟
TYSM for 150k!",0,False,https://m.tiktok.com/v/7099724938331950337.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099724938331950337&source=h5_m,7136050,3569,1380,15772,820050,7099724936016644865,7099724936016644865,72,7099724936016644865,original sound - pattinsonfx,annie<3,6.883636292514301e+18,annie<3,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7099724935379028737.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/acb78d03bebe427ea876bca007b12a7e.json,False,False,,,,,[],0,0,Barbados,#fakebodies #dancemoms #dancemomsedit #maddieziegler #fyp #viral #xyzbca,0,0,0,0,0,1,0,0,1,1
4,US,7077688277423181099,1647902718,RATE IT FROM 1-10 🤩🤢 #decoratemycar #kiaoptimasxl #amazon #shein,6941819290303955973,Vickey,Be ya self be random,0,False,https://m.tiktok.com/v/7077688277423181099.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077688277423181099&source=h5_m,193571,407,87,58,37353,7044950939840678662,7044950939840678662,72,7044950939840678662,Take care,60 Second Sounds🦋,6.852743990275589e+18,60 Second Sounds🦋,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7044950983377636102.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/fab638d3a2c0256a5bd38b99d7fbf0c8.json,False,False,,,,,[],0,0,Barbados,#decoratemycar #kiaoptimasxl #amazon #shein,0,0,0,0,0,0,0,0,0,0
5,FR,7103076689361587462,1653813922,#texasdad #rire_tiktok,6817932875032380421,Diaki''S 💯,comedy show,0,False,https://m.tiktok.com/v/7103076689361587462.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103076689361587462&source=h5_m,2722431,716,1586,282,301636,7103076669363538694,7103076669363538694,72,7103076669363538694,original sound - diakki,Diaki''S 💯,6.81793287503238e+18,Diaki''S 💯,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103076695367813894.mp3,,False,False,,,,,[],0,0,Barbados,#texasdad #rire_tiktok,0,0,0,0,0,0,0,0,0,0
6,PH,7102719537191144731,1653730762,nasobrahan 😂 @mikeepitoc1,6584253717653504002,Reena Fabian,just for fun ❤️,0,False,https://m.tiktok.com/v/7102719537191144731.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102719537191144731&source=h5_m,1230037,1655,774,1247,147456,7087111654646860550,7087111654646860550,72,7087111654646860550,original sound - stationv (Contains music from: Freestyle Diez #1 - GAZY MP),"Contains music from: ""Freestyle Diez #1""",6.793346273837041e+18,StationV,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7087121659865336581.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/61058b4587c9f93170540d0fd01f6fd6.json,False,False,GAZY MP,Freestyle Diez #1,original sound - stationv (Contains music from: Freestyle Diez #1 - GAZY MP),"Contains music from: ""Freestyle Diez #1""",[],0,0,Barbados,,0,0,0,0,0,0,0,0,0,0
7,GB,7102313891224407301,1653636322,#tiktok #facts #viral #foruoupage #joingirls #girlssupportgirls #thoughts #jointhegirls #mentalhealth,7100638127517271045,Girls facts,Follow to join the girls ❤️❤️❤️,0,False,https://m.tiktok.com/v/7102313891224407301.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102313891224407301&source=h5_m,391624,414,521,426,56620,6754856003918891009,6754856003918891009,10033,6754856003918891009,Ruthless (Nice Guys Always Finish Last),MarMar Oso,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/51432e18fd4b46f087dc20718c4117e8,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/f1a8460bde514e288867e3085ba58eb4,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1447992661', 'external_song_key': 'apple_song_id'}]",0,0,Barbados,#tiktok #facts #viral #foruoupage #joingirls #girlssupportgirls #thoughts #jointhegirls #mentalhealth,0,0,0,0,0,0,0,0,1,0
0,BB,7079439386093423877,1648310430, ,6897332812761383937,kyãã,RiP 🕊 Swayyy,0,False,https://www.tiktok.com/@long_live12345/video/7079439386093423877?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079439386093423877&source=h5_m,13704,17,14,1,1250,7046051123374885637,7046051123374885637,72,7046051123374885637,original sound - spideyssdt (Contains music from: Only Love Can Hurt Like This (Slowed Down Version) - Paloma Faith),"Contains music from: ""Only Love Can Hurt Like This (Slowed Down Version)""",7.04388880792681e+18,Spider-man page,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7046051162252249861.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c483eac889450dfd397516d3fc3a9235.json,False,False,Paloma Faith,Only Love Can Hurt Like This (Slowed Down Version),original sound - spideyssdt (Contains music from: Only Love Can Hurt Like This (Slowed Down Version) - Paloma Faith),"Contains music from: ""Only Love Can Hurt Like This (Slowed Down Version)""",[],0,0,Barbados,,0,0,0,0,0,0,0,0,0,0
1,BB,7101775527114984709,1653510968,🧿 #foryou,7069032928618382341,k.e.h.2,,0,False,https://www.tiktok.com/@k.e.h.2/video/7101775527114984709?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101775527114984709&source=h5_m,1198,0,0,2,35,7030516473684609798,7030516473684609798,10036,7030516473684609798,The Boy Is Mine,Brandy & Monica,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/e96a67a36eba47eda2f9cfaa61fd3e26,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/a564d5dd2c1545dc85c7b559cc114ca0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '20913041', 'external_song_key': 'apple_song_id'}]",0,0,Barbados,#foryou,0,0,1,0,0,0,0,0,0,0
2,NG,7096879552697306373,1652371036,African parents always win😪😩😂😂#fyp #viral #fyp #viral #humor #comedy #wisdomsociety #africa #africanparents #anime #naruto #greenscreenvideo #xyzbca,6825552723507020806,THE WISDOM MAN😎,"CEO of the WISDOM SOCIETY😎
🇳🇬
Dm on IG for promos💰
 Visit  sidegig.co",0,False,https://www.tiktok.com/@r0dn3y_/video/7096879552697306373?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096879552697306373&source=h5_m,3203905,5860,5129,54588,526110,7029698437293624069,7029698437293624069,72,7029698437293624069,original sound - genjutsu.beats (Contains music from: Rambo - Berdan 427),"Contains music from: ""Rambo""",6.868495577543804e+18,Genjutsu Beats,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7029698517245446917.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/92f84ef964ea76d8e4ff20ab0e930d40.json,False,False,Berdan 427,Rambo,original sound - genjutsu.beats (Contains music from: Rambo - Berdan 427),"Contains music from: ""Rambo""",[],0,0,Barbados,#fyp #viral #fyp #viral #humor #comedy #wisdomsociety #africa #africanparents #anime #naruto #greenscreenvideo #xyzbca,0,0,0,0,0,2,0,0,2,1
3,DE,7100585148877393158,1653233812,tag someone who should try this!! 😼☝🏽 (hit + for more 🤝) | IG phucbui0 🤍,6722022371614835718,phucbui0,"DM & FOLLOW me up there👆🏽
germany
vietnamese🇻🇳
your plug for aesthetic poses",0,False,https://www.tiktok.com/@.phucbui0/video/7100585148877393158?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100585148877393158&source=h5_m,726182,175,534,330,141104,7074929544960019206,7074929544960019206,72,7074929544960019206,Unforgettable x Peru,switchdisco,6.820680881180935e+18,switchdisco,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7074929590041578246.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/bd396eeff6f0bef2147dbe2110f93985.json,False,False,,,,,[],0,0,Barbados,,0,0,0,0,0,0,0,0,0,0
4,GB,7102784631153511726,1653745919,me and my friends our group chats if it ever got leaked omg we would be done for #xyzbca #viral #fyp,6988652244959577093,Jayden,"18
follow new Instagram in bio ^ 
yes I’m from dubsmash
welcome to my life 🌚",0,False,https://www.tiktok.com/@jaydensalaam/video/7102784631153511726?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102784631153511726&source=h5_m,527779,4004,4623,8271,100098,6728562975734515713,6728562975734515713,10036,6728562975734515713,Love You So,The King Khan & BBQ Show,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,Barbados,#xyzbca #viral #fyp,0,0,0,0,0,1,0,0,1,1
5,GB,7099844094196813061,1653061272,TRY NOT TO LAUGH 😂!  Level (IMPOSSIBLE) 😂😂😂😂 #lol #duet #bashtheentertainer,3536030,BashTheEntertainer,CEO of Happiness & Smiles 😃I love my Daughter ♥️🇨🇩🇬🇧,0,False,https://www.tiktok.com/@bashtheentertainer/video/7099844094196813061?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099844094196813061&source=h5_m,1631960,4552,3257,6141,204383,7099844406953446150,7099844406953446150,72,7099844406953446150,original sound - bashtheentertainer,BashTheEntertainer,3536030.0,BashTheEntertainer,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099844414046063365.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/86c352cdc5a754cfb48a464c4b2000cd.json,False,False,,,,,[],0,0,Barbados,#lol #duet #bashtheentertainer,0,0,0,0,0,0,0,0,0,0
6,US,7074530286499007790,1647167449,DID U MISS THE COLOR ? Style by @DestinyOlivia,6788613585909695494,Lord Hec,"@thefuturekingz
YT : 400,000 SUBS
NEW VIDEO BELOW 👇",0,False,https://www.tiktok.com/@lordhec/video/7074530286499007790?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7074530286499007790&source=h5_m,97350,46,14,75,13315,7072845461925055238,7072845461925055238,72,7072845461925055238,original sound - _dre_editz (Contains music from: Finesse - Pheelz & BNXN),"Contains music from: ""Finesse""",6.532371993248088e+18,😈DŘË😈,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7072845472641747718.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d347e3962fa00f7b9d7c027fb1207d55.json,False,False,Pheelz & BNXN,Finesse,original sound - _dre_editz (Contains music from: Finesse - Pheelz & BNXN),"Contains music from: ""Finesse""",[],0,0,Barbados,,0,0,0,0,0,0,0,0,0,0
7,US,7090016906543090990,1650773200, ,6787785779156517894,Danny_TheGodd,🌈 Get You Easy Money ⬇️⬇️,0,False,https://www.tiktok.com/@dannyqwapo/video/7090016906543090990?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090016906543090990&source=h5_m,74175,61,33,103,8404,7072701424941026094,7072701424941026094,72,7072701424941026094,original sound - theyhatebee (Contains music from: Sleazy Flow - SleazyWorld Go),"Contains music from: ""Sleazy Flow""",6.875012703419123e+18,Tik Toker,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7072701510399822634.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/df00519b8b578370e9adce4876205eb7.json,False,False,SleazyWorld Go,Sleazy Flow,original sound - theyhatebee (Contains music from: Sleazy Flow - SleazyWorld Go),"Contains music from: ""Sleazy Flow""",[],0,0,Barbados,,0,0,0,0,0,0,0,0,0,0
0,BB,7099078250025979142,1652882960,New merch “Bajan Men Don’t Cheat” what else should I put on a shirt 😂 #SweetGirlTour #Warmup #Brawling,6808628320147653638,Phil,"Barbadian Opportunist 
Recording Artist #Brawling #SweetGirl
@fatherphilis.chair",0,False,https://www.tiktok.com/@fatherphilis/video/7099078250025979142?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099078250025979142&source=h5_m,156715,111,49,137,14131,7087744357444471557,7087744357444471557,10036,7087744357444471557,Gogo Dance,El Alfa & Chael Produciendo,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6877039427674a0699970fc9520959ab,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/81ec85a194e74eb28259e0335a98b13f,False,True,,,,,[],0,0,Barbados,#SweetGirlTour #Warmup #Brawling,0,0,0,0,0,0,0,0,0,0
1,BB,7083641981808708870,1649288923,I’m leaving,5678189,Deena,"Island gyal 
Barbados 🇧🇧 
📧: Deena.g.fares@gmail.com",0,False,https://www.tiktok.com/@iamafreshavocado/video/7083641981808708870?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7083641981808708870&source=h5_m,375852,327,208,900,84637,7083641952645892869,7083641952645892869,72,7083641952645892869,original sound - iamafreshavocado,Deena,5678189.0,Deena,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7083641932769020678.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c89286604893f6aac33898efbc8b4d91.json,False,False,,,,,[],0,0,Barbados,,0,0,0,0,0,0,0,0,0,0
2,US,7085772013482036526,1649784860,That iPhone 8 Plus had no Chance 😳💥 #breakphones #phonedamage #brokenphone #iphonevssamsung,6892748825456247814,Marlon Wireless,"📱Phone Tips • Repairs • Destruction 
I do phone stuff 
1M Goal 😲
FOLLOW 🚀",0,False,https://www.tiktok.com/@marlonwireless/video/7085772013482036526?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085772013482036526&source=h5_m,2103883,1493,434,4741,95992,6742803390327179266,6742803390327179266,10033,6742803390327179266,Nike,Kevin Luv,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/453dfefa071548ab844656d8c4fa697d,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/1fac436ccd494a5bae2891a80c7be73f,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1481953579', 'external_song_key': 'apple_song_id'}]",0,0,Barbados,#breakphones #phonedamage #brokenphone #iphonevssamsung,0,0,0,0,0,0,0,0,0,0
3,US,7094639886216678702,1651849573, ,7058799028960822319,Wav3zz🌴,"Saint Thomas usvi 🌴
dm on Insta to book me🚀
⬇️Make 💰 playing with me ⬇️",0,False,https://www.tiktok.com/@wav3zz7x/video/7094639886216678702?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094639886216678702&source=h5_m,100206,75,34,134,10897,7068264347767802629,7068264347767802629,72,7068264347767802629,original sound - caribbeannmusic,caribbeannmusic💌,7.058346910445045e+18,caribbeannmusic💌,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7068264331170843397.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7293d7d3661a3f42ac09ffc3b21d1b20.json,False,False,,,,,[],0,0,Barbados,,0,0,0,0,0,0,0,0,0,0
4,US,7077574437654039850,1647876213,#StayConnected #yellingmom #momsanddadsoftiktoks #respectfulparentinghelp,6959872420340171781,LauraKathleen,"Mom of 5. Sharing all things Emotional Connection in parenting, marriage",0,False,https://www.tiktok.com/@laura_kathleen5/video/7077574437654039850?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077574437654039850&source=h5_m,6768441,9294,49151,4535,605317,7077574389725891374,7077574389725891374,72,7077574389725891374,original sound - laura_kathleen5,LauraKathleen,6.959872420340172e+18,LauraKathleen,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7077574433883392811.mp3,,False,False,,,,,[],0,0,Barbados,#StayConnected #yellingmom #momsanddadsoftiktoks #respectfulparentinghelp,0,0,0,0,0,0,0,0,0,0
5,US,7102548518233099566,1653690944,Lizard man is going to get a new friend! 😭🦎 (follow your stay updated) #lizard #alligator #growtoy #watertoys #dollartree #dollarstore #tiktoktoys #fypシ #foryou #xyzbca,57021996005371904,Brandy Rose,"🌈23
🍔Foodie Boy
📍Stockton, CA
💌brandyrosemail@gmail.com
😱 Click the Link👇",0,False,https://www.tiktok.com/@brandyrosetv/video/7102548518233099566?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102548518233099566&source=h5_m,942576,295,71,420,45606,7102548478903044907,7102548478903044907,72,7102548478903044907,original sound - brandyrosetv,Brandy Rose,5.70219960053719e+16,Brandy Rose,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7102548516936895274.mp3,,False,False,,,,,[],0,0,Barbados,#lizard #alligator #growtoy #watertoys #dollartree #dollarstore #tiktoktoys #fypシ #foryou #xyzbca,0,0,1,0,0,0,1,0,0,1
6,US,7098689405262597422,1652792425,My boss let me go home early #excel #exceltips #excelftw #spreadsheet #googlesheets #tutorial,6928003344373433350,CheatSheets | Excel & Sheets,"🧑‍🏫 Daily Excel & Sheets Tips!
📚 Educating 6.5M+ about Excel
👇 Bonus Content",0,False,https://www.tiktok.com/@cheatsheets/video/7098689405262597422?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098689405262597422&source=h5_m,1496176,158,2610,12938,50250,6771526858136619009,6771526858136619009,10033,6771526858136619009,Ooh Ahh (My Life Be Like) [feat. Tobymac],Grits,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/d84b1e8c68744f45984724b3667ad2e9,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/ce1cedb3b64243aca902b269e5b51c23,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '276615892', 'external_song_key': 'apple_song_id'}]",0,0,Barbados,#excel #exceltips #excelftw #spreadsheet #googlesheets #tutorial,0,0,0,0,0,0,0,0,0,0
7,US,7089045020073823534,1650546917,LIVE #🆗gang #live #fyp #viral #joinin,6927625111142925317,🆗GANG,"22
Follow me for entertainment 🎉
laugh @ me or w me
SOCIALS: @ok_whateverrr",0,False,https://www.tiktok.com/@0kwhateverrr/video/7089045020073823534?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089045020073823534&source=h5_m,236962,286,16,15,20297,7073601150615931694,7073601150615931694,72,7073601150615931694,original sound - nenebandz_ (Contains music from: At Your Best (You Are Love) - Aaliyah),"Contains music from: ""At Your Best (You Are Love)""",6.804370230199715e+18,Nene20,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7073601180093483822.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ebe098cec066b90e081b9a2345f47a8d.json,False,False,Aaliyah,At Your Best (You Are Love),original sound - nenebandz_ (Contains music from: At Your Best (You Are Love) - Aaliyah),"Contains music from: ""At Your Best (You Are Love)""",[],0,0,Barbados,#🆗gang #live #fyp #viral #joinin,0,0,0,0,0,1,0,0,1,0
0,BB,7075813814897429766,1647466286,Pastel colors just hit different!😍🔥 #fyp #foryoupage #barbados #polo #ralphlauren,6955880781772784646,Brooklyn’s Finest,"Tel: 246-538-8348/ 246-251-4263
Roebuck Street, Bridgetown, Barbados 🇧🇧",0,False,https://www.tiktok.com/@bkfthestore/video/7075813814897429766?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075813814897429766&source=h5_m,74221,59,116,500,2606,6987607316950419457,6987607316950419457,10033,6987607316950419457,Peru,Fireboy DML,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/c64d46b573c04292b86c6213f510f785,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/93f8c22855554ba8a9f19076e9cdb0e9,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1577629169', 'external_song_key': 'apple_song_id'}]",0,0,Barbados,#fyp #foryoupage #barbados #polo #ralphlauren,0,1,0,1,0,1,0,0,0,0
1,BB,7098828085042187562,1652824713,better do it before i do🤭#fyp #kikeenyc #nyc #barbados🇧🇧 #xyzbca #viral,7037668723688014853,Kikee🤭,"Ceo of getting banned😝
🇯🇲🇧🇧🇵🇷🗽
20😜
Follow me on twitch: @ Kikeenyc",0,False,https://www.tiktok.com/@.lmsydrn/video/7098828085042187562?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098828085042187562&source=h5_m,195248,388,1438,2496,35346,7091124261821205254,7091124261821205254,72,7091124261821205254,BIG MOOD,💀,7.077681250995668e+18,💀,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7091124250890832646.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a7cc60fc146b66628df18d57edf32c84.json,False,False,,,,,[],0,0,Barbados,#fyp #kikeenyc #nyc #barbados🇧🇧 #xyzbca #viral,0,1,0,0,0,1,0,0,1,1
