,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.external_song_info,music.binded_challenge_id,bodydance_score,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,fyp_location,hashtags,hash_aruba,hash_asmr,hash_blowthisup,hash_foryou,hash_foryoupage,hash_fyp,hash_fypシ,hash_parati,hash_storytime,hash_viral
3,GB,7096903907653291270,1652376706,#johnnydepp #johnnydeppisinnocent #johnnydepptiktok #amber #amberheard #amberturd #objection #objectionhearsay #amberheardjohnnydepp #johnnydeppvsamberheard#fyp#foryoupage#foryourpage#funny#court#trial#fypシ゚viral #viral#trend#trending#xyz#xyzbca#tiktok#share,6904376692005929985,Sophie,"on my way to the black parade 
              💀",0,False,https://www.tiktok.com/@sophie__095/video/7096903907653291270?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096903907653291270&source=h5_m,1022479,2028,1945,3000,194310,6871277975694739469,6871277975694739469,10036,6871277975694739469,Le Calin,斌杨Remix,,,False,False,,https://sf16-music-sign.tiktokcdn.com/obj/tos-useast2a-v-2774/f6834dbcd5074b0683b82c45c6feec69?x-expires=1653907909&x-signature=VeUZr48cXGthJJHEf3bBChdOWKk%3D,False,True,[],0,0,,,,,Aruba,#johnnydepp #johnnydeppisinnocent #johnnydepptiktok #amber #amberheard #amberturd #objection #objectionhearsay #amberheardjohnnydepp #johnnydeppvsamberheard#fyp#foryoupage#foryourpage#funny#court#trial#fypシ゚viral #viral#trend#trending#xyz#xyzbca#tiktok#share,0,0,0,0,1,1,1,0,0,2
4,US,7096909674066234670,1652378049,New apartment laundry restock✨🤌🏼#restock #restocks #asmr #asmrsounds #laundryrestock,14988754,Savannah marie,"20
✉️: Savannahmariemanagement@gmail.com
Amazon storefront below",0,False,https://www.tiktok.com/@savannahhh.mariee/video/7096909674066234670?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096909674066234670&source=h5_m,420072,124,115,59,54456,7096909667388885802,7096909667388885802,72,7096909667388885802,original sound - savannahhh.mariee,Savannah marie,14988754.0,Savannah marie,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7096909708442962734.mp3,,False,False,[],0,0,,,,,Aruba,#restock #restocks #asmr #asmrsounds #laundryrestock,0,1,0,0,0,0,0,0,0,0
5,US,7103294543486930218,1653864641, ,6605955119220490246,Vinnie,"19

🍋🐮🍒",0,False,https://www.tiktok.com/@vhackerr/video/7103294543486930218?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103294543486930218&source=h5_m,1489974,11117,4932,9866,504489,7075978503555943174,7075978503555943174,72,7075978503555943174,original sound - kurapvw,kurapvw,6.806752016372368e+18,kurapvw,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7075978447738260229.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/8f2b216f0555c997af1907ba83cea146.json,False,False,[],0,0,,,,,Aruba,,0,0,0,0,0,0,0,0,0,0
6,ZA,7102460641277005061,1653670486,I get a Mexican wave kiss in exchange my bebes get porridge 🥰  #fyp #hugs #hug #cuteanimals #cutepets #cuddles #cute #cutepet #bird #birds #babybirds #babybird #birdsoftiktok #petstory #petloversoftiktok #puppywithwings #parrots #PetsOfTikTok #petlovers #pet #animallover #animallovers #animal #mybebes #macaw #mybestfriend,6792960761729057798,Johan Devenier,South African-based parrot dad of six amazing Blue and Gold Macaws + a fox,0,False,https://www.tiktok.com/@johandevenier/video/7102460641277005061?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102460641277005061&source=h5_m,503021,847,1208,435,40444,6705053861360437250,6705053861360437250,10033,6705053861360437250,Viva México,Nadia (W),,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a85165bb8f14980b25cd8c919e859cb,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/9981ff0259f346d5a7757aa03bc80879,False,True,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '385700063', 'external_song_key': 'apple_song_id'}]",0,0,,,,,Aruba,#fyp #hugs #hug #cuteanimals #cutepets #cuddles #cute #cutepet #bird #birds #babybirds #babybird #birdsoftiktok #petstory #petloversoftiktok #puppywithwings #parrots #PetsOfTikTok #petlovers #pet #animallover #animallovers #animal #mybebes #macaw #mybestfriend,0,0,0,0,0,1,0,0,0,0
7,GB,7091645042653187333,1651152282,So excited to show the rest of the exhibition 🤗 #arttok #exhibition #artexhibiton #paintingtimelapse #timelapse #paintingprocess #painting #arttimelapse #university,6623389782871949318,Jade (she/her),"📍Stoke-on-trent
👩🏻‍🎨 Fine Art Student
Follow my Instagram for more ⬆️",0,False,https://www.tiktok.com/@jadeymade/video/7091645042653187333?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091645042653187333&source=h5_m,2589021,386,332,700,453003,7081404214387148802,7081404214387148802,10033,7081404214387148802,As It Was,Harry Styles,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/e699783897654046896f169cb2309b7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/616d44d29c8948ee81c935f5ad1ae371,False,True,[],0,0,,,,,Aruba,#arttok #exhibition #artexhibiton #paintingtimelapse #timelapse #paintingprocess #painting #arttimelapse #university,0,0,0,0,0,0,0,0,0,0
0,AW,7070668833219939610,1646268376,Make your own outfit #preppyaesthetic #followformorevideos #blowthisup #tiktok #viral #fyp #byebye🌸✨,7064254823022380037,Zozo2720,Hi 👋,0,False,https://www.tiktok.com/@zopo278/video/7070668833219939610?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7070668833219939610&source=h5_m,167930,4092,107,204,11922,7054304990940154671,7054304990940154671,72,7054304990940154671,original sound - noflopsallowed (Contains music from: Same Old Love - Selena Gomez),"Contains music from: ""Same Old Love""",7.044730747585676e+18,TY FOR 10K!!!,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7054305006866058031.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/934dadc02b4a84b0fd90c66c0792da21.json,False,False,[],0,0,Selena Gomez,Same Old Love,original sound - noflopsallowed (Contains music from: Same Old Love - Selena Gomez),"Contains music from: ""Same Old Love""",Aruba,#preppyaesthetic #followformorevideos #blowthisup #tiktok #viral #fyp #byebye🌸✨,0,0,1,0,0,1,0,0,0,1
1,AW,7081979046103452934,1648901741,Hiiiii#another one#who#kissed#the#teacher#nohint#fyppppp,7068224103309001733,HI,"🎀 oh wait🎀
        You dropped this👑
        Your pretty just the way you are",0,False,https://www.tiktok.com/@who_did_that_123/video/7081979046103452934?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081979046103452934&source=h5_m,81832,2341,8,4,4760,6704163877938023174,6704163877938023174,72,6704163877938023174,girl scout from the beetlejuice musical (Contains music from: Girl Scout - Dana Steingold & Sophia Anne Caruso & Beetlejuice Original Broadway Cast Recording Ensemble),"Contains music from: ""Girl Scout""",6.611980309330838e+18,percy 🔑,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1636761185774614.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/0b1fa8b96d91209c8e3f75a335ddb4f3.json,False,False,[],0,0,Dana Steingold & Sophia Anne Caruso & Beetlejuice Original Broadway Cast Recording Ensemble,Girl Scout,girl scout from the beetlejuice musical (Contains music from: Girl Scout - Dana Steingold & Sophia Anne Caruso & Beetlejuice Original Broadway Cast Recording Ensemble),"Contains music from: ""Girl Scout""",Aruba,#another #who#kissed#the#teacher#nohint#fyppppp,0,0,0,0,0,0,0,0,0,0
2,US,7079150055281741099,1648243064,Bird leaf 🍋 #stellathebird #birdtok #indianringneck #parrotsoftiktok #birdleaf,6875416963004449798,Morgan,"🍋Stella + 🥑Jeff 
Subscriber only LIVEs every Thursday!",0,False,https://www.tiktok.com/@morgremlin/video/7079150055281741099?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079150055281741099&source=h5_m,28051221,22490,69736,68293,4838968,7079150034570251050,7079150034570251050,72,7079150034570251050,original sound - morgremlin,Morgan,6.87541696300445e+18,Morgan,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7079150056439302954.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/83a3872839a76c9ad43f63a02b9b47b3.json,False,False,[],0,0,,,,,Aruba,#stellathebird #birdtok #indianringneck #parrotsoftiktok #birdleaf,0,0,0,0,0,0,0,0,0,0
3,US,7076266125956304174,1647571597,Massive Octopus 2.0😱🔥 by Mcgybeer #fyp #fypシ #3dprint #3dprinting #satisfyingvideo #asmr,6846660563847840773,Ben Pendergast,Business Email - itsboyinspace@gmail.com - Gaming Streams On YT ⬇️🚀😎,0,False,https://www.tiktok.com/@itsboyinspace/video/7076266125956304174?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7076266125956304174&source=h5_m,60748613,7484,25616,6101,5350464,7076266097799924526,7076266097799924526,72,7076266097799924526,original sound - itsboyinspace,Ben Pendergast,6.846660563847841e+18,Ben Pendergast,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7076266125297830702.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/ec70a1e201e540cf0af443942dba7b4b.json,False,False,[],0,0,,,,,Aruba,#fyp #fypシ #3dprint #3dprinting #satisfyingvideo #asmr,0,1,0,0,0,1,1,0,0,0
4,US,7101004608411127086,1653331475,Reply to @iamaequana  The last one is my favorite 🔥🌶 #braces #chips #learnontiktok,6738675971962061829,Dr. Bar | Orthodontist,"🦷 Board Certified Orthodontist 🦷
Adventure Ortho TX
💕 Follow me on YouTube ⤵️",0,False,https://www.tiktok.com/@drbarthebracesdoc/video/7101004608411127086?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101004608411127086&source=h5_m,7302278,2770,794,1038,294557,6994636249155782658,6994636249155782658,10033,6994636249155782658,I Like You Have A Cupcake (TikTok),Derk the Dog,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/31534310b2754d2bb30aefa305f2e899,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/b1fa2140a4d2486380804d336d5ec008,False,True,[],0,0,,,,,Aruba,#braces #chips #learnontiktok,0,0,0,0,0,0,0,0,0,0
5,CA,7072544998536891654,1646705206,Reply to @theorangeoffortune #eggsandwich #birdsofprey #harleyquinn #joker #sandwich #egg #breakfast #streammeals #foodtiktok #tiktokcook #foodies,6851282787098821638,Bilal Bhatti,"🍳 Cooking & Martial Arts 🥊
🇨🇦 Immigration Law
👇 RECIPES 👇",0,False,https://www.tiktok.com/@goldengully/video/7072544998536891654?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072544998536891654&source=h5_m,4933838,2149,1332,7020,802874,7072544982103575302,7072544982103575302,72,7072544982103575302,original sound - goldengully,Bilal Bhatti,6.851282787098822e+18,Bilal Bhatti,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7072544955432700677.mp3,,False,False,[],0,0,,,,,Aruba,#eggsandwich #birdsofprey #harleyquinn #joker #sandwich #egg #breakfast #streammeals #foodtiktok #tiktokcook #foodies,0,0,0,0,0,0,0,0,0,0
6,CA,7098147825304751365,1652666331,#canada_life🇨🇦 #oubereat #sarashpaz #k&p#vancouverbc,6857006719089984513,K&p,"Master chef vancouver canada🇨🇦🇨🇦🇨🇦
1205 E Hasting, vancouver, BC
Order 👇",0,False,https://www.tiktok.com/@kouroshsarashpaz/video/7098147825304751365?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098147825304751365&source=h5_m,899434,294,2356,3150,30174,7098147811011382021,7098147811011382021,72,7098147811011382021,original sound - kouroshsarashpaz,K&p,6.857006719089985e+18,K&p,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7098147820762303237.mp3,,False,False,[],0,0,,,,,Aruba,#canada_life🇨🇦 #oubereat #sarashpaz #k&p#vancouverbc,0,0,0,0,0,0,0,0,0,0
7,US,7083053055159078190,1649151808,"Some people think this is cruel, but showing obedience like this is how we shatter ignorance of this breed being dangerous (watch till the end.credit @americanbullish)#dogs #pitbull #cute",7082284378161742894,april.doggo,The most important thing is to be happy.,0,False,https://www.tiktok.com/@april.doggo/video/7083053055159078190?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7083053055159078190&source=h5_m,9296502,2804,15540,15395,1121103,7083052847977302830,7083052847977302830,72,7083052847977302830,original sound - april.doggo,april.doggo,7.082284378161743e+18,april.doggo,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7083052937001421614.mp3,,False,False,[],0,0,,,,,Aruba,#dogs #pitbull #cute,0,0,0,0,0,0,0,0,0,0
0,AW,7076253577127152902,1647568677,Russ Millions 💸 #russmillions #reggaeandcalypso #wøxgrp #lyraxz2022 #lyraxz #lyraxzquotes #thundersquadofficial #edit #drill #uk #favsong #mostplayed #sidemen #mukbang #eating,6863543429982897158,Your Local AUA Papi David 😩❤️,"daily uploads🇦🇼
Use code Lyraxz
No Love Entertainment",0,False,https://www.tiktok.com/@lyraxz/video/7076253577127152902?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7076253577127152902&source=h5_m,1136130,244,249,2763,105370,7058051698510317570,7058051698510317570,10033,7058051698510317570,Reggae & Calypso (Russ Millions x Buni x YV),Russ Millions & Buni & YV,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/9b940c5c62e0435fa463048c8f9767f9,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/f1432db8e457464cba6a9fdc106a6c5c,True,True,[],0,0,,,,,Aruba,#russmillions #reggaeandcalypso #wøxgrp #lyraxz2022 #lyraxz #lyraxzquotes #thundersquadofficial #edit #drill #uk #favsong #mostplayed #sidemen #mukbang #eating,0,0,0,0,0,0,0,0,0,0
1,AW,7101866158143376646,1653532073,yt girl dancing🫶🏽 #fyp,6685398772212614149,emori🪐,"$agittarius sun
aquarius moon
capricorn rising
20🪐",0,False,https://www.tiktok.com/@manicc8/video/7101866158143376646?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101866158143376646&source=h5_m,1582,9,0,3,131,7083171885895387910,7083171885895387910,72,7083171885895387910,original sound - nightcore444sounds,444,7.082424408765384e+18,444,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7083171873894288133.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/df9f247fc9c4003ed49f95e9426d43b5.json,False,False,[],0,0,,,,,Aruba,#fyp,0,0,0,0,0,1,0,0,0,0
2,FR,7075972290537590021,1647503185,#foryoupage #react #music #rapsong,6839966663757480965,nytiss,"6’3millions🎉
160’0millions❤️
nytisscontact@gmail.com📧",0,False,https://www.tiktok.com/@nytiss/video/7075972290537590021?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075972290537590021&source=h5_m,22834718,2330,1207,351,1323900,7071079573693139738,7071079573693139738,24,7071079573693139738,original sound - mngnzls,MONA,6.518665026446213e+18,MONA,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7071079563400350490.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/619547306e3112d8af60323cc078eac1.json,False,False,[],0,0,,,,,Aruba,#foryoupage #react #music #rapsong,0,0,0,0,1,0,0,0,0,0
3,CA,7072890434695007493,1646785634,Attempting to drink a matcha latte #matcha #matchalatte #asmr #asthetic #coffee #coffeetiktok #latteart #recipes,7028691120314008582,Angus,"me trying: COFFEE | RECIPES | FOOD
Follow or DM me thru Instagram!
LINK ⬆️",0,False,https://www.tiktok.com/@anguswannnn/video/7072890434695007493?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072890434695007493&source=h5_m,83135,65,33,16,8759,7072890401002097414,7072890401002097414,72,7072890401002097414,original sound - anguswannnn,Angus,7.028691120314009e+18,Angus,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7072890413983582982.mp3,,False,False,[],0,0,,,,,Aruba,#matcha #matchalatte #asmr #asthetic #coffee #coffeetiktok #latteart #recipes,0,1,0,0,0,0,0,0,0,0
4,GB,7100542425604574469,1653223866,Reply to @mxarinxa_  how to clean strip lashes for reuse 😍 #lashes #lashextensions #fyp,6655670468400939014,Jade Angel Cosmetics 😇,THE QUEEN OF THE EASY PEASY LASHES THAT LAST ALL WEEK ✨ worldwide shipping 🌏,0,False,https://www.tiktok.com/@jadeangelcosmetics/video/7100542425604574469?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100542425604574469&source=h5_m,3527948,2108,1114,2564,194843,6728562975734515713,6728562975734515713,10036,6728562975734515713,Love You So,The King Khan & BBQ Show,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,,,,,Aruba,#lashes #lashextensions #fyp,0,0,0,0,0,1,0,0,0,0
5,GB,7101685422295715078,1653489990,Floating man magic trick revealed 😯 #oscarowen #trick #magicrevealed #magictutorial #tricks #,6640381613530316805,Oscar Owen,👇🏻LEARN MAGIC IN JUST 14 DAYS👇🏻,0,False,https://www.tiktok.com/@oscar.owen/video/7101685422295715078?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101685422295715078&source=h5_m,1481204,355,95,30,107503,7101685401550621446,7101685401550621446,72,7101685401550621446,original sound - oscar.owen,Oscar Owen,6.640381613530317e+18,Oscar Owen,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7101685393943579397.mp3,,False,False,[],0,0,,,,,Aruba,#oscarowen #trick #magicrevealed #magictutorial #tricks #,0,0,0,0,0,0,0,0,0,0
6,GB,7103194394379013382,1653841325,Done her dirty!,6882273491492914182,Locksmith,1/4 of the uk music band RUDIMENTAL.,0,False,https://www.tiktok.com/@theycallmelocksmith/video/7103194394379013382?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103194394379013382&source=h5_m,1060643,1918,5501,3105,115285,7103194381595101957,7103194381595101957,72,7103194381595101957,original sound - theycallmelocksmith,Locksmith,6.882273491492914e+18,Locksmith,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103194399089150726.mp3,,False,False,[],0,0,,,,,Aruba,,0,0,0,0,0,0,0,0,0,0
7,US,7103250599214435630,1653854409,#baderalsafar #foryou #fyp #foryoupage,6752632772340335621,Bader Al Safar,So Halal Mode,0,False,https://www.tiktok.com/@baderalsafar/video/7103250599214435630?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103250599214435630&source=h5_m,147133,130,7,0,10991,7092887342226164522,7092887342226164522,72,7092887342226164522,about damn time x promiscuous (Contains music from: Promiscuous - Nelly Furtado),"Contains music from: ""Promiscuous""",6.63785155540258e+18,Adam Wright,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7092887361075432235.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e2ffe046e3860e53417e5d7a6eac61f0.json,False,False,[],0,0,Nelly Furtado,Promiscuous,about damn time x promiscuous (Contains music from: Promiscuous - Nelly Furtado),"Contains music from: ""Promiscuous""",Aruba,#baderalsafar #foryou #fyp #foryoupage,0,0,0,1,1,1,0,0,0,0
0,AW,7091389320522763525,1651092742,The Kid Laroi🔥 #thekidlaroi #edit #blowthisup #Viral #fyp #rap,6996136910956643333,J😈,"AuA
Rap editz💯",0,False,https://www.tiktok.com/@ayeitzjay11/video/7091389320522763525?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091389320522763525&source=h5_m,136525,90,413,4644,14699,7091389299811158789,7091389299811158789,72,7091389299811158789,original sound - ayeitzjay11,J😈,6.996136910956643e+18,J😈,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7091389319113362182.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/57abb049f62ec3258c5f4550ff28e6e9.json,False,False,[],0,0,,,,,Aruba,#thekidlaroi #edit #blowthisup #Viral #fyp #rap,0,0,1,0,0,1,0,0,0,1
1,AW,7082839728629796101,1649102134,"Who would join the community? A safe space with only the truth about traveling. No fancy filters, no question is silly, just supporting eachother & inspiring eachother to travel the world 🤩 #travel #digitalnomadlife #remoteworklife #traveltiktok #travellife #traveljob #traveldiaries #solotravel #travelcouple #traveltip #",6859060053544420358,DaisysTravelTips,"✨Travelling Full Time ✨
Daily Travel Videos
56 countries | 11 years 
📍Barcelona",0,False,https://www.tiktok.com/@daisystraveldiaries/video/7082839728629796101?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7082839728629796101&source=h5_m,64638,156,3,0,2602,7077671503097121578,7077671503097121578,72,7077671503097121578,original sound - wordsofwisdomwithwendi,TruePowerActivator,6.810514390070314e+18,TruePowerActivator,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7077671530267773742.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/9dfb0f63519b47679c662fb96507495b.json,False,False,[],0,0,,,,,Aruba,#travel #digitalnomadlife #remoteworklife #traveltiktok #travellife #traveljob #traveldiaries #solotravel #travelcouple #traveltip #,0,0,0,0,0,0,0,0,0,0
2,GB,7098411128216128774,1652727634, ,6994721397055816710,Respect,"🔥👋welcome to .respect._moments👋🔥
🔥thanks for 10 million🔥",0,False,https://www.tiktok.com/@.respect._moments/video/7098411128216128774?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098411128216128774&source=h5_m,2626812,109,553,10697,240276,6940683150875986694,6940683150875986694,72,6940683150875986694,Drive Forever Ravens Rock Spotify (Contains music from: Polozhenie (Instrumental Guitar) - Ravens Rock),"Contains music from: ""Polozhenie (Instrumental Guitar)""",6.76994924413477e+18,Ravens Rock ★ | Guitarist,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6940683280547072774.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/1410e6e285e9da4180c067c00d78001c.json,False,False,[],0,0,Ravens Rock,Polozhenie (Instrumental Guitar),Drive Forever Ravens Rock Spotify (Contains music from: Polozhenie (Instrumental Guitar) - Ravens Rock),"Contains music from: ""Polozhenie (Instrumental Guitar)""",Aruba,,0,0,0,0,0,0,0,0,0,0
3,PH,7102615956337249563,1653706645,Reply to @pinkublinku classical 🎩,6847975349281260546,Chelsea 🌷,Finsta,0,False,https://www.tiktok.com/@cheetochechi/video/7102615956337249563?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102615956337249563&source=h5_m,1496698,2790,5436,5110,374949,7097369291179313966,7097369291179313966,72,7097369291179313966,original sound - ranvision_official (Contains music from: Merry-Go-Round of Life - from 'Howl's Moving Castle' - Joe Hisaishi),"Contains music from: ""Merry-Go-Round of Life - from 'Howl's Moving Castle'""",7.019492714535388e+18,Ranvision Official,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7097369315401304878.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/efabb1b2f3f3289b25d4a828602f7ccf.json,False,False,[],0,0,Joe Hisaishi,Merry-Go-Round of Life - from 'Howl's Moving Castle',original sound - ranvision_official (Contains music from: Merry-Go-Round of Life - from 'Howl's Moving Castle' - Joe Hisaishi),"Contains music from: ""Merry-Go-Round of Life - from 'Howl's Moving Castle'""",Aruba,,0,0,0,0,0,0,0,0,0,0
4,AU,7092277582342704386,1651299557,Taking song requests from children #djing #djlife #requests #songrequest,6922001611578065922,Andrew Levins,DJ/WRITER/DAD/WEEB,0,False,https://www.tiktok.com/@levinsonline/video/7092277582342704386?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092277582342704386&source=h5_m,2491807,4590,1974,782,424689,7092277577364015874,7092277577364015874,72,7092277577364015874,original sound - levinsonline,Andrew Levins,6.922001611578066e+18,Andrew Levins,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7092277582397393666.mp3,,False,False,[],0,0,,,,,Aruba,#djing #djlife #requests #songrequest,0,0,0,0,0,0,0,0,0,0
5,US,7102837860042100011,1653758312,you’ve been… #cat #catsoftiktok #fyp,6825613961834087429,zEnergyy & Jinx,"cat
get jinx’d 😂",0,False,https://www.tiktok.com/@zenergyy_and_jinx/video/7102837860042100011?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102837860042100011&source=h5_m,1852801,5215,15929,6700,564739,6965978022080023301,6965978022080023301,72,6965978022080023301,original sound - icecreamsandwichguy,ice cream sandwich,6.628758584179245e+18,ice cream sandwich,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6965978092913445637.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a0e06ccb1437a360aacce5d2ff0c1b9f.json,False,False,[],0,0,,,,,Aruba,#cat #catsoftiktok #fyp,0,0,0,0,0,1,0,0,0,0
6,US,7103150782496886062,1653831171,Olivia is the best little spider hunter 😊 #fish #goldfish #aquarium #olivia,6786664648160904197,The Goldfish Guy,"I Love God’s Creations✝️ 
Chemical Engineering Graduate 🧪
21 years old",0,False,https://www.tiktok.com/@lukesgoldies/video/7103150782496886062?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103150782496886062&source=h5_m,73064,66,28,8,9376,7103150694667963178,7103150694667963178,72,7103150694667963178,original sound - lukesgoldies,The Goldfish Guy,6.786664648160904e+18,The Goldfish Guy,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7103150750750231342.mp3,,False,False,[],0,0,,,,,Aruba,#fish #goldfish #aquarium #olivia,0,0,0,0,0,0,0,0,0,0
