,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_bdtiktokofficial,hash_foryou,hash_foryoupage,hash_fyp,hash_fypシ,hash_tiktok,hash_trending,hash_unfrezzmyaccount,hash_video,hash_viral
0,BD,7096932689470623002,1652383407,#kazihumayra #foryou #foryoupage #tiktokbangladesh #unfrezzmyaccount,7041863543713940486,Kazi Humayra,Alhamdullillah,0,False,https://www.tiktok.com/@kazihumayra105/video/7096932689470623002?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096932689470623002&source=h5_m,79054,17,124,8,13091,6986651691659578138,6986651691659578138,72,6986651691659578138,original sound - mahmudul_haque_imran,Imran Mahmudul,6.541899553959641e+18,Imran Mahmudul,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/6986651654792071963.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/b01dadb234df6ab4f4beffa11d5cdf60.json,False,False,,,,,[],0,0,Bangladesh,#kazihumayra #foryou #foryoupage #tiktokbangladesh #unfrezzmyaccount,0,1,1,0,0,0,0,1,0,0
1,BD,7096457968090189083,1652272877,#tokyo #foryou #mdbadsha #viral #foryoupage #video #grwo #fypシ #funnyvideo #shootingtime @mdbadsha8232 @md.faisalhossain00 @md.faisalhossain00 @md.faisalhossain00 @md.faisalhossain00,6980297645710476294,md.faisalhossain,"🎸আমাদের ইউটিউব চ্যানেল 📸
   🎤সাবস্ক্রাইবার 4.81 M মিলিয়ন 🎷
https://youtube.c",0,False,https://www.tiktok.com/@md.faisalhossain00/video/7096457968090189083?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096457968090189083&source=h5_m,1502054,64,124,584,49210,7096093991438912258,7096093991438912258,24,7096093991438912258,original sound - maxoviriaz143 (Contains music from: Khona pyar hai - Arbaj sogan),"Contains music from: ""Khona pyar hai""",6.996199943137674e+18,Max Ovi Riaz,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7096093973185383169.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/740aa59e66c9512c87586e44f3fb3721.json,False,False,Arbaj sogan,Khona pyar hai,original sound - maxoviriaz143 (Contains music from: Khona pyar hai - Arbaj sogan),"Contains music from: ""Khona pyar hai""",[],0,0,Bangladesh,#tokyo #foryou #mdbadsha #viral #foryoupage #video #grwo #fypシ #funnyvideo #shootingtime,0,1,1,0,1,0,0,0,1,1
2,US,7077227398114151722,1647795411,Probably the funniest thing ever 😂 #labor #birth #babydaddy #viralvideo #sahm #secondbaby #MomsofTikTok #youngmom #momsunder25 #babymama,5253257,samantha delaar,"mama to Kai & Kove | owner of Korra+Co. 
samanthadelaar99@gmail.com",0,False,https://www.tiktok.com/@samanthadelaar/video/7077227398114151722?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077227398114151722&source=h5_m,32861436,15495,144683,16073,3327832,7041333597529590534,7041333597529590534,10036,7041333597529590534,Birthday Cake,Dylan Conrique,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6905981be7a94188ba91a9b6966de9a7,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/60ce5601cdcf48b4a43606da7ed2d09f,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1605579721', 'external_song_key': 'apple_song_id'}]",0,0,Bangladesh,#labor #birth #babydaddy #viralvideo #sahm #secondbaby #MomsofTikTok #youngmom #momsunder25 #babymama,0,0,0,0,0,0,0,0,0,0
3,BD,7099850961035742491,1653062869,ব্রাজিলোর ফ্যান গুলো কই? সাড়া দেও💚💛💪🇧🇷#fore #foreyou #foreyoupage #brasil #sports #viral #tiktokindia @bdtiktokofficial,6823295726132806657,Tanzila Akhter Nodi,➶😈αѕѕαℓαмυℓαικυм 😈➶τнιѕ ιѕ ժαɾκ🔫ι'м α ѕιмρℓє ɢяιℓ 🙍‍♀️,0,False,https://www.tiktok.com/@brazilian_queen81/video/7099850961035742491?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099850961035742491&source=h5_m,111902,138,270,1271,12272,7099850960217869083,7099850960217869083,72,7099850960217869083,original sound - brazilian_queen81,Tanzila Akhter Nodi,6.823295726132807e+18,Tanzila Akhter Nodi,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7099850991293467418.mp3,,False,False,,,,,[],0,0,Bangladesh,#fore #foreyou #foreyoupage #brasil #sports #viral #tiktokindia,0,0,0,0,0,0,0,0,0,1
4,BD,7103198200433036570,1653842209,#alizasella #unfreezemyaccoununt #fyp #foryou #trending #foryoupage #bdtiktokofficial,6866658484441515013,♥️Jannat♥️Aliza♥️,"Instagram👆
Facebook link👇Sobai fake I’d theke dure thakben doya kore🙏🙏",0,False,https://www.tiktok.com/@elizastella2/video/7103198200433036570?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103198200433036570&source=h5_m,546240,0,220,83,38258,7083667992814357275,7083667992814357275,72,7083667992814357275,original sound - mdnahidhossen121,Md Nahid Hossen121,7.041402040052418e+18,Md Nahid Hossen121,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7083668015753251611.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c2613d8480a231b2058f0ea9e67d8cee.json,False,False,,,,,[],0,0,Bangladesh,#alizasella #unfreezemyaccoununt #fyp #foryou #trending #foryoupage #bdtiktokofficial,1,1,1,1,0,0,1,0,0,0
5,BD,7080142751387421979,1648474194,#সাপুট_করলে_সাপুট_পাবেন #TikTokBingeStar #101public #foryoupage #account @masodparvez535 @mdhasibhasib645 @mdkhanjahanali853,6992098452927284229,Mamunur Rosid,"সাপুট দিলে.
সাপুট পাইবা..",0,False,https://www.tiktok.com/@mamunurrosid121/video/7080142751387421979?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080142751387421979&source=h5_m,61872,28,20,0,1994,7080142760749042459,7080142760749042459,72,7080142760749042459,original sound - mamunurrosid121,Mamunur Rosid,6.992098452927284e+18,Mamunur Rosid,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7080142757041752858.mp3,,False,False,,,,,[],0,0,Bangladesh,#সাপুট_করলে_সাপুট_পাবেন #TikTokBingeStar #101public #foryoupage #account,0,0,1,0,0,0,0,0,0,0
6,BD,7103135208731462938,1653827544,শুট টাইম Ta❤️#princeashikta #team_t20 #tiktok #ypfッ #duet #viral #foryoupage #foryou #2022 #unfreezemyaccoun #trend #trending #bdtiktokofficia #fyp @bdtiktokofficial,6920105719149642754,Voice of prince Ashik TA❤️,"Tik tok👈
▄ ▅ ▆ ▇ █prince_ashik_official_ta █ ▇ ▆ ▅",0,False,https://www.tiktok.com/@prince_ashik_official_ta/video/7103135208731462938?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103135208731462938&source=h5_m,1630238,282,338,977,149550,7094627864120757018,7094627864120757018,72,7094627864120757018,original sound - shimaofficialbd (Contains music from: Ruper Jadu - Alvee),"Contains music from: ""Ruper Jadu""",2.7969345324302746e+17,Shima Official,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7094627877865409306.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a5209b13a53630f18f39d00e12b7cb27.json,False,False,Alvee,Ruper Jadu,original sound - shimaofficialbd (Contains music from: Ruper Jadu - Alvee),"Contains music from: ""Ruper Jadu""",[],0,0,Bangladesh,#princeashikta #team_t20 #tiktok #ypfッ #duet #viral #foryoupage #foryou #2022 #unfreezemyaccoun #trend #trending #bdtiktokofficia #fyp,0,1,1,1,0,1,1,0,0,1
7,US,7094290599871909163,1651768248,#fatherson #family #foryou,6731144529438884869,Krys & Kareem,"live, laugh, love
📧Kareem@Carter-Agency.com
Daily Content",0,False,https://www.tiktok.com/@krysandkareem/video/7094290599871909163?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094290599871909163&source=h5_m,10446658,1528,10028,1227,568653,7075729123557100294,7075729123557100294,10036,7075729123557100294,Jiggle Jiggle,Duke & Jones & Louis Theroux,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/84fc699b425e4f8f8468af75e7906d7f,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/53d5df68e49f406d83b5031f70853539,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1623742151', 'external_song_key': 'apple_song_id'}]",0,0,Bangladesh,#fatherson #family #foryou,0,1,0,0,0,0,0,0,0,0
0,NP,7076712391873940763,1647675502,#longhair #haircut #tiktok #tiktoknepal #tiktokindia #fyp,6845468214353757189,Mahata Siya,,0,False,https://www.tiktok.com/@siyamahata/video/7076712391873940763?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7076712391873940763&source=h5_m,39125590,6156,7403,2403,831711,6835559011245492993,6835559011245492993,10036,6835559011245492993,Khayaal Rakhya Kar,Preetinder,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/a71c83aade01496dbaea4d154bf60d61,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/f88b07ee9e2b4320bcc38054fe537bfe,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1517776311', 'external_song_key': 'apple_song_id'}]",0,0,Bangladesh,#longhair #haircut #tiktok #tiktoknepal #tiktokindia #fyp,0,0,0,1,0,1,0,0,0,0
1,PK,7093451567990377754,1651572894, ,6579239269839519749,Nadeemrajput8286,"کیا ہم کوئی غلام  ہیں ؟
جو آپ کہیں گے ہم کر لیں 
[Absolutely Not]🚫",0,False,https://www.tiktok.com/@nadeemrajput8286/video/7093451567990377754?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093451567990377754&source=h5_m,8604037,1560,1081,19237,122486,7081681242139134747,7081681242139134747,72,7081681242139134747,original sound - masken394,Tik Toker,7.032271484006237e+18,Tik Toker,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7081681269901380378.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/42bfeefcd7ced564c20f498353b5e604.json,False,False,,,,,[],0,0,Bangladesh,,0,0,0,0,0,0,0,0,0,0
2,IT,7078701258340568326,1648138571,A Tempo 🙃,6768749525189411846,Jessica Tricoli,💎Eragon🖤 for collaborations contact 👇,0,False,https://www.tiktok.com/@jessicatricoli/video/7078701258340568326?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078701258340568326&source=h5_m,35496543,8087,26071,130288,2064671,7064552944796060442,7064552944796060442,72,7064552944796060442,original sound - juttbahadr (Contains music from: Lovely - Sara Medin),"Contains music from: ""Lovely""",6.633339148580307e+18,Jutt bahader,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7064552947316951835.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7e20f49c9ea6e65a461a6bc0d0a6c80a.json,False,False,Sara Medin,Lovely,original sound - juttbahadr (Contains music from: Lovely - Sara Medin),"Contains music from: ""Lovely""",[],0,0,Bangladesh,,0,0,0,0,0,0,0,0,0,0
3,BD,7076735679773805850,1647680924,#tiktokbangladesh #foryou #foryoupage #tiktokbingestar,6816013151060100101,Arifin Rasel,YouTube contain creator,0,False,https://www.tiktok.com/@arifin___official/video/7076735679773805850?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7076735679773805850&source=h5_m,1483076,252,497,3507,103242,7064617856776735515,7064617856776735515,72,7064617856776735515,original sound - sowkathiraofficial,💫💥 শওকত হীরা💎💫,6.57366089352695e+18,💫💥 শওকত হীরা💎💫,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7064612814979418906.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/800fc374b6b12aecc35d82e537ae93f1.json,False,False,,,,,[],0,0,Bangladesh,#tiktokbangladesh #foryou #foryoupage #tiktokbingestar,0,1,1,0,0,0,0,0,0,0
4,BD,7075680050607033627,1647435142,#fyp #teamomi1,6589505432171233286,🍁🍁🍁omi🍁🍁🍁,"Exclusively managed by glee Digital 
Do subscribe my YouTube 👇",0,False,https://www.tiktok.com/@shamima_afrinomi/video/7075680050607033627?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075680050607033627&source=h5_m,6875261,5671,2475,18438,568888,7063682819419228954,7063682819419228954,72,7063682819419228954,original sound - 1__bhojpuri_viral__video (Contains music from: Baby Aau Na Khele - Saadi Chowdhury),"Contains music from: ""Baby Aau Na Khele""",7.045983595017569e+18,1__bhojpuri👈👉viral__video,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7063682813005957914.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/537909b23c3186bbaa727a6792661b78.json,False,False,Saadi Chowdhury,Baby Aau Na Khele,original sound - 1__bhojpuri_viral__video (Contains music from: Baby Aau Na Khele - Saadi Chowdhury),"Contains music from: ""Baby Aau Na Khele""",[],0,0,Bangladesh,#fyp #teamomi1,0,0,0,1,0,0,0,0,0,0
5,BD,7093834717027372314,1651662103,ভাইরাল ফর ইউ🙏🙏🙏🙏💘💘💘💘💘💘🥀🥀🥀🥀🥀🥀🥀🥀🥀,6879298288311354374,Gmail Account,"🌷
🌷🌷
🌷🌷🌷
🌷🌷🌷🌷
🌷🌷🌷🌷🌷",0,False,https://www.tiktok.com/@skbelalkhan97/video/7093834717027372314?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093834717027372314&source=h5_m,69159,65,59,158,6612,7054887914785803034,7054887914785803034,72,7054887914785803034,original sound - sksamie582,Tik Toker,7.001876029807904e+18,Tik Toker,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7054887907676506906.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/67b4006f4204d4c90a31c6946169c8b3.json,False,False,,,,,[],0,0,Bangladesh,,0,0,0,0,0,0,0,0,0,0
6,BD,7097065115970751770,1652414239,#fypシ #foryou #vlogmas #volleyball #foryourpage,7069315879415481371,Ahsan Ahmed,"এই যে মিষ্টার 🥰
আমার ইউটিউব চ্যানেলটা 😘
একটু সাবস্ক্রাইব করেন 🤪🤪🥀",0,False,https://www.tiktok.com/@ajdurhsjajahdhueh/video/7097065115970751770?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097065115970751770&source=h5_m,62361,1026,211,243,16375,7094253468235631387,7094253468235631387,72,7094253468235631387,original sound - monster_biplov_01,Voice_Biplov_01😕,6.991392762231997e+18,Voice_Biplov_01😕,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7094253493552155418.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/b933ba027eebae7a8885ff826623418e.json,False,False,,,,,[],0,0,Bangladesh,#fypシ #foryou #vlogmas #volleyball #foryourpage,0,1,0,0,1,0,0,0,0,0
7,FR,7101617825105579269,1653474253, ,6861266353005888518,La tictokeuse 869,latiktokeuse869🦄,0,False,https://www.tiktok.com/@latiktokeuse869/video/7101617825105579269?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101617825105579269&source=h5_m,428448,392,1097,15,18709,7000536683187882757,7000536683187882757,72,7000536683187882757,original sound - latiktokeuse869,La tictokeuse 869,6.861266353005889e+18,La tictokeuse 869,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7000536780055333637.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/8842e74e1aa19a973cce6669fcb5aa17.json,False,False,,,,,[],0,0,Bangladesh,,0,0,0,0,0,0,0,0,0,0
0,BD,7099070753257065754,1652881213,🥺#ittz__munna__07 #foryou #sylhety_fua #vairalvideo #sylheti_fua #trend #trending #bdtiktok #foryourpage #tiktoker @bdtiktokofficial,6593280211458424838,munna Khan,"Muslim❤
Bangladeshi 
sylhety boy 😉
🎂5th july#modelling ❤
Facebook I’d 👇",0,False,https://m.tiktok.com/v/7099070753257065754.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099070753257065754&source=h5_m,2388930,685,449,111,152447,7083502261900659461,7083502261900659461,72,7083502261900659461,original sound - pachai_maddai,🌴🔥பனைமரம்🔥🌴,6.570001109825929e+18,🌴🔥பனைமரம்🔥🌴,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7083502271937727237.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/55de2c7a20a87d40b510a71e6017287b.json,False,False,,,,,[],0,0,Bangladesh,#ittz__munna__07 #foryou #sylhety_fua #vairalvideo #sylheti_fua #trend #trending #bdtiktok #foryourpage #tiktoker,0,1,0,0,0,0,1,0,0,0
1,BD,7097141371613498651,1652431994,মুসলিম ভায়েরা ভিডিও টা শেয়ার করে দিন,6988734266859930651,Forid All Farabi,"i am Muslim 
  i Love Allah
মুসলিম ভায়েরা সাপোর্ট করলে সাপোর্ট পাবেন",0,False,https://m.tiktok.com/v/7097141371613498651.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097141371613498651&source=h5_m,1418813,1574,11287,303,267006,7090033241385765658,7090033241385765658,72,7090033241385765658,original sound - mrrazib792,মিনু সোনা,6.982055781713905e+18,মিনু সোনা,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7090033256359349018.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/caafe03b2003501082cc28cac128a406.json,False,False,,,,,[],0,0,Bangladesh,,0,0,0,0,0,0,0,0,0,0
2,DE,7070093562939018501,1646134437,Breaking things can be so fun #yzfamily,6717651461067604997,YZ,"Spreading good vibes, love and happiness since 1998 ✨💝
📧younes@totallymgmt.com",0,False,https://m.tiktok.com/v/7070093562939018501.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7070093562939018501&source=h5_m,30937300,1293,1351,3497,627066,6857275312967796738,6857275312967796738,10033,6857275312967796738,Se Acabó la Cuarentena,Jowell & Randy & Kiko el Crazy,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/81d82b69868e44bab42f6d5c23916ca5,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/ba12aa6f906d4fc9b1e308c85d3c51da,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1525606360', 'external_song_key': 'apple_song_id'}]",0,0,Bangladesh,#yzfamily,0,0,0,0,0,0,0,0,0,0
3,BD,7084993886619192603,1649603687,আজকে আমি অনেক খুশি আমার থেকে খুশি আর কেউ হয় নাই 🥰🥺#foryou #fanpage #yourpage #youtuber #musically #mama_vs_vagni #unfreezemyaccount,6830389905295033349,🔥Mama Vs vagni🔥,"Exclusively managed by glee digital 
❤️
Dream: blue tick ✅
👉Facebook I’d link👇",0,False,https://m.tiktok.com/v/7084993886619192603.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7084993886619192603&source=h5_m,16848293,15837,8359,33261,1155420,6717129658816531201,6717129658816531201,24,6717129658816531201,original sound - payeldholey (Contains music from: Asbe Amar Ghore - Sananda Ghosh Majumdar),"Contains music from: ""Asbe Amar Ghore""",6.570170940834759e+18,Payel Dholey,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/1639926459441153.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/31479cc9a618f66961da3828191a22cf.json,False,False,Sananda Ghosh Majumdar,Asbe Amar Ghore,original sound - payeldholey (Contains music from: Asbe Amar Ghore - Sananda Ghosh Majumdar),"Contains music from: ""Asbe Amar Ghore""",[],0,0,Bangladesh,#foryou #fanpage #yourpage #youtuber #musically #mama_vs_vagni #unfreezemyaccount,0,1,0,0,0,0,0,0,0,0
4,BD,7084760761465163034,1649549409,#rahimasheikh76 #mdkhorshid2 #ousa797 #opuvai,6991121187141796891,I ❤️ Ma,"আমি বিক্রমপুরের মেয়ে রহিমা আক্তার।
Love You All Friend",0,False,https://m.tiktok.com/v/7084760761465163034.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7084760761465163034&source=h5_m,4861591,1472,1270,614,292772,7080765873027369754,7080765873027369754,72,7080765873027369754,original sound - riponvai281,Ripon vai,6.963605665319683e+18,Ripon vai,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7080765878136081179.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4437bfb9526234c197c69bcbb7da42d6.json,False,False,,,,,[],0,0,Bangladesh,#rahimasheikh76 #mdkhorshid2 #ousa797 #opuvai,0,0,0,0,0,0,0,0,0,0
5,BD,7099343009040370971,1652944603,#foryoupage #afridasultana #fry,7034451590729188358,afridasultana212,🥰🥰আমার প্রোফাইল এ আসার জন্য ধন্যবাদ🥰🥰,0,False,https://m.tiktok.com/v/7099343009040370971.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099343009040370971&source=h5_m,444375,259,1097,71,29239,7096827084600855323,7096827084600855323,72,7096827084600855323,original sound - rudrojit_mukherjee,"""TollY – World """,7.049763725167068e+18,"""TollY – World """,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7096827093216103195.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4213a1d2a26bb6d2717515b8aa9318db.json,False,False,,,,,[],0,0,Bangladesh,#foryoupage #afridasultana #fry,0,0,1,0,0,0,0,0,0,0
6,BD,7095541278405872923,1652059444,#viraltiktok #foryoupageofficiall #mdjahid #like,7083855024685728795,(R J) =king= (S N),"আমাকে সবাই সাপোর্ট করবে 🙏🙏
সাপোর্ট করলে পাশে পাবে 🥰🥰",0,False,https://m.tiktok.com/v/7095541278405872923.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095541278405872923&source=h5_m,1246906,293,419,3592,83359,7062592747361848090,7062592747361848090,72,7062592747361848090,original sound - ayman_fahu,_The All Rounder Kid_,6.647388367687221e+18,_The All Rounder Kid_,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7062592756824181531.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7bb8302f062333ebfc5925a2a8a62967.json,False,False,,,,,[],0,0,Bangladesh,#viraltiktok #foryoupageofficiall #mdjahid #like,0,0,0,0,0,0,0,0,0,0
7,US,7091809356722867458,1651190539,Pet Funny 😅😁 #pig #dogs #pets #funny #petfunny,6997566016276628507,Pet Funny,Thank you for watching videos.Follow me,0,False,https://m.tiktok.com/v/7091809356722867458.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091809356722867458&source=h5_m,4501251,414,8631,20528,118353,7091809358782843649,7091809358782843649,72,7091809358782843649,original sound - weefunny1 (Contains music from: Everything I Do It For You - GUN SHOT),"Contains music from: ""Everything I Do It For You""",6.997566016276628e+18,Pet Funny,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7091809342344678145.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/734993281e3a34cb5ead3353513a16f6.json,False,False,GUN SHOT,Everything I Do It For You,original sound - weefunny1 (Contains music from: Everything I Do It For You - GUN SHOT),"Contains music from: ""Everything I Do It For You""",[],0,0,Bangladesh,#pig #dogs #pets #funny #petfunny,0,0,0,0,0,0,0,0,0,0
0,BD,7102725134686965019,1653732065,"ভেঙ্গে যাওয়া বিশ্বাস, আর ফেলে আসা সময়..!💔    কোন দিন ফিরে আসে না..!🖤🥀#foryou @bdtiktokofficial",6732424595925812230,🔥joy_official_01🔥,"🇧🇩fenian🇧🇩
       ✅🚺
       19✨
   ⏪🚭🔞⏩
   ⏮single⏭",0,False,https://www.tiktok.com/@joy_mojumder_04/video/7102725134686965019?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102725134686965019&source=h5_m,146261,91,693,1698,16538,7100688879501560602,7100688879501560602,72,7100688879501560602,original sound - _zarif_93 (Contains music from: BREAKUP  SADB SONG - Rayal Sogan),"Contains music from: ""BREAKUP  SADB SONG""",6.82966443670764e+18,_zarif_93,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7100688908459068186.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/433bf5bb61d846c985fc4c0450f25c85.json,False,False,Rayal Sogan,BREAKUP  SADB SONG,original sound - _zarif_93 (Contains music from: BREAKUP  SADB SONG - Rayal Sogan),"Contains music from: ""BREAKUP  SADB SONG""",[],0,0,Bangladesh,#foryou,0,1,0,0,0,0,0,0,0,0
1,BD,7101510136052698395,1653449176, ,7073306415133279237,user5381520097462akhi,,0,False,https://www.tiktok.com/@user5381520097462/video/7101510136052698395?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101510136052698395&source=h5_m,66826,172,38,89,8278,7068852552393116443,7068852552393116443,72,7068852552393116443,original sound - muhmmadumarkhan,Umar khan,6.570923387841233e+18,Umar khan,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7068852542825974554.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/33958171403cf72954fd6ff59b1d2413.json,False,False,,,,,[],0,0,Bangladesh,,0,0,0,0,0,0,0,0,0,0
2,IT,7102009059133361414,1653565344,Watermelon should be held and eaten to be happy!#catsoftiktok #catlover #foodtiktok #kittygod_cn,6974381582473249797,KittyGod,"😺I’m Lego,a cat chef🐱
我叫长安，我是料理猫王
🤝📩501303671@qq.com",0,False,https://www.tiktok.com/@kittygod_cn/video/7102009059133361414?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102009059133361414&source=h5_m,3228798,516,2687,562,155754,7102009052946762501,7102009052946762501,72,7102009052946762501,original sound - kittygod_cn,KittyGod,6.97438158247325e+18,KittyGod,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102009079505160965.mp3,,False,False,,,,,[],0,0,Bangladesh,#catsoftiktok #catlover #foodtiktok #kittygod_cn,0,0,0,0,0,0,0,0,0,0
