,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_couples,hash_cyprus,hash_foryou,hash_foryoupage,hash_funny,hash_fy,hash_fyp,hash_fypシ,hash_greece,hash_viral
2,CA,7092171183017250050,1651274784,How to cut pineapple into bite-sized pieces #LearnOnTikTok #MomsofTikTok #Pineapples #CookingWithKids #PineappleHack,6612309441142734853,Ong Squad,"Welcome to #MomTok
🇨🇦 Mom x 5
Ongsquad@ttpmtalent.com",0,False,https://m.tiktok.com/v/7092171183017250050.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092171183017250050&source=h5_m,14232162,4062,23250,63600,1710173,7092171212759059201,7092171212759059201,72,7092171212759059201,original sound - ongsquad,Ong Squad,6.612309441142735e+18,Ong Squad,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7092171170757233410.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/cd9fb3a73a6ba62b6f161bd46951c857.json,False,False,,,,,[],0,0,Cyprus,#LearnOnTikTok #MomsofTikTok #Pineapples #CookingWithKids #PineappleHack,0,0,0,0,0,0,0,0,0,0
3,GB,7103425022823288069,1653895028,#movie,7048917495814882310,marryyaah2,V:atang705,0,False,https://m.tiktok.com/v/7103425022823288069.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103425022823288069&source=h5_m,167575,32,8,82,10683,6856378543438301185,6856378543438301185,10033,6856378543438301185,Epic,Joystock,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/e1a617fb1648473e93878e411443f517,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/6f1493c3e6884fdab6c7ac90cbb8d009,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1526027294', 'external_song_key': 'apple_song_id'}]",0,0,Cyprus,#movie,0,0,0,0,0,0,0,0,0,0
4,DE,7093997601082576130,1651700029,2-2*2*2=😅⁉️ #prank #foryou #reaction,6883454231123362818,Polina,"🤍Лайкаю активных подписчиков🤍
more stuff on 1n$t⬆️🔥😏",0,False,https://m.tiktok.com/v/7093997601082576130.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093997601082576130&source=h5_m,2287906,209,224,268,53382,6844921356623022081,6844921356623022081,10033,6844921356623022081,Heat Waves,Glass Animals,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/4071b028aaa648d2bbf45b844edbc8c1,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/5c4747652e0441c7bcd87204e6ca7bda,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1508562516', 'external_song_key': 'apple_song_id'}]",0,0,Cyprus,#prank #foryou #reaction,0,0,1,0,0,0,0,0,0,0
5,CY,7079773347290074369,1648388186,Αλήτη μου εσύ @nefelii.p 🥵🤣💀IG:stephani.p_ ⬅️,253810407021387776,Stephh💠,"Keep this smile,u shine baby!❤️
BeFreeBeYou💎
CroesFam💠
✨insta:stephani.p_✨",0,False,https://m.tiktok.com/v/7079773347290074369.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079773347290074369&source=h5_m,329870,250,46,157,35701,7075331939682618118,7075331939682618118,72,7075331939682618118,original sound - trannos.west,Trannos.west,6.809065933933938e+18,Trannos.west,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7075331955910396677.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/28ba1ef7f34a6546cc8e3dcc444f7225.json,False,False,,,,,[],0,0,Cyprus,,0,0,0,0,0,0,0,0,0,0
6,CY,7090604343233252610,1650909974,ΤΟ ΤΕΛΕΥΤΑΙΟ ΒΙΝΤΕΟ ΤΟΥ BOXER..🙏🥊insta:@andreasnikolaou9💪 @katsara.team✅ #fyp #funny #boxersoftiktok #cyprus #katsarateam 👊,6934246623670060038,A.N9,"FOOTBALL PLAYER⚽️
21 YEARS OLD🎂
Paphos,🇨🇾
insta= andreasnikolaou9🔥
⬇️⬇️⬇️",0,False,https://m.tiktok.com/v/7090604343233252610.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090604343233252610&source=h5_m,179957,648,340,2,7395,7090604325042522881,7090604325042522881,72,7090604325042522881,original sound - a.nikolaou9,A.N9,6.93424662367006e+18,A.N9,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7090604302498122497.mp3,,False,False,,,,,[],0,0,Cyprus,#fyp #funny #boxersoftiktok #cyprus #katsarateam,0,1,0,0,1,0,1,0,0,0
7,US,7100008792422665514,1653099618,Why do they do this #fyp,6807569582908507141,Cody the Chi🐶_Ollie the Pit🐶,Thank you for being here ❤️,0,False,https://m.tiktok.com/v/7100008792422665514.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100008792422665514&source=h5_m,10376457,5600,57372,3657,861566,6789324030294886401,6789324030294886401,10033,6789324030294886401,Cat Eating - Sound Effect,Sounds Cats Love,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/c0c460403b984bcbbf3d6eb21c90165f,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/1911fe40671246fe83a473c53e70425f,False,True,,,,,[],0,0,Cyprus,#fyp,0,0,0,0,0,0,1,0,0,0
0,CY,7076043850233449730,1647519846,IG: feidiass👅 #fyp #greece #cyprus #greektiktok #feidias,100678957666091008,Feidias,"hope I get the hype too
Insta: feidiass
YouTube: Feidias",0,False,https://www.tiktok.com/@feidiass/video/7076043850233449730?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7076043850233449730&source=h5_m,361291,306,344,566,35861,7076043860664847106,7076043860664847106,72,7076043860664847106,original sound - feidiass,Feidias,1.00678957666091e+17,Feidias,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7076043851110763266.mp3,,False,False,,,,,[],0,0,Cyprus,#fyp #greece #cyprus #greektiktok #feidias,0,1,0,0,0,0,1,0,1,0
1,CY,7083548528655600898,1649267165, ,6810339234131739654,Foxy Fox,"I'm the reason your mom didn't 
let you play with dolls. 💅🏼",0,False,https://www.tiktok.com/@thatfoxyfox/video/7083548528655600898?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7083548528655600898&source=h5_m,51539,46,17,24,3019,7083548533580270338,7083548533580270338,72,7083548533580270338,original sound - thatfoxyfox,Foxy Fox,6.81033923413174e+18,Foxy Fox,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7083548523576265473.mp3,,False,False,,,,,[],0,0,Cyprus,,0,0,0,0,0,0,0,0,0,0
2,CH,7103211729215065349,1653845361,🤣🤣🤣🤣,6771475169183089669,nicocapone.comedy,"Instagram @Nicocapone.comedy 
nicocapone_26@hotmail.com",0,False,https://www.tiktok.com/@nicocaponecomedy/video/7103211729215065349?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103211729215065349&source=h5_m,3848292,805,2700,1682,125316,7103211719636044550,7103211719636044550,72,7103211719636044550,original sound - nicocaponecomedy,nicocapone.comedy,6.77147516918309e+18,nicocapone.comedy,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103211723066870534.mp3,,False,False,,,,,[],0,0,Cyprus,,0,0,0,0,0,0,0,0,0,0
3,GB,7095364976524659973,1652018396,#movie,7078899604497908741,ommarkathiana,,0,False,https://www.tiktok.com/@ommarkathiana/video/7095364976524659973?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095364976524659973&source=h5_m,9691202,5465,3274,19048,382815,6817208513685620738,6817208513685620738,10036,6817208513685620738,"Spooky, quiet, scary atmosphere piano songs",Skittlegirl Sound,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/e1f873ceb95b433c807dbdd2c0c14602,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/d44020564b964ece8fc7d53a8b75ea5b,True,True,,,,,[],0,0,Cyprus,#movie,0,0,0,0,0,0,0,0,0,0
4,GB,7102006133866401030,1653564662, ,6990734773854700549,incomeyard,"Best Make Money from Back Yard Page🚀
Business: support@digitalexecutives.co.uk",0,False,https://www.tiktok.com/@incomeyard/video/7102006133866401030?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102006133866401030&source=h5_m,8686342,3248,8850,18315,1241847,6737391582615439361,6737391582615439361,10033,6737391582615439361,Night Trouble,Petit Biscuit,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/849271dca6504b30822d6ca5ef6369e4,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/08d4816197ae4b058896e4e5247fd01c,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1084456995', 'external_song_key': 'apple_song_id'}]",0,0,Cyprus,,0,0,0,0,0,0,0,0,0,0
5,CY,7089378960441707782,1650624669, ,143852681873317888,Danae Konnari,Def cooler on insta🍒,0,False,https://www.tiktok.com/@danaekonnari/video/7089378960441707782?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089378960441707782&source=h5_m,35589,14,20,0,4590,7085769350229134122,7085769350229134122,72,7085769350229134122,original sound - haileybieber,Hailey Bieber,6.772347709954852e+18,Hailey Bieber,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7085769397331315502.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/fd6b9538cb5ca7c924cf10dcb3bdd84a.json,False,False,,,,,[],0,0,Cyprus,,0,0,0,0,0,0,0,0,0,0
6,CY,7101712399970962690,1653496270,#helpme #biology,6620205096659075077,afroditee.k,"Instagram: @afroditeek
Cyprus|girl
Just for fun😂",0,False,https://www.tiktok.com/@afroditee_k/video/7101712399970962690?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101712399970962690&source=h5_m,64302,141,63,70,5737,7100946403970566913,7100946403970566913,72,7100946403970566913,original sound - mariaapostolou8,Maria Apostolou,6.846432580053845e+18,Maria Apostolou,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7100946389634386690.mp3,,False,False,,,,,[],0,0,Cyprus,#helpme #biology,0,0,0,0,0,0,0,0,0,0
7,CY,7082736638836608258,1649078132,#fyp #foryoupage,6844572394770875397,♡𝔐𝔞𝔯𝔦𝔞♡,Grrrrrrr,0,False,https://www.tiktok.com/@mariayia.xx/video/7082736638836608258?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7082736638836608258&source=h5_m,222887,348,95,404,22593,7076278610289543978,7076278610289543978,72,7076278610289543978,I WANNA RIDE (Contains music from: Vegas (I Wanna Ride) - Joseline Hernandez),"Contains music from: ""Vegas (I Wanna Ride)""",6.971310566104417e+18,♡︎,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7076278638555056942.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/199e1472b8ac1256a43e0bb853b41ad9.json,False,False,Joseline Hernandez,Vegas (I Wanna Ride),I WANNA RIDE (Contains music from: Vegas (I Wanna Ride) - Joseline Hernandez),"Contains music from: ""Vegas (I Wanna Ride)""",[],0,0,Cyprus,#fyp #foryoupage,0,0,0,1,0,0,1,0,0,0
0,US,7098758431066164522,1652808500,Hahahahaha I’m sorry @andrew.davila,26880250,Lexi Rivera,Lexi Rivera,0,False,https://www.tiktok.com/@lexibrookerivera/video/7098758431066164522?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098758431066164522&source=h5_m,11319599,8974,4365,8918,1683921,7065406295415458562,7065406295415458562,72,7065406295415458562,if i cant have u ЪЭ no one can (Contains music from:   - Astor),"Contains music from: "" """,6.897990893841843e+18,кренш,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7065406291560123138.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/35c4845a1b2dc7ce9d0c66e61fad0130.json,False,False,Astor, ,if i cant have u ЪЭ no one can (Contains music from:   - Astor),"Contains music from: "" """,[],0,0,Cyprus,,0,0,0,0,0,0,0,0,0,0
1,GR,7102825977813683461,1653755546,#fakebody Beautiful Me 😘💫👑 #beautyqueen,6757473474396914693,ALIONA ABRAMOVA 🌪,"👑 MISS EUROPE CONTINENTAL ‘22 
👑 MISS NATURAL BEAUTY GREECE ‘22 
📍Cannes 🇫🇷",0,False,https://www.tiktok.com/@aliona_abramava/video/7102825977813683461?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102825977813683461&source=h5_m,362195,498,213,0,16142,6902825339601357573,6902825339601357573,72,6902825339601357573,original sound - strxwberryfields (Contains music from: Nobody - khoufachwa),"Contains music from: ""Nobody""",6.605303131202126e+18,alexa 🌙,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6902825094221957893.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ed2e5895074e9a587464694b8d12d636.json,False,False,khoufachwa,Nobody,original sound - strxwberryfields (Contains music from: Nobody - khoufachwa),"Contains music from: ""Nobody""",[],0,0,Cyprus,#fakebody #beautyqueen,0,0,0,0,0,0,0,0,0,0
2,VN,7086015344841690394,1649841514,Giao tiếp cơ bản khi đi mua đồ #english #conversation #giaotieptienganh #ielts #tuhocielts #englishwithlily,7077531721118024706,englishwithlily22,"English with me 
Conversation - Ielts - Song",0,False,https://www.tiktok.com/@justfunny022/video/7086015344841690394?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086015344841690394&source=h5_m,3178302,2030,934,3105,279756,7086015349577026330,7086015349577026330,24,7086015349577026330,original sound - justfunny022,englishwithlily22,7.077531721118025e+18,englishwithlily22,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7086015367293717274.mp3,,False,False,,,,,[],0,0,Cyprus,#english #conversation #giaotieptienganh #ielts #tuhocielts #englishwithlily,0,0,0,0,0,0,0,0,0,0
3,US,7080465105556835630,1648576801,#TFW your mom steals your entire fashion style 👗 Do you and your mom twin? #KCUndercover #Throwback #DisneyChannel #Zendaya #Twinning,6808591827484230661,Disney Channel,We’re all in this together.,0,False,https://www.tiktok.com/@disneychannel/video/7080465105556835630?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080465105556835630&source=h5_m,8249546,1279,1679,165,1136847,7080583391984225070,7080583391984225070,72,7080583391984225070,original sound - disneychannel,Disney Channel,6.808591827484231e+18,Disney Channel,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7080583443830049578.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/3a9236e24c3b611a01a0f00acd54bd52.json,False,False,,,,,[],0,0,Cyprus,#TFW #KCUndercover #Throwback #DisneyChannel #Zendaya #Twinning,0,0,0,0,0,0,0,0,0,0
4,GB,7095298993185459462,1652003034,#fyp #foryou,7068834622764205061,barrylily7,"she/her
💋Follow me 💋",0,False,https://www.tiktok.com/@barrylily7/video/7095298993185459462?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095298993185459462&source=h5_m,12949275,992,482,2877,1126715,7090179584314444550,7090179584314444550,72,7090179584314444550,original sound - barrylily7 (Contains music from: La Calin - Dj DawSha),"Contains music from: ""La Calin""",7.068834622764205e+18,barrylily7,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7090179586817821446.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/18cb2608a9ee66dcd0d8ac971a89dbde.json,False,False,Dj DawSha,La Calin,original sound - barrylily7 (Contains music from: La Calin - Dj DawSha),"Contains music from: ""La Calin""",[],0,0,Cyprus,#fyp #foryou,0,0,1,0,0,0,1,0,0,0
5,CY,7086067593735343362,1649853680,Thailand? Nah it's Cyprus #cyprus #kypros #cy #troodos #troodos_cyprus #cyprusvillage #κυπρος #τροοδος #vretsia #cyprustiktok #cyprus🇨🇾,6805989155027223557,Bora Markovic Photography,"""Nature is not a place to visit. It is home.""
Photography, videography, design",0,False,https://www.tiktok.com/@boramarkovicphotography/video/7086067593735343362?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086067593735343362&source=h5_m,204519,428,1368,4,20028,7086067577595710210,7086067577595710210,72,7086067577595710210,original sound - boramarkovicphotography,Bora Markovic Photography,6.805989155027224e+18,Bora Markovic Photography,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7086067576446520065.mp3,,False,False,,,,,[],0,0,Cyprus,#cyprus #kypros #cy #troodos #troodos_cyprus #cyprusvillage #κυπρος #τροοδος #vretsia #cyprustiktok #cyprus🇨🇾,0,2,0,0,0,0,0,0,0,0
6,CY,7072782667497868546,1646760542,Απάντηση στο @_ropsik_ #chicken #stuffchicken #halloumi #FoodTok #foodie,6810753232484566021,Paris Dimitriou,"Cooking ,trends, hacks, easy ideas, kitchenhacks
Follow me☝️☝️☝️",0,False,https://www.tiktok.com/@paris_the_cook/video/7072782667497868546?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072782667497868546&source=h5_m,1602324,3846,965,1426,80166,7049371641993825029,7049371641993825029,72,7049371641993825029,original sound - ex7stence,</3,7.043108937957672e+18,</3,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7049371646121102085.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/1abeb2c3bd769ebdd229fa3bceaa9c1e.json,False,False,,,,,[],0,0,Cyprus,#chicken #stuffchicken #halloumi #FoodTok #foodie,0,0,0,0,0,0,0,0,0,0
7,ES,7096574766940704006,1652300072,✨GAZPACHO✨ #gazpacho #gazpachocasero #tomates #Recetavegana #recetasaludable #recetarapida #recetafacil #receta #comida #cocina,6811434904913413125,ERIC LAHUERTA | RECETAS,"🔥Cocinero y amante de la gastronomía🔥

RECETAS Fáciles, ÚNICAS y con Producto",0,False,https://www.tiktok.com/@ericlahuerta/video/7096574766940704006?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096574766940704006&source=h5_m,6837058,2828,17647,23461,335095,7096574759357664006,7096574759357664006,72,7096574759357664006,original sound - ericlahuerta,ERIC LAHUERTA | RECETAS,6.811434904913413e+18,ERIC LAHUERTA | RECETAS,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7096574765703400197.mp3,,False,False,,,,,[],0,0,Cyprus,#gazpacho #gazpachocasero #tomates #Recetavegana #recetasaludable #recetarapida #recetafacil #receta #comida #cocina,0,0,0,0,0,0,0,0,0,0
0,CY,7074216468316966145,1647094374,you never saw me #fyp #viral,174647832165924864,Katerina Angona,"^_^
🇨🇾|🇷🇴",0,False,https://www.tiktok.com/@katerinaangona/video/7074216468316966145?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7074216468316966145&source=h5_m,643242,114,122,779,66583,6705030873319737346,6705030873319737346,10033,6705030873319737346,Low (feat. T-Pain),Flo Rida,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/89a53f0b5b504630ac1cf4f578dfcf09,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e3cac336ea5d4542b356d72c31dedc78,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '275496141', 'external_song_key': 'apple_song_id'}]",0,0,Cyprus,#fyp #viral,0,0,0,0,0,0,1,0,0,1
1,CY,7100538900531268866,1653223044,💍💍 #fyp #μεμασιεσαι #viral #foryoupage #couplegoals,57330654228545536,evelinaxxz,"21
🇨🇾
✨Find all my links below✨
#ΜΕμασιεσαι",0,False,https://www.tiktok.com/@evelinaxxz/video/7100538900531268866?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100538900531268866&source=h5_m,115540,18,26,24,6543,7100538893552257793,7100538893552257793,72,7100538893552257793,original sound - evelinaxxz,evelinaxxz,5.733065422854554e+16,evelinaxxz,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7100538899570674433.mp3,,False,False,,,,,[],0,0,Cyprus,#fyp #μεμασιεσαι #viral #foryoupage #couplegoals,0,0,0,1,0,0,1,0,0,1
2,IL,7095436312882220289,1652035005, ,7027090263529374722,POLICE_MAN_creazy,"police creazy  main account✅
🚓🕵️‍♂️🚓🕵️‍♂️🚓❤️🥀👺
🤗❤️🕵️‍♀️🚓🚓",0,False,https://www.tiktok.com/@policecraezy/video/7095436312882220289?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095436312882220289&source=h5_m,10904507,5669,2606,1950,543771,6871277975694739469,6871277975694739469,10036,6871277975694739469,Le Calin,斌杨Remix,,,False,False,,https://sf16-music-sign.tiktokcdn.com/obj/tos-useast2a-v-2774/f6834dbcd5074b0683b82c45c6feec69?x-expires=1653962392&x-signature=SnZD29ewC6tv1TaHodAU0Pu1W4U%3D,False,True,,,,,[],0,0,Cyprus,,0,0,0,0,0,0,0,0,0,0
3,GB,7103099496795475205,1653819230,Reply to @_.chad._0 Tommy V. Black tape (Disclaimer: Tommy was not hurt in the making of this video) #fyp #tortoise #tommyshellby #phatonions #headbuttingtortoise #viral #funny #shoe #sock,6917323930975060994,PhatOnions,"Official Page for Tommy Shellby 🐢 

Business: xicurtisixbusiness@gmail.com",0,False,https://www.tiktok.com/@phatonions/video/7103099496795475205?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103099496795475205&source=h5_m,19215109,36955,52681,59041,2782181,7103099459504016133,7103099459504016133,72,7103099459504016133,original sound - phatonions,PhatOnions,6.917323930975061e+18,PhatOnions,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103099466761816837.mp3,,False,False,,,,,[],0,0,Cyprus,#fyp #tortoise #tommyshellby #phatonions #headbuttingtortoise #viral #funny #shoe #sock,0,0,0,0,1,0,1,0,0,1
4,US,7094170879529061678,1651740383,🤓💁‍♀️#foryou #satisfying #hometour #funny,7047380354235237377,love dream,"🤳WA: +86 15995027801
👇get the same products in the video here 👇",0,False,https://www.tiktok.com/@homecoming.diary/video/7094170879529061678?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094170879529061678&source=h5_m,6322068,4096,3429,2223,533628,7094170587958102830,7094170587958102830,72,7094170587958102830,original sound - homecoming.diary,love dream,7.047380354235237e+18,love dream,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7094170865369205550.mp3,,False,False,,,,,[],0,0,Cyprus,#foryou #satisfying #hometour #funny,0,0,1,0,1,0,0,0,0,0
5,CY,7091613292241751297,1651144889,Rollerblading season is on! 😅🔔🙏 #cyprus #cy #bail #fail #skate #stunt #rollerblade #inline #grind #fall #limassol #lus,6901058445869450245,Artemos Tompazos,"I will most probably dedicate this page for Inline Skating 🙌 
And i did 😅",0,False,https://www.tiktok.com/@artemos_11/video/7091613292241751297?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091613292241751297&source=h5_m,50703,60,267,112,1370,7061205604689300230,7061205604689300230,72,7061205604689300230,original sound - buzz1974 (Contains music from: Jupiter - Aurora Creation),"Contains music from: ""Jupiter""",6.805185504113591e+18,Buzz,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7061205648469461765.mp3,,False,False,Aurora Creation,Jupiter,original sound - buzz1974 (Contains music from: Jupiter - Aurora Creation),"Contains music from: ""Jupiter""",[],0,0,Cyprus,#cyprus #cy #bail #fail #skate #stunt #rollerblade #inline #grind #fall #limassol #lus,0,1,0,0,0,0,0,0,0,0
6,US,7097007738882051374,1652400880,Counter measures 🫢😂😂 @jlo1017 #fyp #SelfCare #ThisSong #FindYourEdge #10MillionAdoptions #foryou,6599785674101489670,Lindy and Jlo,"💕 fun, love and laughter 💕
Lindy@select.co",0,False,https://www.tiktok.com/@mamalindy/video/7097007738882051374?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097007738882051374&source=h5_m,9474911,2016,1298,635,604603,7073519936714410794,7073519936714410794,72,7073519936714410794,original sound - anthmelo (Contains music from: Pop (Remix) - ITzTy),"Contains music from: ""Pop (Remix)""",7.770655107910451e+16,ANTH,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7073519991794207534.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/1cc383732eeb69675b181d223552ddfb.json,False,False,ITzTy,Pop (Remix),original sound - anthmelo (Contains music from: Pop (Remix) - ITzTy),"Contains music from: ""Pop (Remix)""",[],0,0,Cyprus,#fyp #SelfCare #ThisSong #FindYourEdge #10MillionAdoptions #foryou,0,0,1,0,0,0,1,0,0,0
7,CY,7089517749394738433,1650656982,#fyp #embafypgamw #love,272452029204320256,𝔱𝔥𝔢𝔪𝔦𝔡𝔞,"🌙αρα
Ότι αρχίζει τελειώνει 🖤",0,False,https://www.tiktok.com/@themidaaa/video/7089517749394738433?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089517749394738433&source=h5_m,38273,67,70,250,6704,7075033522712464134,7075033522712464134,72,7075033522712464134,original sound - lanasmonkeys,Liveforlana_,6.983311437565855e+18,Liveforlana_,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7075033531298122502.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7eee79b2dcf4720ae2d4758bbc6ac9d0.json,False,False,,,,,[],0,0,Cyprus,#fyp #embafypgamw #love,0,0,0,0,0,0,1,0,0,0
0,CY,7083176348037942534,1649180509,True or not? #fyp #gay #date #boy #trend,6933583250645337093,Romeo,"he/him 
All the links on Insta😜",0,False,https://www.tiktok.com/@romeo_twi/video/7083176348037942534?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7083176348037942534&source=h5_m,458412,597,723,1437,67167,7040516581180721926,7040516581180721926,72,7040516581180721926,The Vibe With Ky I Wanna Date You,Kyrus Keenan Westcott,25829309.0,Kyrus Keenan Westcott,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7040516586888792838.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e6143589be9369d3e80b3e9d528c691b.json,False,False,,,,,[],0,0,Cyprus,#fyp #gay #date #boy #trend,0,0,0,0,0,0,1,0,0,0
