,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_eesti,hash_eestitiktok,hash_estonia,hash_foryou,hash_foryoupage,hash_fy,hash_fyp,hash_fypシ,hash_johnnydepp,hash_viral
3,GB,7077842195981683974,1647938557,"Oh the trick of adding an -o at the end, always cracks me up! 😂😂 #spanish #comedy #learnspanish #meme #funny #spanishlessons #bilingual",6992336618480878598,patry.ruiz,"🇬🇧 Language teacher 🇪🇸
Living la vida Spanglish
✉️ patryruizsocial@gmail.com",0,False,https://www.tiktok.com/@patry.ruiz/video/7077842195981683974?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077842195981683974&source=h5_m,5322616,3263,2262,3334,906550,7077842143296998149,7077842143296998149,72,7077842143296998149,original sound - patry.ruiz,patry.ruiz,6.992336618480879e+18,patry.ruiz,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7077842112137464582.mp3,,False,False,,,,,[],0,0,Estonia,#spanish #comedy #learnspanish #meme #funny #spanishlessons #bilingual,0,0,0,0,0,0,0,0,0,0
4,CA,7103265354943581446,1653857847,#ad THIS GIRL HASN’T WASHED HER HAIR IN 20 YEARS 😳,7091788024396252166,splashofcatherine,⬇️THE APP #ad⬇️,0,False,https://www.tiktok.com/@splashofcatherine/video/7103265354943581446?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103265354943581446&source=h5_m,312081,87,111,226,9930,7103265353794718470,7103265353794718470,72,7103265353794718470,original sound - splashofcatherine,splashofcatherine,7.091788024396252e+18,splashofcatherine,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103265356726291206.mp3,,False,False,,,,,[],0,0,Estonia,#ad,0,0,0,0,0,0,0,0,0,0
5,EE,7076846807845702918,1647706798,Reply to @sussykas  Kes siis veel 😄💁🏻‍♀️,6786222361697420293,Blue Spirulina,"🎬🍼🐯💎🐪

I do a lot of things, but i also make youtube videos ↓",0,False,https://www.tiktok.com/@bluespirulina/video/7076846807845702918?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7076846807845702918&source=h5_m,75935,70,4,0,3298,7057739817069267759,7057739817069267759,72,7057739817069267759,toma tussi (Contains music from: Mi Gata - Standly & El Barto),"Contains music from: ""Mi Gata""",6.822375090220434e+18,key 💋,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7057739848668678958.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/0142754e7b4a77df46fa045fc39c0298.json,False,False,Standly & El Barto,Mi Gata,toma tussi (Contains music from: Mi Gata - Standly & El Barto),"Contains music from: ""Mi Gata""",[],0,0,Estonia,,0,0,0,0,0,0,0,0,0,0
6,GB,7102537355323591941,1653688346,🤩🥰 #fyp #snacks #snack #viral #new #foryoupage,6807334340448502785,Bronwin Knight,"20👩🏻
Kent 📍
Sharing my love for fitness 🏋🏻‍♀️
Insta-bronwin_knight_fitness",0,False,https://www.tiktok.com/@bronwin_knight_fitness/video/7102537355323591941?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102537355323591941&source=h5_m,2586967,6071,8614,8941,293719,6855250725862115330,6855250725862115330,10033,6855250725862115330,"Coconut Mall (From ""Mario Kart Wii"")",Arcade Player,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/94e9293d28a3496981f09994bdb78107,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/00b5572bf6a4433ab7432896cd5e7979,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1525839994', 'external_song_key': 'apple_song_id'}]",0,0,Estonia,#fyp #snacks #snack #viral #new #foryoupage,0,0,0,0,1,0,1,0,0,1
7,EE,7077895608786275590,1647950992, ,6668190497129906181,🦋Maria Meidla🦋,"🇪🇪 :21
10K❤️🙏",0,False,https://www.tiktok.com/@darkest_girll/video/7077895608786275590?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077895608786275590&source=h5_m,76570,0,279,283,6898,6924010894393461509,6924010894393461509,72,6924010894393461509,original sound - kiitteee,kiitteee1,6.885644439013983e+18,kiitteee1,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6924010892040817413.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/29843264b2d6d271414dbfc72d1dba27.json,False,False,,,,,[],0,0,Estonia,,0,0,0,0,0,0,0,0,0,0
0,EE,7099855250789567750,1653063869,Reply to @signe.rank_from_estonia  Nii ta kipub olema jah 😀 #pildistamine #jumestus #jumestaja #mua #fotograaf #klient,6778431746280702982,Maria Kruusenvald,"🎭 Ühiskondlik satiir ja paroodia 🤡
Fotograafia- ja klienditeenindus naljad.",0,False,https://www.tiktok.com/@muraiah/video/7099855250789567750?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099855250789567750&source=h5_m,40144,29,35,13,2534,6817212214823356417,6817212214823356417,10036,6817212214823356417,Relaxed everyday loop BGM,Milk,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/015bdd234b6142cfa1e7cfb8a89065c0,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/4ceef7bb8bda482b97d269514191ba5e,True,True,,,,,[],0,0,Estonia,#pildistamine #jumestus #jumestaja #mua #fotograaf #klient,0,0,0,0,0,0,0,0,0,0
1,EE,7092450656031739141,1651339853,lihtsalt kurb,6613429863330119685,evert poom,PALUN FOLLOW MIND INSTAS,0,False,https://www.tiktok.com/@evertpoom/video/7092450656031739141?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092450656031739141&source=h5_m,48813,84,128,83,6325,6929763762322343937,6929763762322343937,10033,6929763762322343937,These Days,Nico,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/14b2c7b943a449279d53522de8d9ddec,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/a801d6126f9f4333b1b6cae75520139b,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1236360172', 'external_song_key': 'apple_song_id'}]",0,0,Estonia,,0,0,0,0,0,0,0,0,0,0
2,GB,7081431066728287493,1648774155,Morgan Freeman tries Helium for the first time #celebrity #funny #interview,7034159637918303237,Finance Friendly,"Finance Friendly
We now have a YouTube channel, check it out above!",0,False,https://www.tiktok.com/@financefriendly/video/7081431066728287493?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081431066728287493&source=h5_m,24079315,6809,27684,44551,3935220,6728562975734515713,6728562975734515713,10036,6728562975734515713,Love You So,The King Khan & BBQ Show,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,Estonia,#celebrity #funny #interview,0,0,0,0,0,0,0,0,0,0
3,EE,7094118797233294597,1651728250,"Jutud 3-aastasega. 7. osa: ""Pane sokid ilusti."" #lapsevanem #lapsedoneluõied #eesti",7032220094593238022,appokodu,"Piia Appo: jagan Appo kodu pere lugu - naljad, majaehitus, hobid jms.",0,False,https://www.tiktok.com/@appokodu/video/7094118797233294597?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094118797233294597&source=h5_m,52048,41,35,34,4590,6732536571318257666,6732536571318257666,10033,6732536571318257666,Funny Song,Cavendish Music,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/da56f6ac11374919bbc0e80be23f547f,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/c7234d4c6fed480998d07df5f912c333,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1571875728', 'external_song_key': 'apple_song_id'}]",0,0,Estonia,#lapsevanem #lapsedoneluõied #eesti,1,0,0,0,0,0,0,0,0,0
4,US,7102059680658312494,1653577128,don’t fall for the trick… feat. Your favorite YouTubers! @Ben Azelart @Cole LaBrant @Eric Decker & MORE! #fyp #youtuber #youtube #benazelart #colelabrant #labrantfamily #airrack #zhc #stephensharer #teamrar #funny #prank,6724149069306627077,keeley elise,LISTEN TO MY NEW SONG “Stuck in a Feeling!” ⬇️,0,False,https://www.tiktok.com/@itskeeleyelise/video/7102059680658312494?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102059680658312494&source=h5_m,811953,64,32,133,49233,7102059641680481067,7102059641680481067,72,7102059641680481067,original sound - itskeeleyelise,keeley elise,6.724149069306627e+18,keeley elise,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7102059668280953646.mp3,,False,False,,,,,[],0,0,Estonia,#fyp #youtuber #youtube #benazelart #colelabrant #labrantfamily #airrack #zhc #stephensharer #teamrar #funny #prank,0,0,0,0,0,0,1,0,0,0
5,US,7103336962232208683,1653874517,You’re welcome 😇,1217960,Malik Cannon,"Vibe with me ✌️
🇭🇹 
1.5Mill
Tx📍
Play bubble to win some cash  💵 🔽",0,False,https://www.tiktok.com/@cando.555/video/7103336962232208683?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103336962232208683&source=h5_m,2270003,7742,16737,8598,278715,7067549981984541441,7067549981984541441,72,7067549981984541441,original sound - namiooka (Contains music from: Around the World - Daft Punk),"Contains music from: ""Around the World""",7.023428586733274e+18,🌬️,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7067549985868483330.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/06d7be2f0ab40bdd3b970bd40bc908bb.json,False,False,Daft Punk,Around the World,original sound - namiooka (Contains music from: Around the World - Daft Punk),"Contains music from: ""Around the World""",[],0,0,Estonia,,0,0,0,0,0,0,0,0,0,0
6,MY,7100087488756141338,1653117940,two types of sisters… #fyp,6723528381285942274,julia 🛸,spread love 🦋,0,False,https://www.tiktok.com/@jupi73rr/video/7100087488756141338?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100087488756141338&source=h5_m,9793670,10423,15584,24049,2014680,7056374191741881094,7056374191741881094,72,7056374191741881094,dont x do i wanna know,i love aedamonx,6.925718782796531e+18,i love aedamonx,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7056374224994241286.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/defb39f52b87ec10b4d619d57c03daa3.json,False,False,,,,,[],0,0,Estonia,#fyp,0,0,0,0,0,0,1,0,0,0
7,EE,7087924959787453702,1650286132,#duet with @kateylorrell tähestiku õppimine zoomi tunnis be like 😁 #fyp #rodzjeer #estonia #alphabet,6757224433122329606,Roger,"Toon su argiellu positiivsust!
💃 CEO of dance 💃
👉Liigume 8k poole 👈",0,False,https://www.tiktok.com/@rodzjeer/video/7087924959787453702?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087924959787453702&source=h5_m,49894,99,115,113,3699,7086546039687203626,7086546039687203626,72,7086546039687203626,original sound - kateylorrell (Contains music from: Stormy - Aurora Creation),"Contains music from: ""Stormy""",6.728805819795817e+18,Kate 💥,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7086539742023797550.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/9f19dc5e9b79b56ff1a36aef35630698.json,False,False,Aurora Creation,Stormy,original sound - kateylorrell (Contains music from: Stormy - Aurora Creation),"Contains music from: ""Stormy""",[],0,0,Estonia,#duet #fyp #rodzjeer #estonia #alphabet,0,0,1,0,0,0,1,0,0,0
0,US,7070591647020502315,1646250405,#funny #prank #pranks,7004066871206347782,funny2691,,0,False,https://www.tiktok.com/@funny2691/video/7070591647020502315?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7070591647020502315&source=h5_m,5675366,5886,2028,2281,750500,7070591611742374702,7070591611742374702,72,7070591611742374702,original sound - funny2691,funny2691,7.004066871206348e+18,funny2691,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7070591646684957483.mp3,,False,False,,,,,[],0,0,Estonia,#funny #prank #pranks,0,0,0,0,0,0,0,0,0,0
1,EE,7085316964666723589,1649678911, ,7079893869034357766,nuudlisupp,For fun and giggles.,0,False,https://www.tiktok.com/@nuudlisupp/video/7085316964666723589?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085316964666723589&source=h5_m,107525,327,11513,911,20411,7085316930353023750,7085316930353023750,72,7085316930353023750,original sound - nuudlisupp,nuudlisupp,7.079893869034358e+18,nuudlisupp,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7085316940834622214.mp3,,False,False,,,,,[],0,0,Estonia,,0,0,0,0,0,0,0,0,0,0
2,EE,7103156980134677765,1653832614,Koolitarkus 35 aastat tagasi #kool #vaimnetervis,6836760602004046854,Kassiraisk,Allolev sisu võib nõuda vanemlikku selgitust!,0,False,https://www.tiktok.com/@naabrikass/video/7103156980134677765?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103156980134677765&source=h5_m,36397,40,296,178,1720,7103156977630874373,7103156977630874373,72,7103156977630874373,original sound - naabrikass,Kassiraisk,6.836760602004047e+18,Kassiraisk,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103156986950322949.mp3,,False,False,,,,,[],0,0,Estonia,#kool #vaimnetervis,0,0,0,0,0,0,0,0,0,0
3,MY,7087044175757200666,1650081058, ,6741989449376334850,rooneyojr,"I draw on Omegle a lot
Full video on my YouTube 👆🏻",0,False,https://www.tiktok.com/@rooneyojr/video/7087044175757200666?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087044175757200666&source=h5_m,13568213,1692,1317,4657,1402154,7087044193901742874,7087044193901742874,24,7087044193901742874,original sound - rooneyojr,rooneyojr,6.741989449376335e+18,rooneyojr,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7087044226545928986.mp3,,False,False,,,,,[],0,0,Estonia,,0,0,0,0,0,0,0,0,0,0
4,EE,7079052922100747526,1648220449,😊 #fyp #eesti #eestitiktok #estonia,7047192936799568902,Raiksz,"Folloge mind instas🍑
🇪🇪
✉️raiglamarkus@gmail.com",0,False,https://www.tiktok.com/@markusraigla/video/7079052922100747526?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079052922100747526&source=h5_m,65098,171,261,287,5828,7079056058710362886,7079056058710362886,72,7079056058710362886,original sound - markusraigla,Raiksz,7.047192936799569e+18,Raiksz,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7079056069569334022.mp3,,False,False,,,,,[],0,0,Estonia,#fyp #eesti #eestitiktok #estonia,1,1,1,0,0,0,1,0,0,0
5,EE,7094983690723265797,1651929621,@kuulsaal 🕺🏻,6568484773484183558,Arija,"est
💖 IG: roosabanaanike 💖
ceo of 💅",0,False,https://www.tiktok.com/@roosabanaanike/video/7094983690723265797?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094983690723265797&source=h5_m,80650,125,40,91,8197,7053830772368657157,7053830772368657157,72,7053830772368657157,original sound - meemzytv (Contains music from: Esqueci! - meninofroze arquivado & jayxhunna!),"Contains music from: ""Esqueci!""",6.99718750929001e+18,MeemzyTv,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7053830789124885253.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/6470b01cfc38c7aa47354981225442f0.json,False,False,meninofroze arquivado & jayxhunna!,Esqueci!,original sound - meemzytv (Contains music from: Esqueci! - meninofroze arquivado & jayxhunna!),"Contains music from: ""Esqueci!""",[],0,0,Estonia,,0,0,0,0,0,0,0,0,0,0
6,EE,7093169278936960262,1651507170,kummalt poolt alustatakse banaani koorimist @_maribel_spam,6902897201888166914,anabel,17,0,False,https://www.tiktok.com/@midgethub.ee/video/7093169278936960262?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093169278936960262&source=h5_m,67189,105,216,63,7045,7075729123557100294,7075729123557100294,10036,7075729123557100294,Jiggle Jiggle,Duke & Jones & Louis Theroux,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/84fc699b425e4f8f8468af75e7906d7f,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/53d5df68e49f406d83b5031f70853539,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1623742151', 'external_song_key': 'apple_song_id'}]",0,0,Estonia,,0,0,0,0,0,0,0,0,0,0
7,EE,7102440345375460613,1653665760,😱⌚️🚫 INSTAS 👉 @IGAMIDANES #eestivined #igamidanes #fyp #foryou,6809301465061344261,EESTI VINED,"🔵⚫⚪ 
DM'i instas oma lemmik meem ☝☝
ja kui 💶pappi💶 tahad teenida, siis 👇👇",0,False,https://www.tiktok.com/@eestivined/video/7102440345375460613?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102440345375460613&source=h5_m,55903,23,382,351,4568,7102440343047604997,7102440343047604997,72,7102440343047604997,original sound - eestivined,EESTI VINED,6.809301465061344e+18,EESTI VINED,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102440340871334661.mp3,,False,False,,,,,[],0,0,Estonia,#eestivined #igamidanes #fyp #foryou,0,0,0,1,0,0,1,0,0,0
0,US,7103409322897607982,1653891367,deleting in an hour iykyk,21417653,Tabs,"u can call me tabs 
@hypehousela
check out my insta :)",0,False,https://www.tiktok.com/@tabithaswatosh/video/7103409322897607982?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103409322897607982&source=h5_m,1078755,1252,241,2929,198923,7095938597865671470,7095938597865671470,10036,7095938597865671470,We Not Humping - Remix,Monaleo & Flo Milli,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/f8fbfbc9ca7a448e8ac0c5b7f398a66e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/2947d74154a34450b975e0eabaab6b35,True,True,,,,,[],0,0,Estonia,,0,0,0,0,0,0,0,0,0,0
1,LV,7103031108224306438,1653803313, ,7087847432188789766,leo.shift,"🔱 Welcome BONUS 🔱
1500 EUR + 270 FS 
link to games⤵️",0,False,https://www.tiktok.com/@leo.shift/video/7103031108224306438?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103031108224306438&source=h5_m,189936,101,235,151,5951,6896455676197865474,6896455676197865474,10033,6896455676197865474,Space Diver,Boris Brejcha,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/8f74d3184a324631bbe79ac607dc92e8,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/52927558e21143378e2b797aedccae9d,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1480595306', 'external_song_key': 'apple_song_id'}]",0,0,Estonia,,0,0,0,0,0,0,0,0,0,0
2,AU,7103081663458004226,1653815077,How to buy a MacBook ANONYMOUSLY  🧠 #fyp #facts #privacy #lifehack #macbook,6649321250878685189,Privacy Tips Naomi,"Tips on how to live a modern, privacy-conscious lifestyle. Empower yourself.",0,False,https://www.tiktok.com/@naomibrockwell/video/7103081663458004226?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103081663458004226&source=h5_m,1686077,919,415,1439,214088,7103081642528459522,7103081642528459522,24,7103081642528459522,original sound - naomibrockwell,Privacy Tips Naomi,6.649321250878685e+18,Privacy Tips Naomi,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7103081640024460034.mp3,,False,False,,,,,[],0,0,Estonia,#fyp #facts #privacy #lifehack #macbook,0,0,0,0,0,0,1,0,0,0
3,US,7102645625199545642,1653713553,"I wasn’t comfortable doing this, but I believed it was necessary. #modeltiktok #viraltiktok #selflove #womenempowerment #modeltips #skintok #normalizenormal",6650675574015442949,Kenz Lawrén,"✨CEO of #ModelTok✨
IG: @kenzlawren
kenz@viralnationtalent.com",0,False,https://www.tiktok.com/@kenzlawren/video/7102645625199545642?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102645625199545642&source=h5_m,2914035,2530,1676,3304,478837,7102645581054528299,7102645581054528299,72,7102645581054528299,original sound - kenzlawren (Contains music from: Emotional Piano Instrumental In E Minor - Tom Bailey Backing Tracks),"Contains music from: ""Emotional Piano Instrumental In E Minor""",6.650675574015443e+18,Kenz Lawrén,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7102645620204161834.mp3,,False,False,Tom Bailey Backing Tracks,Emotional Piano Instrumental In E Minor,original sound - kenzlawren (Contains music from: Emotional Piano Instrumental In E Minor - Tom Bailey Backing Tracks),"Contains music from: ""Emotional Piano Instrumental In E Minor""",[],0,0,Estonia,#modeltiktok #viraltiktok #selflove #womenempowerment #modeltips #skintok #normalizenormal,0,0,0,0,0,0,0,0,0,0
4,GB,7099576162959232261,1652998890,I reckon they got the job @mark_kacy #fyp #modelling #family #gaming #viral,7025711679633736709,2 Drippy,"Daily world class videos
Inquires - Chazzab562@gmail.com",0,False,https://www.tiktok.com/@chazza2drippy/video/7099576162959232261?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099576162959232261&source=h5_m,5644273,1271,3477,5060,391752,6728562975734515713,6728562975734515713,10036,6728562975734515713,Love You So,The King Khan & BBQ Show,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,Estonia,#fyp #modelling #family #gaming #viral,0,0,0,0,0,0,1,0,0,1
5,EE,7076139315771854085,1647542072,..but it’s not 😝#prank #foryoupage #girlfriendprank #guitartok #lg #washingmachine #viral,6577439594932781062,Paul Neitsov,"Laughter and music 🤘👅🎸 no BS

He 🤵‍♂️
Estonia 🇪🇪
28yo 💛",0,False,https://www.tiktok.com/@thepaulneitsov/video/7076139315771854085?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7076139315771854085&source=h5_m,3901817,2329,8711,3911,574034,7076139315780193030,7076139315780193030,72,7076139315780193030,original sound - thepaulneitsov,Paul Neitsov,6.577439594932781e+18,Paul Neitsov,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7076139304623393541.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e2d95251d75baa280eb5705061ea1bd5.json,False,False,,,,,[],0,0,Estonia,#prank #foryoupage #girlfriendprank #guitartok #lg #washingmachine #viral,0,0,0,0,1,0,0,0,0,1
6,EE,7093552522073263365,1651596401,@Ed Sheeran,7056376797164094470,costumlatteart,"follow for daily coffee art <3
👇🏼 grab yours now 👇🏼",0,False,https://www.tiktok.com/@costumlatteart/video/7093552522073263365?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093552522073263365&source=h5_m,3729264,7997,5173,6306,292196,7080608923685767942,7080608923685767942,72,7080608923685767942,original sound - speed1sounds_,ᥫ᭡,7.03787274686913e+18,ᥫ᭡,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7080608925820685062.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c6394064e3fc3804f051db08a37b05fa.json,False,False,,,,,[],0,0,Estonia,,0,0,0,0,0,0,0,0,0,0
7,US,7097732477367782702,1652569623,#behard,62883391448039424,⚠️August⚠️,"17y/o
ENTP",0,False,https://www.tiktok.com/@cody1025/video/7097732477367782702?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097732477367782702&source=h5_m,15889930,50269,50510,45428,3859606,7097732439409232683,7097732439409232683,72,7097732439409232683,original sound - cody1025,⚠️August⚠️,6.288339144803942e+16,⚠️August⚠️,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7097732471299263274.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/3ce0494384127c5b207c5814fe50bb9f.json,False,False,,,,,[],0,0,Estonia,#behard,0,0,0,0,0,0,0,0,0,0
0,NZ,7103062727987367170,1653810669,Justice For Johnny 💙🙏 #fyp #blowthisup #viral #makethisgoviral #johnnydepp #amberheard #justiceforjohnnydepp #amberturd #unfair #sad #justice #trial #mcreations05,6998385479067272198,mc05,"Help me to reach 400k, 500 followers on Insta, and 1k subscribers on YT 🙏",0,False,https://www.tiktok.com/@mcreations05/video/7103062727987367170?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103062727987367170&source=h5_m,2515993,2021,10696,21648,378072,7101395855923743534,7101395855923743534,72,7101395855923743534,Johnny Depp Sea Shanty,Anthony,6.695201382607865e+18,Anthony,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7101395885480872747.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a3b5722b71ae224007bf1e9c3167ac04.json,False,False,,,,,[],0,0,Estonia,#fyp #blowthisup #viral #makethisgoviral #johnnydepp #amberheard #justiceforjohnnydepp #amberturd #unfair #sad #justice #trial #mcreations05,0,0,0,0,0,0,1,0,1,1
