,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_duet,hash_foryou,hash_foryoupage,hash_funny,hash_fyp,hash_fypシ,hash_movie,hash_tiktok,hash_viral,hash_xyzbca
6,PH,7091530326635334939,1651125571,LATE FOR THIS TREND?🔥 SUBSCRIBE TO OUR YT CHANNEL ( KATNIEL OFFICIAL ) #bestgirlfriendcheck #katniel #thehouseofcollab #fyp,6768273213656237058,Marc Daniel Bernardo,"THOC CONTENT CREATOR
📧:bdb.phevents@gmail.com
workwithus@thehouseofcollab.com",0,False,https://www.tiktok.com/@marcdanielbernardo/video/7091530326635334939?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091530326635334939&source=h5_m,716123,166,378,980,80004,7082370286401702683,7082370286401702683,24,7082370286401702683,Wait A Minute! (Duckhead Edit) (Contains music from: Wait a Minute! - WILLOW),"Contains music from: ""Wait a Minute!""",6.508494589473112e+18,Duckhead Dj Kasur,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7082370305552829210.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/241863689ab47c011269273c5f206d17.json,False,False,WILLOW,Wait a Minute!,Wait A Minute! (Duckhead Edit) (Contains music from: Wait a Minute! - WILLOW),"Contains music from: ""Wait a Minute!""",[],0,0,Kiribati,#bestgirlfriendcheck #katniel #thehouseofcollab #fyp,0,0,0,0,1,0,0,0,0,0
7,ZA,7077121060545563910,1647770653,#fyp#ftb#go viral,7007063182108378114,daboys,"I wad the old joshdeboss
Follow @officialdaboys_0",0,False,https://www.tiktok.com/@joshdeboss_/video/7077121060545563910?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077121060545563910&source=h5_m,3136478,5281,14305,115191,225936,6879229501335800578,6879229501335800578,72,6879229501335800578,Follow me on Instagram dark_mod7 (Contains music from: eto li schast'e? - Rauf & Faik),"Contains music from: ""eto li schast'e?""",6.812290746181223e+18,Esmy kareem,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6943604925775579905.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/fcb0b15ac4a4a16032a9d55ce1924c31.json,False,False,Rauf & Faik,eto li schast'e?,Follow me on Instagram dark_mod7 (Contains music from: eto li schast'e? - Rauf & Faik),"Contains music from: ""eto li schast'e?""",[],0,0,Kiribati,#fyp#ftb#go,0,0,0,0,1,0,0,0,0,0
0,GB,7089713138781785349,1650702478,#riskyg,6935735753336439814,FFC,"⬇️🔥check out my Merch collection
phone cases, t-shirts and more 🔥⬇️",0,False,https://www.tiktok.com/@slowmocrashes_ro/video/7089713138781785349?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089713138781785349&source=h5_m,128030,28,6,49,5181,6728562975734515713,6728562975734515713,10036,6728562975734515713,Love You So,The King Khan & BBQ Show,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,Kiribati,#riskyg,0,0,0,0,0,0,0,0,0,0
1,US,7078772064487869739,1648155057,This actually works 😳 #tech #techtips #fyp,6802342281783231493,aakaanksh,"☝🏼life hacks and Tech tips☝🏼
can we get to 5 mil?
kaansanity@undercurrent.net",0,False,https://www.tiktok.com/@kaansanity/video/7078772064487869739?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078772064487869739&source=h5_m,2363442,603,22382,101268,96373,7078772031826758443,7078772031826758443,72,7078772031826758443,original sound - kaansanity,aakaanksh,6.802342281783231e+18,aakaanksh,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7078772062738746154.mp3,,False,False,,,,,[],0,0,Kiribati,#tech #techtips #fyp,0,0,0,0,1,0,0,0,0,0
2,GB,7087100701859417350,1650094222,Might not post much today🥺 #5minutecraftsneedtobestopped #5minutecraftsbelike #5minutecrafts #fiveminutecrafts #lipstick #highheels #watch #corn #shoe #weird #stop #why #trending #viral #fyp #trend,7074639305340191750,vidsthtyouneedtosee,"Tysm for 535K followers🎉
W5MCNTBS✨
Justice for Johnny Depp🫶🏻",0,False,https://www.tiktok.com/@vidsthtyouneedtosee/video/7087100701859417350?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087100701859417350&source=h5_m,46853889,41044,55537,54352,3082292,6776105930703637254,6776105930703637254,72,6776105930703637254,original sound - userx0w3eu1im1 (Contains music from: HOME ALONE SHITTY FLUTE - Harold Flute),"Contains music from: ""HOME ALONE SHITTY FLUTE""",6.776181172105774e+18,Tik Toker,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1654320200410150.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/09c4d1e91dc07f99f14f621dae099a6d.json,False,False,Harold Flute,HOME ALONE SHITTY FLUTE,original sound - userx0w3eu1im1 (Contains music from: HOME ALONE SHITTY FLUTE - Harold Flute),"Contains music from: ""HOME ALONE SHITTY FLUTE""",[],0,0,Kiribati,#5minutecraftsneedtobestopped #5minutecraftsbelike #5minutecrafts #fiveminutecrafts #lipstick #highheels #watch #corn #shoe #weird #stop #why #trending #viral #fyp #trend,0,0,0,0,1,0,0,0,1,0
3,AU,7100482018617593090,1653209799,no.1 supporter ♥️ #fyp #tongantiktok,5127445,Meliami,🤠,0,False,https://www.tiktok.com/@meliami/video/7100482018617593090?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100482018617593090&source=h5_m,400618,453,178,288,79840,6901920877743573766,6901920877743573766,72,6901920877743573766,original sound - officialkidd671,Tracc.____,6.789408980919666e+18,Tracc.____,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6901919910981569285.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/29d8122c2a8bdc7ec3d1cb20702671d0.json,False,False,,,,,[],0,0,Kiribati,#fyp #tongantiktok,0,0,0,0,1,0,0,0,0,0
4,US,7099534833549872430,1652989266,#greenscreenvideo he looked so proud LMFAO! 🥺😭🤣 (btw; my friend let me break it🤣) #fyp #quitvaping #rip #proudmoment #usmc #marines #addict #wholesome #vape #shitbags #cali #TopGunMode,6076629,Daraemartinez🇲🇽,"20 / LV🎰 -> OC📍/ Kevin ❤️
USMC
I just film random videos & people like em 🤣",0,False,https://www.tiktok.com/@daraemartinez/video/7099534833549872430?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099534833549872430&source=h5_m,605835,142,93,109,106200,7076507807318543109,7076507807318543109,72,7076507807318543109,Mouse eating sound (Contains music from: New Home (Slowed) - Austin Farwell),"Contains music from: ""New Home (Slowed)""",7.035398349571327e+18,Dead,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7076507803276036870.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/44ce458057a5b75aa3bdee8a23c50c7b.json,False,False,Austin Farwell,New Home (Slowed),Mouse eating sound (Contains music from: New Home (Slowed) - Austin Farwell),"Contains music from: ""New Home (Slowed)""",[],0,0,Kiribati,#greenscreenvideo #fyp #quitvaping #rip #proudmoment #usmc #marines #addict #wholesome #vape #shitbags #cali #TopGunMode,0,0,0,0,1,0,0,0,0,0
5,US,7080415600140487979,1648537724,Again 🤪🤪#fyp,7020605406011786245,Love braids,Braids tutorial 💯💯,0,False,https://www.tiktok.com/@hairbywang5/video/7080415600140487979?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080415600140487979&source=h5_m,531825,139,196,1164,13105,7080415410482580270,7080415410482580270,72,7080415410482580270,original sound - hairbywang5 (Contains music from: Imagination - Lize Mynhardt),"Contains music from: ""Imagination""",7.020605406011786e+18,Love braids,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7080415527323159338.mp3,,False,False,Lize Mynhardt,Imagination,original sound - hairbywang5 (Contains music from: Imagination - Lize Mynhardt),"Contains music from: ""Imagination""",[],0,0,Kiribati,#fyp,0,0,0,0,1,0,0,0,0,0
6,MX,7099215144449821957,1652914834,#theprofessor #streetballmove #fypシ,7044594707540427782,Fan Page,"🔹Edits/Highlights🔹
Road to 200K 👑",0,False,https://www.tiktok.com/@professorhoops/video/7099215144449821957?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099215144449821957&source=h5_m,6889529,795,2001,51463,672487,6928719164182006530,6928719164182006530,24,6928719164182006530,skechers slowed,˚✧ ⁺࿐˚･♥︎,6.84652111688845e+18,˚✧ ⁺࿐˚･♥︎,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6928719130585467649.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/188cfabfe2d47e81ce4cac4ba863e0b2.json,False,False,,,,,[],0,0,Kiribati,#theprofessor #streetballmove #fypシ,0,0,0,0,0,1,0,0,0,0
7,MX,7075766683666746629,1647455312,#crushescolar #alopo #inlove,6751577898438296582,camila pardo,,0,False,https://www.tiktok.com/@camilapardob_/video/7075766683666746629?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075766683666746629&source=h5_m,4155362,3284,2845,8639,577415,7061271396685056774,7061271396685056774,72,7061271396685056774,Baby (Contains music from: Baby - Justin Bieber),"Contains music from: ""Baby""",7.060564211961742e+18,Spe3d_up_songs,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7061271416649304837.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7b182c7614667851fe872d5217f0532f.json,False,False,Justin Bieber,Baby,Baby (Contains music from: Baby - Justin Bieber),"Contains music from: ""Baby""",[],0,0,Kiribati,#crushescolar #alopo #inlove,0,0,0,0,0,0,0,0,0,0
0,AU,7081396408246340865,1648766085,@ghostt5621 “Aikae”😭😭,116174481085161472,✝️,,0,False,https://www.tiktok.com/@vaiolina._/video/7081396408246340865?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081396408246340865&source=h5_m,270435,231,92,844,21212,7070681635934440193,7070681635934440193,72,7070681635934440193,original sound - inehay_,uzii,6.869613704674018e+18,uzii,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7070681628804205313.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/248d320d7e257af33b834d788af87c19.json,False,False,,,,,[],0,0,Kiribati,,0,0,0,0,0,0,0,0,0,0
1,TH,7076233086270197019,1647563905,#สีชมพู #สีผมตอนรับซัมเมอร์#สุดปัง#ร้านเสริมสวยหน่อยบิวตี้ตลาดทุ่งคอก,6917932567517856769,nunoipoom,Facebook   Nu Noi poom,0,False,https://www.tiktok.com/@nunoipoom/video/7076233086270197019?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7076233086270197019&source=h5_m,670876,155,1110,1960,46302,7070804898282998555,7070804898282998555,24,7070804898282998555,DJ Amelia Sakitinya Tutu Remix Terbaru (Contains music from: Amelia (feat. Mattyas) [Radio Edit] - Besa),"Contains music from: ""Amelia (feat. Mattyas) [Radio Edit]""",6.789162832141714e+18,𝑳𝒂𝒓𝒂✨,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7070804881602366235.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/41cfc55fb54d0461c81cc96af4a2fa74.json,False,False,Besa,Amelia (feat. Mattyas) [Radio Edit],DJ Amelia Sakitinya Tutu Remix Terbaru (Contains music from: Amelia (feat. Mattyas) [Radio Edit] - Besa),"Contains music from: ""Amelia (feat. Mattyas) [Radio Edit]""",[],0,0,Kiribati,#สีชมพู #สีผมตอนรับซัมเมอร์#สุดปัง#ร้านเสริมสวยหน่อยบิวตี้ตลาดทุ่งคอก,0,0,0,0,0,0,0,0,0,0
2,NG,7101061151018044677,1653344642,👏🏼👏🏼👏🏼 #fyp #foru #why #how #thecapitals #mrheelariouz #xyzbca #viral,6799315231854248966,🤴🏽 KING OF REACTION 🤴🏽,"🤪😩MR WHYYY!!!HOWWW!!😭😭 
🚀Let’s get  to 2.7M🤲🏻 Follow me on Instagram🙏🏽",0,False,https://www.tiktok.com/@mr_heelariouz_/video/7101061151018044677?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101061151018044677&source=h5_m,1264034,1478,746,3554,91607,6728562975734515713,6728562975734515713,10036,6728562975734515713,Love You So,The King Khan & BBQ Show,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,Kiribati,#fyp #foru #why #how #thecapitals #mrheelariouz #xyzbca #viral,0,0,0,0,1,0,0,0,1,1
3,PH,7099295589032152346,1652933562,Sino mas bagay kay boy Sandra or Cjay comment na❤️🙈 #mannixfam #mannixmanagement,6908693028521886721,Cjay Babista,"19/🇵🇭
My 1.3M Account was banned!
📩: cjaybabista57@gmail.com
YT: Cjay Babista",0,False,https://www.tiktok.com/@c_jaybabista/video/7099295589032152346?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099295589032152346&source=h5_m,263734,377,44,716,24585,7067924841952758530,7067924841952758530,72,7067924841952758530,despacito trend (Contains music from: Despacito (Spanglish Version) - Viyolin),"Contains music from: ""Despacito (Spanglish Version)""",6.933279750501254e+18,🥂🍾,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7067924809241381633.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/6468f400a579f6c101a73b5df885d8a4.json,False,False,Viyolin,Despacito (Spanglish Version),despacito trend (Contains music from: Despacito (Spanglish Version) - Viyolin),"Contains music from: ""Despacito (Spanglish Version)""",[],0,0,Kiribati,#mannixfam #mannixmanagement,0,0,0,0,0,0,0,0,0,0
4,DE,7083900433856498950,1649349098,who can do it? <3 @Nils Kuesel #fyp#foryou#german#elevatorboys,6745377674552968198,Tim Schaecker,"Follow me on insta: timschaecker 
Just a kid from 🇩🇪🌞
timschaecker@yuandmi.de",0,False,https://www.tiktok.com/@timschaecker/video/7083900433856498950?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7083900433856498950&source=h5_m,10182477,58003,3106,2764,899189,7057315929235000070,7057315929235000070,72,7057315929235000070,los amoooo,dome mí religion 🍭,6.929561982162175e+18,dome mí religion 🍭,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7057315971526150917.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/050d5d8b95002133063f4b31b2606c25.json,False,False,,,,,[],0,0,Kiribati,#fyp#foryou#german#elevatorboys,0,1,0,0,1,0,0,0,0,0
5,ZA,7094240232962264325,1651756524,#relationship #relationshipfacts #facts #viral #blowthisup #fy #fyp #fypシ #foryourpage #foryourpagetiktok #femalefacts #factsoverfeelings #relationshiptips #lovefacts,7050393216855835650,Amazing Facts,"Women click the link below for the best results 
Thank you for 40k followers 🥳",0,False,https://www.tiktok.com/@amazingrelationshipfacts/video/7094240232962264325?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094240232962264325&source=h5_m,2167790,2025,10752,10395,145250,6941381181430647553,6941381181430647553,72,6941381181430647553,the night we met,ℂ𝕙/🥀,6.712731181929088e+18,ℂ𝕙/🥀,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6941381144160111361.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e4b38c7101ac9f944cc5de871a83fd21.json,False,False,,,,,[],0,0,Kiribati,#relationship #relationshipfacts #facts #viral #blowthisup #fy #fyp #fypシ #foryourpage #foryourpagetiktok #femalefacts #factsoverfeelings #relationshiptips #lovefacts,0,0,0,0,1,1,0,0,1,0
6,CA,7071189391451999493,1646389580,My shirt got a little big for me☺️,6929698983976829957,Bigproblem3099,"Everything is going to be okay💫
Sc: vanessayek_3098 , go add!!",0,False,https://www.tiktok.com/@bigproblem73/video/7071189391451999493?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7071189391451999493&source=h5_m,230042,55,220,79,8111,7032682793582938927,7032682793582938927,72,7032682793582938927,original sound - ohtieronia,ohtieronia,11564875.0,ohtieronia,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7032682864864938799.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/2bf278e2e5e137a8a7767e9597572780.json,False,False,,,,,[],0,0,Kiribati,,0,0,0,0,0,0,0,0,0,0
7,AE,7091779726905265413,1651183641,Who can relate 🥲 #arabiccouple #couplecomedy #fyp,6804834262896133126,Nora & Khalid,"Body 🇵🇸& Brain 🇩🇪🇲🇦 📍in 🇦🇪 
📧: collab@noraandkhalid.com",0,False,https://www.tiktok.com/@noriyanori_/video/7091779726905265413?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091779726905265413&source=h5_m,1478857,568,7435,6584,76020,6987515119878474498,6987515119878474498,72,6987515119878474498,original sound - lera_danya (Contains music from: HAHAHAHA - Paris K),"Contains music from: ""HAHAHAHA""",6.846490158138e+18,Лера💜Даня,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6990375243592289025.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/b8954bad29a84ac79ca96572c41672e9.json,False,False,Paris K,HAHAHAHA,original sound - lera_danya (Contains music from: HAHAHAHA - Paris K),"Contains music from: ""HAHAHAHA""",[],0,0,Kiribati,#arabiccouple #couplecomedy #fyp,0,0,0,0,1,0,0,0,0,0
0,SE,7082727244866587909,1649075945, ,6730235152208905221,Elvir Aljicevic,"Love you all! ❤️‍🔥
Snap: Elviraljiceevic
Twitter: EAljicevic
🇧🇦/🇲🇪",0,False,https://www.tiktok.com/@elvir_aljicevic/video/7082727244866587909?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7082727244866587909&source=h5_m,1720020,909,1098,3683,107953,6912384033099942661,6912384033099942661,72,6912384033099942661,Direction Dance  (Contains music from: Canciones Para Bailar Tik Tok Mix 7 - Dj Morant),"Contains music from: ""Canciones Para Bailar Tik Tok Mix 7""",6.565057854611456e+18,Marianny Holguín,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6912383984718580486.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/de7e623b04845c6c75ebbebdba8d2987.json,False,False,Dj Morant,Canciones Para Bailar Tik Tok Mix 7,Direction Dance  (Contains music from: Canciones Para Bailar Tik Tok Mix 7 - Dj Morant),"Contains music from: ""Canciones Para Bailar Tik Tok Mix 7""",[],0,0,Kiribati,,0,0,0,0,0,0,0,0,0,0
1,FR,7096024802523139333,1652172028,❗❗New danse ❗❗Dc : me 🤙🏾 @beyaay #pourtoi #fyp #fypシ #danse #trend #viral #newcal #amiens #france,20700253,ROILION,"PHOTO VIDEO / DANSE 
 newcal / france 🇳🇨🇨🇵
Insta : roilionphoto / roilion4b",0,False,https://www.tiktok.com/@roilioncaihe4b/video/7096024802523139333?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096024802523139333&source=h5_m,101249,96,49,82,9219,7075200906693724954,7075200906693724954,72,7075200906693724954,Favourite Girl Magik Edit (Contains music from: Favorite Girl - Justin Bieber),"Contains music from: ""Favorite Girl""",6.768412728564254e+18,Kuya Magik,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7075200902033836826.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/94c5956f5daaeba8bf6041d2193044fd.json,False,False,Justin Bieber,Favorite Girl,Favourite Girl Magik Edit (Contains music from: Favorite Girl - Justin Bieber),"Contains music from: ""Favorite Girl""",[],0,0,Kiribati,#pourtoi #fyp #fypシ #danse #trend #viral #newcal #amiens #france,0,0,0,0,1,1,0,0,1,0
2,PH,7099080800003493147,1652883553,Ganda ng teleserye nato!! #2g2bt #kathniel #toogoodtobetrue #kathrynbernardo #danielpadila #netflix #netflixph #fyp #foryou,7097492342584869915,2 Good 2 Be True,Five Two Five 💙,0,False,https://www.tiktok.com/@kathniel01426/video/7099080800003493147?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099080800003493147&source=h5_m,273665,81,114,2118,24722,7054738367639997210,7054738367639997210,24,7054738367639997210,original sound - 4r1ff._,𝙖𝙧𝙞𝙛𝙛_,6.83882258116631e+18,𝙖𝙧𝙞𝙛𝙛_,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7054738354549656347.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/faedd0afcc35883f531937109a18336c.json,False,False,,,,,[],0,0,Kiribati,#2g2bt #kathniel #toogoodtobetrue #kathrynbernardo #danielpadila #netflix #netflixph #fyp #foryou,0,1,0,0,1,0,0,0,0,0
3,ZA,7087251704831298821,1650129378,Me 👀 @blk.water #ladywiththebendyface #blkwater,15502758,Crystal Greeff-Katsini,"-TheLadyWithTheBendyFace-
#sunbeams☀️
Top 🎁 @positivequotestiktok - Thank you!",0,False,https://www.tiktok.com/@crystal.g.katsini/video/7087251704831298821?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087251704831298821&source=h5_m,8438552,4714,9210,27671,783941,7057906832542649093,7057906832542649093,72,7057906832542649093,original sound - linnjardim (Contains music from: Diging the sky - Caribbean Snake),"Contains music from: ""Diging the sky""",6.782237535823758e+18,Linn Jardim,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7057906874246515461.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/42969daeea6d36cb4812d1fd030a31cb.json,False,False,Caribbean Snake,Diging the sky,original sound - linnjardim (Contains music from: Diging the sky - Caribbean Snake),"Contains music from: ""Diging the sky""",[],0,0,Kiribati,#ladywiththebendyface #blkwater,0,0,0,0,0,0,0,0,0,0
4,US,7076442374615862570,1647612634,My favorite sound in a minute #fyp #foryou,6782032403516703749,@the1sam_juan,"Welcome to Sam’s Vibe Kartel 
Army vet
🇵🇭 + 🇮🇷= 🙋🏽‍♀️",0,False,https://www.tiktok.com/@the1sam_juan/video/7076442374615862570?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7076442374615862570&source=h5_m,1078034,434,244,1815,64197,7014868732271004417,7014868732271004417,72,7014868732271004417,Kingdanzz and FingerDanceMusic Remix Bow Bow Bow,FingerDanceMusic,6.958351653893309e+18,FingerDanceMusic,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7014868738247805697.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/11f042a39eba9a0bee69019cf10979bc.json,False,False,,,,,[],0,0,Kiribati,#fyp #foryou,0,1,0,0,1,0,0,0,0,0
5,US,7082253828627729706,1648965718,#fyp #marriage #humour #nursingstudent #relationships #funnyvideos,6991536863019844613,Romo is the name,,0,False,https://www.tiktok.com/@romitohere/video/7082253828627729706?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7082253828627729706&source=h5_m,1272011,634,4486,4508,81572,7071804147334630190,7071804147334630190,72,7071804147334630190,original sound - himandherofficial,Ricky & Lesly,6.987086916195223e+18,Ricky & Lesly,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7071804175427849003.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/6d8a064c18009a46c1d99c775fc74e6f.json,False,False,,,,,[],0,0,Kiribati,#fyp #marriage #humour #nursingstudent #relationships #funnyvideos,0,0,0,0,1,0,0,0,0,0
6,GB,7103225557898284294,1653848580,#justiceforjohnnydepp #piratesofthecaribbean #edit #camillevasquez #johnnydepp #mood #fy #fyp#foryou #vibe #johnnydeppisinnocent #viral,7089173138910577669,Justice for Johnny,"Justice for Johnny
If you’re on my profile you might as well follow 🤷‍♂️",0,False,https://www.tiktok.com/@justiceforjohnny_3/video/7103225557898284294?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103225557898284294&source=h5_m,217292,245,80,148,44203,7055401571076639489,7055401571076639489,72,7055401571076639489,money trees,🍪,7.046608758293726e+18,🍪,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7055401539602582273.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/80c01acdf271a9deaffdbea09f79f20d.json,False,False,,,,,[],0,0,Kiribati,#justiceforjohnnydepp #piratesofthecaribbean #edit #camillevasquez #johnnydepp #mood #fy #fyp#foryou #vibe #johnnydeppisinnocent #viral,0,1,0,0,1,0,0,0,1,0
7,PH,7093342037260389659,1651547393,ZOOM 💕 #ikonhouseph #adbeat #adyah,6799591960056349697,AD BEAT,"IKON MEDIA INC
Business Contact: 09171089443
info@ikon88.com",0,False,https://www.tiktok.com/@adbeatofficial/video/7093342037260389659?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093342037260389659&source=h5_m,58887615,20969,18924,91504,5952912,7093342029886819099,7093342029886819099,24,7093342029886819099,original sound - adbeatofficial,AD BEAT,6.79959196005635e+18,AD BEAT,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7093342051617622811.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/5cff196e879858f5505a77a32642a37a.json,False,False,,,,,[],0,0,Kiribati,#ikonhouseph #adbeat #adyah,0,0,0,0,0,0,0,0,0,0
