,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_asmr,hash_foryou,hash_foryoupage,hash_funny,hash_fy,hash_fyp,hash_fypシ,hash_satisfying,hash_tiktok,hash_viral
1,EG,7102180995964718341,1653605380,Please wear headphones🎧😫 #dark #moon #viral #foryoupage #foryou,7090567171662840838,👀The dark Moon👀,"Thank you for following 
 🎧🖤❤🤍. 🇺🇸",0,False,https://m.tiktok.com/v/7102180995964718341.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102180995964718341&source=h5_m,2445050,1029,4249,19945,297502,6728562975734515713,6728562975734515713,10036,6728562975734515713,Love You So,The King Khan & BBQ Show,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,French Southern Territories,#dark #moon #viral #foryoupage #foryou,0,1,1,0,0,0,0,0,0,1
2,US,7086117244165573934,1649865240,There are no words,6703231723432281094,Kelsey J,Welcome to my life as a freelance photographer 📸👩🏻‍🦰,0,False,https://m.tiktok.com/v/7086117244165573934.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086117244165573934&source=h5_m,3805626,2016,2220,4026,488932,7086117170043996974,7086117170043996974,72,7086117170043996974,original sound - heykelseyj,Kelsey J,6.703231723432281e+18,Kelsey J,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7086117234120149806.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/d9708233a441920c469384b05254bea7.json,False,False,,,,,[],0,0,French Southern Territories,,0,0,0,0,0,0,0,0,0,0
3,US,7087318012113489194,1650144815,well this is a mystery #couplestiktok,18343803,FUNnel Vision,"Buy our new Book! (see link)
FV FAMILY VLOGS-9m Subs
FGTEEV GAMING-20m",0,False,https://m.tiktok.com/v/7087318012113489194.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087318012113489194&source=h5_m,13671530,12423,2357,4406,1162750,7087317978915670826,7087317978915670826,72,7087317978915670826,original sound - funnelvision,FUNnel Vision,18343803.0,FUNnel Vision,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7087318004463520554.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7f1eeed9ed1e24bc0bc2702a13b13e07.json,False,False,,,,,[],0,0,French Southern Territories,#couplestiktok,0,0,0,0,0,0,0,0,0,0
4,US,7074676478570401070,1647201479,didn’t expect all the poses and turning @charlidamelio,79609045006872576,avani,if you don’t love me i love you,0,False,https://m.tiktok.com/v/7074676478570401070.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7074676478570401070&source=h5_m,19027467,12826,17061,81413,3655973,7065406295415458562,7065406295415458562,72,7065406295415458562,if i cant have u ЪЭ no one can (Contains music from:   - Astor),"Contains music from: "" """,6.897990893841843e+18,кренш,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7065406291560123138.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/35c4845a1b2dc7ce9d0c66e61fad0130.json,False,False,Astor, ,if i cant have u ЪЭ no one can (Contains music from:   - Astor),"Contains music from: "" """,[],0,0,French Southern Territories,,0,0,0,0,0,0,0,0,0,0
5,PH,7077816440996318490,1647932558,Hampiyamm#oninceedit #teamonince #torofamily #tonifowler #foryou #foryoupage #fypシ #babygirl #tyroniafowler #mamamari #babyhapi,7044057339947254811,🔥TeamOninCe🔥,"Fb:Jasmine X ToroFam
Happy 400k  Followers!!
Thank You Supporters!!!",0,False,https://m.tiktok.com/v/7077816440996318490.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077816440996318490&source=h5_m,54382844,19847,24904,17250,6051905,7070078413322668802,7070078413322668802,72,7070078413322668802,original sound - 0_cnopik_0 (Contains music from: Big And Chunky - will.i.am),"Contains music from: ""Big And Chunky""",7.055662623996691e+18,цвяточек,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7070078420301908737.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/f5fb38f5d0f7e697f411e59259962d74.json,False,False,will.i.am,Big And Chunky,original sound - 0_cnopik_0 (Contains music from: Big And Chunky - will.i.am),"Contains music from: ""Big And Chunky""",[],0,0,French Southern Territories,#oninceedit #teamonince #torofamily #tonifowler #foryou #foryoupage #fypシ #babygirl #tyroniafowler #mamamari #babyhapi,0,1,1,0,0,0,1,0,0,0
6,US,7102669705126743302,1653719166,Drippy 😻 #fyp #graf #graffiti #tag #watertag #legal #lol,6800607165872178181,tags,2 brothers 🥷,0,False,https://m.tiktok.com/v/7102669705126743302.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102669705126743302&source=h5_m,3001147,1716,566,27,263913,6994559971341912065,6994559971341912065,10033,6994559971341912065,help_urself,Ezekiel,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/92bd73ece04a4167aa2e5e465e8a253a,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/8799717d40c44ff58214f4c17e229200,True,True,,,,,[],0,0,French Southern Territories,#fyp #graf #graffiti #tag #watertag #legal #lol,0,0,0,0,0,1,0,0,0,0
7,US,7070305345410764075,1646183745, ,7038257532147221550,love fruits 🍇🥝🍏🍅,thank you for watching,0,False,https://m.tiktok.com/v/7070305345410764075.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7070305345410764075&source=h5_m,28720903,557,1718,7405,513634,6566091950947044097,6566091950947044097,141,6566091950947044097,Myself,Bazzi,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/a989e2dfa5ff44a78e2d31b501933a04,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/ff333ee6e3b74cc0b6cc2f25cd578b98,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1369438949', 'external_song_key': 'apple_song_id'}]",0,0,French Southern Territories,,0,0,0,0,0,0,0,0,0,0
0,US,7101065174110620974,1653345576, ,6918524056266523653,Mackenzie,"Toronto / Muskoka 
mackenziewconnor@gmail.com 
IG: macken21e",0,False,https://www.tiktok.com/@mackenziewc/video/7101065174110620974?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101065174110620974&source=h5_m,18307282,15269,32260,24748,1771134,6817665487665629186,6817665487665629186,10036,6817665487665629186,Chopin Nocturne No. 2 Piano Mono,moshimo sound design,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/7776172bb19a49c89a9506853c72a930,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/048d06b24d194ba2997cd69ee708c1c7,False,True,,,,,[],0,0,French Southern Territories,,0,0,0,0,0,0,0,0,0,0
1,GB,7078390937881283845,1648066319,Removing a tattoo with this hack…😱 @HarryMaude,6725950407241171973,Charlie Davis,"Magician 🪄
Video Creator 🎥
Biz: charliedavismagician@gmail.com 📧",0,False,https://www.tiktok.com/@charliedavismagic/video/7078390937881283845?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078390937881283845&source=h5_m,5383195,787,775,4671,122970,7078390929073212166,7078390929073212166,72,7078390929073212166,original sound - charliedavismagic,Charlie Davis,6.725950407241172e+18,Charlie Davis,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7078390931619400453.mp3,,False,False,,,,,[],0,0,French Southern Territories,,0,0,0,0,0,0,0,0,0,0
2,AU,7072906983514410242,1646789490,#virla #faical #sastisfying #wedding #pushin🅿️ #topkuts #foryoupage #wax #remix,6768381137121575942,Mars Qaqos,Sc:marso678,0,False,https://www.tiktok.com/@mars.qaqos/video/7072906983514410242?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072906983514410242&source=h5_m,15408378,429,6184,2255,61467,6930868722663950337,6930868722663950337,10033,6930868722663950337,This Is How We Do It,Montell Jordan,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/113f5a547de24d53878459424dcfcbf2,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/d6b85b242f514c4995c911feabb6b858,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '310147643', 'external_song_key': 'apple_song_id'}]",0,0,French Southern Territories,#virla #faical #sastisfying #wedding #pushin🅿️ #topkuts #foryoupage #wax #remix,0,0,1,0,0,0,0,0,0,0
3,US,7102477283738275118,1653674359,Comment your names 👀 #girls #crazy #fyp,6804223152480306181,Eduard,"ALL SOCIALS ON IG ⤴️
📧 : eduard@famepick.com",0,False,https://www.tiktok.com/@eduard_martirosyan/video/7102477283738275118?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102477283738275118&source=h5_m,2655471,33854,15534,20168,285042,6931747481009097477,6931747481009097477,72,6931747481009097477,everyone using this sound (Contains music from: Lucifer's Waltz - Secession Studios),"Contains music from: ""Lucifer's Waltz""",6.777828629696218e+18,zup,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6990305252540943105.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/5569b8c5fc350bb688ea439f465bf9b5.json,False,False,Secession Studios,Lucifer's Waltz,everyone using this sound (Contains music from: Lucifer's Waltz - Secession Studios),"Contains music from: ""Lucifer's Waltz""",[],0,0,French Southern Territories,#girls #crazy #fyp,0,0,0,0,0,1,0,0,0,0
4,VN,7095590573477727514,1652070921,😜😜😜#xuhuong #samsung #fyp,7077853828091036673,vietnamese store,"Bảo trì chuyên nghiệp 

Màn hình và phụ kiện điện thoại di động
TikaTokshop
👇👇",0,False,https://www.tiktok.com/@vietnamesestore/video/7095590573477727514?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095590573477727514&source=h5_m,41346389,14083,23967,81009,1066348,7031766176829164289,7031766176829164289,24,7031766176829164289,original sound - hieube_dth,Hiếu bé🥩,9.016904879296922e+16,Hiếu bé🥩,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7031766205534849794.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/f127c9cae585ec9986f62c37bb0ba2d7.json,False,False,,,,,[],0,0,French Southern Territories,#xuhuong #samsung #fyp,0,0,0,0,0,1,0,0,0,0
5,GB,7102719912270974214,1653730852,#onlyinmycalvins #HolidayModeActivated #viral #jethrotulls_servant #fypp #fyp,7025215920970990597,😻💥,,0,False,https://www.tiktok.com/@jethrotulls_servant/video/7102719912270974214?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102719912270974214&source=h5_m,2912778,25636,22290,34786,746298,7099626311169231659,7099626311169231659,72,7099626311169231659,original sound - speedsoundsxzx,Bri,6.941835208664729e+18,Bri,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7099626337958873898.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4f6ea20c7d1bdb5e0d19be05b489c3e4.json,False,False,,,,,[],0,0,French Southern Territories,#onlyinmycalvins #HolidayModeActivated #viral #jethrotulls_servant #fypp #fyp,0,0,0,0,0,1,0,0,0,1
6,NL,7076458667473784070,1647616427,Keep trying my loveees 😂💙#messybunhack #messybun,6767009641948873734,quintymirjam,"Love is in the hair ✨ | quinty@next-icons.com 
-10% code: TIKTOK ↓",0,False,https://www.tiktok.com/@quintymirjam/video/7076458667473784070?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7076458667473784070&source=h5_m,24164276,4065,10612,121984,3158938,7049764707628075781,7049764707628075781,72,7049764707628075781,original sound - kkay488 (Contains music from: Happy Friends - Vektor),"Contains music from: ""Happy Friends""",6.80948342934633e+18,Katie,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7049764738091191045.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/75e0414198f7e1ecf18145a6b6f5dabe.json,False,False,Vektor,Happy Friends,original sound - kkay488 (Contains music from: Happy Friends - Vektor),"Contains music from: ""Happy Friends""",[],0,0,French Southern Territories,#messybunhack #messybun,0,0,0,0,0,0,0,0,0,0
7,GB,7080317995880287494,1648514997,Reply to @da._accident_ 🇸🇪🍹🗻🌌#flagdrinks #Swedenflagdrink,6859860780558304261,drink ideas &🧃art 🤪,"Drink art & ideas🧃😅
📧monyandj@gmail.com🇬🇧
🛒⬇️Products I use in my videos",0,False,https://www.tiktok.com/@monyandj/video/7080317995880287494?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080317995880287494&source=h5_m,3442062,1432,139,288,98660,7067777138396497921,7067777138396497921,10033,7067777138396497921,Run To The Hills,Klara Hammarström,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/7f7a36f3066c4c11a7e98d17edae3b89,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/838102216fa4497985ca9e0fd61b3c87,False,True,,,,,[],0,0,French Southern Territories,#flagdrinks #Swedenflagdrink,0,0,0,0,0,0,0,0,0,0
0,NL,7071589794135969029,1646482804,The way it touches her back 😍 #thehatinggame,7071437354154656774,𝗧𝗶𝗻𝗮,Edits,0,False,https://www.tiktok.com/@vrtinax/video/7071589794135969029?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7071589794135969029&source=h5_m,4497214,1819,2131,11831,705221,7071589750058142470,7071589750058142470,72,7071589750058142470,original sound - vrtinax,𝗧𝗶𝗻𝗮,7.071437354154657e+18,𝗧𝗶𝗻𝗮,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7071589778277272325.mp3,,False,False,,,,,[],0,0,French Southern Territories,#thehatinggame,0,0,0,0,0,0,0,0,0,0
1,FR,7091321437813755141,1651076937,2 #horses #fyp,6806622120342094854,𝑺𝒂𝒓𝒂𝒉,Mes 4 🐴 loutres et moi 😅✌️,0,False,https://www.tiktok.com/@sarah200_/video/7091321437813755141?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091321437813755141&source=h5_m,13618410,11615,43340,331,3021420,7091321423729265413,7091321423729265413,72,7091321423729265413,original sound - sarah200_,𝑺𝒂𝒓𝒂𝒉,6.806622120342095e+18,𝑺𝒂𝒓𝒂𝒉,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7091321425764207366.mp3,,False,False,,,,,[],0,0,French Southern Territories,#horses #fyp,0,0,0,0,0,1,0,0,0,0
2,US,7079793379126758702,1648392850,I bought this dog scale from @Chewy. Still one of the best purchases to date! #weighin #weight #wheelchair #Fitness #WomenOwnedBusiness #wheelwithmefit,6738691320007066629,jesi stracham,"♿️#wheelwithme 
Wheel With Me fitness, products I use, and my blog!
⬇️⬇️",0,False,https://www.tiktok.com/@jesistracham/video/7079793379126758702?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079793379126758702&source=h5_m,4596932,1034,362,433,279321,6931261935128987649,6931261935128987649,10033,6931261935128987649,Somebody That I Used To Know,Gotye,,,False,False,,https://sf16-music-sign.tiktokcdn.com/obj/tos-useast2a-v-2774/8e2a82d98c934e2f8442b7b02ef9dc3b?x-expires=1653969576&x-signature=Y3DAHo7s2zxvhGHyuvZidNT2ZCo%3D,False,True,,,,,[],0,0,French Southern Territories,#weighin #weight #wheelchair #Fitness #WomenOwnedBusiness #wheelwithmefit,0,0,0,0,0,0,0,0,0,0
3,US,7075691170676133166,1647437731,How many stacks? #barista,6654396846762999813,Morgan Eckroth,"FRIENDLY INTERNET BARISTA
- 2022 US Barista Champion -",0,False,https://www.tiktok.com/@morgandrinkscoffee/video/7075691170676133166?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075691170676133166&source=h5_m,1825089,763,761,543,266744,7075691115709565739,7075691115709565739,72,7075691115709565739,original sound - morgandrinkscoffee,Morgan Eckroth,6.654396846763e+18,Morgan Eckroth,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7075691162010585902.mp3,,False,False,,,,,[],0,0,French Southern Territories,#barista,0,0,0,0,0,0,0,0,0,0
4,SE,7077091542388722946,1647763780,#nowarinukraine,6667587586498805765,Mashidza,"📍Stockholm
Athlete, programmer, crazy 😁
🇷🇺 -> 🇸🇪🇺🇦
IG: Mashidzasupergirl",0,False,https://www.tiktok.com/@mashidzasupergirl/video/7077091542388722946?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077091542388722946&source=h5_m,19260712,22475,1778,377,646893,6949585578962799361,6949585578962799361,72,6949585578962799361,original sound - _sxzwwwx_ (Contains music from: Russian Woman - ReMan),"Contains music from: ""Russian Woman""",6.934103942817744e+18,💗,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6949585520460614401.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/0454873591e245d807f8d51158524a31.json,False,False,ReMan,Russian Woman,original sound - _sxzwwwx_ (Contains music from: Russian Woman - ReMan),"Contains music from: ""Russian Woman""",[],0,0,French Southern Territories,#nowarinukraine,0,0,0,0,0,0,0,0,0,0
5,BR,7078699287529409797,1648138112,#amigatalarica #furaolho,7017228072668447750,ana,,0,False,https://www.tiktok.com/@naclarafonseca_/video/7078699287529409797?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078699287529409797&source=h5_m,21217334,33884,21100,58727,4516302,7060606644492733189,7060606644492733189,72,7060606644492733189,Back stabber (Contains music from: Going Slow - Aram Shiba),"Contains music from: ""Going Slow""",6.829727167259395e+18,Evie ;),False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7060606678475098886.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d95eba5af9008bb9f8fa79945ab7fba1.json,False,False,Aram Shiba,Going Slow,Back stabber (Contains music from: Going Slow - Aram Shiba),"Contains music from: ""Going Slow""",[],0,0,French Southern Territories,#amigatalarica #furaolho,0,0,0,0,0,0,0,0,0,0
6,US,7084149712516861230,1649407142,#satisfying #oddlysatisfying #BigComfy #EasyWithAdobeExpress #asmr #asmrsounds #funny #cool #viral #fypシ #foryou,6983289086387782661,IdeaTime⭐Everywhere😎,"☀Everyday is a new Beginning☀
🌟Get new things Everyday🌟
✌Thanks for Following✌",0,False,https://www.tiktok.com/@ideatimes/video/7084149712516861230?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7084149712516861230&source=h5_m,29527847,6282,7243,37099,1541144,6728562975734515713,6728562975734515713,10036,6728562975734515713,Love You So,The King Khan & BBQ Show,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,French Southern Territories,#satisfying #oddlysatisfying #BigComfy #EasyWithAdobeExpress #asmr #asmrsounds #funny #cool #viral #fypシ #foryou,1,1,0,1,0,0,1,1,0,1
7,IT,7101995263371349253,1653562132,China 🇨🇳 glow up 🔥 #china,6985620812741870598,Leonardo,"Italian Tik Toker 🇮🇹
King of Cringe 👑",0,False,https://www.tiktok.com/@leonardograti93/video/7101995263371349253?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101995263371349253&source=h5_m,5713282,3944,960,3099,371605,7095451313621781253,7095451313621781253,72,7095451313621781253,"original sound - _pinguu_1 (Contains music from: Requiem, KV 626-8, Lacrimosa - Mozart)","Contains music from: ""Requiem, KV 626-8, Lacrimosa""",7.095107319872177e+18,🐧,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7095451317288536838.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/661ec189f9b126b46c20b75522fd2c6c.json,False,False,Mozart,"Requiem, KV 626-8, Lacrimosa","original sound - _pinguu_1 (Contains music from: Requiem, KV 626-8, Lacrimosa - Mozart)","Contains music from: ""Requiem, KV 626-8, Lacrimosa""",[],0,0,French Southern Territories,#china,0,0,0,0,0,0,0,0,0,0
0,DE,7102390494835100933,1653654153,KEKE #fyp,7021543381206500357,lína mary 🧜🏽‍♀️,"sc: curlinak
free palestine",0,False,https://www.tiktok.com/@linamaary/video/7102390494835100933?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102390494835100933&source=h5_m,2316209,2144,1467,12,391320,7101363889748626181,7101363889748626181,72,7101363889748626181,original sound - bestspedup,sped up songs ❤️‍🩹,7.057104042099181e+18,sped up songs ❤️‍🩹,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7101363898217548550.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/875a5dabd2393c50d811c56aed542258.json,False,False,,,,,[],0,0,French Southern Territories,#fyp,0,0,0,0,0,1,0,0,0,0
1,SA,7102750559861525762,1653737986,ههههههههههههههههههههههههههههههههههههههههههههههههههههه #حركة_اكسبلور,6594638031691661318,♡,"''ماشاءالله
وراء كُل فتاة عظيمه نفسها ثم نفسها ♛
تنوووروني سناب👇🏻❤️",0,False,https://www.tiktok.com/@allilr1/video/7102750559861525762?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102750559861525762&source=h5_m,8360031,29445,51381,1166,350455,7085394731496229633,7085394731496229633,72,7085394731496229633,original sound - z.38t,F9🦌,6.883220609212483e+18,F9🦌,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7085394711065742082.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c13bdb539851ffa09bf36e2352c6f7c3.json,False,False,,,,,[],0,0,French Southern Territories,#حركة_اكسبلور,0,0,0,0,0,0,0,0,0,0
2,RU,7073115579653065985,1646838054,trim.76E97843-0FDD-4EBE-816E-4340836FD312,7028174272960431106,fadei_888,"Пока ТТ заблокирован 😭
Переходи в мой ТЕЛЕГРАММ,там каждый день выходят видео👇",0,False,https://www.tiktok.com/@fadei_888/video/7073115579653065985?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7073115579653065985&source=h5_m,63836818,63262,64335,90841,3925740,7073115578239699714,7073115578239699714,24,7073115578239699714,original sound - fadei_888,fadei_888,7.028174272960431e+18,fadei_888,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7073115576906205953.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7009158e14e7b6aafb8fff8592035c1b.json,False,False,,,,,[],0,0,French Southern Territories,,0,0,0,0,0,0,0,0,0,0
3,NG,7103411570830560518,1653891895,#khaby #trick #viral @emmanuelkings77,6807493961273295878,Emmanuel kings,follow me on Instagram for more interesting videos  username @emmanuelkings577,0,False,https://www.tiktok.com/@emmanuelkings77/video/7103411570830560518?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103411570830560518&source=h5_m,354115,23,66,573,3900,6950784728488299270,6950784728488299270,72,6950784728488299270,"original sound - tiktoktalent_j (Contains music from: Bre, Petrunko (Ho! Dear Petroona) - Koutev Bulgarian National Ensemble)","Contains music from: ""Bre, Petrunko (Ho! Dear Petroona)""",6.902449882915014e+18,JOSUE,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6950784850332896006.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4419bfdb27c1f93c200680ef269742b0.json,False,False,Koutev Bulgarian National Ensemble,"Bre, Petrunko (Ho! Dear Petroona)","original sound - tiktoktalent_j (Contains music from: Bre, Petrunko (Ho! Dear Petroona) - Koutev Bulgarian National Ensemble)","Contains music from: ""Bre, Petrunko (Ho! Dear Petroona)""",[],0,0,French Southern Territories,#khaby #trick #viral,0,0,0,0,0,0,0,0,0,1
4,CA,7103273481747434758,1653859740,ITS STARTED GUYS!! Junes in labor!! #fyp #foryou #foryoupage #chihuahuasoftiktok #chihuahuas #puppiesoftiktok #pregnantdog #chihuahuapuppies #pregnantdogcheck,23690108,Shelbs,"LITTLEFOOT DUE ANYDAY! 
SNAP-BERTAJEEPBABY
love u all 🐾
no negativity plz✨",0,False,https://www.tiktok.com/@haunted.chihuahuas/video/7103273481747434758?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103273481747434758&source=h5_m,1366203,349,180,99,61962,7098969008623454982,7098969008623454982,72,7098969008623454982,original sound - pettyparrot (Contains music from: Tony Hawk’s - Miracle),"Contains music from: ""Tony Hawk’s""",6.834131922156127e+18,Petty Parrot,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7098969044283378437.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/8a7ed533c6f65fbf8c3d033784057a6c.json,False,False,Miracle,Tony Hawk’s,original sound - pettyparrot (Contains music from: Tony Hawk’s - Miracle),"Contains music from: ""Tony Hawk’s""",[],0,0,French Southern Territories,#fyp #foryou #foryoupage #chihuahuasoftiktok #chihuahuas #puppiesoftiktok #pregnantdog #chihuahuapuppies #pregnantdogcheck,0,1,1,0,0,1,0,0,0,0
5,AU,7102067295987502338,1653578901,I wanna go shopping🤭 #teamnuran,6678912357366039557,Nuran 💚,"🇮🇶|🇹🇷 
📍🇦🇺
📩 norannsaad@gmail.com",0,False,https://www.tiktok.com/@official.nurann/video/7102067295987502338?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102067295987502338&source=h5_m,817170,545,278,2539,82164,7092335571913198363,7092335571913198363,24,7092335571913198363,i wanna ride,카를로,7.008193138298062e+18,카를로,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7092335586136066842.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e5ee012e6b5702c46aa09f7a0786e117.json,False,False,,,,,[],0,0,French Southern Territories,#teamnuran,0,0,0,0,0,0,0,0,0,0
