,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_colombia,hash_elecciones2022,hash_foryou,hash_foryoupage,hash_fyp,hash_fypシ,hash_humor,hash_parati,hash_tiktok,hash_viral
2,AR,7097367995130957061,1652484761,Tenías que hacer arroz para 2 personas y como siempre calculaste por demás? Te traigo la solución 🤤❤️ #arroz #receta,293977214893735936,Ailu Tokman,te tiro las mejores recetas 😍✨,0,False,https://www.tiktok.com/@ailutokman/video/7097367995130957061?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097367995130957061&source=h5_m,32675829,9600,90495,279678,4413735,7081404214387148802,7081404214387148802,10033,7081404214387148802,As It Was,Harry Styles,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/e699783897654046896f169cb2309b7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/616d44d29c8948ee81c935f5ad1ae371,False,True,,,,,[],0,0,Colombia,#arroz #receta,0,0,0,0,0,0,0,0,0,0
3,US,7099910815058316586,1653076806,Responder a @fernanda.12.24 #fyp #tutorial #fakebody⚠️,6583008569645383686,Kim🤍,"Puerto Rico ♡
Sígueme en insta: @kimberlyacr",0,False,https://www.tiktok.com/@kimberlyacr/video/7099910815058316586?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099910815058316586&source=h5_m,7475441,1177,5489,58680,905027,7094303917231605761,7094303917231605761,10033,7094303917231605761,Party,Bad Bunny & Rauw Alejandro,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/49fd32620c854059b5dd09578a78a8d2,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/5f619d9a515d4f7290cc125329ac949b,True,True,,,,,[],0,0,Colombia,#fyp #tutorial #fakebody⚠️,0,0,0,0,1,0,0,0,0,0
4,CO,7102572272405253382,1653696477,Cuales pude adivinar? 😱😍 @fernanndaortega,157401767692038144,juanse orozco,"HOLA 🤍
Sígueme en Instagram @juanse ⚡️
¿9,5M?😍🤩
@BangEnergy Elite",0,False,https://www.tiktok.com/@ijuanse/video/7102572272405253382?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102572272405253382&source=h5_m,4466807,3275,71128,17885,452186,7094796417037798149,7094796417037798149,10036,7094796417037798149,Party,Bad Bunny & Rauw Alejandro,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/a723652617fd4b00bf62dce3d864f748,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/cdd42b8a18cd48a68686153430c26102,True,True,,,,,[],0,0,Colombia,,0,0,0,0,0,0,0,0,0,0
5,US,7101460928515804418,1653437723, ,6692533216942179334,Kissme,"Di 🦋
20 ❤️
Follow my Instagram: sheloveeeeeee 🚁👇",0,False,https://www.tiktok.com/@shelovee/video/7101460928515804418?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101460928515804418&source=h5_m,8893800,10144,23353,22914,1267941,7038692787583224582,7038692787583224582,72,7038692787583224582,lost in the fire,🤟🏻🤟🏻🤟🏻,7.037847743477876e+18,🤟🏻🤟🏻🤟🏻,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7038692814145768198.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/dc9591022fefe6985baeeb1ca97545b7.json,False,False,,,,,[],0,0,Colombia,,0,0,0,0,0,0,0,0,0,0
6,PL,7096877995440278789,1652370674,#americanbulldog #americanbullyxl #american #video #viral #wiral #tiktok #family #komedi #Love #buli #fany #komedikocak #komedia #parodia #parati #canecorsopuppy #canecorsoitaliano #CC #dlaciebie #dlacb #dla_ciebie #dc #DC @streetlegalpanther @_ph03nix_rising @yogi_otti @milana_999_banda @bigric_71,7066109290339697670,krystian_Wielki,I love dogs,0,False,https://www.tiktok.com/@krystian_wielki/video/7096877995440278789?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096877995440278789&source=h5_m,45778110,21699,410513,308387,1707677,6693420937066318594,6693420937066318594,141,6693420937066318594, Ahhhhhh！,funny ,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/da3829f48da648f99d444c26fc6b669b,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/f5243508bd6f4c70b7e9aa16db576ae4,False,True,,,,,[],0,0,Colombia,#americanbulldog #americanbullyxl #american #video #viral #wiral #tiktok #family #komedi #Love #buli #fany #komedikocak #komedia #parodia #parati #canecorsopuppy #canecorsoitaliano #CC #dlaciebie #dlacb #dla_ciebie #dc #DC,0,0,0,0,0,0,0,1,1,1
7,US,7101136768220548353,1653362247,Can you dance? 😏,6806648197319820294,XO Team,"XO TEAM FAMILY 
INST: @the_xo_team 
✉️ xoteam@xoagency.co
OUR REALITY 👇🏼",0,False,https://www.tiktok.com/@xoteam/video/7101136768220548353?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101136768220548353&source=h5_m,6828011,1314,916,7801,480084,6565109162099575554,6565109162099575554,24,6565109162099575554,МИПУПУ (Contains music from: Joe Speak French - detailseventy3),"Contains music from: ""Joe Speak French""",6.559174454331605e+18,dostaevk,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/1602809871456258,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ca0cc5d5fe1b3741a8a85a329b9b7a4b.json,False,False,detailseventy3,Joe Speak French,МИПУПУ (Contains music from: Joe Speak French - detailseventy3),"Contains music from: ""Joe Speak French""",[],0,0,Colombia,,0,0,0,0,0,0,0,0,0,0
0,CO,7097238202251054341,1652454541,Pasaba a decirles que hay Rodolfo para rato 😎✌️ #RodolfoHernandez #RodolfoPresidente #Elecciones2022 #ligaanticorrupcion,6881834351354168321,Ing Rodolfo Hernández,Futuro presidente de Colombia 🇨🇴 / Empresario / Viejito pero sabroso 😎 / ⤵️👀,0,False,https://m.tiktok.com/v/7097238202251054341.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097238202251054341&source=h5_m,1156264,1946,2166,4305,61786,7097238192549546757,7097238192549546757,72,7097238192549546757,original sound - ingrodolfohernandez (Contains music from: Tu Lokotron Remix - Dj Jouga),"Contains music from: ""Tu Lokotron Remix""",6.881834351354168e+18,Ing Rodolfo Hernández,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7097245835854990086.mp3,,False,False,Dj Jouga,Tu Lokotron Remix,original sound - ingrodolfohernandez (Contains music from: Tu Lokotron Remix - Dj Jouga),"Contains music from: ""Tu Lokotron Remix""",[],0,0,Colombia,#RodolfoHernandez #RodolfoPresidente #Elecciones2022 #ligaanticorrupcion,0,1,0,0,0,0,0,0,0,0
1,US,7098064929718144258,1652647028,got kicked out after this.. #fyp #fakebody,6724715071983354886,Natalie Reynolds,"Link in ig bio 💗🌶
18",0,False,https://m.tiktok.com/v/7098064929718144258.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098064929718144258&source=h5_m,15599378,5357,3092,157,893283,7018543928358062853,7018543928358062853,72,7018543928358062853,original sound - carolinaabreu98 (Contains music from: ICE - MORGENSHTERN),"Contains music from: ""ICE""",6.800586233208735e+18,Carolina Abreu,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7018543987636095749.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/df44688ffc3b8ee0ca5f09ecbd7d3b0a.json,False,False,MORGENSHTERN,ICE,original sound - carolinaabreu98 (Contains music from: ICE - MORGENSHTERN),"Contains music from: ""ICE""",[],0,0,Colombia,#fyp #fakebody,0,0,0,0,1,0,0,0,0,0
2,FR,7093628032451169541,1651613983,Is Michele jealous?🤔| #foryoupage #viral#michelemorrone #parati #fürdich #italy #4u #annamariasieklucka #365days2 #365dni2 #365daysthisday #simonesusinna,6895116431903441922,Chase.cz 😋,"THIS IS NOT OFFICIAL ACCOUNT
Follow Me ♡
 1 M✨
📧 izywed@gmail.com",0,False,https://m.tiktok.com/v/7093628032451169541.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093628032451169541&source=h5_m,9772504,2578,6998,655,350981,7093628021776911109,7093628021776911109,72,7093628021776911109,original sound - iziwed (Contains music from: Cual corazón ? - Dj Ivanova),"Contains music from: ""Cual corazón ?""",6.895116431903442e+18,Chase.cz 😋,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7093628023806675717.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4a57e44321bcf682f37a95021ffaab4d.json,False,False,Dj Ivanova,Cual corazón ?,original sound - iziwed (Contains music from: Cual corazón ? - Dj Ivanova),"Contains music from: ""Cual corazón ?""",[],0,0,Colombia,#foryoupage #viral#michelemorrone #parati #fürdich #italy #4u #annamariasieklucka #365days2 #365dni2 #365daysthisday #simonesusinna,0,0,0,1,0,0,0,1,0,1
3,CO,7080625016601169157,1648586481,¿sincelejo? :),7054969564082586629,El king 👑,"NO LO COJAS PERSONAL
pronto me borran esta cuenta, siganme en ig
👉🏼 elking___",0,False,https://m.tiktok.com/v/7080625016601169157.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080625016601169157&source=h5_m,19137114,19566,82679,78820,1624521,7080625034599172870,7080625034599172870,72,7080625034599172870,original sound - elkingishere,El king 👑,7.054969564082587e+18,El king 👑,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7080625038839253766.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/9317a8832362ead4c7bfb47c1e068816.json,False,False,,,,,[],0,0,Colombia,,0,0,0,0,0,0,0,0,0,0
4,MX,7095847533125061893,1652130750,Reply to @jesmarimunguia  no creo que alguien lo quiera así 😅,6916355258163840006,prettybrowsoap,"México🇲🇽
Hacemos envíos a toda la república 🤩
Compra aquí 👇🏻",0,False,https://m.tiktok.com/v/7095847533125061893.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095847533125061893&source=h5_m,30852561,4976,833,4152,2077420,7095847506336500485,7095847506336500485,72,7095847506336500485,original sound - prettybrowsoap,prettybrowsoap,6.91635525816384e+18,prettybrowsoap,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7095847518864444166.mp3,,False,False,,,,,[],0,0,Colombia,,0,0,0,0,0,0,0,0,0,0
5,CO,7088010924056972549,1650306147,Historia de la vida real #fyp #parati,6669501051237040133,Alexa Rodríguez,"💪🏽 participante del Desafío The Box 2022
Caracol Tv
Sígueme en IG 💖",0,False,https://m.tiktok.com/v/7088010924056972549.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7088010924056972549&source=h5_m,9769087,2751,20600,79336,536983,6913675537412033282,6913675537412033282,72,6913675537412033282,original sound - paaulabs,𝓟𝓪𝓾𝓵𝓪 𝓫𝓪𝓻𝓻𝓮𝓻𝓪𝓼,6.612819953547575e+18,𝓟𝓪𝓾𝓵𝓪 𝓫𝓪𝓻𝓻𝓮𝓻𝓪𝓼,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6990304262886673153.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/5417f3e3cc8b9859f5559f85a41f3839.json,False,False,,,,,[],0,0,Colombia,#fyp #parati,0,0,0,0,1,0,0,1,0,0
6,US,7097009970717183234,1652401403,Inst: son_leo_,6960248080994894850,LEO MOM💛,"I am a LEGEND.
Founder of the Queen team 💛

⬇️🔥CHECK ME🔥⬇️",0,False,https://m.tiktok.com/v/7097009970717183234.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097009970717183234&source=h5_m,8716096,1450,2356,17682,522092,6973521888035228417,6973521888035228417,24,6973521888035228417,Wiggle Remix,2005🔥😎,6.896077193240856e+18,2005🔥😎,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6973521929785330433.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/00b5b4da70c86a560697c8e100b98067.json,False,False,,,,,[],0,0,Colombia,,0,0,0,0,0,0,0,0,0,0
7,JM,7071780099028241670,1646527114,Can’t pin out me clothes in peace! 😡😡 #jamaicatiktok #kraazy #vybzkeem,6758584564517929989,Vybzkeem,"🧃Follow the Instagram: vybzkeem_
🧃 GIANT🚀 
Click link ⤵️",0,False,https://m.tiktok.com/v/7071780099028241670.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7071780099028241670&source=h5_m,45991710,58910,320847,321262,3982727,7071780085316995845,7071780085316995845,72,7071780085316995845,original sound - vybzkeem_,Vybzkeem,6.75858456451793e+18,Vybzkeem,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7071780082309729030.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/476f09ec31874f273272241fa2fe6976.json,False,False,,,,,[],0,0,Colombia,#jamaicatiktok #kraazy #vybzkeem,0,0,0,0,0,0,0,0,0,0
0,US,7102733386594209029,1653733990,fav one😳 thanks guys for recreating this version and giving credits and I’m looking at all the edits love u,6592567199944474629,𝐹𝑎𝑏𝑖𝑜𝑙𝑎,"actress
Los angeles📍
✨18 ✨
don’t judge a book by its cover🤪🤫",0,False,https://www.tiktok.com/@fabiola.baglieri/video/7102733386594209029?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102733386594209029&source=h5_m,6128839,1315,1051,1813,713461,7095881487107377925,7095881487107377925,72,7095881487107377925,GUY.exe (Remix) (Contains music from: GUY.exe - Superfruit),"Contains music from: ""GUY.exe""",6.751045764854072e+18,daizy,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7095881481117092614.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/76125d3c01abcea4ff10f5353cee6278.json,False,False,Superfruit,GUY.exe,GUY.exe (Remix) (Contains music from: GUY.exe - Superfruit),"Contains music from: ""GUY.exe""",[],0,0,Colombia,,0,0,0,0,0,0,0,0,0,0
1,CO,7103190336113003782,1653840379,Solo es un TikTok #humor #viral #politica #petro #rh 😂,6576589679335391238,Cangura 🦘,"Integrante de la familia GotyGoty 💓

 Instagram 
@aida_rojax",0,False,https://www.tiktok.com/@cangura3/video/7103190336113003782?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103190336113003782&source=h5_m,429639,1417,961,2473,21188,6981095941080156933,6981095941080156933,72,6981095941080156933,original sound - 18mercy_,mercy,6.849907616991233e+18,mercy,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6981096052636142342.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/9ad33425f04c9569cd21c085c8061f7d.json,False,False,,,,,[],0,0,Colombia,#humor #viral #politica #petro #rh,0,0,0,0,0,0,1,0,0,1
2,GB,7101770159165099269,1653509719,# Tenemos que reconocer que este mundo necesita de Dios😪#parati #fypシ #texas #viral #jovenescristianos #hagamosviralajesús,6819960313388729349,Carlita,"Carla Gabriela: significado bíblico= Fuerza de Dios ❤️
🇬🇹❤️🇬🇧",0,False,https://www.tiktok.com/@kcarla_96/video/7101770159165099269?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101770159165099269&source=h5_m,6344950,1886,3256,3290,382650,7101770159702002438,7101770159702002438,72,7101770159702002438,original sound - kcarla_96 (Contains music from: Stand Up (From Harriet) - Cynthia Erivo),"Contains music from: ""Stand Up (From Harriet)""",6.819960313388729e+18,Carlita,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7101770164983270150.mp3,,False,False,Cynthia Erivo,Stand Up (From Harriet),original sound - kcarla_96 (Contains music from: Stand Up (From Harriet) - Cynthia Erivo),"Contains music from: ""Stand Up (From Harriet)""",[],0,0,Colombia,# #parati #fypシ #texas #viral #jovenescristianos #hagamosviralajesús,0,0,0,0,0,1,0,1,0,1
3,CO,7103354806709931269,1653878676,#parati,7026543083198415877,DANIELA BAPTISTA 🐰,"🔽🔽🔽🔽🔽
My ig: danielabaptistaofficial",0,False,https://www.tiktok.com/@danielabaptistaofficial/video/7103354806709931269?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103354806709931269&source=h5_m,896020,80,52,365,43456,6903637076743375618,6903637076743375618,72,6903637076743375618,EL Q USE ESTE AUDIO SE LA COME XD (Contains music from: Sexo na Treta - funk - DJ KR3),"Contains music from: ""Sexo na Treta - funk""",6.80384264781349e+18,ImO🇧🇴,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6903637056426167041.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/55ca8cb569276fe55fc9757f145f6345.json,False,False,DJ KR3,Sexo na Treta - funk,EL Q USE ESTE AUDIO SE LA COME XD (Contains music from: Sexo na Treta - funk - DJ KR3),"Contains music from: ""Sexo na Treta - funk""",[],0,0,Colombia,#parati,0,0,0,0,0,0,0,1,0,0
4,DE,7097902745197300998,1652609267,Behind the scenes #yzfamily,6717651461067604997,YZ,"Spreading good vibes, love and happiness since 1998 ✨💝
📧younes@totallymgmt.com",0,False,https://www.tiktok.com/@youneszarou/video/7097902745197300998?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097902745197300998&source=h5_m,44764309,2720,1356,3718,1467491,7097902723845327622,7097902723845327622,72,7097902723845327622,original sound - youneszarou,YZ,6.717651461067605e+18,YZ,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7097902720258018053.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/390555bd7f595a9435817f221026676e.json,False,False,,,,,[],0,0,Colombia,#yzfamily,0,0,0,0,0,0,0,0,0,0
5,CO,7100727727497547014,1653267011,Uniendome a las tendencias! #trend #badbunny #jovenes #Colombia #elecciones2022 #tequieromuchocolombia,6891272227842278401,Gustavo Petro,"Candidato presidencial
Haremos de Colombia una potencia mundial de la vida",0,False,https://www.tiktok.com/@gustavopetrooficial/video/7100727727497547014?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100727727497547014&source=h5_m,976717,812,186,373,58452,7100727704567188230,7100727704567188230,72,7100727704567188230,original sound - gustavopetrooficial (Contains music from: Tití Me Preguntó - Bad Bunny),"Contains music from: ""Tití Me Preguntó""",6.891272227842278e+18,Gustavo Petro,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7100727695369095942.mp3,,False,False,Bad Bunny,Tití Me Preguntó,original sound - gustavopetrooficial (Contains music from: Tití Me Preguntó - Bad Bunny),"Contains music from: ""Tití Me Preguntó""",[],0,0,Colombia,#trend #badbunny #jovenes #Colombia #elecciones2022 #tequieromuchocolombia,1,1,0,0,0,0,0,0,0,0
6,US,7096537999420230958,1652291512,QUE DIGAN LO QUE SEAAAAAA ❤️ un verano sin ti en repeatttttttt,7047450743465477126,Bad Bunny,.,0,False,https://www.tiktok.com/@badbunny/video/7096537999420230958?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096537999420230958&source=h5_m,16208266,41183,60169,99193,3842131,7096537919191747374,7096537919191747374,72,7096537919191747374,original sound - badbunny (Contains music from: Andrea - Bad Bunny & Buscabulla),"Contains music from: ""Andrea""",7.047450743465477e+18,Bad Bunny,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7096537964238490410.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/fdcf29970df08ebce5d950498e4db974.json,False,False,Bad Bunny & Buscabulla,Andrea,original sound - badbunny (Contains music from: Andrea - Bad Bunny & Buscabulla),"Contains music from: ""Andrea""",[],0,0,Colombia,,0,0,0,0,0,0,0,0,0,0
7,BR,7100446295512337670,1653201487,"this is brazilian funk, this is quadradinho 💃🏻🔥 #anitta #funk #foryou #fyp #viral",6847886565169153030,Anitta,"listen ""versions of me: album""
fan acc",0,False,https://www.tiktok.com/@anittagfr/video/7100446295512337670?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100446295512337670&source=h5_m,8552580,2202,5981,14484,1302971,7100446274092059397,7100446274092059397,72,7100446274092059397,Movimento Da Sanfoninha,Anitta,6.847886565169153e+18,Anitta,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7100446254513146630.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/95a207e69cc63234ffa0948e0094b4dc.json,False,False,,,,,[],0,0,Colombia,#anitta #funk #foryou #fyp #viral,0,0,1,0,1,0,0,0,0,1
0,CO,7102892820809256197,1653771109,"JAJAJA mentira, me encanta este audio y pues me cuadraba la ocasión 😂😂, seguro salen y les diré: la buenaaaa mlp jajajaj  #desafiothebox2 #parati",6841517638940083206,karla rodriguez,"Certified sports nutricionist 
Asesorías online 
DESAFÍO THE BOX 2",0,False,https://www.tiktok.com/@_karlarodriguez/video/7102892820809256197?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102892820809256197&source=h5_m,431405,342,135,386,27755,7052802645764967173,7052802645764967173,72,7052802645764967173,mrcaquitarica usó mi audio muejje,valeria,7.028584444508292e+18,valeria,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7052802657693518597.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/93e941930f3a40388ced7077c007f68f.json,False,False,,,,,[],0,0,Colombia,#desafiothebox2 #parati,0,0,0,0,0,0,0,1,0,0
1,CO,7103351441984638214,1653877893,Ig: marcyjimnzz 🫣,6958556311986668549,Marcy Jimnz,"2 cuenta @marcelajs
Cucuteña🖤❤️‍🔥
Sígueme 
⬇️",0,False,https://www.tiktok.com/@marcyyjimnz/video/7103351441984638214?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103351441984638214&source=h5_m,441873,99,123,269,32424,6742199989981678342,6742199989981678342,72,6742199989981678342,whyisthisaudiofamous (Contains music from: Pistol - Andre Swilley & Cookie Cutters),"Contains music from: ""Pistol""",2381819.0,molly 💛,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1646046236596230.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/300aaff96976f5891d3ce79259304b7f.json,False,False,Andre Swilley & Cookie Cutters,Pistol,whyisthisaudiofamous (Contains music from: Pistol - Andre Swilley & Cookie Cutters),"Contains music from: ""Pistol""",[],0,0,Colombia,,0,0,0,0,0,0,0,0,0,0
2,CM,7091765783176498438,1651180394,Reply to @xturrican  2021 remake 😈#makeup #makeuptransformation #trending #blowthisup #fypシ #viral #bts,6636243958207578117,CRA,❤️🔥Shop the blonde Bodywave wig ⬇️⬇️,0,False,https://www.tiktok.com/@cramakeup/video/7091765783176498438?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091765783176498438&source=h5_m,31991407,25799,41295,51043,3554569,6993526569272658694,6993526569272658694,72,6993526569272658694,original sound - imjisoofr (Contains music from: Get Into It (Yuh) - Doja Cat),"Contains music from: ""Get Into It (Yuh)""",6.911891209136932e+18,imjisoofr,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6993526691192703749.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/3c3ea4ce6c7a82b24250e838aea462c4.json,False,False,Doja Cat,Get Into It (Yuh),original sound - imjisoofr (Contains music from: Get Into It (Yuh) - Doja Cat),"Contains music from: ""Get Into It (Yuh)""",[],0,0,Colombia,#makeup #makeuptransformation #trending #blowthisup #fypシ #viral #bts,0,0,0,0,0,1,0,0,0,1
3,CO,7101889093893770501,1653537415,No se confundan con @Ing Rodolfo Hernández ¡Ese señor no está ni cerca de ser la mejor opción! #eleccionescolombia2022 #rodolfohernandez #rodolfistas #gustavopetro #pactohistorico #franciamarquez,316896513572528128,Jessica Blanco,"🇨🇴. Colombiana
✒. Politóloga

👇🏻 Más sobre mí 👇🏻",0,False,https://www.tiktok.com/@jessicablancox/video/7101889093893770501?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101889093893770501&source=h5_m,445179,1683,3990,5154,52682,7094303913066645506,7094303913066645506,10033,7094303913066645506,Moscow Mule,Bad Bunny,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/78ffbf78144b41d2b7c1448af731ffe5,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/492b92e76cc048feb89c82e55bd3e1b0,True,True,,,,,[],0,0,Colombia,#eleccionescolombia2022 #rodolfohernandez #rodolfistas #gustavopetro #pactohistorico #franciamarquez,0,0,0,0,0,0,0,0,0,0
4,US,7077216595310955818,1647792896,#satisfy #satisfying #foryou #edit #WomenOwnedBusiness,6768064746082386950,Ronni,💥RonniPlzBiz@Gmail.com💥,0,False,https://www.tiktok.com/@ronniplz/video/7077216595310955818?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077216595310955818&source=h5_m,69266885,63443,28314,1439,4482794,6859153853636413441,6859153853636413441,10033,6859153853636413441,Zou Bisou Bisou,Gillian Hills,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/0a25dbc8544a4005809f2ef12c305401,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/cb18559f2e0b4feeb8823efd8ce590bb,False,True,,,,,[],0,0,Colombia,#satisfy #satisfying #foryou #edit #WomenOwnedBusiness,0,0,1,0,0,0,0,0,0,0
5,CO,7084001176907156741,1649372555,Un amén por esa dura enfermedad 🥺 IG: juandam___,255579209698299904,JuanDa.,Subo muchas más estupideces en INSTAGRAM: juandam___ con tres guión bajo xd,0,False,https://www.tiktok.com/@juandamc/video/7084001176907156741?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7084001176907156741&source=h5_m,10579101,9590,40375,73044,1974151,7084001166732479237,7084001166732479237,72,7084001166732479237,original sound - juandamc,JuanDa.,2.555792096982999e+17,JuanDa.,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7084001172993936134.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/94dadc737d7c50831f376a73a76d2945.json,False,False,,,,,[],0,0,Colombia,,0,0,0,0,0,0,0,0,0,0
