,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_foryou,hash_foryoupage,hash_funny,hash_fy,hash_fyp,hash_fypシ,hash_oscarsathome,hash_trending,hash_viral,hash_xyzbca
0,US,7080964542519332142,1648665533,#duet with @superherointraining this whole thing stressed my mind #blindreact #fyp #reaction,7048289113329943598,LowGlow A 🦅,"Blind Reactions! 
Cali 🤍
What y’all got fa me !? 🗣
23| Acceptable to myself 🦅",0,False,https://www.tiktok.com/@low.reactions/video/7080964542519332142?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080964542519332142&source=h5_m,654284,157,177,246,69525,6932702740925646849,6932702740925646849,10033,6932702740925646849,Sail,AWOLNATION,,,False,False,,https://sf16-music-sign.tiktokcdn.com/obj/tos-useast2a-v-2774/7d1af4e9b55b4be78f718fe232ee7c13?x-expires=1653962050&x-signature=1h0MPDm07Yhg5g56NPSFKe5kHl0%3D,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1555208311', 'external_song_key': 'apple_song_id'}]",0,0,Curaçao,#duet #blindreact #fyp #reaction,0,0,0,0,1,0,0,0,0,0
1,US,7074442084152872234,1647146904,Drive Dog keeps bringing Edgar on the RoadTrips. Little did we know he had just snitched on the Road Dogs from @pittybulls 😂😂😂,6808064451180626949,Uncle Knock,"Any business inquiries, please contact uncleknockmgmt@gmail.com",0,False,https://www.tiktok.com/@knocksquared/video/7074442084152872234?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7074442084152872234&source=h5_m,7945145,10108,37494,20919,1496552,7074442063613299499,7074442063613299499,72,7074442063613299499,original sound - knocksquared,Uncle Knock,6.808064451180627e+18,Uncle Knock,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7074442092499716910.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/8bc9a3678b0098ff0d1f6df751f345f9.json,False,False,,,,,[],0,0,Curaçao,,0,0,0,0,0,0,0,0,0,0
2,US,7099927832079519018,1653080768,Reply to @kaitlinclark12  #foryou #fyp #foryoupage #tattoo,7008718959621751814,lmnttechofficial,"Follow me on Instagram ⬆️
Professional Tattooer
NM",0,False,https://www.tiktok.com/@lmnttechofficial/video/7099927832079519018?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099927832079519018&source=h5_m,13986302,10362,10135,4686,1457772,7021494962181360431,7021494962181360431,72,7021494962181360431,original sound - thompsonwoodworks,Matt Thompson Woodworks,6.814452593382737e+18,Matt Thompson Woodworks,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7021495720150567727.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c08cb17dc5f16caeb7798f84fd23ead3.json,False,False,,,,,[],0,0,Curaçao,#foryou #fyp #foryoupage #tattoo,1,1,0,0,1,0,0,0,0,0
3,FR,7074995522561510661,1647275762,This episode 😂 #greysanatomy #funny #tvshow #share #fyp,6894951141299733509,Grey’s Anatomy and Co,"Daily TV Show Content 🥺
Follow for more videos
road to 1M… 😍",0,False,https://www.tiktok.com/@greyshepperdandco/video/7074995522561510661?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7074995522561510661&source=h5_m,9917108,2942,2849,510,1162754,7074995512700570373,7074995512700570373,72,7074995512700570373,original sound - greyshepperdandco,Grey’s Anatomy and Co,6.894951141299734e+18,Grey’s Anatomy and Co,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7074995501095586565.mp3,,False,False,,,,,[],0,0,Curaçao,#greysanatomy #funny #tvshow #share #fyp,0,0,1,0,1,0,0,0,0,0
4,US,7083235339288153390,1649194244,THE WAY HE REACTED AT THE END 😭🤣,6809810174850286597,Jary Patel,Instagram: @sharukhpithawallaa,0,False,https://www.tiktok.com/@jarypatel/video/7083235339288153390?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7083235339288153390&source=h5_m,4617142,4729,780,3193,463787,7083235313786669866,7083235313786669866,72,7083235313786669866,original sound - jarypatel,Jary Patel,6.809810174850287e+18,Jary Patel,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7083235342907706158.mp3,,False,False,,,,,[],0,0,Curaçao,,0,0,0,0,0,0,0,0,0,0
5,GB,7083312548895788293,1649212221,#jamaicatiktok #🇯🇲 #jamaica #funnyvideos #comedyvideo #foryoupage #dwl #fyp #🤣🤣🤣,6817459212781257734,Lara,Various content,0,False,https://www.tiktok.com/@larasweet18/video/7083312548895788293?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7083312548895788293&source=h5_m,664335,1798,9875,6664,70874,7083312495464581893,7083312495464581893,72,7083312495464581893,original sound - larasweet18,Lara,6.817459212781258e+18,Lara,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7083312530206034693.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/92cdbef987aae4f119fac091ac15dc24.json,False,False,,,,,[],0,0,Curaçao,#jamaicatiktok #🇯🇲 #jamaica #funnyvideos #comedyvideo #foryoupage #dwl #fyp #🤣🤣🤣,0,1,0,0,1,0,0,0,0,0
6,US,7075153979273071918,1647312656,She little but got a cannon @tamiaaaa_young 💪🏾💪🏾 #catcher #fyp #Softball #LeftyCatcher #Class2023 #Ncaa #NcaaSoftball #fypシ,6541154714887656448,Tameika Young,,0,False,https://www.tiktok.com/@tameikayoung/video/7075153979273071918?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075153979273071918&source=h5_m,1348858,759,292,10,184094,6878757089791985665,6878757089791985665,10033,6878757089791985665,Put Some Respek on My Name,Deezy on Da Beat,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/cc2c3162bbd3471dbd826d77a92f1aff,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/98b18d9b151c499eb720c482450792a5,False,True,,,,,[],0,0,Curaçao,#catcher #fyp #Softball #LeftyCatcher #Class2023 #Ncaa #NcaaSoftball #fypシ,0,0,0,0,1,1,0,0,0,0
7,US,7076066004065062190,1647525004,Lord create a clean heart in me 💖 #christiantiktok #christianwomen #christianwomenoftiktok #hope #bibleverseoftheday #god #jesus #truth #theword #godsword #biblestudies #biblereading #biblereadingtiktok #readingthebible #readingbibleoutloud #readingscripture,6853155492030612486,TheGratefulSpiritFaith,💖Inspiring you to read your Bible ! Follow ⬆️ Instagram &YouTube🌸 Faith Home⬇️,0,False,https://www.tiktok.com/@thegratefulspiritfaith/video/7076066004065062190?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7076066004065062190&source=h5_m,1544318,2647,10758,42634,163698,6834322085653776385,6834322085653776385,10033,6834322085653776385,Way Maker (Instrumental Version),"Instrumental Christian Songs, Christian Piano Music & Contemporary Christian Music",,,False,False,,https://sf16-music-sign.tiktokcdn.com/obj/tos-useast2a-v-2774/65afa65842d249ae90406c3547982a1a?x-expires=1653962050&x-signature=jDs6AvzFoBH5iq8Pu%2FzVe0cODS4%3D,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1512037935', 'external_song_key': 'apple_song_id'}]",0,0,Curaçao,#christiantiktok #christianwomen #christianwomenoftiktok #hope #bibleverseoftheday #god #jesus #truth #theword #godsword #biblestudies #biblereading #biblereadingtiktok #readingthebible #readingbibleoutloud #readingscripture,0,0,0,0,0,0,0,0,0,0
0,MX,7103310040966204678,1653868252,You could never tbh 🥳 #xzycba #fyp,21401120,Sofia,"Dm me on insta 
Snap: xophied",0,False,https://www.tiktok.com/@xo.phiee/video/7103310040966204678?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103310040966204678&source=h5_m,914187,2149,107,447,146845,7083148175143996165,7083148175143996165,72,7083148175143996165,original sound - speed.songxsss,geovanna😁,7.04618319904406e+18,geovanna😁,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7083148190840670982.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/9802ee835fcaea55c47b26a5730933b3.json,False,False,,,,,[],0,0,Curaçao,#xzycba #fyp,0,0,0,0,1,0,0,0,0,0
1,US,7081369128920943915,1648759733,🤣🤣🤣🤣,6763279591006389253,FunnyMike,Sickest ever did it 🖤,0,False,https://www.tiktok.com/@whofunnymike/video/7081369128920943915?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081369128920943915&source=h5_m,4130432,2151,2057,300,519287,7072069921756187435,7072069921756187435,72,7072069921756187435,original sound - lilwoo_2255 (Contains music from: Footwork - Aric Wolf),"Contains music from: ""Footwork""",6.917462733614433e+18,Tik Toker,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7072069945625971499.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/fa5706f6861a3097e47f40f9a4b3c7ac.json,False,False,Aric Wolf,Footwork,original sound - lilwoo_2255 (Contains music from: Footwork - Aric Wolf),"Contains music from: ""Footwork""",[],0,0,Curaçao,,0,0,0,0,0,0,0,0,0,0
2,GB,7103156060856257798,1653832399,"This lady was #catfished on a whole new level 😅 Residents, would you still get in the car? 🤔💭#fy #viral #theshadeborough",6811400926600496134,The Shade Borough,Culture | News | Tea | Entertainment | Music🇬🇧🌍,0,False,https://www.tiktok.com/@theshadeborough/video/7103156060856257798?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103156060856257798&source=h5_m,4028213,4168,14963,13366,182224,7103156029466233605,7103156029466233605,72,7103156029466233605,original sound - theshadeborough,The Shade Borough,6.811400926600496e+18,The Shade Borough,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103156052019628805.mp3,,False,False,,,,,[],0,0,Curaçao,#catfished #fy #viral #theshadeborough,0,0,0,1,0,0,0,0,1,0
3,US,7080039502009470250,1648450158,Queen Zendaya has arrived 👑 #oscars #redcarpet #vanityfair #vanityfairoscarparty #zendaya #euphoria,6929027340957697030,Kevin,"my pop favorites on vinyl 
and some pop culture 
🏳️‍🌈",0,False,https://www.tiktok.com/@kevin.vinyls/video/7080039502009470250?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080039502009470250&source=h5_m,12571696,7847,6300,10884,2157189,7080039461366778670,7080039461366778670,72,7080039461366778670,original sound - kevin.vinyls,Kevin,6.929027340957697e+18,Kevin,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7080039482640108331.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/05c420adb1b2c9179da294f3450395eb.json,False,False,,,,,[],0,0,Curaçao,#oscars #redcarpet #vanityfair #vanityfairoscarparty #zendaya #euphoria,0,0,0,0,0,0,0,0,0,0
4,CA,7082381954401848582,1648995550,I’m so good tho 😏 #lgndtok #fypシ,6921743047236436998,𝕃𝕘𝕟𝕕𝕥𝕠𝕜 ✌️,"Hi 👋 

Spam account @notlgndtok😁
Insta: @lgndtok
Biz: info.superbros@gmail.com",0,False,https://www.tiktok.com/@lgndtok/video/7082381954401848582?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7082381954401848582&source=h5_m,1783282,4973,408,5530,118332,6832620596652788486,6832620596652788486,72,6832620596652788486,Amber199816 (Contains music from: 震耳撩音（DJ版） - 王雨笙),"Contains music from: ""震耳撩音（DJ版）""",6.587387685680955e+18,Amber Vermette,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6842171169550895877.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/030831da7ffb70f97d1a2767e9d57278.json,False,False,王雨笙,震耳撩音（DJ版）,Amber199816 (Contains music from: 震耳撩音（DJ版） - 王雨笙),"Contains music from: ""震耳撩音（DJ版）""",[],0,0,Curaçao,#lgndtok #fypシ,0,0,0,0,0,1,0,0,0,0
5,US,7070643091404950830,1646262383,#foryoupage,6810173137641473029,Bosslife Femer,Follow My Instagram & MY Backup Account @bosslifefemer_2nd 🏆 NOW !,0,False,https://www.tiktok.com/@bosslifefemer5/video/7070643091404950830?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7070643091404950830&source=h5_m,961529,336,2500,471,39892,6804930950053530374,6804930950053530374,72,6804930950053530374,original sound - ethanlaing_ (Contains music from: Emerald (Tagged) - Instrumental - TheDarker PeterParker),"Contains music from: ""Emerald (Tagged) - Instrumental""",6.742021935129036e+18,Ethan Laing,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1661360909868086.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/43cb9af9453f490d4fabfb1c5c9ca2ab.json,False,False,TheDarker PeterParker,Emerald (Tagged) - Instrumental,original sound - ethanlaing_ (Contains music from: Emerald (Tagged) - Instrumental - TheDarker PeterParker),"Contains music from: ""Emerald (Tagged) - Instrumental""",[],0,0,Curaçao,#foryoupage,0,1,0,0,0,0,0,0,0,0
6,CA,7097664091271056646,1652553700,#fyp,7012021707893195781,🛹🌴🥤,"Road to 643,822

Old name: manny_speaks_fax",0,False,https://www.tiktok.com/@_____manny______/video/7097664091271056646?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097664091271056646&source=h5_m,4134445,8282,20020,18999,949461,7038619168882690821,7038619168882690821,72,7038619168882690821,original sound - speduppaudioss,<3,7.036457882657752e+18,<3,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7038619181780060934.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/2e1b76e1d82305b6c07c8b570242b3f0.json,False,False,,,,,[],0,0,Curaçao,#fyp,0,0,0,0,1,0,0,0,0,0
7,US,7101379800123575598,1653418830,No sir! They asked you to help them 😂 Let me have my moment of silence 🫠#parenting #parents #parentsoftiktok #pov #dad #fatherhood,6781962180062462981,terrell.and.jarius,"2 Dads Are Better Than 1 👨‍👨‍👧‍👦
Redefining Black Fatherhood ✊🏾",0,False,https://www.tiktok.com/@terrell_jarius/video/7101379800123575598?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101379800123575598&source=h5_m,259699,35,65,155,26241,6970867965268904709,6970867965268904709,72,6970867965268904709,original sound - jocelynyates3 (Contains music from: ICE - MORGENSHTERN),"Contains music from: ""ICE""",6.781577465900549e+18,Jocelyn Yates,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6970868081992190726.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/95cad775b51717245f5282e7b9a2fada.json,False,False,MORGENSHTERN,ICE,original sound - jocelynyates3 (Contains music from: ICE - MORGENSHTERN),"Contains music from: ""ICE""",[],0,0,Curaçao,#parenting #parents #parentsoftiktok #pov #dad #fatherhood,0,0,0,0,0,0,0,0,0,0
0,US,7083495758166543658,1649254878, ,7052702507088954374,shambrica7,,0,False,https://www.tiktok.com/@tanekqua4/video/7083495758166543658?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7083495758166543658&source=h5_m,1708560,1025,2290,4786,161115,7083495681972783918,7083495681972783918,72,7083495681972783918,original sound - tanekqua4,shambrica7,7.052702507088954e+18,shambrica7,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7083495738482625326.mp3,,False,False,,,,,[],0,0,Curaçao,,0,0,0,0,0,0,0,0,0,0
1,US,7085948672063573291,1649825991,#stitch with @smiletilo ong bro #fypシ #foryou #foryoupage #comedy #trending #ScreamItOut #ByeByeSundayBlues #funny #trending,6614687654800113670,Kerem Ozdemir,"07
🇹🇷/🇺🇸
amos: k_boi2007
Check out all my socials down below 👇",0,False,https://www.tiktok.com/@kboigotdrip/video/7085948672063573291?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085948672063573291&source=h5_m,16627029,31372,84752,88519,3084726,6728562975734515713,6728562975734515713,10036,6728562975734515713,Love You So,The King Khan & BBQ Show,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,Curaçao,#stitch #fypシ #foryou #foryoupage #comedy #trending #ScreamItOut #ByeByeSundayBlues #funny #trending,1,1,1,0,0,1,0,2,0,0
2,US,7102935981292145962,1653781157,Sons vs. daughters with dad😂😂 #tiktokcomedy #funny #laugh #son #daughter #dad #foryou,6809884998796592134,Chandler Tuten,"Jokes | Skits😜
Facial Expressions Master👑
Biz: chandlertuten2019@gmail.com",0,False,https://www.tiktok.com/@chanslaw/video/7102935981292145962?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102935981292145962&source=h5_m,454305,276,199,606,49443,6884082009115740933,6884082009115740933,72,6884082009115740933,original sound - thaddboii,THADDBOII,6.747370743556621e+18,THADDBOII,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6884081723060030213.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e3ceb0d0755e1a6e7856edf76ba2d7d0.json,False,False,,,,,[],0,0,Curaçao,#tiktokcomedy #funny #laugh #son #daughter #dad #foryou,1,0,1,0,0,0,0,0,0,0
3,US,7072507224974986542,1646696410,#pov you get to choose between marrying your girlfriend and calling your soulmate #fyp #foryou,1244043,Joe Masini🦋💕💫,"NJ | NYC
Insta & Snap: joe_masini
jmasini09@gmail.com
⬇️🌧MERCH🌧⬇️",0,False,https://www.tiktok.com/@joemasini/video/7072507224974986542?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072507224974986542&source=h5_m,18840253,11974,4033,2784,1718737,6910652978068310789,6910652978068310789,72,6910652978068310789,original sound - baileyspinn (Contains music from: Story of My Life - One Direction),"Contains music from: ""Story of My Life""",2347629.0,Bailey,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6990552384774736646.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/8bea54f123a13087e89677029ac2fddf.json,False,False,One Direction,Story of My Life,original sound - baileyspinn (Contains music from: Story of My Life - One Direction),"Contains music from: ""Story of My Life""",[],0,0,Curaçao,#pov #fyp #foryou,1,0,0,0,1,0,0,0,0,0
4,US,7087989658558139690,1650301195,What to do when police show up at your door 🚔👮‍♂️ #viral #lawyer #lawtok #police #tiptok #law #themoreyouknow #LearnOnTikTok #foryoupage #fyp,7017945398942958597,Attorney Clay Payne,"TX Injury Attorney
NOT legal advice
DM on IG
HURT? Hire Me
Text (210) 802-9302",0,False,https://www.tiktok.com/@thepaynelawyer/video/7087989658558139690?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087989658558139690&source=h5_m,6559625,4958,8416,17921,309257,6852276372593723394,6852276372593723394,10033,6852276372593723394,Lawyer,Elvis Beatz,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/66a9583996234139b21335c9e6b11b84,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/db7614cc1bad44e7a3f8783e06d67176,False,True,,,,,[],0,0,Curaçao,#viral #lawyer #lawtok #police #tiptok #law #themoreyouknow #LearnOnTikTok #foryoupage #fyp,0,1,0,0,1,0,0,0,1,0
5,DE,7097258882828995846,1652470200,:),6859025323972920325,daniel.ux,"📚 | Motivational & Educational Content
👇🏼 | Start making money online",0,False,https://www.tiktok.com/@daniel.ux/video/7097258882828995846?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097258882828995846&source=h5_m,2105656,916,7523,976,188662,7097305439116806917,7097305439116806917,72,7097305439116806917,original sound - daniel.ux,daniel.ux,6.85902532397292e+18,daniel.ux,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7097305463968074502.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e00b7497145a29f4514d2c67b482c657.json,False,False,,,,,[],0,0,Curaçao,,0,0,0,0,0,0,0,0,0,0
6,US,7098101143154249003,1652655458,"Nah but for real, where my fullsend squad at? #fypシ #carlosfullsenddd #viral #school #mask #never #take #off #friend #you #we",7094101151436997675,Carlosfullsenddd,"I consider y’all family DM ME ⬆️
100k? 
Smash that (Follow) ⬆️ BUTTON",0,False,https://www.tiktok.com/@reaction.fullsend/video/7098101143154249003?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098101143154249003&source=h5_m,984760,5195,4194,5834,109525,7090263574286813958,7090263574286813958,72,7090263574286813958,original sound - ezzsounds (Contains music from: Drowning (feat. Kodak Black) - A Boogie Wit da Hoodie),"Contains music from: ""Drowning (feat. Kodak Black)""",7.048793448547845e+18,P,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7090263567643036421.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/6faa8f3f90d77a4040f89559207b0c2d.json,False,False,A Boogie Wit da Hoodie,Drowning (feat. Kodak Black),original sound - ezzsounds (Contains music from: Drowning (feat. Kodak Black) - A Boogie Wit da Hoodie),"Contains music from: ""Drowning (feat. Kodak Black)""",[],0,0,Curaçao,#fypシ #carlosfullsenddd #viral #school #mask #never #take #off #friend #you #we,0,0,0,0,0,1,0,0,1,0
7,US,7084780688226127150,1649554048,Undefeated in TikTok dances on the mound ‼️@dearmann_ #savannahbananas #baseball #mlb #dance #bodyonmymind #fypシ #viral,6735870479736996869,thesavbananas,"TikTok’s Favorite Team.
We Make Baseball Fun. 
Fans First. Entertain Always.",2,False,https://www.tiktok.com/@thesavbananas/video/7084780688226127150?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7084780688226127150&source=h5_m,83406878,32111,186820,161893,11565714,7076768418317273882,7076768418317273882,24,7076768418317273882,COOL FOR THE SUMMER x HOT IN HERRE DANCE MASHUP (Contains music from: Cool for the Summer - Demi Lovato),"Contains music from: ""Cool for the Summer""",6.556203748196073e+18,Michael Napiza,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7076768419772762907.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/f73eceb0667f4c5f99c0715dde5c6e9c.json,False,False,Demi Lovato,Cool for the Summer,COOL FOR THE SUMMER x HOT IN HERRE DANCE MASHUP (Contains music from: Cool for the Summer - Demi Lovato),"Contains music from: ""Cool for the Summer""",[],0,0,Curaçao,#savannahbananas #baseball #mlb #dance #bodyonmymind #fypシ #viral,0,0,0,0,0,1,0,0,1,0
0,US,7075085258600811818,1647296655,Reply to @gymnast.withskills don’t mind the loud gulp 😂 #goodsoup #fyp #liquids,6569324159393890309,Emily,"18
Ohio
jaw surgery queen 👑
Insta- Emily_Tokar",0,False,https://www.tiktok.com/@emily_tokar/video/7075085258600811818?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075085258600811818&source=h5_m,12017985,5813,1385,758,1035023,7075085231811758890,7075085231811758890,72,7075085231811758890,original sound - emily_tokar,Emily,6.56932415939389e+18,Emily,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7075085252049652523.mp3,,False,False,,,,,[],0,0,Curaçao,#goodsoup #fyp #liquids,0,0,0,0,1,0,0,0,0,0
1,FR,7103563431139233029,1653927249,#mяt #doberman,6976383546563773446,мят,contact@torom.fr,0,False,https://www.tiktok.com/@emmanuel.mrt/video/7103563431139233029?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103563431139233029&source=h5_m,324395,171,130,2,51711,6686232424847837957,6686232424847837957,72,6686232424847837957,pop out by polo g and lil tjay (Contains music from: Pop Out (feat. Lil Tjay) - Polo G),"Contains music from: ""Pop Out (feat. Lil Tjay)""",2.5410727693911654e+17,selina chan,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1632445608185877.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/5d03b17ee7bc0da11f8fc19f71e19b8c.json,False,False,Polo G,Pop Out (feat. Lil Tjay),pop out by polo g and lil tjay (Contains music from: Pop Out (feat. Lil Tjay) - Polo G),"Contains music from: ""Pop Out (feat. Lil Tjay)""",[],0,0,Curaçao,#mяt #doberman,0,0,0,0,0,0,0,0,0,0
2,US,7077727525379558702,1647911856,This is my story y’all 😢 #lgbt🌈 #virall #fyp #fylシ #fyp #fypシ゚viral #OscarsAtHome #trending,7077721803255858222,lhizzyfinesse0,"NYC📍🏳️‍🌈
SUBSCRIBE TO MY YOUTUBE: 
THE JAD
I POST EVERYTHING YOU NEED TO SEE",0,False,https://www.tiktok.com/@lhizzyfinesse0/video/7077727525379558702?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077727525379558702&source=h5_m,6892185,10732,2848,1580,838904,7048615957367261957,7048615957367261957,72,7048615957367261957,original sound - infilowetrust (Contains music from: Joker - Zaga),"Contains music from: ""Joker""",6.990106681913492e+18,🫡,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7048615969907919621.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/affefcf6ed62b7ac1d84ae57c0805d16.json,False,False,Zaga,Joker,original sound - infilowetrust (Contains music from: Joker - Zaga),"Contains music from: ""Joker""",[],0,0,Curaçao,#lgbt🌈 #virall #fyp #fylシ #fyp #fypシ゚viral #OscarsAtHome #trending,0,0,0,0,2,1,1,1,1,0
