,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.external_song_info,music.binded_challenge_id,bodydance_score,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,loc,test,hash_ai,hash_foryou,hash_fyp,hash_fypシ,hash_imparacontiktok,hash_italy,hash_neiperte,hash_parati,hash_perte,hash_viral
6,IT,7102711301239033093,1653728848,#trash #neiperte #theferragnez #leoneluciaferragni #fedez,6985788906345219077,A tutto TRASH,Secondo profilo @a.tutto.trash1 🤪📺,0,False,https://www.tiktok.com/@a.tutto.trash5/video/7102711301239033093?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102711301239033093&source=h5_m,566766,127,554,214,34209,7102711270189189894,7102711270189189894,72,7102711270189189894,original sound - a.tutto.trash5,A tutto TRASH,6.985788906345219e+18,A tutto TRASH,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102711255879224070.mp3,,False,False,[],0,0,,,,,Italy,#trash #neiperte #theferragnez #leoneluciaferragni #fedez,0,0,0,0,0,0,1,0,0,0
7,UA,7098679394952072453,1652790095,#🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦 #🇺🇦🇺🇦🇺🇦💙💛 #Рек #Топ #славаукраїні #украинатикток #ЗСУ #война,6898429790781850630,Александр,"PayPal
hukukraine242022@gmail.com
🇺🇦",0,False,https://www.tiktok.com/@alexhook2303/video/7098679394952072453?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098679394952072453&source=h5_m,843545,5464,698,14,121981,6869866591132109569,6869866591132109569,72,6869866591132109569,original sound - _nice_rauf (Contains music from: Ainsi bas la vida - Indila),"Contains music from: ""Ainsi bas la vida""",6.827821822529095e+18,Rauf Alekperov,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6869866407471893249.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/82933bb6b312f89157ab82a28e73889a.json,False,False,[],0,0,Indila,Ainsi bas la vida,original sound - _nice_rauf (Contains music from: Ainsi bas la vida - Indila),"Contains music from: ""Ainsi bas la vida""",Italy,#🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦 #🇺🇦🇺🇦🇺🇦💙💛 #Рек #Топ #славаукраїні #украинатикток #ЗСУ #война,0,0,0,0,0,0,0,0,0,0
0,IT,7087156059906837766,1650107109,Non era meditato😂😂 #viral #fyp #perte,6801196350554833926,Annalisa Balta,"✨CEO della nonna✨
💌 annalisabalta@icloud.com
My links👇🏻",0,False,https://www.tiktok.com/@annalisa_balta/video/7087156059906837766?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087156059906837766&source=h5_m,2489698,648,266,926,212403,7068751050651863814,7068751050651863814,72,7068751050651863814,original sound - lorenzoleone76,Tik Toker,6.75370546148747e+18,Tik Toker,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7068751054619511558.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/5a15d2d123f662bbedd75e6db14bbbc2.json,False,False,[],0,0,,,,,Italy,#viral #fyp #perte,0,0,1,0,0,0,0,0,1,1
1,IT,7099010740140526854,1652867245, ,6760612393031795717,Nonna Luigina,"✉️davidemoia.dm@gmail.com

“Bevi il caffè che diventa freddo”",0,False,https://www.tiktok.com/@nonnaluigina/video/7099010740140526854?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099010740140526854&source=h5_m,645060,754,4010,2518,84036,7099010697224375046,7099010697224375046,72,7099010697224375046,original sound - nonnaluigina,Nonna Luigina,6.760612393031796e+18,Nonna Luigina,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099010716706835205.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/543d7879d46806ce41c53ba77c4d07c5.json,False,False,[],0,0,,,,,Italy,,0,0,0,0,0,0,0,0,0,0
2,IT,7102769769740258565,1653742460, ,109144063257288705,Alice ツ,"video cringe che potrebbero causare 
effetti collaterali anche gravi",0,False,https://www.tiktok.com/@ehvabbetantoormai/video/7102769769740258565?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102769769740258565&source=h5_m,774889,1528,4600,2742,88601,7102769757912337157,7102769757912337157,72,7102769757912337157,original sound - ehvabbetantoormai,Alice ツ,1.091440632572887e+17,Alice ツ,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102769772765022982.mp3,,False,False,[],0,0,,,,,Italy,,0,0,0,0,0,0,0,0,0,0
3,IT,7102072096104140038,1653580024,Ho INDOVINATO? 👀👀👀 #mentalismo #esperimento #illusione #mente #emoji,6778494198758654981,James Mentalist,Info e collaborazioni: alessandro.piscopo@me.com,0,False,https://www.tiktok.com/@james.mentalist/video/7102072096104140038?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102072096104140038&source=h5_m,3638524,22422,3768,3131,408314,6751218106342836226,6751218106342836226,10033,6751218106342836226,Intro,The xx,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/4f458f11b75d4c738ea0c473c2a5b60f,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/2ab34d9432f74bcb90eb72704b5fd10e,False,True,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '329481197', 'external_song_key': 'apple_song_id'}]",0,0,,,,,Italy,#mentalismo #esperimento #illusione #mente #emoji,0,0,0,0,0,0,0,0,0,0
4,IT,7103562130934320389,1653926945,🎣 Mention your friends 🤣 #learnfromkhaby #LearnOnTikTok @tiktok @tiktokcreators,127905465618821121,Khabane lame,"Se vuoi ridere sei nel posto giusto😎 
If u wanna laugh u r in the right place😎",0,False,https://www.tiktok.com/@khaby.lame/video/7103562130934320389?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103562130934320389&source=h5_m,3313766,4412,2695,3312,405348,7103562131865651974,7103562131865651974,72,7103562131865651974,original sound - khaby.lame,Khabane lame,1.2790546561882112e+17,Khabane lame,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103562131060771589.mp3,,False,False,[],0,0,,,,,Italy,#learnfromkhaby #LearnOnTikTok,0,0,0,0,0,0,0,0,0,0
5,CO,7095895507440012550,1652141920,#fypシ #viral #luisagil #lomasviral #lomastop #lomasvisto #fyp #lomasviral,7071395792812311558,luisagil_oficial,"IG: @luisagil_oficial
TW: @scarlett_key1 
ESTO SOLO ES HUMOR Y SENSUALIDAD 🤍🙊",0,False,https://www.tiktok.com/@luisagil_oficial/video/7095895507440012550?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095895507440012550&source=h5_m,2337543,692,2409,1714,107766,6815707132504148741,6815707132504148741,72,6815707132504148741,original sound - mechyfissolo,Mechy Love ❤,6.754721054545282e+18,Mechy Love ❤,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1663991739172885.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7b3fab68b6e17157776cc56730269b7e.json,False,False,[],0,0,,,,,Italy,#fypシ #viral #luisagil #lomasviral #lomastop #lomasvisto #fyp #lomasviral,0,0,1,1,0,0,0,0,0,1
6,IT,7103556056063806725,1653925531,Solita finta di pancia ⚽️ #luvadepedreiro #migliorgiocatore #euseba #imitazione,6906915422051615746,loziotano,"Instagram 👆
Road to 500k ❤️⚽️ 
Loziotano71@gmail.com
T-shirt zio tano👇🏻",0,False,https://www.tiktok.com/@loziotano71/video/7103556056063806725?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103556056063806725&source=h5_m,345736,192,740,783,20593,7103556026598738694,7103556026598738694,72,7103556026598738694,original sound - loziotano71,loziotano,6.906915422051616e+18,loziotano,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103556049076112134.mp3,,False,False,[],0,0,,,,,Italy,#luvadepedreiro #migliorgiocatore #euseba #imitazione,0,0,0,0,0,0,0,0,0,0
7,IT,7100174505171111174,1653138203,Discussioni profonde😂,236241657673969664,glendaresta01,"Collaborazioni💌: glenda@dream-world.it
CEO OF “MEH AMICI”",0,False,https://www.tiktok.com/@glendaresta/video/7100174505171111174?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100174505171111174&source=h5_m,2786257,1594,3185,3813,307563,7100174502142708486,7100174502142708486,72,7100174502142708486,original sound - glendaresta,glendaresta01,2.3624165767396966e+17,glendaresta01,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7100174503489145606.mp3,,False,False,[],0,0,,,,,Italy,,0,0,0,0,0,0,0,0,0,0
0,IT,7072720945684761861,1646746171,Fastidio parte 99177 🥲      INSTA: danidanycabrass,6692774830314161158,Daniele Cabras,"IG: @danidanycabrass
📍Sardinia
Info e Collab: d.cabras@isoladegliartisti.it",0,False,https://www.tiktok.com/@danythegaggio/video/7072720945684761861?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072720945684761861&source=h5_m,2073128,1918,12799,9733,336695,7072720902093425414,7072720902093425414,72,7072720902093425414,original sound - danythegaggio,Daniele Cabras,6.692774830314161e+18,Daniele Cabras,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7072720944476867333.mp3,,False,False,[],0,0,,,,,Italy,,0,0,0,0,0,0,0,0,0,0
1,IT,7102069147453967622,1653579333,🇮🇹🇺🇸@notaidenricklef @Mark Lucas,6799675004965192709,Christiandaloii_,"19🐍

Collab: christian.daloi@stardustrecords.it 📩⚡️",0,False,https://www.tiktok.com/@christiandaloii_/video/7102069147453967622?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102069147453967622&source=h5_m,5121429,6676,11881,17509,688480,7096101702448728834,7096101702448728834,72,7096101702448728834,original sound - basinfilm (Contains music from: I Wanna Love You - Album Version (Edited) - Akon),"Contains music from: ""I Wanna Love You - Album Version (Edited)""",7.04292060167404e+18,lucy,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7096101676121213698.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/0d7f09a4164a8b68cb39eed1d27de8a6.json,False,False,[],0,0,Akon,I Wanna Love You - Album Version (Edited),original sound - basinfilm (Contains music from: I Wanna Love You - Album Version (Edited) - Akon),"Contains music from: ""I Wanna Love You - Album Version (Edited)""",Italy,,0,0,0,0,0,0,0,0,0,0
2,IT,7102079698267655429,1653581790,￼￼i problemi pian piano stanno passando😅|| ig: andreiabacchiniofficial,256818845930242048,Andreia,"🦋La ragazza delle tutine🦋
Business: andreia@stardustrecords.it
💙Support me💙",0,False,https://www.tiktok.com/@andreia.bacchini/video/7102079698267655429?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102079698267655429&source=h5_m,1285859,351,125,443,120037,7087184945084402437,7087184945084402437,72,7087184945084402437,original sound - alessiia.lupacchini,alessialupacchini,6.567654053480186e+18,alessialupacchini,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7087184929871776517.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/fa2916b05d90511748744ae4e420fb92.json,False,False,[],0,0,,,,,Italy,,0,0,0,0,0,0,0,0,0,0
3,LB,7098688772270869761,1652792277,Clogged nose and puffy face,6532076370774720513,Talia Lahoud,Love Story (full cover) ❤️👇🏻,0,False,https://www.tiktok.com/@talialahoud/video/7098688772270869761?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098688772270869761&source=h5_m,15479035,11897,14371,55750,3001651,7098688760438704897,7098688760438704897,72,7098688760438704897,Talia Lahoud Love Story Cover,Talia Lahoud,6.53207637077472e+18,Talia Lahoud,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7098688758849571585.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e4ed15b50ddaf7d3c07917194ff8aacb.json,False,False,[],0,0,,,,,Italy,,0,0,0,0,0,0,0,0,0,0
4,IT,7096807757990350085,1652439600,Finale che non ti aspetti...,6756264418197537797,Pera Toons,"Battute e freddure quotidiane!
Acquista il mio libro GIOCHI E RISATE:",0,False,https://www.tiktok.com/@pera_toons/video/7096807757990350085?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096807757990350085&source=h5_m,1076028,510,10127,5763,64830,7097174004548569861,7097174004548569861,72,7097174004548569861,original sound - pera_toons,Pera Toons,6.756264418197538e+18,Pera Toons,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7097173986135558917.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/f5819a35a536bc74b50909efb769fd8b.json,False,False,[],0,0,,,,,Italy,,0,0,0,0,0,0,0,0,0,0
5,IT,7102403242889448710,1653657122,Le riprese di Fast and Furious a Torino! #fastandfurious #10 #italy #turin #torino #fyp #perte,6799927944086356997,Emanuele,,0,False,https://www.tiktok.com/@torni_/video/7102403242889448710?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102403242889448710&source=h5_m,1115062,895,5986,2644,125574,6704983897970575361,6704983897970575361,10033,6704983897970575361,See You Again (feat. Charlie Puth),Wiz Khalifa,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/c35d9e71ddc5407fb5c0001431c0ce05,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/eb6ca482a74d48f182494c747b1e97d4,True,True,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1029609244', 'external_song_key': 'apple_song_id'}]",0,0,,,,,Italy,#fastandfurious #10 #italy #turin #torino #fyp #perte,0,0,1,0,0,1,0,0,1,0
6,IT,7091654584887774469,1651154504,😳,6806324276486521862,Luca Campolunghi,"Instagram : luca_campolunghi       

✉️: Luca.Campolunghi@stardustrecords.it",0,False,https://www.tiktok.com/@luca.campolunghi/video/7091654584887774469?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091654584887774469&source=h5_m,4458220,1894,1240,2089,437274,7091654556483848966,7091654556483848966,72,7091654556483848966,original sound - luca.campolunghi,Luca Campolunghi,6.806324276486522e+18,Luca Campolunghi,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7091654559696833285.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7896f5a2509ac9d934a426b1a8177d57.json,False,False,[],0,0,,,,,Italy,,0,0,0,0,0,0,0,0,0,0
7,IT,7103490137983667462,1653910186,IMBARAZZI - QUANDO ANDAVI MALE AI COLLOQUI E LA MAMMA TI TOGLIEVA TUTTO!,6610270728426586117,Giuseppe Mandrake Ninno,Non sono un comico. Racconto solo la verità. È quella che fa ridere non io.,0,False,https://www.tiktok.com/@mandrake1984real/video/7103490137983667462?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103490137983667462&source=h5_m,644953,757,5070,3315,102310,7103490130559650566,7103490130559650566,72,7103490130559650566,original sound - mandrake1984real,Giuseppe Mandrake Ninno,6.610270728426586e+18,Giuseppe Mandrake Ninno,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103490124012473094.mp3,,False,False,[],0,0,,,,,Italy,,0,0,0,0,0,0,0,0,0,0
0,IT,7080475569175022854,1648551686, ,6896034417267426305,MarianoPrank,✉️ Collab: mariano@cfactor.it,0,False,https://m.tiktok.com/v/7080475569175022854.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080475569175022854&source=h5_m,2344757,732,1307,1582,323873,7080475514586139398,7080475514586139398,72,7080475514586139398,original sound - marianoprank,MarianoPrank,6.896034417267426e+18,MarianoPrank,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7080475540491127558.mp3,,False,False,[],0,0,,,,,Italy,,0,0,0,0,0,0,0,0,0,0
1,IT,7103088567848602886,1653816687, ,6876715889536238593,edit 🫶🏼,"you can everything in life, right? then follow me 🫳🏼
a girl who edits 🏃🏻‍♀️",0,False,https://m.tiktok.com/v/7103088567848602886.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103088567848602886&source=h5_m,1112528,174,216,734,156389,6745130332346927105,6745130332346927105,10033,6745130332346927105,Sex Sounds,Lil Tjay,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/fc451aac84994c3f9d771a7e1210538b,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/be82825d505b4cec9bcee25e859e01cc,True,True,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1482317746', 'external_song_key': 'apple_song_id'}]",0,0,,,,,Italy,,0,0,0,0,0,0,0,0,0,0
2,IT,7103500792430120197,1653912665,Rispondi a @fan_charli_damelio485,196440661431398400,Nick Radogna,"CEO of Panzerotti 🥟
IG e YT: Nick Radogna 
📩 nickradogna.info@gmail.com",0,False,https://m.tiktok.com/v/7103500792430120197.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103500792430120197&source=h5_m,364295,585,50,72,20218,7103500760045947653,7103500760045947653,72,7103500760045947653,original sound - nick_radogna,Nick Radogna,1.964406614313984e+17,Nick Radogna,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103500798545398533.mp3,,False,False,[],0,0,,,,,Italy,,0,0,0,0,0,0,0,0,0,0
3,IT,7100902180059729157,1653307629,🤭🤭 comunque FAKE BODY ⚠️🫶🏼 #piscina #mare,6803684982201336837,micolinicole,"Since ‘98✨💙
Faccio POV 🎬 e danni 🗣
📩:nicole@teamworld.it
⬇️🦋YOUTUBE🦋⬇️",0,False,https://m.tiktok.com/v/7100902180059729157.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100902180059729157&source=h5_m,2841519,5358,3443,3581,261275,7069012651304667910,7069012651304667910,72,7069012651304667910,original sound - bestspedup (Contains music from: Say Techno - Blazy),"Contains music from: ""Say Techno""",7.057104042099181e+18,sped up songs ❤️‍🩹,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7069012632094788357.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/25e3d0275541b45a0f8d8e7d8a9b5d47.json,False,False,[],0,0,Blazy,Say Techno,original sound - bestspedup (Contains music from: Say Techno - Blazy),"Contains music from: ""Say Techno""",Italy,#piscina #mare,0,0,0,0,0,0,0,0,0,0
4,BR,7076748588419747077,1647683930, ,6824132853904851973,user5721399903616,,0,False,https://m.tiktok.com/v/7076748588419747077.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7076748588419747077&source=h5_m,4556553,3007,6197,8874,128677,7065809876089588485,7065809876089588485,72,7065809876089588485,original sound - eomatah,Mata,7.0412499577528e+18,Mata,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7065809893886118661.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/afaddcac4b6d128249f7c0d15b81888d.json,False,False,[],0,0,,,,,Italy,,0,0,0,0,0,0,0,0,0,0
5,IT,7098303755862510854,1652702635,Rispondi a @giuseppegucciardo ora è fermo fermo,6719129737517876230,deviltesss,🍃,0,False,https://m.tiktok.com/v/7098303755862510854.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098303755862510854&source=h5_m,6191050,5369,1601,2,426128,7098303730658921221,7098303730658921221,72,7098303730658921221,original sound - deviltesss,deviltesss,6.719129737517876e+18,deviltesss,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7098303714024377094.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/461e4db371e15369f6aefa970dddf1c6.json,False,False,[],0,0,,,,,Italy,,0,0,0,0,0,0,0,0,0,0
6,IT,7091665169394240773,1651156968,Rispondi a @marybocci7 non la toglierei perchè non riuscirei a vedermi senza 🥰,6788512828216837125,Carlotta Bertotti,"Aka Mystica. Poso, sfido i canoni di bellezza e quella è solo una voglia blue.",0,False,https://m.tiktok.com/v/7091665169394240773.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091665169394240773&source=h5_m,4388610,3861,847,360,159831,7091665133416467205,7091665133416467205,72,7091665133416467205,original sound - bertotti.carlotta,Carlotta Bertotti,6.788512828216837e+18,Carlotta Bertotti,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7091665147185335045.mp3,,False,False,[],0,0,,,,,Italy,,0,0,0,0,0,0,0,0,0,0
7,CO,7092242187575987461,1651291318,☺️☺️🔥#parati,7026543083198415877,DANIELA BAPTISTA 🐰,🔽🔽🔽🔽,0,False,https://m.tiktok.com/v/7092242187575987461.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092242187575987461&source=h5_m,1358712,169,485,172,60390,6742199989981678342,6742199989981678342,72,6742199989981678342,whyisthisaudiofamous (Contains music from: Pistol - Andre Swilley & Cookie Cutters),"Contains music from: ""Pistol""",2381819.0,molly 💛,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1646046236596230.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/300aaff96976f5891d3ce79259304b7f.json,False,False,[],0,0,Andre Swilley & Cookie Cutters,Pistol,whyisthisaudiofamous (Contains music from: Pistol - Andre Swilley & Cookie Cutters),"Contains music from: ""Pistol""",Italy,#parati,0,0,0,0,0,0,0,1,0,0
0,IT,7093532522243427589,1651591744,non finisce mai🖤 #perte,7091038882624128005,user4130612401245,sono un po’ triste perché le paranoie mi sovrastano,0,False,https://www.tiktok.com/@paranoieintilt/video/7093532522243427589?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093532522243427589&source=h5_m,1059949,657,8840,13139,121527,7093532515436727046,7093532515436727046,72,7093532515436727046,original sound - paranoieintilt,user4130612401245,7.091038882624128e+18,user4130612401245,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7093532502454700805.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c4e24b3fedca1f3c78fb3077631c1ab0.json,False,False,[],0,0,,,,,Italy,#perte,0,0,0,0,0,0,0,0,1,0
1,CA,7094411276159421702,1651796347,i’m 19,7074764474351109125,emma,"19 <3
bday: nov 5 2002
sc: bunni.emmiee ig: bunni.emmie
thx 4 follow me🥹❤️",0,False,https://www.tiktok.com/@bunniemmie/video/7094411276159421702?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094411276159421702&source=h5_m,8597157,1667,4784,7098,485164,6742199989981678342,6742199989981678342,72,6742199989981678342,whyisthisaudiofamous (Contains music from: Pistol - Andre Swilley & Cookie Cutters),"Contains music from: ""Pistol""",2381819.0,molly 💛,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1646046236596230.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/300aaff96976f5891d3ce79259304b7f.json,False,False,[],0,0,Andre Swilley & Cookie Cutters,Pistol,whyisthisaudiofamous (Contains music from: Pistol - Andre Swilley & Cookie Cutters),"Contains music from: ""Pistol""",Italy,,0,0,0,0,0,0,0,0,0,0
2,IT,7102485823504829701,1653676347,Anche voi vorreste il talento di Mike?💪🏻🔥#mikee #palla #canestro #giocatori #basketballedits#neri #movieedit #statiuniti #corsa #filmscenes,7064752551451116550,tuttocinemaealtro100,Arriviamo a 100k🔥,0,False,https://www.tiktok.com/@tuttocinemaealtro100/video/7102485823504829701?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102485823504829701&source=h5_m,2264883,449,282,794,215031,7102485874016881413,7102485874016881413,72,7102485874016881413,original sound - tuttocinemaealtro100,tuttocinemaealtro100,7.064752551451117e+18,tuttocinemaealtro100,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102485880715479814.mp3,,False,False,[],0,0,,,,,Italy,#mikee #palla #canestro #giocatori #basketballedits#neri #movieedit #statiuniti #corsa #filmscenes,0,0,0,0,0,0,0,0,0,0
3,IT,7102730719885053190,1653733367,I regali quelli belli #fakebody #pov #mollette,6587417548387909638,JULBÈR,"collab: giulbere@gmail.com
Faccio imitazioni🎯
Disegno🎨
EH MA OGGI È TOSTA",0,False,https://www.tiktok.com/@acapodelglobo/video/7102730719885053190?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102730719885053190&source=h5_m,710091,278,66,105,93835,7102730687862295302,7102730687862295302,72,7102730687862295302,original sound - acapodelglobo,JULBÈR,6.58741754838791e+18,JULBÈR,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102730682597772038.mp3,,False,False,[],0,0,,,,,Italy,#fakebody #pov #mollette,0,0,0,0,0,0,0,0,0,0
4,GB,7101017643955555589,1653334511,🇬🇧 or 🇺🇸?? #imparacontiktok #english #imparainglese #englishlesson #eng,6818498700651709446,Davide Patron,"Bella lì 🇬🇧

👇🏻 My British Pronunciation Course 🇬🇧",0,False,https://www.tiktok.com/@davidepatron/video/7101017643955555589?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101017643955555589&source=h5_m,949063,4273,585,381,126524,7101017648854993670,7101017648854993670,72,7101017648854993670,original sound - davidepatron,Davide Patron,6.818498700651709e+18,Davide Patron,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7101017640122059525.mp3,,False,False,[],0,0,,,,,Italy,#imparacontiktok #english #imparainglese #englishlesson #eng,0,0,0,0,1,0,0,0,0,0
5,IT,7079275002310233349,1648272159,😂😂😂😂😂😂😂😂,6592959826816450565,Giuseppe Mannarino,"Ciao ragazzi 👋😜
Tanti conoscono il mio nome...ma pochi la mia storia
KR 🔴🔵",0,False,https://www.tiktok.com/@cobragym87/video/7079275002310233349?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079275002310233349&source=h5_m,20808956,4963,57442,28782,507225,6780105155212740610,6780105155212740610,10033,6780105155212740610,Laughing,Gianluca Marino,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/8737cfed1275419995af77c0f6f22195,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/3138c37d97094ba99dff97a80603d76f,False,True,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1390061916', 'external_song_key': 'apple_song_id'}]",0,0,,,,,Italy,,0,0,0,0,0,0,0,0,0,0
