,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,loc,test,hash_foryou,hash_fyp,hash_fypシ,hash_on,hash_viral,hash_дуэт,hash_казахстан,hash_рек,hash_рекомендации,hash_хочуврек
1,KZ,7081035344732327170,1648682020,#энканто #encanto #superkazak,7058258823165445122,𝖑𝖎𝖌𝖍𝖙𝖓𝖎𝖓𝖌𝖙𝖎𝖒𝖊🌩,Эдитер,0,False,https://www.tiktok.com/@supra_edt1s/video/7081035344732327170?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081035344732327170&source=h5_m,655222,731,558,1190,53812,7081035347320457986,7081035347320457986,72,7081035347320457986,original sound - supra_edt1s,𝖑𝖎𝖌𝖍𝖙𝖓𝖎𝖓𝖌𝖙𝖎𝖒𝖊🌩,7.058258823165445e+18,𝖑𝖎𝖌𝖍𝖙𝖓𝖎𝖓𝖌𝖙𝖎𝖒𝖊🌩,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7081035230148299522.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/39123104399ab518d9c6040a476989e5.json,False,False,,,,,[],0,0,Kazakhstan,#энканто #encanto #superkazak,0,0,0,0,0,0,0,0,0,0
2,KZ,7070927202128252162,1646328532,🤔🤔🤔#рек #fypシ #atyrau,6973702508313920518,zhansayaaaq,Zhansayaaq🤍,0,False,https://www.tiktok.com/@zhansayaaaq/video/7070927202128252162?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7070927202128252162&source=h5_m,1748859,3113,1666,3957,121151,7070927193366416130,7070927193366416130,72,7070927193366416130,original sound - zhansayaaaq,zhansayaaaq,6.973702508313921e+18,zhansayaaaq,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7070927173145594626.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/72694084f9922b75ac07ad408930ad68.json,False,False,,,,,[],0,0,Kazakhstan,#рек #fypシ #atyrau,0,0,1,0,0,0,0,1,0,0
3,KZ,7087263776201886978,1650132188,#мыстан,7087260924415656961,Qarapaim,,0,False,https://www.tiktok.com/@ulyjuz/video/7087263776201886978?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087263776201886978&source=h5_m,4265776,1101,1706,5068,294844,7087263790479198977,7087263790479198977,72,7087263790479198977,original sound - ulyjuz,Qarapaim,7.087260924415657e+18,Qarapaim,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7087263779594963713.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c10d253a6fcb8f4e10de84897bea1b06.json,False,False,,,,,[],0,0,Kazakhstan,#мыстан,0,0,0,0,0,0,0,0,0,0
4,PE,7102584973806292230,1653699433,respect parte 2,7076929942012953606,ABRAHAM ELIAS RESPECT Z,los respect respeto español o ingles de spanish y inglish,0,False,https://www.tiktok.com/@abrahamsitosz/video/7102584973806292230?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102584973806292230&source=h5_m,3166583,235,235,1665,146915,7102584933348150021,7102584933348150021,72,7102584933348150021,original sound - abrahamsitosz (Contains music from: Hymn for the Weekend - Coldplay),"Contains music from: ""Hymn for the Weekend""",7.076929942012954e+18,ABRAHAM ELIAS RESPECT Z,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102584977740581638.mp3,,False,False,Coldplay,Hymn for the Weekend,original sound - abrahamsitosz (Contains music from: Hymn for the Weekend - Coldplay),"Contains music from: ""Hymn for the Weekend""",[],0,0,Kazakhstan,,0,0,0,0,0,0,0,0,0,0
5,KZ,7091273860896591106,1651065859, ,6829264130592752646,salem_tik_tok,На 500к покажу Любимку😻,0,False,https://www.tiktok.com/@salem_tik_tok/video/7091273860896591106?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091273860896591106&source=h5_m,1483571,612,1118,190,89208,7053877032313162498,7053877032313162498,72,7053877032313162498,original sound - _animeshniko_,.,7.052767656907523e+18,.,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7053877035369843458.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/750b1793911f22add3ba6ba22bb80b2c.json,False,False,,,,,[],0,0,Kazakhstan,,0,0,0,0,0,0,0,0,0,0
6,US,7080361670010375470,1648525166, ,7074797790710662190,Peachmonstaaa,Check my in-sta : Jay dumplingg 😛,0,False,https://www.tiktok.com/@peachmonstaa/video/7080361670010375470?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080361670010375470&source=h5_m,3240871,1349,1872,536,160435,6750691377606216453,6750691377606216453,72,6750691377606216453,original sound - slamuri (Contains music from: Show your baby as a new born versus now - Bytes),"Contains music from: ""Show your baby as a new born versus now""",6.670256603764474e+18,Slamuri,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1648121287880710.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7c200fd0b3f77b65bb7c693397a905e8.json,False,False,Bytes,Show your baby as a new born versus now,original sound - slamuri (Contains music from: Show your baby as a new born versus now - Bytes),"Contains music from: ""Show your baby as a new born versus now""",[],0,0,Kazakhstan,,0,0,0,0,0,0,0,0,0,0
7,KZ,7101746177342770434,1653504135,Не деген синхронность😂,6989720664315790338,A B I L  M E R E Y,"Подписывайтесь🤍 
Инстаграм: abilovva_m (1,5млн)
19y.o",0,False,https://www.tiktok.com/@abilovva_m7/video/7101746177342770434?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101746177342770434&source=h5_m,1485381,444,226,831,97849,7101746171625900801,7101746171625900801,72,7101746171625900801,original sound - abilovva_m7,A B I L  M E R E Y,6.98972066431579e+18,A B I L  M E R E Y,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7101746155507190529.mp3,,False,False,,,,,[],0,0,Kazakhstan,,0,0,0,0,0,0,0,0,0,0
0,KZ,7103062687533337858,1653810659,@resmismit #fyp #on #rek #рек #нуриксмит❤️ #актобе,7103058841851675650,kari,inst: karwfxxq,0,False,https://www.tiktok.com/@karfwqx00/video/7103062687533337858?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103062687533337858&source=h5_m,181057,315,76,225,11935,7103062669271255810,7103062669271255810,72,7103062669271255810,original sound - karfwqx00,kari,7.103058841851676e+18,kari,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7103062626262895362.mp3,,False,False,,,,,[],0,0,Kazakhstan,#fyp #on #rek #рек #нуриксмит❤️ #актобе,0,1,0,1,0,0,0,1,0,0
1,AM,7083583302942166273,1649275261,"Сериал «Давай сражаться, призрак!» (2021) ——————————————————— #фильмы #сериалы #призраки #комедия #фэнтези #хоррор",6956582064191931397,Film Strip Life,"Ваш гид в мире кино 🎞 

Для сотрудничества ⬇️

 film_strip_life@yahoo.com",0,False,https://www.tiktok.com/@filmstriplife/video/7083583302942166273?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7083583302942166273&source=h5_m,1896907,1447,2327,152,172829,7083583322999999234,7083583322999999234,72,7083583322999999234,original sound - filmstriplife,Film Strip Life,6.956582064191931e+18,Film Strip Life,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7083583294486350594.mp3,,False,False,,,,,[],0,0,Kazakhstan,#фильмы #сериалы #призраки #комедия #фэнтези #хоррор,0,0,0,0,0,0,0,0,0,0
2,KZ,7103433869264751873,1653897082, ,6786655672924718085,Rena,,0,False,https://www.tiktok.com/@mykinozona/video/7103433869264751873?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103433869264751873&source=h5_m,471386,135,68,68,14681,7103433883911228161,7103433883911228161,72,7103433883911228161,original sound - mykinozona,Rena,6.786655672924718e+18,Rena,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7103433880481647362.mp3,,False,False,,,,,[],0,0,Kazakhstan,,0,0,0,0,0,0,0,0,0,0
3,KZ,7079675222932081922,1648365340,😹😹#igotoschool,6951259560306213890,веселый,ноуубади,0,False,https://www.tiktok.com/@its.dimxxws/video/7079675222932081922?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079675222932081922&source=h5_m,1110787,540,699,61,68583,7079675228083047169,7079675228083047169,72,7079675228083047169,original sound - its.dimxxws,веселый,6.951259560306214e+18,веселый,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7079675180787731201.mp3,,False,False,,,,,[],0,0,Kazakhstan,#igotoschool,0,0,0,0,0,0,0,0,0,0
4,KZ,7080788145226173697,1648624463, ,15054619,Ulangassyr,"⠀⠀U҉S҉R҉
Ulαɴɢαѕѕyr Alтyɴвeĸ
🕺🏻Dαɴцор,Cнoreoɢrαpнer
🎬Fιlммαĸer, Vιdeographer",0,False,https://www.tiktok.com/@ulangassyr/video/7080788145226173697?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080788145226173697&source=h5_m,1026211,836,325,815,59519,6915288238693370630,6915288238693370630,72,6915288238693370630,original sound - kevinbannier_,Kevin Bannier 🧩,2808097.0,Kevin Bannier 🧩,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6915313994739895045.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/2fdcd0ab2baf0452d2572539f919a5b3.json,False,False,,,,,[],0,0,Kazakhstan,,0,0,0,0,0,0,0,0,0,0
5,AE,7103058090806807809,1653809589, ,6787751606425355270,influesii,"Дилара ✨
Inst: influesii",0,False,https://www.tiktok.com/@_influesii/video/7103058090806807809?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103058090806807809&source=h5_m,4774687,1541,502,2273,326497,7073036425435843354,7073036425435843354,24,7073036425435843354,taehyun is so bf (Contains music from: I Love You - Kwixou),"Contains music from: ""I Love You""",7.060505385828124e+18,amber ✘,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7073036415197793050.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e274011ed7003c4e9c00460babdda416.json,False,False,Kwixou,I Love You,taehyun is so bf (Contains music from: I Love You - Kwixou),"Contains music from: ""I Love You""",[],0,0,Kazakhstan,,0,0,0,0,0,0,0,0,0,0
6,KZ,7086388777064647937,1649928462,Шабона❤️,6596961769288302597,💞,inst.delnyaas,0,False,https://www.tiktok.com/@pentium_4/video/7086388777064647937?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086388777064647937&source=h5_m,1514005,1044,310,27,81175,7086388769867320065,7086388769867320065,72,7086388769867320065,original sound - pentium_4,💞,6.596961769288303e+18,💞,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7086388777967078146.mp3,,False,False,,,,,[],0,0,Kazakhstan,,0,0,0,0,0,0,0,0,0,0
7,CL,7102035960434625797,1653571607, ,7101899627343725573,dulaoerzl41,👇👇👇👇👇,0,False,https://www.tiktok.com/@dulaoerzl41/video/7102035960434625797?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102035960434625797&source=h5_m,3122894,163,689,1206,52439,7097113465415863045,7097113465415863045,72,7097113465415863045,Original sound (Contains music from: You Like My Bro - Bob tik),"Contains music from: ""You Like My Bro""",7.092402277512594e+18,Tik Toker,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7097113491865144070.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a2db32a2426b8563e8bf73f96beed6ad.json,False,False,Bob tik,You Like My Bro,Original sound (Contains music from: You Like My Bro - Bob tik),"Contains music from: ""You Like My Bro""",[],0,0,Kazakhstan,,0,0,0,0,0,0,0,0,0,0
0,KZ,7103577504283151618,1653930524, ,6878730042190038018,YOLO HOUSE,"You Only Live Once

For business:
collaboration@theyolohouse.com",0,False,https://www.tiktok.com/@the.yolohouse/video/7103577504283151618?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103577504283151618&source=h5_m,192343,485,56,201,36748,7103577495479618305,7103577495479618305,72,7103577495479618305,original sound - the.yolohouse (Contains music from: Sub Urban Cradles Special - Relaxing Music),"Contains music from: ""Sub Urban Cradles Special""",6.878730042190038e+18,YOLO HOUSE,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7103577456560392962.mp3,,False,False,Relaxing Music,Sub Urban Cradles Special,original sound - the.yolohouse (Contains music from: Sub Urban Cradles Special - Relaxing Music),"Contains music from: ""Sub Urban Cradles Special""",[],0,0,Kazakhstan,,0,0,0,0,0,0,0,0,0,0
1,KZ,7103366081976208642,1653881300,-43 кг🎉Herbalife nutrition 🍀,6644488099090251782,Moldir,inst: moldir.Issakhanova,0,False,https://www.tiktok.com/@moldir.issakhanova/video/7103366081976208642?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103366081976208642&source=h5_m,243675,120,168,186,15673,7103366070018493186,7103366070018493186,72,7103366070018493186,original sound - moldir.issakhanova,Moldir,6.644488099090252e+18,Moldir,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7103366044349172481.mp3,,False,False,,,,,[],0,0,Kazakhstan,,0,0,0,0,0,0,0,0,0,0
2,GB,7103604518046190853,1653936814,#fyp #foryou #respect #varil,7045993397258159109,🕸,👆👆Thanks for your❤️,0,False,https://www.tiktok.com/@kkkmov9989/video/7103604518046190853?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103604518046190853&source=h5_m,185355,21,21,76,7394,6752822830724811524,6752822830724811524,25,6752822830724811524,Fade灵魂电音绝美吟唱 (69 Remix),Alan Walker,,,True,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/7852b9e4f22f4cb4b5fddb9255164f42,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/2a04b52856c5493e9052b8e139ce94fc,True,True,,,,,[],0,0,Kazakhstan,#fyp #foryou #respect #varil,1,1,0,0,0,0,0,0,0,0
3,PE,7088035246976830725,1650311810,Karate Kid (2010) Detras de camaras 👽⚡#behindthescenes #specialeffects #camera #disney #marvel,6929060285198631942,Cristian,⚡Sígueme en instagram⚡,0,False,https://www.tiktok.com/@_cris.116/video/7088035246976830725?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7088035246976830725&source=h5_m,32323636,2475,1952,12749,1372941,7088035239863339782,7088035239863339782,72,7088035239863339782,original sound - _cris.116 (Contains music from: Enemy - from the series Arcane League of Legends - Imagine Dragons & JID & Arcane & League Of Legends),"Contains music from: ""Enemy - from the series Arcane League of Legends""",6.929060285198632e+18,Cristian,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7088035232171019014.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/aeba653402837b270c48063c86f03702.json,False,False,Imagine Dragons & JID & Arcane & League Of Legends,Enemy - from the series Arcane League of Legends,original sound - _cris.116 (Contains music from: Enemy - from the series Arcane League of Legends - Imagine Dragons & JID & Arcane & League Of Legends),"Contains music from: ""Enemy - from the series Arcane League of Legends""",[],0,0,Kazakhstan,#behindthescenes #specialeffects #camera #disney #marvel,0,0,0,0,0,0,0,0,0,0
4,GB,7101589360792898821,1653467625,#foryou #qwe57 #fyp,7096340277207827461,80ooiitt,"❤debajo del contacto de call
 ❤recibe una sorpresa 🔱 
⬇⬇⬇⬇⬇ ️",0,False,https://www.tiktok.com/@80ooiitt/video/7101589360792898821?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101589360792898821&source=h5_m,14891178,1430,2114,6156,294431,6728562975734515713,6728562975734515713,10036,6728562975734515713,Love You So,The King Khan & BBQ Show,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,Kazakhstan,#foryou #qwe57 #fyp,1,1,0,0,0,0,0,0,0,0
5,KZ,7102797821262236930,1653748990,⚠️fake body fake situation⚠️,7018576450446738434,aziya,"inst: theaziya 
2006",0,False,https://www.tiktok.com/@azii_yaa/video/7102797821262236930?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102797821262236930&source=h5_m,1558895,511,320,2603,312562,7087113235861719813,7087113235861719813,72,7087113235861719813,original sound - stirflex (Contains music from: Gogo Dance - El Alfa & Chael Produciendo),"Contains music from: ""Gogo Dance""",6.92775759039221e+18,Stirflex,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7087113283337063173.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/1ff08a299e2db4c70d7a2a994177212b.json,False,False,El Alfa & Chael Produciendo,Gogo Dance,original sound - stirflex (Contains music from: Gogo Dance - El Alfa & Chael Produciendo),"Contains music from: ""Gogo Dance""",[],0,0,Kazakhstan,,0,0,0,0,0,0,0,0,0,0
6,KZ,7102802503325994242,1653750080,inst: vladgizamutdinov❤️‍🔥,6808896575369675782,Влад Гизамутдинов,"karaganda🇰🇿
inst: vladgizamutdinov",0,False,https://www.tiktok.com/@tu_giz/video/7102802503325994242?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102802503325994242&source=h5_m,295911,618,737,659,17944,7076366350217726746,7076366350217726746,24,7076366350217726746,original sound - yammiiee03 (Contains music from: Marry Me (feat. Toya Wright) - Rasheeda),"Contains music from: ""Marry Me (feat. Toya Wright)""",6.577368876606095e+18,yhammie,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7076366345255799578.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a24eec98ea95cf18d4531d5c99e8c993.json,False,False,Rasheeda,Marry Me (feat. Toya Wright),original sound - yammiiee03 (Contains music from: Marry Me (feat. Toya Wright) - Rasheeda),"Contains music from: ""Marry Me (feat. Toya Wright)""",[],0,0,Kazakhstan,,0,0,0,0,0,0,0,0,0,0
7,TH,7088991526444928283,1650534460,พร้อมโดนจับแล้วววว @jtklaurens #pov #fyp #viral #stitch,7069776790760735771,Phirain พิเรนทร์,"IG: florrain_

ติดต่องาน ⛈👇🏻👇🏻
ID LINE( Monthirafono )",0,False,https://www.tiktok.com/@florrain_/video/7088991526444928283?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7088991526444928283&source=h5_m,60576352,23927,63385,102512,5009723,6853021156685941509,6853021156685941509,72,6853021156685941509,original sound - slowedss._.song (Contains music from: Ransom - Lil Tecca),"Contains music from: ""Ransom""",6.852872974526957e+18,Slowed song,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6853021111177792262.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/2c42d32bfc526ac3448b740f61b89e3e.json,False,False,Lil Tecca,Ransom,original sound - slowedss._.song (Contains music from: Ransom - Lil Tecca),"Contains music from: ""Ransom""",[],0,0,Kazakhstan,#pov #fyp #viral #stitch,0,1,0,0,1,0,0,0,0,0
0,KZ,7103092468064865537,1653817592,#fyp #on #elbruso #офикипоймут,7027717825218479105,sman_toi,"Банкетный зал SMAN в Астане🌇
Байсеитова 102
87025707737
Весёлый коллектив 🕺🏾",0,False,https://www.tiktok.com/@sman_astana01/video/7103092468064865537?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103092468064865537&source=h5_m,365163,212,196,352,36636,7089921270577498881,7089921270577498881,72,7089921270577498881,original sound - nargiilza (Contains music from: Mulo Perc - DJ Deka),"Contains music from: ""Mulo Perc""",6.63749386747673e+18,n.,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7089930976356911873.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/007328795e5288cf7afc959b2377b714.json,False,False,DJ Deka,Mulo Perc,original sound - nargiilza (Contains music from: Mulo Perc - DJ Deka),"Contains music from: ""Mulo Perc""",[],0,0,Kazakhstan,#fyp #on #elbruso #офикипоймут,0,1,0,1,0,0,0,0,0,0
1,KG,7102083549561408770,1653582685,😳🌚 fake situation,7070852421391746050,4girls.team,"Goal 2million 🍋
🇰🇬Bishkek/Kyrgyzstan🇰🇬
(единственный аккаунт)",0,False,https://www.tiktok.com/@4girls.team/video/7102083549561408770?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102083549561408770&source=h5_m,1511152,535,566,1971,160864,7092873396991658798,7092873396991658798,72,7092873396991658798,that that,‘•.¸♡♡¸.•’,7.043426604643632e+18,‘•.¸♡♡¸.•’,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7092873437538126638.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/3a27c732f41d71b48eb11f65a68d51dd.json,False,False,,,,,[],0,0,Kazakhstan,,0,0,0,0,0,0,0,0,0,0
2,KG,7101500741331750145,1653446992,Табор уходит в Цум😂📞😎#цыганкатиктокер#бишкек #кыргызстан🇰🇬 #топ #рекомендации #смех #юмор #опросы #sheremet_312 #Цум,7020666816590726149,Sheremet_312,Только живые эмоции 😎 Подпишись родничёк!🤗 Яха баля😂😂😂😎✌️,0,False,https://www.tiktok.com/@sheremet_312/video/7101500741331750145?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101500741331750145&source=h5_m,2065173,1014,544,645,115029,7101500763364444929,7101500763364444929,72,7101500763364444929,original sound - sheremet_312,Sheremet_312,7.020666816590726e+18,Sheremet_312,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7101500724881689346.mp3,,False,False,,,,,[],0,0,Kazakhstan,#цыганкатиктокер#бишкек #кыргызстан🇰🇬 #топ #рекомендации #смех #юмор #опросы #sheremet_312 #Цум,0,0,0,0,0,0,0,0,1,0
3,DE,7079887441317956870,1648414751,@ultlisa_hyunsuk antworten #fürdich #viral #kdrama #jdrama #trend #korean #japan #maniac #jikjin,7044603422659019782,Nika,"1,2 Mio?
Pls follow
@firaskhalat",0,False,https://www.tiktok.com/@.nika.506/video/7079887441317956870?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079887441317956870&source=h5_m,40175945,16941,14359,3517,6513186,7044831747267102721,7044831747267102721,10033,7044831747267102721,ZOO,TAEYONG & JENO & HENDERY & YANGYANG & GISELLE,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/f3f684a63e91446c8ec7684eec99a60c,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/256dc7916fbd447789e1671809ec44fb,False,True,,,,,[],0,0,Kazakhstan,#fürdich #viral #kdrama #jdrama #trend #korean #japan #maniac #jikjin,0,0,0,0,1,0,0,0,0,0
4,KZ,7102058372228189441,1653576823,#туалетик #bankai #серега #чотам #гумигумигуми #london @5sec_fails @yeldosaytuganov_blog,6803913384909505542,дебилом,я далбайоп убигайте,0,False,https://www.tiktok.com/@ertensabaq/video/7102058372228189441?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102058372228189441&source=h5_m,1469130,1175,1133,37,105769,7102058370487569154,7102058370487569154,72,7102058370487569154,original sound - ertensabaq,дебилом,6.803913384909506e+18,дебилом,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7102058334831774465.mp3,,False,False,,,,,[],0,0,Kazakhstan,#туалетик #bankai #серега #чотам #гумигумигуми #london,0,0,0,0,0,0,0,0,0,0
5,KZ,7103095349492944130,1653818263, ,6834314503410566149,Nazgul,"Пюре с картошкой
Inst: @nazgul_d1",0,False,https://www.tiktok.com/@nazgul_d1/video/7103095349492944130?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103095349492944130&source=h5_m,643204,1169,1043,15,37785,7103095336901692162,7103095336901692162,72,7103095336901692162,original sound - nazgul_d1,Nazgul,6.834314503410566e+18,Nazgul,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7103095312700885761.mp3,,False,False,,,,,[],0,0,Kazakhstan,,0,0,0,0,0,0,0,0,0,0
6,KZ,7098625407074766082,1652777524,#клубникавшоколаде,7088682741232223234,chocospace.my,"Сертифицированный шоколатье 🎁
Заказы принимаются  📦 
г.Алматы",0,False,https://www.tiktok.com/@chocospace.my/video/7098625407074766082?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098625407074766082&source=h5_m,945628,321,606,309,70508,7067047232037702426,7067047232037702426,24,7067047232037702426,original sound - nianaguerrero (Contains music from: Wait A Minute (Tik Tok Edit) - Remix - Verdun Remix),"Contains music from: ""Wait A Minute (Tik Tok Edit) - Remix""",10542006.0,Niana Guerrero,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7067052920260348698.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/64217ffb019396fed1d7e93272e5fc95.json,False,False,Verdun Remix,Wait A Minute (Tik Tok Edit) - Remix,original sound - nianaguerrero (Contains music from: Wait A Minute (Tik Tok Edit) - Remix - Verdun Remix),"Contains music from: ""Wait A Minute (Tik Tok Edit) - Remix""",[],0,0,Kazakhstan,#клубникавшоколаде,0,0,0,0,0,0,0,0,0,0
7,KZ,7103191373938953473,1653840621,Құдалық болды бүгін 😱 салайын ба үзінді? #рек #угадайкто #рекмоендации #амилай,6852337294624605190,Бақытбек Алмат,"Наша цель 20 тыс.
2002ж
Пусть будет вечер добрым со мной🌆😮‍💨",0,False,https://www.tiktok.com/@dfyjxdhhcc/video/7103191373938953473?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103191373938953473&source=h5_m,352655,367,402,379,2399,7088655195848230913,7088655195848230913,10033,7088655195848230913,Boztorgaiym,Qanay,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/f55d455256e6406b9d7a12a07df22db0,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/48de1bd5fc0445379d993c95e09ec9d8,False,True,,,,,[],0,0,Kazakhstan,#рек #угадайкто #рекмоендации #амилай,0,0,0,0,0,0,0,1,0,0
