,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,loc,test,hash_comedy,hash_foryou,hash_foryoupage,hash_funny,hash_fyp,hash_fypシ,hash_love,hash_relatable,hash_trending,hash_viral
3,US,7081712334519012650,1648839642,BIRTHDAY NAILS 💅🏼🎂🎉 #nailart #nailworld #bdaynails #april12 #aries #floridanails #GameTok #fyp,5452168,Lilmissross,"3 Feet Dancer💜
Cat mom 😻
Link in Bio 🌶",0,False,https://www.tiktok.com/@lilmissross22/video/7081712334519012650?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081712334519012650&source=h5_m,8157105,21451,36768,7757,421177,6993137626794855174,6993137626794855174,72,6993137626794855174,original sound - ilonamaher,Ilona Maher,6.806344638061512e+18,Ilona Maher,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6993137699666348805.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/78a09653b9db0be3b88a5e9ac1852b17.json,False,False,,,,,[],0,0,Falkland Islands (Malvinas),#nailart #nailworld #bdaynails #april12 #aries #floridanails #GameTok #fyp,0,0,0,0,1,0,0,0,0,0
4,GB,7102427800342187269,1653662838,knock first? #parents #uk #comedy #funny #viral #foryou #fypシ #xyzbca,6784104289687356422,Cole Anderson James,"just a relatively nice guy
YouTube content OUT NOW!
coleandersonj@gmail.com ✉️",0,False,https://www.tiktok.com/@coleandersonj/video/7102427800342187269?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102427800342187269&source=h5_m,1096410,549,583,1509,214040,7102427805467544325,7102427805467544325,72,7102427805467544325,original sound - coleandersonj,Cole Anderson James,6.784104289687356e+18,Cole Anderson James,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102427809221790470.mp3,,False,False,,,,,[],0,0,Falkland Islands (Malvinas),#parents #uk #comedy #funny #viral #foryou #fypシ #xyzbca,1,1,0,1,0,1,0,0,0,1
5,CA,7095820068193406213,1652124355,Fax. No printer.,6813560925275128838,Kris HC,"Daily Subpar Content
🇨🇦
Kallmekris@wearetrival.com
⬇️YT Channel & Business⬇️",0,False,https://www.tiktok.com/@kallmekris/video/7095820068193406213?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095820068193406213&source=h5_m,10600852,3612,2734,5804,1629681,6789768388823599877,6789768388823599877,72,6789768388823599877,original sound - user4208648495927 (Contains music from: Acquainted - The Weeknd),"Contains music from: ""Acquainted""",6.71370638901158e+18,echan,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1657662975575045.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/680736e7f981f470e3beaed96bff337c.json,False,False,The Weeknd,Acquainted,original sound - user4208648495927 (Contains music from: Acquainted - The Weeknd),"Contains music from: ""Acquainted""",[],0,0,Falkland Islands (Malvinas),,0,0,0,0,0,0,0,0,0,0
6,GB,7094675243255581957,1651857805,Why is this so true? 😂,6602942353655316485,Craig,"📧 hello@thegoldstudios.com

MOST ADDICTIVE GAME EVER!! 
⬇️⬇️⬇️",0,False,https://www.tiktok.com/@craigcastle_/video/7094675243255581957?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094675243255581957&source=h5_m,1579907,996,2934,1338,199913,6839471564677794566,6839471564677794566,72,6839471564677794566,original sound - josephdubs7,Joseph Dubs,6.619339896329486e+18,Joseph Dubs,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6839471491143305990.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/511a8b476a13a9e27adfe17a2f0a2606.json,False,False,,,,,[],0,0,Falkland Islands (Malvinas),,0,0,0,0,0,0,0,0,0,0
7,GB,7096510904522657029,1652285203,First day of school vibes #fyp #foryou #foryoupage #xyzbca,6814574055313064966,The A$LAM’S,"IG kamran_aslamm & zain.aslam01
I do the mili rock on any block🦈",0,False,https://www.tiktok.com/@aslambrothersx/video/7096510904522657029?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096510904522657029&source=h5_m,4168704,13597,5631,8604,758488,6978966905797331718,6978966905797331718,72,6978966905797331718,original sound - danielwillsonjr,daniel willson ‼️,6.614498570261283e+18,daniel willson ‼️,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6978967013158931206.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/1d16689c3fe18f53a59afc019c762bcb.json,False,False,,,,,[],0,0,Falkland Islands (Malvinas),#fyp #foryou #foryoupage #xyzbca,0,1,1,0,1,0,0,0,0,0
0,US,7070275676875607342,1646176837,Tik tok took it down the first time,6890299906680439813,Aaron Scully,Cam@undercurrent.net,0,False,https://www.tiktok.com/@aaronscully0/video/7070275676875607342?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7070275676875607342&source=h5_m,33405938,38032,339549,56408,5459181,7070275664125037358,7070275664125037358,72,7070275664125037358,original sound - aaronscully0,Aaron Scully,6.89029990668044e+18,Aaron Scully,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7070275687533251370.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/485572e95ab479a367d70a2278726d17.json,False,False,,,,,[],0,0,Falkland Islands (Malvinas),,0,0,0,0,0,0,0,0,0,0
1,GB,7102733171912985861,1653733938,The last one tho😍#fyp #foryoupage #icecream #uk #unitedkingdom🇬🇧,7102530189305922565,👻,Uk things,0,False,https://www.tiktok.com/@x_new_to_uk_x/video/7102733171912985861?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102733171912985861&source=h5_m,1882082,4921,2440,2656,207405,7082370286401702683,7082370286401702683,24,7082370286401702683,Wait A Minute! (Duckhead Edit) (Contains music from: Wait a Minute! - WILLOW),"Contains music from: ""Wait a Minute!""",6.508494589473112e+18,Duckhead Dj Kasur,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7082370305552829210.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/241863689ab47c011269273c5f206d17.json,False,False,WILLOW,Wait a Minute!,Wait A Minute! (Duckhead Edit) (Contains music from: Wait a Minute! - WILLOW),"Contains music from: ""Wait a Minute!""",[],0,0,Falkland Islands (Malvinas),#fyp #foryoupage #icecream #uk #unitedkingdom🇬🇧,0,0,1,0,1,0,0,0,0,0
2,GB,7102462137737563397,1653670833,"Well done Year 11! 👏🏻👏🏻👏🏻 You’ve done so well so far. Of course you need to revise over half term, but have fun and relax too! You’re nearly there. #year11 #exams #gcses2022 #year11leavers #temperature",6943844047812477957,osa_presents,,0,False,https://www.tiktok.com/@osa_presents/video/7102462137737563397?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102462137737563397&source=h5_m,2716244,4555,4070,3097,316282,5000000000534566940,5000000000534566940,71,5000000000534566940,Temperature,Sean Paul,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/9ec27b43b5c84800b540d914d88ec04e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/8269c31c458e4c4bbdb360961ae5c6b0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '534566940', 'external_song_key': 'apple_song_id'}]",0,0,Falkland Islands (Malvinas),#year11 #exams #gcses2022 #year11leavers #temperature,0,0,0,0,0,0,0,0,0,0
3,GB,7093887899179044102,1651674488,#fyp#cash#savings##money#skegvagas#holiday.  So guys wot does this total too???,6839695888828367878,Jackie Ellen Bielby,Plain old me,0,False,https://www.tiktok.com/@jackieellenbielby/video/7093887899179044102?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093887899179044102&source=h5_m,3412218,4759,980,0,116256,7093887869487532805,7093887869487532805,72,7093887869487532805,original sound - jackieellenbielby,Jackie Ellen Bielby,6.839695888828368e+18,Jackie Ellen Bielby,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7093887883043490565.mp3,,False,False,,,,,[],0,0,Falkland Islands (Malvinas),#fyp#cash#savings##money#skegvagas#holiday.,0,0,0,0,1,0,0,0,0,0
4,GB,7099907167553195270,1653075958,Follow for more⚠️ #fyp #childhood #tvset #childhoodmemories #abandoned #foryou #directify,94258829927817216,Direct,i don’t exist,0,False,https://www.tiktok.com/@directify/video/7099907167553195270?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099907167553195270&source=h5_m,1576862,1100,524,1191,196169,6958092871383796485,6958092871383796485,72,6958092871383796485,never slowed,slowedaudios🖤🤍,6.817229943686137e+18,slowedaudios🖤🤍,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6958092960256772869.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/8e084869923e108ba1209b731c908506.json,False,False,,,,,[],0,0,Falkland Islands (Malvinas),#fyp #childhood #tvset #childhoodmemories #abandoned #foryou #directify,0,1,0,0,1,0,0,0,0,0
5,DE,7101058224534637829,1653343959,#catbaby #littlecat #babykitten #kitten #handaufzucht #sweetcat #catkitten #fosterkittensoftiktok #cutekitten #catslovers #fosterkitten #fosterkittens #lion #catlion,6943892872010040325,maramieze,"Misho Fosterkitten found May 2022
Kira found April 2022
Nila born 28.04.2018",0,False,https://www.tiktok.com/@maramieze/video/7101058224534637829?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101058224534637829&source=h5_m,1045436,847,7954,100,68743,7075452961564003115,7075452961564003115,72,7075452961564003115,original sound - tinytownkittens (Contains music from: Abyss - Carlos Colleen),"Contains music from: ""Abyss""",6.920397168885646e+18,tinytown kittens 🐱,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7075452991758781227.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e3846be54685b59d694b83623d1161a9.json,False,False,Carlos Colleen,Abyss,original sound - tinytownkittens (Contains music from: Abyss - Carlos Colleen),"Contains music from: ""Abyss""",[],0,0,Falkland Islands (Malvinas),#catbaby #littlecat #babykitten #kitten #handaufzucht #sweetcat #catkitten #fosterkittensoftiktok #cutekitten #catslovers #fosterkitten #fosterkittens #lion #catlion,0,0,0,0,0,0,0,0,0,0
6,GB,7081341201563094277,1648753231,We all want to leave,6809761338571850757,Issey Moloney,"POV : MY LIFE
Email : issey@cadence-talent.com
YouTube : issey moloney",0,False,https://www.tiktok.com/@isseypovs/video/7081341201563094277?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081341201563094277&source=h5_m,4479168,9259,2272,5366,744413,7055883490604436229,7055883490604436229,72,7055883490604436229,FAMOUS PEOPLE ARE USING THIS SOUND OMG (Contains music from: Clear Air - Berg),"Contains music from: ""Clear Air""",6.970791756850988e+18,neptune,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7055883541397228293.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/2910699e08a31d44a31fa92e76e1db9a.json,False,False,Berg,Clear Air,FAMOUS PEOPLE ARE USING THIS SOUND OMG (Contains music from: Clear Air - Berg),"Contains music from: ""Clear Air""",[],0,0,Falkland Islands (Malvinas),,0,0,0,0,0,0,0,0,0,0
7,GB,7102384065608699141,1653652656,never get sick of this dance,6970425070000161798,bethanyy,"16
🍑🍑🍑
ig-bethany_heron",0,False,https://www.tiktok.com/@bethany_heron02/video/7102384065608699141?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102384065608699141&source=h5_m,324610,591,74,0,64938,6948155699897617158,6948155699897617158,72,6948155699897617158,original sound - aimz1991 (Contains music from: Shake Senora (feat. T-Pain & Sean Paul) - Pitbull),"Contains music from: ""Shake Senora (feat. T-Pain & Sean Paul)""",6.806017878099559e+18,Amy,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6993918326078589698.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/436480aab28c0b4bf041645967850a31.json,False,False,Pitbull,Shake Senora (feat. T-Pain & Sean Paul),original sound - aimz1991 (Contains music from: Shake Senora (feat. T-Pain & Sean Paul) - Pitbull),"Contains music from: ""Shake Senora (feat. T-Pain & Sean Paul)""",[],0,0,Falkland Islands (Malvinas),,0,0,0,0,0,0,0,0,0,0
0,US,7078096050740792618,1647997660,#fyp #shenanigans #neighbors #whackfuq #hawks #farming #problems #watchyourself,6848117016592565253,Diane_1111,"Just a girl enjoying life 
          #idahome",0,False,https://www.tiktok.com/@mamad_111/video/7078096050740792618?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078096050740792618&source=h5_m,2741893,2370,29086,1544,172360,7052522465733380911,7052522465733380911,72,7052522465733380911,original sound - theoriginaltiktoktrends,TheOriginalTikTokTrends,6.888912721560585e+18,TheOriginalTikTokTrends,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7052522466450852654.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/823ad67d60332a5f53271c380faa97e0.json,False,False,,,,,[],0,0,Falkland Islands (Malvinas),#fyp #shenanigans #neighbors #whackfuq #hawks #farming #problems #watchyourself,0,0,0,0,1,0,0,0,0,0
1,US,7080044895481679146,1648451414,#dog #meme #funny #lol #viral #memes #fypシ #fyp,6888451214364001285,Daily_funny_memes,"None of what I post is mine. I post others videos.
Comment or Msg for credit.",0,False,https://www.tiktok.com/@daily_funny_memess/video/7080044895481679146?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080044895481679146&source=h5_m,11032777,10430,19299,44389,2657748,7080044808076725038,7080044808076725038,72,7080044808076725038,original sound - daily_funny_memess,Daily_funny_memes,6.888451214364001e+18,Daily_funny_memes,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7080044864032869166.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/941da0bb26cde470b27f123c83f1f3ef.json,False,False,,,,,[],0,0,Falkland Islands (Malvinas),#dog #meme #funny #lol #viral #memes #fypシ #fyp,0,0,0,1,1,1,0,0,0,1
2,GB,7097259301852531973,1652459454,"Met @conchitawurst a few days ago - what a kind hearted, fabulous legend! 🙏 here’s us singing a bit of @Celine Dion  (beard game is strong) 💫💛 #eurovision #eurovision2022 #fyp",6722177992895841285,Sam Ryder,Space Man 👩‍🚀🚀 Go listen wherever you are in the cosmos 💫,0,False,https://www.tiktok.com/@samhairwolfryder/video/7097259301852531973?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097259301852531973&source=h5_m,19185587,10964,17022,12743,1193909,7097259291572554502,7097259291572554502,72,7097259291572554502,original sound - samhairwolfryder,Sam Ryder,6.722177992895841e+18,Sam Ryder,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7097259286618770181.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/328e92ef7a27af029215819af43d6408.json,False,False,,,,,[],0,0,Falkland Islands (Malvinas),#eurovision #eurovision2022 #fyp,0,0,0,0,1,0,0,0,0,0
3,FR,7095823156081937666,1652125074,#stitch with @ChacheCR - what are u doing @ruesaint 😂🤚,6561018334375837702,Stéphanie Cheng,Hi Snack <3,0,False,https://www.tiktok.com/@laparasian/video/7095823156081937666?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095823156081937666&source=h5_m,1837689,621,2321,32,91227,7095823159945218817,7095823159945218817,72,7095823159945218817,original sound - laparasian,Stéphanie Cheng,6.561018334375838e+18,Stéphanie Cheng,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7095823143264160514.mp3,,False,False,,,,,[],0,0,Falkland Islands (Malvinas),#stitch,0,0,0,0,0,0,0,0,0,0
4,AU,7096921363058904322,1652380770,Bro you forgot your skateboard😱😂 #fyp #vrial #funny #prank #fypシ,6905769774745601026,Oxlee,"Listen to my new song it
 just came out today 🥺😱
⬇️",0,False,https://www.tiktok.com/@oxlee/video/7096921363058904322?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096921363058904322&source=h5_m,1431609,760,784,5469,102625,7096921341123480322,7096921341123480322,72,7096921341123480322,original sound - oxlee (Contains music from: Ghosts 'N' Ghouls - Saucy Monkey),"Contains music from: ""Ghosts 'N' Ghouls""",6.905769774745601e+18,Oxlee,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7096921291311106818.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/671940966321f519d562cacf969dcda8.json,False,False,Saucy Monkey,Ghosts 'N' Ghouls,original sound - oxlee (Contains music from: Ghosts 'N' Ghouls - Saucy Monkey),"Contains music from: ""Ghosts 'N' Ghouls""",[],0,0,Falkland Islands (Malvinas),#fyp #vrial #funny #prank #fypシ,0,0,0,1,1,1,0,0,0,0
5,GB,7102745266842782982,1653736755,WARNING! WARNING! WARNING! 🤣 🙏Please support my GoFundMe - Link on my profile ❤️ #bloodygorgeous #comedy #hilarious #humour #funny #brownmum #trends #viral #fyf,6896958533520081921,Shumirun Nessa,"📧 shumirun@devvmedia.com 📧
⬇️ Click the link below to donate ⬇️",0,False,https://www.tiktok.com/@therealoverloadcomedy/video/7102745266842782982?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102745266842782982&source=h5_m,992021,2050,1312,737,94841,7102745245493857030,7102745245493857030,72,7102745245493857030,original sound - therealoverloadcomedy,Shumirun Nessa,6.896958533520082e+18,Shumirun Nessa,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102745248358599430.mp3,,False,False,,,,,[],0,0,Falkland Islands (Malvinas),#bloodygorgeous #comedy #hilarious #humour #funny #brownmum #trends #viral #fyf,1,0,0,1,0,0,0,0,0,1
6,CA,7084006976258133253,1649373905,Reply to @ginisabunny  he likes chicken tacos but I like beef😭 #youremyfriendnow #werehavingsofttacoslater  #rat #rattok #ratsoftiktok #petrats #PetsOfTikTok #rodentsoftiktok #animalhumor #animallover #egirl #alttiktok #uwu #animaltiktok #pettok #ratlovers#GamerGirl #dumborats #dumboratsoftiktok #ratmom,59138468789911552,Alyssa,"The A Mischief of Rats🐀
Arcane, Atlas, Adonis, Atlantis
23💎Scorpio♏️ ONT🇨🇦",0,False,https://www.tiktok.com/@rattalyss/video/7084006976258133253?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7084006976258133253&source=h5_m,3194636,4390,5116,7810,428549,6946583653879171845,6946583653879171845,72,6946583653879171845,original sound - heemzmemez,Memes,6.61746900592119e+18,Memes,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6946583762977639174.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/dca51a0f12282f7c9bdc7158d6b076ab.json,False,False,,,,,[],0,0,Falkland Islands (Malvinas),#youremyfriendnow #werehavingsofttacoslater #rat #rattok #ratsoftiktok #petrats #PetsOfTikTok #rodentsoftiktok #animalhumor #animallover #egirl #alttiktok #uwu #animaltiktok #pettok #ratlovers#GamerGirl #dumborats #dumboratsoftiktok #ratmom,0,0,0,0,0,0,0,0,0,0
7,GB,7102795424829918469,1653748432,Thank you Mr.Bean. #mrbean,7101921107645318149,Funny videos summit,Bring funny videos to you everyday.,0,False,https://www.tiktok.com/@funnyvideosummit/video/7102795424829918469?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102795424829918469&source=h5_m,345428,623,571,1031,22035,7102795417372904197,7102795417372904197,72,7102795417372904197,original sound - funnyvideosummit,Funny videos summit,7.101921107645318e+18,Funny videos summit,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102795418895010566.mp3,,False,False,,,,,[],0,0,Falkland Islands (Malvinas),#mrbean,0,0,0,0,0,0,0,0,0,0
0,GB,7079130777006525701,1648238576,Thoughts @Cara Delevingne ?! 😂 #modelface,6775940168575697925,Ant & Dec,,0,False,https://www.tiktok.com/@antanddec/video/7079130777006525701?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079130777006525701&source=h5_m,2916287,1565,958,1080,212895,6911119527740852997,6911119527740852997,72,6911119527740852997,"original sound - jermskillz (Contains music from: I'm Too Sexy - 7"" Mix - Right Said Fred)","Contains music from: ""I'm Too Sexy - 7"" Mix""",12096569.0,Jeremy Marinas,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6930305939513887494.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/3514acb34e404240096e4238aa50df77.json,False,False,Right Said Fred,"I'm Too Sexy - 7"" Mix","original sound - jermskillz (Contains music from: I'm Too Sexy - 7"" Mix - Right Said Fred)","Contains music from: ""I'm Too Sexy - 7"" Mix""",[],0,0,Falkland Islands (Malvinas),#modelface,0,0,0,0,0,0,0,0,0,0
1,US,7076948790342815022,1647730542,@Dom!,191013848190197760,Sofie Dossi,"hi I’m the bendy girl ♥️
check out my YouTube channel↖️",0,False,https://www.tiktok.com/@sofiedossi/video/7076948790342815022?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7076948790342815022&source=h5_m,6321434,2943,655,2078,727855,7059744787481496325,7059744787481496325,72,7059744787481496325,original sound - songspzed (Contains music from: traitor - Olivia Rodrigo),"Contains music from: ""traitor""",7.022729571162637e+18,:),False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7059744809644296965.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/17cd28d6213ee6bbf7e0bbf53bcf07f6.json,False,False,Olivia Rodrigo,traitor,original sound - songspzed (Contains music from: traitor - Olivia Rodrigo),"Contains music from: ""traitor""",[],0,0,Falkland Islands (Malvinas),,0,0,0,0,0,0,0,0,0,0
2,GB,7082756519338560774,1649082761,When you have a substitute teacher! #school #teacher #student #fyp #foryoupage #viral,6807374175930549254,Nathan Connor,"Violation Pro! Follow the insta 👆🏾
Work/Collab: nathan@elryagency.co.uk",0,False,https://www.tiktok.com/@nathanconnortv/video/7082756519338560774?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7082756519338560774&source=h5_m,2196642,3389,3909,6782,270908,7082756530986027782,7082756530986027782,72,7082756530986027782,original sound - nathanconnortv,Nathan Connor,6.807374175930549e+18,Nathan Connor,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7082756520080902918.mp3,,False,False,,,,,[],0,0,Falkland Islands (Malvinas),#school #teacher #student #fyp #foryoupage #viral,0,0,1,0,1,0,0,0,0,1
3,GB,7099477415860194565,1652975898,#fyp #british #foryou,6734772202631758853,Pat,"Pat🇵🇱 
Follow the gram ❤️
Connor@jigsawmusicgroup.com
I make music 🥰
👇👇",0,False,https://www.tiktok.com/@patrykwxjcik/video/7099477415860194565?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099477415860194565&source=h5_m,1875421,1720,1272,4531,329210,7099477394083400453,7099477394083400453,72,7099477394083400453,original sound - patrykwxjcik,Pat,6.734772202631759e+18,Pat,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099477423598652165.mp3,,False,False,,,,,[],0,0,Falkland Islands (Malvinas),#fyp #british #foryou,0,1,0,0,1,0,0,0,0,0
4,GB,7089125266391305477,1650565600,“Masion” 🤣 #fyp #foryou #eBayWintern #foryoupage #willsmith #InstaxChallenge #JDAirMaxMode @coldworldeditz,6996383762477990918,Mz.edits,,0,False,https://www.tiktok.com/@mz_ed1ts/video/7089125266391305477?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089125266391305477&source=h5_m,4886657,2906,2338,7054,614501,7025607480844273666,7025607480844273666,10033,7025607480844273666,Tropical,SL,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/9131c0210b354cc6934b14abfb3c4298,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/5ca24af3210f4d0d8515e53e1addb7b2,True,True,,,,,[],0,0,Falkland Islands (Malvinas),#fyp #foryou #eBayWintern #foryoupage #willsmith #InstaxChallenge #JDAirMaxMode,0,1,1,0,1,0,0,0,0,0
5,GB,7071755575016574214,1646521404, ,6782981696197166085,Ben Wardle,"✉️ hello@thegoldstudios.com
📺 GCSE & A Level RE Revision:",0,False,https://www.tiktok.com/@benwardle_/video/7071755575016574214?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7071755575016574214&source=h5_m,627337,1432,827,921,80285,6942093130355197954,6942093130355197954,10033,6942093130355197954,Sing - Commonwealth Version,Gary Barlow & The Commonwealth Band,,,False,False,,https://sf77-music-sign.tiktokcdn.com/obj/tos-useast2a-v-2774/d2a9f88a65ac4484a87ede96f6c56c5a?x-expires=1653967564&x-signature=dlQkt3LC90ttazRrYBXOLmCmrAM%3D,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '525998591', 'external_song_key': 'apple_song_id'}]",0,0,Falkland Islands (Malvinas),,0,0,0,0,0,0,0,0,0,0
6,US,7080515044823420202,1648560878,Reply to @savannahphelps66  The last of my lunch videos… 😔 #bento #packinglunches #lunchpacking #schoollunches #lunchbox,6909329922445558789,Gabby 🦋,"lunch ideas • organization
gabriellabmariposa@gmail.com
lunch notes + amazon ⇣",0,False,https://www.tiktok.com/@gabriellamariposa/video/7080515044823420202?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080515044823420202&source=h5_m,4888109,5864,204,209,612933,6795407744489752577,6795407744489752577,10033,6795407744489752577,Just a Cloud Away,Pharrell Williams,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/a9dc60e62f334229af15a0b1650029ff,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/988a63de74c749a8907746e2d8e4b798,False,True,,,,,[],0,0,Falkland Islands (Malvinas),#bento #packinglunches #lunchpacking #schoollunches #lunchbox,0,0,0,0,0,0,0,0,0,0
