,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,loc,test,hash_asmr,hash_food,hash_foryou,hash_foryoupage,hash_fyp,hash_fypシ,hash_humour,hash_pourtoi,hash_tahiti,hash_viral
4,US,7094406566916541742,1651795248,You droolin’ yet? 🤤 @decorsnippets #WalmartHome #FoodTok #EasyMeals #ASMR,6706127111231783942,Walmart,"Making your life a little easier, so you can live a little better.",2,False,https://www.tiktok.com/@walmart/video/7094406566916541742?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094406566916541742&source=h5_m,158821,85,46,283,6832,7094406549929708334,7094406549929708334,72,7094406549929708334,original sound - walmart,Walmart,6.706127111231784e+18,Walmart,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7094406573262375726.mp3,,False,False,,,,,[],0,0,French Polynesia,#WalmartHome #FoodTok #EasyMeals #ASMR,1,0,0,0,0,0,0,0,0,0
5,US,7097858495348739371,1652598964,#10MillionAdoptions #LENOVOJUSTBEYOU #fyp #cat #catlitter #smilecat,7090812514855257131,Cat smile,"Share the daily life of cat smile every day
Thanks for tiktok platform",0,False,https://www.tiktok.com/@catsmile001/video/7097858495348739371?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097858495348739371&source=h5_m,44514232,24557,33262,9462,1809136,7097858368358009646,7097858368358009646,72,7097858368358009646,original sound - catsmile001 (Contains music from: You've Got A Friend In Me - Cody Canada & Dierks Canada),"Contains music from: ""You've Got A Friend In Me""",7.090812514855257e+18,Cat smile,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7097858447047183147.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/c4578ffec5e3f515edf10a2e7eaedf2a.json,False,False,Cody Canada & Dierks Canada,You've Got A Friend In Me,original sound - catsmile001 (Contains music from: You've Got A Friend In Me - Cody Canada & Dierks Canada),"Contains music from: ""You've Got A Friend In Me""",[],0,0,French Polynesia,#10MillionAdoptions #LENOVOJUSTBEYOU #fyp #cat #catlitter #smilecat,0,0,0,0,1,0,0,0,0,0
6,US,7077923952756231470,1647957592,Watch till the end🤝🥰 #respect #fyp #amazing #foryou #wow #respekt,7077791136510690350,Respect 🔥🔥🔥,https://www.facebook.com/tung.nguyenhuy.90410,0,False,https://www.tiktok.com/@thanhnguyen03review/video/7077923952756231470?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077923952756231470&source=h5_m,86510805,41130,100519,152650,8828653,6791467677203319558,6791467677203319558,72,6791467677203319558,ه,Don’t follow me pls,1.2868395291938406e+17,Don’t follow me pls,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1658108688077846.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ee406d8f65a09593fd09026fd7747246.json,False,False,,,,,[],0,0,French Polynesia,#respect #fyp #amazing #foryou #wow #respekt,0,0,1,0,1,0,0,0,0,0
7,GB,7103558984711326982,1653926212,Reply to @..l4raxcv  throwbaaaaack😂 #foryou #viral #pushit #corbinbleu,160909752263258112,Watson D.Hirschfield,"FOLLOW MY INSTA: thatswatson
MGMT: nora@themillaragency.com
🇬🇧 | 25 | Erm…🥴😂",0,False,https://www.tiktok.com/@thatswatson/video/7103558984711326982?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103558984711326982&source=h5_m,101048,230,163,118,15242,7103558975165745926,7103558975165745926,72,7103558975165745926,original sound - thatswatson,Watson D.Hirschfield,1.609097522632581e+17,Watson D.Hirschfield,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103558983645924102.mp3,,False,False,,,,,[],0,0,French Polynesia,#foryou #viral #pushit #corbinbleu,0,0,1,0,0,0,0,0,0,1
0,PF,7076872741151870209,1647712836,Désolé j’ai besoin d’en parler…,220165885876154368,Sharon Hvsk,"Just fun 
Insta: sharonqueen",0,False,https://www.tiktok.com/@sharonhvsk/video/7076872741151870209?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7076872741151870209&source=h5_m,50694,212,25,77,5088,7065387217816292101,7065387217816292101,72,7065387217816292101,original sound - idee2citation.musique,citation 🦋,7.060463119513044e+18,citation 🦋,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7065387201411992325.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/0fa4d3c430b8f322c729f487f77d544c.json,False,False,,,,,[],0,0,French Polynesia,,0,0,0,0,0,0,0,0,0,0
1,PF,7079515766520909057,1648328215,Oklm weshh 👌🤦‍♀️ #pourtoi,7035369041582048257,Miss_reva8,"✨New compte ✨
🌸 Good Vibes only 🌸
🔐JH💋",0,False,https://www.tiktok.com/@miss_reva8/video/7079515766520909057?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079515766520909057&source=h5_m,50631,30,4,216,4779,7060808521163524865,7060808521163524865,72,7060808521163524865,original sound - josephstylah,Daddy🥵,6.867617302508439e+18,Daddy🥵,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7067399074210794242.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/feb204d67e2ff7d1d624a9297e403cbb.json,False,False,,,,,[],0,0,French Polynesia,#pourtoi,0,0,0,0,0,0,0,1,0,0
2,US,7094256667751124266,1651760348,When your kids give you every excuse before bedtime! #fyp #foryoupage #fypシ #parenting #parentinghumor #funnyvideo #parentingproblems #kidsoftiktok #funnykids #boyswillbeboys #younesfamily #bedtimeexcuses,6772657247711265797,Younesfamily,"{ YOUNES FAMILY }
Let’s Create 
& 
Have Fun
realyounesfamily@gmail.com",0,False,https://www.tiktok.com/@younesfamily/video/7094256667751124266?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094256667751124266&source=h5_m,5679200,5005,13346,14411,392860,7094256611228781354,7094256611228781354,72,7094256611228781354,original sound - younesfamily,Younesfamily,6.772657247711266e+18,Younesfamily,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7094256659723291438.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/4c2c9dad65ffcc9b37e4c5f7849324ee.json,False,False,,,,,[],0,0,French Polynesia,#fyp #foryoupage #fypシ #parenting #parentinghumor #funnyvideo #parentingproblems #kidsoftiktok #funnykids #boyswillbeboys #younesfamily #bedtimeexcuses,0,0,0,1,1,1,0,0,0,0
3,FR,7087204118682438917,1650118299, ,7024049645487653894,Greg,"Insta:  greg_pascal_photographe
FB: Faby Greg",0,False,https://www.tiktok.com/@greg_pascal/video/7087204118682438917?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087204118682438917&source=h5_m,4543454,3013,1363,5,402146,6824043742769793797,6824043742769793797,72,6824043742769793797,original sound - louisergtt,Louisergt🧝🏻‍♀️,18401166.0,Louisergt🧝🏻‍♀️,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/32d8d345e17b3314df44f78095b46d8d.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/49ee1c5aed386934c232426a59ac7201.json,False,False,,,,,[],0,0,French Polynesia,,0,0,0,0,0,0,0,0,0,0
4,US,7075445379495447851,1647380504,When pizza woman sees her Military Husband!!🥺❤️🇺🇸 #fyp #foryou #fypシ #viral #military #reunion,6769142970534167557,Isabelle Yoo,,0,False,https://www.tiktok.com/@_isabelleyoo/video/7075445379495447851?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075445379495447851&source=h5_m,21948606,10986,1659,7386,1007582,7075445411296611114,7075445411296611114,72,7075445411296611114,original sound - _isabelleyoo,Isabelle Yoo,6.769142970534168e+18,Isabelle Yoo,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7075445430233959211.mp3,,False,False,,,,,[],0,0,French Polynesia,#fyp #foryou #fypシ #viral #military #reunion,0,0,1,0,1,1,0,0,0,1
5,AE,7095810988225629442,1652122241,Learn how to pronounce cars😂😂 #fypage #menderboy #trending,6913217181157229573,Heart Mender,"I love positive lifestyle 🇨🇲🇦🇪🇶🇦🇵🇭🌍🌍❤️
Let’s get to 500k followers ❤️",0,False,https://www.tiktok.com/@menderboy/video/7095810988225629442?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095810988225629442&source=h5_m,9328137,3323,84628,34910,231790,6937398105143102213,6937398105143102213,72,6937398105143102213,original sound - jaykaykenny,Jaykaykenny,6.819877507027797e+18,Jaykaykenny,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6937398141243165445.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/06886058cc1b7ad550c9df97c076e4f3.json,False,False,,,,,[],0,0,French Polynesia,#fypage #menderboy #trending,0,0,0,0,0,0,0,0,0,0
6,GB,7093226535083134214,1651520501,Good Luck Finding Tastier looking Bread😎 #menwiththepot #foodporn #asmr #fyp #foryou #nature #forest #cooking #food #fire #bake #bread,6810741827034809349,menwiththepot,Knives ⬇️,0,False,https://www.tiktok.com/@menwiththepot/video/7093226535083134214?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093226535083134214&source=h5_m,3045877,1493,5658,4500,425200,7093226543157103365,7093226543157103365,72,7093226543157103365,original sound - menwiththepot,menwiththepot,6.810741827034809e+18,menwiththepot,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7093226553526061830.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/03d830b52f924ac5c223e32db0c3c812.json,False,False,,,,,[],0,0,French Polynesia,#menwiththepot #foodporn #asmr #fyp #foryou #nature #forest #cooking #food #fire #bake #bread,1,1,1,0,1,0,0,0,0,0
7,IT,7103554542570130694,1653925179,#new #idea @giallozafferano #learnontiktok,6812963291129562118,Foodqood by Giallozafferano,"Easy and quick recipes by @giallozafferano & foodqood

📩 gz@giallozafferano.it",0,False,https://www.tiktok.com/@gzfoodqood/video/7103554542570130694?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103554542570130694&source=h5_m,716968,557,166,428,81134,7103554552410573573,7103554552410573573,72,7103554552410573573,original sound - gzfoodqood,Foodqood by Giallozafferano,6.812963291129562e+18,Foodqood by Giallozafferano,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103554544651225861.mp3,,False,False,,,,,[],0,0,French Polynesia,#new #idea #learnontiktok,0,0,0,0,0,0,0,0,0,0
0,PF,7071537567568645381,1646470646,#tahiti #sing #foryou #pourtoi @imen_ny,6745542063368848390,Abdel ny,"💪 | Sport 
🏝 | Live in Tahiti 🇵🇫

FB | Abdel Nouya",0,False,https://m.tiktok.com/v/7071537567568645381.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7071537567568645381&source=h5_m,111604,150,19,257,6512,7071537493471988486,7071537493471988486,72,7071537493471988486,original sound - abdel.ny (Contains music from: Laka Da Mar - Kashif Swabi),"Contains music from: ""Laka Da Mar""",6.745542063368848e+18,Abdel ny,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7071537522563648262.mp3,,False,False,Kashif Swabi,Laka Da Mar,original sound - abdel.ny (Contains music from: Laka Da Mar - Kashif Swabi),"Contains music from: ""Laka Da Mar""",[],0,0,French Polynesia,#tahiti #sing #foryou #pourtoi,0,0,1,0,0,0,0,1,1,0
1,PF,7073194864694938881,1646856515,mdr continuer de signaler mes tiktok bnde de rageux 😘,121847081857708032,Moea_,kahui☝️,0,False,https://m.tiktok.com/v/7073194864694938881.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7073194864694938881&source=h5_m,27089,21,0,5,1538,6929274644541212674,6929274644541212674,10033,6929274644541212674,Drop It Like It's Hot,Snoop Dogg,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/0fc329a591d047d6acbf07249b854451,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/ecc3b75f389f4579881d220a38489e5f,False,True,,,,,[],0,0,French Polynesia,,0,0,0,0,0,0,0,0,0,0
2,GB,7099137797855956230,1652896824,Reply to @urnansflipflop10  🥤🍒Cherry X Cola Mix!🍒🥤#fyp #fypシ #foryoupage #cherry #cola #slam #asmr,6916928945032201218,Poppin Candy,"🍭 Online Candy Store 🍭
☝️ Follow our Instagram ☝️
🌎 Worldwide Shipping 🌎",0,False,https://m.tiktok.com/v/7099137797855956230.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099137797855956230&source=h5_m,6275009,1505,1379,3301,209732,7099137787621804806,7099137787621804806,72,7099137787621804806,original sound - poppincandyofficial,Poppin Candy,6.916928945032201e+18,Poppin Candy,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099137788137786117.mp3,,False,False,,,,,[],0,0,French Polynesia,#fyp #fypシ #foryoupage #cherry #cola #slam #asmr,1,0,0,1,1,1,0,0,0,0
3,FR,7101660558088424709,1653484201,la pause goûter dans mes brouillons,7951686,Änela,"France 
anela@imperfect-agency.com",0,False,https://m.tiktok.com/v/7101660558088424709.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101660558088424709&source=h5_m,2060456,2057,1006,62,504372,7101660552765655813,7101660552765655813,72,7101660552765655813,original sound - anela.rm,Änela,7951686.0,Änela,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7101660549921983238.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/1e7333fcab84fe5044f34e5c96348581.json,False,False,,,,,[],0,0,French Polynesia,,0,0,0,0,0,0,0,0,0,0
4,DE,7102029514431122693,1653570105,SCP 173 in the Backrooms??😰 #googleearth #googlemaps #googlemapsfun,6881988720120300546,gmapsfun,"Best Maps places worldwide 🤯 
Coordinates on streetviewfails.com",0,False,https://m.tiktok.com/v/7102029514431122693.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102029514431122693&source=h5_m,630584,628,467,49,21923,6781516994932951814,6781516994932951814,72,6781516994932951814,original sound - dt2unpoco (Contains music from: Introduction To The Afterglow - Anchors For Airplanes),"Contains music from: ""Introduction To The Afterglow""",6.645450297887506e+18,DeTodoUnPoco,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1655647618462774.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/07b58606eafb67a3eb924e9b9c267657.json,False,False,Anchors For Airplanes,Introduction To The Afterglow,original sound - dt2unpoco (Contains music from: Introduction To The Afterglow - Anchors For Airplanes),"Contains music from: ""Introduction To The Afterglow""",[],0,0,French Polynesia,#googleearth #googlemaps #googlemapsfun,0,0,0,0,0,0,0,0,0,0
5,US,7101720505576770862,1653498157,He hates me 💀😂 #fyp#suavexavier#knox,6778972519400588293,Savyy,"Jesus is King 

Off the Rip- out now
 
Tiktok collab: Teamsuavexavier@gmail.com",0,False,https://m.tiktok.com/v/7101720505576770862.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101720505576770862&source=h5_m,1345237,1207,1211,544,124214,7101720477571222318,7101720477571222318,72,7101720477571222318,original sound - suavexavier,Savyy,6.778972519400588e+18,Savyy,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7101720476011170606.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/b5f0be08d2555f81111642a371e596fc.json,False,False,,,,,[],0,0,French Polynesia,#fyp#suavexavier#knox,0,0,0,0,1,0,0,0,0,0
6,DE,7074616194568883458,1647187443,Livin like a rockstar 🤘,6654093432934744070,Nic Kaufmann,"bee yourself 🐝

CHECK OUT YOUTUBE AND INSTA ⤴️",0,False,https://m.tiktok.com/v/7074616194568883458.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7074616194568883458&source=h5_m,61070559,74519,37764,4399,7453428,7069398030901988101,7069398030901988101,72,7069398030901988101,Old Town Road (Contains music from: Old Town Road (feat. Billy Ray Cyrus) (Remix) - Lil Nas X),"Contains music from: ""Old Town Road (feat. Billy Ray Cyrus) (Remix)""",6.824587076743955e+18,Тот самый Вовка🥕,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7069398014171695877.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e1085100e5a58395101adad489490072.json,False,False,Lil Nas X,Old Town Road (feat. Billy Ray Cyrus) (Remix),Old Town Road (Contains music from: Old Town Road (feat. Billy Ray Cyrus) (Remix) - Lil Nas X),"Contains music from: ""Old Town Road (feat. Billy Ray Cyrus) (Remix)""",[],0,0,French Polynesia,,0,0,0,0,0,0,0,0,0,0
7,IT,7102109079178382598,1653588630,Same thing 🤷‍♂️😌,6558516768510951429,LapresaTwins,"INSTAGRAM: @lapresatwinss 
Business: lapresatwins@doom-entertainment.com",0,False,https://m.tiktok.com/v/7102109079178382598.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102109079178382598&source=h5_m,1111613,71,88,134,71022,7102109072409365254,7102109072409365254,72,7102109072409365254,original sound - lapresatwins,LapresaTwins,6.558516768510951e+18,LapresaTwins,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102109077265910534.mp3,,False,False,,,,,[],0,0,French Polynesia,,0,0,0,0,0,0,0,0,0,0
0,PF,7079853962274376962,1648406956,😂😂😂😂elle m'a cassé ma cousine pour un dimanche ensoleillé 💞😘💞😘gros bisous à tous💯🥰💯🥰,6788220368479781894,vevika12,"💫compte d'amusement🤪 
😘bienvenue à tous🥰",0,False,https://www.tiktok.com/@vevika12/video/7079853962274376962?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079853962274376962&source=h5_m,132203,499,634,906,9196,7079853952989154050,7079853952989154050,72,7079853952989154050,original sound - vevika12,vevika12,6.788220368479782e+18,vevika12,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7079853925192796930.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d121b096b5292daf2d72cbdca06b7f34.json,False,False,,,,,[],0,0,French Polynesia,,0,0,0,0,0,0,0,0,0,0
1,PF,7092673359397260545,1651391705,@kalipsxau @newnight_prod @paradise_night__tahiti @el_sueno987,6746096933516198917,🎥,"📽NOUVELLE META🎥
LE TIKTOKEUR LE PLUS DÉTESTÉ DE TON TIKTOKEUR PRÉFÉRÉ",0,False,https://www.tiktok.com/@laviecestdelamerde987/video/7092673359397260545?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092673359397260545&source=h5_m,43677,91,37,0,3103,7092673347204451074,7092673347204451074,72,7092673347204451074,original sound - laviecestdelamerde987,🎥,6.746096933516199e+18,🎥,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7100474696700840706.mp3,,False,False,,,,,[],0,0,French Polynesia,,0,0,0,0,0,0,0,0,0,0
2,NG,7090933588060867846,1650986633,👏🏼👏🏼👏🏼 #fyp #foru #thecapitals #mrheelariouz #xyzbca #why #how #viral,6799315231854248966,🤴🏽 KING OF REACTION 🤴🏽,"🤪😩MR WHYYY!!!HOWWW!!😭😭 
🚀Let’s get  to 2.7M🤲🏻 Follow me on Instagram🙏🏽",0,False,https://www.tiktok.com/@mr_heelariouz_/video/7090933588060867846?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090933588060867846&source=h5_m,12586530,22771,7113,55233,1002050,7090933596856355589,7090933596856355589,72,7090933596856355589,original sound - mr_heelariouz_,🤴🏽 KING OF REACTION 🤴🏽,6.799315231854249e+18,🤴🏽 KING OF REACTION 🤴🏽,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7090933604020226821.mp3,,False,False,,,,,[],0,0,French Polynesia,#fyp #foru #thecapitals #mrheelariouz #xyzbca #why #how #viral,0,0,0,0,1,0,0,0,0,1
3,US,7097675993061608750,1652556471, ,6926420186318078981,Life Hacks,"Thank you following 💕💕💕
Daily sharing of life hacks🔨🔨🔨",0,False,https://www.tiktok.com/@lifehacks.ho/video/7097675993061608750?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097675993061608750&source=h5_m,9074990,774,2002,14420,363397,7078357138325736234,7078357138325736234,72,7078357138325736234,original sound - zack.axewell,Zack max,7.067730012935095e+18,Zack max,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7078357161369144110.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ea0fc00e775eb952828396d25d740ca2.json,False,False,,,,,[],0,0,French Polynesia,,0,0,0,0,0,0,0,0,0,0
4,FR,7101723943685360902,1653498959,"Pov: Ton pouvoir de ce mois-ci, vas te compliqué la vie… #pourtoi #fyp",6768435354116867078,Caroambrosini,"POV GIRL 🎥❤️
💌: carolineambrosini@boltinfluence.fr
Viens sur Insta ⬆️",0,False,https://www.tiktok.com/@caroambrosini/video/7101723943685360902?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101723943685360902&source=h5_m,1946983,374,79,10,312803,6830646882956512005,6830646882956512005,72,6830646882956512005,original sound - povsongs123 (Contains music from: bad guy - Billie Eilish),"Contains music from: ""bad guy""",6.732718667563943e+18,pov_song_girl💗,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/e00339fcff4cf1a63456cb563e28b38a.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/248ef545541f8b98fb260f5a66197c2e.json,False,False,Billie Eilish,bad guy,original sound - povsongs123 (Contains music from: bad guy - Billie Eilish),"Contains music from: ""bad guy""",[],0,0,French Polynesia,#pourtoi #fyp,0,0,0,0,1,0,0,1,0,0
5,US,7090652955082378539,1650921292,The floor is probably lava (@Tre) #lava #grip #floorislava #obstaclecourse,6576325699786375173,WAVE.tv,you won’t regret following us.,2,False,https://www.tiktok.com/@wave.tv/video/7090652955082378539?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090652955082378539&source=h5_m,239974,82,37,103,18343,7090652925579496238,7090652925579496238,72,7090652925579496238,original sound - wave.tv,WAVE.tv,6.576325699786375e+18,WAVE.tv,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7090652953257773870.mp3,,False,False,,,,,[],0,0,French Polynesia,#lava #grip #floorislava #obstaclecourse,0,0,0,0,0,0,0,0,0,0
6,GB,7103551435832331525,1653924455,Grandma Grey 😙,7083116701135913989,Magical Wigs,,0,False,https://www.tiktok.com/@magicalwigs/video/7103551435832331525?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103551435832331525&source=h5_m,345,0,0,0,10,7062991636543916805,7062991636543916805,72,7062991636543916805,original sound - timechee_01,Timechee01,7.034008732645574e+18,Timechee01,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7062991724418796293.mp3,,False,False,,,,,[],0,0,French Polynesia,,0,0,0,0,0,0,0,0,0,0
7,US,7103565729110428974,1653927782,"Reply to @h0w.m4ny.f0ll0wers  This sound got requested so much, it’s too accurate.. 😂🙌🏼 **no dogs were harmed in the making of this video** #fyp #itwasatthismoment #heknewhefedup #germanshepherd #gsdpuppy #gsd #gsdpuppies #dogsoftiktok #blackgsd #workingk9 #dogs",6684765393296884742,Asco,"ʀɪʟᴇʏ’ꜱ ꜱʜᴇᴘʜᴇʀᴅꜱ ᴡɪᴛʜ ᴛʜᴇ ᴏᴄᴄᴀꜱɪᴏɴᴀʟ ɢᴏʟᴅᴇɴ 🤪
💪🏼 ᴡᴏʀᴋɪɴɢ ᴅᴏɢꜱ 🐺 | ɪɴꜱᴛᴀ ⬆️",0,False,https://www.tiktok.com/@rileysshepherds/video/7103565729110428974?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103565729110428974&source=h5_m,170336,104,578,252,25328,7011957661575023366,7011957661575023366,72,7011957661575023366,original sound - memeboy458 (Contains music from: Right - Shawn May),"Contains music from: ""Right""",7.008542731707008e+18,MemeAddict,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7011957752469752581.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e8e9ab0034aa85a9ec479260bc08fda2.json,False,False,Shawn May,Right,original sound - memeboy458 (Contains music from: Right - Shawn May),"Contains music from: ""Right""",[],0,0,French Polynesia,#fyp #itwasatthismoment #heknewhefedup #germanshepherd #gsdpuppy #gsd #gsdpuppies #dogsoftiktok #blackgsd #workingk9 #dogs,0,0,0,0,1,0,0,0,0,0
0,PF,7091152566691712302,1651037623,vous êtes comment vous en boîte?😂 @labasteshelly77,274818613977616384,Evaa✨,"facebook: Evaa Fatale
2nd account⬇️
@iamevaafatalee",0,False,https://www.tiktok.com/@evaa_fatalee/video/7091152566691712302?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091152566691712302&source=h5_m,52995,81,7,86,3711,7091152500790889262,7091152500790889262,72,7091152500790889262,original sound - evaa_fatalee,Evaa✨,2.748186139776164e+17,Evaa✨,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7091152564170836778.mp3,,False,False,,,,,[],0,0,French Polynesia,,0,0,0,0,0,0,0,0,0,0
1,PF,7082531195942096171,1649030297,🚁,131826387216355328,Eimeo,"Tahitian boyyy🇵🇫 🇵🇫 
18
From the sun🔥",0,False,https://www.tiktok.com/@eimeo.czermak/video/7082531195942096171?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7082531195942096171&source=h5_m,743807,229,243,335,83108,7073806479127612162,7073806479127612162,72,7073806479127612162,original sound - wolfzrd,lulu,6.910431997245294e+18,lulu,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7073806484378848001.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/f417c544fad856a7d80a08f426a9e1d9.json,False,False,,,,,[],0,0,French Polynesia,,0,0,0,0,0,0,0,0,0,0
