,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,loc,test,hash_foryou,hash_foryoupage,hash_funny,hash_fy,hash_fyp,hash_fypシ,hash_johnnydepp,hash_pourtoi,hash_viral,hash_xyzbca
6,BE,7103147020868766982,1653830295,I was not ready for the last laugh @Robin Ceccarini  #foryou #pourtoi #goviral #humor #jokes #dadjokes,2048983,Shauna Dewit,"💫Voila Voila 💫 
CEO of Cringe 
I’m NOT French, I’m Belgian
More on the gram",0,False,https://www.tiktok.com/@shaunadewit/video/7103147020868766982?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103147020868766982&source=h5_m,102676,105,49,72,8029,7103147000094739206,7103147000094739206,72,7103147000094739206,original sound - shaunadewit,Shauna Dewit,2048983.0,Shauna Dewit,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103146994130045702.mp3,,False,False,,,,,[],0,0,Belgium,#foryou #pourtoi #goviral #humor #jokes #dadjokes,1,0,0,0,0,0,0,1,0,0
7,US,7103345428699024683,1653876489,Wait for the transition,6655760701859217413,Sam Dezz,PR / Brands - samdezz123@gmail.com,0,False,https://www.tiktok.com/@samdezz/video/7103345428699024683?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103345428699024683&source=h5_m,118102,136,44,41,30014,6696414685920495617,6696414685920495617,10033,6696414685920495617,Footloose,Kenny Loggins,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/2f875caf106f45379a083fff0ab83f73,https://sf77-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/a2870c17f3024b3b92d2be641944747f,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '405600299', 'external_song_key': 'apple_song_id'}]",0,0,Belgium,,0,0,0,0,0,0,0,0,0,0
0,GB,7099055103805541638,1652877572,#joeislam2 #joe_islam2 #loveormoney #fyp #england #birmingham #bradford #kashmirgroup #pakistan #heartbreak #bangladesh #fypage #india,6797284600852055045,Joe Islam,"JOE ISLAM 2 🏴󠁧󠁢󠁥󠁮󠁧󠁿 JOE_ISLAM 2🇧🇩🇵🇰🇮🇳
  ❤️❤️❤️BIRMINGHAM❤️❤️❤️",0,False,https://www.tiktok.com/@joeislam2/video/7099055103805541638?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099055103805541638&source=h5_m,14433058,7658,4563,6471,1383704,7040119996575927046,7040119996575927046,10036,7040119996575927046,Only Love Can Hurt Like This (Slowed Down Version),Paloma Faith,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/9ddfb4c3721e46c68914ff0806c95890,https://sf77-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/6d0490fc10bf4a86b8589541edaabddc,False,True,,,,,[],0,0,Belgium,#joeislam2 #joe_islam2 #loveormoney #fyp #england #birmingham #bradford #kashmirgroup #pakistan #heartbreak #bangladesh #fypage #india,0,0,0,0,1,0,0,0,0,0
1,US,7079509511186287915,1648326757,POV: You are a breastfeeding mom and your boobs are not yours 😂 #sahm #breastfeedingmom,6801927177782576133,Brianna Elizabeth,Just bits and pieces of me and my family 🤍,0,False,https://www.tiktok.com/@briannaelizabethvlogs/video/7079509511186287915?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079509511186287915&source=h5_m,43790860,21386,98302,61994,4366377,6984137943224961797,6984137943224961797,72,6984137943224961797,original sound - lorenapages (Contains music from: Estes - DJ Infinity),"Contains music from: ""Estes""",6.647911207150141e+18,Lorena Pages,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6984137990486461189.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/94a9eb384115b5ccc1fbe7a66d4de7ca.json,False,False,DJ Infinity,Estes,original sound - lorenapages (Contains music from: Estes - DJ Infinity),"Contains music from: ""Estes""",[],0,0,Belgium,#sahm #breastfeedingmom,0,0,0,0,0,0,0,0,0,0
2,JP,7091933371332398337,1651219414,#ad このダンスはとても面白いです、試してみてください。#fyp #dance #18 #foryou,6936182619386954753,ケリーとナミコ,latinas in tokio-japan 🇯🇵instagram:namiko_2484,0,False,https://www.tiktok.com/@girl2484/video/7091933371332398337?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091933371332398337&source=h5_m,23593185,13690,16484,32457,1165096,7072167424199723777,7072167424199723777,24,7072167424199723777,original sound - buqicrew_official (Contains music from: Sea Shanty Medley - Home Free),"Contains music from: ""Sea Shanty Medley""",6.575710664488354e+18,buqicrew_official,False,True,https://sf77-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7072167398815714050.mp3,https://sf77-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a5ef2e16f5acdfe37db3fda872370ffa.json,False,False,Home Free,Sea Shanty Medley,original sound - buqicrew_official (Contains music from: Sea Shanty Medley - Home Free),"Contains music from: ""Sea Shanty Medley""",[],0,0,Belgium,#ad #fyp #dance #18 #foryou,1,0,0,0,1,0,0,0,0,0
3,CO,7099936535084027142,1653082795,#amberheard #johnnydepp #mydogsteppedonabee #mydogsteppedonabeechallenge #miperropisounaabeja #abeja #perro #amberjohnny #mybeesteppedonadog,7064106092146541574,Tobi Notes,"Cosas random animadas y editadas. Some Random stuff, animated or edited.",0,False,https://www.tiktok.com/@tobi.notes/video/7099936535084027142?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099936535084027142&source=h5_m,25868744,48326,110538,146985,4075839,7099936524661181189,7099936524661181189,72,7099936524661181189,original sound - tobi.notes,Tobi Notes,7.064106092146542e+18,Tobi Notes,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099936526481607429.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/3d2bd890d6943259807bb7bdbff15d27.json,False,False,,,,,[],0,0,Belgium,#amberheard #johnnydepp #mydogsteppedonabee #mydogsteppedonabeechallenge #miperropisounaabeja #abeja #perro #amberjohnny #mybeesteppedonadog,0,0,0,0,0,0,1,0,0,0
4,AU,7071863286442036481,1646546482,Get a top that does both ✌🏼#festival #festivalwear #ootd,6732800671399494661,Jessie Renee Wynter,❤️🌴,0,False,https://www.tiktok.com/@jessiereneewynter/video/7071863286442036481?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7071863286442036481&source=h5_m,28155152,5422,5873,11362,1235639,7047920485983734575,7047920485983734575,72,7047920485983734575,original sound - jaydennaomii (Contains music from: SexyBack (feat. Timbaland) - Justin Timberlake),"Contains music from: ""SexyBack (feat. Timbaland)""",6.905998414392493e+18,Tik Toker,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7047920522201533230.mp3,https://sf77-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/cbede671a93a9c4d23e4f8a63d812843.json,False,False,Justin Timberlake,SexyBack (feat. Timbaland),original sound - jaydennaomii (Contains music from: SexyBack (feat. Timbaland) - Justin Timberlake),"Contains music from: ""SexyBack (feat. Timbaland)""",[],0,0,Belgium,#festival #festivalwear #ootd,0,0,0,0,0,0,0,0,0,0
5,BE,7081647774134979845,1648824610,Calm down Casper #chrislobanzo,6766199994544587782,Chris Lobanzo,"🇧🇪🇨🇩
Welcome to TikTok Premium 🤝
CEO of 😲
📩 t+chris@shake-influence.com",0,False,https://www.tiktok.com/@chrislobanzo/video/7081647774134979845?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081647774134979845&source=h5_m,391419,273,104,593,58837,6963002460872903430,6963002460872903430,72,6963002460872903430,"""Shake that A$$"" by KueenD",🇫🇷,6.924061550236124e+18,🇫🇷,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6963002561360120582.mp3,https://sf77-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/0074289e5f69a507d9ee576c9114abe0.json,False,False,,,,,[],0,0,Belgium,#chrislobanzo,0,0,0,0,0,0,0,0,0,0
6,BE,7072241220184984838,1646634479,‼️tik tok he’s ok‼️ #vine #better #tikok #fyp #foryou,7007025796502504453,0.0,If i don’t post anymore that means i’m banned😭,0,False,https://www.tiktok.com/@someonesbronobody/video/7072241220184984838?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072241220184984838&source=h5_m,8661509,3282,9900,8607,581376,7072241139868322566,7072241139868322566,72,7072241139868322566,original sound - someonesbronobody,0.0,7.007025796502504e+18,0.0,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7072241120083725062.mp3,,False,False,,,,,[],0,0,Belgium,#vine #better #tikok #fyp #foryou,1,0,0,0,1,0,0,0,0,0
7,US,7100281715935022379,1653163163,giving 10% because this dress won’t give at all,936655,Liza Koshy,,0,False,https://www.tiktok.com/@lizzza/video/7100281715935022379?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100281715935022379&source=h5_m,20277082,10388,4126,5563,3195785,7087113235861719813,7087113235861719813,72,7087113235861719813,original sound - stirflex (Contains music from: Gogo Dance - El Alfa & Chael Produciendo),"Contains music from: ""Gogo Dance""",6.92775759039221e+18,Stirflex,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7087113283337063173.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/1ff08a299e2db4c70d7a2a994177212b.json,False,False,El Alfa & Chael Produciendo,Gogo Dance,original sound - stirflex (Contains music from: Gogo Dance - El Alfa & Chael Produciendo),"Contains music from: ""Gogo Dance""",[],0,0,Belgium,,0,0,0,0,0,0,0,0,0,0
0,US,7086088095329783086,1649858453,I decided to upload my 2nd take since u guys liked the first one so much 🥰. #ComeDanceWithMe #TurboTaxAndRelax #baristafun #everyoneunderestimatesme #trends,6584485725939957766,Pasteldumplin,"Hello!This is where I like to express myself 💗
Do NOT repost 
Off the clock fun",0,False,https://www.tiktok.com/@pastelbunniii/video/7086088095329783086?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086088095329783086&source=h5_m,15241817,12344,4644,28347,2241255,7075828847497054981,7075828847497054981,72,7075828847497054981,original sound - just.quiet.here (Contains music from: Mega Viral Eletronic - WZ Beat),"Contains music from: ""Mega Viral Eletronic""",7.002712736971687e+18,🇧🇷/🇺🇲/🇪🇸/🇦🇷,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7075828875212688133.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/1b498e74b055c94c9439c7f68877f959.json,False,False,WZ Beat,Mega Viral Eletronic,original sound - just.quiet.here (Contains music from: Mega Viral Eletronic - WZ Beat),"Contains music from: ""Mega Viral Eletronic""",[],0,0,Belgium,#ComeDanceWithMe #TurboTaxAndRelax #baristafun #everyoneunderestimatesme #trends,0,0,0,0,0,0,0,0,0,0
1,US,7094676668064927022,1651858136,Posting #memes IRL. #willsmith #funny,6747878085926700038,rudy_willingham,Everything is art.,0,False,https://www.tiktok.com/@rudy_willingham/video/7094676668064927022?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094676668064927022&source=h5_m,42300067,20682,50635,64986,5529317,6696415479491201025,6696415479491201025,10033,6696415479491201025,Miami,Will Smith,,,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/d6cae15742c0456bbac73b89de7437d3,https://sf77-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/b5fb1867dd844806b0d70b7dea774e25,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '161525222', 'external_song_key': 'apple_song_id'}]",0,0,Belgium,#memes #willsmith #funny,0,0,1,0,0,0,0,0,0,0
2,GB,7080157443124137222,1648477616,Ronny with the moves 🕺🏾 #fyp #fypシ #viral #blowthisup #football #edit #velocity #ronaldo #cristianoronaldo #cr7 #goat #xyzbca #aftereffects #foryou,7002702844688237574,ftbl.nss,"21
After Effects 
GGMU 🔴⚪️⚫️
Don’t spam like please",0,False,https://www.tiktok.com/@ftbl.nss/video/7080157443124137222?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080157443124137222&source=h5_m,5116018,3284,9468,30495,456387,7078035017804434222,7078035017804434222,72,7078035017804434222,original sound - ianasher,Ian Asher,6.738968252019541e+18,Ian Asher,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7078035046740921131.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/556e13713a9799c4dbb0c495d3f38f52.json,False,False,,,,,[],0,0,Belgium,#fyp #fypシ #viral #blowthisup #football #edit #velocity #ronaldo #cristianoronaldo #cr7 #goat #xyzbca #aftereffects #foryou,1,0,0,0,1,1,0,0,1,1
3,CA,7075403449067654405,1647370740,I will never stop posting my body hair 🥰🥰🥰👋 #girls #relatable #teenager #bodyhair #bodyimage,26439349,spencer barbosa🧚🏻,"treat yourself like someone you love 
💕SHOP MY CLOTHING BRAND💕",0,False,https://www.tiktok.com/@spencer.barbosa/video/7075403449067654405?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075403449067654405&source=h5_m,42574362,31330,16597,28943,5803811,6978616194643282694,6978616194643282694,72,6978616194643282694,original sound - yodamnmomma (Contains music from: Woman - Doja Cat),"Contains music from: ""Woman""",6.695746330431653e+18,lesley gonzalez 💞,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6990507250594941701.mp3,https://sf77-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/455597e9c01ff0aec6092bfd2ead7dcd.json,False,False,Doja Cat,Woman,original sound - yodamnmomma (Contains music from: Woman - Doja Cat),"Contains music from: ""Woman""",[],0,0,Belgium,#girls #relatable #teenager #bodyhair #bodyimage,0,0,0,0,0,0,0,0,0,0
4,FR,7078781721700781317,1648157305,I’m breaking down 😫| #foryoupage #365dni #viral #michelemorrone #parati #fürdich #365days #italy #4u,6895116431903441922,Chase.cz 😋,"THIS IS NOT OFFICIAL ACCOUNT
Follow Me ♡
 1 M✨
📧 izywed@gmail.com",0,False,https://www.tiktok.com/@iziwed/video/7078781721700781317?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078781721700781317&source=h5_m,18789030,8404,8412,181,1616042,7078781709600164613,7078781709600164613,72,7078781709600164613,original sound - iziwed,Chase.cz 😋,6.895116431903442e+18,Chase.cz 😋,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7078781708228676358.mp3,https://sf77-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/aa8443be6cca0d80e4f33fb1f918caf5.json,False,False,,,,,[],0,0,Belgium,#foryoupage #365dni #viral #michelemorrone #parati #fürdich #365days #italy #4u,0,1,0,0,0,0,0,0,1,0
5,BE,7102709082863242502,1653728333,#AMSTERDAM#МАШИНАВРЕКЕ#tiktok,7097553144497865733,syperstar,😈,0,False,https://www.tiktok.com/@syperstar20201/video/7102709082863242502?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102709082863242502&source=h5_m,442511,0,779,691,10053,7102709039645068037,7102709039645068037,72,7102709039645068037,original sound - syperstar20201,syperstar,7.097553144497866e+18,syperstar,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102709051112426245.mp3,,False,False,,,,,[],0,0,Belgium,#AMSTERDAM#МАШИНАВРЕКЕ#tiktok,0,0,0,0,0,0,0,0,0,0
6,BE,7079488258706623750,1648321809,#fyp #2022 #china #style #fashion,6744053308577154054,✨𝕎𝕖𝕝𝕔𝕠𝕞𝕖✨,ᵛᶤᵈᵉᵒ ᶠʳᵒᵐ ᴰᵒᵘʸᶤᶰ ⁽ᶜʰᶤᶰᵉˢᵉ ᵀᶤᵏᵗᵒᵏ,0,False,https://www.tiktok.com/@mine_ja/video/7079488258706623750?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079488258706623750&source=h5_m,272122,253,226,607,28715,7031648063139678981,7031648063139678981,72,7031648063139678981,original sound - frezs0tz,𝕁𝕖𝕒𝕟 𝕂𝕚𝕣𝕤𝕥𝕖𝕚𝕟♡,6.872972801823147e+18,𝕁𝕖𝕒𝕟 𝕂𝕚𝕣𝕤𝕥𝕖𝕚𝕟♡,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7031648141321685765.mp3,https://sf77-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/20ed16aa6a93c93d8496e6d5d13f200f.json,False,False,,,,,[],0,0,Belgium,#fyp #2022 #china #style #fashion,0,0,0,0,1,0,0,0,0,0
7,NL,7102418426366332165,1653660656,#fy #fyp #foryou #voorjou #viral #viralvideo #viraltiktok #fypシ゚viral #fypシ #fypage #foryoupage #voorjoupagina,7100190219799282694,Follow_for_memes,"10000🔒
4750 van de 10000🔑",0,False,https://www.tiktok.com/@memehub_nl_058/video/7102418426366332165?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102418426366332165&source=h5_m,1040522,2150,3505,3967,81264,7102418412051499781,7102418412051499781,72,7102418412051499781,original sound - memehub_nl_058 (Contains music from: Akva - Bob tik),"Contains music from: ""Akva""",7.100190219799283e+18,Follow_for_memes,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102418411283548933.mp3,,False,False,Bob tik,Akva,original sound - memehub_nl_058 (Contains music from: Akva - Bob tik),"Contains music from: ""Akva""",[],0,0,Belgium,#fy #fyp #foryou #voorjou #viral #viralvideo #viraltiktok #fypシ゚viral #fypシ #fypage #foryoupage #voorjoupagina,1,1,0,1,1,2,0,0,2,0
0,FR,7096040080371928325,1652175584,🐒🚽,7085746822031623173,My Monkee,"💯👑 MONKEE CLUB 👑💯
🐵 Free Worldwide Shipping 🐵
⬇️ YOUR MONKEE HERE ⬇️",0,False,https://www.tiktok.com/@.mymonkee/video/7096040080371928325?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096040080371928325&source=h5_m,12328742,20620,22689,8747,880290,6993080813474547713,6993080813474547713,10033,6993080813474547713,Monki (Doesn't Wear Any Pants),Sposato,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/dd6b4575507144eebc5b51a2086bfc90,https://sf77-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/8e744ae13fe34f389c217c2bebced09a,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1494592152', 'external_song_key': 'apple_song_id'}]",0,0,Belgium,,0,0,0,0,0,0,0,0,0,0
1,US,7081420142898466094,1648771610, ,16390185,jobaz,"Johanne Bazan 
Sc: jojojobaz
Sid the sloth is hot",0,False,https://www.tiktok.com/@jobaz/video/7081420142898466094?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081420142898466094&source=h5_m,35080877,64620,93499,56543,6162432,7050975577356143406,7050975577356143406,72,7050975577356143406,original sound - lilzboy7,Tik Toker,7.002469011608028e+18,Tik Toker,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7050975603960990510.mp3,https://sf77-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/138d816a9eda6cbde66035f3d328379b.json,False,False,,,,,[],0,0,Belgium,,0,0,0,0,0,0,0,0,0,0
2,GB,7089128856119971077,1650566435,Suprising kids whilst I was shopping 🤣🤣🤣,198408532164268032,Andrew Henderson,"5X World Champion🏆🌎⚽️ 
📧 AHManagement@mail.com 🇬🇧 LDN
Tap below for my book",0,False,https://www.tiktok.com/@iamandrewhenderson/video/7089128856119971077?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089128856119971077&source=h5_m,21589859,8286,6954,13317,1788969,6854484968890959873,6854484968890959873,10033,6854484968890959873,El Anciano y el Niño,Cheo Gallego,,,False,False,https://sf77-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/e21b2d8b3a864a828dd135dce8eb327d,https://sf77-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/30f268dbc1ac4762bf8feab9fc1e1e34,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1524726603', 'external_song_key': 'apple_song_id'}]",0,0,Belgium,,0,0,0,0,0,0,0,0,0,0
3,FR,7103112319760190725,1653822223,this daddy daughter duo 😂❤️ #handemiyy#explore#mayabasol#kirazbolat#hanker#edser#sencalkapimi#edayildiz#handeercel#handeerçel#kerembürsin#kerembursin#fyp#thebursin#serkanbolat#foryoupage,7050956275051889670,Amanim 🤎,"𝐄𝐝𝐬𝐞𝐫 & 𝐡𝐚𝐧𝐤𝐞𝐫 ツ
please don't repost my edit
all hande and kerem news",0,False,https://www.tiktok.com/@hankerposts/video/7103112319760190725?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103112319760190725&source=h5_m,555575,88,202,30,61555,7103112320640994053,7103112320640994053,72,7103112320640994053,original sound - hankerposts (Contains music from: love nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix] - CKay),"Contains music from: ""love nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix]""",7.05095627505189e+18,Amanim 🤎,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103112348549892870.mp3,,False,False,CKay,love nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix],original sound - hankerposts (Contains music from: love nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix] - CKay),"Contains music from: ""love nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix]""",[],0,0,Belgium,#handemiyy#explore#mayabasol#kirazbolat#hanker#edser#sencalkapimi#edayildiz#handeercel#handeerçel#kerembürsin#kerembursin#fyp#thebursin#serkanbolat#foryoupage,0,1,0,0,1,0,0,0,0,0
4,ES,7092776320937053445,1651415677,🕺🏻 Ancelotti with the moves! 🪩 ¡Al ritmo del CAMPEÓN!#CAMPEON35 #CHAMPIONS #RealMadrid #Dance #Ancelotti @viniciusjunior,6693776501107033094,Real Madrid C.F.,"⚽️ The official Real Madrid C.F. account
🏆 14 times European Champions",0,False,https://www.tiktok.com/@realmadrid/video/7092776320937053445?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092776320937053445&source=h5_m,39752442,15740,50827,208582,3364524,7092776307762711301,7092776307762711301,72,7092776307762711301,original sound - realmadrid,Real Madrid C.F.,6.693776501107033e+18,Real Madrid C.F.,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7092776318983179014.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/bd082d3fbced454f654f0a4ace6738db.json,False,False,,,,,[],0,0,Belgium,#CAMPEON35 #CHAMPIONS #RealMadrid #Dance #Ancelotti,0,0,0,0,0,0,0,0,0,0
5,BE,7098790233352703237,1652815901,nothing to say🥲#fullhouse #fyp #fy,6854234229020165125,Emma✨,"Hi plss volg voor meer 🤍🥺
we gaan voor de 10K",0,False,https://www.tiktok.com/@watermiloentje_fun_11/video/7098790233352703237?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098790233352703237&source=h5_m,4290515,1368,843,5705,431401,6986238944379783941,6986238944379783941,72,6986238944379783941,original sound - .rrqe,ellie <3,6.929787162331645e+18,ellie <3,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6986239042283195141.mp3,https://sf77-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/6209df439f456e76d4974b71be8538d0.json,False,False,,,,,[],0,0,Belgium,#fullhouse #fyp #fy,0,0,0,1,1,0,0,0,0,0
6,BE,7084901005778799878,1649582063,Okee let’s go✨ #paris #eiffeltower #fyp,22791900,Yara💗,"Management: Yara@nextchapter.agency 
☀️💞💖",0,False,https://www.tiktok.com/@yaradesmedt/video/7084901005778799878?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7084901005778799878&source=h5_m,151705,160,66,85,26294,7003059334527699718,7003059334527699718,72,7003059334527699718,Okaaay lets go (Contains music from: OK LETS GO - Heliqs),"Contains music from: ""OK LETS GO""",6.791921884482274e+18,Sarah Vilard,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7003062025068874501.mp3,https://sf77-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/da2ebf10c82b97aa4cbb97a1862c4f90.json,False,False,Heliqs,OK LETS GO,Okaaay lets go (Contains music from: OK LETS GO - Heliqs),"Contains music from: ""OK LETS GO""",[],0,0,Belgium,#paris #eiffeltower #fyp,0,0,0,0,1,0,0,0,0,0
7,US,7098395750136057131,1652724053,Current mood #fyp #duck #PetsOfTikTok #cute #ducktok,6965898045544662022,ducks_in_space,"Ducksinspaceofficial@gmail.com 💌
Tonia + Duck Team 🎈
Our website 🐥🌦👇",0,False,https://www.tiktok.com/@ducks_in_space/video/7098395750136057131?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098395750136057131&source=h5_m,19852478,18360,109091,51460,2790044,7097274748320746283,7097274748320746283,72,7097274748320746283,original sound - dr.mike_md,Dr Mike Herring,6.715188843686364e+18,Dr Mike Herring,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7097274846606035758.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/1b72e399326ea5633f070ac68f02c46f.json,False,False,,,,,[],0,0,Belgium,#fyp #duck #PetsOfTikTok #cute #ducktok,0,0,0,0,1,0,0,0,0,0
0,BE,7071933298565549318,1646562783,Who can relate? 😆 #foryou #fyp #dogs #bulldogs #foryoupage,6677066907508196357,Nelson and Rose,"👇🏻 Follow us on Instagram 👇🏻
@kingmajesty_and_princessrose",0,False,https://www.tiktok.com/@kingmajesty_princessrose/video/7071933298565549318?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7071933298565549318&source=h5_m,3286434,2712,64038,9834,231303,7071933267250793221,7071933267250793221,72,7071933267250793221,original sound - kingmajesty_princessrose,Nelson and Rose,6.677066907508196e+18,Nelson and Rose,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7071933257423620869.mp3,https://sf77-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ec64adfe4c483b844c3ec71a20c87f89.json,False,False,,,,,[],0,0,Belgium,#foryou #fyp #dogs #bulldogs #foryoupage,1,1,0,0,1,0,0,0,0,0
