,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,loc,test,hash_foryou,hash_foryoupage,hash_fyp,hash_fypシ,hash_korean,hash_movie,hash_viral,hash_xyzbca,hash_이어찍기,hash_추천
0,KR,7091967949761826050,1651227465,That That That #ThatThat,7074822840465425410,PSY,PSYchologist,0,False,https://www.tiktok.com/@42psy42/video/7091967949761826050?_r=1&u_code=0&region=US&mid=7090489329688020993&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091967949761826050&source=h5_t,52288072,181152,286354,655850,9657322,7090489329688020993,7090489329688020993,10033,7090489329688020993,That That (prod. & feat. SUGA of BTS),PSY,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/7ffa5c42ddc445768a4b2ed7d83e9dc9,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/c4ddaada42234fe9bd5d38308ac347f9,False,True,,,,,[],0,0,"Korea, Republic of",#ThatThat,0,0,0,0,0,0,0,0,0,0
1,CA,7102134242913570054,1653594489,#stitch with @tonyscrots gotta use what you got 😬✌️ #cookingtutorial #cooking,6621187864221384710,LeendaDong,"📍LOS ANGELES 
Business: LeendaDManagement@clique-now.com
Phucbichfamily.ca",0,False,https://www.tiktok.com/@yoleendadong/video/7102134242913570054?_r=1&u_code=0&region=US&mid=7102134236014021382&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102134242913570054&source=h5_t,3402949,1270,10068,2484,334550,7102134236014021382,7102134236014021382,72,7102134236014021382,original sound - LeendaDong,LeendaDong,6.621187864221385e+18,LeendaDong,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102134236777433861.mp3,,False,False,,,,,[],0,0,"Korea, Republic of",#stitch #cookingtutorial #cooking,0,0,0,0,0,0,0,0,0,0
2,AU,7103186261191511297,1653839430,She gets training from Hitman - 1 #movie #movieclips #bestmovie #bestmovies #bestmoviescenes #hitman #natalieportman  #action #actionmovie  #fim,7073780331337942017,aaMovies,Follow Me,0,False,https://www.tiktok.com/@aamoviespro/video/7103186261191511297?_r=1&u_code=0&region=US&mid=7103186268112751362&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103186261191511297&source=h5_t,3495705,628,133,1000,173788,7103186268112751362,7103186268112751362,24,7103186268112751362,original sound - aaMovies,aaMovies,7.073780331337942e+18,aaMovies,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7103186262634990338.mp3,,False,False,,,,,[],0,0,"Korea, Republic of",#movie #movieclips #bestmovie #bestmovies #bestmoviescenes #hitman #natalieportman #action #actionmovie #fim,0,0,0,0,0,1,0,0,0,0
3,KR,7098602368119491841,1652772160,메리미 메리미~💍 #추천 #추천떠라 #추천추천 #fyp #fypage #foryourpage #메리미,7008919955333514242,두디,My YouTube♥️👇🏻,0,False,https://www.tiktok.com/@doodi_zone/video/7098602368119491841?_r=1&u_code=0&region=US&mid=7076366350217726746&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098602368119491841&source=h5_t,21327094,13170,25786,1682,2849818,7076366350217726746,7076366350217726746,24,7076366350217726746,original sound - yhammie (Contains music from: Marry Me (feat. Toya Wright) - Rasheeda),"Contains music from: ""Marry Me (feat. Toya Wright)""",6.577368876606095e+18,yhammie,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7076366345255799578.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a24eec98ea95cf18d4531d5c99e8c993.json,False,False,Rasheeda,Marry Me (feat. Toya Wright),original sound - yhammie (Contains music from: Marry Me (feat. Toya Wright) - Rasheeda),"Contains music from: ""Marry Me (feat. Toya Wright)""",[],0,0,"Korea, Republic of",#추천 #추천떠라 #추천추천 #fyp #fypage #foryourpage #메리미,0,0,1,0,0,0,0,0,0,1
4,KR,7077199432667696385,1647788900,내일 지울거야,6600301157477384193,.,17,0,False,https://www.tiktok.com/@fffffffffff_000/video/7077199432667696385?_r=1&u_code=0&region=US&mid=7011437046095039238&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077199432667696385&source=h5_t,74909,152,55,373,16510,7011437046095039238,7011437046095039238,72,7011437046095039238,SO MANY HOT PEOPLE USED THIS SOUND (Contains music from: i like your ears - Cassanova),"Contains music from: ""i like your ears""",6.987049788735997e+18,𓍊𓋼𓍊𓋼𓍊,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7011437393991453446.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/156a5733e2f6e6101a1e9b0b407f64c1.json,False,False,Cassanova,i like your ears,SO MANY HOT PEOPLE USED THIS SOUND (Contains music from: i like your ears - Cassanova),"Contains music from: ""i like your ears""",[],0,0,"Korea, Republic of",,0,0,0,0,0,0,0,0,0,0
5,KR,7096783401033780482,1652348649,🌊🌊🌊,6706778261224358914,CRINA(이미지)🇰🇷,"🇰🇷 (korea)  
악플달면 차단 / 삭제 바로 들어가요",0,False,https://www.tiktok.com/@__crina/video/7096783401033780482?_r=1&u_code=0&region=US&mid=7086201843973621762&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096783401033780482&source=h5_t,3064974,650,690,1757,436396,7086201843973621762,7086201843973621762,10033,7086201843973621762,About Damn Time,Lizzo,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/2e6ee9db9c1440ec88118a965e786985,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/aec693bde8934a379590f77837e0bb52,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1619162353', 'external_song_key': 'apple_song_id'}]",0,0,"Korea, Republic of",,0,0,0,0,0,0,0,0,0,0
6,KR,7099406952060554498,1652959492,오랜만에 몸 좀 풀어볼까 #키위랩 #kiwelab #최시원 #siwonchoi,7029632302582072321,최시원 • Siwon Choi,"MCN 키위랩
contact@kiwelab.com",0,False,https://www.tiktok.com/@davidsiwonchoi/video/7099406952060554498?_r=1&u_code=0&region=US&mid=7099406947278949122&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099406952060554498&source=h5_t,18768580,33608,18608,22316,2390975,7099406947278949122,7099406947278949122,24,7099406947278949122,original sound - 최시원 • Siwon Choi (Contains music from: Toxic (Bloodshy & Avant's Intoxicated Remix - 2009 Remaster) - Britney Spears),"Contains music from: ""Toxic (Bloodshy & Avant's Intoxicated Remix - 2009 Remaster)""",7.029632302582072e+18,최시원 • Siwon Choi,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7099406918178884353.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ddac68e1492868eabfdc2f340315b6ea.json,False,False,Britney Spears,Toxic (Bloodshy & Avant's Intoxicated Remix - 2009 Remaster),original sound - 최시원 • Siwon Choi (Contains music from: Toxic (Bloodshy & Avant's Intoxicated Remix - 2009 Remaster) - Britney Spears),"Contains music from: ""Toxic (Bloodshy & Avant's Intoxicated Remix - 2009 Remaster)""",[],0,0,"Korea, Republic of",#키위랩 #kiwelab #최시원 #siwonchoi,0,0,0,0,0,0,0,0,0,0
7,MY,7103162062213352731,1653833795, ,6737876873537569793,⛓ 𝖘𝖍𝖎𝖗𝖆𝖆 ⛓,"🦋 I made videos for fun 🦋
✨ be kind ✨ 
⛓ too depressed 4 u ⛓
👩‍🎓 kdu 👩‍🎓",0,False,https://www.tiktok.com/@shhhshira/video/7103162062213352731?_r=1&u_code=0&region=US&mid=7092335571913198363&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103162062213352731&source=h5_t,47258,60,73,198,8086,7092335571913198363,7092335571913198363,24,7092335571913198363,i wanna ride,카를로,7.008193138298062e+18,카를로,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7092335586136066842.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e5ee012e6b5702c46aa09f7a0786e117.json,False,False,,,,,[],0,0,"Korea, Republic of",,0,0,0,0,0,0,0,0,0,0
0,KR,7089692137830386990,1650697587,Where are the women who can kill me?🥹 #fyp #fypシ #foryoupage #waifu #women #strongwomen #girlswithmuscles #weebtok #FitTok #gymtok #lifttok #girlswholiketolift #gymrat #powerlifting #powerbuilding #bodybuilding #anime #gymfit #miltok #army,6849010516523172870,Naomi Moon,"Army jokes, anime, and fitness💕
Fuel my coffee addiction?
$moonprincess236",0,False,https://www.tiktok.com/@moon_in_decline/video/7089692137830386990?_r=1&u_code=0&region=US&mid=7022658023445367599&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089692137830386990&source=h5_t,189296,511,312,546,36553,7022658023445367599,7022658023445367599,72,7022658023445367599,women.. who can kill you.,mommy's back,6.9508348607614e+18,mommy's back,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7022660762539920174.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7cfed0ddd2b65c378770a03b9d332ac5.json,False,False,,,,,[],0,0,"Korea, Republic of",#fyp #fypシ #foryoupage #waifu #women #strongwomen #girlswithmuscles #weebtok #FitTok #gymtok #lifttok #girlswholiketolift #gymrat #powerlifting #powerbuilding #bodybuilding #anime #gymfit #miltok #army,0,1,1,1,0,0,0,0,0,0
1,KR,7101313988784327937,1653403511,im 🇰🇷 and u?,6609104341016526849,BEDDY,"P.I CO
IG:choehyeokgeun
📩 business@picorp.co.kr",0,False,https://www.tiktok.com/@choega/video/7101313988784327937?_r=1&u_code=0&region=US&mid=7098933865141586715&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101313988784327937&source=h5_t,1731496,17005,1923,4348,307347,7098933865141586715,7098933865141586715,72,7098933865141586715,Hood baby x Rover (Contains music from: Buttercup but Upside Down Is There Too - MashupHub),"Contains music from: ""Buttercup but Upside Down Is There Too""",6.768412728564254e+18,Kuya Magik,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7098933884670298907.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/235c6f5826c0a570534a74d73119180f.json,False,False,MashupHub,Buttercup but Upside Down Is There Too,Hood baby x Rover (Contains music from: Buttercup but Upside Down Is There Too - MashupHub),"Contains music from: ""Buttercup but Upside Down Is There Too""",[],0,0,"Korea, Republic of",,0,0,0,0,0,0,0,0,0,0
2,AU,7086746112891145474,1650011661,Nick just kept going on this wasn’t even the end of it @sturniolo.triplets @nicolassturniolo #nicksturniolo #mattsturniolo #chrissturniolo #sturniolotriplets #triplets,7060752049247470594,:(),"<3
NOT IMPERSONATING",0,False,https://www.tiktok.com/@sturnniolos/video/7086746112891145474?_r=1&u_code=0&region=US&mid=7086746152787659521&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086746112891145474&source=h5_t,19498388,38186,42483,56963,4643336,7086746152787659521,7086746152787659521,72,7086746152787659521,original sound - :(),:(),7.060752049247471e+18,:(),False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7086746159716944642.mp3,,False,False,,,,,[],0,0,"Korea, Republic of",#nicksturniolo #mattsturniolo #chrissturniolo #sturniolotriplets #triplets,0,0,0,0,0,0,0,0,0,0
3,CA,7097143393926663429,1652432469,"“how to trick all women” is just taking a shower everyday, then she’ll think u have ur life together",6730010334633935877,Andrea Jin,"short versions of my jokes here
follow me on IG for dates + other stuff",0,False,https://www.tiktok.com/@andreajin1/video/7097143393926663429?_r=1&u_code=0&region=US&mid=7086201843973621762&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097143393926663429&source=h5_t,3676742,2515,2949,2504,576582,7086201843973621762,7086201843973621762,10033,7086201843973621762,About Damn Time,Lizzo,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/2e6ee9db9c1440ec88118a965e786985,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/aec693bde8934a379590f77837e0bb52,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1619162353', 'external_song_key': 'apple_song_id'}]",0,0,"Korea, Republic of",,0,0,0,0,0,0,0,0,0,0
4,CA,7094622907996835078,1651845620,#duet with @jurassicah 🥴 #miniature #diorama #videostore #nerd,12468225,Marina Totino,"(ಥ ͜ʖಥ)
Silly little artist girl

Montréal",0,False,https://www.tiktok.com/@marinatotino/video/7094622907996835078?_r=1&u_code=0&region=US&mid=7085451112093993771&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094622907996835078&source=h5_t,13374206,5559,4285,8360,3322002,7085451112093993771,7085451112093993771,72,7085451112093993771,original sound - jurassicah,jurassicah,6.69263822871498e+18,jurassicah,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7085451143114935083.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ce049a73dbcb794d6654b12553592830.json,False,False,,,,,[],0,0,"Korea, Republic of",#duet #miniature #diorama #videostore #nerd,0,0,0,0,0,0,0,0,0,0
5,KR,7099724505899175169,1653033428,미친 #fyp #추천,6765798314157179905,좌두,goofy,0,False,https://www.tiktok.com/@choijadugogo/video/7099724505899175169?_r=1&u_code=0&region=US&mid=7078900110415317787&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099724505899175169&source=h5_t,3858801,9401,11076,22070,626049,7078900110415317787,7078900110415317787,24,7078900110415317787,marvin gaye (Contains music from: without nice taste human metter apopis - synterthesize rozs - Cloudy Ser),"Contains music from: ""without nice taste human metter apopis - synterthesize rozs""",6.785820781797672e+18,ok,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7078900115917916955.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c130be2f6d80e42e5ea4a42d13c8f663.json,False,False,Cloudy Ser,without nice taste human metter apopis - synterthesize rozs,marvin gaye (Contains music from: without nice taste human metter apopis - synterthesize rozs - Cloudy Ser),"Contains music from: ""without nice taste human metter apopis - synterthesize rozs""",[],0,0,"Korea, Republic of",#fyp #추천,0,0,1,0,0,0,0,0,0,1
6,KR,7103517027234565378,1653916443,아빠 나도 섹시한 딸 되고싶어..,6792575795182224385,Bulletarii🔆 불레따리,"📩business @shortt.kr
Youtube 👇👇👇",0,False,https://www.tiktok.com/@_bulletaappeal/video/7103517027234565378?_r=1&u_code=0&region=US&mid=7081344356355001131&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103517027234565378&source=h5_t,1033095,507,750,989,130703,7081344356355001131,7081344356355001131,10036,7081344356355001131,First Class,Jack Harlow,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/b0ef0fd6ebb14db5b4bf031c3e284c41,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e4b682e6a6cf4c58ad80e9a8330f53ef,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1618136917', 'external_song_key': 'apple_song_id'}]",0,0,"Korea, Republic of",,0,0,0,0,0,0,0,0,0,0
7,JP,7103119090050469121,1653823791,She said YES! 💍 #proposal #プロポーズ #国際カップル #couple #fiance #marryme,6908745342616978437,Chuson Channel,"ちゅーそんちゃんねる
🇬🇧 🇯🇵
💍⬇️ Watch the whole proposal on YouTube here! ⬇️💍",0,False,https://www.tiktok.com/@chusonchannel/video/7103119090050469121?_r=1&u_code=0&region=US&mid=7103119076137995009&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103119090050469121&source=h5_t,70354,164,16,29,13345,7103119076137995009,7103119076137995009,72,7103119076137995009,original sound - Chuson Channel (Contains music from: Marry Me (feat. Toya Wright) - Rasheeda),"Contains music from: ""Marry Me (feat. Toya Wright)""",6.908745342616978e+18,Chuson Channel,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7103119052322704129.mp3,,False,False,Rasheeda,Marry Me (feat. Toya Wright),original sound - Chuson Channel (Contains music from: Marry Me (feat. Toya Wright) - Rasheeda),"Contains music from: ""Marry Me (feat. Toya Wright)""",[],0,0,"Korea, Republic of",#proposal #プロポーズ #国際カップル #couple #fiance #marryme,0,0,0,0,0,0,0,0,0,0
0,DE,7077424237836782853,1647841243,#foryou #meme #funnyvideos,6841226293972108293,MEMES I LIKE✅,"MEMES I LIKE ✅
Peace ✌🏽☮️
📧Ritchiguy@web.de📧",0,False,https://t.tiktok.com/i18n/share/video/7077424237836782853/?region=US&mid=7077424170946366214&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077424237836782853&source=h5_t,8428481,12570,32998,50,1555208,7077424170946366214,7077424170946366214,72,7077424170946366214,original sound - MEMES I LIKE✅,MEMES I LIKE✅,6.841226293972108e+18,MEMES I LIKE✅,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7077424184573332229.mp3,,False,False,,,,,[],0,0,"Korea, Republic of",#foryou #meme #funnyvideos,1,0,0,0,0,0,0,0,0,0
1,US,7075762745873976622,1647454395,Reply to @tayl0rjaighd3n  Okay!😤🧡💛 #unstoppable #drums #paint 🎵: @Sia,302047710327664640,Austin Ware,"“It’s Bigger Than Drums” ✨
Biz: info@AWentertainmentgroup.com
Subscribe ☟",0,False,https://t.tiktok.com/i18n/share/video/7075762745873976622/?region=US&mid=7075762695416433451&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075762745873976622&source=h5_t,21174530,13111,28637,47637,1303301,7075762695416433451,7075762695416433451,72,7075762695416433451,original sound - Austin Ware (Contains music from: Unstoppable - Sia),"Contains music from: ""Unstoppable""",3.0204771032766464e+17,Austin Ware,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7075762732527586090.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/ac451b3877449c72bd66aa21622ae8fe.json,False,False,Sia,Unstoppable,original sound - Austin Ware (Contains music from: Unstoppable - Sia),"Contains music from: ""Unstoppable""",[],0,0,"Korea, Republic of",#unstoppable #drums #paint,0,0,0,0,0,0,0,0,0,0
2,US,7088757349212605738,1650479938,What size are you in airforces? #gavcustoms,6763425007889630214,gavcustoms,FOLLOW MY INSTA ⬆️,0,False,https://t.tiktok.com/i18n/share/video/7088757349212605738/?region=US&mid=7063964816432466694&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7088757349212605738&source=h5_t,36742288,11714,3670,12850,2164922,7063964816432466694,7063964816432466694,72,7063964816432466694,Moneysound,Doc Dami,6.787064640263702e+18,Doc Dami,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7063964834437860102.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/2bdb2fe5009d251398539ee9e5d12460.json,False,False,,,,,[],0,0,"Korea, Republic of",#gavcustoms,0,0,0,0,0,0,0,0,0,0
3,GB,7102789089132399877,1653746958,#movie #movieclips #good #Love #fyp,7092668438859416582,Michael,"A film, a life",0,False,https://t.tiktok.com/i18n/share/video/7102789089132399877/?region=US&mid=6830462217977104386&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102789089132399877&source=h5_t,565077,52,29,143,41845,6830462217977104386,6830462217977104386,10036,6830462217977104386,House music(256554),TimTaj,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/ae2fad9f0035455f945976afb0b814c0,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e7ee419392d544dab2bbd31b74bcab24,False,True,,,,,[],0,0,"Korea, Republic of",#movie #movieclips #good #Love #fyp,0,0,1,0,0,1,0,0,0,0
4,KR,7074230028774444289,1647097531,#stitch #이어찍기 #추천 #fyp #viral #xyzbca #korean #おすすめ,6869286989888406529,원정맨 WonJeong,"🇰🇷 Korean 🇰🇷
 ▼ MAMAAAA ▼
SOONENT
🔽 원정맨 클래스 🔽",0,False,https://t.tiktok.com/i18n/share/video/7074230028774444289/?region=US&mid=7007480461333187333&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7074230028774444289&source=h5_t,4535313,4095,3422,13504,716980,7007480461333187333,7007480461333187333,72,7007480461333187333,somebodys watching me (Contains music from: Somebody's Watching Me - Single Version - Rockwell),"Contains music from: ""Somebody's Watching Me - Single Version""",6.955066517139817e+18,🍒,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7007480582733138694.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c2054603cb5ace7df49537b26a6de34f.json,False,False,Rockwell,Somebody's Watching Me - Single Version,somebodys watching me (Contains music from: Somebody's Watching Me - Single Version - Rockwell),"Contains music from: ""Somebody's Watching Me - Single Version""",[],0,0,"Korea, Republic of",#stitch #이어찍기 #추천 #fyp #viral #xyzbca #korean #おすすめ,0,0,1,0,1,0,1,1,1,1
5,SG,7103480563285216513,1653907954, ,6666630531733733377,whwiwjsjs,smash potato,0,False,https://t.tiktok.com/i18n/share/video/7103480563285216513/?region=US&mid=7098627249192045339&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103480563285216513&source=h5_t,20070,61,55,0,1490,7098627249192045339,7098627249192045339,24,7098627249192045339,original sound - ivy,ivy,7.033268222032053e+18,ivy,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7098627257454938907.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/44929667d17922e9dae692e9401424c1.json,False,False,,,,,[],0,0,"Korea, Republic of",,0,0,0,0,0,0,0,0,0,0
6,US,7078256493367184682,1648035018,Got a million dollar idea? #invention #smallbusinesscheck #dreamcometrue #shampoodispenser #homegadget,6981605126628738054,The Squeezi Dispenser,The Squeezi dispenser keeps your shower tidy and your shampoo ready to use! 🙂⬇️,0,False,https://t.tiktok.com/i18n/share/video/7078256493367184682/?region=US&mid=6795407744489752577&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078256493367184682&source=h5_t,10026639,18385,8298,38,1448832,6795407744489752577,6795407744489752577,10033,6795407744489752577,Just a Cloud Away,Pharrell Williams,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/a9dc60e62f334229af15a0b1650029ff,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/988a63de74c749a8907746e2d8e4b798,False,True,,,,,[],0,0,"Korea, Republic of",#invention #smallbusinesscheck #dreamcometrue #shampoodispenser #homegadget,0,0,0,0,0,0,0,0,0,0
7,GB,7096944414102244614,1652386137,One of the best scenes,6829727167259395077,Evie ;),"Please don’t steal my edits 
After effects 
 14
  MY EDITING RESOURCES ↓",0,False,https://t.tiktok.com/i18n/share/video/7096944414102244614/?region=US&mid=7096944393554250501&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096944414102244614&source=h5_t,27879188,43335,34416,115283,6337979,7096944393554250501,7096944393554250501,72,7096944393554250501,original sound - Evie ;),Evie ;),6.829727167259395e+18,Evie ;),False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7096944418199980806.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/810ff5240db31db1f3f9e83c84ffe6ef.json,False,False,,,,,[],0,0,"Korea, Republic of",,0,0,0,0,0,0,0,0,0,0
0,GB,7102390088327269637,1653654059,I felt the last guys pain 🤣🤣 #failvideos #failfriday #baddaynotabadlife #oops        🎵:Bad Life - @Sigrid 🎶,6644859264266649606,Moxi Moments,The internet’s greatest moments.,0,False,https://www.tiktok.com/@moximoments/video/7102390088327269637?_r=1&u_code=0&region=US&mid=7084239168938739713&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102390088327269637&source=h5_t,2099973,1213,2509,2493,195047,7084239168938739713,7084239168938739713,10033,7084239168938739713,Bad Life,Sigrid & Bring Me The Horizon,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/8769b3fc18b84b8a9cab402399d390fd,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/863b4b498be9416c8c22bab350d9bf20,False,True,,,,,[],0,0,"Korea, Republic of",#failvideos #failfriday #baddaynotabadlife #oops,0,0,0,0,0,0,0,0,0,0
1,CA,7082077897300790533,1648924756,The Sibling Trial⚖️,6813560925275128838,Kris HC,"Daily Subpar Content
🇨🇦
Kallmekris@wearetrival.com
⬇️YT Channel & Business⬇️",0,False,https://www.tiktok.com/@kallmekris/video/7082077897300790533?_r=1&u_code=0&region=US&mid=7082077900476025605&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7082077897300790533&source=h5_t,14517644,12871,42604,18348,3099850,7082077900476025605,7082077900476025605,72,7082077900476025605,original sound - Kris HC,Kris HC,6.813560925275129e+18,Kris HC,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7082077899586849541.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/f0a226094e91265dd6b4b3e314d73926.json,False,False,,,,,[],0,0,"Korea, Republic of",,0,0,0,0,0,0,0,0,0,0
2,GB,7103110955315318021,1653821898,Unbreakable🫶🏻❤️ #foryou #family #careleaver,6861149625279136774,BFarey🧚‍♀️,,0,False,https://www.tiktok.com/@fareyb/video/7103110955315318021?_r=1&u_code=0&region=US&mid=7076262097558063914&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103110955315318021&source=h5_t,9292939,7301,2019,2685,1635006,7076262097558063914,7076262097558063914,72,7076262097558063914,XO,Basically nightcore,7.040300622462469e+18,Basically nightcore,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7076262113718848302.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/b059bc66418ad5dceaca18a775955b73.json,False,False,,,,,[],0,0,"Korea, Republic of",#foryou #family #careleaver,1,0,0,0,0,0,0,0,0,0
3,KR,7102583299012398338,1653699045,#jigglejiggle #jigglechallenge #코카앤버터 #CocaNButter,7072156898212480046,CocaNButter_official,@cocanbutter_official,0,False,https://www.tiktok.com/@cocanbutter_official/video/7102583299012398338?_r=1&u_code=0&region=US&mid=7075729123557100294&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102583299012398338&source=h5_t,1091766,293,215,633,116578,7075729123557100294,7075729123557100294,10036,7075729123557100294,Jiggle Jiggle,Duke & Jones & Louis Theroux,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/84fc699b425e4f8f8468af75e7906d7f,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/53d5df68e49f406d83b5031f70853539,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1623742151', 'external_song_key': 'apple_song_id'}]",0,0,"Korea, Republic of",#jigglejiggle #jigglechallenge #코카앤버터 #CocaNButter,0,0,0,0,0,0,0,0,0,0
