,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.external_song_info,music.binded_challenge_id,bodydance_score,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,loc,test,hash_comedia,hash_ecuador,hash_foryou,hash_fyp,hash_fypシ,hash_humor,hash_parati,hash_paratii,hash_tiktok,hash_viral
5,US,7095450395568278826,1652038283,they got like 3 versions of this sound now @tonylopez @SJ,104008679087017984,ONDREAZ,"That one guy
ondreazlopez@gmail.com",0,False,https://www.tiktok.com/@ondreazlopez/video/7095450395568278826?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095450395568278826&source=h5_m,4026053,753,534,1589,344126,7083589250779777798,7083589250779777798,72,7083589250779777798,original sound - edit_sonnng (Contains music from: Rover (feat. DTG) - S1mba),"Contains music from: ""Rover (feat. DTG)""",7.006581600691701e+18,edit_sonnng,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7083589237739653894.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/6e27d027539dfe5dbb8eda3975282631.json,False,False,[],0,0,S1mba,Rover (feat. DTG),original sound - edit_sonnng (Contains music from: Rover (feat. DTG) - S1mba),"Contains music from: ""Rover (feat. DTG)""",Ecuador,,0,0,0,0,0,0,0,0,0,0
6,MX,7099635343317536002,1653012668,🎩🙌🚀 #fyp,6858672674857944069,academia de frases🏆,"consejos diarios🚀🪐
meta 1 millón🏆🎩🙌
sígueme en Instagram👆
apoyar👇❤",0,False,https://www.tiktok.com/@caballero_frases750/video/7099635343317536002?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099635343317536002&source=h5_m,7548118,1514,56209,127434,425761,7099635357196487425,7099635357196487425,72,7099635357196487425,original sound - caballero_frases750 (Contains music from: Sweet Dreams - Ravens Rock),"Contains music from: ""Sweet Dreams""",6.858672674857944e+18,academia de frases🏆,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7099635350234057474.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/aa367f1907000539aeb3ad9f3bf032b5.json,False,False,[],0,0,Ravens Rock,Sweet Dreams,original sound - caballero_frases750 (Contains music from: Sweet Dreams - Ravens Rock),"Contains music from: ""Sweet Dreams""",Ecuador,#fyp,0,0,0,1,0,0,0,0,0,0
7,EC,7072048689614818565,1646589649,mi pelada con dos tragos encima (?)  #latin,6822509858618082309,Valentina Silva A.,"gye, ecuador
🪸🍸 @skinnyinbikinis.ec 🍸🪸",0,False,https://www.tiktok.com/@valentinasilvaagui/video/7072048689614818565?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072048689614818565&source=h5_m,4155410,11555,35389,332,689122,7072048663236856581,7072048663236856581,72,7072048663236856581,original sound - valentinasilvaagui,Valentina Silva A.,6.822509858618082e+18,Valentina Silva A.,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7072048699903412998.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/bd43de2aa29d69400a371cb8f20eda0d.json,False,False,[],0,0,,,,,Ecuador,#latin,0,0,0,0,0,0,0,0,0,0
0,EC,7102798634462219525,1653749180,🥲🥲🥲#animales #dragon,7095394992184919045,DinoRexXDino,,0,False,https://www.tiktok.com/@dinorexxdino/video/7102798634462219525?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102798634462219525&source=h5_m,24206,79,55,4,649,6808589859721054216,6808589859721054216,25,6808589859721054216,Tell Me Why I'm Waiting,Timmies/Shiloh,,,True,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/4d3bf39e52f64fed83dbb40dbd71d963,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/c25d4e271be54a88b391448373a3e36d,True,True,[],0,0,,,,,Ecuador,#animales #dragon,0,0,0,0,0,0,0,0,0,0
1,EC,7102204960569330949,1653610955,#humor #fyp #parati #xyzbca #mama,6920358576599270405,Amairaní Naranjo Que,"🇪🇨🖤✨
IG: amai_naranjoq95",0,False,https://www.tiktok.com/@amainaranjo/video/7102204960569330949?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102204960569330949&source=h5_m,1058258,367,4109,5437,53513,6728431475735136257,6728431475735136257,10033,6728431475735136257,Comedia Italia,William Goldstein,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/56ec96a9bada47908d71686ca832eea9,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/f18e083e64484da1a34e15a58c3270fd,False,True,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '270489253', 'external_song_key': 'apple_song_id'}]",0,0,,,,,Ecuador,#humor #fyp #parati #xyzbca #mama,0,0,0,1,0,1,1,0,0,0
2,EC,7085913157427809541,1649817723,No ha sido🤡 #comedia #switch #ecuador #mikaelavlh #ecuatoriano,246811733728919552,Mikaela Valentina✨,"De Ecuador pal mundo 🇪🇨
Hablamos por insta? ✨👇🏻",0,False,https://www.tiktok.com/@mikaelavlh/video/7085913157427809541?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085913157427809541&source=h5_m,1594953,1694,5301,24860,199848,7069195002945030958,7069195002945030958,10036,7069195002945030958,Calabria 2007 (feat. Natasja) (Club Mix),Enur,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/3eaedac2a31f4d70a263ce1f8cbfb3db,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/d777aa0abeaa429c81cb97e53664b910,False,True,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '378813354', 'external_song_key': 'apple_song_id'}]",0,0,,,,,Ecuador,#comedia #switch #ecuador #mikaelavlh #ecuatoriano,1,1,0,0,0,0,0,0,0,0
3,PE,7094058778114477318,1651714274,#Sigueme  y deja me encanta para la parte 2#terror #fyp #paranormal,7085754901025276933,Terrorparanormal,Videos Perturbadores de Brujas Ovnis 👽Demonios 👻Criaturas extrañas ⚠️Terror,0,False,https://www.tiktok.com/@terrorparanormal2001/video/7094058778114477318?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094058778114477318&source=h5_m,12922507,2821,1815,18397,772355,6736022498275493889,6736022498275493889,10033,6736022498275493889,El Payaso Asesino,Luisa Miedo,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/004856fa3dc546bfb623b776f45bf07c,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/84c8fd04873847e7a0c8090a4c6a3ba1,False,True,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1479376464', 'external_song_key': 'apple_song_id'}]",0,0,,,,,Ecuador,#Sigueme #terror #fyp #paranormal,0,0,0,1,0,0,0,0,0,0
4,EC,7094859952409332998,1651900815,Así es uno jajajaja cuando te lavan a ligar fino jajaja,6778697199780086790,Don Day,,0,False,https://www.tiktok.com/@donday/video/7094859952409332998?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094859952409332998&source=h5_m,4078464,2706,6761,10520,415119,7094859905865190149,7094859905865190149,72,7094859905865190149,original sound - donday,Don Day,6.778697199780087e+18,Don Day,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7094859897904728838.mp3,,False,False,[],0,0,,,,,Ecuador,,0,0,0,0,0,0,0,0,0,0
5,EC,7101888709871602950,1653537324,Quieres el control 😏,6974772874264953862,Alexita tapia,see more on instagram 😈,0,False,https://www.tiktok.com/@alexitatapia2.2/video/7101888709871602950?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101888709871602950&source=h5_m,15612227,3276,28379,28118,1454534,7094796417037798149,7094796417037798149,10036,7094796417037798149,Party,Bad Bunny & Rauw Alejandro,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/a723652617fd4b00bf62dce3d864f748,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/cdd42b8a18cd48a68686153430c26102,True,True,[],0,0,,,,,Ecuador,,0,0,0,0,0,0,0,0,0,0
6,CO,7077245175319366917,1647799550,#animal #funny #pets #frijoles,6659793403343503366,Popsita,,0,False,https://www.tiktok.com/@popsita_/video/7077245175319366917?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077245175319366917&source=h5_m,79275396,192075,410595,817976,12689469,7069246778851281669,7069246778851281669,72,7069246778851281669,original sound - aritosdcebolla (Contains music from: All be OK - Dendro),"Contains music from: ""All be OK""",6.688052146757797e+18,⠀̤̫,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7069246767509883653.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/812e447aba0c1b2e4743c23c24a6522c.json,False,False,[],0,0,Dendro,All be OK,original sound - aritosdcebolla (Contains music from: All be OK - Dendro),"Contains music from: ""All be OK""",Ecuador,#animal #funny #pets #frijoles,0,0,0,0,0,0,0,0,0,0
7,EC,7091690494090136837,1651162864,el cliente se hace lo que quiere #tatuajes #viral #kellybustamante,6885354591321310213,Lápiz Muerto,POR Y PARA EL ARTE,0,False,https://www.tiktok.com/@lapizmuerto/video/7091690494090136837?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091690494090136837&source=h5_m,908317,723,697,893,64403,7089832621466831621,7089832621466831621,72,7089832621466831621,La vida es difícil,darwinadas,6.837232940553995e+18,darwinadas,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7089835709703506694.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/0bc7b020687e9fca25db6283444cbdb5.json,False,False,[],0,0,,,,,Ecuador,#tatuajes #viral #kellybustamante,0,0,0,0,0,0,0,0,0,1
0,EC,7099890376105905414,1653072048,#empresariamultimillonaria #viral,6800954787443393541,Maria Jose Villavicencio Celi,La empresaria multimillonaria de su corazón ♥️,0,False,https://www.tiktok.com/@mariajose.villavicencio/video/7099890376105905414?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099890376105905414&source=h5_m,14885827,21208,38681,62156,1958444,7099890369646578438,7099890369646578438,72,7099890369646578438,original sound - mariajose.villavicencio,Maria Jose Villavicencio Celi,6.800954787443394e+18,Maria Jose Villavicencio Celi,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099890351799896837.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/3e601e817ac6ee5084f00335fce00e8a.json,False,False,[],0,0,,,,,Ecuador,#empresariamultimillonaria #viral,0,0,0,0,0,0,0,0,0,1
1,EC,7097699821326191878,1652562019,#greenscreen #loja #greenscreen #hipocritas🚷 #falsas #malamigas😒,7041216332033885190,Abusadores de filtros,"Hagan preguntas, para mi primer video de YouTube",0,False,https://www.tiktok.com/@mav_herrera_oficial/video/7097699821326191878?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097699821326191878&source=h5_m,135210,133,238,10,8537,7036376478929505030,7036376478929505030,72,7036376478929505030,original sound - lm_maye._.26 (Contains music from: Alto Troyanaje - Waldokinc El Troyano),"Contains music from: ""Alto Troyanaje""",6.780158408617297e+18,Mayeee26❤🧸,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7036376458436348677.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c74da8db708020f56e5df352d7a4aa9a.json,False,False,[],0,0,Waldokinc El Troyano,Alto Troyanaje,original sound - lm_maye._.26 (Contains music from: Alto Troyanaje - Waldokinc El Troyano),"Contains music from: ""Alto Troyanaje""",Ecuador,#greenscreen #loja #greenscreen #hipocritas🚷 #falsas #malamigas😒,0,0,0,0,0,0,0,0,0,0
2,EC,7084358249805286662,1649455692,#Helado de @papajohnsec #papajohns #salsadeajo #jalapeño #foryou #parati #viral #humor #ecuador #mexico #colombia,6900920573150413830,sergioelheladero,"Gelataio🇮🇹 🇪🇨 
Dueño de DiSerggio
https://www.facebook.com/sergioelheladero",0,False,https://www.tiktok.com/@sergioelheladero/video/7084358249805286662?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7084358249805286662&source=h5_m,9653684,2602,6748,8620,879259,7084358242490485510,7084358242490485510,72,7084358242490485510,original sound - sergioelheladero,sergioelheladero,6.900920573150414e+18,sergioelheladero,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7084358261343800070.mp3,,False,False,[],0,0,,,,,Ecuador,#Helado #papajohns #salsadeajo #jalapeño #foryou #parati #viral #humor #ecuador #mexico #colombia,0,1,1,0,0,1,1,0,0,1
3,EC,7091079810352549126,1651020679,Obviamente me estaba preguntando por Laika 😎,60572267817996288,Salomé🌈,"Holaaa! llegaste a Narnia :)
Ecuador
ig salo_quevedo05",0,False,https://www.tiktok.com/@salo_quevedo05/video/7091079810352549126?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091079810352549126&source=h5_m,525097,249,798,2711,79911,6849394102908340998,6849394102908340998,72,6849394102908340998,original sound - emilioacosta01,Emilio Acosta 👩🏻‍🦲✨,2.4987020530311578e+17,Emilio Acosta 👩🏻‍🦲✨,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6849394078912629509.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/1c0d9a271fc25689bec85beb8191b0e2.json,False,False,[],0,0,,,,,Ecuador,,0,0,0,0,0,0,0,0,0,0
4,MX,7103224978455252230,1653848446,Todos los comentarios tendrán un like 💚,105271548999020544,Aylin,Te espero en mi Instagram chiquit@ 🐻💛,0,False,https://www.tiktok.com/@aylin.criss/video/7103224978455252230?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103224978455252230&source=h5_m,9692887,16082,7093,53718,1719684,6998932337425697541,6998932337425697541,72,6998932337425697541,original sound - jostinja (Contains music from: Old School - Bootleg - MARIO G),"Contains music from: ""Old School - Bootleg""",6.562218147772121e+18,Jostin JA🔥,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6998932417943833350.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/fdbcef6a3253d754680ec9b40c2bb4a2.json,False,False,[],0,0,MARIO G,Old School - Bootleg,original sound - jostinja (Contains music from: Old School - Bootleg - MARIO G),"Contains music from: ""Old School - Bootleg""",Ecuador,,0,0,0,0,0,0,0,0,0,0
5,SV,7097389664000068870,1652489806,Que no falten las axilas sudadas ✨✨☺️ n…,279664251886198784,Fernanfloo,"💚Youtuber y streamer jubilado💚
AHORA EN TIKTOK",0,False,https://www.tiktok.com/@fernanfloo/video/7097389664000068870?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097389664000068870&source=h5_m,24696583,26241,7275,28803,3002956,7084303665602775814,7084303665602775814,10036,7084303665602775814,"ULTRA SOLO (Solo y coronao ¿De qué sirve? Si no estás a mi lao' Por ti paso el día conectau, pendiente al cel, pendiente a ti, pendiente si subes una story)",Polimá Westcoast & Pailita,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/4eaf8f22e4f543c08688d97f17b01b7c,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/fa51ec760d654f8caff512250d732b6d,False,True,[],0,0,,,,,Ecuador,,0,0,0,0,0,0,0,0,0,0
6,US,7095245801693121834,1651990650,The mother has a bad temper.🥺#monkey #animals #foryou,6951133459743212549,Monkey,💕Thanks for your follow 💕,0,False,https://www.tiktok.com/@poormonkey/video/7095245801693121834?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095245801693121834&source=h5_m,15874363,1324,8376,32158,252192,7095245731128265515,7095245731128265515,72,7095245731128265515,original sound - poormonkey,Monkey,6.951133459743213e+18,Monkey,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7095245790326639403.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/15ef05f975066363c9af4d26f5d418c5.json,False,False,[],0,0,,,,,Ecuador,#monkey #animals #foryou,0,0,1,0,0,0,0,0,0,0
7,EC,7084268026731695366,1649434685,#viral #parati #foryou #viral #parati #viral #parati #viral #parati #foryou #viral #parati #viral,6904862272230999045,fiorella_mortadela,mi nuevo perfil ya que me van a bloquear ajja,0,False,https://www.tiktok.com/@fiorella_mortadela/video/7084268026731695366?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7084268026731695366&source=h5_m,6515166,4483,19875,69450,732676,7084268000563645189,7084268000563645189,72,7084268000563645189,original sound - fiorella_mortadela,fiorella_mortadela,6.904862272230999e+18,fiorella_mortadela,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7084268006549162757.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/3f1d659712f0939de6cac585cfe3311f.json,False,False,[],0,0,,,,,Ecuador,#viral #parati #foryou #viral #parati #viral #parati #viral #parati #foryou #viral #parati #viral,0,0,2,0,0,0,5,0,0,6
0,EC,7103338583028681990,1653874898, ,6954492264509178886,valentinaof.4,"✨Cuenta secundaria ✨
⬇️⬇️⬇️⬇️⬇️⬇️⬇️",0,False,https://m.tiktok.com/v/7103338583028681990.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103338583028681990&source=h5_m,2294575,545,13903,495,139474,6925513071373241093,6925513071373241093,72,6925513071373241093,Tú 3er al compartir por WhatsApp es tú alma gemela,Realfary,6.843244761782093e+18,Realfary,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6931870106188270342.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/8cc13c132f9a900f3eaa192015b2af77.json,False,False,[],0,0,,,,,Ecuador,,0,0,0,0,0,0,0,0,0,0
1,EC,7089466557407022341,1650645064,#dúo con @meninaarroto #impresionado,6815998064886629382,Mamá Lola,"Si amas algo dejalo libre.
Si regresa a ti es tuyo.
Caso contrario nunca lo fue",0,False,https://m.tiktok.com/v/7089466557407022341.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089466557407022341&source=h5_m,6254639,3770,9069,12039,559371,7075091089077668613,7075091089077668613,72,7075091089077668613,original sound - meninaarroto (Contains music from: Mork & Mindy - Miracle),"Contains music from: ""Mork & Mindy""",6.809791799104882e+18,Juliana Ramos,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7075091082979101445.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/42114ad469b8893b3e834fb8735f3baf.json,False,False,[],0,0,Miracle,Mork & Mindy,original sound - meninaarroto (Contains music from: Mork & Mindy - Miracle),"Contains music from: ""Mork & Mindy""",Ecuador,#dúo #impresionado,0,0,0,0,0,0,0,0,0,0
2,EC,7101364733202238725,1653415323,@btfarmaciaseconomicas #btmanabí #btmanabi,6928836731861255173,Karlita,"Sígueme en Instagram 👆
Trabajadora y sonriente 🥰✨",0,False,https://m.tiktok.com/v/7101364733202238725.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101364733202238725&source=h5_m,882030,570,837,1211,49459,7095019005370452778,7095019005370452778,72,7095019005370452778,Tití me preguntó (Contains music from: Titi me preguntó - Aomak),"Contains music from: ""Titi me preguntó""",7.024650886308431e+18,ur/gf,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7095019029886274347.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/9a2fe9bb843dac6dca05b56ec529a95a.json,False,False,[],0,0,Aomak,Titi me preguntó,Tití me preguntó (Contains music from: Titi me preguntó - Aomak),"Contains music from: ""Titi me preguntó""",Ecuador,#btmanabí #btmanabi,0,0,0,0,0,0,0,0,0,0
3,MX,7081699073580895494,1648836554,Díganle adiós al rey de las manzanas 🍎,6570735472121151490,DorisJocelyn🦩,"🌈✨Hola! bienvenidx aqui✨🌈
Contact: dorisjocelyn@rawtalent.co
HISTORIAS 👇🏻",0,False,https://m.tiktok.com/v/7081699073580895494.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081699073580895494&source=h5_m,21865506,1709,1798,10300,1723201,6795585271782967298,6795585271782967298,10033,6795585271782967298,Steven Universe,L.Dre,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/b5c5eca2f9c746c9af5f56e3859278b4,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e73595558a81422d85c856e33f24deef,True,True,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1499842228', 'external_song_key': 'apple_song_id'}]",0,0,,,,,Ecuador,,0,0,0,0,0,0,0,0,0,0
4,EC,7088785677864684806,1650486533,#axilas #manchas #piedradealumbre #chicas #hombres #ecuador #santodomingo #combos,6873688069020107777,PINK,Tienda en línea y física de skin care Santo Domingo Ecuador,0,False,https://m.tiktok.com/v/7088785677864684806.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7088785677864684806&source=h5_m,2332192,288,365,1791,45306,6916108944612100869,6916108944612100869,72,6916108944612100869,original sound - https.angee7 (Contains music from: Bass House Sax(AJIRemix) - 阿吉野马),"Contains music from: ""Bass House Sax(AJIRemix)""",6.766359569477502e+18,ㅤAngee7ㅤ,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6916108883895356165.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/48ec0a9e82ad9d18b07b248714592e60.json,False,False,[],0,0,阿吉野马,Bass House Sax(AJIRemix),original sound - https.angee7 (Contains music from: Bass House Sax(AJIRemix) - 阿吉野马),"Contains music from: ""Bass House Sax(AJIRemix)""",Ecuador,#axilas #manchas #piedradealumbre #chicas #hombres #ecuador #santodomingo #combos,0,1,0,0,0,0,0,0,0,0
5,EC,7099654881820085509,1653017220,#dialtero1 #esmeraldas #viral,6651731667948273669,dialtero1995,Tengo una mejor idea si me sigues en Instagram (Dialtero1995) es una ayuda 🇪🇨♥,0,False,https://m.tiktok.com/v/7099654881820085509.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099654881820085509&source=h5_m,181125,330,814,1756,21882,7084339563757603630,7084339563757603630,72,7084339563757603630,original sound - enmanueldomenech,Enmanuel Domenech,2.531116297252905e+17,Enmanuel Domenech,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7084339605725563694.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/b4c70311bba198a328bfd246f3383268.json,False,False,[],0,0,,,,,Ecuador,#dialtero1 #esmeraldas #viral,0,0,0,0,0,0,0,0,0,1
6,EC,7098732973536595205,1652802569,Aaaayyyy @el_patron593 @El heder @Karol G @👑SOY FANS DE LA.BICHOTA KAROL #parati #ecuador🇪🇨 #tendencia #familifriendly,6794235446596699141,Andy Garcia tv,Para más Videos divertidos en mi Instagram ❤️,0,False,https://m.tiktok.com/v/7098732973536595205.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098732973536595205&source=h5_m,2312325,1412,5585,8723,199326,7096136713944304389,7096136713944304389,72,7096136713944304389,original sound - badbunnymp4 (Contains music from: Party - Bad Bunny & Rauw Alejandro),"Contains music from: ""Party""",6.929420602793313e+18,Badbunny,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7096136716150442757.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/9cfc7dc9027e8b376d7eff22d9b79ac2.json,False,False,[],0,0,Bad Bunny & Rauw Alejandro,Party,original sound - badbunnymp4 (Contains music from: Party - Bad Bunny & Rauw Alejandro),"Contains music from: ""Party""",Ecuador,#parati #ecuador🇪🇨 #tendencia #familifriendly,0,1,0,0,0,0,1,0,0,0
7,EC,7094725470922476806,1651869499,Así se disfruta en el Siembra !!!##elsiembra #barLoja #viral #Elsiembra #musicaenvivo #farra #qcombo,6915207944310555654,Siembra bar oficial,,0,False,https://m.tiktok.com/v/7094725470922476806.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094725470922476806&source=h5_m,5281575,986,2062,4239,160516,7094725455516814086,7094725455516814086,72,7094725455516814086,original sound - siembrabaroficial,Siembra bar oficial,6.915207944310556e+18,Siembra bar oficial,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7094725466539477766.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/5cf83a4041e228ccb091ef6675106616.json,False,False,[],0,0,,,,,Ecuador,##elsiembra #barLoja #viral #Elsiembra #musicaenvivo #farra #qcombo,0,0,0,0,0,0,0,0,0,1
0,EC,7098954910477110534,1652854248, ,6987078522816840710,Pelada H tu mujer,abran el link para entrar a whats,0,False,https://www.tiktok.com/@peladahtumujer/video/7098954910477110534?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098954910477110534&source=h5_m,611377,398,385,2338,74242,7063320014933969669,7063320014933969669,72,7063320014933969669,original sound - maestra_arlen,ᗩᖇᒪᗴᑎ ᑕᕼáᖇᖇᗩǤᗩ,6.810907244370249e+18,ᗩᖇᒪᗴᑎ ᑕᕼáᖇᖇᗩǤᗩ,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7063320142268140293.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/1ee73421d591ccd4f081dbefc54e5ad8.json,False,False,[],0,0,,,,,Ecuador,,0,0,0,0,0,0,0,0,0,0
1,EC,7099909470444080389,1653076493,El fomaforo #fypシ #guayaquil #parati #guayas #viral #josedelgadotv #fyp #ecuador #guayacos,7098181127085261829,arrechoec,Videos randon de mi lindo pais,0,False,https://www.tiktok.com/@arrechoec/video/7099909470444080389?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099909470444080389&source=h5_m,3129752,1877,17769,36626,178111,7099909461904591622,7099909461904591622,72,7099909461904591622,original sound - arrechoec,arrechoec,7.098181127085262e+18,arrechoec,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099909476761045766.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/f81dea5a15bdf81e3027f629d985b298.json,False,False,[],0,0,,,,,Ecuador,#fypシ #guayaquil #parati #guayas #viral #josedelgadotv #fyp #ecuador #guayacos,0,1,0,1,1,0,1,0,0,1
