,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,loc,test,hash_duet,hash_foryou,hash_foryoupage,hash_fyp,hash_fypシ,hash_ghanatiktok,hash_tiktok,hash_tiktokghana,hash_trending,hash_viral
7,CM,7073040117350354181,1646820486,😭😭🙌🙌🙏#237cameroun🇨🇲🔥 #fypシ #trending #cameroontiktok🇨🇲 #viral #foryou #influencer,6815855290908738566,Zita Minaj 237,"Ig: Zita_Minaj
Commercial $ fashion model 
Communication officer 
Actress 🇨🇲",0,False,https://m.tiktok.com/v/7073040117350354181.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7073040117350354181&source=h5_m,4401038,1648,668,9922,272753,7066462140634303238,7066462140634303238,72,7066462140634303238,Kumama papa (Acapella) (Contains music from: Hope - Cj fresh),"Contains music from: ""Hope""",6.902175856540042e+18,Roy The Songster,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7066462163841403653.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/b2a49336e0bc5cb20ea69154881bf2e7.json,False,False,Cj fresh,Hope,Kumama papa (Acapella) (Contains music from: Hope - Cj fresh),"Contains music from: ""Hope""",[],0,0,Ghana,#237cameroun🇨🇲🔥 #fypシ #trending #cameroontiktok🇨🇲 #viral #foryou #influencer,0,1,0,0,1,0,0,0,1,1
0,GH,7102070701015747845,1653579695,Part 1😂😂.   #trending #viral #viraltiktok #viral_video #virall #trend #trends #tiktokghana🇬🇭 #goviral,7049482768900686854,AppiagyeiAdolf,Please follow me🥹😪,0,False,https://m.tiktok.com/v/7102070701015747845.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102070701015747845&source=h5_m,513854,407,809,7285,6505,7092911702219508485,7092911702219508485,72,7092911702219508485,Chakutum Mixed By LotusBeatz,lotusbeatz,6.963992794612483e+18,lotusbeatz,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7092911714295155462.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4bcb6b09797999d0b3f903502584bb8a.json,False,False,,,,,[],0,0,Ghana,#trending #viral #viraltiktok #viral_video #virall #trend #trends #tiktokghana🇬🇭 #goviral,0,0,0,0,0,0,0,1,1,1
1,GH,7089381320278691078,1650625219,Clearing my draft🤕 #fyp #eric_shol,6642454398343905285,Shol🔥❤️,"330𝗸 𝗼𝗻 𝗜𝗻𝘀𝘁𝗮𝗴𝗿𝗮𝗺
SNAP : shol.69
INSTAGRAM: @eric_shol",0,False,https://m.tiktok.com/v/7089381320278691078.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089381320278691078&source=h5_m,1017339,449,450,7227,81124,7069209543951305518,7069209543951305518,10036,7069209543951305518,Don't Stop,Olamide,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/f807cf0993ad4fc18bf349dbbcd832f5,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/ce4e3b01067f4a12a49e813024b5ac5a,False,True,,,,,[],0,0,Ghana,#fyp #eric_shol,0,0,0,1,0,0,0,0,0,0
2,GH,7099064222071524613,1652879694,😭😂 @emmaifeanyi did you actually hop like toad & why’s my nyash shaking 🙄😂 #jusstprince #fypviral,7006867245465224197,PRINCE ❤️ 👑,"OLD ACCOUNT LIVE SHADOW BANNED
PLEASE FOLLOW ME 🥺♥️🤲
500k🥺❤️
Stay Entertained",0,False,https://m.tiktok.com/v/7099064222071524613.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099064222071524613&source=h5_m,826940,1143,2256,13612,66662,7098293211214465835,7098293211214465835,72,7098293211214465835,Carry Me Dey Go (Contains music from: Carry Me Dey Go My Husband House - O'tion),"Contains music from: ""Carry Me Dey Go My Husband House""",7.017152403180307e+18,Naijadove.tv,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7098293326113229614.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/6eb535c39c53250468348d3144cf6162.json,False,False,O'tion,Carry Me Dey Go My Husband House,Carry Me Dey Go (Contains music from: Carry Me Dey Go My Husband House - O'tion),"Contains music from: ""Carry Me Dey Go My Husband House""",[],0,0,Ghana,#jusstprince #fypviral,0,0,0,0,0,0,0,0,0,0
3,US,7085363227894353195,1649689686,Stomach,6816788082110399494,BLESSINGSHAKA,God first/Health&Wellness/Fitness.,0,False,https://m.tiktok.com/v/7085363227894353195.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085363227894353195&source=h5_m,2228863,512,1314,13458,43688,7065246509020760837,7065246509020760837,72,7065246509020760837,original sound - greatvado (Contains music from: Oshe - Kizz Daniel),"Contains music from: ""Oshe""",6.808546376440759e+18,greatvado,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7065246486094678790.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c9dc05b4397b5284c19384f3cc9d6fb8.json,False,False,Kizz Daniel,Oshe,original sound - greatvado (Contains music from: Oshe - Kizz Daniel),"Contains music from: ""Oshe""",[],0,0,Ghana,,0,0,0,0,0,0,0,0,0,0
4,GH,7097661558595063045,1652553111,The clay used in creating me isn’t different from yours #call_me_sheena #kimsheena1 #ewetiktokers #buga #thickgirl,6766704231304578054,Sheenagakpe,"Thank you for visiting my page 😊
Add me on snap (callme_sheena)",0,False,https://m.tiktok.com/v/7097661558595063045.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097661558595063045&source=h5_m,1674558,316,259,1913,71553,7093949567481285381,7093949567481285381,10036,7093949567481285381,Buga (Lo Lo Lo),Kizz Daniel & Tekno,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/1e5583a1ea154f6ba01499ffe3936b4a,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/53a160ccc5714d6c986cc822daeb6ddd,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1621384034', 'external_song_key': 'apple_song_id'}]",0,0,Ghana,#call_me_sheena #kimsheena1 #ewetiktokers #buga #thickgirl,0,0,0,0,0,0,0,0,0,0
5,FR,7097967897682775297,1652624435,…,6983655388722988034,elite__edge,"Building a disciplined, dedicated community 
#discipline",0,False,https://m.tiktok.com/v/7097967897682775297.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097967897682775297&source=h5_m,5649741,1658,47250,1028,604229,6884028852054525953,6884028852054525953,10033,6884028852054525953,Oceans (Hillsong United Remix),FOA Rockout,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/184cb45d375242dcb693c5c10814e683,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/c966f1b049764e8c823213b9e576d5f7,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1535862679', 'external_song_key': 'apple_song_id'}]",0,0,Ghana,,0,0,0,0,0,0,0,0,0,0
6,UG,7101485329042902277,1653443404,Reply to @shilapia24 here you go hun #sugarcaneremix #sugarcanechallenge #sugarcane #smashdancecrew @mayorkun,6925718101557134341,SMASH TALENT FOUNDATION,A registered NGO enabling children today to be the light and hope of tomorrow.,0,False,https://m.tiktok.com/v/7101485329042902277.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101485329042902277&source=h5_m,1070958,1708,1234,12420,123306,7086565365081328390,7086565365081328390,10036,7086565365081328390,Sugarcane - Remix,Camidoh & Mayorkun & Darkoo,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/7c00fc9fc4e6447d855a50d83cd3a261,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/ab1bb18c75314d4bbc95d0c495e5fd4f,False,True,,,,,[],0,0,Ghana,#sugarcaneremix #sugarcanechallenge #sugarcane #smashdancecrew,0,0,0,0,0,0,0,0,0,0
7,DE,7093968067482455301,1651693153,#ohemaaserwaabrakatu #foryou #f #fyp #trending #actress,6841827861792998406,Ohemaaserwaabrakatu,"Actress
IG: ohemaaserwaabrakatu
📧 : ohemaa.s@yahoo.com",0,False,https://m.tiktok.com/v/7093968067482455301.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093968067482455301&source=h5_m,316684,516,68,106,31442,7090615497695316742,7090615497695316742,72,7090615497695316742,original sound - kasoa_tv,Nana-One Kasoa,7.086225408413173e+18,Nana-One Kasoa,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7090615516808628998.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/74a5f672924cfb620929d235a367d1b4.json,False,False,,,,,[],0,0,Ghana,#ohemaaserwaabrakatu #foryou #f #fyp #trending #actress,0,1,0,1,0,0,0,0,1,0
0,GH,7098688381932047622,1652792188,@mhaaabena be careful okay😏,6809604987284014085,Real_Anita_Akuffo,"Bubbly Tv/Radio personality 📺 📻 
Brand Ambassador 📌
  Instagram • Ann_ita1⬇️",0,False,https://www.tiktok.com/@anita_akuffo/video/7098688381932047622?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098688381932047622&source=h5_m,962017,311,379,5378,44523,7096556103365872390,7096556103365872390,72,7096556103365872390,original sound - fella_makafui (Contains music from: Buga (Lo Lo Lo) - Kizz Daniel & Tekno),"Contains music from: ""Buga (Lo Lo Lo)""",6.816226357635565e+18,FellaMakafui,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7096556112568126214.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7285d7e62b529e586da9186e3ec0af78.json,False,False,Kizz Daniel & Tekno,Buga (Lo Lo Lo),original sound - fella_makafui (Contains music from: Buga (Lo Lo Lo) - Kizz Daniel & Tekno),"Contains music from: ""Buga (Lo Lo Lo)""",[],0,0,Ghana,,0,0,0,0,0,0,0,0,0,0
1,GH,7079811002333760773,1648396953,😂 @SUMSUM,6800314629153227782,Hagar Brobbey,"My old Instagram has been hacked. 
New IG: @hagar.brobbey
Snapchat:@hagarbrobbey",0,False,https://www.tiktok.com/@hagarbrobbey/video/7079811002333760773?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079811002333760773&source=h5_m,713392,291,771,10759,71665,7065195620281223941,7065195620281223941,72,7065195620281223941,original sound - tinctwyz,Tik Toker,6.983948012355667e+18,Tik Toker,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7065195617013779205.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4d665d47b49fe056aaee3925835c2390.json,False,False,,,,,[],0,0,Ghana,,0,0,0,0,0,0,0,0,0,0
2,GH,7102551047285116165,1653691535,🤣💔@COKEMAN🤪🥤 #viral #fy #mummiesbwoy,7092936726876128262,Pretty💕Queen,"Peace☮️Love❤️Friendship👬
I’m new here on this App🥺
Please help me Grow 💕🕊",0,False,https://www.tiktok.com/@queen2queen2/video/7102551047285116165?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102551047285116165&source=h5_m,124246,67,120,2311,11541,7102551019808164613,7102551019808164613,72,7102551019808164613,original sound - queen2queen2,Pretty💕Queen,7.092936726876128e+18,Pretty💕Queen,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102551038397713158.mp3,,False,False,,,,,[],0,0,Ghana,#viral #fy #mummiesbwoy,0,0,0,0,0,0,0,0,0,1
3,NG,7094617513409072389,1651844364, ,7093164906711581702,SHUGHARLAND,"CONTACT US FOR ADVERT AND PROMOTION 
FAN PAGE FOR ALL CONTENTS",0,False,https://www.tiktok.com/@shugharland/video/7094617513409072389?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094617513409072389&source=h5_m,1749601,1944,8283,18354,94784,6728562975734515713,6728562975734515713,10036,6728562975734515713,Love You So,The King Khan & BBQ Show,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,Ghana,,0,0,0,0,0,0,0,0,0,0
4,NG,7100631119644675333,1653244516, ,7093824327888634885,King Splendid,,0,False,https://www.tiktok.com/@kingsplendid890/video/7100631119644675333?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100631119644675333&source=h5_m,2223106,1839,7954,45167,195034,7100631232068717318,7100631232068717318,72,7100631232068717318,original sound - kingsplendid890 (Contains music from: Kwaku the Traveller - Black Sherif),"Contains music from: ""Kwaku the Traveller""",7.093824327888635e+18,King Splendid,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7100631231410342662.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7007eea0c0cc91689a3a28138dde584f.json,False,False,Black Sherif,Kwaku the Traveller,original sound - kingsplendid890 (Contains music from: Kwaku the Traveller - Black Sherif),"Contains music from: ""Kwaku the Traveller""",[],0,0,Ghana,,0,0,0,0,0,0,0,0,0,0
5,CM,7102903109457906949,1653773505, ,6829773256066122758,Floxybae30,"Beach body❤️
Pretty girl vibes❤️
Ig floxy-bae30-❤️
Let’s grow together 😌",0,False,https://www.tiktok.com/@floxybae30/video/7102903109457906949?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102903109457906949&source=h5_m,216883,384,710,3035,21300,7099719332732750598,7099719332732750598,72,7099719332732750598,Dj Yk carry me Dey go (Contains music from: Gentility Virus - Dj Yk Beats),"Contains music from: ""Gentility Virus""",6.66387204374025e+18,Dj Yk Beats,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099719338357279493.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/cf11ff99a5634f8dbd991723143fb179.json,False,False,Dj Yk Beats,Gentility Virus,Dj Yk carry me Dey go (Contains music from: Gentility Virus - Dj Yk Beats),"Contains music from: ""Gentility Virus""",[],0,0,Ghana,,0,0,0,0,0,0,0,0,0,0
6,GH,7103536294868815110,1653920930,I am the Real Mc #Kinaatawaa #NanaAmaMcBrown #HerExcellency #mcberrybiscuits #awakemineralwater #Softcarewipes #Pumadrink #Royaldrink shot @_serwa.ah  #BRIMM,6810133710886519813,Nana A. McBrown,Iamamamcbrown on IG,0,False,https://www.tiktok.com/@iamamamcbrowngh/video/7103536294868815110?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103536294868815110&source=h5_m,122694,141,25,141,18480,7102298617251203846,7102298617251203846,72,7102298617251203846,original sound - kinaatagh,Kofi Kinaata,6.789681237729805e+18,Kofi Kinaata,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102298604966333189.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7aaf36fa52ce6ef1741d3466a3cd736d.json,False,False,,,,,[],0,0,Ghana,#Kinaatawaa #NanaAmaMcBrown #HerExcellency #mcberrybiscuits #awakemineralwater #Softcarewipes #Pumadrink #Royaldrink #BRIMM,0,0,0,0,0,0,0,0,0,0
7,SL,7095473509400415494,1652043666, ,6829897144271651846,Y S V,,0,False,https://www.tiktok.com/@yeamavamboitiktok/video/7095473509400415494?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095473509400415494&source=h5_m,2025127,1006,732,975,96933,7093250098850728709,7093250098850728709,72,7093250098850728709,Number one (Contains music from: Number One - Dj Consequence & Dj Tarico),"Contains music from: ""Number One""",7.005517054229644e+18,Symplyciana,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7093250109030615813.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/409e1d8f877e3d05619b2ce25527dda7.json,False,False,Dj Consequence & Dj Tarico,Number One,Number one (Contains music from: Number One - Dj Consequence & Dj Tarico),"Contains music from: ""Number One""",[],0,0,Ghana,,0,0,0,0,0,0,0,0,0,0
0,GH,7096563029453688070,1652297339,Wait what😳😂 #emmaifeanyi @jusstprince @nharnhar_mickey,6890732833414775814,Emma Ifeanyi,"Welcome to my page🥰
WE ALMOST THERE GUYS😩❤️
A follow 4rm U will make it work🙏",0,False,https://www.tiktok.com/@emmaifeanyi/video/7096563029453688070?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096563029453688070&source=h5_m,7984069,4654,6424,48959,393247,7096563025087318790,7096563025087318790,72,7096563025087318790,original sound - emmaifeanyi (Contains music from: الزمن زمني - محمد رزق),"Contains music from: ""الزمن زمني""",6.890732833414776e+18,Emma Ifeanyi,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7096563051621124869.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/952cfd208a684a296d69921084d70300.json,False,False,محمد رزق,الزمن زمني,original sound - emmaifeanyi (Contains music from: الزمن زمني - محمد رزق),"Contains music from: ""الزمن زمني""",[],0,0,Ghana,#emmaifeanyi,0,0,0,0,0,0,0,0,0,0
1,GH,7096663956210666758,1652320841, ,7050038656401409029,samuelacheampong45,,0,False,https://www.tiktok.com/@samuelacheampong45/video/7096663956210666758?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096663956210666758&source=h5_m,734045,329,853,8493,59204,7097162981171170054,7097162981171170054,72,7097162981171170054,original sound - samuelacheampong45,samuelacheampong45,7.050038656401409e+18,samuelacheampong45,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7097162970068814597.mp3,,False,False,,,,,[],0,0,Ghana,,0,0,0,0,0,0,0,0,0,0
2,GH,7095466222938033413,1652041969,Me shop wo me danmu 😂😂😂💔💔💔 #daterushtv3 #rachealdaterush6 #rechealdaterush #tv3 #kumerican #daterushghana #usesound,268955314836758528,KissyRacheal,"#Tv3daterush🌈
❌Don’t like more than 5 videos❌
For ads/promo Dm or 
 Tap link👇",0,False,https://www.tiktok.com/@racheal_daterush/video/7095466222938033413?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095466222938033413&source=h5_m,479113,279,420,3246,38918,7095466205892414214,7095466205892414214,72,7095466205892414214,original sound - racheal_daterush,KissyRacheal,2.6895531483675853e+17,KissyRacheal,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7095466212621306629.mp3,,False,False,,,,,[],0,0,Ghana,#daterushtv3 #rachealdaterush6 #rechealdaterush #tv3 #kumerican #daterushghana #usesound,0,0,0,0,0,0,0,0,0,0
3,GH,7102699439487290629,1653726086, ,7080190669734691845,ModersKey🍑,Alway On God🙏💯,0,False,https://www.tiktok.com/@moderskey6/video/7102699439487290629?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102699439487290629&source=h5_m,188483,126,198,3032,10395,6774336407201646594,6774336407201646594,10033,6774336407201646594,Twerking,El Loaded,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/eb8135d586a34b0f9e9c8db0050b162c,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/62e56d517c8949f1b18643f6f7d3755e,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1492839638', 'external_song_key': 'apple_song_id'}]",0,0,Ghana,,0,0,0,0,0,0,0,0,0,0
4,GH,7093839709264284934,1651663269,#viral #ghanatiktok🇬🇭 #Jenniferbrago,7024072249523160069,jenniferbrago785,,0,False,https://www.tiktok.com/@jenniferbrago785/video/7093839709264284934?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093839709264284934&source=h5_m,142998,237,63,860,4851,7089373731226684165,7089373731226684165,10036,7089373731226684165,Number One,Dj Consequence & Dj Tarico,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/3db9cfb3b37b43bdb93324d82e6c4f43,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/a2dfc04f45f04000b060616cd44b2dbc,False,True,,,,,[],0,0,Ghana,#viral #ghanatiktok🇬🇭 #Jenniferbrago,0,0,0,0,0,1,0,0,0,1
5,GH,7093916394739289349,1651681122,❤️❤️ @wesleykessegh #erkuahofficial #cokezerosugar,6679886495132910597,erkuahofficial 🤪,"This is my only account!!!
I’m here to make you smile ☺️
Thank you for 2.7M 🎉",0,False,https://www.tiktok.com/@erkuahofficial/video/7093916394739289349?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093916394739289349&source=h5_m,1264245,476,204,2160,123914,7057260084216204037,7057260084216204037,72,7057260084216204037,Gentility sped up (Contains music from: Gentility - melvitto & Wande Coal),"Contains music from: ""Gentility""",6.786231898425738e+18,A💛,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7057260095536712453.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/50968a43ede14ebd998d4f5c3aaedd3d.json,False,False,melvitto & Wande Coal,Gentility,Gentility sped up (Contains music from: Gentility - melvitto & Wande Coal),"Contains music from: ""Gentility""",[],0,0,Ghana,#erkuahofficial #cokezerosugar,0,0,0,0,0,0,0,0,0,0
6,GN,7101695055127153926,1653492232, ,6727038654987387910,Aissatou de Mariame,,0,False,https://www.tiktok.com/@aissatousanoh/video/7101695055127153926?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101695055127153926&source=h5_m,4779279,0,8210,4495,323618,7041517715005933570,7041517715005933570,10033,7041517715005933570,Mi Amor,Marioo,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/dd4e5577dca043859dae8c8ecf4a6f07,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/9410981b4a3c4b44b7af421d12d27acb,False,True,,,,,[],0,0,Ghana,,0,0,0,0,0,0,0,0,0,0
7,GH,7096492705727139118,1652280967,#yaajacksonoriginal #trend #fyp #viral #foryoupage,6811209913109414918,Konadu Jackson,"Booking 📞020 551 6000  👌🏽 +233 55 036 1172
📞bookmaameyaa@gmail.com",0,False,https://www.tiktok.com/@yaajackson2/video/7096492705727139118?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096492705727139118&source=h5_m,588567,7,1027,414,49903,7096492607823694638,7096492607823694638,72,7096492607823694638,original sound - yaajackson2,Konadu Jackson,6.811209913109415e+18,Konadu Jackson,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7096487893287406382.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/5c120955c534caa3435d975e4c56f2fe.json,False,False,,,,,[],0,0,Ghana,#yaajacksonoriginal #trend #fyp #viral #foryoupage,0,0,1,1,0,0,0,0,0,1
0,GH,7093882908859026694,1651673326,💯#motivation #quotes,6800757007516550150,KOBBY RICCH😎✍️,"Motivation-Attitude-success 
🇬🇧🇬🇭
Follow@_kobbyricch on IG
❌No spam like❌",0,False,https://www.tiktok.com/@kobby.ricch/video/7093882908859026694?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093882908859026694&source=h5_m,294333,89,4836,20470,19636,7069982201051351813,7069982201051351813,72,7069982201051351813,original sound - dc_nuell,Ngl 🛸🖤,6.818335148151145e+18,Ngl 🛸🖤,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7069982160291121925.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/1613eee39cbe1d559a711818371424d2.json,False,False,,,,,[],0,0,Ghana,#motivation #quotes,0,0,0,0,0,0,0,0,0,0
1,US,7097650772803865898,1652550598,#fy #trending #fyp #trend #viral #thickwomen #thicklover #bbwlover,7090954126905115691,Isla ❌,No bio yet,0,False,https://www.tiktok.com/@missislamoon/video/7097650772803865898?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097650772803865898&source=h5_m,814394,755,1152,4436,45018,6879570724667804421,6879570724667804421,72,6879570724667804421,original sound - plussizetrashbag,✨Emilea✨,6.823396149928969e+18,✨Emilea✨,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6879570624306481925.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/47aa7b7a4dd7eefbd23701000fe30c1c.json,False,False,,,,,[],0,0,Ghana,#fy #trending #fyp #trend #viral #thickwomen #thicklover #bbwlover,0,0,0,1,0,0,0,0,1,1
2,NG,7103211116074913030,1653845217,@Zainab Egwuonwu,6809697548552930309,dramadoll,,0,False,https://www.tiktok.com/@destinyetiko999/video/7103211116074913030?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103211116074913030&source=h5_m,945994,1750,1103,7880,100476,7103211103043341062,7103211103043341062,72,7103211103043341062,original sound - destinyetiko999,dramadoll,6.80969754855293e+18,dramadoll,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103211122417453830.mp3,,False,False,,,,,[],0,0,Ghana,,0,0,0,0,0,0,0,0,0,0
3,GH,7102400101410229510,1653656390,Get out 😎😂,6768515019991876614,Bintu_Hajia,"IG@Bintu_hajia
Snap @h_bintu2019
Twitter @bintuhajia1
YouTube-hajiabintugh
🇬🇭",0,False,https://www.tiktok.com/@bintu_hajia/video/7102400101410229510?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102400101410229510&source=h5_m,79469,71,39,300,8627,7089721520255142661,7089721520255142661,10036,7089721520255142661,I Have Feelings for You,Keasungs,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/c050605534d9439b96c4be40b067eab3,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/29365760ad5e451a89650ce4ad93c19d,False,True,,,,,[],0,0,Ghana,,0,0,0,0,0,0,0,0,0,0
