,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,loc,test,hash_asmr,hash_foryou,hash_foryoupage,hash_funny,hash_fy,hash_fyp,hash_fypシ,hash_satisfying,hash_tiktok,hash_viral
7,DE,7072412561446014213,1646674370,Lightning rain #yzfamily,6717651461067604997,YZ,"Spreading good vibes, love and happiness since 1998 ✨💝
📧younes@totallymgmt.com",0,False,https://www.tiktok.com/@youneszarou/video/7072412561446014213?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072412561446014213&source=h5_m,35145331,4129,8074,2727,1638380,6704992801559414786,6704992801559414786,10033,6704992801559414786,Infinity,Jaymes Young,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/7861e9af59e04a7aa61cb096ab7a5652,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/1cd7ba384ad84c2d8dd663b398df1127,True,True,,,,,[],0,0,Christmas Island,#yzfamily,0,0,0,0,0,0,0,0,0,0
0,GB,7077265032492502277,1647804174,You’ll float too 🎈 Pennywise makeup! Who should I create next?,127290296282984448,Holly Murray Makeup,"IG: hollymurraymakeup 
MAKEUP 🖤
📧 elisha@connectmgt.com",0,False,https://www.tiktok.com/@hollymurraymakeup/video/7077265032492502277?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077265032492502277&source=h5_m,128445917,99369,151271,145146,15886579,6888805804963678978,6888805804963678978,72,6888805804963678978,original sound - kathryndenny (Contains music from: Popcorn! - Harlequinn),"Contains music from: ""Popcorn!""",6.747790119497713e+18,Kathryn Denny,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6990365588564626181.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/8dc3c4706c0a91f01eb53f575ea06f72.json,False,False,Harlequinn,Popcorn!,original sound - kathryndenny (Contains music from: Popcorn! - Harlequinn),"Contains music from: ""Popcorn!""",[],0,0,Christmas Island,,0,0,0,0,0,0,0,0,0,0
1,US,7079101263396326698,1648231705,Hollywood I’M HERE 🎤 Counting my blessings ❤️ (Instagram:@iamEnisa),140775024277286912,ENISA,"Singer🎤 🇦🇱
Instagram: @iamEnisa
Buy my MERCH here 👕👇🏼",0,False,https://www.tiktok.com/@enisa/video/7079101263396326698?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079101263396326698&source=h5_m,13387442,6020,8767,109051,1027363,6932451545178966017,6932451545178966017,10033,6932451545178966017,Count My Blessings,Enisa,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/95b2fe415f82467aa469fe8ddd933a1a,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/4719932e551743929ac0772be8e7e671,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1554595777', 'external_song_key': 'apple_song_id'}]",0,0,Christmas Island,,0,0,0,0,0,0,0,0,0,0
2,ES,7075830204077214982,1647470102,"🎶Esto lo hago, pa divertirme… trucos de barbero 💈⚡️ #estolohagoparadivertirme #padivertirme #barber #cortedepelo #satisfying",6905877119805867010,FABINCCI,"Tips de cortes | Estilos tendencia⚡️👇🏼
CÓDIGO DESCUENTO:""FABINCCI""
PRODUCTS🦍",0,False,https://www.tiktok.com/@fabincci/video/7075830204077214982?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075830204077214982&source=h5_m,105756419,10414,429017,566495,3888101,7071070662315509761,7071070662315509761,10033,7071070662315509761,"Residente: Bzrp Music Sessions, Vol. 49",Bizarrap & Residente,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/cc25140bb04248cc967a5b467087fdfa,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/cdf772ed1b1f4e21a043b80f72e3314b,True,True,,,,,[],0,0,Christmas Island,#estolohagoparadivertirme #padivertirme #barber #cortedepelo #satisfying,0,0,0,0,0,0,0,1,0,0
3,NG,7099541569182780678,1652990835,#africa #nigeriantiktok #trending #fypage,6812913967384822789,Henry🇳🇬 and Kaitlyn🇨🇦,"🇨🇦Join the “love army” 🇳🇬
📧henryagassi@yahoo.com
Click this👇🏿👇🏻",0,False,https://www.tiktok.com/@h.kstory/video/7099541569182780678?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099541569182780678&source=h5_m,4529810,2025,17604,49623,124167,7072092369080552198,7072092369080552198,72,7072092369080552198,original sound - teejayboy_,TeeJayBoy,6.678292076465604e+18,TeeJayBoy,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7072092374482144005.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7313a9d942ebe5e554b96f9e82ac8b73.json,False,False,,,,,[],0,0,Christmas Island,#africa #nigeriantiktok #trending #fypage,0,0,0,0,0,0,0,0,0,0
4,GB,7083145253171121410,1649173270, ,6788767636622296069,𝘉𝘢𝘣𝘢.𝘜𝘒 👑🦅^,👉🏽Add: Snapchat 💙👇🏽,0,False,https://www.tiktok.com/@babanuk/video/7083145253171121410?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7083145253171121410&source=h5_m,68512516,14052,59338,3908,5900613,7079055682208631558,7079055682208631558,72,7079055682208631558,original sound - cherifysf (Contains music from: Ainsi bas la vida - Indila),"Contains music from: ""Ainsi bas la vida""",6.997039159991731e+18,Cherif,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7079055697953983237.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c4787edd3ae75b7ff6e3ee12d158f68e.json,False,False,Indila,Ainsi bas la vida,original sound - cherifysf (Contains music from: Ainsi bas la vida - Indila),"Contains music from: ""Ainsi bas la vida""",[],0,0,Christmas Island,,0,0,0,0,0,0,0,0,0,0
5,KR,7093861395078434049,1651668315,"#behind #tutorial You're curious, right? #hellohouse",7076655704233657346,𝗛𝗲𝗹𝗹𝗼 𝗛𝗼𝘂𝘀𝗲,"ʜᴇʟʟᴏ🙋🏼‍♀️
📧 contact : soonent@soon-ent.co.kr",0,False,https://www.tiktok.com/@hellohouse_official/video/7093861395078434049?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093861395078434049&source=h5_m,37771377,14148,6717,22397,3019594,7041921629911304962,7041921629911304962,10036,7041921629911304962,Say It Right - Sped Up Remix,Nelly Furtado & Speed Radio,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/5e01190004ee45df92edbc4935bec747,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/0c167e45ed64462ba4294a53ca608b24,False,True,,,,,[],0,0,Christmas Island,#behind #tutorial #hellohouse,0,0,0,0,0,0,0,0,0,0
6,US,7099217072625814827,1652915281,“…And my Social Security Card.” #fyp #fypシ #foryou #relatable #parents #TikTokDeportes #spotlightapi,7037012290537096198,King Ronny,"Life keeps actin up today
🙄
🇮🇳👌GA",0,False,https://www.tiktok.com/@ronny.pxp/video/7099217072625814827?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099217072625814827&source=h5_m,11287482,18865,81425,40242,1928428,7086264752310684421,7086264752310684421,72,7086264752310684421,"original sound - otp_control (Contains music from: Bwoii Affi"" Watch Eh Style - 1Biggs Don)","Contains music from: ""Bwoii Affi"" Watch Eh Style""",6.893700174443906e+18,OTP Control,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7086264749293619974.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/614543879cadfc6e569b382661515aca.json,False,False,1Biggs Don,"Bwoii Affi"" Watch Eh Style","original sound - otp_control (Contains music from: Bwoii Affi"" Watch Eh Style - 1Biggs Don)","Contains music from: ""Bwoii Affi"" Watch Eh Style""",[],0,0,Christmas Island,#fyp #fypシ #foryou #relatable #parents #TikTokDeportes #spotlightapi,0,1,0,0,0,1,1,0,0,0
7,US,7098420069985815854,1652729715,Ngl this is a bop 🐝 did I go to KFC just for a bucket? Yes…but it was worth it. #pandapuppy #dog #puppy,19994247,Huxley the Panda Puppy🐼🐶(pandaloon,"DMs on IG, CEO of Pandaloon from Shark Tank. Follow for ur dose of serotonin☺️",0,False,https://www.tiktok.com/@huxleythepandapuppy/video/7098420069985815854?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098420069985815854&source=h5_m,5434616,8698,43403,22853,602449,7083738441447459585,7083738441447459585,72,7083738441447459585,Bumble Bee Who Likes KFC (Contains music from: Immortal - Legacy Hits),"Contains music from: ""Immortal""",6.642509767414383e+18,Jordan Raskopoulos,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7083738391308667650.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/62e87d92d527e30efcb8e7ec98c93336.json,False,False,Legacy Hits,Immortal,Bumble Bee Who Likes KFC (Contains music from: Immortal - Legacy Hits),"Contains music from: ""Immortal""",[],0,0,Christmas Island,#pandapuppy #dog #puppy,0,0,0,0,0,0,0,0,0,0
0,PH,7103470903308127515,1653905703,minor moments? WHAT?! #unshadowbannedme,7017787534692336641,what?,juri's gf,0,False,https://www.tiktok.com/@shehatescris/video/7103470903308127515?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103470903308127515&source=h5_m,156471,1606,393,400,15741,7091814514882104106,7091814514882104106,72,7091814514882104106,sweetest pie by doja and dua,im in love with pearce joza,7.051294435537847e+18,im in love with pearce joza,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7091814548730039082.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/bd9ec6bf6f15fba502d856841bed0af1.json,False,False,,,,,[],0,0,Christmas Island,#unshadowbannedme,0,0,0,0,0,0,0,0,0,0
1,US,7102852511073193262,1653761723,Newton’s 3rd law ib:@Saul woehrling,127576326529576960,Étienne Najman,"INSTAGRAM - etiennenajman 
all jokes ~ good vibes
📥 etiennetiktok@gmail.com",0,False,https://www.tiktok.com/@etiennenajman/video/7102852511073193262?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102852511073193262&source=h5_m,10065086,25287,29674,36024,1635684,7102852464726084394,7102852464726084394,72,7102852464726084394,original sound - etiennenajman,Étienne Najman,1.2757632652957696e+17,Étienne Najman,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7102852503544335146.mp3,,False,False,,,,,[],0,0,Christmas Island,,0,0,0,0,0,0,0,0,0,0
2,GB,7084332454684806406,1649449686,#beyou,6972403573964489733,BeYOU,"🙏follow,like &share🇬🇧",0,False,https://www.tiktok.com/@beyou_2022/video/7084332454684806406?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7084332454684806406&source=h5_m,11271435,5367,139392,238940,373685,7055020402669554437,7055020402669554437,72,7055020402669554437,original sound - daniel.ux,daniel.ux,6.85902532397292e+18,daniel.ux,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7055020437394328326.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/54c5488d6804d0daf2b777c594d1c584.json,False,False,,,,,[],0,0,Christmas Island,#beyou,0,0,0,0,0,0,0,0,0,0
3,US,7087698088407731499,1650233309,Dad rating my girlfriend’s accent😂,6656544744476524550,Joe Mele,"Do what you love :)
✉️mmmjoemele@gmail.com
Verizon⬇️",0,False,https://www.tiktok.com/@mmmjoemele/video/7087698088407731499?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087698088407731499&source=h5_m,45596910,13789,17266,39416,6517507,7087698047211244331,7087698047211244331,72,7087698047211244331,original sound - mmmjoemele (Contains music from: Elevator Music - Bohoman),"Contains music from: ""Elevator Music""",6.656544744476525e+18,Joe Mele,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7087698096389393195.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4880585568f91ff6f0e1d298f50f8b0c.json,False,False,Bohoman,Elevator Music,original sound - mmmjoemele (Contains music from: Elevator Music - Bohoman),"Contains music from: ""Elevator Music""",[],0,0,Christmas Island,,0,0,0,0,0,0,0,0,0,0
4,KR,7090183908800662785,1650812085,#stitch #이어찍기 #추천 #fyp #viral #xyzbca #korean #おすすめ,6869286989888406529,원정맨 WonJeong,"🇰🇷 Korean 🇰🇷
 ▼ MAMAAAA ▼
SOONENT
🔽 원정맨 클래스 🔽",0,False,https://www.tiktok.com/@ox_zung/video/7090183908800662785?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090183908800662785&source=h5_m,96471070,11606,20047,81229,5577987,7090183905038322434,7090183905038322434,24,7090183905038322434,original sound - ox_zung,원정맨 WonJeong,6.869286989888407e+18,원정맨 WonJeong,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7090183826214800130.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/97ea6b32ffce05d4faa245e74e613cee.json,False,False,,,,,[],0,0,Christmas Island,#stitch #이어찍기 #추천 #fyp #viral #xyzbca #korean #おすすめ,0,0,0,0,0,1,0,0,0,1
5,US,7090619360796167470,1650913471,Whoops 🎂😂,6740372348631942150,TheRealHammyTV,The couple that everyone else copy’s😉 best on Tiktok voted 2022 🚀,0,False,https://www.tiktok.com/@therealhammytv/video/7090619360796167470?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090619360796167470&source=h5_m,21350304,4634,10141,12602,837533,6728562975734515713,6728562975734515713,10036,6728562975734515713,Love You So,The King Khan & BBQ Show,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,Christmas Island,,0,0,0,0,0,0,0,0,0,0
6,DE,7095800108310187265,1652119708,Black kurta superiority is back 🤩,6654093432934744070,Nic Kaufmann,"bee yourself 🐝

CHECK OUT YOUTUBE AND INSTA ⤴️",0,False,https://www.tiktok.com/@nickaufmann/video/7095800108310187265?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095800108310187265&source=h5_m,7171053,13356,2671,77,782702,7038982678271544069,7038982678271544069,10036,7038982678271544069,Sway (Sped Up Version),Michael Bublé,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/8d38123e3caf473081c33fe9eb11d06b,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/f97f2b3227bb4a0eb8dd03c8e1e5c693,False,True,,,,,[],0,0,Christmas Island,,0,0,0,0,0,0,0,0,0,0
7,GB,7084665454609911045,1649527219,Reply to @los_suns  🌈👹Here we go… AGGRESSIVE RAINBOW MIX!👹🌈 #fyp #fypシ #foryoupage #rainbow #slam #sweet #asmr,6916928945032201218,Poppin Candy,"🍭 Online Candy Store 🍭
☝️ Follow our Instagram ☝️
🌎 Worldwide Shipping 🌎",0,False,https://www.tiktok.com/@poppincandyofficial/video/7084665454609911045?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7084665454609911045&source=h5_m,40550515,21485,15907,45641,2386112,7084665450948971269,7084665450948971269,72,7084665450948971269,original sound - poppincandyofficial,Poppin Candy,6.916928945032201e+18,Poppin Candy,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7084665456728427269.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/b0e3159f3edd1b420d03d5be737d89e0.json,False,False,,,,,[],0,0,Christmas Island,#fyp #fypシ #foryoupage #rainbow #slam #sweet #asmr,1,0,1,0,0,1,1,0,0,0
0,US,7075664836520152322,1647431599,why do they look so funny,6561695017990504449,Krutika 🐥,"Just a weeb that likes anime, kdrama and games 🤡",0,False,https://www.tiktok.com/@themermaidscale/video/7075664836520152322?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075664836520152322&source=h5_m,6800515,4895,5351,23204,1037005,7075664831147838209,7075664831147838209,24,7075664831147838209,original sound - themermaidscale (Contains music from: Mujeriego - Ryan Castro),"Contains music from: ""Mujeriego""",6.561695017990504e+18,Krutika 🐥,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7075664834620394241.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/bae5c0b4864f9b8fe3e6482e9dc11c62.json,False,False,Ryan Castro,Mujeriego,original sound - themermaidscale (Contains music from: Mujeriego - Ryan Castro),"Contains music from: ""Mujeriego""",[],0,0,Christmas Island,,0,0,0,0,0,0,0,0,0,0
1,DE,7079104377373412614,1648232429,the tension between best friends is special #viral#pov#foryou#elevatorboys @Amp World,6813884539272201221,jacob rott,"IG: jacobrott
boy meets world 🌍 

𝕳𝖊𝖑𝖑 𝖜𝖆𝖘 𝖇𝖔𝖗𝖎𝖓𝖌",0,False,https://www.tiktok.com/@jacob_rtt/video/7079104377373412614?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079104377373412614&source=h5_m,6020387,2428,1811,558,719211,6754513980556872450,6754513980556872450,24,6754513980556872450,original sound - oh__wo (Contains music from: Little Bit - MattyBRaps),"Contains music from: ""Little Bit""",6.752827045313299e+18,Oh,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/1649054595330049.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/8767350a92dc6ba1e2acb9863e1019a5.json,False,False,MattyBRaps,Little Bit,original sound - oh__wo (Contains music from: Little Bit - MattyBRaps),"Contains music from: ""Little Bit""",[],0,0,Christmas Island,#viral#pov#foryou#elevatorboys,0,1,0,0,0,0,0,0,0,1
2,GB,7083953867737533701,1649361539,Forgot I had this in my drafts. Lomond the shire always trims up well! #forfarriersbyfarriers #farriersoftiktok #farrier #equestrian #horse #shirehorse #fyp #fypシ #fypage #foryou #foryoupage #asmr #asmrvideo #satusfying #viral #JDAirMaxMode,6930384587320099845,forfarriersbyfarriers,"Educational farriery content
Business enquiries 📨 info@ffbfmedia.com
links
 👇",0,False,https://www.tiktok.com/@forfarriersbyfarriers/video/7083953867737533701?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7083953867737533701&source=h5_m,44765319,25023,6993,8671,2199821,7083953853653175045,7083953853653175045,72,7083953853653175045,original sound - forfarriersbyfarriers,forfarriersbyfarriers,6.9303845873201e+18,forfarriersbyfarriers,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7083953873282550533.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/0905d3c868a2e48726934ab60ebbdb1c.json,False,False,,,,,[],0,0,Christmas Island,#forfarriersbyfarriers #farriersoftiktok #farrier #equestrian #horse #shirehorse #fyp #fypシ #fypage #foryou #foryoupage #asmr #asmrvideo #satusfying #viral #JDAirMaxMode,1,1,1,0,0,1,1,0,0,1
3,AE,7089522864478555398,1650658173,Thank you guys for the messages ❤️ Will be back stronger 🙏🏻💪🏻,6660915534395572230,Football Freestyle champion,Football match with Ronaldinho 🔥⚽️,0,False,https://www.tiktok.com/@seanfreestyle/video/7089522864478555398?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089522864478555398&source=h5_m,13313917,1473,847,3730,469897,5000000001472346288,5000000001472346288,71,5000000001472346288,Ramenez la coupe à la maison,Vegedream,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/79b9140ded9e47d48a4645bbd8cf1df1,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/9728f991f1b64978be1d0c6edd45c5e0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1413378395', 'external_song_key': 'apple_song_id'}]",0,0,Christmas Island,,0,0,0,0,0,0,0,0,0,0
4,AU,7085019761389751553,1649609713,Can you guess where I was 👀? | DC: @Niana Guerrero,6740536157644784646,🌸Mama Unice🌸,"𝐈𝐆:unicewani
🇺🇬🇦🇺𝟏𝟗
📨: unicewani@viralnationtalent.com",0,False,https://www.tiktok.com/@unicewani/video/7085019761389751553?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085019761389751553&source=h5_m,72663134,152449,141573,126028,9352488,7067047232037702426,7067047232037702426,24,7067047232037702426,original sound - nianaguerrero (Contains music from: Wait a Minute! - WILLOW),"Contains music from: ""Wait a Minute!""",10542006.0,Niana Guerrero,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7067052920260348698.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/64217ffb019396fed1d7e93272e5fc95.json,False,False,WILLOW,Wait a Minute!,original sound - nianaguerrero (Contains music from: Wait a Minute! - WILLOW),"Contains music from: ""Wait a Minute!""",[],0,0,Christmas Island,,0,0,0,0,0,0,0,0,0,0
5,US,7081036369933372714,1648682256,@oliver6060 #SmellLikeIrishSpring #xyzbca #fyp #viral,6984097241485067270,King quran 🤴🏾,If you have a small business and want a s/o P.O. Box 3091 Rome ga 30164,0,False,https://www.tiktok.com/@kingqurannewpage/video/7081036369933372714?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081036369933372714&source=h5_m,30952235,126418,86249,77762,2259085,7071556652830362369,7071556652830362369,72,7071556652830362369,Who is that fine babe (Contains music from: I am Back Lugro - Muzammal),"Contains music from: ""I am Back Lugro""",6.549887749187442e+18,Ani,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7071554184700627714.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/591b399a88839dc02293cca93f191655.json,False,False,Muzammal,I am Back Lugro,Who is that fine babe (Contains music from: I am Back Lugro - Muzammal),"Contains music from: ""I am Back Lugro""",[],0,0,Christmas Island,#SmellLikeIrishSpring #xyzbca #fyp #viral,0,0,0,0,0,1,0,0,0,1
6,US,7093133697959988522,1651498887,I think I was deeper.  What you think? #skimboarding #skimeverything #shorebreak #thewedge #newportbeach #wedge,6742923645120988165,blairconklin,"3X World Champion Skimboarder
Studied environmental science at UC Berkeley",0,False,https://www.tiktok.com/@blairconklin/video/7093133697959988522?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093133697959988522&source=h5_m,9089588,1291,3502,2943,471477,6764217897637136386,6764217897637136386,10033,6764217897637136386,AirplaneMode,BONES,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/59e9a89d3e5c4f5592e9850c007b8aca,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/f34af59515144408bc01c1078243a2b0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1489541288', 'external_song_key': 'apple_song_id'}]",0,0,Christmas Island,#skimboarding #skimeverything #shorebreak #thewedge #newportbeach #wedge,0,0,0,0,0,0,0,0,0,0
7,GB,7078740788099747077,1648147775,😭everyone school has that one couple #hasslegrand,7064571715095266310,Hass,"🇨🇮

Everydayyyyyy Broo",0,False,https://www.tiktok.com/@hasstv_/video/7078740788099747077?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078740788099747077&source=h5_m,7174948,36971,38381,69374,1171135,7078740764733360902,7078740764733360902,72,7078740764733360902,original sound - hasstv_,Hass,7.064571715095266e+18,Hass,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7078740791614638854.mp3,,False,False,,,,,[],0,0,Christmas Island,#hasslegrand,0,0,0,0,0,0,0,0,0,0
0,DE,7071326875288718597,1646421589,🤤🤤 #oreo #mugcake #foryou #viral,6818027176529888261,Randa 💫,"Good food, good mood ✨️
Daily easy recipes🤌 
Pharmacist💊
Mom
📍🇩🇪",0,False,https://www.tiktok.com/@cookwithranda/video/7071326875288718597?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7071326875288718597&source=h5_m,35489456,11444,94409,3888,2352176,6925469460522355462,6925469460522355462,72,6925469460522355462,original sound - guitarman3245,Owen,6.840161177248957e+18,Owen,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6925469489567992581.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/fe6413c2d5959eb102702d0532fcd3bd.json,False,False,,,,,[],0,0,Christmas Island,#oreo #mugcake #foryou #viral,0,1,0,0,0,0,0,0,0,1
1,GB,7102716175288700165,1653729982,Animal comedy #animalcomedyjam credits@djmeechymeech #funnymemes #memes #fypシ #fyp #meme,7055215445499184134,Animal Comedy Jam😂Funny clips,Funny animal voice-over clips.,0,False,https://www.tiktok.com/@animalcomedyjam/video/7102716175288700165?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102716175288700165&source=h5_m,4725436,2727,10069,31031,506538,7102716149586299653,7102716149586299653,73,7102716149586299653,Original Sound,Unknown,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102716130594196229.mp3,,False,False,,,,,[],0,0,Christmas Island,#animalcomedyjam #funnymemes #memes #fypシ #fyp #meme,0,0,0,0,0,1,1,0,0,0
2,BE,7100200104870595845,1653144163,#thebluecrew💙 #fy #fyp,1884188,Ken demarteau,#thebluecrew💙cap or fact from🇧🇪 MGMNT : peter@absolutep.com📩,0,False,https://www.tiktok.com/@ken...demarteau/video/7100200104870595845?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100200104870595845&source=h5_m,9858640,1807,800,4688,356783,7100200103939427077,7100200103939427077,72,7100200103939427077,original sound - ken...demarteau,Ken demarteau,1884188.0,Ken demarteau,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7100200099372485381.mp3,,False,False,,,,,[],0,0,Christmas Island,#thebluecrew💙 #fy #fyp,0,0,0,0,1,1,0,0,0,0
