,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,loc,test,hash_asmr,hash_foryou,hash_foryoupage,hash_funny,hash_fyp,hash_fypシ,hash_movie,hash_oscarsathome,hash_polytiktok,hash_viral
5,AU,7076384299766861057,1647599113,🇮🇳,6739019115389109253,🖕🏽,10ft w a fat heD🕺🏽,0,False,https://www.tiktok.com/@phhatlaho/video/7076384299766861057?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7076384299766861057&source=h5_m,120555,68,40,193,6859,7074942661089970946,7074942661089970946,72,7074942661089970946,original sound - auntypops_ (Contains music from: Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground) (Single) - Shakira),"Contains music from: ""Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground) (Single)""",6.620670955562828e+18,AuntyPops🥥,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7074942629792058113.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/1a8d52d6f4912893ae9834b28035e30d.json,False,False,Shakira,Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground) (Single),original sound - auntypops_ (Contains music from: Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground) (Single) - Shakira),"Contains music from: ""Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground) (Single)""",[],0,0,American Samoa,,0,0,0,0,0,0,0,0,0,0
6,GB,7100608129523649797,1653239163,CHICKEN ALFREDO MEAL PREP🙏 #fyp #goviral #mealprep #alfredo #highprotein,6906993361435116546,Zack.Chug,"Insta ~ Zack.Chug‼️
Check my COOKBOOK for more recipes🙏
COOKBOOK LINK⬇️",0,False,https://www.tiktok.com/@zack.chug/video/7100608129523649797?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100608129523649797&source=h5_m,4365476,863,13637,34484,244590,7038982678271544069,7038982678271544069,10036,7038982678271544069,Sway (Sped Up Version),Michael Bublé,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/8d38123e3caf473081c33fe9eb11d06b,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/f97f2b3227bb4a0eb8dd03c8e1e5c693,False,True,,,,,[],0,0,American Samoa,#fyp #goviral #mealprep #alfredo #highprotein,0,0,0,0,1,0,0,0,0,0
7,US,7077758088542981422,1647918972,🤣idk my dad what from the mountains of caucasus but I was around my uncle and his wife alot #tongan #tongantiktok #samoa #polynesian #polynesiantiktok #islander #islandertiktok #foryoupage #foryoupageofficiall #fyp #fypシ,6804196806755501061,Tolo,"♌️ 🏳️‍🌈
Ofas to all 23.8K of yall🇹🇴",0,False,https://www.tiktok.com/@coleman676/video/7077758088542981422?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077758088542981422&source=h5_m,123413,266,129,342,24431,7077758078581689134,7077758078581689134,72,7077758078581689134,original sound - coleman676,Tolo,6.804196806755501e+18,Tolo,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7077758088345930538.mp3,,False,False,,,,,[],0,0,American Samoa,#tongan #tongantiktok #samoa #polynesian #polynesiantiktok #islander #islandertiktok #foryoupage #foryoupageofficiall #fyp #fypシ,0,0,1,0,1,1,0,0,0,0
0,AS,7082852845547998506,1649105188,"He doesn’t want to hold my hand, he hates me 🤣🥴 #foryou  #afairshotwithblock #viral #couple #couplecomedy #fyp",6787577742168572934,TheVakis❤️,"🇦🇸🇼🇸🇹🇴
Just a couple having fun🥴🤣❤️
We ❤️ our kids Jade, Mila & Miracle!",0,False,https://www.tiktok.com/@penlanivaki22/video/7082852845547998506?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7082852845547998506&source=h5_m,62852,41,1,1,2274,6980344033805617926,6980344033805617926,72,6980344033805617926,u can hold my hand,judi,6.718885463874127e+18,judi,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6991707692557454082.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/0af7bf34ed5111ef329022cc5dc78ecc.json,False,False,,,,,[],0,0,American Samoa,#foryou #afairshotwithblock #viral #couple #couplecomedy #fyp,0,1,0,0,1,0,0,0,0,1
1,AS,7084201063426919726,1649419095,@Beyoncé I am definitely your lost twin😂😂 Love you QUEEN😍 #BigComfy #OscarsAtHome #samoancomedy #EasyWithAdobeExpress,6575254887885553670,𝐧𝐞𝐞𝐞𝐞𝐞𝐞𝐤𝐨𝐨𝐨𝐨𝐨,刀ﾉᄃの ｲひｱひの刀の,0,False,https://www.tiktok.com/@nicodawidow/video/7084201063426919726?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7084201063426919726&source=h5_m,13293,37,14,5,600,6945370357490666242,6945370357490666242,72,6945370357490666242,Rat x I LOVE U (Contains music from: I Love U - Kevin Rater),"Contains music from: ""I Love U""",6.571344793363743e+18,akesha trab,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6945370330567379714.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/060d9a4139435e14e042250e5eeb4a8b.json,False,False,Kevin Rater,I Love U,Rat x I LOVE U (Contains music from: I Love U - Kevin Rater),"Contains music from: ""I Love U""",[],0,0,American Samoa,#BigComfy #OscarsAtHome #samoancomedy #EasyWithAdobeExpress,0,0,0,0,0,0,0,1,0,0
2,US,7081983442291871019,1648902766,shoutout to #mecklenburgfiredepartment #animalservices #704 #queencity #racoon 🦝 #fypシ,6780775438538949633,Shonta Caudle,"Charlotte da Queen City NC

SC👻 : @stylzc_grindin 
       ✌🏽💚🤞🏽🤘🏽🤌🏽",0,False,https://www.tiktok.com/@stylzc88/video/7081983442291871019?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081983442291871019&source=h5_m,9153085,16944,58136,1361,1046820,7081983345143614251,7081983345143614251,72,7081983345143614251,original sound - stylzc88,Shonta Caudle,6.78077543853895e+18,Shonta Caudle,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7081983441453140782.mp3,,False,False,,,,,[],0,0,American Samoa,#mecklenburgfiredepartment #animalservices #704 #queencity #racoon #fypシ,0,0,0,0,0,1,0,0,0,0
3,CA,7093496104553155845,1651583266,For everyone that missed it!! Thank you all for supporting us on our LIVES❤️ #fyp #trickshot #trending #viral,7021222790406472710,Cory&Natalie,"Twin flame couple, funny loving blended family
💞🔥💞
Cory.natalie21@gmail.com",0,False,https://www.tiktok.com/@cory_natalie/video/7093496104553155845?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093496104553155845&source=h5_m,35722,67,17,0,1510,6871277975694739469,6871277975694739469,10036,6871277975694739469,Le Calin,斌杨Remix,,,False,False,,https://sf16-music-sign.tiktokcdn.com/obj/tos-useast2a-v-2774/f6834dbcd5074b0683b82c45c6feec69?x-expires=1653898759&x-signature=XO8CW9qfDav26aHwF%2Bh66w%2FEoTg%3D,False,True,,,,,[],0,0,American Samoa,#fyp #trickshot #trending #viral,0,0,0,0,1,0,0,0,0,1
4,BR,7101278472147913990,1653395241,Taehyung is an angel #Jimin #taehyung #bts #nuest,6814072938149463045,Sofs,"🐣 | OT7
 only army
SPAM LIKE BLOQ!!",0,False,https://www.tiktok.com/@95jimin_park/video/7101278472147913990?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101278472147913990&source=h5_m,3191474,1896,1874,4852,541836,6732318910667901702,6732318910667901702,10036,6732318910667901702,Into Your Arms (feat. Ava Max),Witt Lowry,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/66a3f99d302345758fb7b5e37bb19ee6,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/6565c284d5d9436f8b20c0c862224c06,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1390134105', 'external_song_key': 'apple_song_id'}]",0,0,American Samoa,#Jimin #taehyung #bts #nuest,0,0,0,0,0,0,0,0,0,0
5,GB,7089372740624387334,1650623221,Reply to @thatdudeklajdi I don’t think Tommy approved of the white air forces @Nike #fyp #funny #viral #tortoise #TommyShellby #shoe #bonk,6917323930975060994,PhatOnions,"Official Page for Tommy Shellby 🐢 

Business: xicurtisixbusiness@gmail.com",0,False,https://www.tiktok.com/@phatonions/video/7089372740624387334?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089372740624387334&source=h5_m,26931522,72980,163420,142486,3320029,7089372695577627397,7089372695577627397,72,7089372695577627397,original sound - phatonions,PhatOnions,6.917323930975061e+18,PhatOnions,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7089372708294642438.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4c02178704084549a40e68001a2a20d1.json,False,False,,,,,[],0,0,American Samoa,#fyp #funny #viral #tortoise #TommyShellby #shoe #bonk,0,0,0,1,1,0,0,0,0,1
6,US,7102237095187713326,1653618435,Garlic chicken wings#deliciousfood #crispychicken #foodtiktok #foodie #chickenwings,7068964200152826923,farwik malo,"Food will be update every day,follow me to cook food.",0,False,https://www.tiktok.com/@farwikmalo/video/7102237095187713326?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102237095187713326&source=h5_m,1539346,202,7897,18757,65754,7082370286401702683,7082370286401702683,24,7082370286401702683,Wait A Minute! (Duckhead Edit) (Contains music from: Wait a Minute! - WILLOW),"Contains music from: ""Wait a Minute!""",6.508494589473112e+18,Duckhead Dj Kasur,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7082370305552829210.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/241863689ab47c011269273c5f206d17.json,False,False,WILLOW,Wait a Minute!,Wait A Minute! (Duckhead Edit) (Contains music from: Wait a Minute! - WILLOW),"Contains music from: ""Wait a Minute!""",[],0,0,American Samoa,#deliciousfood #crispychicken #foodtiktok #foodie #chickenwings,0,0,0,0,0,0,0,0,0,0
7,GB,7101405980910521605,1653424928, ,7095829644801606661,Stir_it,"I love joke I really  do and we’ve 2 lough when we’ve 2😉
   Instagram:stir_it_",0,False,https://www.tiktok.com/@stir_it/video/7101405980910521605?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101405980910521605&source=h5_m,2459786,1445,1495,1133,184854,7101405976057891590,7101405976057891590,72,7101405976057891590,original sound - stir_it,Stir_it,7.095829644801607e+18,Stir_it,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7101405980071561990.mp3,,False,False,,,,,[],0,0,American Samoa,,0,0,0,0,0,0,0,0,0,0
0,AS,7098332313657838850,1652709283,сходила я значит на концерт...☠🧕🏽 #cmhqw #cmh #fyp #рек,6843776225098368005,☠,"легенда 
крейзи мега заебался🧕🏽",0,False,https://www.tiktok.com/@cmhqw/video/7098332313657838850?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098332313657838850&source=h5_m,41576,21,19,52,5629,7098332375389604609,7098332375389604609,72,7098332375389604609,original sound - cmhqw,☠,6.843776225098368e+18,☠,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7098332360608942850.mp3,,False,False,,,,,[],0,0,American Samoa,#cmhqw #cmh #fyp #рек,0,0,0,0,1,0,0,0,0,0
1,AS,7075162573817007406,1647314657,"After 7 months, he made it official lol Logo 🥰 #bf #SmoothLikeNitroPepsi #polytiktok🇦🇸🇼🇸 #ForYouPage #fyp #allforyou",3171768,Brenda Foleni,📍684 🇦🇸,0,False,https://www.tiktok.com/@brendafoleni/video/7075162573817007406?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075162573817007406&source=h5_m,17189,68,17,0,837,7007392461492603650,7007392461492603650,72,7007392461492603650,original sound - ericapadilla,erica padilla,6.733065127119816e+18,erica padilla,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7007392456882899714.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/435bd3f0264aef30d66820ff5c484026.json,False,False,,,,,[],0,0,American Samoa,#bf #SmoothLikeNitroPepsi #polytiktok🇦🇸🇼🇸 #ForYouPage #fyp #allforyou,0,0,1,0,1,0,0,0,1,0
2,GB,7103109842235297029,1653821640,#movie,7029584073781707782,kaittyfly,Vx:atang705,0,False,https://www.tiktok.com/@kaittyfly/video/7103109842235297029?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103109842235297029&source=h5_m,119692,25,12,38,7372,6993038431844567042,6993038431844567042,10033,6993038431844567042,Emotional Islamic Music,Arslan Chaudhry,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/dc3e399df70a49a4b0748437d284f0b3,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/a7eb0d581fa5490b91b5ea0ef05ba12d,False,True,,,,,[],0,0,American Samoa,#movie,0,0,0,0,0,0,1,0,0,0
3,GB,7102772450420608261,1653743083,New,7065557898605233158,akfilm7,"Life is like a movie
Movies like life
great movies are updated daily",0,False,https://www.tiktok.com/@akfilm7/video/7102772450420608261?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102772450420608261&source=h5_m,204614,82,17,90,8737,6856378543438301185,6856378543438301185,10033,6856378543438301185,Epic,Joystock,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/e1a617fb1648473e93878e411443f517,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/6f1493c3e6884fdab6c7ac90cbb8d009,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1526027294', 'external_song_key': 'apple_song_id'}]",0,0,American Samoa,,0,0,0,0,0,0,0,0,0,0
4,US,7081750964923010350,1648848637,Reply to @liljlee2,6770811947673404422,Spicy Cam,"Spice King
Spicyycam@gmail.com (Personal)
Spicyycam@carter-agency.com (Inquires)",0,False,https://www.tiktok.com/@spicyycam_/video/7081750964923010350?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081750964923010350&source=h5_m,29103083,13895,4219,3643,4368371,7081750964394265386,7081750964394265386,72,7081750964394265386,original sound - spicyycam_,Spicy Cam,6.770811947673404e+18,Spicy Cam,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7081750970245434154.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/d8cc5efdf063fc76ba43324fe0725acd.json,False,False,,,,,[],0,0,American Samoa,,0,0,0,0,0,0,0,0,0,0
5,US,7081394921734802731,1648765738,🥶🥶🥶🤣,6961233846168486918,AJ💈,"20 Years old 🥶
Harlingen, TX📍
Student barber 📚
150+ cutz of experience 📈",0,False,https://www.tiktok.com/@blurryblendz/video/7081394921734802731?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081394921734802731&source=h5_m,3689698,6989,16815,2236,525511,7081394899421039402,7081394899421039402,72,7081394899421039402,original sound - blurryblendz,AJ💈,6.961233846168487e+18,AJ💈,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7081394919369149226.mp3,,False,False,,,,,[],0,0,American Samoa,,0,0,0,0,0,0,0,0,0,0
6,US,7086333190582914309,1649915521,Rate the result 1-10 🐣 Don’t try this at home ❌ #satisfying #stressrelief,6718768300996707334,Finn 🔥,"Management: lyonel@grail-talent.com
🦘 Rowdy Roos",0,False,https://www.tiktok.com/@finnsreality/video/7086333190582914309?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086333190582914309&source=h5_m,252565,251,32,86,7667,7081419672536500226,7081419672536500226,10033,7081419672536500226,As It Was,Harry Styles,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/25197674747a44b490b5e3b3fafae639,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/0636caaeca344b11afac64c904af7ffb,False,True,,,,,[],0,0,American Samoa,#satisfying #stressrelief,0,0,0,0,0,0,0,0,0,0
7,VN,7074565581969689862,1647175659, ,7008197815676290054,zenlive,❤️ Follow me! ❤️,0,False,https://www.tiktok.com/@quanghue1709/video/7074565581969689862?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7074565581969689862&source=h5_m,37508414,5436,57151,144584,416961,7074565550126418693,7074565550126418693,72,7074565550126418693,original sound - quanghue1709,zenlive,7.00819781567629e+18,zenlive,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7074565571139930885.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7a3864ec52b372bedbf054c9a835a962.json,False,False,,,,,[],0,0,American Samoa,,0,0,0,0,0,0,0,0,0,0
0,AS,7078407219104189742,1648070109,#draft aha dm me I was having fun with my brother’s toys😂😭💔#LizzosBigGrrrls,6675941328343729158,Kasia💨❤️,"🤓💛
WDIF🫶🏻💗",0,False,https://m.tiktok.com/v/7078407219104189742.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078407219104189742&source=h5_m,12366,0,2,9,836,7014868732271004417,7014868732271004417,72,7014868732271004417,Kingdanzz and FingerDanceMusic Remix Bow Bow Bow,FingerDanceMusic,6.958351653893309e+18,FingerDanceMusic,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7014868738247805697.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/11f042a39eba9a0bee69019cf10979bc.json,False,False,,,,,[],0,0,American Samoa,#draft #LizzosBigGrrrls,0,0,0,0,0,0,0,0,0,0
1,AS,7084105235278433538,1649396784,😎😎😎#realestate #villa #luxury #mansion #design #interiordesign #housetour #house #foryou #houseparty #for,6899273834404119557,Curry,There will always be a set of interest design schemes you like!,0,False,https://m.tiktok.com/v/7084105235278433538.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7084105235278433538&source=h5_m,237921,91,307,1078,19293,6990441958090999809,6990441958090999809,10033,6990441958090999809,Unstoppable,Sia,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/93b99b155d1f4a9eb1402a467e66e981,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/5c6ffe5a760b4ddab5229012fd23f3f9,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1162482538', 'external_song_key': 'apple_song_id'}]",0,0,American Samoa,#realestate #villa #luxury #mansion #design #interiordesign #housetour #house #foryou #houseparty #for,0,1,0,0,0,0,0,0,0,0
2,US,7076055021342838058,1647522447,This lives in my head rent free 😭🤣 #macysownyourstyle #fyp #AerieREAL #trending #fypシ #lmao #viral,6726959069850895366,REALITY BABE 🦋,"Thanks to 50K
51K? 🥴🫣",0,False,https://m.tiktok.com/v/7076055021342838058.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7076055021342838058&source=h5_m,3753108,13952,34714,9454,984627,7076054969975098158,7076054969975098158,72,7076054969975098158,original sound - realitytv_star (Contains music from: Damn Hoe / Nose Piercing - Hey Santana),"Contains music from: ""Damn Hoe / Nose Piercing""",6.726959069850895e+18,REALITY BABE 🦋,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7076055013126130475.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/e880e28d59e7598f1d973bdb12af70c3.json,False,False,Hey Santana,Damn Hoe / Nose Piercing,original sound - realitytv_star (Contains music from: Damn Hoe / Nose Piercing - Hey Santana),"Contains music from: ""Damn Hoe / Nose Piercing""",[],0,0,American Samoa,#macysownyourstyle #fyp #AerieREAL #trending #fypシ #lmao #viral,0,0,0,0,1,1,0,0,0,1
3,AU,7099229998107659521,1652918294,I give my siblings a certain amount of food so it teaches them how to portion their food😅👍🏾This creates a healthy well balanced diet for them✅❤️ 135/365,6755340305643799557,Ashirah🌺💛,Vibes,0,False,https://m.tiktok.com/v/7099229998107659521.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099229998107659521&source=h5_m,779492,618,119,475,114210,6696824864386320385,6696824864386320385,10033,6696824864386320385,I Smile,Kirk Franklin,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/a6283d2a654f44c9ae784b7e8876e18e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/d28aae3f39e049cc991fd200368aede2,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '425770368', 'external_song_key': 'apple_song_id'}]",0,0,American Samoa,,0,0,0,0,0,0,0,0,0,0
4,US,7096209552810478890,1652215039,Share bro,7020473118821975046,Nick Smithyman 😁,"Better content on my YT ⤴️
Biz: NickSmithyMgmt@outlook.com
⬇️ New video ⬇️",0,False,https://m.tiktok.com/v/7096209552810478890.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096209552810478890&source=h5_m,2288270,931,376,391,251637,7096209525102955307,7096209525102955307,72,7096209525102955307,original sound - nickbuthappy,Nick Smithyman 😁,7.020473118821975e+18,Nick Smithyman 😁,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7096209559202581294.mp3,,False,False,,,,,[],0,0,American Samoa,,0,0,0,0,0,0,0,0,0,0
5,US,7093584443331398958,1651603833,Very special apple 🍎 #fruit #fruits #nature #satisfying #oddlysatisfying #relax #fyp #asmr,7090914282590766122,ma_giftsofnature,"Thanks for all gifts of nature❤️
Thanks for following😘",0,False,https://m.tiktok.com/v/7093584443331398958.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093584443331398958&source=h5_m,290781,72,42,20,7611,6728562975734515713,6728562975734515713,10036,6728562975734515713,Love You So,The King Khan & BBQ Show,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,American Samoa,#fruit #fruits #nature #satisfying #oddlysatisfying #relax #fyp #asmr,1,0,0,0,1,0,0,0,0,0
6,US,7096577769387281710,1652300770,Which sibling was your fav? 😂 #siblingtiktok #singingchallenge #versaceonthefloorchallenge #family,6792035345341875206,13crownsofficial,"family, music, and good times 💜
stream our music!! 👇",0,False,https://m.tiktok.com/v/7096577769387281710.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096577769387281710&source=h5_m,1720746,2656,3161,2707,248389,7096577734314593070,7096577734314593070,72,7096577734314593070,original sound - 13crownsofficial,13crownsofficial,6.792035345341875e+18,13crownsofficial,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7096577766769888043.mp3,,False,False,,,,,[],0,0,American Samoa,#siblingtiktok #singingchallenge #versaceonthefloorchallenge #family,0,0,0,0,0,0,0,0,0,0
7,US,7094910265686363438,1651912529,cause they said I look tongan🙈#polytiktok🇦🇸🇼🇸 #samoatiktokers🇦🇸🇼🇸 #tongan #fypシ,7063951951885616175,Don Curry986,"🇦🇸
👻:Suuce_mai
Mr.Tone",0,False,https://m.tiktok.com/v/7094910265686363438.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094910265686363438&source=h5_m,103585,197,69,201,11630,7094910059611786027,7094910059611786027,72,7094910059611786027,original sound - suceepoks,Don Curry986,7.063951951885616e+18,Don Curry986,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7094910216201931566.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/6e8c3895c3b3b249b57d728052b0454b.json,False,False,,,,,[],0,0,American Samoa,#polytiktok🇦🇸🇼🇸 #samoatiktokers🇦🇸🇼🇸 #tongan #fypシ,0,0,0,0,0,1,0,0,1,0
0,AS,7082072362002402606,1648923467,Morning walk with dad and the younger sibs 🚶‍♀️🚶#fyp #ifyouseemewalkingdownthestreet #foryou #moodboost #vibez,6743292978007196677,Kesimegi,,0,False,https://m.tiktok.com/v/7082072362002402606.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7082072362002402606&source=h5_m,14938,6,2,0,1302,7068913447601195822,7068913447601195822,72,7068913447601195822,original sound - sheluvz_chaslena,6six9ine1ne_chas😍,6.782753296354264e+18,6six9ine1ne_chas😍,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7068907823693892394.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/8d18ee740a4b243fbb5ef9a541ccaac6.json,False,False,,,,,[],0,0,American Samoa,#fyp #ifyouseemewalkingdownthestreet #foryou #moodboost #vibez,0,1,0,0,1,0,0,0,0,0
1,AS,7095907473785146670,1652144705,Bye big tummy#fyp #foryou #guasha #weightloss #massage #tcm #fy #exercis #fypシ #faceyouga,7085276193752974382,Become beautiful together,"Make TCM serve more people
👇Link to get it 👇",0,False,https://m.tiktok.com/v/7095907473785146670.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095907473785146670&source=h5_m,180468,20,261,591,1507,6597330635507910662,6597330635507910662,10009,6597330635507910662,Always Remember Us This Way,Lady Gaga,,,True,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/b7e9511eec864f948f9d7d7959d868c5,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/fe493fe2d31d4389b24e636beb8e197e,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1437668523', 'external_song_key': 'apple_song_id'}]",0,0,American Samoa,#fyp #foryou #guasha #weightloss #massage #tcm #fy #exercis #fypシ #faceyouga,0,1,0,0,1,1,0,0,0,0
