,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,loc,test,hash_foryou,hash_foryoupage,hash_fy,hash_fyp,hash_fypシ,hash_movie,hash_tiktok,hash_viral,hash_xyzbca,hash_zepeto
4,VE,7071753451457334534,1646520909,at the gym <3 #fyp #zepeto #sophiezept #aesthetic,7068723951119598597,ZEPETO,":: 𝘀𝗼𝗽𝗵𝗶𝗲!💄
𝟭𝟴 | 𝗡𝗲𝘄 𝗬𝗼𝗿𝗸🗽
𝗠𝗼𝗱𝗲𝗹!🛍",0,False,https://www.tiktok.com/@.sophiezept/video/7071753451457334534?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7071753451457334534&source=h5_m,63960,50,51,178,5351,7.039351223048326e+18,7.039351223048326e+18,72.0,7.039351223048326e+18,d a n c e,➷｡˚𝐬𝐚𝐯 ೃ࿔₊,6.774489282570716e+18,➷｡˚𝐬𝐚𝐯 ೃ࿔₊,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7039351257894734598.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d59d834cfa46cb2ae7d7674f1cc8a88c.json,False,False,,,,,[],0.0,0,Bouvet Island,#fyp #zepeto #sophiezept #aesthetic,0,0,0,1,0,0,0,0,0,1
5,CA,7099635036235779370,1653012596,Follow the IG for results 🤯🎥🔥 #BraveGang,28105219,Molly Carlson,"CEO of #BRAVEGANG
Team Canada High Diver🇨🇦
#TeamSpeedo🩱The bravest IG😱⬆️",0,False,https://www.tiktok.com/@mollycarlson/video/7099635036235779370?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099635036235779370&source=h5_m,25205572,1318,671,1144,2124306,7.077711269150641e+18,7.077711269150641e+18,72.0,7.077711269150641e+18,original sound - 66m.018h (Contains music from: Dc Report (Original Mix) - T9),"Contains music from: ""Dc Report (Original Mix)""",7.055441404189869e+18,EU MESMO,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7077711251865864966.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/81e157a03a6f57d88b9ea9d6ebf01949.json,False,False,T9,Dc Report (Original Mix),original sound - 66m.018h (Contains music from: Dc Report (Original Mix) - T9),"Contains music from: ""Dc Report (Original Mix)""",[],0.0,0,Bouvet Island,#BraveGang,0,0,0,0,0,0,0,0,0,0
6,US,7101051979564059947,1653342504,Love this guy 😃👍🏽❤️ @Dom!,221563084413575168,Andrew Davila,What’s poppin.,0,False,https://www.tiktok.com/@andrew.davila/video/7101051979564059947?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101051979564059947&source=h5_m,4527003,4657,963,3208,549849,7.086243240151649e+18,7.086243240151649e+18,72.0,7.086243240151649e+18,original sound - yourdailydose.s (Contains music from: Drowning (feat. Kodak Black) - A Boogie Wit da Hoodie),"Contains music from: ""Drowning (feat. Kodak Black)""",7.081368189465019e+18,sped up audios :),False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7086243253779417861.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a67f65622fc1650b3e3e7d3324bc0620.json,False,False,A Boogie Wit da Hoodie,Drowning (feat. Kodak Black),original sound - yourdailydose.s (Contains music from: Drowning (feat. Kodak Black) - A Boogie Wit da Hoodie),"Contains music from: ""Drowning (feat. Kodak Black)""",[],0.0,0,Bouvet Island,,0,0,0,0,0,0,0,0,0,0
7,US,7101058055936216362,1653343918,i tried my best 😩,6534078174416868352,Jeremy Hutchins,hello tiktok :),0,False,https://www.tiktok.com/@jeremyhutchins/video/7101058055936216362?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101058055936216362&source=h5_m,747142,625,101,466,131891,7.087279170610269e+18,7.087279170610269e+18,72.0,7.087279170610269e+18,UNSPOKEN RIZZ,i 🫶🏾 🫵🏾,6.804942866005673e+18,i 🫶🏾 🫵🏾,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7087279186183736106.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/adb5e971efee11444656c37741d75c60.json,False,False,,,,,[],0.0,0,Bouvet Island,,0,0,0,0,0,0,0,0,0,0
0,IT,7103275724651449606,1653860261,Questi sono i #cookies al CIOCCOLATO con #marshmallow ! Ti piacciono? Vorresti provarli ? #slime #gtcreationslime,6832328024281760773,Giovanni T. 🇮🇹,Per il MIO SHOP cliccate qui sotto,0,False,https://m.tiktok.com/v/7103275724651449606.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103275724651449606&source=h5_m,226423,151,88,483,22503,7.096187170385776e+18,7.096187170385776e+18,72.0,7.096187170385776e+18,look what you made me do taylor swift (Contains music from: Look What You Made Me Do - Taylor Swift),"Contains music from: ""Look What You Made Me Do""",7.092407366297863e+18,🍂,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7096187173480794886.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4628e0006a5c381ac1384f0782388765.json,False,False,Taylor Swift,Look What You Made Me Do,look what you made me do taylor swift (Contains music from: Look What You Made Me Do - Taylor Swift),"Contains music from: ""Look What You Made Me Do""",[],0.0,0,Bouvet Island,#cookies #marshmallow #slime #gtcreationslime,0,0,0,0,0,0,0,0,0,0
1,SG,7102377518258326786,1653651131,Rmb to ask what exercise before agreeing to spot🥹,6533182732980666369,Jun🌀,Hakuna Matata🪐,0,False,https://m.tiktok.com/v/7102377518258326786.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102377518258326786&source=h5_m,30256,18,73,63,1771,7.075729123557101e+18,7.075729123557101e+18,10036.0,7.075729123557101e+18,Jiggle Jiggle,Duke & Jones & Louis Theroux,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/84fc699b425e4f8f8468af75e7906d7f,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/53d5df68e49f406d83b5031f70853539,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1623742151', 'external_song_key': 'apple_song_id'}]",0.0,0,Bouvet Island,,0,0,0,0,0,0,0,0,0,0
2,US,7100223340798938411,1653149571,Helll yahhh,652423,Mook money,👇do your biggest  by one 👇,0,False,https://m.tiktok.com/v/7100223340798938411.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100223340798938411&source=h5_m,5948253,11092,52724,18001,560480,7.100223312978136e+18,7.100223312978136e+18,72.0,7.100223312978136e+18,original sound - _mookiie,Mook money,652423.0,Mook money,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7100223336461962026.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/5c375bcebcdafe51251fee760be40ae1.json,False,False,,,,,[],0.0,0,Bouvet Island,,0,0,0,0,0,0,0,0,0,0
3,JO,7098421320437763330,1652730006,he’s so me (slight fw) #fyp#foryoupage#edits#thekardashians#kyliejenner#hot#travisscott#bbmas,6926865257056273410,kai,"ae
he/him
don’t spam like",0,False,https://m.tiktok.com/v/7098421320437763330.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098421320437763330&source=h5_m,10933632,251,6615,40513,1096402,7.098421299860557e+18,7.098421299860557e+18,72.0,7.098421299860557e+18,original sound - kylsfav (Contains music from: Only - Nicki Minaj),"Contains music from: ""Only""",6.926865257056273e+18,kai,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7098421264180906754.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/181b4418b355ed59571ef82862740832.json,False,False,Nicki Minaj,Only,original sound - kylsfav (Contains music from: Only - Nicki Minaj),"Contains music from: ""Only""",[],0.0,0,Bouvet Island,#fyp#foryoupage#edits#thekardashians#kyliejenner#hot#travisscott#bbmas,0,1,0,1,0,0,0,0,0,0
4,US,7101395353320066347,1653422454, ,26880250,Lexi Rivera,Lexi Rivera,0,False,https://m.tiktok.com/v/7101395353320066347.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101395353320066347&source=h5_m,3656711,3075,742,3124,610726,7.095938597865672e+18,7.095938597865672e+18,10036.0,7.095938597865672e+18,We Not Humping - Remix,Monaleo & Flo Milli,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/f8fbfbc9ca7a448e8ac0c5b7f398a66e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/2947d74154a34450b975e0eabaab6b35,True,True,,,,,[],0.0,0,Bouvet Island,,0,0,0,0,0,0,0,0,0,0
5,MY,7102917462999485723,1653776848,- would you still love me the same? #fyp #4u #background #quotes #dark #vibess #sadvibes #lyrics,7072938346762290203,quell,ooff,0,False,https://m.tiktok.com/v/7102917462999485723.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102917462999485723&source=h5_m,63613,67,430,767,14446,7.076404437870415e+18,7.076404437870415e+18,24.0,7.076404437870415e+18,original sound - sevirous_sebastian17 (Contains music from: One More Attempt - Frost),"Contains music from: ""One More Attempt""",6.830409023096243e+18,sev,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7076404432686091034.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/65dc00cc963569b2c47a0abb2ed9ffea.json,False,False,Frost,One More Attempt,original sound - sevirous_sebastian17 (Contains music from: One More Attempt - Frost),"Contains music from: ""One More Attempt""",[],0.0,0,Bouvet Island,#fyp #4u #background #quotes #dark #vibess #sadvibes #lyrics,0,0,0,1,0,0,0,0,0,0
6,US,7097626810996903214,1652545019,#stitch with @goatdaddys so insanely spoiled #fyp #foryoupage #LENOVOJUSTBEYOU #petlife #PetsOfTikTok #trending,6729126561465041925,The Chinfluencers,"👑 🐭 
business inquiries ⬇️ management@itschinpals.com",0,False,https://m.tiktok.com/v/7097626810996903214.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097626810996903214&source=h5_m,45221286,42371,155352,59681,7607365,7.097626772367281e+18,7.097626772367281e+18,72.0,7.097626772367281e+18,original sound - chinpals,The Chinfluencers,6.729126561465042e+18,The Chinfluencers,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7097626806928362286.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e444727ccbb16a43605144206714d87d.json,False,False,,,,,[],0.0,0,Bouvet Island,#stitch #fyp #foryoupage #LENOVOJUSTBEYOU #petlife #PetsOfTikTok #trending,0,1,0,1,0,0,0,0,0,0
7,AU,7093868144435023105,1651669889,WATCH UNTIL THE END! 😱🔥 #foryou #foryoupage #fyp #facts,7034466983405421574,Zane,FOLLOW ME ON INSTAGRAM FOR A COOKIE! 🍪⤵️,0,False,https://m.tiktok.com/v/7093868144435023105.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093868144435023105&source=h5_m,14969196,26087,11849,16592,1321909,7.093868154111151e+18,7.093868154111151e+18,72.0,7.093868154111151e+18,original sound - zaneholmestiktok,Zane,7.034466983405422e+18,Zane,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7093868154945850114.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/2f87c6907199509d83eff40b0657c8bb.json,False,False,,,,,[],0.0,0,Bouvet Island,#foryou #foryoupage #fyp #facts,1,1,0,1,0,0,0,0,0,0
0,GB,7100603669200129285,1653238124,This trend is too funny 😂😂😂 @Aarohi💖🌸,6751002390029272070,Caitlin and Leah,"Kindness is free ✨
💌 caitlinandleah@outreachagency.co.uk
IVF QUESTIONS ⬇️❤️",0,False,https://www.tiktok.com/@caitlinandleahh/video/7100603669200129285?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100603669200129285&source=h5_m,6913469,1604,873,3451,1213894,6.929768477582429e+18,6.929768477582429e+18,72.0,6.929768477582429e+18,original sound - paco_rabanova (Contains music from: Slow Motion - Echover),"Contains music from: ""Slow Motion""",6.65533656031155e+18,🖤КАРАБАНОВА🖤,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6929768438327986946.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/3ca6e890f6e9bd5902b4419bfd34c6c5.json,False,False,Echover,Slow Motion,original sound - paco_rabanova (Contains music from: Slow Motion - Echover),"Contains music from: ""Slow Motion""",[],0.0,0,Bouvet Island,,0,0,0,0,0,0,0,0,0,0
1,US,7075417719524396330,1647374062,Posting this so I can use this audio for my next video lmao 😏,84635664075374592,lizzo,100% that bitch,0,False,https://www.tiktok.com/@lizzo/video/7075417719524396330?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075417719524396330&source=h5_m,37729833,111662,104804,245441,9658470,7.075417678571245e+18,7.075417678571245e+18,72.0,7.075417678571245e+18,original sound - lizzo,lizzo,8.46356640753746e+16,lizzo,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7075417710024264490.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/630574260feae4b4c24a8f9cbc7cdfba.json,False,False,,,,,[],0.0,0,Bouvet Island,,0,0,0,0,0,0,0,0,0,0
2,IT,7098756200728120581,1652807977, ,7072758824806040581,Sasha,"Il meglio del cinema 🎥  🎬 🍿


Ig: sashastanca",0,False,https://www.tiktok.com/@sashastanca10/video/7098756200728120581?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098756200728120581&source=h5_m,22354480,1884,880,3102,1238932,7.098756194159889e+18,7.098756194159889e+18,72.0,7.098756194159889e+18,original sound - sashastanca10 (Contains music from: Abusadamente - MC Gustta & MC DG),"Contains music from: ""Abusadamente""",7.072758824806041e+18,Sasha,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7098756193007192838.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a1aaf93f9d12bd609b8754c3669a576c.json,False,False,MC Gustta & MC DG,Abusadamente,original sound - sashastanca10 (Contains music from: Abusadamente - MC Gustta & MC DG),"Contains music from: ""Abusadamente""",[],0.0,0,Bouvet Island,,0,0,0,0,0,0,0,0,0,0
3,US,7102232451912863022,1653617356,The No.1 Song From Each Year‼️🗓🥇                    Do You Know All Of These Legendary Songs⁉️ Drop Your Favorite In The Comments‼️📝,6757404114026382341,Max Grabel,"DJ 🎧
East Lansing, MI 🧤
Inquiries: maxgrabelbusiness@gmail.com 📧",0,False,https://www.tiktok.com/@maxgrabel/video/7102232451912863022?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102232451912863022&source=h5_m,11690394,10930,4686,47389,1612409,7.102232443931086e+18,7.102232443931086e+18,72.0,7.102232443931086e+18,original sound - maxgrabel (Contains music from: Somebody That I Used To Know - Gotye & Kimbra),"Contains music from: ""Somebody That I Used To Know""",6.757404114026382e+18,Max Grabel,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7102232476642200363.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/92ec8a537830db2ce1fba5ada438f1f7.json,False,False,Gotye & Kimbra,Somebody That I Used To Know,original sound - maxgrabel (Contains music from: Somebody That I Used To Know - Gotye & Kimbra),"Contains music from: ""Somebody That I Used To Know""",[],0.0,0,Bouvet Island,,0,0,0,0,0,0,0,0,0,0
4,US,7077877781299875074,1647946841,POV: he paid attention to you🤍,6806648197319820294,XO Team,"XO TEAM FAMILY 
INST: @the_xo_team 
✉️ xoteam@xoagency.co
OUR REALITY 👇🏼",0,False,https://www.tiktok.com/@xoteam/video/7077877781299875074?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077877781299875074&source=h5_m,23547756,5219,8770,91647,1156390,6.704951430974802e+18,6.704951430974802e+18,10033.0,6.704951430974802e+18,Copines,Aya Nakamura,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/86570c8da069410e96c0ffa79d11eea9,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/5532ab7ad1df4364b27b7643996047f9,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1439806292', 'external_song_key': 'apple_song_id'}]",0.0,0,Bouvet Island,,0,0,0,0,0,0,0,0,0,0
5,US,7101477356686036266,1653441545,A girl that can do both,6732675975610074118,Brooke Monk,"❤️Jesus forever❤️
 19
I’m not funny 
My YouTube is cool too 👇",0,False,https://www.tiktok.com/@brookemonk_/video/7101477356686036266?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101477356686036266&source=h5_m,3798308,3216,2404,6600,701327,7.095881487107378e+18,7.095881487107378e+18,72.0,7.095881487107378e+18,GUY.exe (Remix) (Contains music from: GUY.exe - Superfruit),"Contains music from: ""GUY.exe""",6.751045764854072e+18,daizy,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7095881481117092614.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/76125d3c01abcea4ff10f5353cee6278.json,False,False,Superfruit,GUY.exe,GUY.exe (Remix) (Contains music from: GUY.exe - Superfruit),"Contains music from: ""GUY.exe""",[],0.0,0,Bouvet Island,,0,0,0,0,0,0,0,0,0,0
6,US,7102405325180947755,1653657605,#answer to @tiktok_qna #answer #chiroboard #satisfying #backpain #backstretcher #fyp #viral,7101573005673874478,Spineboard,It will help you release pressure from back side and waist pain killer,0,False,https://www.tiktok.com/@nubiya34/video/7102405325180947755?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102405325180947755&source=h5_m,1559702,991,210,666,41559,6.728562975734516e+18,6.728562975734516e+18,10036.0,6.728562975734516e+18,Love You So,The King Khan & BBQ Show,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0.0,0,Bouvet Island,#answer #answer #chiroboard #satisfying #backpain #backstretcher #fyp #viral,0,0,0,1,0,0,0,1,0,0
7,US,7101710460877114667,1653495819,I sure do miss them surfing days🏄🏼‍♀️,6840592539365491718,Queen cheryl 👸,"61 DV survivor with Ed
Happily 💍 @kingquran
Life encouragement 💖
Positive vibe",0,False,https://www.tiktok.com/@oliver6060/video/7101710460877114667?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101710460877114667&source=h5_m,5536051,44453,24649,9874,522201,7.087347567918452e+18,7.087347567918452e+18,72.0,7.087347567918452e+18,original sound - despicablem3editor,despicablem3editor,7.08242545822784e+18,despicablem3editor,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7087347602450058030.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/967859eae5b394538e255532b9afe4f5.json,False,False,,,,,[],0.0,0,Bouvet Island,,0,0,0,0,0,0,0,0,0,0
0,GB,7103066225441328390,1653811485,Part 3,7065557898605233158,akfilm7,"Life is like a movie
Movies like life
great movies are updated daily",0,False,https://www.tiktok.com/@akfilm7/video/7103066225441328390?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103066225441328390&source=h5_m,101148,39,4,30,5541,6.856378543438301e+18,6.856378543438301e+18,10033.0,6.856378543438301e+18,Epic,Joystock,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/e1a617fb1648473e93878e411443f517,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/6f1493c3e6884fdab6c7ac90cbb8d009,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1526027294', 'external_song_key': 'apple_song_id'}]",0.0,0,Bouvet Island,,0,0,0,0,0,0,0,0,0,0
1,US,7094830738503355694,1651894008,#fy#foryou#tcezy#viral#xyzbca#death,7078946532986487854,Song Oanh Bàn,,0,False,https://www.tiktok.com/@userd15tyq419c/video/7094830738503355694?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094830738503355694&source=h5_m,11363536,1124,336,944,686131,7.094830702289604e+18,7.094830702289604e+18,72.0,7.094830702289604e+18,original sound - userd15tyq419c,Song Oanh Bàn,7.078946532986488e+18,Song Oanh Bàn,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7094830729368095534.mp3,,False,False,,,,,[],0.0,0,Bouvet Island,#fy#foryou#tcezy#viral#xyzbca#death,1,0,1,0,0,0,0,1,1,0
2,US,7098108695334276398,1652657217,My mom was not having it 😂,6746417382892176389,KEEMOKAZI,"Keemokazi@collab.inc 
Follow me on IG for good luck 🍀 
New video out now 🔥⬇️",0,False,https://www.tiktok.com/@keemokazi/video/7098108695334276398?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098108695334276398&source=h5_m,7682966,5849,6365,5058,976951,7.098108669698592e+18,7.098108669698592e+18,72.0,7.098108669698592e+18,original sound - keemokazi,KEEMOKAZI,6.746417382892176e+18,KEEMOKAZI,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7098108690095491883.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/d8991592bc6ae616a36ba885c06077ae.json,False,False,,,,,[],0.0,0,Bouvet Island,,0,0,0,0,0,0,0,0,0,0
3,US,7078094891460431147,1647997390,Just chill my guy 🤣 @amariahmoraless,6832705390443365381,Jaykindafunny,For More Muñañyo shi ↙️,0,False,https://www.tiktok.com/@jaykindafunny8/video/7078094891460431147?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078094891460431147&source=h5_m,19704021,2850,5172,4844,1125563,7.078094871927623e+18,7.078094871927623e+18,72.0,7.078094871927623e+18,original sound - jaykindafunny8,Jaykindafunny,6.832705390443365e+18,Jaykindafunny,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7078094895482686250.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/c2ffc4a249668b69cdc47df53b9445c0.json,False,False,,,,,[],0.0,0,Bouvet Island,,0,0,0,0,0,0,0,0,0,0
4,SG,7103189705591688450,1653840232,Last one’s called make a wish out loud 🫢🥹,6813281695412896769,ARIEL.,"I’m funnier on Instagram @arieltxw
Trust me 🤘🏻",0,False,https://www.tiktok.com/@arieltxw/video/7103189705591688450?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103189705591688450&source=h5_m,32690,42,142,125,3357,7.075729123557101e+18,7.075729123557101e+18,10036.0,7.075729123557101e+18,Jiggle Jiggle,Duke & Jones & Louis Theroux,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/84fc699b425e4f8f8468af75e7906d7f,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/53d5df68e49f406d83b5031f70853539,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1623742151', 'external_song_key': 'apple_song_id'}]",0.0,0,Bouvet Island,,0,0,0,0,0,0,0,0,0,0
5,CA,7099554128250014981,1652993759,Only I can Belittle my Sibling 🥊,6813560925275128838,Kris HC,"Daily Subpar Content
🇨🇦
Kallmekris@wearetrival.com
⬇️YT Channel & Business⬇️",0,False,https://www.tiktok.com/@kallmekris/video/7099554128250014981?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099554128250014981&source=h5_m,8037507,8671,4480,4901,1260410,6.837835112978091e+18,6.837835112978091e+18,72.0,6.837835112978091e+18,original sound - millennial32 (Contains music from: Feelings - M.O.S.),"Contains music from: ""Feelings""",6.811486243077129e+18,Millennial32,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6837835054090128134.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d7042fd932e4723de61064bd485d149e.json,False,False,M.O.S.,Feelings,original sound - millennial32 (Contains music from: Feelings - M.O.S.),"Contains music from: ""Feelings""",[],0.0,0,Bouvet Island,,0,0,0,0,0,0,0,0,0,0
6,DE,7101445868129225989,1653434216,#couple #boyfriend #cutecouple #fyp #goalsvideo #relationshipquotes #lovers #couplegoals #couple #fy,7023760669670278150,Mix- videos,"💞Welcome ❣️
Thanks for ur support 🥰 
Love ya all ❤️",0,False,https://www.tiktok.com/@mixvideos088/video/7101445868129225989?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101445868129225989&source=h5_m,1145744,2351,3557,222,251624,7.071790231942352e+18,7.071790231942352e+18,72.0,7.071790231942352e+18,true blue,speeds songs,7.058666628855039e+18,speeds songs,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7071790264398187270.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/555a33afd11bf835716ec170d97e7cd9.json,False,False,,,,,[],0.0,0,Bouvet Island,#couple #boyfriend #cutecouple #fyp #goalsvideo #relationshipquotes #lovers #couplegoals #couple #fy,0,0,1,1,0,0,0,0,0,0
7,SG,7103084714688335106,1653815788,@localausieeboy @fairuzsharizal @hihihidir 🤣,6828472908446614530,𝒶𝒹𝒶𝓂𝓅𝓇𝑒𝓉𝓉𝓎𝒷𝑜𝓎,,0,False,https://www.tiktok.com/@adamakiddd/video/7103084714688335106?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103084714688335106&source=h5_m,18493,11,9,0,1453,7.103084705176423e+18,7.103084705176423e+18,24.0,7.103084705176423e+18,original sound - adamakiddd,𝒶𝒹𝒶𝓂𝓅𝓇𝑒𝓉𝓉𝓎𝒷𝑜𝓎,6.828472908446615e+18,𝒶𝒹𝒶𝓂𝓅𝓇𝑒𝓉𝓉𝓎𝒷𝑜𝓎,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7103084656803367681.mp3,,False,False,,,,,[],0.0,0,Bouvet Island,,0,0,0,0,0,0,0,0,0,0
