,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,loc,test,hash_foryou,hash_foryoupage,hash_funny,hash_fyp,hash_fypシ,hash_kuwait,hash_tiktok,hash_viral,hash_اكسبلور,hash_الشعب_الصيني_ماله_حل
2,KW,7102630357404486913,1653710000,#foryou #funny #mtbro2 #prank,7058829498934199297,Funny Videos,Tiktok just for entertain if you wanna laugh watch below videos 😁😂,0,False,https://www.tiktok.com/@mtbro2/video/7102630357404486913?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102630357404486913&source=h5_m,1775404,285,280,76,31890,7099019486287678234,7099019486287678234,72,7099019486287678234,original sound - ravilama20,Ravi lama,6.625474654579769e+18,Ravi lama,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7099019501580077851.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/0288f78575ed3473749f66e4f6bb1a7c.json,False,False,,,,,[],0,0,Kuwait,#foryou #funny #mtbro2 #prank,1,0,1,0,0,0,0,0,0,0
3,PH,7099069039229619483,1652880814,#slingshot #slingshotking #slingshotclub #slingshotchallenge #amusementpark #amusement #rides #ride #carnaval #foryou #foryoupage #foryourpage #fypage #fy #fypシ #fypシ゚viral #fypdongggggggg #viral,7051047416514020378,Slingshot Bigo,Youtube Channel ⬆️☝️,0,False,https://www.tiktok.com/@slingshotbigo/video/7099069039229619483?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099069039229619483&source=h5_m,2395927,247,288,889,28425,6763942113605322753,6763942113605322753,10033,6763942113605322753,Touch by touch,Hòa Tấu,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/cd18d4583b38445b8758ef57b8c17288,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/779cbabc3cfb4274b4fbb2b0bbdbceee,False,True,,,,,[],0,0,Kuwait,#slingshot #slingshotking #slingshotclub #slingshotchallenge #amusementpark #amusement #rides #ride #carnaval #foryou #foryoupage #foryourpage #fypage #fy #fypシ #fypシ゚viral #fypdongggggggg #viral,1,1,0,0,2,0,0,2,0,0
4,KW,7100603884472683777,1653238174,🌎 #kuwait🇰🇼 #fypシ #foryou #boomerang #summerbox #burcuinkuwait,6923933656885675009,Burcu 🇹🇷,"Hi 🌎
📍Kuwait 
Instagram DM for Collabs ⬆️",0,False,https://www.tiktok.com/@burcu_inkuwait/video/7100603884472683777?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100603884472683777&source=h5_m,622163,2269,185,1525,57434,7100603873890634498,7100603873890634498,72,7100603873890634498,original sound - burcu_inkuwait,Burcu 🇹🇷,6.923933656885675e+18,Burcu 🇹🇷,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7100603851312614146.mp3,,False,False,,,,,[],0,0,Kuwait,#kuwait🇰🇼 #fypシ #foryou #boomerang #summerbox #burcuinkuwait,1,0,0,0,1,1,0,0,0,0
5,AE,7101898158074006786,1653539522,#officialnadeem14,6919127070502110213,nadeem,mera sona shehar Fort abbas.,0,False,https://www.tiktok.com/@officialnadeem14/video/7101898158074006786?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101898158074006786&source=h5_m,595174,385,1296,2129,29560,7033803113811249947,7033803113811249947,72,7033803113811249947,original sound - ramzansardarghallu,Malik Ramzan Sardar BWP,6.700099530002236e+18,Malik Ramzan Sardar BWP,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7033803038691281691.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/2aa232ecbaba3a764c4e4e1b38acf74b.json,False,False,,,,,[],0,0,Kuwait,#officialnadeem14,0,0,0,0,0,0,0,0,0,0
6,AE,7096791740073528581,1652350593,#svitanova #svita #reallysvita #fyp,6970804584387478530,Svita_Nova,Snapchat  : svitlanka_n2021,0,False,https://www.tiktok.com/@svita_nova/video/7096791740073528581?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096791740073528581&source=h5_m,549054,100,105,109,7757,6866406382824966918,6866406382824966918,72,6866406382824966918,original sound - baby_yoda2.0 (Contains music from: Watermelon Sugar - Harry Styles),"Contains music from: ""Watermelon Sugar""",6.620995234431009e+18,Baby Yoda,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6866406302969645829.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/c25afb55171c42a41dd9d168f879ce70.json,False,False,Harry Styles,Watermelon Sugar,original sound - baby_yoda2.0 (Contains music from: Watermelon Sugar - Harry Styles),"Contains music from: ""Watermelon Sugar""",[],0,0,Kuwait,#svitanova #svita #reallysvita #fyp,0,0,0,1,0,0,0,0,0,0
7,FR,7102141266749558021,1653596124,@nabilla direction #amfar 💃🏼 #cannes #festivaldecannes #festivaldecannes2022 #amfarcannes #amfargala,6877293806943028230,melissagne,,0,False,https://www.tiktok.com/@melissagne/video/7102141266749558021?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102141266749558021&source=h5_m,2611510,913,1609,136,45331,7102141244771519238,7102141244771519238,72,7102141244771519238,original sound - melissagne,melissagne,6.877293806943028e+18,melissagne,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102141251168422661.mp3,,False,False,,,,,[],0,0,Kuwait,#amfar #cannes #festivaldecannes #festivaldecannes2022 #amfarcannes #amfargala,0,0,0,0,0,0,0,0,0,0
0,SA,7103165570647887106,1653834613,كم شخصيه عندك؟ #ساره_مهند_😩🦾 #foryou #fyp,6692072267016750086,sara💜,"📍JED
SARA MOHANNAD 
احب قمر
👻سنا⬇️بي",0,False,https://www.tiktok.com/@sa_ro01/video/7103165570647887106?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103165570647887106&source=h5_m,2998645,9381,1871,4429,333695,7074036320355601157,7074036320355601157,72,7074036320355601157,ruth langmore. (Contains music from: AirplaneMode - BONES),"Contains music from: ""AirplaneMode""",6.863161565690152e+18,Eric Fernandes,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7074036316148747014.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/56fd4702ad5de752ad9d741797fe19ef.json,False,False,BONES,AirplaneMode,ruth langmore. (Contains music from: AirplaneMode - BONES),"Contains music from: ""AirplaneMode""",[],0,0,Kuwait,#ساره_مهند_😩🦾 #foryou #fyp,1,0,0,1,0,0,0,0,0,0
1,MA,7100908401177201925,1653309077,##sarajay #tiktot #Duo,7088752544906626049,Sara Jaytv 🍑,Awesome site to make money online🤑👇,0,False,https://www.tiktok.com/@sarajaytv/video/7100908401177201925?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100908401177201925&source=h5_m,11538060,941,433,2623,111578,7100908379371195141,7100908379371195141,72,7100908379371195141,original sound - sarajaytv,Sara Jaytv 🍑,7.088752544906626e+18,Sara Jaytv 🍑,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7100908391496715014.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/81a3bea04dfab5f6093b9b01d4f18b2b.json,False,False,,,,,[],0,0,Kuwait,##sarajay #tiktot #Duo,0,0,0,0,0,0,0,0,0,0
2,DE,7098760006983568646,1652808864,Best Livestreaming? YT or Twitch 👇🏽#youtube #twitch #shisharant #asmr #shisha,6800865933931414533,shisharant,"Hookah Content (ASMR & more)
PHUNNELGANG🙌🏽
Ig:shisharant 
Shisharant Shop 👇🏽",0,False,https://www.tiktok.com/@shisharant/video/7098760006983568646?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098760006983568646&source=h5_m,9042187,79,1050,1310,103750,7098759982044285701,7098759982044285701,72,7098759982044285701,original sound - shisharant,shisharant,6.800865933931415e+18,shisharant,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7098760003619982085.mp3,,False,False,,,,,[],0,0,Kuwait,#youtube #twitch #shisharant #asmr #shisha,0,0,0,0,0,0,0,0,0,0
3,MA,7102444487523192069,1653666723,#تعلم_الانجليزية  #lyrics #youaremysunshine #تعلم_اللغات  #تعلم #songs #كلمات #Love#babysongstiktok,7102431433201959938,Learn_with_lyrics,Follow for more ❤️,0,False,https://www.tiktok.com/@english.lyrics.world/video/7102444487523192069?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102444487523192069&source=h5_m,785283,154,4129,11157,33907,6705101173034059777,6705101173034059777,10033,6705101173034059777,you are my sunshine,christina perri,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/884dddf5619b4380829bf4fea34101c4,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/aa9978b6d21d49b696e94a5660355890,True,True,,,,,[],0,0,Kuwait,#تعلم_الانجليزية #lyrics #youaremysunshine #تعلم_اللغات #تعلم #songs #كلمات #Love#babysongstiktok,0,0,0,0,0,0,0,0,0,0
4,ID,7099329377292274970,1652941429,klik ketanjang kuning#pejuangtiktokaffiliate #affliatemarketing #fyp #fyf #filtermenangis,6741611324059501569,NAMAKULYN,"MAU BELANJA DITIKTOK SHOP
KLIK LOGO KERANJANG 
👇",0,False,https://www.tiktok.com/@toko_eloy/video/7099329377292274970?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099329377292274970&source=h5_m,25263334,19897,15939,34708,2596532,7099329359521123099,7099329359521123099,24,7099329359521123099,original sound - toko_eloy,NAMAKULYN,6.741611324059502e+18,NAMAKULYN,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7099329383864814362.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/14be8c137c7997401b6cc7e50d6068e1.json,False,False,,,,,[],0,0,Kuwait,#pejuangtiktokaffiliate #affliatemarketing #fyp #fyf #filtermenangis,0,0,0,1,0,0,0,0,0,0
5,MX,7100397017054170373,1653190012, ,6774736749723042821,user9481204697610,,0,False,https://www.tiktok.com/@hectormendozal/video/7100397017054170373?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100397017054170373&source=h5_m,11304255,922,10612,29694,257429,7100396952579312390,7100396952579312390,72,7100396952579312390,original sound - hectormendozal,user9481204697610,6.774736749723043e+18,user9481204697610,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7100396971717905158.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/f3dec4a43257cf8774f589365f451c41.json,False,False,,,,,[],0,0,Kuwait,,0,0,0,0,0,0,0,0,0,0
6,QA,7100995923412520193,1653329452,ملح دادي 🤣 #الشعب_الصيني_ماله_حل😂😂  #الشعب_الصيني_ماله_حل😂✌️ #اكسبلور #fyp #قطر,7076647488346080258,حق الضحك 🥂,"Snap : WR.W  ☕️
 
🇶🇦

tellonym.me/0DF_",0,False,https://www.tiktok.com/@60d4/video/7100995923412520193?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100995923412520193&source=h5_m,305228,459,214,508,9442,7087981739791993646,7087981739791993646,72,7087981739791993646,original sound - wewe.cute,𓆙❀༄ 𝐖𝐞𝐚𝗺_𝐛𝐞𝐚𝐮𝐭𝐲❀༄𓆙,6.652487921260839e+18,𓆙❀༄ 𝐖𝐞𝐚𝗺_𝐛𝐞𝐚𝐮𝐭𝐲❀༄𓆙,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7087981763561245486.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/f747094405431105afb6870869cf97b7.json,False,False,,,,,[],0,0,Kuwait,#الشعب_الصيني_ماله_حل😂😂 #الشعب_الصيني_ماله_حل😂✌️ #اكسبلور #fyp #قطر,0,0,0,1,0,0,0,0,1,2
7,KZ,7100797072114273537,1653283155,🩺#рекомендации #медицина #хирург #гинеколог #онколог,6614802803067011078,.,"Ast-Kst 
🧿",0,False,https://www.tiktok.com/@aveyasig/video/7100797072114273537?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100797072114273537&source=h5_m,9820975,1262,2189,596,58150,7087113235861719813,7087113235861719813,72,7087113235861719813,original sound - stirflex (Contains music from: Gogo Dance - El Alfa & Chael Produciendo),"Contains music from: ""Gogo Dance""",6.92775759039221e+18,Stirflex,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7087113283337063173.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/1ff08a299e2db4c70d7a2a994177212b.json,False,False,El Alfa & Chael Produciendo,Gogo Dance,original sound - stirflex (Contains music from: Gogo Dance - El Alfa & Chael Produciendo),"Contains music from: ""Gogo Dance""",[],0,0,Kuwait,#рекомендации #медицина #хирург #гинеколог #онколог,0,0,0,0,0,0,0,0,0,0
0,SA,7088119814991924481,1650331501,#الهاشتاقات_للرخوم  😂😂😂 #mynameischicky,6807013215060149254,Hashemalshareef,"🇸🇦
Snapchat: Hashemalshareef",0,False,https://www.tiktok.com/@hashem06/video/7088119814991924481?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7088119814991924481&source=h5_m,6287472,21935,21007,21718,254590,6896221138586699778,6896221138586699778,10033,6896221138586699778,My Name Is,D Billions,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/a049073a52b94c868fa9ab9152c600ba,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/0774abed07a545729418455962f68371,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1540589086', 'external_song_key': 'apple_song_id'}]",0,0,Kuwait,#الهاشتاقات_للرخوم #mynameischicky,0,0,0,0,0,0,0,0,0,0
1,VN,7077730712463412507,1647912598,mochi #foryou #ănvặt #ăncungtiktok #viral #review #mukbang #xuhuong #mochi #asmr #TVSHOWHAY #TikTokHuongNghiep #RoadToSEAGames #ăn,6876605935286486018,Ann ASMR,"Không SPAM Tim | don't SPAM Hearts
Đam mê MUKBANG + REVIEW 
Những Gì Bạn Cần 👇",0,False,https://www.tiktok.com/@annasmrrr/video/7077730712463412507?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077730712463412507&source=h5_m,34506183,55485,39933,20731,2711271,7077730714946423579,7077730714946423579,24,7077730714946423579,original sound - annasmrrr,Ann ASMR,6.876605935286486e+18,Ann ASMR,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7077730690141408027.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/60ce55c0a9af20500b5a9bd37a804da1.json,False,False,,,,,[],0,0,Kuwait,#foryou #ănvặt #ăncungtiktok #viral #review #mukbang #xuhuong #mochi #asmr #TVSHOWHAY #TikTokHuongNghiep #RoadToSEAGames #ăn,1,0,0,0,0,0,0,1,0,0
2,KW,7099418720367299842,1652962231,#الشعب_الصيني_ماله_حل😂😂,6777019447808001029,Sultan⚠️,شعب يدور ضحك,0,False,https://www.tiktok.com/@.gg_/video/7099418720367299842?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099418720367299842&source=h5_m,2587699,1218,2469,131,59136,7099418754991311618,7099418754991311618,72,7099418754991311618,original sound - .gg_,Sultan⚠️,6.777019447808001e+18,Sultan⚠️,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7099418743805201153.mp3,,False,False,,,,,[],0,0,Kuwait,#الشعب_الصيني_ماله_حل😂😂,0,0,0,0,0,0,0,0,0,1
3,UA,7093135092830293253,1651499212, ,7090643703707288581,Ioo Tt,Цель 15000 подпищиков,0,False,https://www.tiktok.com/@leo_.messi.0/video/7093135092830293253?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093135092830293253&source=h5_m,4670170,1487,10857,9103,225229,7093135064678157062,7093135064678157062,72,7093135064678157062,original sound - leo_.messi.0,Ioo Tt,7.090643703707289e+18,Ioo Tt,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7093135088715582214.mp3,,False,False,,,,,[],0,0,Kuwait,,0,0,0,0,0,0,0,0,0,0
4,FR,7097591127615753473,1652536711,Ну и такое бывает 😂#poli_rudenok#prank #comedy #reaction,6653731982873149445,Polli🌸👼🏻,"St.Peterburg-Vladik 
Дожмём до 1🍋
Инст:poli_rudenok❤️
Ютуб:Polina Rudenok",0,False,https://www.tiktok.com/@poli_rudenok/video/7097591127615753473?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097591127615753473&source=h5_m,13001797,87,163,949,120185,7097591123715164930,7097591123715164930,24,7097591123715164930,original sound - poli_rudenok,Polli🌸👼🏻,6.653731982873149e+18,Polli🌸👼🏻,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7097591096783489793.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/eb4fc1165ce9f1f722fe656c910ed193.json,False,False,,,,,[],0,0,Kuwait,#poli_rudenok#prank #comedy #reaction,0,0,0,0,0,0,0,0,0,0
5,OM,7102851284490833154,1653761438,الحين هذا الوضع بس مع شباب او مع البنات بعد ؟؟💔#رياكشن #ترند_جديد #شعب_الصيني_ماله_حل😂😂,6989497085846848517,𐂂 : 🇴🇲,"ᗩ  𐂂 : 🇴🇲 
✪ ععمآنيي | يبآ ⚡.
⠀ ⠀ ⠀       → : 5_75i
💸ء
⠀ ⬇️ سناب",0,False,https://www.tiktok.com/@a7.00f/video/7102851284490833154?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102851284490833154&source=h5_m,3500022,9814,10133,13073,80584,7102851261942254338,7102851261942254338,72,7102851261942254338,original sound - a7.00f,𐂂 : 🇴🇲,6.989497085846849e+18,𐂂 : 🇴🇲,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7102851254642346754.mp3,,False,False,,,,,[],0,0,Kuwait,#رياكشن #ترند_جديد #شعب_الصيني_ماله_حل😂😂,0,0,0,0,0,0,0,0,0,0
6,JO,7101738612324158722,1653502373,أكتب شيء تؤجر عليه ✨💭🤍,6962123763979125766,Quran ❤️‍🩹,"❃ فَاصْــبِرْ صَــبْرًا جَمِــيلًا ❃
""So be patient with gracious patience""",0,False,https://www.tiktok.com/@_qur0an_15/video/7101738612324158722?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101738612324158722&source=h5_m,2393875,11398,15767,44581,333853,6728562975734515713,6728562975734515713,10036,6728562975734515713,Love You So,The King Khan & BBQ Show,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,Kuwait,,0,0,0,0,0,0,0,0,0,0
7,PK,7102806462304472346,1653751001,Easily Remove Dust 😳یہ جیل صرف میل ڈسٹ  ڈیڈ سکن وغیرہ ریموو کرتا ہیں وائٹ نھیں کرتا #TiktokGaGa #GlowANDclean #Beauty #Foryou #foryoupage #ameenbeautytips @ameencosmeticscenter,6964443492019373058,ameenbeautytips,"🥀 Masha Allah 🥀
وتعز من تشاء وتذل من تشاء",0,False,https://www.tiktok.com/@ameenbeautytips/video/7102806462304472346?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102806462304472346&source=h5_m,11524678,3332,5986,41625,236636,6981289378274495234,6981289378274495234,72,6981289378274495234,original sound - neelammunirkhan1,Neelam Muneer Khan Fan,6.548720186239768e+18,Neelam Muneer Khan Fan,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6981289334024555265.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/5f1919e8bb198b16fe1b7a398f41f873.json,False,False,,,,,[],0,0,Kuwait,#TiktokGaGa #GlowANDclean #Beauty #Foryou #foryoupage #ameenbeautytips,1,1,0,0,0,0,0,0,0,0
0,DE,7100596474928532741,1653236450,#fypシ 💕,6608140165465341958,Francesco!!!,Ig: francesco_statile_,0,False,https://www.tiktok.com/@francescostatile/video/7100596474928532741?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100596474928532741&source=h5_m,4959178,2824,3336,134,364343,6832448649671248646,6832448649671248646,72,6832448649671248646,original sound - djprecise,DJ Precise,6.780923368507868e+18,DJ Precise,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7971e94538ed4d5cc2c4df802602d2b3.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/804f35986df21a62f3ca7fd567c8a3df.json,False,False,,,,,[],0,0,Kuwait,#fypシ,0,0,0,0,1,0,0,0,0,0
1,SI,7100234185364802821,1653152098,just a joke 😂 #viral #mozzik #getinjo #albanian🇦🇱 ❤️,6844495523367420934,Yllka,"insta| Yllkapacarizii
  

15 minuta t'furragjis sen sjon per marakli 🫡",0,False,https://www.tiktok.com/@yllkapaqarizii/video/7100234185364802821?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100234185364802821&source=h5_m,981454,165,86,11,29701,6945056693747305222,6945056693747305222,72,6945056693747305222,original sound - handemyq.serkann,ты краш❤️❤️‍🔥,6.919558378805282e+18,ты краш❤️❤️‍🔥,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6945056936656161541.mp3,,False,False,,,,,[],0,0,Kuwait,#viral #mozzik #getinjo #albanian🇦🇱,0,0,0,0,0,0,0,1,0,0
2,MY,7085917151437081882,1649818652, ,7038090836382450690,হিরো আলমগীর,হিরো আলমগীর,0,False,https://www.tiktok.com/@alomgeir8/video/7085917151437081882?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085917151437081882&source=h5_m,32790296,1923,4403,3710,1394538,7085917140926090010,7085917140926090010,24,7085917140926090010,original sound - alomgeir8,হিরো আলমগীর,7.038090836382451e+18,হিরো আলমগীর,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7085917160278674202.mp3,,False,False,,,,,[],0,0,Kuwait,,0,0,0,0,0,0,0,0,0,0
3,SA,7085054715746061569,1649617851,@أسعد الطيار | Assad altayar  بنقالي ولا باكستاني ؟  #السعودية #بنقالي,6604664747138744326,leesa,"Rapper | Fit | positive 
🎤| 💪🏻| ⚡️
Snap: Leesa1999
اخر اعمالي بعنوان عيدالبيت",0,False,https://www.tiktok.com/@leesaseeal/video/7085054715746061569?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085054715746061569&source=h5_m,5992217,2014,2364,7121,187605,6911341526765341442,6911341526765341442,72,6911341526765341442,original sound - afzal.jani.786,afzal jani,6.720622973940745e+18,afzal jani,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6911341507081489153.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/0b5895400b5aea21d9b60ea32eec6cbb.json,False,False,,,,,[],0,0,Kuwait,#السعودية #بنقالي,0,0,0,0,0,0,0,0,0,0
4,KW,7073370623803788546,1646897437,guess what changed? #fyp #fypシ #kuwait #kuwait🇰🇼 #kuwaittiktokers #turkish #foryou #kesfet,6923933656885675009,Burcu 🇹🇷,"Hi 🌎
📍Kuwait 
Instagram DM for Collabs ⬆️",0,False,https://www.tiktok.com/@burcu_inkuwait/video/7073370623803788546?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7073370623803788546&source=h5_m,272443,291,68,153,11491,7073370624353176321,7073370624353176321,72,7073370624353176321,original sound - burcu_inkuwait (Contains music from: The Magic Bomb (Questions I Get Asked) [Extended Mix] - Hoàng Read),"Contains music from: ""The Magic Bomb (Questions I Get Asked) [Extended Mix]""",6.923933656885675e+18,Burcu 🇹🇷,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7073370574860471042.mp3,,False,False,Hoàng Read,The Magic Bomb (Questions I Get Asked) [Extended Mix],original sound - burcu_inkuwait (Contains music from: The Magic Bomb (Questions I Get Asked) [Extended Mix] - Hoàng Read),"Contains music from: ""The Magic Bomb (Questions I Get Asked) [Extended Mix]""",[],0,0,Kuwait,#fyp #fypシ #kuwait #kuwait🇰🇼 #kuwaittiktokers #turkish #foryou #kesfet,1,0,0,1,1,2,0,0,0,0
5,AE,7098372816990424322,1652718717, ,6889339311932064774,❤️Милена❤️,🌸 Instagram: milena_selimova_ 🌸,0,False,https://www.tiktok.com/@milena_selimova_/video/7098372816990424322?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098372816990424322&source=h5_m,302867,270,248,582,13505,6742199989981678342,6742199989981678342,72,6742199989981678342,whyisthisaudiofamous (Contains music from: Pistol - Andre Swilley & Cookie Cutters),"Contains music from: ""Pistol""",2381819.0,molly 💛,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1646046236596230.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/300aaff96976f5891d3ce79259304b7f.json,False,False,Andre Swilley & Cookie Cutters,Pistol,whyisthisaudiofamous (Contains music from: Pistol - Andre Swilley & Cookie Cutters),"Contains music from: ""Pistol""",[],0,0,Kuwait,,0,0,0,0,0,0,0,0,0,0
6,LB,7095090394395938049,1651954465,هالمرة ٣ متار ارتفعت عن الارض 😉 مين بيقدر يجيبا ؟؟ اللي بيعرف يكتب اسمه 🖤,6659163205053792261,Tamer Akil-تامر عقيل,"تابعوني إنستغرام tamer.akil.1 عم وزع هدايا 🤪
وما تنسوا تشتركوا بقناتي اليوتيوب",0,False,https://www.tiktok.com/@tamer.akil.1/video/7095090394395938049?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095090394395938049&source=h5_m,38730139,27159,60308,68844,1289419,7095090382845135618,7095090382845135618,72,7095090382845135618,original sound - tamer.akil.1,Tamer Akil-تامر عقيل,6.659163205053792e+18,Tamer Akil-تامر عقيل,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7095090382555319042.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/892afa07d59102c3d325e52abd36102f.json,False,False,,,,,[],0,0,Kuwait,,0,0,0,0,0,0,0,0,0,0
