,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.external_song_info,music.binded_challenge_id,bodydance_score,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,loc,test,hash_duet,hash_ethiopia,hash_ethiopian_tik_tok,hash_foryou,hash_foryoupage,hash_fyp,hash_fypシ,hash_habesha,hash_habeshatiktok,hash_viral
1,ET,7100959827626609926,1653321049,ወንዶች አግቡ #speech #weeding #ትዳር #viral #fyp #trending #tiktok 🎥 @papitesfaye,6778407622385222661,Hennyy,FOR DAILY FITNESS CONTENT  FOLLOW @__hennyy & @alphafitnessbyhenny,0,False,https://www.tiktok.com/@__hennyy/video/7100959827626609926?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100959827626609926&source=h5_m,409327,1002,1122,55,33733,7100959816176159493,7100959816176159493,72,7100959816176159493,original sound - __hennyy,Hennyy,6.778407622385223e+18,Hennyy,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7100959822652525318.mp3,,False,False,[],0,0,,,,,Ethiopia,#speech #weeding #ትዳር #viral #fyp #trending #tiktok,0,0,0,0,0,1,0,0,0,1
2,SD,7102843953292086534,1653759731,#duet with @its__________ja21 😂😂😂ይሰማል እዛ ጋ,7015263253274035205,its____ja21,ሀገሬ ሰላምሽ ሰላሜ ነው አንቺን የጠላ ጠላቴ ነው 💚💛❤️👐,0,False,https://www.tiktok.com/@its__________ja21/video/7102843953292086534?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102843953292086534&source=h5_m,388328,1735,2099,112,13347,7102841555048680197,7102841555048680197,72,7102841555048680197,original sound - its__________ja21,its____ja21,7.015263253274035e+18,its____ja21,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102843319625009926.mp3,,False,False,[],0,0,,,,,Ethiopia,#duet,1,0,0,0,0,0,0,0,0,0
3,ET,7097097332197444870,1652421745, ,6764068541597336581,semer,A.lilah 4...........................................,0,False,https://www.tiktok.com/@semmartial/video/7097097332197444870?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097097332197444870&source=h5_m,526419,179,241,2449,20164,7097097300052364037,7097097300052364037,72,7097097300052364037,original sound - semmartial,semer,6.764068541597337e+18,semer,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7097097312417811206.mp3,,False,False,[],0,0,,,,,Ethiopia,,0,0,0,0,0,0,0,0,0,0
4,FR,7101989195916365061,1653560720,Learning to float#safetyswimlessons #babiesoftiktok #baby #fyp #babyboy #babies #waterbaby #besafe #safetyfirst,7088980023071802374,babyswimvid,"follow for more🏝 

💙💙💙💙💙💙

Baby float shop link 👇🏻👇🏻👇🏻",0,False,https://www.tiktok.com/@babyswimvid/video/7101989195916365061?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101989195916365061&source=h5_m,1058548,551,2246,1962,43029,7101989181077523206,7101989181077523206,72,7101989181077523206,original sound - babyswimvid (Contains music from: Myself - Bazzi),"Contains music from: ""Myself""",7.088980023071802e+18,babyswimvid,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7101989204037077765.mp3,,False,False,[],0,0,Bazzi,Myself,original sound - babyswimvid (Contains music from: Myself - Bazzi),"Contains music from: ""Myself""",Ethiopia,#safetyswimlessons #babiesoftiktok #baby #fyp #babyboy #babies #waterbaby #besafe #safetyfirst,0,0,0,0,0,1,0,0,0,0
5,EC,7101907854000508165,1653541786, ,7101884998273713157,Sozik,SEE MY FOLLOWERS,0,False,https://www.tiktok.com/@tanzasiamiravia/video/7101907854000508165?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101907854000508165&source=h5_m,398049,14,77,435,1629,7101786256668986117,7101786256668986117,72,7101786256668986117,Original sound,Tik Toker,7.098776356730209e+18,Tik Toker,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7101786253691013894.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/5ad27a14b7f2ba1ddfe427e90aab0da3.json,False,False,[],0,0,,,,,Ethiopia,,0,0,0,0,0,0,0,0,0,0
6,ET,7087577269304052997,1650205179, ,7082446397065511941,@beruk1147,,0,False,https://www.tiktok.com/@beruk1147/video/7087577269304052997?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087577269304052997&source=h5_m,2190051,1773,1010,15020,117712,7027812683567074053,7027812683567074053,24,7027812683567074053,original sound - samrawit_mz,samrawit,6.810721198642759e+18,samrawit,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7027812746276440838.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a883a9e1e1c3d5da7a3d171df076400c.json,False,False,[],0,0,,,,,Ethiopia,,0,0,0,0,0,0,0,0,0,0
7,US,7071397479337495854,1646438027,One day or day one ☝🏽 Your choice.,6996827280295298053,Fabiee🤭💓,"21📍FL 
IG- Amour.fabie 🦋 | Amazon Influencer 🛍
⬇️⬇️ SHOP THRU MY LINK  ⬇️⬇️",0,False,https://www.tiktok.com/@fabiee_fit/video/7071397479337495854?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7071397479337495854&source=h5_m,3206607,1481,4630,4173,190598,6817203055050656517,6817203055050656517,72,6817203055050656517,Mount Everest (Contains music from: Mount Everest - Labrinth),"Contains music from: ""Mount Everest""",6.563686171498545e+18,:),False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1664360297613317.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/28aa011eb39d090fa202aa5b92b18bfa.json,False,False,[],0,0,Labrinth,Mount Everest,Mount Everest (Contains music from: Mount Everest - Labrinth),"Contains music from: ""Mount Everest""",Ethiopia,,0,0,0,0,0,0,0,0,0,0
0,ET,7092078807322070277,1651253275, ,6651281889100005382,Adam Sandler is bae,"God first ✝️
Roasting y’all second 🙂",0,False,https://www.tiktok.com/@sambusachick/video/7092078807322070277?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092078807322070277&source=h5_m,1028557,1077,359,317,38103,7092078776217275142,7092078776217275142,72,7092078776217275142,original sound - sambusachick,Adam Sandler is bae,6.651281889100005e+18,Adam Sandler is bae,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7092078796496472837.mp3,,False,False,[],0,0,,,,,Ethiopia,,0,0,0,0,0,0,0,0,0,0
1,ET,7072756376182787333,1646754420,ጩቢቲ ❤️ #foryoupage #foryou #habeshatiktok #ኢትዮጵያ fyp,6825933495635002374,bemni👀,"አመሰግናለሁ💐
Ig -bemnet_kk_official",0,False,https://www.tiktok.com/@bemiyee/video/7072756376182787333?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072756376182787333&source=h5_m,1148535,218,232,2001,73631,7070533886693935877,7070533886693935877,72,7070533886693935877,original sound - kalid_jr,Kalid jr,6.910917817773196e+18,Kalid jr,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7070533905245309701.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/f5f61187cbf0412ec514536d4faa0ec3.json,False,False,[],0,0,,,,,Ethiopia,#foryoupage #foryou #habeshatiktok #ኢትዮጵያ,0,0,0,1,1,0,0,0,1,0
2,GB,7086442990671056134,1649941084,Do you understand why it’s still 2014 in Ethiopia right now? #ethiopia #ethiopian_tik_tok #ethiopiantiktok #ethiopian_tik_tok🇪🇹🇪🇹🇪🇹🇪🇹 #ethiopiatiktok #africa #ethiopian_tik_tok🇪🇹🇪🇹🇪🇹🇪🇹ሀገሬ #fyp #viral #learn #LearnOnTikTok #learnwithtiktok #learnfromme,6778394136284152838,Tom Brada,"✍🏻 Journalist
🎥 Short explainers on BIG issues
Email me if you have a story",0,False,https://www.tiktok.com/@theworldexplained1/video/7086442990671056134?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086442990671056134&source=h5_m,461898,1583,1835,3266,36594,7086443048007158534,7086443048007158534,72,7086443048007158534,original sound - theworldexplained1,Tom Brada,6.778394136284153e+18,Tom Brada,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7086443077430217477.mp3,,False,False,[],0,0,,,,,Ethiopia,#ethiopia #ethiopian_tik_tok #ethiopiantiktok #ethiopian_tik_tok🇪🇹🇪🇹🇪🇹🇪🇹 #ethiopiatiktok #africa #ethiopian_tik_tok🇪🇹🇪🇹🇪🇹🇪🇹ሀገሬ #fyp #viral #learn #LearnOnTikTok #learnwithtiktok #learnfromme,0,1,3,0,0,1,0,0,0,1
3,ET,7101388002273905926,1653420742,#duet with @yoni_pro_sax,6817140223500469254,ሰከላ_የዓባይ_እናት,ሁሉን ለሚያደርግ የድንግል  ልጅ ይክበር ይመስገን,0,False,https://www.tiktok.com/@sekela83/video/7101388002273905926?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101388002273905926&source=h5_m,137752,75,400,36,2778,7101365581660211973,7101365581660211973,72,7101365581660211973,original sound - yoni_pro_sax,ⓨⓞⓝⓘpro ⓢⓐⓧ😜😂😂,6.771649433089787e+18,ⓨⓞⓝⓘpro ⓢⓐⓧ😜😂😂,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7101365565381479173.mp3,,False,False,[],0,0,,,,,Ethiopia,#duet,1,0,0,0,0,0,0,0,0,0
4,ET,7099734858397797638,1653035843, ,7097454566963086341,አርሴማ እናቴ 6,,0,False,https://www.tiktok.com/@mamush6898960290/video/7099734858397797638?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099734858397797638&source=h5_m,522786,761,2578,15186,104306,7099734824876837638,7099734824876837638,72,7099734824876837638,original sound - mamush6898960290,አርሴማ እናቴ 6,7.097454566963086e+18,አርሴማ እናቴ 6,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099734814702144262.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ba3249445be44b1db39b1a0119a69664.json,False,False,[],0,0,,,,,Ethiopia,,0,0,0,0,0,0,0,0,0,0
5,ET,7073751979142417670,1646986229,Reply to @tsimona1992 🤣🙄 @bemnetsamson  #bemnetsamson,6814098879940772869,Bemnet,"Just for fun 💃😁
🇪🇹 ❤️
Follow me 😉
    100k💃",0,False,https://www.tiktok.com/@bemnihabesha/video/7073751979142417670?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7073751979142417670&source=h5_m,938019,406,79,1255,12332,7073751891892587269,7073751891892587269,72,7073751891892587269,original sound - bemnihabesha,Bemnet,6.814098879940773e+18,Bemnet,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7073751950382123781.mp3,,False,False,[],0,0,,,,,Ethiopia,#bemnetsamson,0,0,0,0,0,0,0,0,0,0
6,ET,7094985519574076677,1651930047,@shegergebeta የቤተሰብ ገበታ 📍ማዶ ሆቴል #ሸገርገበታ #shegergebetaguide #shegergebeta,6767412496560948229,ሸገር ገበታ,"The Food Vlogger 
Your travel & food guide 🧞‍♂️
ትክክለኛው የሸገር ገበታ ፔጅ ይሄ ብቻ ነው ::",0,False,https://www.tiktok.com/@shegergebeta/video/7094985519574076677?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094985519574076677&source=h5_m,1029609,825,2907,6170,54867,7084006982138480642,7084006982138480642,10033,7084006982138480642,First Class,Jack Harlow,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/8712eb155ead4a259d0556ce2249f72f,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/5d7c6d06714845a7bcd898dea16c5b97,True,True,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1618136917', 'external_song_key': 'apple_song_id'}]",0,0,,,,,Ethiopia,#ሸገርገበታ #shegergebetaguide #shegergebeta,0,0,0,0,0,0,0,0,0,0
7,DO,7100947594402106630,1653318201, ,7091329784978883589,💦👅,Perdí mi otra cuenta síganme en esta 😩 meta 50K😍 creadora de contenidos OF🥰💨,0,False,https://www.tiktok.com/@sexybocachula_/video/7100947594402106630?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100947594402106630&source=h5_m,448977,283,216,2522,14336,7062384354835614469,7062384354835614469,72,7062384354835614469,original sound - edito_feo_xd_nya,MARIN,7.04025579774555e+18,MARIN,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7062384369826351877.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/cfe6745e0ca8a28d81458a18940d84f7.json,False,False,[],0,0,,,,,Ethiopia,,0,0,0,0,0,0,0,0,0,0
0,ET,7080527280522562821,1648563725,አብራጅ የ ሞላባት ሀገር🤣🤣🤔🤔😂,6831031041232290821,workk,"HAVE FUN
  👇👇👇
  🔥🔥🔥",0,False,https://m.tiktok.com/v/7080527280522562821.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080527280522562821&source=h5_m,1340807,295,3928,523,41746,7080527246896761605,7080527246896761605,72,7080527246896761605,original sound - wrk66,workk,6.831031041232291e+18,workk,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7080527274184805126.mp3,,False,False,[],0,0,,,,,Ethiopia,,0,0,0,0,0,0,0,0,0,0
1,ET,7079081130208627974,1648227017,@zetenegnaw__shi @zetenegnaw__shi #tiktok #fyp #ethiopian_tik_tok,7037138111016469510,ዘጠነኛው ሺህ,👇👇 ከታች ያለውን ሊንክ በመንካት ዩትዩብ ላይም ማየት ትችላላቹ 🙏🙏🙏,0,False,https://m.tiktok.com/v/7079081130208627974.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079081130208627974&source=h5_m,590513,104,271,7321,41620,7079081125200546565,7079081125200546565,72,7079081125200546565,original sound - zetenegnaw__shi,ዘጠነኛው ሺህ,7.03713811101647e+18,ዘጠነኛው ሺህ,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7079081110000438022.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c9873f6cb0b6bad1c63e7ede08cf2c94.json,False,False,[],0,0,,,,,Ethiopia,#tiktok #fyp #ethiopian_tik_tok,0,0,1,0,0,1,0,0,0,0
2,ET,7101737354896985350,1653502081,Mr Live🥴😂  #habeshatiktok #christiangirl  #pastordave #protestanttiktok #fypシ #🇪🇹,6835510542288323589,Eldana,Stay positive✌,0,False,https://m.tiktok.com/v/7101737354896985350.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101737354896985350&source=h5_m,110491,171,58,458,10163,7070492354511162114,7070492354511162114,72,7070492354511162114,original sound - barchson,Barchson,6.68484171195012e+18,Barchson,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7070492330146745090.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/239a5a0215410fc203515548b603be8e.json,False,False,[],0,0,,,,,Ethiopia,#habeshatiktok #christiangirl #pastordave #protestanttiktok #fypシ #🇪🇹,0,0,0,0,0,0,1,0,1,0
3,ET,7102340577043287302,1653642533,የሴት ተምሳሌቶች 💪,303908432569679872,dani_royal_,social media promotion            👆,0,False,https://m.tiktok.com/v/7102340577043287302.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102340577043287302&source=h5_m,801292,317,157,3619,46852,7102340551521520389,7102340551521520389,72,7102340551521520389,original sound - dani_royal_ (Contains music from: Endet Serat - Gizachew Teshome),"Contains music from: ""Endet Serat""",3.039084325696799e+17,dani_royal_,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102340543207754501.mp3,,False,False,[],0,0,Gizachew Teshome,Endet Serat,original sound - dani_royal_ (Contains music from: Endet Serat - Gizachew Teshome),"Contains music from: ""Endet Serat""",Ethiopia,,0,0,0,0,0,0,0,0,0,0
4,ET,7098373087816715526,1652718780,#የኔ #ደሴ❤ #አማራ #ገጠር #የኛገፅ #ተዋህዶ_ሀይማኖቴ #የእናንተገፅ #ኢትዮጵያ_ለዘለዓለም_ትኑር🇪🇹🇪🇹🇪🇹 #ቸሩ #ሰውን #ተዋህዶ_ለዘላለም_ትኑር,7045264899904553990,የጥፋት ልጅ ሴራ ቻናል ቤተሰቦች ❤🙏❤🙏❤🙏,"10,000 follow tanks  please 100,000 k🙏🙏🙏🙏🙏🙏",0,False,https://m.tiktok.com/v/7098373087816715526.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098373087816715526&source=h5_m,549165,2033,859,6083,19664,7098373150522166021,7098373150522166021,72,7098373150522166021,original sound - benman1221,የጥፋት ልጅ ሴራ ቻናል ቤተሰቦች ❤🙏❤🙏❤🙏,7.045264899904554e+18,የጥፋት ልጅ ሴራ ቻናል ቤተሰቦች ❤🙏❤🙏❤🙏,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7098373157601512198.mp3,,False,False,[],0,0,,,,,Ethiopia,#የኔ #ደሴ❤ #አማራ #ገጠር #የኛገፅ #ተዋህዶ_ሀይማኖቴ #የእናንተገፅ #ኢትዮጵያ_ለዘለዓለም_ትኑር🇪🇹🇪🇹🇪🇹 #ቸሩ #ሰውን #ተዋህዶ_ለዘላለም_ትኑር,0,0,0,0,0,0,0,0,0,0
5,ET,7097138810462489861,1652431401,🐁😅           መልካም ቀን😇                                     .#fyp #foryoupage,6812073628479603718,ፅናት,"🤞target to 100k..🤗😘😘 say easy...
      libra🥰🥰",0,False,https://m.tiktok.com/v/7097138810462489861.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097138810462489861&source=h5_m,175841,36,90,698,5314,7091013898660350725,7091013898660350725,72,7091013898660350725,original sound - yd_hhhh,ዘና ለማለት,7.036818372395124e+18,ዘና ለማለት,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7091013908165593862.mp3,,False,False,[],0,0,,,,,Ethiopia,#fyp #foryoupage,0,0,0,0,1,1,0,0,0,0
6,MX,7100942594049330437,1653317037, ,7100918983335937030,juliasweet5247,"😍😍😍
⬇️⬇️",0,False,https://m.tiktok.com/v/7100942594049330437.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100942594049330437&source=h5_m,363460,11,84,818,1860,7096468789231209222,7096468789231209222,72,7096468789231209222,See first comment,Hi,7.096220074859693e+18,Hi,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7096468785984490246.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/1fe2331c21cc44a9c52d6c78725ee816.json,False,False,[],0,0,,,,,Ethiopia,,0,0,0,0,0,0,0,0,0,0
7,AE,7101750267258981634,1653505087,@kal__kin welcome 🎉🎉🎉,7023072279296017414,@Dagisha,it's dagisha.....its my new account (click the link below👇👇👇👇,0,False,https://m.tiktok.com/v/7101750267258981634.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101750267258981634&source=h5_m,542772,125,39,410,22920,7101750262788459265,7101750262788459265,73,7101750262788459265,Original Sound,Unknown,,,False,False,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7101750244576070402.mp3,,False,False,[],0,0,,,,,Ethiopia,,0,0,0,0,0,0,0,0,0,0
0,ET,7095347343335214342,1652014291,አትፍጠኚ 😏😏 #ethiopian_tik_tok #habeshatiktok #የእናንተገፅ #ethiofunny #abelaet,6806245731789046790,Abel Et,"አቤላላላላ ዝፈነውው!
Instagram- @abel.et 
   youtube 👇",0,False,https://www.tiktok.com/@abela.et/video/7095347343335214342?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095347343335214342&source=h5_m,1174330,1018,1864,17377,103119,7095347339024075525,7095347339024075525,72,7095347339024075525,original sound - abela.et,Abel Et,6.806245731789047e+18,Abel Et,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7095347349664320261.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/18d541e05f9039f8d19e0ba789a90ebd.json,False,False,[],0,0,,,,,Ethiopia,#ethiopian_tik_tok #habeshatiktok #የእናንተገፅ #ethiofunny #abelaet,0,0,1,0,0,0,0,0,1,0
1,ET,7071939012499377414,1646564113,@mati_kif @ado_____,6632518989375684614,Daniatcon,"18 🍾
Started on April 21/2020",0,False,https://www.tiktok.com/@dania_awet/video/7071939012499377414?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7071939012499377414&source=h5_m,1139814,604,424,6535,69843,7051844009563556614,7051844009563556614,72,7051844009563556614,original sound - _gordonwatkins,Gordon Watkins,6.768935356932851e+18,Gordon Watkins,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7051844039934544646.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/2044c57c31bf92648907affcd0e539cf.json,False,False,[],0,0,,,,,Ethiopia,,0,0,0,0,0,0,0,0,0,0
2,ET,7079392642206862598,1648299547,ጭንቅሎን አልቻልነውም😂#neba4kilo #4kilo_entertainment #ethiopian #fypシ,6971073371879179269,nebyuzerihunn,በእግሬ መሄድ አዘወትራለሁ! የታክሲ ከሌለኝ🤣,0,False,https://www.tiktok.com/@neba4kiloo/video/7079392642206862598?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079392642206862598&source=h5_m,500844,288,568,63,46134,7079392615317261061,7079392615317261061,72,7079392615317261061,original sound - neba4kiloo,nebyuzerihunn,6.971073371879179e+18,nebyuzerihunn,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7079392641279871750.mp3,,False,False,[],0,0,,,,,Ethiopia,#neba4kilo #4kilo_entertainment #ethiopian #fypシ,0,0,0,0,0,0,1,0,0,0
3,GB,7100124981102644486,1653126672,Reply to @ethiopianblood the only answer is to respect and cherish yourself #thehabeshaguru,6994984906829251589,Thehabeshaguru,I’m here to give my unsolicited opinion,0,False,https://www.tiktok.com/@thehabeshaguru/video/7100124981102644486?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100124981102644486&source=h5_m,251866,539,245,1333,18195,7100124941009406726,7100124941009406726,72,7100124941009406726,original sound - thehabeshaguru,Thehabeshaguru,6.994984906829252e+18,Thehabeshaguru,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7100124978078583558.mp3,,False,False,[],0,0,,,,,Ethiopia,#thehabeshaguru,0,0,0,0,0,0,0,0,0,0
4,ET,7083159318085881093,1649176544,ተማሩ#ethiopiopiantiktok #habesha #ethiopia #fypシ゚viral,6909794208937690117,Ja Ja,"Jaጃ Entertainment
🔴CEO of ''ያዙኝ ልቀቁኝ!''
🔴Promotion
  (ማስታወቂያ እንሰራለን!)",0,False,https://www.tiktok.com/@jaja9011jaja/video/7083159318085881093?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7083159318085881093&source=h5_m,373833,260,177,1373,39778,7083159319994321670,7083159319994321670,72,7083159319994321670,original sound - jaja9011jaja,Ja Ja,6.90979420893769e+18,Ja Ja,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7083159319973219077.mp3,,False,False,[],0,0,,,,,Ethiopia,#ethiopiopiantiktok #habesha #ethiopia #fypシ゚viral,0,1,0,0,0,0,1,1,0,1
5,ET,7099049542175198469,1652876276,Reply to @ethio360media1 #enuti😘😘habshatiktok🇪🇹ሀበሻethiopia❤,6983193142184133637,enu_bitu,"🇪🇹❤🇪🇹
  16 enata ❤️
 Thankyou all My 30k Follower 
     Keep it up",0,False,https://www.tiktok.com/@enu_ethio/video/7099049542175198469?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099049542175198469&source=h5_m,473496,649,483,119,12971,7074926924615322374,7074926924615322374,72,7074926924615322374,original sound - dil_nazrawi,victory,6.838938849226556e+18,victory,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7074926929538829061.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/b1072734a0e2f3c9557361543b84509a.json,False,False,[],0,0,,,,,Ethiopia,#enuti😘😘habshatiktok🇪🇹ሀበሻethiopia❤,0,0,0,0,0,0,0,0,0,0
6,ET,7103087872613338374,1653816525,Reply to @eshetumersha1 #ቴዲአፍሮ💚💛❤ #teddyafro #ጥላሁንገሰሰ,6968804172917588998,❤❤❤ፍቅር ያሸንፋል ❤❤❤,"ጉዞዬ ለሰላም እና ፍቅር ብቻ ነው
     ጥላቻ የህይወቴ አካል አይደለም 
     ብትጠሉኝም እኔ ግን እወዳቸዋለሁ ❤❤",0,False,https://www.tiktok.com/@.teddy_afro/video/7103087872613338374?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103087872613338374&source=h5_m,84135,44,137,1297,5206,7103087882029517573,7103087882029517573,72,7103087882029517573,original sound - .teddy_afro,❤❤❤ፍቅር ያሸንፋል ❤❤❤,6.968804172917589e+18,❤❤❤ፍቅር ያሸንፋል ❤❤❤,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103087869463513862.mp3,,False,False,[],0,0,,,,,Ethiopia,#ቴዲአፍሮ💚💛❤ #teddyafro #ጥላሁንገሰሰ,0,0,0,0,0,0,0,0,0,0
7,ET,7070416394004778246,1646209603,#mensurjemal #ormotiktok #foryou #ormotiktok #fyp #bahirdar❤️🇪🇹 #dese #oromo #hawasa #walo አንዳንድ ጊዜ በህይወትህ ጉዳት እንጂ ጥቅም የሌላቸው ሰዎች በራሳቸው ሰዓት ከህይወትህ ሲወጡ መታደል ነው።,6815256414510302209,mensur,I'm business man &international financier & trader https://www.facebook.com/mene,0,False,https://www.tiktok.com/@mensurjemal/video/7070416394004778246?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7070416394004778246&source=h5_m,2009640,1885,994,9813,48684,7070414063326579462,7070414063326579462,24,7070414063326579462,original sound - jhon.ger,johnny.g,6.853346519707649e+18,johnny.g,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7070414119786416901.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/6298d495359af095ba03aa9ceaaaae1e.json,False,False,[],0,0,,,,,Ethiopia,#mensurjemal #ormotiktok #foryou #ormotiktok #fyp #bahirdar❤️🇪🇹 #dese #oromo #hawasa #walo,0,0,0,1,0,1,0,0,0,0
