,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.external_song_info,music.binded_challenge_id,bodydance_score,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,loc,test,hash_cotedivoire,hash_foryou,hash_foryoupage,hash_fyp,hash_fypシ,hash_humour,hash_pourtoi,hash_tiktok,hash_trending,hash_viral
2,US,7103274458592316715,1653859965,TikTok Police come and arrest this lady @kwartengabigail25 #trending #foryou #fypシ #foryoupage #viralvideo #fyp,7016444733368124421,EMMANUEL OBENG OFOSU BAAKO,"PLS FOLLOW ME ON INSTAGRAM DOCTORDRILL.
AM HERE TO HAVE FUN.
❤️U ADWOAPRETTY01",0,False,https://www.tiktok.com/@doctordrillobeng/video/7103274458592316715?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103274458592316715&source=h5_m,208692,540,111,546,4856,7103274414329973547,7103274414329973547,72,7103274414329973547,original sound - doctordrillobeng,EMMANUEL OBENG OFOSU BAAKO,7.016444733368124e+18,EMMANUEL OBENG OFOSU BAAKO,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7103274445971950382.mp3,,False,False,[],0,0,,,,,Côte d'Ivoire,#trending #foryou #fypシ #foryoupage #viralvideo #fyp,0,1,1,1,1,0,0,0,1,0
3,CH,7102911976543685893,1653775569,I have a whole in my socks 🇦🇴,6776321011102909445,Ayoub Mutanda,"Instagram : @Ayoubm_   
Snapchat : AyoubMutanda
Mail : info@ayoub.tv
🇨🇭",0,False,https://www.tiktok.com/@ayoubm_/video/7102911976543685893?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102911976543685893&source=h5_m,287466,318,128,527,33557,7079166449671097093,7079166449671097093,72,7079166449671097093,XMA GOUATANAMO,🫶🏽,6.957033733791106e+18,🫶🏽,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7079166432264702725.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/67df2d5492e302d186186038edb93e93.json,False,False,[],0,0,,,,,Côte d'Ivoire,,0,0,0,0,0,0,0,0,0,0
4,NG,7101637254275157254,1653478775,#question from @queenjamescfr2 which country killed it 🇬🇳🇬🇭 . #queenjamescfr #guinea #ghana #ghanatiktok #ghanatiktok🇬🇭 #ghanafuodotcom #guineaecuatorial🇬🇶 #guineaecuatorial #dancechallege #challenges_tiktok #win #chooseone,7062671216801481733,Queen👑 🔱⚜️,"Brand influencer 
DM for Promotion
Join my live to grow ur TikTok 🔱
Giveaway💯",0,False,https://www.tiktok.com/@queenjamescfr2/video/7101637254275157254?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101637254275157254&source=h5_m,185815,1061,116,411,5301,7101637230850706181,7101637230850706181,72,7101637230850706181,original sound - queenjamescfr2 (Contains music from: Body Breaker - DJ KAYSMART),"Contains music from: ""Body Breaker""",7.062671216801482e+18,Queen👑 🔱⚜️,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7101637236348685061.mp3,,False,False,[],0,0,DJ KAYSMART,Body Breaker,original sound - queenjamescfr2 (Contains music from: Body Breaker - DJ KAYSMART),"Contains music from: ""Body Breaker""",Côte d'Ivoire,#question #queenjamescfr #guinea #ghana #ghanatiktok #ghanatiktok🇬🇭 #ghanafuodotcom #guineaecuatorial🇬🇶 #guineaecuatorial #dancechallege #challenges_tiktok #win #chooseone,0,0,0,0,0,0,0,0,0,0
5,CI,7089421997750373637,1650634689,🥰@ks_bloom,6638841651668877317,Diana hyllarie,"Je vous aime ❤️
Collab: managementdianab@yahoo.com
Twitter: Diana Hyllarie Bouli",0,False,https://www.tiktok.com/@diana_bouli/video/7089421997750373637?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089421997750373637&source=h5_m,2727578,2842,3250,23212,286808,7062355452872395525,7062355452872395525,72,7062355452872395525,original sound - ks_bloom (Contains music from: C'est DIEU - Ks bloom),"Contains music from: ""C'est DIEU""",6.782839237278582e+18,Disciple,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7062355465405008645.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/b0ed05eb2b474bc5b51debf7d2439f99.json,False,False,[],0,0,Ks bloom,C'est DIEU,original sound - ks_bloom (Contains music from: C'est DIEU - Ks bloom),"Contains music from: ""C'est DIEU""",Côte d'Ivoire,,0,0,0,0,0,0,0,0,0,0
6,GB,7095798349588139269,1652119299,#fyp #goviraltiktokvideo #makethisgoviral,6809611912198046725,katherine1988,love one another❤❤❤❤💯❤💋🌈🌈🌈,0,False,https://www.tiktok.com/@kathmadu3/video/7095798349588139269?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095798349588139269&source=h5_m,1752563,227,460,4595,54665,7093250098850728709,7093250098850728709,72,7093250098850728709,Number one (Contains music from: Number One - Dj Consequence & Dj Tarico),"Contains music from: ""Number One""",7.005517054229644e+18,Symplyciana,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7093250109030615813.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/409e1d8f877e3d05619b2ce25527dda7.json,False,False,[],0,0,Dj Consequence & Dj Tarico,Number One,Number one (Contains music from: Number One - Dj Consequence & Dj Tarico),"Contains music from: ""Number One""",Côte d'Ivoire,#fyp #goviraltiktokvideo #makethisgoviral,0,0,0,1,0,0,0,0,0,0
7,CI,7086086546352393477,1649858093,🥺💍.,7037037164274811909,ƈɑɳɑɗieɳɳe😮‍💨ʄ..❤️💍,RE-ABONNEZ-VOUS 😪❤️🌹,0,False,https://www.tiktok.com/@naelle.labelle/video/7086086546352393477?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086086546352393477&source=h5_m,519051,893,274,1290,43373,7084076780650334981,7084076780650334981,72,7084076780650334981,original sound - imn_sss,Imn sss,7.013573131492001e+18,Imn sss,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7084076765102017286.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/fd8faab2e92d2c802a7586aa814a3bdc.json,False,False,[],0,0,,,,,Côte d'Ivoire,,0,0,0,0,0,0,0,0,0,0
0,CI,7097232857646533894,1652453296, ,7029757249728463877,poupeemimistar225,Skinny,0,False,https://www.tiktok.com/@poupeemimi_225/video/7097232857646533894?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097232857646533894&source=h5_m,1057221,165,406,1343,35272,7070859916549966597,7070859916549966597,72,7070859916549966597,original sound - oviekanofficiel,OVIÉ KAN Officiel,6.924799435054515e+18,OVIÉ KAN Officiel,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7070859920480209670.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/23ae2a80390fb0872f3fd3d58f3b0cd7.json,False,False,[],0,0,,,,,Côte d'Ivoire,,0,0,0,0,0,0,0,0,0,0
1,CI,7089089291128737029,1650557224,JADOR MON VISAGE 😂🥺😩😩##tiktokivoire225🇨🇮 #cotedivoire🇨🇮225 #tiktokivoire22 #tiktok #tiktokcomedy @iceetravis @ricardoofficiel6 @issoufsoare10 @wangbg7,7028962114559935493,Elie Some,Nouveau Compte Abonne Toi,0,False,https://www.tiktok.com/@eliesome/video/7089089291128737029?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089089291128737029&source=h5_m,159522,318,45,424,3089,7080564694561442565,7080564694561442565,72,7080564694561442565,original sound - bello_falcao (Contains music from: Dibango Dibanga - Bello Falcao),"Contains music from: ""Dibango Dibanga""",6.980632782138377e+18,Agninninwagninnin ❤️🎧🤘🏿,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7080564714039790341.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/014ab27bffaff11fbc1a36e0bb73b02b.json,False,False,[],0,0,Bello Falcao,Dibango Dibanga,original sound - bello_falcao (Contains music from: Dibango Dibanga - Bello Falcao),"Contains music from: ""Dibango Dibanga""",Côte d'Ivoire,##tiktokivoire225🇨🇮 #cotedivoire🇨🇮225 #tiktokivoire22 #tiktok #tiktokcomedy,1,0,0,0,0,0,0,1,0,0
2,US,7100560342350122286,1653228036,#FrunktheBeat #family #myworld🌍 #katespadenycabana #myreasonforliving #blessed #myboy #seahorsedad🏳️‍⚧️,230256805015126016,Tanius,"🏳️‍⚧️self made king🏳️‍⚧️ 
$Taniusposey12
5265 timuquana rd Jacksonville Fl",0,False,https://www.tiktok.com/@transking30/video/7100560342350122286?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100560342350122286&source=h5_m,2036851,1210,1445,4241,43280,7057221470254336773,7057221470254336773,72,7057221470254336773,original sound - northernelg,nathaellabat,6.951380170238887e+18,nathaellabat,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7057221486762871558.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4aad414d3f42ebcdd89ff666b411c52f.json,False,False,[],0,0,,,,,Côte d'Ivoire,#FrunktheBeat #family #myworld🌍 #katespadenycabana #myreasonforliving #blessed #myboy #seahorsedad🏳️‍⚧️,0,0,0,0,0,0,0,0,0,0
3,NG,7097165432540368133,1652437599,#viralvideos #tiktoknigeria🇳🇬 #fyp #alicemarve,6891219018314433538,alicemarve,"An instrumentalist 
Actress 
Dancer
IG Alice marve
DON’T SPAM LIKE!!",0,False,https://www.tiktok.com/@alicemarve/video/7097165432540368133?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097165432540368133&source=h5_m,5883650,2123,1586,21559,299452,7058701015315990530,7058701015315990530,10033,7058701015315990530,Omuu Cruise Beat,Dj Yk Beats,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/540b366b83bf40b5b682be7a6334b612,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/3fae470bf94b44c4ae2a272ba41d53db,False,True,[],0,0,,,,,Côte d'Ivoire,#viralvideos #tiktoknigeria🇳🇬 #fyp #alicemarve,0,0,0,1,0,0,0,0,0,0
4,NG,7102703725524880645,1653727084,😭😭😭😭 why #viral,6815508597993767942,Fatherdmw55,,0,False,https://www.tiktok.com/@fatheraboki/video/7102703725524880645?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102703725524880645&source=h5_m,97318,88,30,412,7726,7102703696206760709,7102703696206760709,72,7102703696206760709,original sound - fatheraboki (Contains music from: İstanbulda - Muzaffer Toprak),"Contains music from: ""İstanbulda""",6.815508597993768e+18,Fatherdmw55,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102703687160236805.mp3,,False,False,[],0,0,Muzaffer Toprak,İstanbulda,original sound - fatheraboki (Contains music from: İstanbulda - Muzaffer Toprak),"Contains music from: ""İstanbulda""",Côte d'Ivoire,#viral,0,0,0,0,0,0,0,0,0,1
5,IT,7102053524791512326,1653575696,Le punizioni? Sono il mio forte!  ⚽️ #luvadepedreiro #migliorgiocatore #euseba #imitazione,6906915422051615746,loziotano,"Instagram 👆
Road to 500k ❤️⚽️ 
Loziotano71@gmail.com
T-shirt zio tano👇🏻",0,False,https://www.tiktok.com/@loziotano71/video/7102053524791512326?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102053524791512326&source=h5_m,3373729,1101,4571,5889,136191,7102053510807636741,7102053510807636741,72,7102053510807636741,original sound - loziotano71,loziotano,6.906915422051616e+18,loziotano,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102053517363366661.mp3,,False,False,[],0,0,,,,,Côte d'Ivoire,#luvadepedreiro #migliorgiocatore #euseba #imitazione,0,0,0,0,0,0,0,0,0,0
6,UG,7096177317482925318,1652207534,This song ❤️❤️❤️❤️❤️❤️❤️❤️,6752438499590636549,Stacy Wiss,"Welcome 🤩
𝙁𝙤𝙡𝙡𝙤𝙬 𝙢𝙚 𝙤𝙣 𝙄𝙣𝙨𝙩𝙖𝙜𝙧𝙖𝙢 
Il do it For you Grandpa❤️",0,False,https://www.tiktok.com/@stacywiss/video/7096177317482925318?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096177317482925318&source=h5_m,3656098,4953,5838,48551,289388,7034349522214079238,7034349522214079238,72,7034349522214079238,original sound - sheewaabdulll (Contains music from: Yawa Dey - Nero X),"Contains music from: ""Yawa Dey""",7.025082282633479e+18,𝑆ℎ𝑒𝑤𝑠💕,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7034349631664327430.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/38610f6c24c3c555863fca03017a87db.json,False,False,[],0,0,Nero X,Yawa Dey,original sound - sheewaabdulll (Contains music from: Yawa Dey - Nero X),"Contains music from: ""Yawa Dey""",Côte d'Ivoire,,0,0,0,0,0,0,0,0,0,0
7,GB,7095810157304712453,1652122048,Bouncy #fyp #lgbt @caramelbadboy,6921775131748926466,Peachyfitness4,"Go check out my Instagram 👀
IG: Fitness_peach4",0,False,https://www.tiktok.com/@peachyfitness4/video/7095810157304712453?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095810157304712453&source=h5_m,10866077,2393,3158,2714,219483,6827183486001089285,6827183486001089285,72,6827183486001089285,original sound - idmedina1,Medina,6.566930256157901e+18,Medina,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/065168a476c8405d1b9d5704decb7e6e.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/724c40d5a31a2d31425068815dde7c8d.json,False,False,[],0,0,,,,,Côte d'Ivoire,#fyp #lgbt,0,0,0,1,0,0,0,0,0,0
0,GB,7102310248211401989,1653635472,Benidorm bunny girl,7031098976568886277,Lashes,"Lashes_linzi sc 👻 🇬🇧
L_lashes44backup",0,False,https://www.tiktok.com/@l_lashes44/video/7102310248211401989?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102310248211401989&source=h5_m,9222087,2738,11724,222,179327,6742199989981678342,6742199989981678342,72,6742199989981678342,whyisthisaudiofamous (Contains music from: Pistol - Andre Swilley & Cookie Cutters),"Contains music from: ""Pistol""",2381819.0,molly 💛,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1646046236596230.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/300aaff96976f5891d3ce79259304b7f.json,False,False,[],0,0,Andre Swilley & Cookie Cutters,Pistol,whyisthisaudiofamous (Contains music from: Pistol - Andre Swilley & Cookie Cutters),"Contains music from: ""Pistol""",Côte d'Ivoire,,0,0,0,0,0,0,0,0,0,0
1,CI,7080094878956375301,1648463050, ,6540249952528897039,SERGE BEYNAUD,CREATAiR,0,False,https://www.tiktok.com/@sergebeynaudgnolo/video/7080094878956375301?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080094878956375301&source=h5_m,3361014,1255,1970,21322,163170,7080094813516811013,7080094813516811013,72,7080094813516811013,original sound - sergebeynaudgnolo,SERGE BEYNAUD,6.540249952528897e+18,SERGE BEYNAUD,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7080094824564607750.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/2fa6b77a4c70208b068ef54ed4c81b49.json,False,False,[],0,0,,,,,Côte d'Ivoire,,0,0,0,0,0,0,0,0,0,0
2,US,7092298273674906923,1651304375,#fyp #baby #funny #2022,7076257019712390190,user8911190269047,"Video of the same product, please enter the link below to get
👇 Shop Now👇",0,False,https://www.tiktok.com/@rinne772/video/7092298273674906923?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092298273674906923&source=h5_m,21477652,3458,15142,34892,430886,7092298085803526958,7092298085803526958,72,7092298085803526958,original sound - rinne772,user8911190269047,7.07625701971239e+18,user8911190269047,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7092298226971233066.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/34428241dd140f6d2407d9fd81a919e6.json,False,False,[],0,0,,,,,Côte d'Ivoire,#fyp #baby #funny #2022,0,0,0,1,0,0,0,0,0,0
3,IT,7096816836431351046,1652356435,pesce#fish#madnimarket #foryou #usa #cutting,6786905226689545221,madni market,👇 Follow us On YouTube👇,0,False,https://www.tiktok.com/@madni.market/video/7096816836431351046?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096816836431351046&source=h5_m,20010913,157,2381,22128,76312,7096816785592306437,7096816785592306437,72,7096816785592306437,original sound - madni.market,madni market,6.786905226689545e+18,madni market,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7096816826004376326.mp3,,False,False,[],0,0,,,,,Côte d'Ivoire,#fish#madnimarket #foryou #usa #cutting,0,1,0,0,0,0,0,0,0,0
4,US,7091111658621357355,1651028092,🥶🥶🤑#prank #pranks #digger #golddigger #foryou #foryoupage #fyp #fypシ,7079329426173658158,Gold digger prank,"A new method to achieve their goal 
weight and dream body.👇",0,False,https://www.tiktok.com/@abstractart_realtime/video/7091111658621357355?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091111658621357355&source=h5_m,8069126,1787,1662,4975,452842,7091111629626231598,7091111629626231598,72,7091111629626231598,original sound - abstractart_realtime,Gold digger prank,7.079329426173658e+18,Gold digger prank,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7091111668918274862.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/1ebc0748cf7222a598044f1242467f7a.json,False,False,[],0,0,,,,,Côte d'Ivoire,#prank #pranks #digger #golddigger #foryou #foryoupage #fyp #fypシ,0,1,1,1,1,0,0,0,0,0
5,US,7086879082813607174,1650042619,follow my instagram : akamztweenty,79639104283377664,Akamz,GUYS !!!!! FOLLOW MY INSTAGRAM: AKAMZTWEENTY,0,False,https://www.tiktok.com/@akamztwenty20/video/7086879082813607174?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086879082813607174&source=h5_m,11991733,10453,51665,13765,1179659,7086879054716062469,7086879054716062469,72,7086879054716062469,original sound - akamztwenty20,Akamz,7.963910428337766e+16,Akamz,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7086879069702212357.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/b5b5f05be2096f0faba56974b0b6f4a3.json,False,False,[],0,0,,,,,Côte d'Ivoire,,0,0,0,0,0,0,0,0,0,0
6,CI,7099853802693610757,1653063533,#duo avec @edysilva114oficial Y’a Sel dans l’eau là huan 😒.     #tiktok #fyp #pourtoi #ivoirien🇨🇮 #immature #cotedivoire #tiktokivoirien ❤️😹,6789873451371004933,Nasco Le Miel 🍯❣️,"Let’s Go to 510k 🥺🙏🏾
SnapChat 🖇 nascolemiel1 🖇
Voilà ma Page YOUTUBE 👇🏾",0,False,https://www.tiktok.com/@nasco_225/video/7099853802693610757?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099853802693610757&source=h5_m,128692,421,154,2404,11595,7080639346155522821,7080639346155522821,72,7080639346155522821,original sound - edysilva114oficial,✨ Edenilson_Edy  ✨,6.674286332188067e+18,✨ Edenilson_Edy  ✨,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7080639339457268486.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/9f19c39bf91a7684faebd616572e394f.json,False,False,[],0,0,,,,,Côte d'Ivoire,#duo #tiktok #fyp #pourtoi #ivoirien🇨🇮 #immature #cotedivoire #tiktokivoirien,1,0,0,1,0,0,1,1,0,0
7,CI,7086134816856411397,1649869331, ,7018124558491010053,Emmanou’sh ❤️🍀,"Juste pour s’amuser 🎉

   IG: gouel emmanuella
   Snapchat : emmanuella_t279",0,False,https://www.tiktok.com/@gouelemmanuella52/video/7086134816856411397?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086134816856411397&source=h5_m,1334946,232,445,1140,55184,7042250263586982661,7042250263586982661,72,7042250263586982661,original sound - shaymood__,Shayizi,6.859302056638924e+18,Shayizi,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7042250373817535238.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/0701c31b1dd91f2cca53e497214d1315.json,False,False,[],0,0,,,,,Côte d'Ivoire,,0,0,0,0,0,0,0,0,0,0
0,CI,7071540217945017605,1646471263,Je viens de suite la même,6805486572533335046,Ines 😩❤️,"50k🙏😩

Love ✨❤️🏳️‍🌈

Instagram 🙏😩 iinesofficiel🥰",0,False,https://m.tiktok.com/v/7071540217945017605.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7071540217945017605&source=h5_m,388297,265,103,1071,16195,7053410751704222470,7053410751704222470,72,7053410751704222470,original sound - ramzozo07,C?ki ça rigolé 🤓sourier ooh😊,6.872302684507571e+18,C?ki ça rigolé 🤓sourier ooh😊,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7053410754166377221.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/f68c0d900e1ae39e020722c410389069.json,False,False,[],0,0,,,,,Côte d'Ivoire,,0,0,0,0,0,0,0,0,0,0
1,US,7102866270579625259,1653764926,🤣,16401279,korraobidi,"Delta Princess, Musician, Pro- dancer 🇺🇸🇳🇬
NewEP #soundsfromthethroneroom 🕊",0,False,https://m.tiktok.com/v/7102866270579625259.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102866270579625259&source=h5_m,1362296,1042,271,1389,97819,7098321761296517894,7098321761296517894,72,7098321761296517894,Message To My Ex,👑Energy Queen👑,6.818817924141532e+18,👑Energy Queen👑,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7098644542378806021.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/6f282dbea4e57d47b532c9cbee904c33.json,False,False,[],0,0,,,,,Côte d'Ivoire,,0,0,0,0,0,0,0,0,0,0
2,CA,7077327933337128197,1647818819,BODY CONTOURING = LIFE 🔥😍 #bodycontouring #cosmeticinjector #cosmeticinjections,6798953651195347973,Adore Aesthetics,"♡ Advanced Aesthetics 
♡ Advanced Nurse Injector & Lip Specialist
📍Ontario, CAD",0,False,https://m.tiktok.com/v/7077327933337128197.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077327933337128197&source=h5_m,15429162,2142,17462,17520,234439,6948074928969091845,6948074928969091845,72,6948074928969091845,Peaches sickmix,Sickickmusic,1.2827297219213722e+17,Sickickmusic,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6948075036506852102.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/751d13e8a1a091d8166eab8bf6c38646.json,False,False,[],0,0,,,,,Côte d'Ivoire,#bodycontouring #cosmeticinjector #cosmeticinjections,0,0,0,0,0,0,0,0,0,0
3,CI,7090145533632744709,1650803151, ,7007402161119003654,Chilly chilly 659,,0,False,https://m.tiktok.com/v/7090145533632744709.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090145533632744709&source=h5_m,1313285,3653,584,15811,98171,7090145517614697222,7090145517614697222,72,7090145517614697222,original sound - chillychilly066 (Contains music from: Kweku The Traveler (Amapiano Dance Version) - Special Version - Omo Ebira),"Contains music from: ""Kweku The Traveler (Amapiano Dance Version) - Special Version""",7.007402161119004e+18,Chilly chilly 659,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7090145540758866694.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a45cecbb744df6e132ce231e6e45a51f.json,False,False,[],0,0,Omo Ebira,Kweku The Traveler (Amapiano Dance Version) - Special Version,original sound - chillychilly066 (Contains music from: Kweku The Traveler (Amapiano Dance Version) - Special Version - Omo Ebira),"Contains music from: ""Kweku The Traveler (Amapiano Dance Version) - Special Version""",Côte d'Ivoire,,0,0,0,0,0,0,0,0,0,0
4,MX,7103190377414397189,1653840390,#viral #robos #comedia #muchoslikes más videos en @mister_69mxxxx,267935540413501440,Don Míster Mx,Cuenta de respaldo con más videos en mister_69mxxxx,0,False,https://m.tiktok.com/v/7103190377414397189.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103190377414397189&source=h5_m,1708700,186,466,97,6136,7088158357047020294,7088158357047020294,72,7088158357047020294,Canelo,Itzel Glez 🪬,6.794157580858164e+18,Itzel Glez 🪬,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7088158355897748230.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/3249987b8a80d890174b91a86b99149c.json,False,False,[],0,0,,,,,Côte d'Ivoire,#viral #robos #comedia #muchoslikes,0,0,0,0,0,0,0,0,0,1
5,US,7102798997743553838,1653749265,My beautiful grandbaby loved her uncle Marky so much … #fyp #foryou #fypシ #loss #family,154882348289929216,Melissa Jaquez,Marky was 21 when we lost him to EPIDERMOLYSIS BULLOSA RECESSIVE DYSTROPHIC,0,False,https://m.tiktok.com/v/7102798997743553838.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102798997743553838&source=h5_m,3162829,2664,495,142,99137,6786896889338923009,6786896889338923009,10033,6786896889338923009,Emotional Piano for the Soul (Inspirational Background Music),Fearless Motivation Instrumentals,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/aff1f2c7616a46d38f048218d4234d37,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/2036db21e2cf4a4ab78f3b8ddf29e408,False,True,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1124318653', 'external_song_key': 'apple_song_id'}]",0,0,,,,,Côte d'Ivoire,#fyp #foryou #fypシ #loss #family,0,1,0,1,1,0,0,0,0,0
