,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,loc,test,hash_foryou,hash_foryoupage,hash_fyp,hash_fypシ,hash_israel,hash_trending,hash_viral,hash_פוריו,hash_اكسبلور,hash_فلسطين
3,DZ,7094295576887577862,1651769407,نصيحة من الملياردير الإماراتي ” محمد العبّار “ صاحب أطول برج في العالم برج خليفة. #ثقه_في_الله_نجاح #تحفيز #تطوير_الذات #نجاح #تفاؤل,7088922821540381702,Millionaires Team,"👆🏼😊حسابي على الأنستغرام 
أحلم أحلاماً أكبر، و حقق ما هو أعظم.
🧠🚀",0,False,https://www.tiktok.com/@millionaires__team/video/7094295576887577862?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094295576887577862&source=h5_m,17915417,12905,106964,253603,849181,7094295565475465989,7094295565475465989,72,7094295565475465989,original sound - millionaires__team,Millionaires Team,7.088922821540382e+18,Millionaires Team,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7094295579182172933.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c0478be308489577cab9039b7da587a1.json,False,False,,,,,[],0,0,Israel,#ثقه_في_الله_نجاح #تحفيز #تطوير_الذات #نجاح #تفاؤل,0,0,0,0,0,0,0,0,0,0
4,US,7092812040800357678,1651423993,تفو عليكم 😂😂#مشاهير_الاردن #رنا_النمري #اكبسلور🔥 #رنا_السمراء #ميشيغن #نشمية_اردنية🇯🇴 #اردنيه #ميشيغان #الاردن_فلسطين #اردنيه_امريكية #مشاركة_المقطع #التيتا_فريدة #جدتي_حبيبتي #جدتي_الحلوه #جدتي #مشاهير_عرب #ضحك_من_قلبك,6597191707745828869,Rana A,"🇯🇴السمراء الاردنية🇺🇸
For business inquiries👇🏽
Ranajordan34@gmail.com
📍MI",0,False,https://www.tiktok.com/@ranaalnimri/video/7092812040800357678?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092812040800357678&source=h5_m,1639989,1992,3013,4580,74482,7092812003202403115,7092812003202403115,72,7092812003202403115,original sound - ranaalnimri,Rana A,6.597191707745829e+18,Rana A,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7092812038791039790.mp3,,False,False,,,,,[],0,0,Israel,#مشاهير_الاردن #رنا_النمري #اكبسلور🔥 #رنا_السمراء #ميشيغن #نشمية_اردنية🇯🇴 #اردنيه #ميشيغان #الاردن_فلسطين #اردنيه_امريكية #مشاركة_المقطع #التيتا_فريدة #جدتي_حبيبتي #جدتي_الحلوه #جدتي #مشاهير_عرب #ضحك_من_قلبك,0,0,0,0,0,0,0,0,0,0
5,JO,7102859580073413890,1653763369, ,11147199,Walid omar وليد عمر,"🐺

| عائلة الذيب |
 Instagram : walidomarr 
Youtube : TheebFamily",0,False,https://www.tiktok.com/@walidomarr/video/7102859580073413890?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102859580073413890&source=h5_m,1134598,789,1188,1890,101402,7102859586658372354,7102859586658372354,72,7102859586658372354,original sound - walidomarr,Walid omar وليد عمر,11147199.0,Walid omar وليد عمر,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7102859571269503745.mp3,,False,False,,,,,[],0,0,Israel,,0,0,0,0,0,0,0,0,0,0
6,IL,7089862017007340801,1650737138, ,6951310128106161154,pic.vid.bio,"Pictures 
Funny videos
Boomerang
Slow-mo",0,False,https://www.tiktok.com/@pic.vid.bio/video/7089862017007340801?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089862017007340801&source=h5_m,2304138,1167,408,273,34171,7089861997559024386,7089861997559024386,72,7089861997559024386,original sound - pic.vid.bio,pic.vid.bio,6.951310128106161e+18,pic.vid.bio,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7089861995285023490.mp3,,False,False,,,,,[],0,0,Israel,,0,0,0,0,0,0,0,0,0,0
7,IL,7103217092387720449,1653846609,إنّ الله إذا أعطى أدهش💙.,6899376243683345409,١٩دِيسَمْبِر❤︎,ويزهرك الله ولو طال خريفك💙.,0,False,https://www.tiktok.com/@2ivilll/video/7103217092387720449?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103217092387720449&source=h5_m,48500,37,342,1089,8960,7103217111220357889,7103217111220357889,72,7103217111220357889,original sound - 2ivilll,١٩دِيسَمْبِر❤︎,6.899376243683345e+18,١٩دِيسَمْبِر❤︎,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7103217084884470530.mp3,,False,False,,,,,[],0,0,Israel,,0,0,0,0,0,0,0,0,0,0
0,IL,7099125367671213313,1652893930,dc : @Tresor💜 @clokssi,6594748415732498437,Shiri benjo,"Israel 🇮🇱 
Dancer 💃🏻
22✨",0,False,https://www.tiktok.com/@shiri__benjo/video/7099125367671213313?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099125367671213313&source=h5_m,284481,216,84,101,17293,7086705056082447109,7086705056082447109,72,7086705056082447109,Disney drill plus,Tresor💜,6.854492670082942e+18,Tresor💜,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7087107031127182086.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/3a2508d69889104f984a119e9a6026a9.json,False,False,,,,,[],0,0,Israel,,0,0,0,0,0,0,0,0,0,0
1,IL,7099045969873980673,1652875444,الغزاوي والتقليد 😂😂😂#جيش_فايتنغ_زون #كوتش_أبو_الدخان #انستغرام #ترند_تيك_توك #explore #متابعيني_احبكم #foryoupage #مشهور_الحته #fypシ #viral #viraltiktok #explorepage #trending #كوميديا_مضحكة #fyp #explorer,7624735,Ahmad Abu Dukhan,"🔥مركز الفاتنغ زون لرياضة المواي تاي🔥
500k? 😎
كوتش ابو دخان واقطع👊🏻",0,False,https://www.tiktok.com/@ahmadabudukhan/video/7099045969873980673?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099045969873980673&source=h5_m,364603,117,47,137,26482,6746993352891189249,6746993352891189249,10033,6746993352891189249,Monkeys Spinning Monkeys,Kevin MacLeod & Kevin The Monkey,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/ea8ca7768b2142be9cafe3284d9b97fa,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/bd04654513374431956fb38fa9f8db1b,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1581990211', 'external_song_key': 'apple_song_id'}]",0,0,Israel,#جيش_فايتنغ_زون #كوتش_أبو_الدخان #انستغرام #ترند_تيك_توك #explore #متابعيني_احبكم #foryoupage #مشهور_الحته #fypシ #viral #viraltiktok #explorepage #trending #كوميديا_مضحكة #fyp #explorer,0,1,1,1,0,1,1,0,0,0
2,US,7093322379140762926,1651542816,IYKYK🤣 I know I’m not the only one 🤷🏽‍♀️ #repost #LIKEABOMBSHELL #informational,6791983448057021445,Latonya23,BLM ✊🏽 AZ🌵 (MY ONLY PAGE🖕🏽),0,False,https://www.tiktok.com/@latonyamarie23/video/7093322379140762926?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093322379140762926&source=h5_m,20189259,10700,28931,1612,770314,7093322688600476462,7093322688600476462,72,7093322688600476462,original sound - latonyamarie23,Latonya23,6.791983448057021e+18,Latonya23,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7093322700713691950.mp3,,False,False,,,,,[],0,0,Israel,#repost #LIKEABOMBSHELL #informational,0,0,0,0,0,0,0,0,0,0
3,VN,7089112444391394586,1650562618,Anh tôi thích chơi bóng rổ 🏀⚽️ #ronaldo (đồ thể thao chính hãng 👇)#bongda #football #quandz6688 #hlvonline_team🔥,6621475320565547009,Footballforlife6688,"LH:""minhquan110421@gmail.com""Fl my insta👆
Mua đồ thể thao chính hãng tại đây 👇",0,False,https://www.tiktok.com/@lmquan6688/video/7089112444391394586?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089112444391394586&source=h5_m,29813521,4477,7527,60387,1617969,7082757924812081925,7082757924812081925,72,7082757924812081925,original sound - 7_footskills,CR7 SKILLS,6.638844176123576e+18,CR7 SKILLS,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7082757956093184774.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/f1c72209e5f4c2f8beceb27f02bc2641.json,False,False,,,,,[],0,0,Israel,#ronaldo #bongda #football #quandz6688 #hlvonline_team🔥,0,0,0,0,0,0,0,0,0,0
4,TR,7100637265424076033,1653245946,لا تخرج دوون اكسبلوار 😔💔,7037792353503364098,عہلمہ آلنہفہسہ ♥️,"#ثقةُ__في_اللَّه_نجاحٌ__علمْ_نفس_👑
_______الهدف ٥٠٠K___😔
____صلي على النبي__",0,False,https://www.tiktok.com/@msjdamdid/video/7100637265424076033?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100637265424076033&source=h5_m,256752,71,604,192,9293,7095061641150221062,7095061641150221062,72,7095061641150221062,original sound - thomas_shelby_010,👑توماس شيلبي 👑,6.932509322757473e+18,👑توماس شيلبي 👑,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7095061659785562885.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/05a1f5e9f007065a44b9878ea89b1753.json,False,False,,,,,[],0,0,Israel,,0,0,0,0,0,0,0,0,0,0
5,IL,7101409732627320066,1653425803, ,7054921932299781122,قران كريم 🌼❤,تطبيق المشي ♥,0,False,https://www.tiktok.com/@qu_ran_99/video/7101409732627320066?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101409732627320066&source=h5_m,399464,195,1943,6761,29043,6728562975734515713,6728562975734515713,10036,6728562975734515713,Love You So,The King Khan & BBQ Show,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,Israel,,0,0,0,0,0,0,0,0,0,0
6,IL,7087562239963614465,1650201680,مين متذكرو😅😅😅😅,6716988081650811909,ayman,الحمدلله الثقه بالله نجاح🙏🤩,0,False,https://www.tiktok.com/@ayman.z900/video/7087562239963614465?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087562239963614465&source=h5_m,851543,306,676,29,20508,7087562228718734082,7087562228718734082,72,7087562228718734082,original sound - ayman.z900,ayman,6.716988081650812e+18,ayman,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7087562211094252290.mp3,,False,False,,,,,[],0,0,Israel,,0,0,0,0,0,0,0,0,0,0
7,IL,7101256186208521474,1653390050,אצל אהובתייי @Eden micheli,6712145250846114821,Miryam Segal,"תעקבו באינסטגרם: Miryam.segal
תודה על 250k עוקבים אוהבת אתכם❤️✨
18",0,False,https://www.tiktok.com/@miryamsegal/video/7101256186208521474?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101256186208521474&source=h5_m,418031,170,62,60,31839,7093881134823524354,7093881134823524354,10033,7093881134823524354,WTF,עדן בן זקן,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/0aef10378fe64dc69afd67652bf5ed95,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/9e7a51d65419494db072a3edf88cd266,True,True,,,,,[],0,0,Israel,,0,0,0,0,0,0,0,0,0,0
0,IL,7103482151739444482,1653908323,אדוני אני יודעת שאחותי שווה מדי אבל בבקשה תחזיק את העצמך בידיים,6908406811239236614,Stacy,INST - anastasia_tomaeva,0,False,https://www.tiktok.com/@stacy_flame/video/7103482151739444482?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103482151739444482&source=h5_m,101181,191,106,126,3411,7103482137277434625,7103482137277434625,72,7103482137277434625,original sound - stacy_flame,Stacy,6.908406811239237e+18,Stacy,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7103482102615722753.mp3,,False,False,,,,,[],0,0,Israel,,0,0,0,0,0,0,0,0,0,0
1,IL,7085708057337924865,1649769969,נבהלה בסוף 🙂 #דרמיכאל #אסתטיקה #הזרקות,6945167327533532166,D.r_michael,"ד״ר מיכאל נמירובסקי M.D 
Aesthetic and cosmetic medicine 
📍Ramle
📍Tlv",0,False,https://www.tiktok.com/@d.r_michael/video/7085708057337924865?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085708057337924865&source=h5_m,668418,165,205,127,17373,6757244841278588929,6757244841278588929,10033,6757244841278588929,Jocelyn Flores,XXXTENTACION,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/58328e27a1c64e979064a86ff03c002b,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/a712014ad8d54626b7fcb2cddaaf4edc,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1274653478', 'external_song_key': 'apple_song_id'}]",0,0,Israel,#דרמיכאל #אסתטיקה #הזרקות,0,0,0,0,0,0,0,0,0,0
2,IL,7098271961402313986,1652695231,אבא בבית של אתיופים!😂😂#foryou #foryoupage #fyp #ילדאתיופי #תעשואתזהויראלי #viral,6986239609517343745,"🍃"":(𝕾𝖍𝖆𝖑𝖊𝖛 𝖒𝖆𝖒𝖔:)""","ברוכים הבאים לעולמי!😂❗️
שליו מאמו הידוע!🫶🏽
בתור מה הקשר🤣‼️ טיקטוקר מתחיל!🥹",0,False,https://www.tiktok.com/@shalev_mamo125/video/7098271961402313986?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098271961402313986&source=h5_m,431047,1376,1090,838,45751,7098271962610404098,7098271962610404098,72,7098271962610404098,original sound - shalev_mamo125,"🍃"":(𝕾𝖍𝖆𝖑𝖊𝖛 𝖒𝖆𝖒𝖔:)""",6.986239609517344e+18,"🍃"":(𝕾𝖍𝖆𝖑𝖊𝖛 𝖒𝖆𝖒𝖔:)""",False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7098271903198104322.mp3,,False,False,,,,,[],0,0,Israel,#foryou #foryoupage #fyp #ילדאתיופי #תעשואתזהויראלי #viral,1,1,1,0,0,0,1,0,0,0
3,IL,7103407756991925505,1653891002, ,6613039762721570822,Liran's team,❤️ Peace and Love ❤️,0,False,https://www.tiktok.com/@liransofer/video/7103407756991925505?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103407756991925505&source=h5_m,269747,212,390,237,17374,7103407766395538177,7103407766395538177,72,7103407766395538177,original sound - liransofer,Liran's team,6.613039762721571e+18,Liran's team,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7103407767494724354.mp3,,False,False,,,,,[],0,0,Israel,,0,0,0,0,0,0,0,0,0,0
4,RO,7091577710606142726,1651136609,Pregnant Eda is so cute 😂❤️#sencalkapimi #serkanbolat #edayildiz #foryoupage #fy #makethisfamous #kerembursin #handeercel #funny,7050498924830376965,Serkan and Eda❤️✨,✨✨,0,False,https://www.tiktok.com/@serkaneda11/video/7091577710606142726?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091577710606142726&source=h5_m,3711698,595,2510,333,441847,7091577647960034054,7091577647960034054,72,7091577647960034054,original sound - serkaneda11 (Contains music from: Classic - MKTO),"Contains music from: ""Classic""",7.050498924830377e+18,Serkan and Eda❤️✨,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7091577695594711814.mp3,,False,False,MKTO,Classic,original sound - serkaneda11 (Contains music from: Classic - MKTO),"Contains music from: ""Classic""",[],0,0,Israel,#sencalkapimi #serkanbolat #edayildiz #foryoupage #fy #makethisfamous #kerembursin #handeercel #funny,0,1,0,0,0,0,0,0,0,0
5,IL,7101664465137061122,1653485110,#fyp #פוריו #מצעדהגאווה #אתגר,6725854665101722630,Bar Savir,"Bar Savir
בר סביר העמודה הרשמית
הוגת דעות ושחקנית
90% מחיי במצב כפית",0,False,https://www.tiktok.com/@barsoosh/video/7101664465137061122?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101664465137061122&source=h5_m,328235,388,201,172,30631,7101664468685441793,7101664468685441793,72,7101664468685441793,original sound - barsoosh,Bar Savir,6.725854665101723e+18,Bar Savir,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7101664438326971137.mp3,,False,False,,,,,[],0,0,Israel,#fyp #פוריו #מצעדהגאווה #אתגר,0,0,1,0,0,0,0,1,0,0
6,IL,7098403062359805186,1652725755,شكرا ❤️.#خواطر #نصائح #اقتباسات,6901615921263002630,𝚆𝙰𝙻𝙸𝙳 🖤,"✈︎𝙿𝙰𝙻𝚂𝚃𝙸𝙽𝙴🇵🇸||📍
مالي احباب ، لا تغرَك مكاتيبي😪.
👻:𝚆𝙰𝙻𝙸𝙳5_𝙸𝙸",0,False,https://www.tiktok.com/@walid.xp/video/7098403062359805186?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098403062359805186&source=h5_m,447539,205,2856,12770,44539,6763798984403208193,6763798984403208193,10033,6763798984403208193,Epic Emotional,AShamaluevMusic,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/e1c5448fc6d944a5a142f399ebdf3d96,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/0cb85d5c80c84f46800e52dd6de7fc8e,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1434832726', 'external_song_key': 'apple_song_id'}]",0,0,Israel,#خواطر #نصائح #اقتباسات,0,0,0,0,0,0,0,0,0,0
7,IL,7101252998680087810,1653389308,חולה עליך אורטל תראי להם מה זה,26766815,Liel Eli,Hi,0,False,https://www.tiktok.com/@lieleli/video/7101252998680087810?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101252998680087810&source=h5_m,547922,1170,698,474,46949,7099461029922375681,7099461029922375681,10033,7099461029922375681,מי זאת,אנה זק,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/a84ddc0ffa6247a089bf825c365e1e8e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/cbe0fd1e66b2470db54eaee5178f4c3e,True,True,,,,,[],0,0,Israel,,0,0,0,0,0,0,0,0,0,0
0,US,7089234721980386602,1650591086,Ill be at Fitcon in Utah April 22-23 come say hi 😊👋🏻,6516502238452519936,Evy 🦋,"Follow my Instagram ⬆️
Business : evy@dulcedo.com
👇🏻 All my links👇🏻",0,False,https://www.tiktok.com/@evgeniyalvovna/video/7089234721980386602?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089234721980386602&source=h5_m,10022259,5823,8005,17552,840692,7067154379870489350,7067154379870489350,72,7067154379870489350,original sound - editsbykathi,kathi,7.067148344825677e+18,kathi,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7067154385100737286.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/5019f12a2f6752579a727a15a8f58f49.json,False,False,,,,,[],0,0,Israel,,0,0,0,0,0,0,0,0,0,0
1,IL,7084249393502735618,1649430348,הולכים להרוג אותי😂😂😂😂,6971431961139594246,oshratriar,"חסרת שן
👆😮‍💨8000😮‍💨👆",0,False,https://www.tiktok.com/@oshratriar/video/7084249393502735618?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7084249393502735618&source=h5_m,1471791,2942,3068,2967,70999,7084249382551440130,7084249382551440130,72,7084249382551440130,original sound - oshratriar,oshratriar,6.971431961139594e+18,oshratriar,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7084249365702920962.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/154acb0b61f0d175bbc2a17d0ff9b3f2.json,False,False,,,,,[],0,0,Israel,,0,0,0,0,0,0,0,0,0,0
2,IL,7102009199462255873,1653565374,#فلسطين_عاصمه_القدس #المسجد_الأقصى_المبارك_باب_العمود_القدس_لنا🇵🇸🕌 #فولو #دمج #دويتو #كومينت #اكسبلور #viral,6660756854274457606,ابو عوض,لا اله الا الله محمد رسول الله,0,False,https://www.tiktok.com/@omar_rajabi1/video/7102009199462255873?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102009199462255873&source=h5_m,990095,512,180,31,22260,7102009182773185281,7102009182773185281,72,7102009182773185281,original sound - omar_rajabi1,ابو عوض,6.660756854274458e+18,ابو عوض,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7102008632048519937.mp3,,False,False,,,,,[],0,0,Israel,#فلسطين_عاصمه_القدس #المسجد_الأقصى_المبارك_باب_العمود_القدس_لنا🇵🇸🕌 #فولو #دمج #دويتو #كومينت #اكسبلور #viral,0,0,0,0,0,0,1,0,1,0
3,MX,7103300698091162885,1653866076,When the balloon explodes haha!,191320348980568064,Goub,Contact: Sales@goubtube.co.uk   ❤️ Link below for everything ❤️,0,False,https://www.tiktok.com/@goub/video/7103300698091162885?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103300698091162885&source=h5_m,1895245,148,50,167,95766,7103300678474631942,7103300678474631942,72,7103300678474631942,original sound - goub (Contains music from: The Director - Stationary Sign),"Contains music from: ""The Director""",1.9132034898056806e+17,Goub,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103300688255503110.mp3,,False,False,Stationary Sign,The Director,original sound - goub (Contains music from: The Director - Stationary Sign),"Contains music from: ""The Director""",[],0,0,Israel,,0,0,0,0,0,0,0,0,0,0
4,JO,7099834890128051458,1653059129,دائماً بتحدى نفسي..,6608703200110182406,wessamq,,0,False,https://www.tiktok.com/@wessamq/video/7099834890128051458?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099834890128051458&source=h5_m,8161921,5590,5685,12076,846279,7099834914446625538,7099834914446625538,72,7099834914446625538,original sound - wessamq (Contains music from: Enta Teqdar - Mahmoud El Esseily),"Contains music from: ""Enta Teqdar""",6.608703200110182e+18,wessamq,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7099834894003587841.mp3,,False,False,Mahmoud El Esseily,Enta Teqdar,original sound - wessamq (Contains music from: Enta Teqdar - Mahmoud El Esseily),"Contains music from: ""Enta Teqdar""",[],0,0,Israel,,0,0,0,0,0,0,0,0,0,0
5,IL,7102478253830540546,1653674585,پليز ردّوا ع المعلّمين 😅 للضّحك والمزح فقط 🙂 #بجروت #مدرسة #fypシ #فوريو,6806433150295819270,Bushra Mshelh,"معلّمة لغة عربيّة 👩🏻‍🏫  
حساب لـمغامراتي المدرسيّة🎤 والعائليّة 🤩
☪️✡️✝️🇸🇨",0,False,https://www.tiktok.com/@bushraallomshelh/video/7102478253830540546?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102478253830540546&source=h5_m,166042,57,149,1,12488,7089385543221381890,7089385543221381890,72,7089385543221381890,original sound - maguybghosnn,maguy.fan❤️,7.083961923280979e+18,maguy.fan❤️,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7089385536548375298.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a2f2bb126366aee4eda8482c37144aee.json,False,False,,,,,[],0,0,Israel,#بجروت #مدرسة #fypシ #فوريو,0,0,0,1,0,0,0,0,0,0
6,US,7081775911917325610,1648854444, ,6795761723196818437,Nuggs,Twitter/ig : natty_nuggs,0,False,https://www.tiktok.com/@nudeynugget/video/7081775911917325610?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081775911917325610&source=h5_m,3011793,391,1020,2033,123648,6742199989981678342,6742199989981678342,72,6742199989981678342,whyisthisaudiofamous (Contains music from: Pistol - Andre Swilley & Cookie Cutters),"Contains music from: ""Pistol""",2381819.0,molly 💛,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1646046236596230.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/300aaff96976f5891d3ce79259304b7f.json,False,False,Andre Swilley & Cookie Cutters,Pistol,whyisthisaudiofamous (Contains music from: Pistol - Andre Swilley & Cookie Cutters),"Contains music from: ""Pistol""",[],0,0,Israel,,0,0,0,0,0,0,0,0,0,0
7,US,7072083937111231790,1646597856,No splash period💅😭 #fyp #athlete,6648849814678241286,Sav,"Rutgers diving
follow me on insta @savanatrueb :)",0,False,https://www.tiktok.com/@savanatrueb/video/7072083937111231790?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072083937111231790&source=h5_m,7518635,388,302,254,375160,7009385727918131974,7009385727918131974,72,7009385727918131974,Joe mama (Contains music from: Roll In The Range - Marc Jacks),"Contains music from: ""Roll In The Range""",6.808284808155055e+18,🇨🇺🇵🇷,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7009385890791426821.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/afd9cf4be261faf267d9b560029c7cb9.json,False,False,Marc Jacks,Roll In The Range,Joe mama (Contains music from: Roll In The Range - Marc Jacks),"Contains music from: ""Roll In The Range""",[],0,0,Israel,#fyp #athlete,0,0,1,0,0,0,0,0,0,0
0,IL,7103576216321494278,1653930225,our sound 💓,6584048047255601158,nevaaadaa,hello🇺🇸i’m nika,0,False,https://m.tiktok.com/v/7103576216321494278.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103576216321494278&source=h5_m,136129,182,36,209,29592,7101953921182173954,7101953921182173954,72,7101953921182173954,Marry me,XO Team,6.80664819731982e+18,XO Team,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7101953936176827138.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/83777588910d5d77f74ef965a7027776.json,False,False,,,,,[],0,0,Israel,,0,0,0,0,0,0,0,0,0,0
