,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,loc,test,hash_bolivia,hash_comedia,hash_foryou,hash_foryoupage,hash_fyp,hash_fypシ,hash_humor,hash_parati,hash_tiktok,hash_viral
2,BO,7088133563140394245,1650334702,#Quién de vosotros es celoso?.. 🤔,6961198655848104966,...@SAMALU..(^-^),"I My like listen the miusic,",0,False,https://www.tiktok.com/@.l.ss.n/video/7088133563140394245?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7088133563140394245&source=h5_m,562903,71,821,5288,26491,7088133526763178757,7088133526763178757,72,7088133526763178757,original sound - .l.ss.n,...@SAMALU..(^-^),6.961198655848105e+18,...@SAMALU..(^-^),False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7088133557805206277.mp3,,False,False,,,,,[],0,0,"Bolivia, Plurinational State of",#Quién,0,0,0,0,0,0,0,0,0,0
3,BO,7086069487656504582,1649854121, ,6825758969165988870,Jose Jurado,"🇧🇴bolivia_SantaCruz🇳🇬
Facebook:José jurado🍃
edad: 19🌈
""gracias por los 11k",0,False,https://www.tiktok.com/@j0s3_jurado0/video/7086069487656504582?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086069487656504582&source=h5_m,1204259,1835,5097,15280,66552,6795585271782967298,6795585271782967298,10033,6795585271782967298,Steven Universe,L.Dre,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/b5c5eca2f9c746c9af5f56e3859278b4,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e73595558a81422d85c856e33f24deef,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1499842228', 'external_song_key': 'apple_song_id'}]",0,0,"Bolivia, Plurinational State of",,0,0,0,0,0,0,0,0,0,0
4,MX,7102149717055769902,1653598091,Me encanta esta versión de @Leduar Lopez,168541398546182144,Shakira,Official account / perfil oficial,0,False,https://www.tiktok.com/@shakira/video/7102149717055769902?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102149717055769902&source=h5_m,8340227,5403,1992,3661,726149,7088052475416169262,7088052475416169262,10036,7088052475416169262,Te Felicito,Shakira & Rauw Alejandro,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a8f2b2f07194ba8ae6cc6cb1481c023,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/0f99e34b243b4c5890f8242361413e55,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1619007597', 'external_song_key': 'apple_song_id'}]",0,0,"Bolivia, Plurinational State of",,0,0,0,0,0,0,0,0,0,0
5,FR,7094202025889631493,1651747627,#rebelwilson #actress #pitchperfect #beforeandafter #GlowUp #glowdown #fypシ #foryou #pourtoi,6995911964770485253,before | after,🌻,0,False,https://www.tiktok.com/@aloongtimeago/video/7094202025889631493?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094202025889631493&source=h5_m,27111869,24905,65411,1191,4423688,7061262478524877573,7061262478524877573,72,7061262478524877573,original sound - castroedits (Contains music from: Bezos I - Bo Burnham),"Contains music from: ""Bezos I""",6.565107849672229e+18,✨,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7061321024792480518.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/650f5528157d52d8566b79c71ed03422.json,False,False,Bo Burnham,Bezos I,original sound - castroedits (Contains music from: Bezos I - Bo Burnham),"Contains music from: ""Bezos I""",[],0,0,"Bolivia, Plurinational State of",#rebelwilson #actress #pitchperfect #beforeandafter #GlowUp #glowdown #fypシ #foryou #pourtoi,0,0,1,0,0,1,0,0,0,0
6,PE,7092515891786550534,1651355041,Carta Armable ♥️ #art #arte #dibujo #parati #teladedico #carta #amor #Love #lover #tendencia #peru #varrtoart,6946769887956108293,varrto_art,"🇵🇪 Artista Peruano
✏️Intenté Buscar un Trabajo ...
Luego decidí pintarme uno.",0,False,https://www.tiktok.com/@varrto_art/video/7092515891786550534?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092515891786550534&source=h5_m,22595372,4389,243811,546768,554453,6980104335271529222,6980104335271529222,72,6980104335271529222,original sound - alex___sg (Contains music from: Colgando en tus manos (con Marta Sánchez) - Carlos Baute),"Contains music from: ""Colgando en tus manos (con Marta Sánchez)""",6.872898198235612e+18,Alex SG. Lyrics♪,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6980104420109421318.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e0d95d791f50cf224080ac93d3b92279.json,False,False,Carlos Baute,Colgando en tus manos (con Marta Sánchez),original sound - alex___sg (Contains music from: Colgando en tus manos (con Marta Sánchez) - Carlos Baute),"Contains music from: ""Colgando en tus manos (con Marta Sánchez)""",[],0,0,"Bolivia, Plurinational State of",#art #arte #dibujo #parati #teladedico #carta #amor #Love #lover #tendencia #peru #varrtoart,0,0,0,0,0,0,0,1,0,0
7,US,7093338548631358766,1651546580, ,97614653324771328,Selena Gomez,REVELACIÓN is out now: http://smarturl.it/REVELACIONSG,0,False,https://www.tiktok.com/@selenagomez/video/7093338548631358766?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093338548631358766&source=h5_m,29976555,35884,34336,68068,5691539,7093338516306021163,7093338516306021163,72,7093338516306021163,original sound - selenagomez,Selena Gomez,9.761465332477133e+16,Selena Gomez,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7093338541144656686.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/3af199501bedd0fe70b9f85726356a67.json,False,False,,,,,[],0,0,"Bolivia, Plurinational State of",,0,0,0,0,0,0,0,0,0,0
0,CL,7081077207933652229,1648691765,Responder a @aliciab_sa C0pia el enlace 10 años de buena suerte 🙏🏻♥️,6981087476120404997,Soy de 1972🥀,"Insta :lboybloom
📩carlos5934680@gmail.com
C0NTENID0👈🏻 (leer)
🇨🇱🇺🇸",0,False,https://www.tiktok.com/@carlosbloomn/video/7081077207933652229?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081077207933652229&source=h5_m,43955636,358,116689,15437,3029058,7042338925897517830,7042338925897517830,72,7042338925897517830,Si_lo_usas_te_vendrá_una_buena_noticia,꧁🌿Kandely🌿꧂,6.955286108074673e+18,꧁🌿Kandely🌿꧂,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7042338946142980870.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a5f8b92eeac7f5ab23d3c47e0bb41532.json,False,False,,,,,[],0,0,"Bolivia, Plurinational State of",,0,0,0,0,0,0,0,0,0,0
1,MX,7099475542994373894,1652975462,La historia de Miley y Liam en Angels Like You #mileycyrus #miley #fyp #viral,6761203795311903749,mileywood,"SÍGANME 🥵
LOVE MONEY PARTY.",0,False,https://www.tiktok.com/@mileysoficial/video/7099475542994373894?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099475542994373894&source=h5_m,18270707,7634,28108,120047,2246908,7099475545955502854,7099475545955502854,72,7099475545955502854,Angels like you (Contains music from: Angels Like You - Miley Cyrus),"Contains music from: ""Angels Like You""",6.761203795311904e+18,mileywood,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099475522694040325.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/373838dc715fe306f4857e12f4276cd6.json,False,False,Miley Cyrus,Angels Like You,Angels like you (Contains music from: Angels Like You - Miley Cyrus),"Contains music from: ""Angels Like You""",[],0,0,"Bolivia, Plurinational State of",#mileycyrus #miley #fyp #viral,0,0,0,0,1,0,0,0,0,1
2,MX,7090650936334437637,1650920824,Parte 1 preventiva en el perfil #Fitness #fit #defensapersonal #feminismo #foryou #viral #acoso #agresor #trends #trendingsong #acosado #secuestrador #secuestrofallido #foryoupage #acosocallegero #auto #secuestrochallenge #mujeres #mujer #onlyinmycalvins #pv #pvp,6989648427244143621,SenseiFranciscoLopez,"Coach de defensa personal🎖
Judo Black belt Sho Dan🥋
México 🇲🇽",0,False,https://www.tiktok.com/@senseifranciscolopez/video/7090650936334437637?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090650936334437637&source=h5_m,61929601,31260,87703,148581,6270384,7090650919435586310,7090650919435586310,72,7090650919435586310,original sound - senseifranciscolopez,SenseiFranciscoLopez,6.989648427244144e+18,SenseiFranciscoLopez,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7090650909738322694.mp3,,False,False,,,,,[],0,0,"Bolivia, Plurinational State of",#Fitness #fit #defensapersonal #feminismo #foryou #viral #acoso #agresor #trends #trendingsong #acosado #secuestrador #secuestrofallido #foryoupage #acosocallegero #auto #secuestrochallenge #mujeres #mujer #onlyinmycalvins #pv #pvp,0,0,1,1,0,0,0,0,0,1
3,BO,7078801229207407877,1648161848,😁 colágeno natural 😋😋,6916873939981517829,Albertina Sacaca Cal,bienvenidos esta es mi única cuenta  en tik tok ❤😊,0,False,https://www.tiktok.com/@albertinasacaca1/video/7078801229207407877?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078801229207407877&source=h5_m,7457888,3596,6115,426,497106,7078801203937102597,7078801203937102597,72,7078801203937102597,original sound - albertinasacaca1,Albertina Sacaca Cal,6.916873939981518e+18,Albertina Sacaca Cal,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7078801226661448454.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/25952714e4d3015a8611efb4a1e2cf9a.json,False,False,,,,,[],0,0,"Bolivia, Plurinational State of",,0,0,0,0,0,0,0,0,0,0
4,VN,7103058357602405678,1653809653,hết hồn,7093370624329663534,Hoa Tiêu,hoatieu,0,False,https://www.tiktok.com/@hoatieuv3/video/7103058357602405678?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103058357602405678&source=h5_m,2455478,570,217,924,97890,7103058216459979566,7103058216459979566,24,7103058216459979566,original sound - hoatieuv3 (Contains music from: Mejores Tendencias Tik Tok 2021 - Dj Tik Tok Mix),"Contains music from: ""Mejores Tendencias Tik Tok 2021""",7.093370624329663e+18,Hoa Tiêu,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7103058325205453610.mp3,,False,False,Dj Tik Tok Mix,Mejores Tendencias Tik Tok 2021,original sound - hoatieuv3 (Contains music from: Mejores Tendencias Tik Tok 2021 - Dj Tik Tok Mix),"Contains music from: ""Mejores Tendencias Tik Tok 2021""",[],0,0,"Bolivia, Plurinational State of",,0,0,0,0,0,0,0,0,0,0
5,US,7101380988600831278,1653419108,just an ordinary monday night @maiareficco,7004354135367025670,camila mendes,homemade cam chowder,0,False,https://www.tiktok.com/@camimendes/video/7101380988600831278?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101380988600831278&source=h5_m,13638952,7763,4922,315,2601801,7101380957873163050,7101380957873163050,72,7101380957873163050,original sound - camimendes (Contains music from: Gogo Dance - El Alfa & Chael Produciendo),"Contains music from: ""Gogo Dance""",7.004354135367026e+18,camila mendes,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7101380981193493290.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/9f8cf98bca0d5f86a9a3b89a90494327.json,False,False,El Alfa & Chael Produciendo,Gogo Dance,original sound - camimendes (Contains music from: Gogo Dance - El Alfa & Chael Produciendo),"Contains music from: ""Gogo Dance""",[],0,0,"Bolivia, Plurinational State of",,0,0,0,0,0,0,0,0,0,0
6,BO,7076844081137192197,1647706163,Me pillaron,54948951371575296,Julessss,Scz - Bolivia,0,False,https://www.tiktok.com/@julianaguzzz/video/7076844081137192197?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7076844081137192197&source=h5_m,38736,35,99,221,4829,7067574132983991045,7067574132983991045,10036,7067574132983991045,Cool for the Summer - Sped Up (Nightcore),Demi Lovato & Speed Radio,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/9fd45eb00fcc4d52a71f19b0d80ce3e1,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/8b503827983743d08ea6b85113beaa34,False,True,,,,,[],0,0,"Bolivia, Plurinational State of",,0,0,0,0,0,0,0,0,0,0
7,GB,7086142780547943685,1649871185,So stinking cute,82944702395658240,Alisha Cain,"21/🏴󠁧󠁢󠁳󠁣󠁴󠁿
Oscars mum 💙👩‍👦",0,False,https://www.tiktok.com/@alishaacainn/video/7086142780547943685?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086142780547943685&source=h5_m,108108794,141223,335797,351450,16405170,7064509319307365126,7064509319307365126,72,7064509319307365126,original sound - speedaudiios_ (Contains music from: Wait a Minute! - WILLOW),"Contains music from: ""Wait a Minute!""",7.037058424858052e+18,Molly,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7064509291939597061.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/51cb25c03d7b685a28e8848473fa3eef.json,False,False,WILLOW,Wait a Minute!,original sound - speedaudiios_ (Contains music from: Wait a Minute! - WILLOW),"Contains music from: ""Wait a Minute!""",[],0,0,"Bolivia, Plurinational State of",,0,0,0,0,0,0,0,0,0,0
0,US,7098074113238928646,1652649166,Qlo si no Mauricio #cabareteando,6875046638752285701,Franco Escamilla,"El Amo del Sarcasmo
Contacto francoescamillainfo@gmail.com",0,False,https://www.tiktok.com/@francoescamillaofficial/video/7098074113238928646?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098074113238928646&source=h5_m,38887983,10174,45227,89610,6187517,7098074117462559494,7098074117462559494,72,7098074117462559494,original sound - francoescamillaofficial,Franco Escamilla,6.875046638752286e+18,Franco Escamilla,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7098074119757581061.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e9a69deb90b5367a9eb80ee9bd355432.json,False,False,,,,,[],0,0,"Bolivia, Plurinational State of",#cabareteando,0,0,0,0,0,0,0,0,0,0
1,US,7102492401696099585,1653677879,I am DONE! 🥹 hahaha...Cada día más cerca de rendirme con los bailes de tisstoss 🤣❤️ #itsaboutdamntime #lizzo #fyp #parati,6600163112690483205,Claudipia,"8M YT FAM  ✨
Follow me on Instagram : Claudipia
claudipia@slashmgmt.com
📍LA",0,False,https://www.tiktok.com/@claudipia.of/video/7102492401696099585?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102492401696099585&source=h5_m,4450655,944,457,1481,519606,7089828122854197249,7089828122854197249,10033,7089828122854197249,About Damn Time,Lizzo,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/62d497a35bcf407598da8ac1d741359b,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/38418ae73d084e45a86fb6cbbd0149fe,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1619162353', 'external_song_key': 'apple_song_id'}]",0,0,"Bolivia, Plurinational State of",#itsaboutdamntime #lizzo #fyp #parati,0,0,0,0,1,0,0,1,0,0
2,CZ,7094714245392174342,1651866886,Kterou Stephanie máte nejradši? #LazyTown #Stephanie,6919963934028841990,LazyTown česky,Zažijte společně se Stephanií a Sportakem skvělá dobrodružství v LazyTownu!,0,False,https://www.tiktok.com/@czechlazytown/video/7094714245392174342?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094714245392174342&source=h5_m,19428446,46760,21349,55581,2934192,7035011804078754566,7035011804078754566,72,7035011804078754566,original sound - comicbook.guy,⎊,6.791440674346173e+18,⎊,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7035011852803394309.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e05923d4a8432c07a62dec016945f385.json,False,False,,,,,[],0,0,"Bolivia, Plurinational State of",#LazyTown #Stephanie,0,0,0,0,0,0,0,0,0,0
3,ES,7080660947085364486,1648594847,Lo sabías? #paginasutiles #estudiantes #truco #trucos #ensayos #escuela #colegio,73445150835773440,Páginas Útiles,"👨🏽‍💻 Life hacks y tips online
👀 Insta: paginasutiles1
📥 Collabs DM",0,False,https://www.tiktok.com/@paginasutiles1/video/7080660947085364486?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080660947085364486&source=h5_m,21882467,7293,126810,548662,2990500,6839324086548563969,6839324086548563969,10033,6839324086548563969,Blade Runner 2049,Synthwave Goose,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/0c6424fc0d0e4b339a2397dfcf461556,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/4a940f3cd9a0466baddec886617c5134,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1388979332', 'external_song_key': 'apple_song_id'}]",0,0,"Bolivia, Plurinational State of",#paginasutiles #estudiantes #truco #trucos #ensayos #escuela #colegio,0,0,0,0,0,0,0,0,0,0
4,BO,7097976088793484549,1652626343,Yo No Soy Celoso🚀🐰🥀🖤 #badbunny #benito #unveranosinti #rolitas #himno #parati #fyp,6796228032174769158,🔥𝔗𝔯𝔞𝔭 & ℜ𝔢𝔤𝔤𝔞𝔢🔥,"🔥𝑹𝒐𝒍𝒊𝒕𝒂𝒔🔥
𝐸𝑠𝑡𝑜 𝑅𝑒𝑐𝑖𝑒́𝑛 𝐸𝑚𝑝𝑖𝑧𝑎🚀",0,False,https://www.tiktok.com/@j.p.t.g/video/7097976088793484549?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097976088793484549&source=h5_m,2335173,367,11271,65773,184472,7094303913775466497,7094303913775466497,10033,7094303913775466497,Yo No Soy Celoso,Bad Bunny,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6e1aae89baba40d2b9e15cdf923c40e2,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/72d5f55250bd4a5db74deafc8a28d1c2,True,True,,,,,[],0,0,"Bolivia, Plurinational State of",#badbunny #benito #unveranosinti #rolitas #himno #parati #fyp,0,0,0,0,1,0,0,1,0,0
5,BO,7095044814030277894,1651943852,❤️ #foryou #trend,6870209008474211329,Mafer,🇧🇴,0,False,https://www.tiktok.com/@maferchzzz/video/7095044814030277894?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095044814030277894&source=h5_m,353346,183,177,1026,33712,7045067241028750085,7045067241028750085,72,7045067241028750085,MUSIC SHOW DIFERENTE DAS DIFERENTES (Contains music from: Diferente das Diferentes - NATTAN & Japãozin),"Contains music from: ""Diferente das Diferentes""",6.809034610074174e+18,Music Show,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7045067262096902917.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/bd648f9119b1c917c3043309abe53c75.json,False,False,NATTAN & Japãozin,Diferente das Diferentes,MUSIC SHOW DIFERENTE DAS DIFERENTES (Contains music from: Diferente das Diferentes - NATTAN & Japãozin),"Contains music from: ""Diferente das Diferentes""",[],0,0,"Bolivia, Plurinational State of",#foryou #trend,0,0,1,0,0,0,0,0,0,0
6,MX,7075777815555198213,1647457904,Ahora un rap…✌️💋#foryou #fypシ #morro #rap #elmorro,212906134368583680,Denisha,"Cantactriz🎙
Y sobreviviente en #survivormexico 🤙",0,False,https://www.tiktok.com/@denishamx/video/7075777815555198213?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075777815555198213&source=h5_m,49420720,11383,208340,257145,2334260,6979643883252747014,6979643883252747014,72,6979643883252747014,original sound - raphiphopoficial (Contains music from: Prefiero el Futbol - El Morro),"Contains music from: ""Prefiero el Futbol""",6.976732610702902e+18,Music and more Music,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6979644006330338054.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4187111784a888b89cb236d3dc6ec178.json,False,False,El Morro,Prefiero el Futbol,original sound - raphiphopoficial (Contains music from: Prefiero el Futbol - El Morro),"Contains music from: ""Prefiero el Futbol""",[],0,0,"Bolivia, Plurinational State of",#foryou #fypシ #morro #rap #elmorro,0,0,1,0,0,1,0,0,0,0
7,MX,7101065799158287621,1653345723,:),6837126486584509446,barbie.pvm,,0,False,https://www.tiktok.com/@babi.pvm/video/7101065799158287621?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101065799158287621&source=h5_m,13594768,3423,3576,16173,1433894,6833972887548971781,6833972887548971781,10036,6833972887548971781,Marry Me (feat. Toya Wright),Rasheeda,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6451d37d7406466694e79d004d0fd20e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/d318fd9f56e84133a521c965d9628b59,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '536632335', 'external_song_key': 'apple_song_id'}]",0,0,"Bolivia, Plurinational State of",,0,0,0,0,0,0,0,0,0,0
0,US,7096972591658994990,1652392697,#🇩🇴,6680860150209135621,Miketoks,"🇩🇴
Bang Energy elite ⭐️
Miketoks.contact@gmail.com",0,False,https://m.tiktok.com/v/7096972591658994990.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096972591658994990&source=h5_m,29822244,7752,13733,25713,4094016,7087744357444471557,7087744357444471557,10036,7087744357444471557,Gogo Dance,El Alfa & Chael Produciendo,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6877039427674a0699970fc9520959ab,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/81ec85a194e74eb28259e0335a98b13f,False,True,,,,,[],0,0,"Bolivia, Plurinational State of",#🇩🇴,0,0,0,0,0,0,0,0,0,0
1,BO,7094375726224395526,1651788074,@saul.martiinez ig:@viviikin,6914868175726265350,Vivianne Heresi,"Insta: viviikin 🔥
Cuenta secundaria: @viviannehro",0,False,https://m.tiktok.com/v/7094375726224395526.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094375726224395526&source=h5_m,919410,344,451,2892,84476,7050489142135769862,7050489142135769862,72,7050489142135769862,original sound - judit389 (Contains music from: Seguimos con nuestra campaña contra el racismo - Dj Ivanova),"Contains music from: ""Seguimos con nuestra campaña contra el racismo""",6.752961646379419e+18,judit,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7050489161539029765.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/24fa4df7a9024b7026eafdc16c27a376.json,False,False,Dj Ivanova,Seguimos con nuestra campaña contra el racismo,original sound - judit389 (Contains music from: Seguimos con nuestra campaña contra el racismo - Dj Ivanova),"Contains music from: ""Seguimos con nuestra campaña contra el racismo""",[],0,0,"Bolivia, Plurinational State of",,0,0,0,0,0,0,0,0,0,0
2,DE,7101358816247254278,1653413946,Chiropraktik 🔞🔞🔞🔞 #massage #asmr #chiropraktiker #fürdichpage #fdss,6870443252744225798,Knochenbrecherr,"⚡️Chiropraktik für dein zu Hause
Pflege für den unteren Rücken und Körperhaltung",0,False,https://m.tiktok.com/v/7101358816247254278.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101358816247254278&source=h5_m,14839092,2173,13151,349,344693,7101358800968649477,7101358800968649477,72,7101358800968649477,original sound - knochenbrecherr,Knochenbrecherr,6.870443252744226e+18,Knochenbrecherr,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7101358808454499077.mp3,,False,False,,,,,[],0,0,"Bolivia, Plurinational State of",#massage #asmr #chiropraktiker #fürdichpage #fdss,0,0,0,0,0,0,0,0,0,0
3,US,7098871189430439210,1652834749,GRACIAS UN MILLÓN DE VECESSSSSSSS!!!!! ❤️,7047450743465477126,Bad Bunny,.,0,False,https://m.tiktok.com/v/7098871189430439210.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098871189430439210&source=h5_m,28111076,73092,57633,172503,6964999,7098871160075209514,7098871160075209514,72,7098871160075209514,original sound - badbunny,Bad Bunny,7.047450743465477e+18,Bad Bunny,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7098871205662346026.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/b251e86c4ea74f2004b0a2fc617e2820.json,False,False,,,,,[],0,0,"Bolivia, Plurinational State of",,0,0,0,0,0,0,0,0,0,0
4,BO,7072047984170650881,1646589485,Su culpa ❤️,6779352170669523974,Chloelaurafernandes,🇫🇷/🇵🇹,0,False,https://m.tiktok.com/v/7072047984170650881.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072047984170650881&source=h5_m,587245,82,119,271,29823,7061677371157449478,7061677371157449478,10036,7061677371157449478,China,"Anuel AA, Daddy Yankee, Karol G, Ozuna & J Balvin",,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/ea46d5c328804fffb233734ae277af5d,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/76307ac6f09e4d50b95b5b56844b66dd,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1473307010', 'external_song_key': 'apple_song_id'}]",0,0,"Bolivia, Plurinational State of",,0,0,0,0,0,0,0,0,0,0
