,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,loc,test,hash_asmr,hash_foryou,hash_foryoupage,hash_funny,hash_fy,hash_fyp,hash_fypシ,hash_satisfying,hash_tiktok,hash_viral
2,CA,7088868414625828102,1650505798,I’m a 🐹,6625345357558644742,Mr.Lee Asmr,"🤝: asmrklee@gmail.com
Watch Longer videos on YOUTUBE⬇️
Shop my cool bottles⬇️",0,False,https://www.tiktok.com/@mrlee.asmr/video/7088868414625828102?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7088868414625828102&source=h5_m,44944917,6413,3782,12789,1409924,7088868415447845637,7088868415447845637,72,7088868415447845637,original sound - mrlee.asmr,Mr.Lee Asmr,6.625345357558645e+18,Mr.Lee Asmr,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7088868406644722438.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/bacf35147587635e2f981c5695e6b9bd.json,False,False,,,,,[],0,0,British Indian Ocean Territory,,0,0,0,0,0,0,0,0,0,0
3,GB,7099402306378124550,1652958412,"so crispy, so good 🤤 #crispypotatoes #smashedpotatoes #yogurtdip #foodie",7016049447357531142,Magda Gonczaruk,"Easy recipes that will make you dance 💃🏾
Full recipes here ⬇️",0,False,https://www.tiktok.com/@yummytitbits/video/7099402306378124550?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099402306378124550&source=h5_m,2525173,138,6526,6257,76305,6935573339826030594,6935573339826030594,10033,6935573339826030594,Sea Shanty Medley,Home Free,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/8a1625c23c7d44679072580628659aaf,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/5d61ea761d0742ab9fd3ff7a24125c71,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1556529327', 'external_song_key': 'apple_song_id'}]",0,0,British Indian Ocean Territory,#crispypotatoes #smashedpotatoes #yogurtdip #foodie,0,0,0,0,0,0,0,0,0,0
4,US,7077288682402696491,1647809680,Military soldier escapes Capture!😳😱 #fyp #viral #trending #military #handcuff #police #cop #army #fypシ,6921671185223156741,David Davison,"just vibin’ 
Bay Area • LA 
📧: Davidd1999@gmail.com",0,False,https://www.tiktok.com/@smxy_david/video/7077288682402696491?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077288682402696491&source=h5_m,12642916,4743,1789,5405,297032,7077288694784297770,7077288694784297770,72,7077288694784297770,original sound - smxy_david,David Davison,6.921671185223157e+18,David Davison,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7077288724152863534.mp3,,False,False,,,,,[],0,0,British Indian Ocean Territory,#fyp #viral #trending #military #handcuff #police #cop #army #fypシ,0,0,0,0,0,1,1,0,0,1
5,US,7080584774414355758,1648577112,RC racing looks intense 😳 (via @Austin“Joker”Snyder,6663294979903422470,ESPN,You won’t regret following! 🔥,2,False,https://www.tiktok.com/@espn/video/7080584774414355758?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080584774414355758&source=h5_m,6861992,427,785,1082,149442,6979962204569242370,6979962204569242370,72,6979962204569242370,original sound - xz.audio,✨ オーディオ ✨,6.958992391789577e+18,✨ オーディオ ✨,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6979962257136519937.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/15d0ed83b92f2a2bb31570c984d0e92b.json,False,False,,,,,[],0,0,British Indian Ocean Territory,,0,0,0,0,0,0,0,0,0,0
6,US,7087570191428848942,1650203531,🫠 #fyp #foryou #CatOnALeash,6729992570099614726,Attracted To Ghosts,iPad user,0,False,https://www.tiktok.com/@attractedtoghosts/video/7087570191428848942?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087570191428848942&source=h5_m,20705932,9706,5190,3684,2109537,7087570156422957867,7087570156422957867,72,7087570156422957867,original sound - attractedtoghosts,Attracted To Ghosts,6.729992570099615e+18,Attracted To Ghosts,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7087570177650461482.mp3,,False,False,,,,,[],0,0,British Indian Ocean Territory,#fyp #foryou #CatOnALeash,0,1,0,0,0,1,0,0,0,0
7,GB,7102642381375196422,1653712803,jejo waterproof mascara✌🏼️✌🏼️✌you must try this!!🤳🤳,7078178583089464325,PEILAI,"✨✨Thanks for following✨✨
💖💖A unique you💖💖
👉🏼https://shopping.peilai.com/",0,False,https://www.tiktok.com/@peilaiuk/video/7102642381375196422?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102642381375196422&source=h5_m,201,0,0,1,11,7055021088892028929,7055021088892028929,10033,7055021088892028929,Light Switch,Charlie Puth,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/4996a36610e04fc4bd90b357558babc9,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/81a82e3464a34d1faae3dfb57b069944,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1605257577', 'external_song_key': 'apple_song_id'}]",0,0,British Indian Ocean Territory,,0,0,0,0,0,0,0,0,0,0
0,AU,7085019761389751553,1649609713,Can you guess where I was 👀? | DC: @Niana Guerrero,6740536157644784646,🌸Mama Unice🌸,"𝐈𝐆:unicewani
🇺🇬🇦🇺𝟏𝟗
📨: unicewani@viralnationtalent.com",0,False,https://www.tiktok.com/@unicewani/video/7085019761389751553?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085019761389751553&source=h5_m,72633517,152493,141531,125935,9350642,7067047232037702426,7067047232037702426,24,7067047232037702426,original sound - nianaguerrero (Contains music from: Wait A Minute (Tik Tok Edit) - Remix - Verdun Remix),"Contains music from: ""Wait A Minute (Tik Tok Edit) - Remix""",10542006.0,Niana Guerrero,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7067052920260348698.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/64217ffb019396fed1d7e93272e5fc95.json,False,False,Verdun Remix,Wait A Minute (Tik Tok Edit) - Remix,original sound - nianaguerrero (Contains music from: Wait A Minute (Tik Tok Edit) - Remix - Verdun Remix),"Contains music from: ""Wait A Minute (Tik Tok Edit) - Remix""",[],0,0,British Indian Ocean Territory,,0,0,0,0,0,0,0,0,0,0
1,US,7103238717707504939,1653851644, ,6779445189577638917,Tamara Garcia,"My ONLY Instagram ⤴️
📧noahandmariam@gmail.com
Backup: @mariamandnoah",0,False,https://www.tiktok.com/@noahandmariam/video/7103238717707504939?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103238717707504939&source=h5_m,174408,195,342,659,22332,7087315468888886021,7087315468888886021,72,7087315468888886021,Ir sais dream girl speed up (Contains music from: Uh oh uh - Saino Freedoni),"Contains music from: ""Uh oh uh""",6.865703020425315e+18,Y.U.K.I.O,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7087315469623544581.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e1983d6619b8c2775c28f71ddfae6411.json,False,False,Saino Freedoni,Uh oh uh,Ir sais dream girl speed up (Contains music from: Uh oh uh - Saino Freedoni),"Contains music from: ""Uh oh uh""",[],0,0,British Indian Ocean Territory,,0,0,0,0,0,0,0,0,0,0
2,US,7087336595698830638,1650149142,Saturdays are for reading 📚 #libraryprank #bestprank #airhornprank,6737054155527996422,gurudoug,More videos on my IG 👇🏽,0,False,https://www.tiktok.com/@gurudoug/video/7087336595698830638?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087336595698830638&source=h5_m,39678965,7608,27813,21085,4454301,6792956373559691266,6792956373559691266,10033,6792956373559691266,Roxanne - Instrumental,Califa Azul,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/0a0d743b51564fbd96b8860762a9c05b,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/180de35e65d14bc79f0b4e4da5265320,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1498919550', 'external_song_key': 'apple_song_id'}]",0,0,British Indian Ocean Territory,#libraryprank #bestprank #airhornprank,0,0,0,0,0,0,0,0,0,0
3,US,7099488389807820075,1652978453,Reply to @patrycjaolejarz Wait for it … 👀🙈 #fyp #foryou #foryoupage #makeup #makeupartist,6856286518382756870,H E R I,"LA 📍🇺🇸
different content on IG 🤫😮‍💨
📩 henry.galea@hotmail.com",0,False,https://www.tiktok.com/@henrygalea/video/7099488389807820075?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099488389807820075&source=h5_m,7157148,1270,953,3421,619639,6879450497774897922,6879450497774897922,72,6879450497774897922,original sound - yeyita851 (Contains music from: Se Dice de Mi (Yo Soy Betty la Fea) (Versión Completa) - Yolanda Rayo),"Contains music from: ""Se Dice de Mi (Yo Soy Betty la Fea) (Versión Completa)""",6.782769348656268e+18,Aydee Ronquillo Vela,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6879450446747126529.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/81dfb67f1571f97db0a0885e8706309a.json,False,False,Yolanda Rayo,Se Dice de Mi (Yo Soy Betty la Fea) (Versión Completa),original sound - yeyita851 (Contains music from: Se Dice de Mi (Yo Soy Betty la Fea) (Versión Completa) - Yolanda Rayo),"Contains music from: ""Se Dice de Mi (Yo Soy Betty la Fea) (Versión Completa)""",[],0,0,British Indian Ocean Territory,#fyp #foryou #foryoupage #makeup #makeupartist,0,1,1,0,0,1,0,0,0,0
4,GB,7081707565658164486,1648838531,#pressurewashing #powerwashing #satisfying #worksmarternotharder #pressurewasher #cleantok #meterreading #powerwashingbusiness #pressurewash #powerwash #scotland,6811656694889546758,Allan,"More  videos on youtube @
maintenance Scotland 🏴󠁧󠁢󠁳󠁣󠁴󠁿",0,False,https://www.tiktok.com/@maintenancescotland/video/7081707565658164486?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081707565658164486&source=h5_m,7148555,3254,4012,1124,310375,6767874608516302850,6767874608516302850,10033,6767874608516302850,Sweet Dreams,PuppetMaster,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/8652706634a548b392d5b836643c6011,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/28b218d53eae43ee9ad7fe6defdfc494,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '813599807', 'external_song_key': 'apple_song_id'}]",0,0,British Indian Ocean Territory,#pressurewashing #powerwashing #satisfying #worksmarternotharder #pressurewasher #cleantok #meterreading #powerwashingbusiness #pressurewash #powerwash #scotland,0,0,0,0,0,0,0,1,0,0
5,US,7072569958559124782,1646711016,Creepy 😳? #realestate #OREOBdayStack,7066837039045035055,corywaldronexp,"📍 Dallas Realtor 🏡
follow me on Instagram if you like houses 🏃‍♂️",0,False,https://www.tiktok.com/@corywaldronexp/video/7072569958559124782?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072569958559124782&source=h5_m,9383192,3587,4401,1011,662080,7072569922575993646,7072569922575993646,72,7072569922575993646,original sound - corywaldronexp,corywaldronexp,7.066837039045035e+18,corywaldronexp,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7072569949968993067.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/bc0f9d0387609bab01368f81cd7b46bc.json,False,False,,,,,[],0,0,British Indian Ocean Territory,#realestate #OREOBdayStack,0,0,0,0,0,0,0,0,0,0
6,ID,7102952761188175130,1653785064,Wajan teflon anti lengket yang rekomended bangeet. #wajanantilengket #wajanantigores,7022895193813533722,Keranjang Belanja Mamoy,"Please jangan spam like ya.. 🙏🏻🙏🏻
👇Cek keranjang atau link produk👇",0,False,https://www.tiktok.com/@dennies1303/video/7102952761188175130?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102952761188175130&source=h5_m,3782,2,43,2,89,7090900944346663706,7090900944346663706,24,7090900944346663706,better than gold speed up,rael,6.884059435087152e+18,rael,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7090900956325481243.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4c08cd24fe8820ade4cf41b3b05fa38c.json,False,False,,,,,[],0,0,British Indian Ocean Territory,#wajanantilengket #wajanantigores,0,0,0,0,0,0,0,0,0,0
7,VN,7102655529301970202,1653715859,Bắt gặp idol ngoài đời #xuhuongtiktok,7102298455632036865,Võ Hoàng Phương,"Ig : Tony.nei
Fb : Võ Hoàng Phương",0,False,https://www.tiktok.com/@tony.nei/video/7102655529301970202?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102655529301970202&source=h5_m,766361,508,255,800,48672,7102655533890931482,7102655533890931482,24,7102655533890931482,original sound - tony.nei,Võ Hoàng Phương,7.102298455632037e+18,Võ Hoàng Phương,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7102655548755430170.mp3,,False,False,,,,,[],0,0,British Indian Ocean Territory,#xuhuongtiktok,0,0,0,0,0,0,0,0,0,0
0,DE,7102553845728890117,1653692186,"Gray whale gets friendly with tourists.  | SanCarlos, #xxmexico #xwhale #xsealife",7023913186727265285,DEEP BLUE,Sea World & Sea Life,0,False,https://www.tiktok.com/@xdeep_blue/video/7102553845728890117?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102553845728890117&source=h5_m,1889346,849,1463,106,52990,7102553802787654406,7102553802787654406,72,7102553802787654406,original sound - xdeep_blue,DEEP BLUE,7.023913186727265e+18,DEEP BLUE,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102553829740530438.mp3,,False,False,,,,,[],0,0,British Indian Ocean Territory,#xxmexico #xwhale #xsealife,0,0,0,0,0,0,0,0,0,0
1,GB,7102803227363609861,1653750249,Venom 😍🔥 🕷,6541416458554720261,Goddess Bible,🍒 𝓢𝓱𝓪𝓻𝓲𝓷𝓰 𝓘𝓼 𝓒𝓪𝓻𝓲𝓷𝓰 🍑,0,False,https://www.tiktok.com/@goddess_bible/video/7102803227363609861?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102803227363609861&source=h5_m,1344298,175,236,1082,84126,7102803209252653830,7102803209252653830,72,7102803209252653830,original sound - goddess_bible,Goddess Bible,6.54141645855472e+18,Goddess Bible,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102803210171124486.mp3,,False,False,,,,,[],0,0,British Indian Ocean Territory,,0,0,0,0,0,0,0,0,0,0
2,DE,7087175497708309765,1650111634,#viral #tutorial #fyp,6592565150955683845,Ali.Friseur,"Germany  
 48165 Münster  Bergiusstr 1a
 📩 alifriseurbusiness@gmail.com",0,False,https://www.tiktok.com/@ali.friseurr/video/7087175497708309765?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087175497708309765&source=h5_m,9488043,2306,6865,664,428106,6739967522373634050,6739967522373634050,10033,6739967522373634050,Olabilir,Mero,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/356afb1b5bdd484aadf4f9bde53989b6,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/2433302201a94e1884aee7c6976a38d4,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1466936729', 'external_song_key': 'apple_song_id'}]",0,0,British Indian Ocean Territory,#viral #tutorial #fyp,0,0,0,0,0,1,0,0,0,1
3,DE,7091565741350145285,1651133823,#foryou #kesfet #kesfetbeniöneçıkart #foryoupage #fyp #viral #clow #run,7015576071102383109,♛ 63/27 ♛,∂ιєηт zυя υηтєянαℓтυηg & 𝔘𝔫𝔱𝔢𝔯𝔰𝔱ü𝔱𝔷𝔲𝔫𝔤 😌♥️,0,False,https://www.tiktok.com/@memooriginal/video/7091565741350145285?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091565741350145285&source=h5_m,6710751,317,1207,210,100277,6728562975734515713,6728562975734515713,10036,6728562975734515713,Love You So,The King Khan & BBQ Show,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,British Indian Ocean Territory,#foryou #kesfet #kesfetbeniöneçıkart #foryoupage #fyp #viral #clow #run,0,1,1,0,0,1,0,0,0,1
4,GB,7092789334889286917,1651418708,She’s not coming back there again 😂 #funny #prank #joke #scary,7086947863310615558,Prankuploads,"Best pranks on the internet 😱
NOT MY PRANKS
100k 🥳 
150k 🥳 
200k?",0,False,https://www.tiktok.com/@itsajokebr0/video/7092789334889286917?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092789334889286917&source=h5_m,22638525,3531,6510,16994,1422811,7092789330371939077,7092789330371939077,72,7092789330371939077,original sound - itsajokebr0,Prankuploads,7.086947863310616e+18,Prankuploads,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7092789332318292742.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/01301cb29090ce003e1523a3ae40d3bd.json,False,False,,,,,[],0,0,British Indian Ocean Territory,#funny #prank #joke #scary,0,0,0,1,0,0,0,0,0,0
5,US,7081763514712427819,1648851558,Luxury black #fyp #foryou #iphone13procase #iphone13promaxcase #iphonecase #iphone13case #black #crystalclear,6990608795705836550,CaseBx,"Visit casebx.com Use code ""TT20"" for EXTRA 20% off, 
click below to shop now👇👇",0,False,https://www.tiktok.com/@casebx/video/7081763514712427819?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081763514712427819&source=h5_m,160994,47,164,17,6438,7034882608894839557,7034882608894839557,72,7034882608894839557,original sound - aesthetic.wallpaper92 (Contains music from: Teri Pyaar - Atrangi Dev),"Contains music from: ""Teri Pyaar""",6.897884447039866e+18,FYP🖤🇲🇺,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7034882723151940357.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/295728d96579ef1a39b0c0c2d7138337.json,False,False,Atrangi Dev,Teri Pyaar,original sound - aesthetic.wallpaper92 (Contains music from: Teri Pyaar - Atrangi Dev),"Contains music from: ""Teri Pyaar""",[],0,0,British Indian Ocean Territory,#fyp #foryou #iphone13procase #iphone13promaxcase #iphonecase #iphone13case #black #crystalclear,0,1,0,0,0,1,0,0,0,0
6,IT,7103139220235046150,1653828480,Crediti: @Vanessa Padovani 💕 Instagram: @anytaishere,6551772188695860239,A N Y T A,"A N Y T A
NON seguitemi su Instagram 🙅🏻‍♀️",0,False,https://www.tiktok.com/@anytaishere/video/7103139220235046150?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103139220235046150&source=h5_m,345079,99,94,98,31355,7103139205613947654,7103139205613947654,72,7103139205613947654,Password del wi fi,A N Y T A,6.55177218869586e+18,A N Y T A,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103139215982070534.mp3,,False,False,,,,,[],0,0,British Indian Ocean Territory,,0,0,0,0,0,0,0,0,0,0
7,VN,7084801729862159643,1649558947,Giúp bạn ko bị gù lưng và tăng chiều cao,6973201601709278209,Kiệt Ắk Wỷ,Mặt Từng Rất Mụn Nhưng Giờ Tôi Đã Trở Thành Hót Boi Khiến Chị Em Gục Ngã Nhờ 👇,0,False,https://www.tiktok.com/@kiet.ac.quy/video/7084801729862159643?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7084801729862159643&source=h5_m,32535412,65586,99985,115099,5899716,7043097602476329729,7043097602476329729,72,7043097602476329729,original sound - mother_africa (Contains music from: Feel Inside - Will Fast),"Contains music from: ""Feel Inside""",6.848833465649661e+18,Mother Africa,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7043097610046966530.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/10648745ac41147b449fba72fa7ee717.json,False,False,Will Fast,Feel Inside,original sound - mother_africa (Contains music from: Feel Inside - Will Fast),"Contains music from: ""Feel Inside""",[],0,0,British Indian Ocean Territory,,0,0,0,0,0,0,0,0,0,0
0,US,7102398524012186881,1653656021,🍀,6759953756664628230,✨Platon✨,No bio yet,0,False,https://m.tiktok.com/v/7102398524012186881.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102398524012186881&source=h5_m,5335236,2299,2648,304,306082,7092335571913198363,7092335571913198363,24,7092335571913198363,i wanna ride,카를로,7.008193138298062e+18,카를로,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7092335586136066842.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e5ee012e6b5702c46aa09f7a0786e117.json,False,False,,,,,[],0,0,British Indian Ocean Territory,,0,0,0,0,0,0,0,0,0,0
1,SA,7082115086005030150,1648933415,#fypシ #كيرلي,6946948193713439749,كل ما يخص العناية بالشعر,"الحمدلله
🛑 للعناية بجميع انواع الشعر من الصفر🛑
تواصل + تلخيص انستا
للاعلانات📥",0,False,https://m.tiktok.com/v/7082115086005030150.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7082115086005030150&source=h5_m,15654714,6837,5764,26160,560235,7075198041669618475,7075198041669618475,72,7075198041669618475,original sound - vsppxxeditss (Contains music from: Ice On My Baby (feat. Kevin Gates) (Remix) - Yung Bleu),"Contains music from: ""Ice On My Baby (feat. Kevin Gates) (Remix)""",7.053902617515132e+18,I edit🤠👍🏾,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7075190002661083946.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/6af91e75dbf9646b55d8ef7a2a24828b.json,False,False,Yung Bleu,Ice On My Baby (feat. Kevin Gates) (Remix),original sound - vsppxxeditss (Contains music from: Ice On My Baby (feat. Kevin Gates) (Remix) - Yung Bleu),"Contains music from: ""Ice On My Baby (feat. Kevin Gates) (Remix)""",[],0,0,British Indian Ocean Territory,#fypシ #كيرلي,0,0,0,0,0,0,1,0,0,0
2,IT,7072508904101465349,1646696802,Rispondi a @c.ronaldo._10 💎💍🤟🏼 #spray #murals #asmr #satisfying #tiktokart #colors #diamond,6919934559263212545,Drew Nori,"DREW NORI
No Rules Inside
📍Based in Modena 🇮🇹

Follow me on insta 🔥",0,False,https://m.tiktok.com/v/7072508904101465349.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072508904101465349&source=h5_m,25441641,12049,1431,2564,1015461,7072508954026248966,7072508954026248966,72,7072508954026248966,original sound - drew.nori,Drew Nori,6.919934559263213e+18,Drew Nori,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7072508946111613701.mp3,,False,False,,,,,[],0,0,British Indian Ocean Territory,#spray #murals #asmr #satisfying #tiktokart #colors #diamond,1,0,0,0,0,0,0,1,0,0
3,US,7097675993061608750,1652556471, ,6926420186318078981,Life Hacks,"Thank you following 💕💕💕
Daily sharing of life hacks🔨🔨🔨",0,False,https://m.tiktok.com/v/7097675993061608750.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097675993061608750&source=h5_m,8915325,766,1984,14251,360480,7078357138325736234,7078357138325736234,72,7078357138325736234,original sound - zack.axewell,Zack max,7.067730012935095e+18,Zack max,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7078357161369144110.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ea0fc00e775eb952828396d25d740ca2.json,False,False,,,,,[],0,0,British Indian Ocean Territory,,0,0,0,0,0,0,0,0,0,0
4,TR,7089460319063428353,1650643610,#mohamadnurmaktabi #turkey #tik_tok #Love #backbenchersonflipkart #tur #keşfet #ıstanbul #tiktok,6580396960409665542,MOHAMAD NUR,"كوافير محمد نور للعنوان اسطنبول اسنيورت ميدان 
İstanbul Esenyurt
📞05393775433",0,False,https://m.tiktok.com/v/7089460319063428353.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089460319063428353&source=h5_m,30611443,4276,5375,57971,440543,7089460313187240706,7089460313187240706,72,7089460313187240706,original sound - mohamadnurmaktabi (Contains music from: Duhan - Serhat Durmus),"Contains music from: ""Duhan""",6.580396960409666e+18,MOHAMAD NUR,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7089460291280325378.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/dfca3833b58124ccd36d1072dfa2e4ef.json,False,False,Serhat Durmus,Duhan,original sound - mohamadnurmaktabi (Contains music from: Duhan - Serhat Durmus),"Contains music from: ""Duhan""",[],0,0,British Indian Ocean Territory,#mohamadnurmaktabi #turkey #tik_tok #Love #backbenchersonflipkart #tur #keşfet #ıstanbul #tiktok,0,0,0,0,0,0,0,0,1,0
5,DE,7076905539913010438,1647720473,##😭😭😭😭😭😭😭😭😭😭😭😭,7064257666793407494,Bilal Jani,,0,False,https://m.tiktok.com/v/7076905539913010438.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7076905539913010438&source=h5_m,532455,28,124,6,7190,7076905522394041094,7076905522394041094,72,7076905522394041094,original sound - bilal007rajajani,Bilal Jani,7.064257666793407e+18,Bilal Jani,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7076905521575480069.mp3,,False,False,,,,,[],0,0,British Indian Ocean Territory,##😭😭😭😭😭😭😭😭😭😭😭😭,0,0,0,0,0,0,0,0,0,0
